Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R
42a548f0-d86a-4273-8bda-be0fe6a53b20	76	180	82	83	0	160	191	0	0	80	0	62	42	0	12	3	0	22
42af8f74-fd4b-486d-bc11-db53cc471d62	0	120	132	61	0	284	126	0	23	10	28	37	33	15	8	11	0	13
42d20028-0ddc-4dac-9f05-d674f8915f21	324	89	0	29	0	40	53	0	0	20	0	21	23	6	1	6	0	0
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	312	84	0	15	0	47	31	0	0	0	0	15	35	0	0	0	0	0
42e92d78-c623-11e3-bf01-24c6515278c0	194	94	0	18	1	164	35	0	17	15	21	17	23	10	12	5	3	2
42f00950-09c9-461a-8423-d5b04a96af10	105	148	0	272	106	141	32	240	55	108	101	42	73	3	9	26	47	26
42f88b95-fa12-47c7-93f1-cf72f207291c	437	9	0	1	0	0	4	0	8	0	4	0	14	3	0	1	4	1
43206cb7-787d-4f68-8019-55e8585c4b4d	389	26	0	10	0	26	20	2	0	10	0	0	18	7	0	13	0	1
436af904-65b2-4196-ad8c-a4e98081ee41	377	11	0	0	53	53	0	0	0	0	42	0	0	0	8	4	0	0
43aa4123-0fe2-4071-8a81-cbdd0410b917	129	125	113	35	155	156	32	0	5	8	69	52	1	6	2	98	0	0
43b675e0-22e0-42d6-a060-afc93e22ac95	57	256	24	27	0	139	132	0	0	199	0	56	59	16	5	0	1	7
43be43cb-a367-4a74-94e4-973acafcf576	211	59	6	16	4	169	38	60	9	10	10	8	23	2	2	8	9	26
43bf37e0-3dbc-4360-818c-fc1356d77495	430	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0
43d630aa-3890-401c-bf56-e3a9f325734f	415	12	5	3	0	5	12	0	0	1	0	0	27	0	0	0	0	0
43dadc68-c623-11e3-bf01-24c6515278c0	136	166	10	243	11	111	136	0	0	113	0	0	53	0	30	2	66	0
43f7a2e0-fec9-4e43-872d-18c6c946fa17	0	108	450	66	292	125	37	0	126	28	144	170	110	0	32	102	21	9
44083f54-0953-48e3-a704-11ad0988ad2e	140	178	91	110	0	88	353	0	0	0	0	232	42	21	0	1	0	0
441d2f21-b448-4fc8-8c54-9b85aca56237	210	46	37	104	76	151	46	50	0	13	0	10	56	55	5	0	9	0
44406493-37f4-48c7-961b-8714be50773a	440	0	0	0	0	0	0	4	0	0	24	0	0	12	1	0	1	1
446437de-c622-11e3-bf01-24c6515278c0	291	16	29	33	22	125	60	5	0	26	3	0	16	0	5	29	0	3
448af8b4-e071-48b0-a65b-b4ad17afdc0c	236	66	71	12	0	127	77	0	0	18	18	14	12	10	8	6	0	0
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	0	151	132	292	125	236	29	84	0	54	130	65	60	0	38	9	53	14
44e4f08a-c623-11e3-bf01-24c6515278c0	145	235	0	135	38	69	33	0	0	63	39	0	47	0	3	71	0	0
44eebc04-c027-45ae-beca-c4012b494f29	0	273	244	952	233	0	89	0	17	5	383	190	28	0	49	46	139	93
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	410	8	3	0	0	11	11	0	0	0	0	0	24	0	0	0	5	0
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	84	102	100	481	176	183	56	23	62	12	201	83	33	0	6	18	16	32
45348eff-4b09-4776-825e-b18de9dba937	408	17	2	7	0	14	37	0	0	0	0	15	22	4	0	0	0	0
45614404-2149-4468-848c-0796e3757d62	370	11	0	0	0	53	9	1	0	0	0	0	25	0	4	0	6	0
45a7949d-e63f-4956-866c-df51257032de	131	122	173	286	214	113	51	2	0	7	105	69	24	28	5	0	98	0
45aedf22-c622-11e3-bf01-24c6515278c0	285	113	0	57	0	50	36	1	0	6	12	1	19	9	1	9	7	0
45d0ccb2-641f-4348-b3a8-61f4113cd85b	151	221	29	0	0	95	65	0	0	143	0	17	51	0	2	0	2	2
45e16b70-c3ec-493e-86d1-505ffdf5056c	29	136	445	383	429	3	99	88	189	113	227	379	127	195	23	1	36	24
460f7427-ebcf-404b-9e9e-e0278d0bca95	23	141	523	439	510	0	30	218	46	53	161	48	93	172	81	77	31	24
461df2ae-fcf1-4b93-be0a-c14954fe7c42	218	107	3	75	0	111	35	0	33	12	27	8	17	44	3	0	4	0
4624fd20-e2ad-4826-b606-a694b04e1076	345	25	0	9	2	74	16	2	0	0	2	0	25	0	4	2	3	0
463bf060-8ba6-4a73-8173-172025f7b527	308	99	0	32	0	46	19	0	6	0	3	3	31	0	2	4	0	0
4652ae03-b096-42d0-bdfa-3f6281d4f023	96	107	36	87	253	230	16	72	8	0	30	48	0	63	11	1	17	9
46693a2b-5105-4770-a9e1-031dfedeb694	18	230	94	194	147	198	13	0	0	0	169	21	0	0	10	18	15	5
4679f37a-4f09-449b-a1d8-1f02847996da	0	295	220	79	0	82	134	0	34	0	69	140	92	11	15	11	0	5
467ef778-f481-44f3-9768-b9900252d2ba	0	186	177	54	17	206	115	0	30	45	40	43	66	5	10	13	7	23
468083cb-95c3-47c1-9d96-79bcf7bf3f26	270	139	0	41	3	60	34	0	0	0	11	11	23	0	0	13	4	0
469eddf2-6e02-46bf-820f-6296a2b776e2	370	9	6	0	2	50	17	0	1	4	0	0	22	0	1	0	1	1
46d35b82-e1b7-4d35-be5e-3a70fd47e421	293	73	12	55	0	68	23	0	14	0	15	0	19	7	2	6	0	0
46e166fe-3b20-49ad-98db-42c854c61c93	194	188	7	57	0	91	97	0	0	6	0	0	12	0	0	4	5	4
46e503ae-461d-443a-869b-f261c5570de1	429	0	1	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	0	161	99	22	0	274	137	0	0	0	0	54	51	1	12	13	1	3
47050918-c623-11e3-bf01-24c6515278c0	361	59	0	0	1	27	11	0	0	25	5	0	25	0	3	1	0	0
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	433	1	2	0	0	6	10	2	0	0	0	0	23	0	0	1	0	2
47312f61-5ef4-4f25-9320-8fbb4758790e	0	93	162	1885	756	0	284	135	146	183	332	315	223	130	12	208	36	30
473fe833-fcc6-485e-93d2-95e662c3ef53	428	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0
475bca00-9089-4f50-8638-4e5e8aca6dcd	360	53	54	13	0	9	60	0	0	8	0	0	25	0	0	0	0	0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	0	223	154	342	308	88	150	215	109	0	40	136	64	168	5	51	21	85
47b5d831-5287-4f62-b17a-6e5eff2e4184	179	39	55	63	110	179	120	42	35	22	0	0	14	0	21	36	0	30
47d77750-c622-11e3-bf01-24c6515278c0	63	300	89	146	0	64	141	1	21	52	38	39	38	38	17	32	5	2
47e5ff56-9534-4fcf-a593-33027e877f93	329	15	11	0	0	102	35	1	0	0	0	5	15	0	8	3	1	2
4808f9e1-452d-45eb-9b87-2f87c67d3452	336	92	12	31	0	26	54	0	0	2	0	3	26	0	0	0	0	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	173	120	45	57	105	129	17	0	26	25	43	24	19	0	7	8	0	52
483bb781-0179-42e1-bf9c-487b240769b8	424	0	2	2	0	9	0	1	0	0	11	0	13	2	0	0	4	1
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	0	1030	2248	593	0	20	58	0	0	392	0	392	13	115	117	48	58
4853fd17-7214-4f0c-984b-1be0346ca4ab	401	5	1	3	0	26	8	0	0	0	0	0	27	0	2	1	0	0
48624a82-c623-11e3-bf01-24c6515278c0	267	45	0	7	13	125	19	0	12	2	0	0	47	0	3	6	0	0
48a0da38-8147-40fe-b683-3f070413a792	43	264	87	0	113	54	5	16	112	333	215	93	69	0	26	16	15	15
48b15122-b1e9-4c30-8fc5-70a07686779a	355	25	3	10	0	54	9	4	0	0	31	0	2	3	2	0	5	0
48c33a30-557b-4ecf-8066-5b4b068b5e3a	326	67	9	26	0	51	59	0	0	13	0	12	31	0	0	12	0	0
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	75	132	117	7	113	213	32	11	0	0	51	58	36	9	12	34	17	1
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	418	4	6	5	1	8	4	1	0	0	0	0	33	0	0	0	1	0
4904d56f-0fe7-4482-8f6d-9e54d261f399	279	126	0	50	1	56	61	0	4	4	0	8	26	12	5	8	0	0
492694a7-bb41-4128-a909-c424e7fc0c9e	431	0	0	0	3	11	4	3	0	0	7	0	12	0	4	1	6	0
492b4e58-12e2-47b2-bd47-28f8607072fa	310	58	0	21	0	70	20	0	6	0	0	0	32	0	1	0	0	1
493e7008-551c-4c0e-b567-a0f31868629e	0	261	182	361	273	50	24	98	108	138	131	60	55	84	27	20	78	39
494701ce-05d4-440b-a65e-d925902b9d42	415	0	6	9	0	13	4	0	0	0	0	0	30	0	0	0	1	0
49795e42-c623-11e3-bf01-24c6515278c0	259	96	5	17	27	96	34	0	13	3	8	3	29	0	4	17	0	11
498ecf81-921d-4df9-a6a4-a625f484e823	444	0	0	0	0	0	4	1	0	0	0	0	25	0	0	0	0	0
49900a43-d42e-4052-a8cb-1563b82ad0a0	417	15	2	0	0	13	3	1	0	0	0	0	29	0	0	0	0	0
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	432	14	0	5	0	0	7	1	0	0	0	0	23	0	2	0	0	0
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	419	13	0	1	0	0	5	0	0	0	0	0	28	0	0	1	0	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	375	29	0	0	0	42	17	3	0	0	0	0	24	0	0	0	2	0
49dec0c2-8e75-4f44-a253-82b2ea605890	174	153	18	88	43	129	0	3	0	39	129	0	0	0	3	4	5	7
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	373	32	2	97	99	30	20	0	0	0	0	13	9	12	0	0	4	0
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	350	54	29	20	28	24	20	75	5	2	9	0	8	25	0	4	4	9
4a35b01f-5e19-4673-abea-d87fd1d605d0	431	0	0	2	0	0	0	3	0	0	18	0	0	10	1	0	1	1
4a4309b0-2aca-4d6a-ac50-039b28406bba	343	55	0	36	0	46	52	0	0	17	0	14	26	15	4	2	0	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	428	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0
4a698352-25e6-4137-bef8-b6520d5b1b95	376	0	0	2	31	82	0	34	0	0	36	0	0	0	0	0	3	0
4a703d3e-c623-11e3-bf01-24c6515278c0	248	114	24	8	26	82	29	0	19	23	15	10	42	0	17	0	0	0
4a88981e-e409-440f-9bf0-71ca1bab8b4e	321	12	16	10	0	91	38	0	0	1	0	3	22	24	0	5	0	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	0	186	476	603	295	53	83	1	0	0	291	147	95	0	107	21	7	26
4adc846a-42cb-4ebd-a954-e31eb29d7572	176	117	24	18	5	166	57	0	11	19	0	0	32	0	2	7	4	2
4b44b313-6f74-4233-bec4-7e41c91c77f1	220	139	47	56	0	91	121	0	0	3	0	3	22	0	4	0	0	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	397	20	12	2	0	26	47	0	8	0	0	0	0	10	2	1	11	1
4b7a704b-e516-4275-be11-45cc935237e2	432	0	0	2	0	12	12	3	1	3	2	0	20	1	0	0	1	0
4b8943be-c623-11e3-bf01-24c6515278c0	84	81	34	99	324	190	30	140	105	32	13	79	88	71	87	0	17	27
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	402	23	1	1	2	21	17	5	0	1	0	1	26	0	0	0	0	2
4b91ece6-c9b2-4889-b18c-c63eb58eb061	411	15	0	7	0	6	1	0	0	0	0	0	30	0	0	0	0	0
4bae2f08-da75-4991-acb8-5ba9912f9131	429	1	0	0	0	0	2	0	0	0	0	0	29	0	0	0	0	0
4c027164-12de-456f-b933-6bc91f70b46f	357	16	61	93	0	42	68	0	7	3	0	0	46	0	0	0	21	1
4c183106-c622-11e3-bf01-24c6515278c0	383	26	0	0	0	39	21	2	6	0	6	0	10	0	4	8	0	0
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0	177	210	70	48	197	229	17	74	1	29	161	70	12	7	0	2	40
4c3840df-9824-40db-879e-6d24adc8c155	167	84	77	22	75	167	0	3	0	42	70	20	27	0	0	2	24	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	414	25	0	0	0	7	10	2	0	0	0	0	24	0	0	0	0	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	440	0	0	0	0	0	3	2	0	0	0	0	21	0	0	0	6	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	320	30	0	25	17	76	43	0	0	3	0	7	20	36	0	0	5	0
4c5228b5-bf31-4abd-a47c-d088e16dba13	192	102	30	44	23	145	68	10	4	110	0	11	43	0	19	3	0	10
4c59fb2d-21b6-4b09-8174-6102de736e4d	56	0	196	310	536	82	68	1590	0	150	341	1236	41	0	45	645	183	0
4c755527-3b5d-4d36-822d-990aa1003d6a	343	20	16	1	0	77	34	0	0	0	0	8	32	0	0	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	166	212	0	173	0	79	90	17	0	7	0	20	51	1	2	23	34	0
4cbe411b-b05e-46bd-bea8-126289a0866c	150	161	142	103	0	105	234	7	0	11	0	18	4	9	2	0	11	0
4ceeb025-2f16-4f80-b9b4-0151346349c6	383	20	0	0	0	42	9	3	0	0	0	0	26	0	2	1	0	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	290	60	0	8	13	85	5	1	11	44	61	7	0	8	2	4	15	0
4cff8590-559e-4204-8635-96e11bfeda68	363	0	71	21	0	43	50	1	28	49	39	3	13	0	5	4	13	6
4d11d7da-1204-437e-87b1-e8337a67c9a8	350	59	0	0	0	44	14	2	4	40	2	4	35	0	2	1	0	5
4d121008-0987-4142-a2b8-7dac58f3110a	366	0	11	0	0	75	18	1	0	0	0	0	25	0	2	1	0	0
4d1a4587-adb4-4a65-943e-f19efe8de142	395	10	6	19	0	32	7	0	0	4	0	0	32	0	0	8	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	330	84	16	0	0	44	77	0	6	7	0	11	0	6	3	13	0	1
4d409156-3a36-4c63-9ad6-b6af34f27b06	44	20	272	736	352	199	0	121	0	0	301	72	0	74	13	128	65	0
4d4eff82-ede0-47f1-b49a-ada025952114	163	101	38	33	15	184	116	0	0	0	0	31	9	0	2	5	12	8
4d690424-b015-46ae-885d-aa6d9031f66f	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	424	0	0	0	2	15	8	28	4	4	0	0	21	4	2	0	7	4
4d72d06d-b6af-4294-9eef-6e61e067761f	343	79	1	11	0	36	29	0	0	7	0	3	25	2	0	3	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	281	49	78	8	0	88	65	50	0	26	17	0	20	11	30	3	0	0
4daa2708-d0db-40fe-a07a-763f003adcae	369	30	0	1	0	39	12	3	0	0	0	0	31	0	0	1	0	0
4dac9498-c623-11e3-bf01-24c6515278c0	274	92	0	37	0	87	35	0	2	24	1	0	24	4	2	4	4	3
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	251	71	4	16	3	124	65	0	0	15	0	12	16	13	0	3	8	0
4dc9b032-7f7b-486d-a12b-8461af89501d	40	88	122	15	71	265	23	0	23	104	118	20	89	0	11	0	0	8
4de7441f-a609-4a75-9fe7-17a647079ac1	432	5	3	9	4	1	15	2	3	11	0	0	23	0	0	13	0	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	397	0	4	0	2	41	0	5	0	0	36	0	0	6	2	1	4	0
4e596add-a7c5-4617-9649-b4ac6612e39c	440	1	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	127	55	127	125	381	172	0	108	176	0	29	63	12	59	3	20	0	76
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	350	48	0	9	0	41	21	0	3	4	0	0	28	0	0	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	32	281	174	271	203	88	4	0	29	0	212	35	0	0	14	43	4	55
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	78	175	98	161	279	127	1	225	7	92	104	0	0	0	47	138	0	0
4e913899-eeb8-4630-ba9d-41a81ced8069	0	291	129	93	307	116	30	63	0	117	99	35	9	0	12	31	16	30
4eac784b-084a-4106-9a76-2d9fbec57033	329	45	17	10	0	65	51	0	0	0	0	8	27	0	1	0	3	2
4ecbfd89-393f-4126-aa1c-951a2c23ef89	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	0	43	110	0	127	357	6	40	2	53	105	0	52	0	7	7	6	37
4ef20a13-f107-4654-adca-fc60b8f5be47	106	249	49	85	0	97	145	0	0	16	0	36	31	0	0	3	23	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	118	44	138	63	303	218	38	80	26	0	36	86	0	0	22	59	82	8
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	301	31	7	12	2	112	2	6	0	0	40	13	14	3	2	6	5	1
4f6f48bc-c622-11e3-bf01-24c6515278c0	238	60	58	6	126	129	8	50	0	11	59	22	0	14	16	2	0	0
4fdc8980-c623-11e3-bf01-24c6515278c0	188	129	0	54	57	128	48	23	12	29	24	10	29	15	42	8	0	0
50203cff-83f8-4884-8346-b91ef717d00e	426	0	0	0	0	5	3	1	0	0	0	0	26	0	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	287	56	0	9	21	107	2	0	15	14	37	0	0	7	4	3	8	0
5046f1b4-9d95-4841-ba30-691fa44719a2	45	232	0	25	171	182	25	0	39	104	91	47	0	0	32	5	0	37
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	80	128	91	37	47	215	32	1	1	14	72	28	29	0	21	13	5	4
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	4	158	84	50	162	227	14	129	72	76	54	9	40	54	64	0	19	0
50515723-b495-42a9-8750-e3da288bf6a3	397	19	10	13	0	28	10	0	0	0	0	0	29	0	0	1	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	220	19	86	157	145	142	62	37	33	0	22	29	26	33	10	20	0	81
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	417	24	0	4	0	7	9	0	0	12	0	0	22	6	0	0	1	0
50b61288-1412-4104-92e6-8b1a359ef399	0	133	178	229	193	256	63	0	0	9	113	57	10	18	20	73	0	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	218	34	105	182	84	125	152	101	0	40	0	0	25	29	14	19	20	21
50eb58ba-c623-11e3-bf01-24c6515278c0	196	192	0	76	8	68	32	0	0	17	10	0	41	0	5	7	9	0
50ee360c-e3df-4888-9999-ebb88e271d08	190	75	57	46	178	150	0	0	0	0	39	46	0	7	17	38	0	17
50f4d836-79a9-4bc7-a63a-7aa29e41d418	358	38	14	6	0	35	25	0	0	0	0	0	29	0	0	0	4	0
51206157-94cc-4702-8247-c98283b487aa	433	6	3	0	0	6	7	1	0	0	0	0	25	0	0	0	1	0
513bafce-375c-49b0-ae75-6c607abd05d8	392	23	0	7	0	32	16	1	0	0	0	0	21	0	4	0	0	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	231	4	50	8	20	170	79	31	30	10	0	9	9	29	15	5	3	0
5174f450-0bf7-4237-a53e-844064f0e701	213	82	0	0	80	141	0	0	0	59	85	0	0	0	1	1	0	3
51800588-c622-11e3-bf01-24c6515278c0	254	62	30	11	0	127	35	0	4	0	4	10	36	0	4	1	0	6
5187e77d-f412-4303-8049-11d1aa1a0235	50	108	97	18	0	278	78	0	0	0	6	29	65	8	8	7	5	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	149	29	12	165	729	140	30	364	266	0	147	568	0	0	123	70	0	0
518d6c1b-8234-40be-9560-6d383d5866fa	354	0	22	42	36	66	0	11	0	0	63	12	0	3	0	0	13	0
5193a482-6ed9-4504-bd7c-c8b9e4103577	152	107	49	65	0	181	85	0	6	7	5	21	35	13	1	17	1	5
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	105	72	7	33	147	217	23	31	153	90	57	47	49	20	59	1	28	4
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	221	116	182	12	178	124	0	32	32	51	71	80	8	33	0	0	14
51dd1a39-7349-442c-b7e1-7850fb800569	417	7	1	3	0	5	3	0	2	1	0	1	25	0	0	2	5	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	432	5	1	0	0	4	12	1	0	0	0	0	22	4	0	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	122	185	21	0	147	139	0	12	49	16	71	0	0	0	11	30	28	2
522dc834-8367-4f49-b93b-fcba91a2de7e	113	19	34	59	0	293	33	0	2	0	23	0	33	13	1	7	0	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	37	95	17	261	399	156	49	0	166	146	52	126	2	0	14	33	455	0
5255d645-d3d2-422e-8449-046cd21f4935	4	356	31	291	46	72	126	114	0	18	21	106	76	57	20	26	26	40
526b3796-2cbd-4eec-8273-064b41456279	335	89	8	47	0	23	32	84	2	13	0	3	37	0	28	0	0	0
52910a60-bb15-4ba5-9d09-50d8ee6a445b	0	151	206	124	144	160	119	105	90	158	86	0	0	86	33	12	10	74
52d8ccfc-c623-11e3-bf01-24c6515278c0	170	101	60	72	49	145	47	77	63	0	72	48	16	0	10	9	0	61
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	429	0	1	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	251	63	14	26	1	121	46	0	0	8	9	11	21	18	10	3	3	1
5310f698-d31a-4628-84b4-dc9ac29722a5	296	66	1	21	16	69	26	0	5	38	4	10	22	56	0	0	0	5
532259b8-c622-11e3-bf01-24c6515278c0	0	240	60	126	96	216	22	0	40	22	88	34	27	7	6	2	16	0
532bec86-b8d3-41a1-ba17-913a7d378f66	13	240	140	227	139	143	96	119	5	39	79	130	91	17	83	5	0	0
534d941c-ec2d-47eb-b2dc-d3f856d0b151	399	0	0	0	7	39	4	3	0	0	0	0	27	0	2	0	2	0
53534b3c-cd15-4d68-a9b1-6902bb234c45	54	192	105	209	85	138	105	24	46	45	45	62	47	0	112	25	0	12
536dedba-46c4-4a21-b112-13c030b13069	230	204	0	59	0	33	73	0	0	21	0	0	27	0	0	2	0	0
537cccf2-fb25-448b-813e-ca5d5642b910	428	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	443	0	2	0	0	0	3	0	0	0	0	0	26	0	0	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	115	0	173	71	161	243	15	121	69	30	72	34	44	9	4	0	21	32
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	363	216	345	452	0	13	0	44	0	115	221	0	17	43	59	9	19
53d32d8b-5649-42b0-8c52-2c39af2a961b	221	5	125	57	152	153	6	41	0	28	28	0	6	8	92	16	0	5
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	127	239	0	202	0	97	42	0	8	0	30	0	42	17	2	4	11	3
53df19a8-c623-11e3-bf01-24c6515278c0	97	220	23	95	113	146	8	43	6	0	120	61	0	25	5	37	12	0
53e6a756-bdcc-4217-afe7-27d776159544	319	32	5	6	2	97	23	0	1	9	0	0	35	0	0	3	0	1
54195db3-94a9-4538-8bb8-9953d936acd4	0	254	327	224	0	69	225	0	0	0	79	218	117	10	17	15	40	10
541f91bd-7e9d-4348-9e78-45b948d8967e	316	64	4	30	0	67	12	0	2	20	30	0	28	0	0	0	10	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	292	75	12	8	0	85	50	0	0	0	0	0	25	0	1	0	0	1
54354d24-c622-11e3-bf01-24c6515278c0	308	32	0	5	1	100	22	3	0	1	6	3	22	0	8	1	2	0
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	425	0	1	0	0	5	1	0	0	0	0	0	29	0	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	428	0	0	0	2	0	0	0	0	3	0	0	28	0	0	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	317	68	8	55	24	16	47	181	4	16	0	69	6	0	1	7	46	137
54842328-9432-4820-8976-7964bf9bf147	419	0	0	0	0	9	3	1	0	0	0	0	27	0	2	0	0	0
54a77010-2f16-4da9-8ca0-746a51801a00	0	222	140	291	227	102	16	77	126	102	203	78	22	148	6	25	36	25
54cfd4b0-c623-11e3-bf01-24c6515278c0	206	29	17	11	1	211	23	0	0	7	14	14	35	0	6	1	4	1
54e78de0-d357-4125-a904-ab35e461572b	0	381	137	9	237	0	23	118	17	296	170	92	35	0	19	37	7	54
551d5082-ab6a-4674-af0d-ce408f589949	266	126	12	48	0	68	101	0	0	18	0	29	28	5	0	0	0	3
5533240d-8fed-440d-b781-6092785a77ce	99	55	16	0	130	250	7	61	0	105	74	42	24	57	28	0	0	0
55345803-83d4-4fdb-b0ee-328753801da1	279	91	27	67	0	66	83	29	2	5	0	18	14	26	8	0	18	4
554b9439-7e11-43ec-8bc3-448c59100b9e	0	298	118	214	373	123	3	46	0	120	176	36	0	25	17	4	15	0
558239c7-a160-4228-8fdf-a0a1d2f62133	112	30	11	16	84	268	1	23	56	15	39	11	17	66	6	3	6	9
559c30f2-8ae7-43c8-819c-800261065e06	380	13	19	7	0	35	2	0	0	0	35	0	3	0	0	0	6	0
55ada396-0878-4724-8ebe-00da367eed3d	0	313	94	306	54	102	188	26	0	41	28	0	61	35	8	15	29	9
55c75a2a-f3d2-4469-9d23-604cf539d548	396	5	1	0	12	39	0	1	0	0	46	2	0	0	1	0	4	2
55c82198-5be6-4cc5-b5b3-b707af234107	439	4	0	0	0	0	9	2	0	0	0	0	23	0	0	0	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	425	7	0	2	2	0	0	0	0	0	0	0	31	0	0	0	0	0
55e5497a-c623-11e3-bf01-24c6515278c0	285	82	0	23	0	80	17	0	0	0	10	14	32	7	4	10	0	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	242	112	21	47	0	82	33	0	11	1	13	20	34	5	0	0	1	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	426	0	1	0	0	6	3	0	0	0	0	0	24	1	0	0	0	2
5650dc4e-8bce-4716-9199-cd5750d7a888	301	19	40	0	125	104	0	29	2	14	27	14	19	4	0	0	0	37
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	417	15	0	0	2	0	0	0	0	3	0	0	30	0	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	312	42	11	2	2	92	35	6	0	0	0	0	23	4	0	1	5	0
569393c8-e2fe-4580-a45b-81f1b1e01135	0	206	171	1094	706	0	105	193	108	121	256	132	11	76	29	104	188	111
569ff1b4-de87-4309-8484-80549aaf9485	289	0	34	0	0	129	32	2	7	6	1	0	18	8	0	1	6	0
56c846d6-c622-11e3-bf01-24c6515278c0	391	28	6	17	4	20	16	1	0	8	1	0	28	0	0	13	0	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	0	251	36	238	350	149	79	182	0	64	33	125	14	77	8	180	23	6
56d4ea48-c623-11e3-bf01-24c6515278c0	262	92	0	16	0	104	34	0	4	7	4	10	30	0	3	2	0	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	262	0	0	482	337	0	0	948	213	0	253	334	127	49	13	12	106	107
