Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R
b0f3087b-6f9c-47e9-b487-6726af1cb90b	412	15	0	0	0	20	8	1	0	4	0	0	28	0	0	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	157	9	56	27	78	245	0	3	0	0	49	12	3	3	30	0	15	0
b1753e9c-29d0-4955-89d2-949cdabd1211	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	445	0	0	1	0	0	3	2	0	0	2	0	19	0	2	0	3	0
b1d2457d-3267-46ba-9fdf-663985e60538	419	3	2	0	0	7	0	0	0	3	0	0	31	0	0	0	0	2
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	235	155	0	86	0	71	11	22	0	0	22	0	37	2	0	2	0	2
b1f19de6-c622-11e3-bf01-24c6515278c0	236	104	32	52	0	112	117	0	0	16	0	10	4	5	13	6	0	0
b1f2442f-a973-47b4-9891-f028f0d44adc	280	14	15	0	0	141	41	0	5	3	0	0	20	1	0	0	1	1
b2190e26-1809-4aba-9f45-07c2edb3b4a4	344	0	0	14	0	89	0	0	3	0	37	0	0	13	2	1	0	2
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	38	30	783	1361	261	0	180	0	0	18	224	0	283	41	77	39	13	53
b24feafa-f2e9-4498-8471-a9e42c80cc9f	452	0	0	0	0	0	20	4	0	0	0	0	0	0	2	1	0	2
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	346	58	0	63	1	41	52	0	1	2	0	3	20	0	24	0	0	0
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	4	115	541	455	0	7	268	0	280	54	218	313	252	5	60	32	23	3
b28f7607-f162-425f-b44d-64e9633c8824	432	1	0	2	0	0	1	0	0	0	0	0	25	2	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	384	41	0	31	0	24	11	4	0	6	9	16	26	0	1	2	2	1
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	246	1	0	97	75	191	72	65	89	0	0	0	20	15	2	0	0	8
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	164	64	55	20	23	199	93	6	0	4	0	5	23	0	8	20	1	0
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	231	117	0	0	0	109	28	0	0	99	1	4	41	0	5	0	1	0
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	382	0	0	0	0	48	11	8	0	0	0	0	22	0	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	0	22	167	104	124	338	38	43	6	21	141	39	56	0	35	9	9	16
b330c50b-c45f-413d-918f-33275d0d8f91	419	8	0	0	1	17	13	2	0	0	0	0	23	0	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	285	118	0	0	0	58	28	0	2	33	0	3	31	0	0	0	0	1
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	196	129	0	2	0	135	43	0	0	95	0	0	44	0	0	0	0	6
b35d9a68-29f4-49ab-b83e-b5151679e3af	12	0	601	624	1163	0	225	323	47	179	186	784	276	110	80	32	98	279
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	277	23	22	0	7	135	50	5	23	6	0	0	16	0	0	14	2	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	241	291	153	0	103	149	0	0	15	94	98	92	0	23	23	0	5
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	268	76	0	57	13	92	0	0	19	0	40	6	9	0	6	16	8	2
b3befa40-8f44-4eb6-ada0-ec395f460656	77	131	77	129	310	160	3	62	119	69	37	53	30	30	48	38	27	28
b3f1d232-4392-4258-9256-d38ff4b59f94	257	10	105	31	4	143	101	3	0	13	0	0	34	0	8	0	0	6
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	170	200	1	2	0	96	70	0	0	58	0	35	34	2	1	0	0	11
b421b9ca-c622-11e3-bf01-24c6515278c0	0	116	37	18	241	284	37	159	93	23	69	155	0	96	15	13	0	153
b42d183c-bc9c-4652-9e56-10c54c5ee96e	194	114	12	51	55	145	10	0	0	0	48	24	0	14	18	3	0	9
b47aa163-eec9-4225-940b-4373e78152e2	253	57	15	33	0	130	60	4	0	2	0	7	14	18	2	2	1	0
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	425	15	0	0	2	5	6	0	0	3	1	0	23	4	0	0	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	437	0	0	1	0	0	0	3	0	0	8	0	9	3	1	0	1	0
b49d5310-3cc5-4386-9444-cf0d61b52376	95	111	151	117	0	153	124	0	63	107	65	28	28	0	52	31	0	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	262	87	32	8	0	97	60	0	1	0	0	0	26	0	0	0	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	407	16	0	0	0	28	31	1	6	0	0	0	0	2	2	4	0	2
b4f515ce-5bee-4e40-a66a-01f41e92181e	63	182	17	71	14	189	29	7	16	78	69	0	11	56	3	8	6	25
b51fa117-2c0a-4e1d-8ec4-9f039073a486	392	0	17	9	0	45	9	0	0	0	2	0	28	0	0	6	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	257	125	0	11	2	85	59	0	2	14	3	15	9	11	2	0	1	6
b53dcb4d-f894-47b8-8a4e-17c7998d8120	14	172	81	331	107	125	171	128	88	123	162	136	0	219	12	17	7	15
b54b9433-ec10-4cb5-a860-4555da64917b	29	166	158	270	72	158	70	41	30	214	198	0	13	20	12	12	26	20
b55751c4-c622-11e3-bf01-24c6515278c0	290	70	13	30	2	88	42	17	9	9	0	3	26	4	0	0	0	20
b5cabba2-30a4-458e-897c-00ec3fefa6d2	375	29	24	17	21	12	11	0	1	19	3	1	24	33	0	2	0	0
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	444	0	0	0	0	0	3	3	0	0	5	0	12	2	0	0	1	3
b5dd0bc9-6c1c-4272-b920-744de37d0aee	200	152	54	61	0	91	137	0	0	4	2	92	43	0	4	3	0	3
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	301	56	0	156	12	72	163	13	0	23	0	17	15	0	0	0	6	0
b60392fb-43d9-4c9c-b91b-ded40492e61c	292	36	0	45	59	100	0	10	0	93	109	18	0	0	8	1	0	7
b61f7f76-f365-4071-a28d-bf354d5a670d	416	0	0	1	2	15	0	0	0	0	2	0	24	7	0	0	0	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	417	0	0	0	0	13	5	2	0	0	0	0	23	0	2	0	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	352	8	0	12	4	68	11	4	3	1	14	0	5	0	3	16	10	0
b67208c4-c622-11e3-bf01-24c6515278c0	297	54	21	0	5	82	48	8	1	9	4	1	13	6	14	4	2	0
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	440	2	0	0	2	0	1	0	0	3	0	0	26	0	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	334	27	0	10	0	86	13	1	0	2	6	0	29	0	0	3	2	1
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	84	206	100	86	28	148	89	5	3	19	37	56	46	15	14	12	7	1
b7008a98-5aa0-4cc9-9bee-af2a422266db	59	179	75	126	55	186	141	11	0	23	45	98	50	38	5	4	41	2
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	351	177	678	0	0	58	0	1	21	130	0	148	12	22	81	0	10
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	228	130	176	256	154	20	146	35	32	92	58	2	89	43	35	9	25
b752b444-f033-4be4-9d24-e5e80b4181af	47	0	780	7	712	0	10	0	306	161	209	255	147	55	76	94	0	11
b757a040-3c9e-45e7-a045-9cd08db11d62	0	137	313	770	417	0	133	193	229	222	182	168	164	127	35	83	83	51
b75b2663-dcc6-411c-bfcc-574aa33cf388	12	127	89	22	0	288	95	0	1	20	34	37	44	4	20	0	0	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	326	103	839	69	0	46	100	27	28	121	0	150	0	25	31	145	57
b7722577-f200-4dec-97f6-4fab3a9ba52d	358	37	0	11	0	42	15	0	0	0	0	0	29	0	0	0	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	26	174	52	67	35	239	41	18	0	80	50	0	75	0	3	22	17	0
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	229	89	100	5	34	109	84	22	0	40	27	30	13	0	20	5	0	9
b7f11036-7ac4-41bc-a9a4-64162725fdfc	118	71	127	312	81	166	53	318	1	47	80	48	82	26	5	43	40	10
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	422	0	0	8	0	8	0	1	8	0	21	0	0	3	2	2	2	7
b7fbd99c-dea0-4448-a430-7f94c611e702	265	10	22	11	16	153	18	0	3	8	31	6	12	0	0	3	7	3
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	444	0	0	0	0	0	1	2	0	0	0	0	21	0	0	0	0	1
b80ca528-2c5f-400c-8df3-9c47869a64c2	325	28	22	14	0	74	37	0	0	0	0	0	24	6	0	0	6	0
b8151614-b08f-49a3-ab6f-2e780f765a17	303	120	24	103	0	7	125	27	0	21	0	5	7	40	0	0	0	45
b8270565-9e02-4d46-9534-08206bfd027a	356	4	30	25	7	61	56	16	18	46	6	0	14	23	0	1	2	1
b86655a4-c622-11e3-bf01-24c6515278c0	267	0	0	8	59	157	11	19	6	25	53	0	0	27	9	2	1	0
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	119	139	36	442	265	143	11	148	42	0	172	78	2	0	0	0	77	6
b86e88e7-0d5f-4b32-a35f-dc97251ab990	264	105	0	40	1	88	41	11	4	9	13	2	22	9	2	0	1	6
b88f014e-bc0f-4775-8228-39e0b471c3b0	110	159	95	104	297	128	39	152	26	4	26	61	25	149	9	8	14	3
b8cd6882-be27-4742-bc63-3227d31bf704	399	19	0	1	0	15	2	0	0	4	0	0	32	0	0	1	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	68	72	115	97	116	255	70	47	44	10	10	42	58	71	14	7	17	1
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	250	97	9	35	0	104	51	0	0	0	3	15	17	23	8	1	0	0
b97941dd-9844-4db2-9e25-42c725f47d70	78	234	0	258	0	141	70	0	0	3	21	0	55	8	8	14	18	0
b994762c-c622-11e3-bf01-24c6515278c0	54	164	15	69	50	212	52	3	41	10	39	22	24	43	8	15	17	5
b9bcba3a-c9be-4305-b5f4-c861282921e0	10	302	22	195	161	110	4	0	124	120	100	38	7	23	6	34	1	14
b9d1a64e-d445-4174-a5b4-76dd6ea69419	277	27	4	18	14	120	0	8	0	43	83	0	0	0	9	24	0	0
b9d2e29e-8546-4310-aeea-e029f17c0516	398	14	0	0	0	32	9	4	0	0	0	0	22	4	0	0	1	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	246	94	20	51	0	93	77	0	0	12	0	21	28	14	1	4	0	2
b9f03936-1de5-4330-8b0f-6d0ab533876e	364	33	7	1	0	44	26	3	4	0	9	0	12	9	0	8	2	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	174	109	0	72	0	175	44	0	0	25	36	22	19	20	3	7	4	1
ba5667da-7688-4931-bdb7-d65f391caf60	423	0	0	0	0	6	0	2	0	0	0	0	25	3	0	0	0	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	427	4	0	0	1	15	5	0	0	4	3	0	21	1	0	0	1	0
ba686386-8113-4885-b20f-6ad09a295604	437	0	0	0	0	0	13	3	0	0	0	0	5	0	0	1	3	0
ba940092-c622-11e3-bf01-24c6515278c0	0	135	97	62	919	25	0	0	0	959	511	530	0	8	36	124	72	128
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	352	0	12	1	2	84	19	0	0	9	0	0	27	0	0	6	0	4
baa02e74-9cae-4996-858e-17d9f52d924b	363	27	0	4	0	58	5	2	4	9	7	0	29	0	0	0	0	2
bb02202f-d140-4bec-95ce-5c2b117a2167	197	101	70	102	5	121	191	0	0	9	0	41	42	0	18	0	0	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	438	0	13	0	0	0	9	0	0	0	0	0	24	0	0	0	0	0
bb567851-d4ff-4a93-8576-04a37aea68af	405	0	0	0	0	25	6	3	0	0	0	0	24	0	2	0	0	0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	199	60	50	27	31	135	106	14	25	81	0	0	0	77	7	3	7	3
bb6150f7-23e4-40f2-b466-6b6edd19c502	229	55	18	63	40	136	16	1	42	47	45	4	0	16	17	6	5	5
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	252	107	18	36	0	80	45	0	0	0	0	15	36	0	6	2	1	0
bb65d670-0411-4fc5-a6cb-019caec1ab36	44	169	107	259	179	161	83	82	80	103	77	0	43	72	16	9	10	10
bb66787e-e0b2-45b6-b452-98a6c32132e7	429	0	1	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	368	5	20	21	0	49	51	7	0	9	0	0	12	15	0	0	14	0
bb91765e-4c55-4e7d-93e8-77face8c91f4	422	12	0	3	1	7	4	0	1	4	1	0	28	0	0	0	3	0
bba106ce-c622-11e3-bf01-24c6515278c0	195	28	21	15	40	182	51	22	31	34	0	0	27	30	20	0	9	0
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	64	178	61	197	238	141	4	144	8	0	43	78	40	86	6	26	72	18
bbbc531a-dd41-40b7-ae59-e35508aea0c7	414	0	32	6	42	20	41	49	14	0	1	0	13	6	2	0	3	0
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0	104	219	81	25	277	199	0	0	0	20	62	39	30	13	3	40	3
bbe59385-5f83-43f6-a485-517c860bef6f	0	277	89	264	214	162	4	38	0	6	180	67	0	8	13	14	12	16
bbff7954-95ec-455c-b0bc-92f67a09ee77	228	26	23	91	220	158	15	143	0	78	27	23	41	0	1	44	17	0
bc0dee07-de20-44d6-be65-05af7e63ac96	0	0	636	1758	647	0	185	0	145	189	259	55	239	79	208	47	26	30
bc1d5327-2e76-4e0e-b749-72a559469d0d	0	112	235	28	271	227	39	108	35	23	79	65	32	30	27	85	21	18
bc395326-1656-4ef2-bb19-0cb29194b91c	431	0	0	0	0	0	0	1	0	0	0	0	23	0	2	0	0	0
bc5160ae-d629-46c4-b068-7075876b9103	427	0	0	0	0	4	0	1	0	1	10	0	15	5	1	0	0	4
bc69c97c-65c1-4e1c-a241-d17d3130e024	412	18	2	0	0	15	3	1	0	0	0	0	29	0	0	0	0	0
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	0	298	216	215	0	71	194	0	30	25	51	79	82	7	33	17	0	2
bc9f105f-6d99-44ac-9871-67defd5e85cd	94	293	89	0	2	53	131	0	7	212	5	79	76	0	16	0	0	11
bcc74a5e-c622-11e3-bf01-24c6515278c0	161	150	0	49	0	139	18	0	24	15	18	0	46	0	5	7	0	0
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	372	27	0	1	2	33	0	2	0	19	0	0	32	0	2	0	0	0
bcd52bcb-6e35-4220-9775-96dabff926b4	443	0	0	0	0	0	1	3	0	0	0	0	22	0	0	0	0	0
bce88385-4a1b-4a8c-920c-060f6a2675d4	47	119	51	131	110	265	19	94	6	47	80	6	46	7	12	4	8	22
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	135	49	68	98	78	226	23	13	1	8	47	17	37	30	36	0	0	1
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	91	230	114	12	160	83	10	0	0	77	173	106	6	27	17	24	0	0
bcf54c96-2b62-4e24-926f-d77576250dd1	392	4	9	0	0	33	18	0	0	0	0	0	27	0	0	0	0	1
bcf76f1a-7109-422d-94c9-5e8364895fa0	0	0	918	1705	2702	0	95	701	0	0	0	641	0	441	153	112	0	175
bcf858fd-cc3b-4fde-ab10-eb96216f4366	430	0	0	2	0	0	0	0	0	0	0	0	26	0	0	3	0	0
bd1ce02b-bfaf-4cde-aaac-06097a12e248	400	0	1	0	0	40	8	4	0	0	0	0	23	0	0	0	4	0
bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71	442	0	3	5	0	0	2	1	1	0	4	0	17	2	0	0	4	0
bd2ec47b-a120-4b3b-b10d-aee09805ab33	427	0	0	0	0	19	28	1	6	0	0	0	0	0	0	1	3	5
bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f	56	199	42	68	284	145	34	65	125	53	35	0	67	1	4	15	13	46
bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1	283	71	38	24	0	77	96	0	0	2	0	15	25	0	0	1	1	15
bd3e88b3-b37c-4641-85fa-d8125ba324ca	0	331	162	328	35	69	237	0	0	53	17	73	64	47	9	18	29	13
bd403458-5154-488b-931a-a7e737a6bf8c	395	16	1	5	0	24	8	0	0	0	0	0	27	0	0	0	0	0
bd6bd940-ef06-433a-80d9-dca5683e9cd2	291	94	22	35	0	44	93	0	0	12	0	26	23	16	0	0	0	0
bdbcffb0-c7da-4e7d-8002-9feffe48533c	349	84	0	34	2	29	52	0	0	0	0	3	21	0	0	0	0	0
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	384	53	0	0	0	2	16	0	0	0	0	5	25	0	0	1	0	1
bdeeb1a6-c622-11e3-bf01-24c6515278c0	351	0	4	0	3	86	17	1	1	9	0	0	24	3	6	1	0	1
bea0e802-96d3-46e2-8030-17019a71e0bb	417	16	1	0	0	12	7	1	0	0	0	0	26	0	0	0	0	0
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	108	279	17	0	0	71	73	0	0	194	15	49	59	23	3	8	0	10
bef21282-c622-11e3-bf01-24c6515278c0	0	302	86	432	0	123	97	0	0	0	46	0	98	27	5	12	18	11
bef23192-57cd-4301-b7a7-5e82ca62482d	411	5	9	6	0	27	0	1	0	0	23	0	10	2	1	0	5	0
bf24366f-fd91-4d84-8b3d-eed80064250d	416	4	0	0	0	23	10	1	0	0	0	0	26	0	0	0	0	0
bf7462a2-394f-4838-bcb6-4d0126fa48b1	17	1	99	131	554	343	0	41	73	0	0	119	0	0	1	198	0	0
bf91afc4-aa2b-4365-80c5-b98c9d118e10	418	0	0	5	0	14	0	1	0	0	24	0	0	7	3	0	4	0
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	0	93	800	443	541	0	52	0	82	1	454	511	125	0	51	52	0	42
c00d925a-ca4d-4561-a8f2-d4542f218086	421	23	4	2	0	1	18	0	0	0	0	0	24	0	0	0	0	0
c00de7a0-0b09-4e07-988c-ef2a7f8e932a	357	0	0	670	0	7	7	0	0	0	299	145	15	0	0	0	19	0
c016d025-3c92-41c5-b846-493b1fcce79e	327	8	32	146	447	54	4	320	0	0	37	191	32	0	21	0	60	9
c021b61c-c622-11e3-bf01-24c6515278c0	32	98	82	25	21	283	104	3	13	66	28	0	40	2	9	2	11	9
c0523251-3ac2-4292-bb00-9ae9ea9009f6	230	6	54	0	84	170	16	26	17	21	22	0	7	5	9	0	49	1
c05adc19-2e01-4712-a35a-69eee4d40998	89	154	70	150	361	136	73	149	46	0	41	119	0	0	53	69	93	91
c065761d-f775-457f-bda0-4c7c257a701e	84	29	130	218	178	244	31	14	0	36	204	110	12	9	6	3	9	5
c0812962-a345-48b7-aec0-01336c2d1eed	382	4	10	5	13	41	4	0	0	0	0	0	33	0	0	0	11	0
c082dc34-457e-40ec-8258-e11e8ed362c2	411	0	6	13	0	15	0	0	0	0	1	0	31	0	1	1	0	0
c08f65a0-bf4c-462e-9d07-ad56b3adcac8	216	111	48	31	1	124	89	0	11	31	0	2	32	0	1	0	2	5
c121de15-78f7-4698-91bf-fd0485c466c2	428	0	0	0	3	1	1	1	0	0	0	0	27	0	0	0	0	0
c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf	390	24	0	4	0	23	5	0	0	9	0	0	29	0	0	0	0	0
c13fb736-614c-4d5f-83bf-2d7586f4fb53	89	154	116	15	138	151	17	0	0	163	93	10	36	0	6	0	7	62
c14407ad-670e-4d1e-9417-2b76f4810fff	443	0	0	0	0	0	4	3	0	0	10	0	8	3	1	0	5	1
c14b2c74-447b-4526-a6e9-415d2728c7ca	338	42	14	0	0	65	39	0	0	11	0	6	28	0	1	0	3	0
c158ac2a-c622-11e3-bf01-24c6515278c0	392	19	0	3	5	23	2	0	0	0	0	0	31	1	0	0	0	2
c15a51cc-4fdc-4343-a410-13ddc238dac8	254	6	29	35	86	148	45	33	18	0	0	0	23	51	4	0	0	0
c19a1388-95e6-4708-a24c-3738f1908071	415	5	5	1	0	22	20	3	0	0	0	0	18	0	0	0	0	7
c1abb741-4fcd-4161-b057-c7efd619cc99	383	10	0	0	14	28	0	0	0	0	56	0	0	0	4	0	7	1
c1b44966-0f72-4c4f-8783-ab3ffe7f17b2	0	353	179	477	0	11	171	140	0	38	58	106	122	22	19	51	32	13
c1d9ed06-7498-4c6c-a0de-dbf28e868109	0	292	224	919	15	0	230	0	36	46	111	152	202	14	16	104	8	37
c20cb5c8-a6d0-4150-b72b-3f7e8909d72b	399	9	1	0	3	23	4	0	0	2	0	0	31	3	0	0	0	0
c2124bb2-30e1-4093-9a8a-3a188a6dc0a9	126	72	125	80	23	177	134	210	0	31	0	82	31	0	11	13	21	107
c21a5d55-9790-429f-a4e6-420293c07b53	340	44	0	25	24	45	12	1	25	4	27	10	0	20	3	31	1	0
c271b7d2-c622-11e3-bf01-24c6515278c0	211	41	0	24	0	190	34	1	3	9	8	0	28	5	4	1	7	4
c27290e4-6835-448a-abdc-df8ddd5f4630	281	52	39	62	119	68	51	92	0	0	9	86	31	40	1	10	12	34
c285c2fa-24b4-47a1-874d-86e74b002b05	269	60	8	19	0	107	27	0	0	9	4	3	35	1	0	7	0	0
c298ec82-8305-4c89-898f-268308f782b2	346	27	13	6	0	74	29	0	2	0	0	1	19	6	2	0	1	0
c29f6ed6-880d-4f03-977e-1087738e5e60	439	0	0	0	0	0	16	3	0	0	0	0	3	0	0	1	3	0
c2aafb9c-230a-43df-9a43-b34aa145a7bd	370	45	1	27	0	24	27	0	0	0	0	6	24	0	4	1	0	0
c2ec7f57-8510-4bbf-a2e9-dbd9ce8dcad1	0	175	177	31	0	214	152	0	19	43	40	68	49	2	25	8	2	16
c307688c-b1fa-47f6-a9e2-1ea41f7645b6	432	0	0	0	0	0	2	1	0	0	0	0	21	0	0	0	0	1
c36213e4-c057-46f5-ada5-f1f921855bb4	417	0	0	0	5	23	7	4	0	0	0	0	20	0	4	1	0	0
c3679262-63d7-463e-9501-6ab3f177aee8	316	54	50	80	20	40	85	0	0	28	0	0	18	20	19	0	0	0
c3cb64b3-842b-4b42-8c42-020a0206eb06	261	21	45	0	0	149	77	0	0	0	0	12	26	0	4	0	0	0
c437535b-2acc-4236-beae-94e2c1336830	0	34	367	0	668	279	5	118	27	0	0	37	5	8	24	58	0	61
c459dba5-b27c-46f0-b5b8-c62d597a0542	380	24	0	13	2	30	15	0	0	8	0	0	27	0	0	0	0	0
c488a170-c622-11e3-bf01-24c6515278c0	237	41	6	16	5	165	64	0	0	7	0	0	23	0	0	0	7	0
c48d7f4a-e98a-4077-a749-eb9f56f05b84	28	262	89	583	553	25	89	452	0	31	40	196	34	222	55	0	0	238
c4c776f8-ee3f-4cce-beb9-8dcf262cdcdf	419	0	0	0	1	14	16	3	4	0	0	0	7	0	2	0	6	2
c4e048de-1d43-4fbd-8289-9279b16c8a3a	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
c504d5a9-29b0-4b7e-ac7b-5e543449a0f4	437	2	5	3	0	0	6	0	3	0	0	0	19	5	0	0	3	0
c556f81b-8a6c-4bbb-876f-2e2ce570c185	194	0	0	0	346	0	0	1570	386	5	66	612	107	0	0	439	0	462
c56505cb-e150-408d-9df6-3af4e608c376	441	0	0	0	0	4	14	3	0	0	0	0	12	1	0	2	0	0
c569b867-dadd-4591-af17-7e9b74699561	394	16	0	1	0	35	17	1	1	0	0	0	24	0	0	0	2	1
c59188a8-c6bb-433c-97fe-69f79a126d03	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
c5ad7238-c622-11e3-bf01-24c6515278c0	135	81	46	31	42	195	44	9	0	27	34	11	22	26	11	12	13	9
c5bc0826-8037-4fe6-ad4e-b1b675e771fb	417	17	0	0	0	0	8	0	0	0	0	1	27	0	0	0	0	0
c612570a-881d-421f-98b9-0e4563133744	0	263	215	166	898	0	40	35	266	171	59	99	26	62	16	65	19	122
c61ded54-f80e-4da8-b1d8-e22551c96118	381	22	0	2	0	29	14	0	5	21	5	0	21	0	6	0	0	2
c6224ab0-74f5-4f0a-9fe0-c083f806c853	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
c642b9cc-bdb1-4796-9692-8be92398be17	341	21	0	4	2	84	23	5	0	0	0	2	25	0	2	0	0	2
c66926a8-474d-482c-bfb7-043029c8b737	206	58	7	14	0	195	51	2	5	23	0	8	30	0	2	0	2	1
c66c92d5-df65-46e6-861d-d8a98808e6a3	381	17	3	23	0	43	0	0	6	0	40	0	0	8	3	2	3	0
c67409b2-ac25-42a0-8543-4636ef132fe4	244	40	0	114	4	67	6	199	41	18	101	54	0	184	59	0	0	0
c6888be2-4517-41e4-a801-9c915f24e737	415	1	0	0	0	28	20	3	0	0	0	0	13	6	2	2	0	0
c691d6b3-8e70-4951-8551-2ee4e4d0d10b	65	97	101	163	126	220	57	27	22	41	58	0	32	20	2	1	45	62
c6a28615-1b92-4085-956e-eeedb2573c03	204	113	73	116	0	88	276	0	0	0	0	170	46	0	12	1	0	0
c6bb32f0-c622-11e3-bf01-24c6515278c0	320	37	44	75	15	69	33	92	5	8	22	13	37	0	1	1	8	0
c6d6f49e-6e95-4e41-8388-71f6fe017d80	450	0	0	0	0	0	18	4	0	0	0	0	0	0	0	2	3	0
c73f3f82-3091-46dd-b667-e96a1d8c501c	439	3	1	0	0	0	6	1	0	0	0	0	24	0	0	0	3	0
c741fb12-8160-43a7-bc70-2c545ea0031d	240	12	61	9	0	163	45	0	9	20	8	0	33	2	0	9	0	0
c75cc75a-7496-420f-b526-ea63c77e9839	0	381	74	787	18	2	152	0	0	32	53	0	135	22	12	48	54	26
c766274a-3c1e-443f-9ed4-c0e2b9c904d1	441	0	0	0	0	0	18	3	0	0	0	0	0	1	2	1	0	2
c767254e-b289-4904-a80f-050cf01ff8ba	0	81	766	669	417	0	165	0	49	0	325	338	150	53	61	98	29	37
c76f7fcc-2748-4b6d-805e-d21652dd5e3a	0	287	280	439	502	0	62	333	58	29	305	305	8	39	33	31	75	141
c79ce3d3-4758-4f52-9da1-38f994c99f4e	285	85	28	59	10	70	0	0	16	0	80	13	0	0	6	2	13	3
c7d798b8-c622-11e3-bf01-24c6515278c0	304	65	0	56	23	75	47	6	5	14	0	5	26	30	0	0	3	0
c8381701-31cb-465a-bdf2-1b8132be7a14	428	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0
c8e961b4-e324-40a2-89f6-736ec3845bc9	377	46	0	11	6	10	1	0	0	6	3	0	33	0	10	0	1	0
c8f61136-0bea-4fb4-bb63-699af7f22146	429	5	1	0	0	9	2	1	0	0	0	0	27	0	0	0	0	0
c8f64a71-e545-4eb6-9da3-2d43ae0c2627	319	98	0	39	0	44	18	0	0	3	24	5	17	0	0	8	1	1
c906a13e-c622-11e3-bf01-24c6515278c0	167	118	0	46	84	161	0	17	0	0	95	10	0	12	8	0	5	12
c955387a-16e5-447c-8e69-e4c04a9861d5	441	0	0	0	0	0	1	2	0	0	0	0	24	0	0	0	0	0
