Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P
3b41cb48-c623-11e3-bf01-24c6515278c0	108	104	64	38	16	238	82	13	23	17	22	0	27	9	18	0
3b4ff158-c6d8-4a26-9568-0634ddb4a609	426	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	64	152	135	28	4	213	138	0	16	15	0	37	48	9	0	46
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	279	96	18	32	0	67	85	0	3	0	0	2	23	2	0	0
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	9	122	113	255	173	238	112	78	136	94	132	67	30	16	74	14
3b7810f7-f8ff-4d62-b766-3ba06170194c	402	16	0	34	1	24	40	0	4	0	0	11	27	2	0	0
3b8ab548-6669-4142-9612-cafded0d7a23	208	116	89	9	0	110	147	0	0	0	0	22	37	0	0	0
3bacc189-01b8-46cc-a442-f393c0f428c6	198	148	32	100	14	89	98	6	34	6	7	0	38	2	21	10
3baecfba-6977-4374-8bc9-22240abad9b5	404	0	8	0	0	19	0	0	0	0	0	0	36	0	0	0
3bb25b72-ceb1-4169-891e-339f22cb0f03	443	0	0	0	0	4	28	0	0	10	2	0	0	2	5	0
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	84	163	133	97	15	160	100	0	73	42	47	74	56	7	4	20
3bfbc33d-804b-4bb3-97ac-97563d77b13d	175	155	0	160	19	122	96	22	0	14	0	0	45	20	0	0
3c019b2f-52ec-40a8-99b5-98c1423ce627	329	36	0	41	0	87	67	11	15	0	0	29	17	4	0	13
3c2b1509-1eb9-4b79-9569-57810f291499	88	225	58	200	13	138	110	1	3	0	43	25	40	8	42	5
3c30b10e-c623-11e3-bf01-24c6515278c0	294	71	20	27	0	72	20	0	18	3	11	0	38	0	0	10
3c78970e-c622-11e3-bf01-24c6515278c0	382	0	0	3	7	45	0	3	0	2	57	0	0	10	0	4
3c86ba21-7b11-4ec7-9d20-a2325197c676	210	49	0	115	130	174	16	106	0	48	2	28	26	4	64	13
3c92c0e9-68e0-4354-8ed1-b6506878145d	317	21	34	8	0	96	70	2	0	0	0	0	27	0	0	2
3c963890-6e79-4b16-a4aa-bac04938b4d7	126	0	63	582	0	47	249	1361	315	0	370	520	233	30	0	41
3d400522-c623-11e3-bf01-24c6515278c0	228	136	0	67	0	85	58	0	16	2	0	0	28	7	0	16
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	350	40	0	13	0	56	42	38	0	0	0	6	21	2	26	0
3da169e8-844a-4eee-b794-a2eb81db779a	209	67	53	0	83	161	108	7	5	40	0	48	38	4	4	9
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	28	169	369	594	402	34	124	420	164	74	108	10	57	12	101	52
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	333	0	0	19	15	0	0	1039	75	6	86	271	178	3	108	0
3de261ea-6478-4f96-8ca1-30be130e945f	425	10	11	0	0	0	14	0	0	0	0	0	30	0	0	0
3e012b50-06d1-4120-971b-5e54139b00ee	214	114	67	184	0	107	48	81	18	15	21	0	85	0	0	0
3e1180a5-149c-4e6c-9a29-696e3ba567e3	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
3e2a85d0-c622-11e3-bf01-24c6515278c0	312	51	0	13	1	92	28	4	5	0	3	0	28	5	0	0
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	45	127	204	0	118	188	38	57	104	62	103	59	65	44	0	3
3e604a1c-b95f-44ff-9723-e2fac845da3b	158	215	16	48	31	103	62	9	9	25	9	26	35	16	0	3
3e68233a-c623-11e3-bf01-24c6515278c0	211	123	97	56	11	49	21	0	48	40	30	0	59	29	0	58
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	99	30	193	135	282	151	102	363	170	170	0	0	7	129	92	3
3e7a30e6-2202-40bd-bfc1-0383604050da	426	10	0	19	2	0	36	3	0	0	0	0	26	0	0	0
3e7ccab5-5b1d-4147-b907-77cab8f0837e	269	154	4	24	0	40	37	0	2	3	0	1	37	0	0	0
3e86e68b-d083-4450-b056-4cd0f8d4a084	384	45	41	0	5	0	37	0	19	0	0	0	31	0	0	2
3e8a2c90-e747-4a22-bc9e-0b062479fec2	428	11	0	3	0	0	11	3	0	0	0	0	27	0	0	0
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	383	26	4	11	0	26	9	0	0	4	4	0	27	0	0	2
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	91	59	104	9	34	273	71	0	45	12	19	0	43	8	0	42
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	390	18	8	0	0	29	30	0	0	0	0	5	30	0	3	0
3f039593-91d1-43cb-a06b-41e92f7e8d20	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	248	66	22	26	0	126	78	0	0	0	0	19	30	0	9	0
3f3aff50-d71b-44af-85d4-f81e813ea420	391	0	0	0	3	40	0	0	0	0	61	0	0	8	0	5
3f72f750-5666-44e7-acaf-a912d89475be	410	0	0	0	3	28	12	4	0	0	0	0	26	0	0	0
3f98d326-5676-4257-9af8-0a5f5d3c2527	0	144	27	439	363	256	22	359	102	7	63	101	63	59	64	43
3f99ae0e-c623-11e3-bf01-24c6515278c0	283	65	10	12	0	98	46	0	0	1	0	4	23	2	6	5
3faeb03e-c622-11e3-bf01-24c6515278c0	0	296	50	425	357	110	20	0	0	0	328	176	0	0	30	0
3fb8f017-576f-4901-b8bf-3a58e5d43de3	321	32	68	22	11	71	58	2	6	2	0	3	24	6	0	13
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	197	78	0	15	147	202	0	0	0	10	0	18	0	5	10	0
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	402	37	0	62	1	4	33	6	2	0	7	3	26	0	6	0
4019c219-c51e-479f-8a9d-cfa6816ed696	349	53	0	60	50	21	40	24	0	16	0	0	17	3	0	78
40378b7a-a65d-4510-aaba-a34c4058fac7	184	76	43	47	67	185	11	0	8	36	75	1	10	3	0	25
408ed640-75f6-4346-bdd0-3b93c51adae5	366	18	5	0	0	61	29	0	0	0	0	0	25	0	0	2
40b1e928-c623-11e3-bf01-24c6515278c0	268	96	0	21	5	97	17	1	0	6	7	6	29	7	5	2
41027c0b-85af-4c78-bba0-0da63cd75fa9	110	266	101	114	9	38	364	11	100	0	0	62	29	0	48	0
41840dc1-5ea2-4f01-a0d4-8b65add641c8	79	239	15	75	0	146	0	0	0	0	143	75	0	8	0	4
418a3dec-96ff-4719-becb-e1a8260cce2f	119	134	55	129	47	197	4	68	24	43	82	9	26	13	7	8
418e916b-7a4e-4fab-8616-15dcec4d79f8	0	158	222	1079	1312	0	54	34	137	201	0	200	140	88	133	60
41a7b031-d928-4a1f-891b-82fb3f6d548f	9	195	0	901	717	172	108	206	0	0	0	144	13	62	117	133
41c565a9-d44a-447f-85c0-98f23bfee1b3	262	112	25	6	0	62	130	0	0	0	0	74	36	14	6	0
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	282	90	70	52	1	81	125	0	5	0	0	18	16	0	0	0
41dba8d1-8aad-474c-a82b-20b28ab818bd	225	108	0	13	0	130	71	2	8	0	0	2	26	0	1	7
41de507a-c623-11e3-bf01-24c6515278c0	160	192	0	71	16	129	56	8	6	0	17	0	23	10	16	5
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	270	1	4	134	49	64	212	154	50	67	0	12	0	76	58	142
42465bbd-289b-4e96-98fe-76809c5e1520	0	302	135	193	534	41	0	145	234	126	77	97	37	52	102	0
4255582e-c622-11e3-bf01-24c6515278c0	193	112	26	89	2	163	139	5	8	5	0	0	19	2	0	4
42629ae0-9410-4fac-8df1-2c276467deb5	55	184	121	251	157	99	104	163	198	58	133	119	31	64	11	19
4283773c-c04b-4f33-a398-f3566f6d293a	0	237	131	0	329	229	25	17	0	43	0	65	0	0	59	0
428c100f-d7d0-4860-a8fc-2bae6a4bba95	180	150	65	31	115	86	59	0	49	0	125	80	0	30	0	3
429aad6f-816d-4739-baa3-b0ebf2fcd501	72	113	115	21	38	263	154	2	14	2	0	77	26	41	1	4
42a548f0-d86a-4273-8bda-be0fe6a53b20	98	195	65	61	0	131	223	0	89	0	0	68	35	13	15	0
42af8f74-fd4b-486d-bc11-db53cc471d62	0	125	126	50	0	309	148	0	16	30	13	31	26	8	19	0
42d20028-0ddc-4dac-9f05-d674f8915f21	331	98	0	24	0	25	59	0	20	0	0	23	26	1	5	0
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	316	94	0	10	0	32	36	0	0	0	0	15	36	0	0	0
42e92d78-c623-11e3-bf01-24c6515278c0	212	103	0	15	0	147	39	0	16	18	22	17	23	14	2	3
42f00950-09c9-461a-8423-d5b04a96af10	120	150	0	277	86	125	34	252	122	42	126	61	68	10	0	61
42f88b95-fa12-47c7-93f1-cf72f207291c	434	9	2	1	0	0	2	1	0	9	4	0	19	0	0	5
43206cb7-787d-4f68-8019-55e8585c4b4d	390	26	0	8	0	26	21	2	10	0	0	0	22	1	16	0
436af904-65b2-4196-ad8c-a4e98081ee41	386	15	0	0	53	37	0	0	0	0	48	0	0	9	0	0
43aa4123-0fe2-4071-8a81-cbdd0410b917	143	137	108	41	156	139	37	0	3	19	77	47	1	0	78	0
43b675e0-22e0-42d6-a060-afc93e22ac95	74	260	2	21	0	122	154	1	222	0	0	63	54	5	0	0
43be43cb-a367-4a74-94e4-973acafcf576	225	66	0	10	1	155	44	61	12	10	7	6	24	2	29	18
43bf37e0-3dbc-4360-818c-fc1356d77495	426	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0
43d630aa-3890-401c-bf56-e3a9f325734f	416	13	6	0	0	1	13	0	1	0	0	0	30	0	0	0
43dadc68-c623-11e3-bf01-24c6515278c0	153	169	0	230	9	85	157	0	116	0	0	0	55	35	0	68
43f7a2e0-fec9-4e43-872d-18c6c946fa17	0	105	499	62	312	131	46	0	29	134	112	170	99	33	74	14
44083f54-0953-48e3-a704-11ad0988ad2e	148	210	69	61	0	62	417	0	0	0	0	260	29	0	0	0
441d2f21-b448-4fc8-8c54-9b85aca56237	227	44	43	113	76	153	56	56	15	0	0	4	56	5	0	20
44406493-37f4-48c7-961b-8714be50773a	443	0	1	1	0	0	0	3	0	0	31	0	0	1	0	3
446437de-c622-11e3-bf01-24c6515278c0	304	13	23	27	23	119	68	4	28	0	0	0	18	6	30	0
448af8b4-e071-48b0-a65b-b4ad17afdc0c	253	75	71	3	0	109	89	0	21	1	20	13	10	10	0	0
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	27	163	133	312	134	207	34	77	55	0	109	58	57	44	0	62
44e4f08a-c623-11e3-bf01-24c6515278c0	149	247	0	140	38	56	32	0	64	0	43	0	55	5	49	0
44eebc04-c027-45ae-beca-c4012b494f29	0	262	243	1005	222	0	116	0	0	41	392	159	19	54	55	173
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	408	8	2	0	0	10	11	1	0	0	0	0	28	0	0	4
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	105	122	105	498	193	152	67	22	10	45	206	107	28	8	0	0
45348eff-4b09-4776-825e-b18de9dba937	409	20	1	3	0	11	42	0	0	0	0	15	25	0	0	0
45614404-2149-4468-848c-0796e3757d62	373	12	0	0	0	47	9	1	0	0	0	0	28	4	0	5
45a7949d-e63f-4956-866c-df51257032de	149	151	171	310	228	78	68	0	0	0	98	53	16	2	0	104
45aedf22-c622-11e3-bf01-24c6515278c0	291	121	0	57	0	44	39	1	6	0	13	0	22	1	6	5
45d0ccb2-641f-4348-b3a8-61f4113cd85b	163	225	15	0	0	75	74	0	159	0	0	17	49	1	0	0
45e16b70-c3ec-493e-86d1-505ffdf5056c	36	140	523	441	475	0	121	87	112	212	221	380	113	20	0	45
460f7427-ebcf-404b-9e9e-e0278d0bca95	37	130	590	489	538	0	37	226	49	60	160	33	90	97	97	37
461df2ae-fcf1-4b93-be0a-c14954fe7c42	231	114	9	84	0	106	39	0	13	36	36	1	19	3	0	6
4624fd20-e2ad-4826-b606-a694b04e1076	352	28	0	6	1	66	18	2	0	0	0	0	28	5	0	3
463bf060-8ba6-4a73-8173-172025f7b527	313	106	0	33	0	37	20	0	0	7	0	1	34	2	0	0
4652ae03-b096-42d0-bdfa-3f6281d4f023	121	121	26	117	265	217	17	78	0	17	32	39	0	11	0	23
46693a2b-5105-4770-a9e1-031dfedeb694	44	251	84	208	146	160	17	0	0	0	188	15	0	13	0	6
4679f37a-4f09-449b-a1d8-1f02847996da	0	295	249	64	0	91	158	0	0	48	46	139	84	13	0	0
467ef778-f481-44f3-9768-b9900252d2ba	0	199	176	38	20	210	137	0	52	33	25	38	58	10	22	19
468083cb-95c3-47c1-9d96-79bcf7bf3f26	278	151	0	39	1	47	37	0	0	0	11	12	26	0	5	2
469eddf2-6e02-46bf-820f-6296a2b776e2	374	12	3	0	2	42	18	1	5	1	0	0	24	1	0	1
46d35b82-e1b7-4d35-be5e-3a70fd47e421	302	80	15	56	0	57	25	0	0	13	15	0	22	2	0	0
46e166fe-3b20-49ad-98db-42c854c61c93	204	206	0	44	0	71	113	0	5	0	0	0	13	0	3	6
46e503ae-461d-443a-869b-f261c5570de1	425	0	3	0	0	0	0	0	0	0	0	0	33	0	0	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	0	185	87	0	0	278	163	0	0	0	0	55	42	13	5	0
47050918-c623-11e3-bf01-24c6515278c0	365	61	0	0	1	20	9	0	27	0	2	0	29	4	0	0
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	433	0	2	0	0	5	10	2	0	0	0	0	26	0	2	0
47312f61-5ef4-4f25-9320-8fbb4758790e	0	81	147	2053	795	0	337	138	190	153	357	325	211	11	100	32
473fe833-fcc6-485e-93d2-95e662c3ef53	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
475bca00-9089-4f50-8638-4e5e8aca6dcd	364	58	51	4	0	0	71	0	8	0	0	0	26	0	0	0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	0	204	170	381	299	129	176	231	0	143	45	114	63	0	135	69
47b5d831-5287-4f62-b17a-6e5eff2e4184	202	50	35	48	110	157	143	46	24	36	0	0	7	25	61	1
47d77750-c622-11e3-bf01-24c6515278c0	70	315	90	140	0	56	162	0	54	30	40	36	36	21	34	2
47e5ff56-9534-4fcf-a593-33027e877f93	343	19	7	0	0	91	39	0	0	1	0	1	16	8	1	1
4808f9e1-452d-45eb-9b87-2f87c67d3452	338	103	6	28	0	15	63	0	2	0	0	0	27	0	0	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	187	130	38	63	113	113	20	0	28	25	30	18	18	7	58	2
483bb781-0179-42e1-bf9c-487b240769b8	422	0	5	0	0	9	0	1	0	0	12	0	16	0	0	4
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	0	1082	2401	679	0	39	38	0	0	247	0	381	126	50	41
4853fd17-7214-4f0c-984b-1be0346ca4ab	402	4	3	1	0	24	8	0	0	0	0	0	30	2	0	0
48624a82-c623-11e3-bf01-24c6515278c0	278	52	0	3	14	112	22	0	2	11	0	0	49	3	0	0
48a0da38-8147-40fe-b683-3f070413a792	44	252	82	0	129	47	5	12	360	110	228	92	68	32	0	15
48b15122-b1e9-4c30-8fc5-70a07686779a	359	29	1	8	0	46	10	3	0	0	37	0	4	2	0	4
48c33a30-557b-4ecf-8066-5b4b068b5e3a	330	76	5	22	0	41	69	0	14	0	0	11	34	0	4	0
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	99	146	126	0	117	194	40	9	0	0	45	61	29	13	23	16
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	415	2	10	3	0	8	5	2	0	0	0	0	36	0	0	0
4904d56f-0fe7-4482-8f6d-9e54d261f399	285	133	0	48	0	50	69	0	3	10	0	4	30	7	1	0
492694a7-bb41-4128-a909-c424e7fc0c9e	428	0	0	0	4	11	2	3	0	0	6	0	16	5	0	7
492b4e58-12e2-47b2-bd47-28f8607072fa	316	67	0	18	0	56	24	0	0	4	0	0	33	1	0	0
493e7008-551c-4c0e-b567-a0f31868629e	0	249	208	395	286	70	25	104	146	111	142	53	60	29	8	103
494701ce-05d4-440b-a65e-d925902b9d42	414	0	10	7	0	9	5	0	0	0	0	0	33	0	0	0
49795e42-c623-11e3-bf01-24c6515278c0	268	104	0	11	30	87	38	0	2	12	3	5	32	4	26	0
498ecf81-921d-4df9-a6a4-a625f484e823	439	0	0	0	0	0	4	2	0	0	0	0	29	0	0	0
49900a43-d42e-4052-a8cb-1563b82ad0a0	415	14	4	0	0	12	2	1	0	0	0	0	32	0	0	0
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	429	13	2	3	0	0	7	2	0	0	0	0	26	2	0	0
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	417	13	0	0	0	0	5	0	0	0	0	0	32	0	0	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	378	31	0	0	0	36	17	3	0	0	0	0	26	0	0	1
49dec0c2-8e75-4f44-a253-82b2ea605890	184	165	5	95	43	109	0	0	40	0	144	0	0	5	0	5
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	378	48	0	111	104	12	24	0	0	0	0	4	10	0	0	0
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	355	57	34	16	31	24	20	79	1	1	12	7	16	1	11	1
4a35b01f-5e19-4673-abea-d87fd1d605d0	433	0	0	2	0	0	0	3	0	0	23	0	3	1	0	2
4a4309b0-2aca-4d6a-ac50-039b28406bba	349	60	0	33	0	38	60	0	18	0	0	14	29	5	4	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
4a698352-25e6-4137-bef8-b6520d5b1b95	387	0	0	2	30	69	0	34	0	0	42	0	0	0	0	0
4a703d3e-c623-11e3-bf01-24c6515278c0	256	126	22	6	30	63	34	0	23	19	9	7	42	20	0	0
4a88981e-e409-440f-9bf0-71ca1bab8b4e	333	12	19	7	0	89	44	0	2	0	0	2	24	0	11	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	7	212	496	617	306	16	112	0	0	0	271	140	77	127	0	10
4adc846a-42cb-4ebd-a954-e31eb29d7572	196	130	18	11	4	144	66	0	22	11	0	0	31	1	3	3
4b44b313-6f74-4233-bec4-7e41c91c77f1	233	163	33	43	0	64	144	0	2	0	0	0	19	5	0	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	404	25	6	0	0	20	54	0	0	11	0	0	0	2	1	14
4b7a704b-e516-4275-be11-45cc935237e2	429	0	0	1	1	12	12	4	4	1	1	0	23	0	0	1
4b8943be-c623-11e3-bf01-24c6515278c0	96	75	50	95	342	205	30	151	24	100	0	100	95	107	12	19
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	401	25	0	0	1	19	18	7	2	0	0	0	28	0	0	1
4b91ece6-c9b2-4889-b18c-c63eb58eb061	408	16	0	7	0	4	1	1	0	0	0	0	33	0	0	0
4bae2f08-da75-4991-acb8-5ba9912f9131	427	0	1	0	0	0	1	0	0	0	0	0	32	0	0	0
4c027164-12de-456f-b933-6bc91f70b46f	364	22	65	82	0	25	83	0	4	5	0	0	42	0	0	23
4c183106-c622-11e3-bf01-24c6515278c0	389	27	0	0	0	34	20	0	0	7	6	0	14	4	4	0
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0	194	207	43	55	201	273	19	2	89	2	161	56	4	20	18
4c3840df-9824-40db-879e-6d24adc8c155	186	95	72	27	81	141	3	0	43	0	70	14	24	0	0	24
4c3eda94-56f4-46d3-8c88-50d476e773f6	411	26	0	0	0	5	10	3	0	0	0	0	27	0	0	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	439	0	0	0	0	0	1	2	0	0	0	0	25	0	0	5
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	333	33	0	25	21	76	51	0	1	0	0	6	23	0	5	8
4c5228b5-bf31-4abd-a47c-d088e16dba13	208	108	19	42	23	124	78	14	122	2	0	9	41	22	2	0
4c59fb2d-21b6-4b09-8174-6102de736e4d	26	60	254	281	569	86	79	1594	108	0	356	1478	62	64	403	59
4c755527-3b5d-4d36-822d-990aa1003d6a	350	25	13	0	0	65	39	0	0	0	0	6	33	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	174	231	0	170	0	60	103	16	2	0	0	20	54	2	5	38
4cbe411b-b05e-46bd-bea8-126289a0866c	168	187	122	80	0	75	281	9	10	0	0	13	0	2	0	10
4ceeb025-2f16-4f80-b9b4-0151346349c6	383	21	0	0	0	39	9	3	0	0	0	0	29	2	0	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	300	65	0	11	10	68	3	0	48	13	75	3	0	3	0	15
4cff8590-559e-4204-8635-96e11bfeda68	373	0	84	0	0	30	56	4	56	16	49	20	14	7	0	0
4d11d7da-1204-437e-87b1-e8337a67c9a8	351	61	0	0	0	35	14	4	46	4	0	5	38	2	2	0
4d121008-0987-4142-a2b8-7dac58f3110a	374	0	9	0	0	67	20	1	0	0	0	0	27	1	0	0
4d1a4587-adb4-4a65-943e-f19efe8de142	397	10	10	19	0	28	7	0	4	0	0	0	36	0	2	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	336	97	3	0	0	29	87	0	8	12	0	7	0	4	15	0
4d409156-3a36-4c63-9ad6-b6af34f27b06	82	57	269	845	363	138	0	114	0	0	353	40	0	14	79	43
4d4eff82-ede0-47f1-b49a-ada025952114	187	120	26	15	15	157	138	0	0	0	0	37	5	2	4	11
4d690424-b015-46ae-885d-aa6d9031f66f	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	423	0	0	0	0	16	6	29	4	4	0	0	26	3	0	12
4d72d06d-b6af-4294-9eef-6e61e067761f	344	85	0	8	1	30	33	0	7	0	0	2	28	0	1	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	297	50	78	0	0	78	73	49	28	0	13	0	23	37	0	0
4daa2708-d0db-40fe-a07a-763f003adcae	372	33	0	0	0	32	13	3	0	0	0	0	33	0	0	0
4dac9498-c623-11e3-bf01-24c6515278c0	286	101	0	34	0	70	40	0	26	0	2	0	25	2	1	6
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	268	81	0	9	4	111	75	0	16	0	0	12	16	0	3	6
4dc9b032-7f7b-486d-a12b-8461af89501d	70	87	115	24	75	238	29	0	115	27	114	7	82	13	0	1
4de7441f-a609-4a75-9fe7-17a647079ac1	430	2	5	7	4	2	15	3	13	3	0	0	28	0	9	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	403	0	3	0	0	37	0	4	0	0	45	0	0	2	0	4
4e596add-a7c5-4617-9649-b4ac6612e39c	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	154	65	131	154	404	154	0	121	0	176	11	57	5	0	101	0
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	354	54	0	5	0	29	24	0	4	3	0	0	31	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	42	300	163	297	201	60	6	0	0	38	220	15	0	15	68	20
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	88	192	65	188	288	107	0	220	89	18	106	0	0	60	111	0
4e913899-eeb8-4630-ba9d-41a81ced8069	0	290	106	112	321	128	35	65	125	0	87	31	6	15	36	21
4eac784b-084a-4106-9a76-2d9fbec57033	339	54	13	4	0	51	60	0	0	0	0	5	27	0	0	5
4ecbfd89-393f-4126-aa1c-951a2c23ef89	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	16	56	92	0	143	353	8	38	57	0	95	0	48	8	22	16
4ef20a13-f107-4654-adca-fc60b8f5be47	118	273	37	67	0	71	171	0	14	0	0	39	28	0	0	22
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	143	48	134	62	321	204	43	73	0	39	0	99	0	30	39	86
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	314	35	10	11	0	101	1	4	0	0	45	14	15	3	0	4
4f6f48bc-c622-11e3-bf01-24c6515278c0	251	79	44	18	136	106	11	49	7	0	62	16	0	20	0	0
4fdc8980-c623-11e3-bf01-24c6515278c0	199	138	0	51	58	115	53	24	28	14	24	8	31	53	0	0
50203cff-83f8-4884-8346-b91ef717d00e	421	0	0	0	0	5	3	2	0	0	0	0	30	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	298	62	0	9	21	95	1	0	15	14	43	0	0	5	0	7
5046f1b4-9d95-4841-ba30-691fa44719a2	73	246	0	26	181	146	25	0	108	36	88	43	0	39	22	2
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	104	143	93	35	47	187	38	0	15	4	73	24	25	24	0	6
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	26	168	82	62	173	217	15	132	77	75	49	0	39	78	0	23
50515723-b495-42a9-8750-e3da288bf6a3	396	21	14	11	0	22	11	0	0	0	0	0	32	0	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	233	18	86	155	154	140	77	40	0	32	6	27	25	10	101	18
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	418	23	3	3	0	6	9	0	14	0	0	0	26	0	0	0
50b61288-1412-4104-92e6-8b1a359ef399	26	163	166	243	203	222	80	0	1	0	113	52	4	23	56	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	232	30	96	174	82	120	178	107	43	0	0	0	26	17	30	34
50eb58ba-c623-11e3-bf01-24c6515278c0	203	207	0	75	8	51	35	0	16	0	5	0	44	6	0	11
50ee360c-e3df-4888-9999-ebb88e271d08	207	88	46	62	184	132	0	0	0	0	31	40	0	18	52	0
50f4d836-79a9-4bc7-a63a-7aa29e41d418	361	44	14	2	0	25	29	0	0	0	0	0	31	0	0	3
51206157-94cc-4702-8247-c98283b487aa	430	5	5	0	0	6	6	2	0	0	0	0	28	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	395	25	0	4	0	26	18	1	0	0	0	0	23	4	0	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	257	3	50	1	20	161	93	32	10	38	0	5	7	18	0	8
5174f450-0bf7-4237-a53e-844064f0e701	235	86	0	0	81	106	0	0	61	0	96	0	0	0	0	0
51800588-c622-11e3-bf01-24c6515278c0	270	70	32	4	0	110	42	0	0	5	0	10	35	4	1	1
5187e77d-f412-4303-8049-11d1aa1a0235	84	121	105	4	0	248	94	0	0	1	0	28	59	7	0	6
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	145	0	8	216	762	181	19	351	0	320	0	617	0	173	0	0
518d6c1b-8234-40be-9560-6d383d5866fa	367	0	19	52	32	50	0	10	0	0	78	5	0	0	0	9
5193a482-6ed9-4504-bd7c-c8b9e4103577	173	119	46	61	0	160	99	0	9	10	0	18	33	1	21	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	122	70	4	47	159	211	22	29	93	160	41	32	48	72	0	33
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	220	122	179	18	196	142	0	37	35	24	67	76	38	0	0
51dd1a39-7349-442c-b7e1-7850fb800569	417	7	4	2	0	2	3	0	1	1	0	0	29	0	0	6
51e5a835-eb48-4640-87d0-f40f5e2bff18	431	3	2	0	0	5	12	2	0	0	0	0	26	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	136	210	8	0	158	115	0	9	10	50	78	0	0	14	17	28
