Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P
f393bb0c-3ffa-cb72-e040-11ac0d48455c	102	63	156	75	314	165	42	66	138	58	36	0	59	44	114	0
f393bb0c-4178-ca4a-e040-11ac0d48455f	50	182	73	18	192	163	23	75	113	89	47	13	62	17	61	2
f393cfd8-ddbb-a0e1-e040-11ac0d48516b	382	23	4	10	6	0	26	45	1	0	0	0	30	0	0	77
f39cc911-36a7-4c06-9e91-4ad86281db3d	366	2	13	33	39	27	70	37	8	8	0	0	16	35	54	2
f3c1a125-06e9-41c4-9558-275a3e346cc5	399	18	1	0	1	25	17	4	0	0	0	0	25	0	0	0
f4025b40-a249-487f-8e93-7a140bcf57c1	363	8	0	11	0	64	2	1	0	5	10	0	24	3	0	0
f410b432-c622-11e3-bf01-24c6515278c0	23	106	46	0	113	338	9	5	15	8	40	11	25	18	4	6
f4798483-9e32-4e6a-8bb5-6f45af2a8ac5	426	0	4	0	0	1	0	0	0	0	0	0	31	0	0	0
f48c3c82-bebe-4b8e-909e-e1a51a7142ec	72	87	428	342	320	67	99	163	105	88	147	70	104	35	39	62
f4ada7a2-c4ac-4f89-ada7-4645861002cb	201	102	31	24	0	148	65	0	0	8	8	14	37	0	0	0
f4b9d98f-7b76-4eaa-9595-10b0973d5ff7	337	102	0	55	1	5	68	0	7	0	0	24	32	0	0	0
f4baf913-c4ac-46f3-83b6-306b9182207d	130	157	0	67	50	192	27	0	10	9	52	29	25	3	0	6
f4e673a9-5b85-46e7-bcac-2ce6e1026896	305	61	9	1	0	96	68	1	1	0	0	1	13	1	0	7
f4e926fd-006e-4c85-b71c-1433c325acb0	108	176	142	103	41	136	178	10	79	2	15	7	39	7	0	48
f4f48342-c622-11e3-bf01-24c6515278c0	273	49	24	21	15	101	57	1	28	0	12	0	21	13	17	0
f50fb278-1f0f-406e-b341-eb3d1b97afe6	0	288	245	651	604	0	92	204	0	118	133	249	0	73	1	220
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	193	188	122	176	3	3	433	29	137	0	0	161	28	16	0	0
f54442d1-80fa-4678-ac94-c3ad03bc37fb	356	84	2	6	0	15	44	0	0	1	0	0	23	0	0	0
f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9	402	4	0	0	4	31	9	3	4	0	0	0	29	0	0	0
f5a97315-1906-4774-980e-0879c6ad368e	89	92	135	0	80	202	114	33	128	21	0	6	63	27	1	16
f5bb7ae4-4bb4-4e87-b83c-bc8620584989	223	31	0	0	59	152	22	114	61	46	28	0	17	6	0	113
f5c8f98a-c34a-49e8-a655-d8f29487b55c	394	0	6	2	0	30	3	0	7	0	0	0	30	0	0	9
f60007b3-0603-4ad1-8b47-d2d4c4c621e4	380	21	0	10	3	32	8	1	3	0	0	0	29	0	0	0
f601cf2f-081f-484d-ab0e-21a8ec8d3770	315	55	44	0	0	69	93	1	0	0	0	0	21	6	0	0
f6114c69-71a1-47d5-9b28-b0227b1872f7	97	90	0	187	276	144	21	832	9	4	0	112	16	382	0	57
f6189828-eeaa-4d21-b163-53bf3d47a640	0	294	192	223	0	109	129	0	5	0	48	62	88	39	0	11
f61e794e-c622-11e3-bf01-24c6515278c0	359	26	0	0	6	66	30	5	0	2	0	0	25	0	0	5
f640d377-98e9-41d3-8761-61eb33072c65	419	9	0	0	0	7	0	0	26	0	0	0	33	0	0	0
f64e9609-d75d-400c-a92d-d77fd54d6c29	425	0	5	0	0	11	0	0	0	6	49	0	0	0	3	4
f658c350-fb89-4268-8a59-a07e365f4221	337	72	2	0	37	35	0	16	2	0	61	26	0	1	0	0
f663ff15-c8d3-4bff-8bf9-bf8e983579e0	438	0	0	0	0	0	5	1	1	0	0	0	25	0	0	9
f69e5057-eda6-4391-ba9a-aedbf6b572da	2	136	295	163	114	191	247	43	103	0	36	108	53	35	60	25
f6c811ff-f22e-490b-9b23-b527d20e6e6d	0	240	246	112	0	139	143	0	21	17	64	119	70	14	29	10
f6e758a5-150f-4424-90b7-1c1a34aec9a3	344	2	21	0	8	81	0	0	0	8	63	0	0	2	0	4
f7187888-f261-4a39-99b4-966fd7207117	392	7	3	0	0	33	8	0	0	0	0	0	31	0	0	0
f7702c0c-9636-4700-a8ae-7a58afd9fa71	303	33	24	51	78	80	52	35	0	1	0	25	28	49	0	8
f7b847e5-0f5d-69b4-e040-11ac0c4845fe	373	8	19	0	0	50	34	0	0	0	0	0	23	0	8	0
f7b84b5d-8f28-e6b7-e040-11ac0c484704	159	59	15	97	43	175	77	36	33	40	62	23	10	10	0	160
f7b84bac-f161-9eee-e040-11ac0c4847ed	390	0	16	28	3	38	70	1	0	0	0	0	14	0	0	7
f7b84c09-15d4-3046-e040-11ac0c4847ff	421	7	0	2	6	4	3	0	0	0	2	0	25	2	1	0
f7c6486a-bb08-f77a-e040-11ac0c482953	421	0	0	0	0	6	1	2	0	0	0	0	31	0	0	0
f7c6a336-3126-7580-e040-11ac0c485971	346	40	33	79	85	6	27	0	53	2	36	0	18	11	50	6
f7c7373c-1972-4968-e040-11ac0d486e80	46	0	57	0	91	395	61	16	5	42	41	0	0	9	5	0
f7cc504a-37c9-45f5-b50d-599c54dca157	107	305	20	21	11	48	190	14	165	0	0	85	50	11	0	3
f7d128d2-3964-e3bc-e040-11ac0d481667	311	0	70	56	14	76	35	0	26	0	0	0	47	3	0	38
f7d70fac-c76f-399e-e040-11ac0c482f9c	197	0	429	609	505	5	127	56	62	0	207	163	0	17	229	30
f7d77a03-28a0-f446-e040-11ac0c4866fb	412	0	7	0	0	14	9	0	0	0	0	0	32	0	0	0
f7d7b3db-02af-61cb-e040-11ac0c480c03	424	0	1	0	0	2	1	2	0	0	0	0	31	0	0	0
f7dcc2e4-1fc4-4b39-bc6a-720e66116d68	0	373	262	144	399	0	35	56	15	0	194	300	31	22	0	80
f7e4a2a8-093d-9e36-e040-11ac0d480c7d	85	141	110	95	31	190	170	42	40	0	0	43	21	19	86	16
f7e7b258-b4b2-e6c5-e040-11ac0d486773	105	82	107	263	247	143	85	71	88	78	95	51	29	76	152	9
f7e7d61f-e2dc-b523-e040-11ac0c482000	369	37	0	5	0	33	14	0	0	5	4	3	23	0	3	0
f7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e	314	6	18	3	55	111	0	0	0	2	50	9	0	21	0	0
f7ed28a6-8f5f-e87b-e040-11ac0c48120e	349	0	4	1	29	82	0	0	0	8	43	1	0	4	7	3
f7f3e156-0dde-72b9-e040-11ac0d48542c	96	101	57	69	242	203	30	147	73	48	0	0	47	0	0	119
f7f66114-e321-1d4c-e040-11ac0d48541a	308	28	21	86	41	86	73	17	18	0	0	36	29	0	0	2
f7f6619b-fae8-3381-e040-11ac0c483f78	404	0	0	3	1	24	0	2	3	0	1	0	29	3	1	1
f7fdda4f-7bf7-ede7-e040-11ac0c486e57	253	108	147	26	0	32	200	0	7	0	0	9	17	0	0	41
f80293b8-ddb7-f575-e040-11ac0d48309d	384	14	18	2	0	25	21	0	0	0	0	0	32	0	0	0
f809247c-2bab-ab06-e040-11ac0d482b8a	307	28	9	0	6	99	24	0	0	7	0	0	33	10	0	0
f81693ba-09ee-4201-a389-0ceeda8a4636	237	124	0	57	51	106	65	4	64	24	0	0	7	0	3	0
f82d213f-9843-28eb-e040-11ac0d483e48	351	43	79	48	48	0	0	128	0	0	177	11	0	0	0	0
f82d213f-9ba5-7b6b-e040-11ac0c486882	47	171	0	99	307	172	72	9	199	18	51	106	15	169	53	0
f82d213f-bc06-5b51-e040-11ac0c48687e	248	134	86	43	0	60	110	0	1	0	17	0	4	14	24	0
f82d213f-bc99-5b1d-e040-11ac0c486880	0	213	209	362	369	109	163	321	46	127	70	252	96	116	0	38
f82d213f-caa7-fd59-e040-11ac0d483e46	244	0	0	0	0	22	0	1625	250	0	511	429	0	0	0	0
f82d2146-70f5-8114-e040-11ac0d483e50	42	0	534	602	1227	27	182	429	51	430	97	304	187	83	63	47
f82d2146-726a-d0e0-e040-11ac0c486888	165	0	40	330	27	145	174	247	181	120	123	49	82	7	101	78
f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	225	145	0	101	0	92	192	11	14	0	0	74	8	1	0	15
f83fc777-5416-c3e9-e040-11ac0d482c8e	93	0	39	577	1789	26	136	283	586	39	393	1213	188	109	0	63
f8407106-8a96-8f85-e040-11ac0d481656	46	87	386	324	448	161	115	64	49	0	110	85	50	45	0	40
f841c488-6b8d-6645-e040-11ac0c481418	375	0	0	88	0	0	132	0	3	0	0	0	26	0	0	95
f8425828-5b0f-23a8-e040-11ac0d484128	361	76	0	0	0	26	63	19	2	13	6	4	0	0	0	8
f843ed5c-0336-3d33-e040-11ac0d48478c	172	60	0	258	193	169	13	128	53	41	157	108	13	29	0	23
f845ebba-8c56-b559-e040-11ac0c4863d5	104	104	133	88	226	192	45	63	32	0	57	44	45	10	37	37
f8467ec8-2d61-ba21-e040-11ac0c483584	343	0	0	17	0	20	0	710	32	0	9	82	145	0	63	0
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	33	30	762	512	0	0	356	0	131	243	154	283	199	15	2	15
f8515e5a-7de3-6be3-e040-11ac0c480d6d	384	13	0	0	0	50	18	1	0	1	0	0	24	0	3	0
f85397dc-e6e9-4f54-e040-11ac0d48706c	39	89	328	440	273	141	42	132	96	33	246	75	60	18	0	63
f854ae3f-356d-f0ad-e040-11ac0c485dae	201	93	52	79	26	140	81	47	23	9	20	3	24	9	19	0
f856fa85-fdb8-c0b0-e040-11ac0d480b4e	0	261	294	591	399	51	211	135	0	0	57	208	79	60	49	66
f8572359-f29a-5945-e040-11ac0d4821cf	184	44	15	0	82	218	0	36	14	0	26	0	30	1	11	0
f858d813-f3c5-4ad9-8c20-9f231d6624d8	13	149	649	625	789	0	139	750	0	0	17	391	0	186	119	0
f8593ac0-9480-22a0-e040-11ac0d48697a	0	297	119	952	1328	3	88	426	0	0	0	498	0	13	107	200
f85add3d-e2e6-31f8-e040-11ac0d48479c	0	163	422	1035	222	0	266	31	139	43	314	208	110	4	46	51
f85ae2b7-cebf-17a2-e040-11ac0c48033a	101	127	85	142	24	211	245	19	51	0	2	95	0	1	0	33
f860bc4c-f31b-6538-e040-11ac0c48268f	162	28	2	73	113	195	22	51	164	0	132	20	29	0	0	64
f866123a-9eb0-e856-e040-11ac0c48717e	0	30	164	170	74	346	91	33	68	0	60	0	31	28	4	23
f8696c79-b165-92a6-e040-11ac0c4804bf	164	25	156	59	137	199	19	21	23	24	88	5	28	0	0	6
f86975a2-78a4-ef8c-e040-11ac0c4809da	0	222	362	702	220	23	144	0	53	0	425	290	46	21	0	71
f86ae246-2492-9785-e040-11ac0d4813b0	0	163	186	466	408	185	165	0	0	0	167	309	1	86	0	61
f86b6ba2-8f4b-ee53-e040-11ac0d485904	145	166	89	81	356	106	14	42	0	44	45	96	4	5	57	25
f86b7e84-7040-c751-e040-11ac0c485675	124	47	226	783	297	55	109	573	124	0	462	411	0	41	0	0
f86e2d80-911b-7a19-e040-11ac0d486900	105	166	130	517	344	83	66	93	0	0	163	152	0	33	129	8
f8733b80-c622-11e3-bf01-24c6515278c0	224	92	104	79	0	108	82	53	26	10	32	0	34	6	21	0
f87348df-7186-4c6b-e040-11ac0c482ba9	58	0	33	354	353	298	1	213	108	145	24	5	49	8	174	0
f87cdca1-2c85-49d2-e040-11ac0d485c9d	165	122	82	208	67	113	203	4	2	0	0	50	29	18	0	59
f87d7c27-eeef-920e-e040-11ac0d48388d	40	2	41	187	312	185	0	1107	421	0	106	365	93	123	0	230
f87e94a9-ef37-fcba-e040-11ac0c482332	268	73	20	119	101	72	155	26	0	26	0	33	0	1	119	13
f87eb1b5-1712-ca1f-e040-11ac0c483848	182	47	19	71	9	210	4	2	65	1	80	0	33	19	0	9
f8809cee-8f81-28f8-e040-11ac0d4873bf	431	10	0	0	2	0	5	3	0	1	0	0	27	0	0	0
f89ef95e-6e39-420b-a3c2-ccebcc69ce3b	376	60	0	0	0	24	51	0	0	10	0	0	0	5	3	2
f8a165b0-51df-413c-b7c6-c7fc80547db4	386	42	24	2	0	7	67	0	0	0	0	17	27	0	0	0
f8d89ae2-2c7d-40ae-8d40-34b93b16efc9	361	24	1	9	0	51	10	0	0	0	5	0	21	3	0	10
f8e61a02-654c-c226-e040-11ac0d481b60	409	30	8	0	0	4	10	0	0	0	0	0	28	0	0	0
f8e61a02-6e5e-c8e2-e040-11ac0d481b70	409	5	4	0	10	27	0	2	1	0	0	0	27	0	1	0
f8e61a02-8c03-ad45-e040-11ac0d481b62	426	0	0	0	0	0	2	1	0	0	0	0	32	0	0	0
f8e61a02-8c9e-aaee-e040-11ac0d481b6a	439	0	0	0	0	0	1	3	0	0	0	0	28	0	0	0
f8e61a02-8fbe-a9af-e040-11ac0d481b64	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8e61a02-909d-a906-e040-11ac0d481b6e	418	0	0	0	2	7	0	0	3	0	0	0	33	0	0	1
f8e61a02-90ec-96fd-e040-11ac0d481b5e	418	9	2	0	0	0	1	2	0	0	0	0	30	0	0	0
f8e61a02-92b1-947e-e040-11ac0d481b68	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f8e61a02-938b-9428-e040-11ac0d481b6c	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8e61a06-42fa-e42c-e040-11ac0d481b72	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f8efa5ad-3a4d-39d6-e040-11ac0c480132	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8efc19a-1e4b-e1b0-e040-11ac0c48104e	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8f0136b-09ec-d079-e040-11ac0c4842e7	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8f024e5-7096-3047-e040-11ac0d481c0f	440	0	0	0	0	0	1	4	0	0	0	0	26	0	0	1
f8f07989-2e2e-30f3-e040-11ac0d484490	430	9	0	0	0	0	5	3	0	0	0	0	27	0	0	0
f8f0a423-1a3e-4fcc-e040-11ac0c481cb6	425	0	3	2	0	0	1	1	0	0	0	0	32	0	0	0
f8f61e36-b934-9410-e040-11ac0c4804cc	424	0	0	0	2	0	0	0	3	0	0	0	32	0	0	0
f8f749b7-547d-49fa-9da2-44eed962b6fd	202	59	13	166	221	144	28	19	87	125	92	0	1	26	0	0
f8f7f274-dd98-3bb0-e040-11ac0c483fcd	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8f9d9b8-abdd-1afb-e040-11ac0d480523	311	16	100	29	0	63	146	0	10	0	0	37	39	0	0	0
f8fae6e5-93b5-7233-e040-11ac0c4830e7	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f8fb791c-08b4-b6e1-e040-11ac0d4868f3	426	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0
f9012277-55c4-2486-e040-11ac0c48236f	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f901353f-fdeb-5a55-e040-11ac0c482e89	437	0	0	0	0	0	4	4	0	0	0	0	26	0	0	0
f901c7f7-891e-8ec1-e040-11ac0c480829	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f9020478-c741-6776-e040-11ac0d481228	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f9031d03-def1-24b4-e040-11ac0c486570	425	0	2	0	0	0	1	0	0	0	0	0	32	0	0	1
f9039bd6-8fa6-37cb-e040-11ac0d486d06	432	0	0	0	0	2	3	3	0	0	0	0	30	0	0	3
f903cfe2-c082-1bf6-e040-11ac0d4809f7	423	0	0	0	2	0	0	0	3	0	0	0	32	1	0	0
f9052bfc-94a0-cb29-e040-11ac0c48284a	388	21	0	0	8	28	8	4	16	0	0	0	30	2	0	0
f90a074e-d82f-f6bb-e040-11ac0d487334	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f90b298a-0546-6c36-e040-11ac0c487a0b	437	0	0	0	0	0	4	4	0	0	0	0	26	0	0	0
f90cab09-6797-eccb-e040-11ac0d486aa3	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f90d51f8-3bc4-2e66-e040-11ac0d484d19	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f90dbdbf-f8cd-e0d8-e040-11ac0c482576	423	7	0	0	0	0	0	2	14	0	0	0	33	0	0	0
f90f8204-4d65-04fa-e040-11ac0c4841bb	427	0	0	0	0	0	0	2	0	0	0	0	26	2	0	0
f9101872-d864-c508-e040-11ac0c4818b5	422	19	4	0	0	2	14	0	0	1	0	0	25	0	0	0
f9116dda-19f4-9e1b-e040-11ac0c4872b8	425	0	0	0	0	0	0	3	0	0	0	0	30	0	0	0
f91661d6-a2b5-fac2-e040-11ac0d4852fd	412	10	0	2	0	7	2	0	0	0	0	0	34	0	0	0
f91a9af2-7909-099e-e040-11ac0c484205	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f91ba748-5a05-e738-e040-11ac0c486a08	393	11	2	0	1	40	20	1	6	0	0	0	23	0	0	2
f91bde65-233d-2218-e040-11ac0c480a33	418	8	0	2	0	2	1	1	0	0	0	0	32	0	0	0
f91d1645-9b68-edbb-e040-11ac0c4854d8	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f91faa2e-ea53-bef4-e040-11ac0d485f5d	406	9	0	0	2	12	0	3	3	0	0	0	30	0	0	0
f920200e-f349-3730-e040-11ac0d4825cc	423	0	0	0	0	4	1	0	0	0	0	0	33	0	0	0
f920ef57-c942-d2e1-e040-11ac0d481706	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f921b592-fa4d-49f7-b773-81a0e903aaed	290	62	20	0	1	100	56	2	10	0	0	0	24	3	0	0
f92268fe-7a92-51e8-e040-11ac0d48733a	410	1	0	2	0	15	5	3	0	0	0	0	31	0	0	0
f925f24b-bffd-89ab-e040-11ac0d48682f	395	11	2	3	0	23	2	0	0	0	0	0	34	0	0	0
f926087f-0bec-1316-e040-11ac0c480a58	426	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	338	34	39	35	0	53	66	0	0	0	0	18	24	3	10	0
f92a78d1-90ff-70c8-e040-11ac0d485eca	432	0	0	0	0	6	5	4	0	0	0	0	27	0	0	0
f92b2c52-ed64-4594-e040-11ac0d48425c	419	0	2	0	0	6	0	3	0	0	0	0	29	0	0	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	439	1	0	0	0	0	3	2	0	0	0	0	29	0	0	0
f92c8821-daba-3727-e040-11ac0d480224	423	0	0	0	2	0	0	0	4	0	0	0	32	0	0	0
f92fde51-6a19-6641-e040-11ac0c484074	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	426	7	0	0	2	7	2	2	4	0	0	0	32	0	0	0
f938b6f4-a457-c624-e040-11ac0c486fad	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f939f757-a415-ad44-e040-11ac0d4868e5	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f93abbbf-5e13-9b85-e040-11ac0d485718	427	8	0	0	6	3	0	3	0	0	0	0	30	0	0	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f93dd46d-4611-e84e-e040-11ac0c483323	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f93f4445-6f19-403c-e040-11ac0d48556f	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
f940cea2-7e79-e422-e040-11ac0d483224	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	439	0	0	0	0	0	0	4	0	0	0	0	26	0	0	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	185	24	51	18	49	219	14	85	1	18	73	0	11	8	24	0
f9718c44-c622-11e3-bf01-24c6515278c0	238	66	21	0	72	137	20	4	40	0	63	2	4	8	27	0
f9837a56-7244-4846-a63d-266e6a92f168	216	117	19	0	40	137	61	2	17	0	2	7	19	4	3	8
f9854144-d92c-46da-ac87-9d1fd7efe67d	147	182	101	69	0	105	239	0	5	0	0	0	35	0	17	0
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	228	234	67	0	163	164	0	14	32	40	93	70	10	13	1
f98de26b-c7d6-435d-81fa-1f1869da9087	191	142	0	312	0	95	202	1	17	0	19	125	67	1	30	11
f9a81200-5381-496a-8062-099f9e793618	312	78	0	90	3	53	99	1	6	0	9	36	15	0	40	9
f9c07ba7-152a-f624-e040-11ac0c484cd5	373	9	10	0	0	46	11	2	4	1	0	0	30	0	0	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	263	141	25	12	0	54	90	0	0	0	0	0	24	1	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	265	79	46	0	0	76	102	0	0	0	0	26	34	8	0	0
f9c0a12c-2651-d9ea-e040-11ac0d483201	331	56	12	83	10	55	88	6	28	1	0	0	13	4	33	1
f9c1df10-25b8-c8ae-e040-11ac0d486375	356	44	0	7	0	36	21	0	0	1	0	0	33	4	0	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	302	94	32	0	0	47	94	0	0	0	0	20	27	4	0	0
f9c23d09-74e4-07f9-e040-11ac0d482577	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
f9c26646-d2b0-cf30-e040-11ac0d483918	178	209	31	74	0	39	258	0	39	0	0	122	30	52	0	0
f9c39eb7-39a9-6626-e040-11ac0d4870c2	215	192	126	44	0	4	257	0	0	0	0	42	31	7	0	0
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	335	88	27	17	0	20	95	0	0	0	0	0	22	2	8	0
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	294	131	73	60	0	9	180	0	0	0	0	17	20	10	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	166	0	0	38	106	48	17	0	713	0	360	120	128	33	0	0
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	374	47	8	4	0	20	40	0	0	0	0	0	26	0	0	5
f9c51617-3fcb-91c5-e040-11ac0d484abf	289	97	29	10	0	37	180	0	0	0	0	100	32	9	0	0
f9c52187-2e82-d58a-e040-11ac0d484fc4	368	38	35	16	0	20	59	0	0	0	0	7	28	13	0	0
f9c52414-385d-8cc7-e040-11ac0d485037	354	46	21	4	0	34	49	0	1	0	0	0	29	0	0	11
f9c650e7-9053-78eb-e040-11ac0d4874bb	169	162	0	170	111	62	277	2	0	128	0	72	105	22	23	0
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	370	44	6	0	2	32	24	0	7	0	0	0	30	0	0	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	420	0	0	0	0	6	2	3	0	0	0	0	28	0	0	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	303	80	24	12	0	58	81	0	0	0	0	0	25	4	0	0
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	512	4086	1073	0	230	54	0	0	495	481	414	180	102	142
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	348	40	0	61	26	0	63	172	2	0	0	25	0	0	173	0
fa2c3620-7e82-4b12-b135-87986f0f2890	210	0	0	109	14	41	120	0	599	16	51	0	0	539	0	0
fa4d35e3-fc38-4e26-a9e0-521a648acec1	291	115	0	0	0	62	54	0	0	0	13	31	20	2	4	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	174	180	0	0	0	129	73	0	37	0	22	39	28	4	0	4
fa5e2900-95e7-4700-9707-a329cd0c77fd	446	0	0	0	0	0	13	2	0	2	0	0	14	2	0	0
fa676301-902f-473f-8313-5bff34ae549a	274	23	0	59	0	133	0	0	13	21	83	0	0	7	0	3
fa6a60f5-8949-4e01-9435-d3117601627f	164	56	44	0	183	191	2	136	16	84	29	27	34	32	30	0
fa718a69-7d09-424b-90a3-4839ba7dc9b2	349	91	0	0	16	0	0	2	47	0	10	0	41	0	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	426	0	0	0	0	0	1	1	0	0	0	0	33	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	175	197	5	22	46	70	24	3	76	0	91	18	20	15	0	11
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	438	0	0	0	0	0	0	3	10	0	0	0	27	0	0	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	349	24	9	0	5	74	32	15	5	0	0	0	29	0	0	5
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	162	30	385	691	388	26	221	122	21	105	265	179	22	39	0	47
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	192	141	14	113	154	122	117	53	115	13	0	55	6	11	0	9
fabf1f6c-c622-11e3-bf01-24c6515278c0	89	107	24	96	117	244	59	58	24	26	102	32	0	14	3	19
fae88d21-171c-4df4-b258-3c5948a1034b	404	0	1	0	0	34	16	9	10	1	6	0	8	0	1	4
faff4626-615b-416a-b7a6-9d177dcc94a9	99	245	77	45	172	93	3	0	37	42	78	27	0	13	0	34
fb0c6353-a90c-45e2-9355-7cd16cf756ff	63	110	70	190	314	200	59	21	187	87	165	77	29	16	0	5
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	366	16	5	29	0	49	7	0	0	0	0	0	36	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	389	26	0	6	0	23	19	4	13	0	0	0	25	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	267	139	0	44	3	58	75	2	27	6	0	21	29	0	0	0
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	145	376	371	1172	38	50	1050	0	43	0	347	0	395	0	31
fbd899a0-c622-11e3-bf01-24c6515278c0	139	121	60	77	57	185	71	0	21	26	0	0	30	30	0	5
fbea74b5-b1a8-4767-af7c-e179ce8da071	430	0	0	0	0	9	11	5	0	0	0	0	22	0	1	0
fbf937f1-5f30-470c-8a77-46cd1c41e073	363	21	24	3	7	55	47	3	2	0	6	8	20	0	6	0
fc009c3d-66fc-4b9c-ae43-014607e3723a	314	60	0	0	0	84	38	0	3	3	0	0	23	0	0	2
fc249113-83d4-4abe-8c80-a4f7305dcd91	250	0	32	221	723	71	0	70	266	57	2	236	125	7	43	42
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	117	153	0	12	325	204	5	10	0	0	37	33	0	18	7
fc447d51-cdc2-a180-e040-11ac0c4846a4	48	0	477	633	702	7	187	264	107	298	79	128	133	160	200	62
fc447d53-24d1-c83d-e040-11ac0c4846a6	168	23	29	343	492	180	103	168	15	89	0	131	58	2	32	157
fc447d55-95d8-0b34-e040-11ac0d483afa	38	93	76	131	213	231	2	0	284	0	177	0	41	8	0	0
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	341	100	150	0	103	181	0	65	8	40	50	45	7	31	3
fc453f67-6623-4e8c-b519-0bd79e4d4651	73	282	0	255	119	104	39	0	0	0	186	236	0	9	0	3
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3	60	102	160	0	300	258	0	281	1	20	15	64	0	26	35	0
fc639186-8302-798e-e040-11ac0c484cec	111	172	77	74	65	173	135	50	3	8	0	56	13	2	0	20
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	181	269	194	143	123	94	17	181	32	179	94	56	40	24	18
fc68c24d-47ad-7961-e040-11ac0c48595c	0	195	419	139	32	119	236	0	49	0	29	92	95	36	5	22
fc68e599-6a40-61dc-e040-11ac0d48700d	118	153	157	187	457	94	41	173	0	84	0	46	31	39	164	15
