NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	205.41	18.283	41.004	10.725	0.07	0.991	50000.0
2	200.404	17.848	40.162	10.497	0.07	0.992	70000.0
3	201.623	17.952	40.334	10.552	0.07	0.991	100000.0
4	200.78	17.809	39.817	10.365	0.071	0.992	60000.0
5	195.236	17.248	39.056	10.175	0.071	0.992	70000.0
6	195.075	17.219	39.22	10.204	0.07	0.992	130000.0
7	197.794	17.527	39.643	10.35	0.07	0.992	60000.0
8	202.546	17.925	40.117	10.441	0.071	0.991	90000.0
9	198.112	17.512	39.733	10.346	0.071	0.992	60000.0
10	203.117	18.105	41.16	10.742	0.07	0.991	70000.0
11	200.636	17.716	40.302	10.472	0.071	0.991	100000.0
12	201.426	17.981	40.831	10.65	0.07	0.991	90000.0
13	201.161	17.988	40.549	10.607	0.07	0.991	70000.0
14	200.787	17.919	40.249	10.494	0.071	0.992	80000.0
15	201.469	17.913	40.269	10.505	0.07	0.991	50000.0
16	200.97	17.906	40.334	10.533	0.07	0.991	90000.0
17	198.697	17.545	39.842	10.37	0.07	0.992	90000.0
18	201.063	17.975	40.91	10.672	0.07	0.991	90000.0
19	201.794	17.968	40.448	10.566	0.07	0.991	70000.0
20	200.32	17.871	39.945	10.445	0.071	0.992	90000.0
21	199.048	17.868	40.214	10.56	0.07	0.992	90000.0
22	203.482	18.117	40.708	10.625	0.07	0.991	130000.0
23	198.758	17.81	40.041	10.47	0.07	0.992	80000.0
24	195.184	17.314	39.093	10.204	0.071	0.992	120000.0
25	197.162	17.315	39.859	10.341	0.07	0.992	80000.0
26	197.562	17.437	39.696	10.324	0.071	0.992	70000.0
27	200.593	17.708	39.629	10.313	0.07	0.992	90000.0
28	195.358	17.251	38.814	10.099	0.071	0.992	80000.0
29	194.751	17.155	38.993	10.166	0.07	0.992	70000.0
30	202.326	17.984	40.653	10.603	0.07	0.991	100000.0
31	196.963	17.422	39.337	10.24	0.071	0.992	80000.0
32	196.159	17.319	39.064	10.184	0.07	0.992	80000.0
33	194.772	17.185	39.148	10.198	0.07	0.992	60000.0
34	206.678	18.286	41.3	10.762	0.07	0.991	50000.0
35	202.711	18.024	40.813	10.666	0.07	0.991	50000.0
36	204.79	18.181	41.204	10.733	0.07	0.991	100000.0
37	196.564	17.44	39.415	10.295	0.07	0.992	80000.0
38	204.39	18.145	41.091	10.667	0.07	0.991	110000.0
39	199.594	17.688	40.968	10.649	0.071	0.991	130000.0
40	201.367	17.935	40.368	10.561	0.069	0.991	50000.0
41	200.453	17.689	39.973	10.397	0.071	0.991	100000.0
42	201.8	17.986	40.621	10.569	0.07	0.991	90000.0
43	194.583	17.141	39.115	10.18	0.069	0.992	70000.0
