NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
44	205.241	18.315	41.563	10.853	0.071	0.991	60000.0
45	195.59	17.41	39.218	10.244	0.07	0.992	110000.0
46	203.986	18.161	40.709	10.627	0.071	0.991	80000.0
47	201.854	18.034	40.534	10.619	0.07	0.991	140000.0
48	199.749	17.586	39.88	10.363	0.071	0.992	50000.0
49	204.25	18.184	41.114	10.744	0.07	0.991	80000.0
50	201.668	17.958	40.192	10.517	0.07	0.991	90000.0
51	202.772	18.109	40.598	10.621	0.07	0.991	60000.0
52	200.706	17.711	40.433	10.494	0.072	0.991	70000.0
53	204.68	18.151	41.476	10.829	0.07	0.991	80000.0
54	200.99	18.036	40.542	10.631	0.07	0.991	70000.0
55	195.432	17.311	38.71	10.098	0.07	0.992	60000.0
56	194.695	17.272	38.906	10.15	0.07	0.992	90000.0
57	202.241	18.021	40.511	10.569	0.07	0.991	80000.0
58	192.7	17.081	38.322	9.993	0.071	0.992	100000.0
59	196.385	17.173	39.709	10.278	0.072	0.991	70000.0
60	203.7	18.102	40.706	10.621	0.07	0.991	140000.0
61	196.698	17.444	39.335	10.269	0.071	0.992	120000.0
62	202.196	18.024	40.459	10.578	0.07	0.991	100000.0
63	201.094	17.874	40.083	10.444	0.07	0.992	70000.0
64	201.534	17.866	40.285	10.508	0.07	0.991	80000.0
65	204.665	18.24	41.041	10.724	0.07	0.991	80000.0
66	199.916	17.954	40.24	10.574	0.07	0.992	100000.0
67	196.118	17.375	39.672	10.296	0.071	0.992	90000.0
68	195.896	17.325	39.226	10.22	0.071	0.992	100000.0
69	202.609	17.948	40.009	10.415	0.07	0.991	120000.0
70	204.572	18.154	40.784	10.637	0.07	0.991	80000.0
71	194.298	17.199	39.048	10.184	0.071	0.992	130000.0
72	199.781	17.803	40.11	10.483	0.07	0.992	90000.0
73	201.417	17.862	40.228	10.483	0.07	0.991	80000.0
74	197.028	17.473	40.026	10.427	0.07	0.992	90000.0
75	195.841	17.34	39.23	10.195	0.07	0.992	110000.0
76	198.122	17.495	39.497	10.288	0.071	0.992	90000.0
77	203.966	18.188	41.253	10.773	0.07	0.991	90000.0
78	192.9	17.135	39.035	10.169	0.07	0.992	50000.0
79	201.148	17.881	40.811	10.644	0.07	0.991	70000.0
80	203.17	18.006	40.729	10.612	0.069	0.991	80000.0
81	194.925	17.4	38.956	10.173	0.071	0.992	80000.0
82	197.704	17.315	39.806	10.302	0.07	0.991	110000.0
83	195.733	17.303	38.804	10.105	0.071	0.992	70000.0
84	196.429	17.424	39.212	10.244	0.071	0.992	60000.0
85	202.034	17.961	40.25	10.521	0.071	0.991	100000.0
86	201.682	17.788	40.154	10.444	0.071	0.991	90000.0
87	195.126	17.302	39.091	10.206	0.07	0.992	110000.0
88	204.113	18.126	40.771	10.64	0.071	0.991	70000.0
89	204.69	18.295	40.765	10.681	0.071	0.991	80000.0
90	196.747	17.544	39.214	10.268	0.071	0.992	80000.0
91	199.43	17.545	40.107	10.383	0.071	0.991	100000.0
92	200.976	17.857	40.474	10.565	0.069	0.991	70000.0
93	202.892	17.958	40.788	10.583	0.071	0.991	110000.0
94	200.906	17.853	40.497	10.55	0.07	0.991	110000.0
95	192.235	17.044	38.644	10.089	0.07	0.992	160000.0
96	201.61	18.043	40.499	10.6	0.07	0.991	110000.0
97	196.863	17.382	39.427	10.274	0.07	0.992	80000.0
98	198.498	17.525	39.522	10.295	0.07	0.992	100000.0
99	207.015	18.341	41.482	10.79	0.07	0.991	90000.0
100	198.178	17.583	39.916	10.423	0.071	0.992	100000.0
