NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	161.642	14.667	33.549	8.843	0.056	0.994	160000.0
2	160.553	14.356	33.241	8.734	0.055	0.994	150000.0
3	169.726	15.263	34.897	9.139	0.055	0.994	80000.0
4	164.376	14.84	33.838	8.919	0.056	0.994	80000.0
5	161.852	14.583	33.328	8.782	0.055	0.994	60000.0
6	161.046	14.373	33.274	8.703	0.054	0.994	70000.0
7	168.186	15.181	34.721	9.16	0.056	0.994	140000.0
8	166.676	15.07	34.04	8.995	0.056	0.994	80000.0
9	161.378	14.454	33.132	8.678	0.055	0.994	140000.0
10	162.713	14.578	33.835	8.885	0.055	0.994	70000.0
11	164.198	14.587	33.978	8.878	0.056	0.994	170000.0
12	165.163	14.765	33.532	8.795	0.055	0.994	90000.0
13	163.124	14.522	33.921	8.869	0.055	0.994	80000.0
14	159.124	14.344	32.517	8.579	0.056	0.995	80000.0
15	159.661	14.327	33.005	8.681	0.056	0.994	120000.0
16	169.249	15.21	35.466	9.3	0.055	0.994	40000.0
17	167.248	14.984	34.338	9.02	0.055	0.994	70000.0
18	164.05	14.777	33.889	8.936	0.055	0.994	140000.0
19	170.013	15.168	34.491	9.023	0.056	0.994	60000.0
20	165.535	14.639	33.834	8.842	0.057	0.994	150000.0
21	162.015	14.552	32.91	8.661	0.056	0.994	110000.0
22	159.737	14.362	32.92	8.686	0.056	0.994	100000.0
23	167.345	14.969	34.926	9.099	0.055	0.994	110000.0
24	167.714	15.091	34.696	9.104	0.055	0.994	60000.0
25	165.176	14.403	33.359	8.661	0.057	0.994	100000.0
26	174.625	15.556	35.82	9.361	0.055	0.993	70000.0
27	164.339	14.64	34.285	8.964	0.055	0.994	100000.0
28	161.084	14.337	33.177	8.68	0.056	0.994	90000.0
29	162.468	14.389	33.776	8.832	0.056	0.994	100000.0
30	171.91	15.345	35.59	9.305	0.055	0.993	80000.0
31	170.009	15.518	35.379	9.312	0.056	0.994	60000.0
32	163.363	14.577	33.468	8.776	0.054	0.994	80000.0
33	160.097	14.365	33.112	8.722	0.056	0.994	150000.0
34	167.598	14.788	34.374	8.94	0.056	0.994	70000.0
35	171.777	15.397	35.078	9.182	0.055	0.994	90000.0
36	156.986	13.973	31.997	8.388	0.056	0.994	120000.0
37	161.112	14.354	32.718	8.605	0.055	0.994	170000.0
38	163.902	14.835	33.655	8.883	0.056	0.994	110000.0
39	173.536	15.536	35.075	9.182	0.056	0.994	90000.0
40	160.832	14.286	32.901	8.631	0.055	0.994	180000.0
41	165.744	15.088	34.191	9.081	0.055	0.994	110000.0
42	164.112	14.836	33.804	8.884	0.055	0.994	70000.0
43	166.623	14.923	34.62	9.103	0.055	0.994	110000.0
44	171.332	15.355	35.561	9.281	0.056	0.993	80000.0
45	166.027	15.088	34.518	9.137	0.056	0.994	180000.0
46	165.708	14.847	34.09	8.969	0.056	0.994	120000.0
47	165.927	14.938	34.126	8.96	0.055	0.994	90000.0
48	166.25	14.92	34.545	9.047	0.056	0.994	160000.0
49	163.245	14.49	33.61	8.825	0.056	0.994	70000.0
50	160.548	14.355	33.127	8.721	0.056	0.994	100000.0
51	164.216	14.768	33.583	8.84	0.056	0.994	140000.0
52	173.844	15.765	36.159	9.484	0.056	0.993	80000.0
53	166.105	14.806	34.666	9.072	0.056	0.994	130000.0
54	166.689	15.008	34.689	9.123	0.055	0.994	180000.0
55	163.281	14.556	33.859	8.869	0.056	0.994	110000.0
56	161.518	14.393	32.803	8.623	0.056	0.994	130000.0
57	170.511	15.197	35.031	9.111	0.056	0.994	80000.0
58	170.761	15.578	35.544	9.381	0.055	0.994	90000.0
59	166.586	15.002	34.421	9.039	0.056	0.994	70000.0
60	160.674	14.306	33.319	8.746	0.055	0.994	110000.0
61	165.408	15.111	33.788	8.974	0.055	0.994	80000.0
62	165.272	14.762	33.56	8.822	0.057	0.994	120000.0
63	164.384	14.709	34.297	8.984	0.054	0.994	90000.0
64	171.382	15.306	35.434	9.251	0.056	0.993	80000.0
65	161.117	14.519	33.225	8.788	0.055	0.994	90000.0
66	164.946	14.694	33.883	8.891	0.057	0.994	90000.0
67	166.187	14.818	34.162	8.933	0.056	0.994	70000.0
68	167.876	15.018	34.649	9.086	0.055	0.994	100000.0
69	163.669	14.788	34.121	8.975	0.055	0.994	140000.0
70	166.239	14.898	34.595	9.083	0.055	0.994	80000.0
71	171.341	15.069	35.644	9.246	0.056	0.993	60000.0
72	157.982	14.21	32.517	8.565	0.055	0.994	150000.0
73	175.081	15.895	36.248	9.547	0.055	0.993	70000.0
74	172.32	15.517	35.261	9.251	0.055	0.994	90000.0
75	166.398	14.827	34.564	9.004	0.055	0.994	160000.0
76	168.883	15.22	34.315	9.039	0.056	0.994	140000.0
77	160.752	14.314	33.757	8.81	0.055	0.994	80000.0
78	170.601	15.204	35.006	9.147	0.055	0.994	80000.0
79	176.164	15.932	36.894	9.704	0.056	0.993	80000.0
80	170.517	15.06	35.015	9.08	0.055	0.994	110000.0
81	166.598	15.054	34.746	9.103	0.056	0.994	70000.0
82	164.983	14.626	34.225	8.953	0.055	0.994	90000.0
83	161.298	14.474	33.171	8.709	0.056	0.994	110000.0
84	163.224	14.564	33.517	8.795	0.055	0.994	70000.0
85	167.308	15.038	34.565	9.107	0.055	0.994	140000.0
86	175.244	15.666	35.62	9.332	0.056	0.993	70000.0
87	169.002	15.15	34.636	9.089	0.055	0.994	110000.0
88	164.442	14.617	33.801	8.855	0.056	0.994	100000.0
89	160.937	14.396	33.231	8.76	0.055	0.994	90000.0
90	165.51	14.873	33.735	8.88	0.056	0.994	90000.0
91	167.739	15.184	35.29	9.296	0.055	0.994	100000.0
92	166.071	14.779	34.556	9.043	0.056	0.994	100000.0
93	165.018	14.684	34.234	8.956	0.055	0.994	70000.0
94	171.809	15.535	35.857	9.435	0.056	0.993	150000.0
95	171.513	15.372	34.706	9.09	0.056	0.994	130000.0
96	166.035	14.909	34.353	8.992	0.054	0.994	60000.0
97	161.041	14.448	33.297	8.739	0.055	0.994	110000.0
98	159.322	14.314	32.893	8.667	0.055	0.994	100000.0
99	160.978	14.5	32.876	8.695	0.057	0.994	180000.0
100	157.738	14.173	32.839	8.655	0.055	0.994	90000.0
