Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.997	294.012	10.999%	47.141	7.874%	0.02699	0.996
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	31.886	6.828%	8.695	2.726%	0.03332	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	74.404	11.29%	12.203	4.06%	0.0413	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	39.655	8.044%	6.945	2.203%	0.05378	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.998	115.932	13.512%	23.357	7.169%	0.08074	0.997
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	41.291	8.496%	11.153	3.478%	0.0546	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	39.196	7.509%	7.982	2.559%	0.04515	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	28.443	6.17%	8.056	2.517%	0.03264	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.998	126.409	15.322%	23.618	7.086%	0.07472	0.998
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	75.29	10.414%	12.367	4.047%	0.05653	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	37.787	8.023%	8.699	2.738%	0.03623	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	29.279	6.024%	6.004	1.852%	0.02973	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	48.62	9.226%	9.332	2.906%	0.06382	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	82.178	13.45%	17.076	5.455%	0.07709	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.992	152.073	19.879%	37.991	12.458%	0.11207	0.992
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.995	298.069	15.039%	50.092	10.706%	0.05435	0.994
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.992	302.969	12.509%	66.688	12.917%	0.05477	0.988
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	46.134	8.923%	7.996	2.497%	0.04934	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.995	172.236	17.665%	33.825	10.471%	0.09519	0.994
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	83.694	11.371%	14.362	4.587%	0.0671	0.999
