MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N
SS[>8]	0.03594099998474121	0.0	4.374051276734292e-10	0.0005345214323345715	0.008052397728637289	9.799337929994323e-09	1.401298464324817e-47	6.674527766037386e-09	1.1345498762693752e-09	1.7747135316881214e-10	0.0	8.813928160655848e-09	4.558797002118809e-08	0.0
NC50[<=2]	0.0012502158642746508	3.649926472171217e-11	1.911495201056823e-07	2.874679545961101e-07	2.829132705883808e-10	6.337195102790184e-08	2.01481073824894e-09	2.7829135064916244e-06	7.525936822130319e-05	7.575840754725504e-10	1.4482664845161253e-10	1.1018439462517904e-06	3.951257545651288e-06	7.324049672874367e-07
NC50[3]	0.0005819273344241083	0.0	7.477107368769609e-07	0.0	0.00023029567149933426	1.5971466829078906e-06	4.865474035134376e-05	1.1000809220229613e-05	9.198828083579968e-05	6.888591770026764e-07	0.0	3.1163845051276364e-06	7.597643292172052e-06	2.6801012160646564e-05
NC50[4]	0.000163925947399548	0.0	6.095378103054827e-07	0.00019251728285325952	0.0009555228480166988	4.4979354242968837e-07	0.0001611186285616384	1.9607619328938052e-05	1.5202126789413129e-05	3.910987288691103e-07	1.5999758034013212e-06	9.690027497981646e-06	2.7120813062442295e-05	0.0002950281601329152
NC50[5]	2.3907875855861958e-05	1.1522357672366646e-06	1.3497031160867313e-05	0.0005849996930919587	0.0008213320770300925	2.5274780365958092e-06	8.05920397084492e-11	7.238368301756282e-06	1.7423376416303427e-07	2.055470529437775e-05	2.7965876387203716e-07	7.549600597975825e-06	7.30343801738087e-07	2.0306474650677586e-06
NC50[6]	4.002289707472073e-06	0.00018285412338485684	1.2031054724475076e-05	0.0006161412267829292	0.00042355157587735447	1.3308451961197009e-05	2.3462316534050843e-11	0.0	0.0	7.388604512307494e-05	0.00012504405538038554	0.0002651430242704578	1.377132284687832e-06	4.537144139007409e-06
NC50[7]	9.10680593975144e-06	0.0003800415802106727	4.454864877629916e-06	3.6410756519922315e-05	0.00010254577659686959	3.3218764845059926e-05	3.6142181336629163e-09	1.6626826138121943e-10	0.0	0.0001729783233695059	0.0002229343860017252	0.00019039004866499453	2.802596928649634e-47	3.6984097096137702e-06
NC50[>7]	2.526536271034274e-05	6.401357419690613e-05	1.152825945816005e-11	2.2369284267326205e-06	2.021647266346349e-05	4.567377752013324e-06	2.8024434341578084e-06	7.203302843095116e-11	7.605318042003262e-12	5.698360708275896e-05	8.229794521383838e-05	3.725174206348214e-05	1.4414650845564481e-05	7.358253650835422e-10
BoChr[1]	3.269768050161992e-06	0.013849494130851596	0.015611923566401913	0.004899350495528836	0.0038530223082337755	0.010501382833851238	0.0007962310445420793	0.023742777971790224	0.004624175863808236	0.0014627473691889747	0.019882263372910814	0.10318337644450366	0.02840415884555398	0.00978004546489018
BoChr[2]	4.2233351183798005e-05	0.0209093143325299	0.018889338150038383	0.007836689507239498	8.99247769625644e-05	0.0068643440943560565	0.0035262767219956005	0.007278340241390993	2.1056462719570846e-06	0.003462651317918244	0.003592951928731054	0.014845247639896116	0.002364060073159635	0.0006569507910171524
BoChr[3]	0.00010535653071987561	0.010236221782397479	0.024734147059207318	0.007851676930877148	0.000664000532720771	0.006372226501996557	0.009151343948069553	0.01777790321356008	7.468488547601737e-05	0.006355003571495185	0.004076311385251824	0.010938569369981223	0.0037684818097620527	0.001933315210044384
BoChr[4]	1.317768736686098e-08	0.009370160283547193	0.005046116329987065	0.0009239995692871617	0.002171391100667961	0.00137566959252581	0.004862827191599254	0.023423890135489955	0.002161144312703982	0.006419514628360048	0.007392287707073848	0.020264713170618148	0.0012512683868408203	0.02224079314270057
BoChr[5]	5.883126237238301e-07	0.00897032167937141	0.001680405108759563	0.0005783699252424413	0.003343940982404092	0.004221219530154485	0.0019707705114009144	0.0552848961786367	0.008227826898971634	0.0066981992860905845	0.0025010020435792058	0.022554935733933235	8.266470395028591e-05	0.004475203675683588
BoChr[6]	8.530566013627006e-06	0.006853262361244859	0.011546853575277675	0.004576626511493202	0.0023718896821070955	0.011122593665841904	0.0057276380488262115	0.0075796942269397505	0.0026288630795625067	0.006198484324800557	0.006234646977486023	0.0622325862602986	0.01511633915643202	0.01793084410456231
BoChr[7]	0.00010052575858832013	0.007626971870921864	0.010641893746530205	0.002191329584232733	0.0033357878536763507	0.003968321959399219	0.0011362613901548001	0.04422928543010823	0.0005296650950666049	0.0038813198214179456	0.004760200904693619	0.030429015562986023	0.01134006094565848	0.010314731110120191
BoChr[8]	1.9216359184781595e-07	0.008208287824658003	0.002398314005580978	0.0003948163890150802	0.0008447257170806566	0.0013120599845168046	0.000768729122624241	0.0014440261084825417	0.0014648538975561393	0.0010174463732416795	0.005302804010869852	0.00018615581521965477	8.084042017888189e-08	0.30566593796014785
BoChr[9]	9.262170637303058e-07	0.0009179544051325217	0.009503866944578476	0.0033959318271035953	0.007579161828252836	0.008211501651169328	0.006401988784473076	0.002398101867283913	0.00036264289845899355	0.008780395811772906	0.008083250532508827	0.01909863210581534	0.008908340048510582	0.00010443819919601083
