Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z
af9cfac8-7fbe-49cb-aeca-8d68aea57994	14	270	156	0	89	334	122	212	193	15	351	19	209	157	138	106	35	68	12	28	24	25	20	114	42	0
afd1f2e0-343c-416d-8e8f-2177f312c2f0	389	0	5	17	3	0	4	0	0	0	0	26	18	0	0	2	0	0	0	0	0	0	0	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	70	212	151	106	210	0	27	0	37	270	0	62	32	190	69	69	42	8	1	0	0	2	119	1	34	0
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	407	0	5	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	0	0	0	0	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	221	156	61	111	56	40	0	9	2	59	0	34	22	34	15	25	0	32	49	4	0	0	0	3	8	0
b02b4bba-6e66-44fb-a48f-38c309aaaac5	83	171	90	212	116	1	0	0	1	174	0	40	0	43	29	0	47	3	0	0	4	4	0	2	7	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	290	168	0	63	208	0	0	14	39	191	7	38	33	0	7	0	0	0	0	3	7	6	0	1	8	34
b061cb06-e927-4f24-82bb-9e651f7ae0e3	413	0	0	0	0	24	13	0	0	0	0	0	16	0	0	13	2	2	1	1	1	1	3	2	3	0
b070af2a-c622-11e3-bf01-24c6515278c0	34	76	14	187	29	201	156	151	95	7	74	27	85	25	25	0	0	5	38	8	3	44	11	3	0	40
b07bad52-d44c-4b27-900a-960985bfadec	265	4	47	90	24	0	39	1	13	36	0	23	20	6	0	6	0	4	1	3	0	1	0	11	0	0
b0a83df8-dd2c-4c1b-b238-9081d2c22258	410	0	5	0	1	0	0	0	0	2	0	26	17	0	0	0	0	0	0	0	0	0	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	364	0	0	33	8	0	17	0	0	10	0	23	17	0	0	0	0	0	0	0	1	0	0	0	0	1
b0d1fde4-928f-4f4c-bff6-33b885582bb5	419	0	0	0	0	0	4	0	0	4	0	22	20	0	0	0	0	0	0	0	0	0	0	0	3	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	399	0	15	0	0	0	19	0	0	7	0	25	17	0	5	0	0	0	0	0	0	0	0	0	0	1
b16780b0-75ba-4304-87e0-33f1e321b622	172	20	7	120	31	61	141	0	23	1	0	5	25	2	0	25	2	1	21	11	2	0	4	8	5	0
b1753e9c-29d0-4955-89d2-949cdabd1211	423	0	0	0	0	0	0	0	0	2	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	424	0	3	0	0	0	0	0	0	4	0	20	19	0	0	3	0	0	1	1	0	0	1	1	0	0
b1d2457d-3267-46ba-9fdf-663985e60538	391	0	1	19	3	0	3	0	3	0	0	28	16	0	1	0	0	0	0	1	0	1	0	0	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	134	66	84	208	12	0	0	0	0	11	32	36	0	0	0	36	0	1	0	13	0	1	9	2	0	0
b1f19de6-c622-11e3-bf01-24c6515278c0	209	59	70	117	41	0	41	0	8	86	1	22	0	8	6	0	0	4	9	8	3	1	2	1	11	0
b1f2442f-a973-47b4-9891-f028f0d44adc	261	0	0	100	10	0	73	1	0	31	0	20	11	2	5	0	3	0	0	0	0	1	0	1	3	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	322	0	0	70	0	1	34	0	4	2	0	8	15	2	0	36	2	1	1	0	2	1	1	0	2	1
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	16	1072	102	0	827	193	4	0	103	135	26	214	45	0	7	304	83	36	57	37	40	41	39	15	4	1
b24feafa-f2e9-4498-8471-a9e42c80cc9f	428	0	0	0	0	0	0	0	0	27	0	0	20	0	0	0	2	1	1	0	0	1	0	0	0	1
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	306	64	34	77	15	0	6	0	1	39	0	27	11	1	0	0	0	1	18	10	0	0	0	1	0	0
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	292	224	0	580	6	0	131	100	227	0	178	34	308	22	283	65	39	44	37	18	13	10	19	0	0
b28f7607-f162-425f-b44d-64e9633c8824	410	1	5	0	0	0	0	0	0	2	0	23	17	0	0	3	1	0	0	0	1	0	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	334	18	25	67	0	0	0	0	0	12	1	26	20	20	9	23	0	1	0	1	0	0	1	0	0	0
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	238	97	0	113	0	46	66	87	0	57	45	20	22	0	0	8	55	0	2	0	0	5	18	0	2	0
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	147	29	41	148	42	8	111	0	13	70	0	24	22	5	0	0	0	13	6	0	0	0	2	1	3	0
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	174	0	63	169	0	0	24	0	38	19	5	42	2	13	74	0	0	1	4	0	0	1	3	3	0	1
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	359	0	0	36	0	0	21	0	0	9	3	21	20	0	0	0	0	1	0	0	1	0	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	23	96	40	126	80	67	269	34	100	30	2	34	79	25	0	67	22	12	23	9	8	12	2	0	0	8
b330c50b-c45f-413d-918f-33275d0d8f91	395	0	7	17	0	0	11	0	0	11	0	23	18	0	0	0	1	0	0	0	0	0	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	228	5	73	133	1	0	3	3	11	20	1	32	7	7	28	0	1	0	0	3	0	1	1	0	0	1
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	137	17	60	192	0	0	38	0	10	24	5	43	2	4	104	0	0	1	1	2	0	5	1	0	4	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	16	671	0	0	535	690	0	226	305	177	234	179	337	589	175	175	98	35	57	289	33	148	29	21	0	0
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	255	0	12	102	18	5	65	17	5	40	6	19	10	2	4	0	1	9	0	0	1	1	1	2	1	4
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	105	253	0	213	7	215	0	33	114	0	69	0	85	7	86	23	19	18	14	9	7	5	5	0	0
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	203	32	46	163	9	26	4	4	0	0	1	18	6	13	5	49	0	10	4	0	5	3	5	6	0	0
b3befa40-8f44-4eb6-ada0-ec395f460656	93	137	79	113	59	195	76	142	79	1	73	30	29	31	77	28	17	23	34	19	22	18	21	18	14	0
b3f1d232-4392-4258-9256-d38ff4b59f94	240	35	5	99	89	3	81	0	0	75	1	31	15	0	15	0	0	0	7	0	0	5	10	0	0	4
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	156	15	142	108	0	0	43	0	2	48	1	35	6	32	68	0	3	0	1	7	4	7	2	0	0	0
b421b9ca-c622-11e3-bf01-24c6515278c0	61	0	121	111	38	195	133	43	38	34	167	2	25	136	63	84	0	18	10	0	4	100	0	11	115	0
b42d183c-bc9c-4652-9e56-10c54c5ee96e	223	42	101	67	10	59	74	0	10	13	0	4	0	13	0	32	2	3	13	5	15	7	0	2	0	2
b47aa163-eec9-4225-940b-4373e78152e2	203	33	25	153	19	0	46	0	0	45	0	20	15	7	3	2	0	2	1	0	1	0	2	1	11	9
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	394	0	12	22	0	0	0	0	3	6	0	23	19	0	0	3	1	0	0	0	1	0	0	0	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	414	0	0	0	0	0	0	0	0	0	0	15	19	0	0	11	2	0	0	2	0	0	0	0	0	0
b49d5310-3cc5-4386-9444-cf0d61b52376	75	79	105	132	151	2	79	48	89	99	0	41	10	40	38	54	4	22	38	5	2	0	8	1	3	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	181	7	36	205	47	0	7	0	0	44	0	30	3	4	0	0	1	1	0	2	1	0	2	1	0	1
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	385	0	15	26	0	0	9	0	0	29	0	7	17	0	0	0	2	3	1	0	1	1	1	0	0	2
b4f515ce-5bee-4e40-a66a-01f41e92181e	65	44	154	145	11	14	98	7	57	26	0	21	24	6	45	65	5	6	2	7	26	14	1	1	0	0
b51fa117-2c0a-4e1d-8ec4-9f039073a486	388	3	0	0	12	0	42	0	0	9	0	24	15	0	0	8	2	4	0	1	0	0	0	0	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	193	13	75	165	10	3	8	0	2	44	0	19	10	16	14	5	3	0	1	0	1	4	3	1	8	4
b53dcb4d-f894-47b8-8a4e-17c7998d8120	43	310	168	56	76	75	112	97	123	138	67	32	85	122	63	142	32	16	7	18	87	8	10	2	4	15
b54b9433-ec10-4cb5-a860-4555da64917b	38	209	196	85	137	50	83	13	213	58	17	40	47	0	70	110	0	13	7	19	11	13	22	15	10	33
b55751c4-c622-11e3-bf01-24c6515278c0	246	23	39	117	18	2	31	6	0	32	15	28	16	8	12	7	3	0	0	0	0	13	1	1	5	0
b5cabba2-30a4-458e-897c-00ec3fefa6d2	319	7	11	72	31	10	0	0	16	9	0	27	25	5	11	9	0	2	0	0	0	1	0	0	17	0
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	423	0	0	0	0	0	0	0	0	4	0	17	20	0	0	5	0	0	0	2	0	1	0	0	1	0
b5dd0bc9-6c1c-4272-b920-744de37d0aee	160	56	104	143	70	0	25	0	0	104	0	44	0	86	2	15	11	5	3	0	1	4	5	2	0	6
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	214	190	12	170	8	1	2	0	10	118	9	37	12	10	12	0	0	0	0	0	0	0	3	6	20	0
b60392fb-43d9-4c9c-b91b-ded40492e61c	190	47	0	212	0	40	0	12	126	8	24	11	0	11	12	23	6	3	7	35	3	4	3	1	0	0
b61f7f76-f365-4071-a28d-bf354d5a670d	399	0	0	5	0	0	13	0	0	0	0	23	17	0	0	6	0	0	0	1	3	0	0	0	0	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	395	0	0	9	0	0	10	0	0	5	0	22	19	0	0	0	1	0	1	0	0	0	0	0	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	337	5	7	44	0	3	33	0	2	11	0	12	20	0	2	18	0	9	1	3	0	0	0	4	0	0
b67208c4-c622-11e3-bf01-24c6515278c0	270	0	43	75	14	0	42	0	11	39	0	18	26	5	0	0	0	4	10	0	0	0	1	1	10	0
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	419	0	6	0	0	0	0	0	3	2	0	24	19	0	1	0	0	0	0	0	0	0	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	292	6	10	105	0	0	30	0	2	11	0	25	17	2	0	8	0	2	0	0	1	1	1	1	0	0
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	61	65	168	150	86	19	77	0	13	70	0	39	31	51	22	49	17	9	9	15	2	1	1	1	0	0
b7008a98-5aa0-4cc9-9bee-af2a422266db	57	127	151	143	77	36	105	0	48	109	1	45	29	77	0	29	10	6	4	22	12	1	13	21	15	0
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	517	395	0	214	25	1	0	11	46	0	117	0	0	22	197	16	49	16	22	29	12	0	0	0	0
b73523d7-f5a5-4140-8537-4df4d1ecf465	29	169	207	61	83	170	143	59	85	15	114	16	70	32	27	61	0	25	30	38	25	15	6	7	43	0
b752b444-f033-4be4-9d24-e5e80b4181af	21	0	30	0	612	460	76	314	278	9	0	94	166	204	130	140	52	79	58	0	37	26	26	3	55	0
b757a040-3c9e-45e7-a045-9cd08db11d62	0	701	178	0	288	221	9	285	253	107	109	141	205	155	119	200	79	63	23	22	63	38	5	36	0	7
b75b2663-dcc6-411c-bfcc-574aa33cf388	25	10	96	184	74	0	159	0	26	72	0	36	0	36	6	26	4	2	15	8	8	1	3	2	0	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	670	372	0	174	66	0	0	47	41	79	122	61	3	17	203	7	24	16	22	14	38	11	75	0	5
b7722577-f200-4dec-97f6-4fab3a9ba52d	315	14	20	80	0	0	8	0	0	11	0	27	14	0	0	0	0	0	0	0	0	0	0	0	3	0
b77543e4-c622-11e3-bf01-24c6515278c0	104	65	170	41	6	2	188	21	82	33	0	52	43	0	28	22	8	15	2	9	4	0	1	3	0	0
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	155	10	43	179	84	22	33	0	35	62	24	24	20	27	23	12	32	6	15	0	2	8	0	0	0	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	67	269	51	168	135	72	66	7	41	45	245	57	62	18	36	75	0	24	6	46	9	3	59	6	18	43
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	397	0	0	19	0	3	0	1	0	0	0	10	16	0	3	25	1	1	1	1	0	4	1	1	0	0
b7fbd99c-dea0-4448-a430-7f94c611e702	235	0	0	126	16	12	63	0	16	16	0	15	14	7	0	23	12	2	0	7	1	1	1	1	0	0
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	424	0	0	0	0	0	0	0	0	2	0	22	20	0	0	0	0	0	0	0	0	1	0	0	0	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	298	12	15	74	25	0	32	0	0	27	0	25	9	2	0	0	0	1	0	0	1	0	1	4	10	0
b8151614-b08f-49a3-ab6f-2e780f765a17	273	113	83	62	47	0	0	0	5	93	32	28	5	2	15	0	0	0	0	0	30	29	10	0	0	0
b8270565-9e02-4d46-9534-08206bfd027a	339	27	12	32	25	2	29	12	19	47	1	16	24	0	31	5	0	0	0	0	0	0	33	1	11	0
b86655a4-c622-11e3-bf01-24c6515278c0	263	7	0	97	0	33	69	12	59	12	20	5	15	0	0	15	2	3	7	0	20	1	2	1	1	0
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	101	416	98	146	84	243	25	12	51	0	127	24	0	0	0	68	18	3	0	28	0	5	65	34	0	132
b86e88e7-0d5f-4b32-a35f-dc97251ab990	229	39	76	115	0	0	30	3	12	31	7	26	15	5	0	9	0	0	1	1	3	4	1	1	10	0
b88f014e-bc0f-4775-8228-39e0b471c3b0	75	146	74	175	75	165	46	63	64	24	139	25	59	21	12	14	124	8	8	3	16	8	1	0	64	0
b8cd6882-be27-4742-bc63-3227d31bf704	373	0	12	29	0	0	7	0	0	1	0	28	15	1	6	0	0	1	0	0	0	0	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	54	92	52	167	76	67	185	28	0	58	11	37	90	33	50	58	20	8	9	1	6	2	0	1	9	0
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	225	22	67	113	21	0	35	0	0	41	0	22	5	19	0	20	0	1	5	1	2	0	1	1	12	0
b97941dd-9844-4db2-9e25-42c725f47d70	84	218	185	124	27	4	61	0	0	53	0	52	0	0	2	51	7	9	5	2	8	2	1	11	0	2
b994762c-c622-11e3-bf01-24c6515278c0	89	60	144	108	6	36	131	31	28	42	0	24	20	21	4	37	1	10	5	2	30	4	2	8	0	0
b9bcba3a-c9be-4305-b5f4-c861282921e0	8	150	237	152	33	128	7	96	63	4	5	29	0	34	118	93	19	19	4	52	6	6	6	2	0	0
b9d1a64e-d445-4174-a5b4-76dd6ea69419	264	7	30	88	3	11	51	0	77	2	11	9	7	0	0	33	0	17	7	5	0	1	0	2	1	1
b9d2e29e-8546-4310-aeea-e029f17c0516	382	0	12	15	0	0	21	0	0	8	0	21	19	0	0	2	1	0	0	2	1	0	0	0	0	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	228	48	66	95	32	0	43	0	8	57	0	33	2	21	3	3	0	4	1	4	7	3	0	0	5	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	322	2	21	71	8	1	14	1	1	21	0	18	20	0	0	7	0	5	0	0	7	0	1	2	0	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	124	50	60	206	12	2	62	0	17	36	0	25	8	26	15	40	7	5	1	4	4	1	0	1	5	0
ba5667da-7688-4931-bdb7-d65f391caf60	403	0	3	2	0	0	7	0	0	1	0	23	19	0	0	0	0	0	0	0	1	0	0	0	0	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	407	0	3	9	0	0	9	0	0	5	0	21	17	0	4	2	4	0	0	1	0	0	0	0	0	0
ba686386-8113-4885-b20f-6ad09a295604	415	0	0	0	0	0	0	0	0	12	0	13	18	0	0	0	1	1	0	0	1	0	0	1	0	0
ba940092-c622-11e3-bf01-24c6515278c0	0	116	94	53	76	565	0	149	913	0	69	69	21	431	383	118	88	91	31	41	37	93	58	52	58	0
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	348	1	0	33	6	0	55	0	5	15	0	24	15	0	6	0	0	4	0	1	0	3	0	0	0	0
baa02e74-9cae-4996-858e-17d9f52d924b	324	0	14	73	0	0	19	0	3	5	1	26	18	2	10	8	2	0	0	0	0	1	2	0	0	2
bb02202f-d140-4bec-95ce-5c2b117a2167	153	121	60	153	85	0	43	0	3	139	2	46	5	30	0	0	22	3	14	0	5	3	10	0	0	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	420	0	1	0	13	0	0	0	0	8	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
bb567851-d4ff-4a93-8576-04a37aea68af	386	0	0	13	0	0	17	0	0	5	0	22	20	0	0	0	1	0	1	0	0	0	0	0	0	0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	144	41	24	163	42	0	47	38	52	83	9	17	30	0	34	11	40	3	5	0	7	4	0	0	31	0
bb6150f7-23e4-40f2-b466-6b6edd19c502	183	32	37	153	24	37	29	18	16	20	3	8	17	11	51	57	0	3	11	23	0	1	0	2	0	9
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	211	24	70	128	31	0	17	0	0	34	0	34	5	18	0	11	2	2	4	2	0	1	1	3	0	0
bb65d670-0411-4fc5-a6cb-019caec1ab36	22	235	144	154	92	101	69	76	113	63	58	46	58	0	55	57	14	10	12	0	25	8	22	5	3	62
bb66787e-e0b2-45b6-b452-98a6c32132e7	409	0	0	0	1	0	7	0	0	0	0	26	17	0	0	0	0	0	0	1	0	0	0	0	0	0
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	342	24	5	37	20	0	23	0	3	40	0	17	19	0	6	0	0	0	0	0	1	0	12	8	14	0
bb91765e-4c55-4e7d-93e8-77face8c91f4	394	1	7	25	4	0	0	0	3	4	0	26	16	0	1	2	1	0	0	1	0	0	0	1	0	0
bba106ce-c622-11e3-bf01-24c6515278c0	156	29	1	164	5	9	94	45	28	40	5	24	41	0	20	1	0	2	14	2	0	0	2	4	19	0
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	77	191	142	85	47	159	127	29	44	5	99	32	97	49	16	64	9	19	4	0	22	15	21	36	15	0
bbbc531a-dd41-40b7-ae59-e35508aea0c7	382	24	0	14	5	11	22	37	10	30	27	19	43	0	0	0	2	0	0	0	0	0	0	2	3	12
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	21	97	106	84	144	20	277	0	16	146	0	35	13	42	1	10	41	6	10	3	14	5	0	20	4	0
bbe59385-5f83-43f6-a485-517c860bef6f	0	237	210	149	78	155	95	0	106	3	40	16	17	24	0	91	50	14	10	9	7	14	19	6	9	5
bbff7954-95ec-455c-b0bc-92f67a09ee77	185	106	10	143	12	112	80	12	131	8	117	42	81	14	12	0	0	30	0	12	0	1	0	3	5	19
bc0dee07-de20-44d6-be65-05af7e63ac96	0	1508	20	0	733	384	0	129	297	136	23	216	114	0	95	281	118	45	148	67	20	27	32	22	68	20
bc1d5327-2e76-4e0e-b749-72a559469d0d	19	58	146	0	74	150	322	94	87	32	54	17	122	42	26	43	20	53	19	8	13	15	0	7	11	3
bc395326-1656-4ef2-bb19-0cb29194b91c	412	0	0	0	0	0	0	0	0	0	0	23	18	0	0	2	0	0	1	1	0	0	0	0	0	0
bc5160ae-d629-46c4-b068-7075876b9103	408	0	0	0	0	0	2	0	0	0	0	18	17	0	2	13	0	0	0	5	1	1	1	0	0	0
bc69c97c-65c1-4e1c-a241-d17d3130e024	397	0	18	1	0	0	15	0	0	3	0	25	17	0	0	1	0	0	0	1	0	0	2	0	0	0
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	0	179	296	0	168	4	181	12	21	147	0	68	0	65	22	61	7	14	25	8	3	5	13	6	12	3
bc9f105f-6d99-44ac-9871-67defd5e85cd	83	0	223	89	72	0	36	7	76	92	5	72	14	85	165	0	16	3	11	3	5	8	3	0	0	0
bcc74a5e-c622-11e3-bf01-24c6515278c0	100	44	99	204	0	0	37	29	16	15	3	40	0	0	5	22	1	6	4	2	1	1	0	1	2	0
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	325	4	9	75	0	0	1	0	5	0	2	29	17	0	18	0	2	1	1	0	0	0	1	0	0	0
bcd52bcb-6e35-4220-9775-96dabff926b4	424	0	0	0	0	0	0	0	0	2	0	22	20	0	0	0	0	0	0	0	0	0	1	0	0	0
bce88385-4a1b-4a8c-920c-060f6a2675d4	39	118	96	187	28	64	140	23	88	18	61	35	55	0	3	35	0	4	8	39	5	10	16	1	0	1
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	127	79	33	150	62	52	125	0	39	19	12	30	25	10	0	39	3	3	26	13	0	1	2	1	15	1
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	28	0	185	193	109	127	6	7	163	5	0	26	14	87	0	67	16	22	15	4	40	2	13	1	0	0
bcf54c96-2b62-4e24-926f-d77576250dd1	367	0	1	30	8	0	18	0	0	14	0	25	16	2	0	0	1	0	0	0	0	1	0	0	1	0
bcf76f1a-7109-422d-94c9-5e8364895fa0	0	1908	0	0	944	1828	0	0	245	46	613	28	497	218	93	0	168	96	119	152	237	118	62	0	96	175
bcf858fd-cc3b-4fde-ab10-eb96216f4366	413	3	1	0	0	0	0	0	0	0	0	25	17	0	0	0	0	2	0	0	0	0	0	0	0	0
bd1ce02b-bfaf-4cde-aaac-06097a12e248	386	0	0	16	0	0	27	0	0	7	0	22	21	0	0	0	0	0	0	0	0	0	0	1	0	0
bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71	419	0	1	3	3	0	2	0	0	4	0	19	18	0	0	9	0	0	0	1	0	0	1	1	0	0
bd2ec47b-a120-4b3b-b10d-aee09805ab33	402	0	4	16	0	0	5	0	0	28	0	6	18	0	0	0	1	1	0	0	2	3	0	1	0	3
bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f	30	97	127	163	0	119	84	210	138	22	52	55	70	0	0	0	6	14	2	10	8	30	0	6	5	4
bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1	260	30	48	86	45	0	37	0	1	70	0	31	6	16	0	0	0	3	0	0	0	11	0	4	0	0
bd3e88b3-b37c-4641-85fa-d8125ba324ca	36	318	294	0	144	22	136	0	33	171	0	69	10	47	36	25	49	13	8	27	13	10	0	11	13	0
bd403458-5154-488b-931a-a7e737a6bf8c	367	3	10	34	3	0	10	0	0	6	0	26	15	2	0	0	0	0	0	0	0	0	0	0	0	0
bd6bd940-ef06-433a-80d9-dca5683e9cd2	222	39	43	141	42	0	0	0	0	66	2	34	3	27	11	0	1	0	0	0	2	0	0	0	23	0
bdbcffb0-c7da-4e7d-8002-9feffe48533c	341	39	72	15	0	0	21	0	0	37	0	26	11	2	0	0	0	0	0	0	0	0	0	0	0	10
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	345	0	33	43	3	0	0	0	0	13	0	25	14	7	0	0	1	1	0	0	0	1	0	1	0	0
bdeeb1a6-c622-11e3-bf01-24c6515278c0	336	0	0	50	1	0	49	0	7	14	0	22	16	0	3	0	0	1	4	0	3	1	0	0	0	0
bea0e802-96d3-46e2-8030-17019a71e0bb	400	0	15	4	0	0	12	0	0	6	0	24	17	0	0	0	1	0	0	1	0	0	0	0	0	0
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	97	3	205	109	19	0	32	3	78	47	9	61	0	56	144	0	0	7	2	8	10	7	2	0	10	0
bef21282-c622-11e3-bf01-24c6515278c0	34	347	278	44	105	7	114	0	0	73	0	79	0	0	2	86	15	8	4	15	8	9	7	12	10	0
bef23192-57cd-4301-b7a7-5e82ca62482d	398	0	10	0	2	0	19	0	2	1	0	15	16	0	3	21	8	0	0	3	0	0	1	1	0	0
bf24366f-fd91-4d84-8b3d-eed80064250d	402	0	5	4	0	0	20	0	0	8	0	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0
bf7462a2-394f-4838-bcb6-4d0126fa48b1	136	185	0	38	58	399	238	113	1	0	57	0	40	62	60	0	0	117	4	23	12	1	2	3	24	4
bf91afc4-aa2b-4365-80c5-b98c9d118e10	409	0	0	0	0	0	8	0	0	0	0	8	17	0	0	26	0	0	1	1	0	0	0	2	0	4
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	0	283	168	0	768	491	0	12	211	41	0	100	18	413	0	339	127	57	44	52	22	42	27	7	0	25
c00d925a-ca4d-4561-a8f2-d4542f218086	395	1	19	13	5	0	2	0	0	14	0	25	16	2	0	0	0	0	0	0	0	0	0	0	0	1
c00de7a0-0b09-4e07-988c-ef2a7f8e932a	325	511	0	2	72	20	0	0	39	7	0	46	0	100	0	241	0	0	0	25	6	1	9	0	0	115
c016d025-3c92-41c5-b846-493b1fcce79e	284	206	1	31	0	267	62	13	82	1	218	22	167	101	14	0	0	0	15	42	5	4	19	0	7	127
c021b61c-c622-11e3-bf01-24c6515278c0	48	36	71	162	49	0	173	34	77	78	2	38	13	0	3	0	14	4	7	4	3	7	0	3	2	0
c0523251-3ac2-4292-bb00-9ae9ea9009f6	209	0	0	125	41	52	78	25	48	11	35	15	15	0	0	7	0	0	7	3	5	3	0	27	11	0
c05adc19-2e01-4712-a35a-69eee4d40998	83	182	126	114	51	244	81	83	74	60	110	11	114	84	0	37	0	47	37	38	7	60	0	51	0	0
c065761d-f775-457f-bda0-4c7c257a701e	116	186	48	79	105	130	158	0	135	16	4	27	32	77	0	70	0	11	2	33	9	8	0	5	71	0
c0812962-a345-48b7-aec0-01336c2d1eed	375	6	5	5	5	7	34	3	0	3	1	27	17	0	0	0	8	0	0	0	0	1	0	6	0	0
c082dc34-457e-40ec-8258-e11e8ed362c2	395	7	1	7	6	0	13	0	0	0	0	27	16	0	0	6	0	1	0	0	0	0	0	0	0	0
c08f65a0-bf4c-462e-9d07-ad56b3adcac8	171	36	75	146	46	0	48	5	10	65	0	34	11	3	27	0	0	0	1	9	0	3	5	1	0	8
c121de15-78f7-4698-91bf-fd0485c466c2	409	0	0	0	0	0	6	0	1	1	0	25	19	0	0	0	0	0	0	0	0	0	0	0	0	0
c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf	360	5	14	36	0	0	9	0	0	3	0	27	16	0	12	0	0	0	0	0	0	0	0	0	0	2
c13fb736-614c-4d5f-83bf-2d7586f4fb53	113	12	141	82	95	85	103	15	201	5	10	49	10	11	38	0	0	4	6	0	10	44	3	11	9	0
c14407ad-670e-4d1e-9417-2b76f4810fff	422	0	0	0	0	0	0	0	0	5	0	14	20	0	0	12	2	0	0	1	0	0	1	1	0	0
c14b2c74-447b-4526-a6e9-415d2728c7ca	293	0	21	95	18	0	21	0	3	29	0	29	14	10	7	0	2	0	1	0	0	1	0	3	0	0
c158ac2a-c622-11e3-bf01-24c6515278c0	364	2	13	30	2	2	12	0	1	2	0	27	17	0	0	1	0	0	0	3	1	1	0	0	0	0
