Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z
4a35b01f-5e19-4673-abea-d87fd1d605d0	413	0	0	0	0	0	0	0	0	0	0	10	18	0	0	22	0	0	0	1	1	0	1	0	0	1
4a4309b0-2aca-4d6a-ac50-039b28406bba	299	41	30	84	8	1	13	0	2	38	0	31	13	15	15	0	0	2	3	1	11	0	1	2	0	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	412	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	0	0	0	0	0	0	0	0
4a698352-25e6-4137-bef8-b6520d5b1b95	383	0	0	25	0	38	30	0	1	1	38	1	0	0	0	18	19	1	0	2	1	1	0	3	1	1
4a703d3e-c623-11e3-bf01-24c6515278c0	159	0	66	201	31	12	0	21	29	24	2	37	21	16	4	12	1	2	12	0	0	1	2	1	3	0
4a88981e-e409-440f-9bf0-71ca1bab8b4e	332	11	15	18	11	0	66	0	0	29	0	22	12	4	1	2	0	4	0	0	10	0	2	0	4	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	17	510	227	0	445	234	67	0	141	64	5	75	40	67	0	184	33	23	78	74	18	15	59	15	0	0
4adc846a-42cb-4ebd-a954-e31eb29d7572	159	24	76	143	16	3	82	9	1	41	0	30	9	1	25	0	6	5	1	2	1	3	0	3	0	0
4b44b313-6f74-4233-bec4-7e41c91c77f1	166	65	88	161	61	0	15	0	0	87	0	32	0	1	2	0	11	1	4	0	4	0	5	0	0	3
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	360	8	14	50	13	0	0	0	0	43	1	4	13	0	7	0	3	1	1	1	1	1	0	6	10	0
4b7a704b-e516-4275-be11-45cc935237e2	411	0	0	7	0	0	9	0	0	10	0	21	20	1	3	4	2	0	0	0	0	0	1	0	0	0
4b8943be-c623-11e3-bf01-24c6515278c0	59	151	35	164	0	161	112	169	76	25	75	51	137	45	36	0	0	1	58	117	22	3	0	4	0	0
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	378	2	17	24	0	0	13	0	0	13	1	25	21	3	2	0	2	0	0	0	0	1	0	0	0	0
4b91ece6-c9b2-4889-b18c-c63eb58eb061	377	5	9	29	0	0	0	0	0	2	0	27	17	1	0	2	0	0	0	0	0	0	1	0	0	0
4bae2f08-da75-4991-acb8-5ba9912f9131	410	0	5	0	1	0	0	0	0	2	0	26	17	0	0	0	0	0	0	0	0	0	0	0	0	0
4c027164-12de-456f-b933-6bc91f70b46f	315	76	18	59	74	0	6	0	0	56	0	34	13	0	1	12	0	0	0	0	0	0	36	12	3	0
4c183106-c622-11e3-bf01-24c6515278c0	351	0	16	55	0	0	12	3	1	18	0	17	17	1	0	5	1	5	3	0	0	0	0	0	0	0
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	21	83	196	52	151	40	211	48	21	174	12	54	27	132	4	19	4	7	6	9	13	26	8	3	0	23
4c3840df-9824-40db-879e-6d24adc8c155	128	0	62	164	66	52	70	0	77	0	14	28	13	19	0	31	11	6	0	0	0	0	2	13	21	3
4c3eda94-56f4-46d3-8c88-50d476e773f6	388	0	20	18	0	0	4	0	0	8	0	24	18	1	0	0	0	0	0	0	1	0	0	0	0	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	421	0	0	0	0	0	2	0	0	4	0	22	20	0	0	0	0	0	0	0	0	0	0	3	0	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	300	32	17	66	5	10	39	0	6	32	2	24	14	6	0	0	0	1	0	0	15	0	0	5	8	0
4c5228b5-bf31-4abd-a47c-d088e16dba13	138	59	40	174	23	7	54	6	27	45	8	42	23	10	104	0	24	3	13	5	1	7	1	0	0	0
4c59fb2d-21b6-4b09-8174-6102de736e4d	54	277	21	39	260	497	59	0	302	57	1365	71	214	1041	0	224	213	391	37	234	3	1	44	75	0	0
4c755527-3b5d-4d36-822d-990aa1003d6a	325	1	9	59	17	0	41	0	0	26	0	29	9	10	0	0	0	1	0	4	0	0	0	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	83	160	141	209	28	0	2	0	0	68	15	51	14	23	5	23	2	15	1	1	7	1	4	19	3	0
4cbe411b-b05e-46bd-bea8-126289a0866c	94	116	115	164	144	0	26	0	0	165	13	32	0	14	12	0	5	0	2	0	6	0	0	12	32	5
4ceeb025-2f16-4f80-b9b4-0151346349c6	364	0	16	26	0	0	26	0	0	8	0	24	18	0	0	0	0	1	1	2	0	0	0	0	0	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	248	0	51	116	0	14	0	4	49	16	9	0	3	7	16	41	11	4	1	0	4	1	1	8	8	2
4cff8590-559e-4204-8635-96e11bfeda68	315	0	0	62	61	0	10	17	27	43	0	20	24	10	28	46	0	2	4	9	3	2	5	0	0	21
4d11d7da-1204-437e-87b1-e8337a67c9a8	287	0	32	101	0	0	2	1	11	11	3	32	17	9	38	0	1	1	1	6	1	3	5	0	0	0
4d121008-0987-4142-a2b8-7dac58f3110a	345	0	0	48	6	0	40	0	0	15	0	22	17	1	0	0	0	1	1	3	0	0	0	0	0	0
4d1a4587-adb4-4a65-943e-f19efe8de142	369	14	7	32	9	0	16	0	0	6	0	28	16	0	5	6	0	5	0	0	0	0	0	0	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	264	6	50	116	21	0	0	0	0	69	3	1	8	10	17	0	0	7	3	1	4	1	3	0	4	10
4d409156-3a36-4c63-9ad6-b6af34f27b06	72	682	42	113	296	325	51	0	101	0	137	0	0	0	0	190	135	87	13	0	91	4	6	52	0	0
4d4eff82-ede0-47f1-b49a-ada025952114	142	43	60	159	39	13	86	0	1	85	0	20	2	24	2	0	0	4	2	2	3	6	3	6	5	10
4d690424-b015-46ae-885d-aa6d9031f66f	423	0	0	0	0	0	0	0	0	2	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	405	0	0	11	0	1	11	2	0	7	22	22	23	1	4	6	0	0	1	0	0	3	0	3	1	0
4d72d06d-b6af-4294-9eef-6e61e067761f	323	11	62	45	1	0	16	0	3	22	0	26	13	5	4	0	1	2	0	3	1	0	0	0	0	1
4d7f2c74-862b-4aad-98e1-fa831f14a905	263	6	42	71	63	0	52	0	21	49	46	26	19	1	11	14	0	5	21	0	3	1	0	0	11	1
4daa2708-d0db-40fe-a07a-763f003adcae	336	1	18	54	4	0	14	0	0	9	5	27	13	0	0	0	1	1	0	0	0	0	1	0	2	0
4dac9498-c623-11e3-bf01-24c6515278c0	199	34	44	176	13	0	5	0	6	27	1	28	9	0	21	9	0	2	1	0	1	3	8	3	3	0
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	239	26	44	93	1	0	64	0	3	47	0	21	11	9	14	0	12	2	0	5	7	0	0	3	0	0
4dc9b032-7f7b-486d-a12b-8461af89501d	104	6	104	59	62	27	217	61	164	16	0	65	26	25	0	26	2	1	8	4	5	8	1	0	2	4
4de7441f-a609-4a75-9fe7-17a647079ac1	401	9	5	17	5	0	0	1	5	12	0	24	22	0	8	3	0	8	0	0	0	0	0	0	0	1
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	399	0	1	4	0	10	26	0	3	0	0	5	16	0	0	20	2	1	1	1	1	0	1	2	3	2
4e596add-a7c5-4617-9649-b4ac6612e39c	418	0	5	0	0	0	0	0	0	2	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	116	140	42	128	104	292	62	149	6	0	110	14	31	23	31	23	0	15	6	0	43	47	35	0	0	116
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	296	7	22	102	11	0	0	1	4	16	0	29	11	2	1	0	0	1	0	0	0	0	0	0	1	0
4e8396f7-9506-4401-96b6-bb2e89557d59	51	203	271	76	172	160	25	12	118	8	20	14	7	18	0	135	13	33	12	17	10	39	2	10	19	0
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	32	170	99	185	68	156	60	85	190	0	201	26	56	0	0	16	29	88	35	0	19	5	0	7	0	5
4e913899-eeb8-4630-ba9d-41a81ced8069	29	124	259	0	38	181	207	34	172	18	67	25	42	0	44	4	30	22	11	5	10	22	16	8	0	10
4eac784b-084a-4106-9a76-2d9fbec57033	296	12	24	87	24	0	21	0	0	37	0	28	8	9	0	0	1	0	1	0	1	3	2	4	0	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	423	0	0	0	0	0	0	0	0	2	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	100	0	51	46	32	69	295	43	129	4	40	34	21	0	0	2	30	10	7	7	0	26	0	6	0	0
4ef20a13-f107-4654-adca-fc60b8f5be47	63	87	188	171	66	0	17	0	10	107	0	40	0	32	3	0	0	4	1	10	2	1	5	14	6	13
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	132	95	31	112	91	191	133	59	70	28	69	3	65	53	14	8	0	39	14	20	17	10	0	47	3	17
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	285	0	25	81	0	7	52	0	7	4	0	15	19	13	0	32	0	4	1	7	2	0	2	1	0	0
4f6f48bc-c622-11e3-bf01-24c6515278c0	226	25	38	98	38	85	60	0	64	7	58	5	11	4	0	0	30	6	13	0	14	4	2	1	8	2
4fdc8980-c623-11e3-bf01-24c6515278c0	159	59	88	142	0	27	57	29	49	37	16	32	26	10	0	9	1	7	30	0	10	0	3	0	5	0
50203cff-83f8-4884-8346-b91ef717d00e	405	0	0	0	0	0	9	0	0	3	0	24	18	0	0	0	1	0	0	0	1	0	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	246	0	32	129	0	21	28	6	14	4	0	10	12	1	12	32	4	3	3	1	6	0	1	5	0	0
5046f1b4-9d95-4841-ba30-691fa44719a2	21	36	161	215	0	104	47	63	141	23	21	14	0	35	33	13	18	8	24	11	3	26	4	2	12	0
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	125	18	118	76	55	35	141	3	41	27	0	23	15	23	0	49	25	9	15	7	1	4	6	2	0	0
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	54	75	113	93	22	84	179	123	108	7	104	36	48	3	28	7	28	5	45	8	15	0	1	13	17	0
50515723-b495-42a9-8750-e3da288bf6a3	373	8	15	27	12	0	13	0	0	9	0	27	13	0	0	6	2	1	0	0	0	0	0	0	0	1
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	213	152	20	71	73	87	90	48	33	47	19	28	59	20	0	23	0	16	8	0	7	51	3	0	54	0
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	395	1	17	14	0	0	4	0	0	7	0	23	16	2	14	5	1	0	0	0	1	0	0	0	0	2
50b61288-1412-4104-92e6-8b1a359ef399	48	208	115	108	159	145	168	0	85	39	20	28	0	30	0	56	21	48	16	0	36	4	0	2	0	16
50e3a421-9741-4cd8-911b-0f47ca518b6a	125	196	15	185	96	23	57	5	59	115	54	37	94	0	9	0	0	16	9	5	0	16	0	8	21	24
50eb58ba-c623-11e3-bf01-24c6515278c0	145	74	146	153	3	6	4	0	17	24	0	40	6	0	4	16	0	6	4	0	0	3	2	8	0	0
50ee360c-e3df-4888-9999-ebb88e271d08	227	63	75	50	43	146	85	0	21	2	3	0	16	20	0	13	15	26	13	0	6	17	0	0	19	0
50f4d836-79a9-4bc7-a63a-7aa29e41d418	319	6	19	69	18	0	7	0	0	18	0	28	12	2	0	0	7	0	0	0	1	0	0	3	0	0
51206157-94cc-4702-8247-c98283b487aa	411	0	8	0	0	0	11	0	0	6	0	23	18	1	0	0	3	0	0	1	0	0	0	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	356	8	12	54	0	0	8	0	0	13	0	22	16	0	0	2	0	0	3	0	1	0	1	0	0	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	195	19	0	144	37	9	78	25	7	62	14	13	33	8	9	0	0	5	11	0	1	0	9	3	21	0
5174f450-0bf7-4237-a53e-844064f0e701	172	0	67	176	0	58	23	0	119	0	0	3	0	0	0	0	5	6	4	3	8	6	1	1	7	6
51800588-c622-11e3-bf01-24c6515278c0	236	0	44	105	27	0	60	0	0	29	0	29	11	13	1	15	0	1	3	1	0	4	4	1	0	0
5187e77d-f412-4303-8049-11d1aa1a0235	107	3	104	95	67	0	186	0	0	61	0	41	10	30	0	21	4	6	5	5	2	1	3	4	2	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	60	236	3	222	0	589	0	270	10	32	253	0	183	451	32	66	0	57	70	116	43	0	0	0	85	14
518d6c1b-8234-40be-9560-6d383d5866fa	345	36	0	44	25	48	23	0	8	0	15	0	3	3	0	39	0	0	1	2	1	2	0	5	12	10
5193a482-6ed9-4504-bd7c-c8b9e4103577	157	53	79	123	52	2	94	0	0	64	0	34	0	24	9	21	9	11	1	0	10	5	0	2	0	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	90	27	37	172	0	73	110	154	100	23	16	39	59	49	46	37	27	5	41	13	6	4	1	14	0	0
51b25b37-f75c-4380-a0f6-5273e0b7ee33	9	152	217	43	65	25	229	22	18	93	0	61	0	60	27	49	24	3	23	18	5	9	1	1	0	0
51dd1a39-7349-442c-b7e1-7850fb800569	384	0	0	28	3	0	0	0	0	3	0	24	16	4	1	5	0	1	0	0	0	0	0	3	0	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	410	0	6	0	0	0	11	0	0	10	0	22	18	0	0	0	1	0	0	0	3	0	0	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	79	3	131	195	12	89	25	69	80	3	29	3	8	0	0	21	4	20	8	11	9	4	0	17	13	0
522dc834-8367-4f49-b93b-fcba91a2de7e	109	38	0	190	31	2	149	0	0	26	0	26	3	3	0	32	3	4	1	2	4	1	0	0	3	3
524bbd14-1e1f-479b-9a71-d27fce32d8bc	36	291	96	108	21	228	101	171	246	40	0	30	133	102	51	41	13	33	8	10	9	0	0	240	0	0
5255d645-d3d2-422e-8449-046cd21f4935	0	259	290	118	67	38	41	0	10	95	89	70	43	92	21	64	18	19	13	21	19	27	0	14	2	0
526b3796-2cbd-4eec-8273-064b41456279	278	43	46	96	24	0	0	0	0	21	84	37	11	2	15	0	0	0	20	24	0	0	0	0	0	0
52910a60-bb15-4ba5-9d09-50d8ee6a445b	58	125	170	12	113	69	139	120	96	105	42	3	108	0	137	88	6	9	22	32	32	40	22	0	10	0
52d8ccfc-c623-11e3-bf01-24c6515278c0	126	47	85	161	48	44	54	42	28	38	57	23	42	50	0	59	13	11	7	0	5	40	0	0	0	20
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	409	0	0	0	1	0	7	0	0	0	0	26	17	0	0	0	0	0	0	1	0	0	0	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	257	22	54	58	14	2	71	0	11	36	0	23	8	11	0	6	0	2	7	14	2	0	0	3	5	0
5310f698-d31a-4628-84b4-dc9ac29722a5	269	14	40	87	15	18	22	0	8	20	2	26	8	14	35	18	0	0	0	3	28	3	4	1	0	0
532259b8-c622-11e3-bf01-24c6515278c0	33	98	206	102	34	86	169	21	38	18	0	26	0	18	26	63	17	2	5	10	4	1	17	7	1	0
532bec86-b8d3-41a1-ba17-913a7d378f66	42	199	198	89	125	108	88	1	31	71	101	69	41	103	58	86	43	10	57	18	6	3	7	2	0	10
534d941c-ec2d-47eb-b2dc-d3f856d0b151	382	0	0	24	0	1	21	2	1	4	1	24	20	0	0	0	0	0	1	1	0	0	0	1	0	0
53534b3c-cd15-4d68-a9b1-6902bb234c45	8	169	154	185	108	51	53	37	43	86	9	47	55	64	32	80	13	20	79	0	1	12	0	0	0	0
536dedba-46c4-4a21-b112-13c030b13069	166	74	135	141	0	0	0	0	1	51	3	37	1	0	23	0	6	3	1	1	0	2	1	0	3	0
537cccf2-fb25-448b-813e-ca5d5642b910	412	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	0	0	0	0	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	419	0	0	0	0	0	8	0	0	4	0	24	18	0	0	0	0	0	0	1	0	0	0	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	49	56	0	208	114	98	132	57	64	13	77	30	99	25	25	57	0	6	3	10	2	20	0	4	0	65
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	325	386	0	189	401	32	22	0	15	8	12	0	128	31	102	52	37	35	42	23	17	31	18	0	10
53d32d8b-5649-42b0-8c52-2c39af2a961b	211	40	0	97	96	93	78	2	43	6	40	12	46	0	27	40	30	12	64	0	0	6	0	0	0	0
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	58	165	168	209	30	0	0	0	0	34	7	44	0	0	3	55	6	3	1	17	5	2	3	7	7	0
53df19a8-c623-11e3-bf01-24c6515278c0	138	85	192	63	11	91	91	6	55	12	35	4	18	36	0	64	25	24	4	18	3	4	8	5	19	0
53e6a756-bdcc-4217-afe7-27d776159544	312	5	22	54	3	0	56	2	8	18	0	29	10	3	2	0	4	2	0	1	0	1	1	0	0	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	143	271	0	293	3	167	0	0	178	0	92	0	209	0	135	18	18	13	6	11	12	3	30	3	0
541f91bd-7e9d-4348-9e78-45b948d8967e	242	16	37	147	15	0	2	0	26	12	0	29	20	2	0	22	2	1	0	1	1	0	3	5	0	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	247	11	42	125	19	0	24	0	0	37	0	27	8	0	0	0	0	0	1	3	0	1	3	1	0	0
54354d24-c622-11e3-bf01-24c6515278c0	281	1	16	92	0	0	44	0	2	18	0	21	17	6	0	7	0	1	5	1	0	0	1	1	0	0
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	407	0	1	0	0	0	9	0	0	1	0	26	17	0	0	0	0	0	0	0	0	0	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	411	0	3	0	0	0	0	0	3	0	0	26	17	0	0	0	0	0	0	1	0	0	0	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	273	46	35	78	27	25	0	20	23	33	159	26	41	76	0	4	0	11	1	0	0	90	0	34	0	0
54842328-9432-4820-8976-7964bf9bf147	401	0	1	1	0	0	11	0	0	3	0	24	18	0	0	0	1	0	1	0	0	0	0	0	0	0
54a77010-2f16-4da9-8ca0-746a51801a00	9	239	200	96	139	146	44	138	193	16	83	41	27	59	0	111	63	20	6	82	20	14	1	12	87	0
54cfd4b0-c623-11e3-bf01-24c6515278c0	216	0	20	99	4	3	120	0	0	19	0	25	10	16	10	19	5	1	4	8	0	0	0	1	0	0
54e78de0-d357-4125-a904-ab35e461572b	5	26	350	36	76	128	27	77	319	15	114	59	50	76	82	18	36	31	15	24	7	38	10	8	5	0
551d5082-ab6a-4674-af0d-ce408f589949	246	56	91	76	23	1	28	0	8	73	2	34	2	24	10	0	0	0	0	9	12	1	2	0	0	6
5533240d-8fed-440d-b781-6092785a77ce	90	8	26	177	8	75	155	15	161	3	63	32	27	35	0	0	0	2	22	4	25	1	6	0	13	0
55345803-83d4-4fdb-b0ee-328753801da1	198	58	49	168	44	0	0	0	0	64	23	26	23	22	4	16	3	0	5	0	1	4	0	11	16	2
554b9439-7e11-43ec-8bc3-448c59100b9e	0	221	239	119	84	218	78	44	252	0	71	23	15	0	0	14	40	11	15	14	16	2	16	12	25	39
558239c7-a160-4228-8fdf-a0a1d2f62133	106	7	8	177	0	53	138	61	37	3	18	15	24	14	8	29	0	4	4	8	11	6	0	3	39	0
559c30f2-8ae7-43c8-819c-800261065e06	350	0	8	49	15	3	10	0	6	2	0	12	14	0	0	22	0	0	0	2	0	0	1	3	0	3
55ada396-0878-4724-8ebe-00da367eed3d	0	294	280	62	71	11	142	4	65	140	4	61	50	0	0	20	31	12	6	12	12	7	6	10	9	0
55c75a2a-f3d2-4469-9d23-604cf539d548	386	0	17	20	0	20	8	0	9	1	0	0	14	0	0	16	2	1	1	1	1	1	1	2	2	6
55c82198-5be6-4cc5-b5b3-b707af234107	415	0	6	3	0	0	1	0	0	8	0	23	19	1	0	0	1	0	0	0	0	0	0	0	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	398	3	5	14	0	0	0	2	0	0	1	28	16	0	0	0	0	0	0	0	0	0	0	0	0	0
55e5497a-c623-11e3-bf01-24c6515278c0	284	13	69	49	0	0	46	0	0	14	0	28	10	16	0	19	0	6	3	0	7	0	0	0	0	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	147	18	46	216	45	0	0	6	0	27	0	34	1	29	5	32	1	1	0	3	3	0	1	3	4	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	407	0	0	0	0	0	11	0	0	3	0	23	17	0	0	0	0	0	0	0	1	1	0	0	0	0
5650dc4e-8bce-4716-9199-cd5750d7a888	278	10	11	79	24	74	52	17	51	0	24	18	36	4	0	0	0	2	0	0	0	23	12	2	12	6
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	393	1	12	14	0	0	0	0	4	0	0	27	16	0	0	0	0	0	0	0	0	0	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	289	6	28	75	4	0	55	0	0	27	0	23	23	0	0	0	1	1	0	0	1	0	0	2	0	0
569393c8-e2fe-4580-a45b-81f1b1e01135	0	1067	235	0	178	403	0	191	318	84	110	56	199	38	20	166	117	69	22	49	47	72	57	93	20	0
569ff1b4-de87-4309-8484-80549aaf9485	243	0	0	128	28	0	42	0	0	27	0	17	18	0	6	7	0	1	0	0	1	0	7	3	5	0
56c846d6-c622-11e3-bf01-24c6515278c0	364	15	21	33	8	0	11	0	7	13	0	28	19	0	2	4	0	8	0	0	0	0	0	0	0	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	48	269	185	53	34	214	157	29	118	52	162	37	69	84	41	22	32	106	6	18	4	16	0	11	48	0
56d4ea48-c623-11e3-bf01-24c6515278c0	182	17	47	194	0	0	15	2	4	27	0	29	11	13	4	9	4	2	3	0	1	0	3	1	0	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	175	508	0	78	0	291	0	256	12	2	679	86	236	207	0	113	0	0	5	589	2	3	1	0	0	0
56e57223-264e-489d-bc9a-a07789065c40	330	13	19	67	0	0	0	0	0	9	1	28	13	0	20	0	0	0	0	1	1	0	1	0	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	76	44	26	185	54	62	158	0	33	13	0	8	0	18	0	46	5	7	1	1	4	8	34	4	5	0
5702affd-eafe-42a4-8f56-c1f22f8f184d	416	0	0	0	0	0	0	0	0	10	0	14	19	0	0	0	1	0	0	0	1	1	0	0	0	0
5714b52d-7048-41b5-8141-bf42d960abe4	409	0	6	0	0	0	13	0	0	3	0	24	18	0	0	0	0	0	0	1	0	0	0	0	0	0
571ce258-b453-4cac-b05e-05755791be84	373	0	0	23	0	0	33	0	0	7	0	22	21	0	0	0	0	0	0	1	0	1	1	1	0	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	357	5	9	46	4	0	4	0	0	7	0	25	13	5	0	6	1	0	0	0	0	0	0	5	0	1
5769ae11-5f1b-483f-b228-7584591c66e6	226	1	65	63	13	16	107	0	17	39	26	22	14	12	6	0	0	5	11	0	0	1	2	4	2	0
576a1741-8c65-40da-9f0f-b2ca805d70f3	145	61	114	164	25	0	27	0	0	75	0	17	4	13	18	6	8	7	0	1	4	1	8	1	3	7
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	381	5	29	3	4	3	11	0	2	7	0	26	13	3	0	0	1	6	0	0	0	0	0	0	0	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	374	5	31	29	0	0	0	0	0	11	0	25	15	0	0	0	0	0	0	2	0	0	0	0	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	409	0	6	0	0	0	13	0	0	3	0	24	18	0	0	0	0	0	0	1	0	0	0	0	0	0
5808f774-c623-11e3-bf01-24c6515278c0	48	96	103	208	30	0	79	25	35	68	0	39	0	0	36	0	13	5	0	5	1	4	5	6	8	1
581be6cf-9778-49c3-9c77-1316eaa78929	423	0	0	0	0	0	0	0	0	2	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0
589daa3f-0b76-4c9c-b494-048955e36052	385	0	7	19	0	13	0	0	0	0	46	23	9	15	0	9	1	3	23	0	1	0	0	0	0	0
589e0aea-9057-4b8c-8af1-74c74fe46a38	322	12	58	60	0	0	0	0	0	58	0	6	13	12	1	0	7	1	0	0	1	1	0	0	0	12
58c7e9c3-1345-48c0-a758-0887358b8696	416	0	0	0	0	0	0	0	0	16	0	10	18	0	0	0	0	1	0	0	1	0	0	1	0	1
58d3e932-b4a3-4cac-a6ac-73160e354a15	64	180	0	163	0	179	131	17	66	17	376	32	73	129	114	0	0	16	4	0	38	242	0	0	0	0
58e2453c-bb58-43a3-9642-705ec0e0bdbd	402	0	16	2	0	0	12	0	0	4	0	25	17	0	0	0	0	0	0	1	0	1	0	0	0	0
58f4ff52-c623-11e3-bf01-24c6515278c0	254	0	71	86	0	19	24	18	28	7	0	34	4	15	13	0	4	3	14	3	0	0	0	0	0	0
58faf969-bf37-4180-8807-2f44f2cc8eda	26	30	266	77	72	0	131	0	0	159	0	31	0	115	0	4	19	8	5	7	5	0	7	7	0	3
5912d4b3-2d5d-4b98-b967-1b4ff177097a	215	0	0	119	16	0	64	47	23	29	0	24	41	26	15	7	0	13	1	0	0	1	0	0	54	0
5935dd9d-d411-48f8-8512-aa73a63878b0	420	0	0	0	0	0	9	0	0	0	0	10	18	0	0	21	1	0	1	0	0	0	1	2	1	2
59632e7e-c622-11e3-bf01-24c6515278c0	60	134	168	135	42	73	89	3	110	23	0	22	0	37	0	89	6	20	18	3	58	1	5	9	0	0
5975deb5-00d2-4d18-b5c0-34ac9947fe11	193	12	60	145	1	0	39	0	24	25	6	23	11	0	11	17	1	1	3	6	1	0	0	1	3	0
597e4011-ea99-4356-b1d9-8cfe35db7c3b	211	10	58	127	37	1	44	0	7	55	2	29	7	9	4	0	6	0	0	1	0	0	1	1	7	0
59938f45-3e57-43d6-af3b-bb4968249e5a	133	23	107	184	0	0	24	0	22	60	2	34	7	27	36	0	5	1	1	6	1	1	3	1	0	3
59bfcb53-91c1-4dce-856a-f4afc8fa6224	412	0	0	0	0	0	0	0	0	1	0	24	18	0	0	0	0	0	0	0	1	0	0	0	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	126	6	141	159	7	0	0	0	54	39	9	48	11	30	103	0	1	6	2	2	3	11	1	2	0	0
59e2d6d1-debd-4796-ab0c-6a5673a990fc	414	0	0	0	0	0	15	0	0	2	0	6	18	0	0	30	0	0	1	1	0	0	1	2	1	1
5a51a6fc-c623-11e3-bf01-24c6515278c0	330	0	0	65	0	1	21	0	2	7	1	23	21	0	5	0	0	1	1	0	0	0	1	1	0	0
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	359	7	11	46	0	0	0	0	4	2	0	28	16	0	0	1	1	1	0	0	0	0	0	0	0	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	159	41	101	138	4	120	45	21	2	0	34	0	0	0	0	1	3	1	18	12	4	1	41	5	10	0
5a7f3c88-ef02-4e97-8009-5622245b6a09	281	21	7	105	21	23	10	0	39	5	0	1	18	0	0	35	0	2	3	3	2	1	27	2	6	0
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	289	0	0	66	0	7	79	0	1	10	0	17	11	0	17	3	0	0	1	6	3	0	0	5	0	0
