MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA
SS[>7 & <=8]	0.01605561301927082	0.1583964143693447	0.001019551527271858	0.06169190187007189	0.05464328163769158	0.13281931051285936	0.005861202894627829	0.040270969631965275	0.010960826891324403	0.00961794781698682	0.0008923867292159332	0.02684974292110609	0.003424049525057339	0.011553664271203093	0.02022989495121102	0.04396014289843151	0.046270723369789435	0.028958392249478493	0.025066651948727668	0.028631941447832786	0.025506526852633122	0.019606268378320236	0.028057414045906625	0.007935934169195136	0.022539105619913943	0.007978759354118665	0.00765930607316645
SS[>8]	0.037709770170288835	8.987365812817671e-05	2.4584959890106004e-09	0.01968491318313653	0.0	0.00174478878199821	1.0612611234250835e-09	0.0	5.021757232270829e-10	0.0	0.0	1.0972069254317277e-07	9.299122392114612e-09	0.00041235147966563803	4.84608687401078e-09	0.0	0.0	2.802596928649634e-47	0.0	0.0	0.0	2.2046348746584955e-10	2.4888701233294343e-09	1.9882692754435995e-08	7.24536854266944e-05	2.802596928649634e-47	1.5993233546396368e-08
NC50[<=2]	0.0014538972987793385	0.0	3.548671356660149e-06	1.386333821074004e-09	0.0	4.6652139928937685e-11	0.0	0.0	0.0	3.4521640657203534e-10	0.00011452536213212738	0.00010354685381022132	1.13850835786522e-06	5.011274980482483e-05	0.0	0.0	0.0	6.384337390681338e-06	4.7796465468276415e-31	7.83171058088783e-06	8.827306885450526e-10	0.0	2.9695868622781065e-07	3.809427101565177e-05	0.0001143785286694765	2.2687820404598823e-08	2.9345878091469048e-05
NC50[3]	0.0004891350133402739	2.8472303529269992e-06	2.213985583414679e-06	0.0007297118958391024	0.0	0.000173523669449942	8.820404318043984e-10	0.0	0.0	1.5291205509826987e-05	7.619382634966864e-05	4.97809532618021e-08	3.821365127798515e-07	5.250892937880281e-06	0.0	0.0	0.0	2.7837481695769385e-06	6.445640531094199e-06	0.0	1.17701839332085e-05	3.77678841374518e-06	6.37664411442529e-07	1.8057446700652237e-05	2.2177518135322317e-05	1.7101345939352086e-05	5.661856334882031e-09
NC50[4]	0.00010331463997140133	7.43578456308569e-05	1.095239079404564e-05	0.0015434186154743657	0.0	0.0002521482587326318	2.8929300242452884e-07	0.0	1.7802065121941269e-06	5.051516031538093e-05	2.1020085953665875e-05	7.851954138118344e-06	2.5897645483041742e-05	1.023906149356435e-05	0.0	0.0	2.802596928649634e-47	0.0	0.000559042650436794	2.8963215299881996e-06	9.650894317019265e-06	1.4439483493333682e-06	0.00014280024981076168	0.0	4.952562674588989e-05	0.0	0.0
NC50[5]	2.9867725649896925e-05	0.0004338233439011674	3.679833127101517e-07	0.0009933253796054942	1.5679199350415729e-07	0.0003243500962616963	4.143603807733598e-05	0.0	3.118808611269253e-05	0.0	0.0	1.7590890049064e-05	3.4497044543968515e-06	1.7416903612570423e-05	2.121681936841924e-05	8.246171729844321e-06	4.87973069994041e-05	1.3783800512017532e-05	0.0	0.00013415612237167808	2.9735161965049885e-05	1.1740386479743847e-05	3.1832982400601396e-05	4.811973703908734e-06	0.0001179692904776175	3.4763052244670686e-05	1.2900892655522967e-05
NC50[6]	1.1725556118946656e-05	0.0009260851586441277	6.312652622852965e-11	7.89119554869e-05	2.1507135606952943e-05	0.00048821942538779695	4.641067578975866e-05	7.6882493156063e-05	6.531932919789262e-05	1.008049324013882e-09	0.0	2.089490259550075e-05	3.8475319161079825e-06	5.875969854912455e-05	0.00041806585436140087	6.793118611964744e-05	0.0002048045929284012	1.537854317575693e-05	0.0	3.708893389557488e-05	3.6333128809928895e-05	1.0965365460720022e-05	7.868523539400485e-09	4.537519125733525e-06	0.00027601137909812225	6.38525056616146e-05	0.00010788398295865421
NC50[7]	5.730747986305573e-06	0.00014457698326552303	1.4314018812910944e-06	1.1336754931696725e-05	0.00020309272860747873	0.0001364113281871937	1.4867978716210928e-05	0.00017153269906572177	0.00016564253827955444	3.7259694066982265e-07	0.0	4.588888112451172e-06	0.0	4.956477919975555e-05	0.0005077228723508398	0.0005041835280658801	0.00019579332206662414	4.466549609787762e-05	0.0	9.804677637021087e-05	9.329317646916024e-05	1.8414126203403214e-05	1.1249425588175655e-05	1.9097866970696487e-05	0.00023336930314201253	0.00013272183855967513	0.0002090964830478015
NC50[>7]	2.2598928413799513e-05	7.06606315084457e-06	4.359014155186358e-10	6.248527681194105e-06	2.2680074675913707e-05	4.309620218862165e-05	0.0	6.064092559716183e-05	2.0371826255445314e-05	2.2893736905160723e-06	0.0	2.5789900901145303e-05	0.0	3.1078490803793105e-05	0.00010429435041282797	0.00023154026188976218	7.558914075963763e-05	1.7006212146952749e-06	0.0	4.9137207296370276e-05	2.1699721065324694e-05	1.9963484154503776e-05	2.1780564887308172e-05	1.1133087585482037e-05	0.00012297838658109405	0.00011074478984628656	8.177034947543405e-05
BoChr[1]	1.7982942305816428e-07	0.000581303582413959	3.9028770119303404e-05	2.629854309965651e-07	0.0015222719590797596	6.698430344620477e-08	0.007790279531997575	0.0026146846604875994	0.0006153684125330388	0.001089528404441526	7.60727976274536e-05	7.271147020325946e-08	0.00010665923116455498	3.1346443311885745e-06	0.0006077372723061189	0.001586393163765787	0.0035006648780753474	0.7826311786472797	4.8549998887494934e-05	0.00010859249402140003	2.8099130467952742e-05	9.205033161068244e-06	1.6266991256040076e-05	0.0002015560952898434	6.178219543961936e-08	6.61228267454072e-06	0.0002551272520571558
BoChr[2]	3.6553253230464657e-06	0.0027995604731189516	0.0002864684053621502	0.0001572667983459297	0.007964028933108906	8.721303770073519e-05	0.017781816137552014	0.0006640304954067133	0.004309811242848412	0.0024549569150747173	0.0	0.0005014473383930351	0.00033007503143437587	0.0004023964931661261	0.005469523764694771	0.0068444611472875325	0.35432052814943743	0.00022157203891765676	8.587961134139733e-05	0.00019371706013771473	0.0010807042374946718	0.0026425733440424894	8.540717876712734e-06	0.0006342291555444568	0.0003909503756573507	0.0007212103618678611	0.000394358082159485
BoChr[3]	9.608171422367251e-06	0.001925789296655731	0.0002024138730094218	3.105554701621216e-06	0.0030242938470358273	0.00031408981776047894	0.01433499811892275	0.00033609213024990756	0.00036806950068496306	0.0031573821360600506	4.841229064988588e-05	6.048795065286456e-08	0.0008862864201454235	0.029143014865198946	0.008059769956420026	0.00606047214573975	0.12248836658376627	0.0001337035537400233	5.562453318166874e-05	0.0205288916951571	0.2011836156041165	0.02846725151247334	0.010561077673567612	0.024679855826420346	0.00939068145501766	0.019497130775539374	0.008268645739311466
BoChr[4]	1.2765592523655834e-06	0.0007009110002531927	0.00033594194465925043	1.944855251139188e-05	0.0015610394761039906	0.005879593706437483	0.0031227910516891527	0.0038240840155743094	0.022074300124445473	0.0035631971359720983	0.0011642397427613549	0.005654343933963529	0.0036294945203457375	3.506062886463315e-05	0.013072656937285152	0.0067200441001814834	0.06054004747048276	0.005996611181655966	0.0036353014956785044	0.020226913694165363	0.08870893561447524	0.03366668000858384	0.008173971696329581	0.00759510488205704	0.03962049209964704	0.04010411591599303	0.018088676178989457
BoChr[5]	1.4144219202330902e-06	0.0008595207113181403	0.00012288690878462893	5.5723863772731694e-05	0.0009643174304641632	0.0006128526927745573	0.0006287992516625232	0.0019257665807572183	0.005624980480435391	0.0004293621790336459	0.0008275233282275935	2.7696059527893e-06	0.012592000780968999	0.00013494786376651473	0.0035597698834292685	0.0016643115276057908	0.0013894198804999033	0.006256193420832068	7.419609930717996e-05	0.01706903403067726	0.3876531631933672	0.07637759857706533	4.42769205488703e-08	0.026417818502358983	0.000459386627135121	0.0004273295978645387	4.922606003265884e-08
BoChr[6]	3.7370604080333436e-06	0.00034326506480677923	0.00044260700109810693	8.464581816560291e-05	0.0011843815644053395	3.6847760683671714e-08	0.0003104459427375386	0.0018244416894088221	0.005832521699377523	0.0014257917553034316	0.00026129059470489656	9.107228813040069e-08	6.401794436566527e-06	1.2218121101763e-05	0.0034816520585731025	0.0014644692502988692	8.110078318530547e-05	0.0036817397757718563	0.002792856733388151	0.6127609133298791	5.5871590513166707e-05	7.136134299589678e-05	0.011651955636407401	4.122743097015323e-09	3.987940846265851e-06	2.8362382371935798e-05	5.3029317916837173e-05
BoChr[7]	3.0424456461508596e-07	0.00010795294789856414	0.0001977035717335209	7.183263588306232e-06	1.8312102585048776e-05	9.165606279770588e-05	0.003946509773752604	0.0001979274903745397	4.183356106627614e-05	0.00022162601700516658	1.6323519497731452e-09	5.434083277752657e-08	8.307719673339867e-07	4.35321761662602e-05	0.0014502062925143826	0.003545203151081812	0.0003815156619690718	0.012245590246527998	2.3061484490129563e-05	0.007872295271741079	7.870835042137842e-05	0.5978281301259994	0.010689091223890185	0.0033865395795543286	4.5711807100445867e-07	0.000256133701021523	4.117646856087731e-06
BoChr[8]	1.962963912127691e-07	1.6829031054416063e-06	4.960996140329294e-07	1.736631060111904e-07	0.0002845045094825318	0.00010789800498052671	0.00028174657517953473	4.928700413336477e-05	3.0558195504398282e-06	9.69968025673517e-07	8.025432910843979e-07	2.8123237314093766e-08	1.945506552697307e-06	6.475032900504514e-06	3.0022988300195764e-06	6.203709911146548e-05	0.0016468497015511086	3.238222806117608e-05	0.7506820234656334	2.384414164228378e-05	4.17620839667345e-05	0.00014737590974738093	0.00024851304003422513	1.549784834880252e-08	3.6329372711813585e-05	0.00016558140327194368	1.0500790421608894e-06
BoChr[9]	8.630572366907785e-07	0.0005499918915836588	0.0008646180345893349	0.0001862580321071903	0.0005107730757810636	0.0023146085473852197	0.0028785512955156276	0.002027469889091309	0.0009249577454436064	0.0010397329372610433	3.0207177998278217e-05	0.00021817747829032895	0.0013400986902948587	0.0006169666336835577	0.005164265909607782	0.010378037446650269	0.003357168202779509	0.0003264849488192032	2.846997074108515e-06	0.012488327346578303	0.0006411887967967544	0.0027651360069238604	0.000255111854673374	0.00016419162031821756	0.012314422513461487	0.33683910632738845	0.000166301566217939
BoChr[10]	3.530599206256202e-06	0.0011738960890618699	0.000551902273441316	0.0003429887326891645	0.009292928928550666	0.001266100195587896	0.002355764504409663	0.007213659701681241	0.019024942128924388	0.003403608823905415	1.401298464324817e-47	4.2629514396841374e-05	0.0002694440172117574	0.012640666704294463	0.00927761085505061	0.007326160842031939	0.07858591886872493	0.004725954251830445	0.0049729251030976454	0.040486180613833384	0.007032712826621719	0.014199688457832309	0.0046333274739143344	0.0005473946989513934	0.006331367461765094	0.0263821345848556	0.004317007712366597
BoChr[11]	1.666464042227034e-07	0.0002861106557757376	1.1308613907995567e-08	8.343539417268175e-06	0.0005745614485757322	1.122540059899535e-05	0.001801987318371797	0.0004274905667391374	9.638045318803751e-06	2.106137075760094e-05	0.00018624526493619928	1.5051116573088218e-07	2.909404482303423e-07	6.546601267094616e-05	0.00020659607263283814	0.004384519940175281	3.4271506368847444e-05	0.004066324158933734	0.015179130411267543	3.382079587877014e-05	0.00014572149289839844	6.733581572185754e-06	0.6669455021749777	0.012463908159597435	7.804887145934054e-06	0.00015703875056177153	0.00011572579571017221
BoChr[12]	7.751320080195967e-07	0.00018819159848268096	0.00030925104311402003	0.00019685986112340072	0.0020490743732682745	0.0005303913870842081	0.0005616844490944089	3.237086573076198e-05	0.001596872106355379	0.000898747561395844	0.01617041407225744	8.8665651020991e-09	4.210534666652943e-07	5.631965635188862e-07	0.007886164902608565	0.0018036653087170618	0.002538903899938063	0.002839366567143653	9.245016812542418e-08	1.4404586616333107e-07	9.55557311066864e-06	8.30255290607057e-06	6.715135937973571e-07	0.5906203684955835	2.551071144791389e-08	5.268122573933156e-07	3.6548773521929977e-06
BoChr[13]	1.0986459825002015e-07	0.0008314060620983809	0.0011406926903600833	0.000922725284381709	0.002102342854069903	0.013396309598729825	0.0013865620881864339	0.0033169987641869627	0.005281884206924587	0.005222109923616642	4.203895392974451e-47	5.416171289240879e-09	0.00066033364213677	0.003432026551779863	0.01259766208340182	0.004103435059831213	0.0035795333837813814	2.3571403995104475e-05	0.00031567304050796	0.04605870025294067	0.010075476569290913	0.01894192644938444	0.010204732946913282	0.00026478078337596853	0.01793544635068244	0.019158405274502	0.020382186035749185
BoChr[14]	9.753118532584537e-05	0.0010653112368912865	0.001473616433523688	0.0011478504032023803	0.0031585793497689706	0.004802041942009163	0.0021840542727261172	0.003761797049346281	0.0028994022126369147	0.000344446858912697	0.0002628887915125233	0.00945047664174741	2.0916838947517462e-05	0.015853564616388524	0.012796401077726003	0.0027089173074123195	0.0349227860340639	0.0007413754391076302	0.00032996418920829386	0.009786665518768133	0.021036572751177117	0.003920406525256013	0.0219931708864533	0.010393272841261627	0.03868774921245521	0.03708938230489707	0.025517400775053146
BoChr[15]	2.5244460282209947e-05	0.0005962985830544198	0.0003697659679427723	0.0002942042913630161	0.0033534032160731555	0.002427882205850267	0.001989118681348998	0.005637630193959921	0.004714041976099068	0.00047566309305328825	0.0001860055725978782	0.00034975737153295937	0.000332497110453005	0.00858395927017785	0.010846479628241923	0.0021434408979822094	0.01063207620669445	0.001409722230929398	1.9985283724963665e-05	0.004311953240194981	0.016240483444007622	0.005537915739259347	0.006764810725421171	0.007966722091027804	0.021502632135891417	0.047512612877724104	0.023356198487745557
BoChr[16]	5.340196269651098e-05	0.004974609724574989	0.0023183249526118744	0.002299702928513767	0.0025543932022992523	0.010801519580980426	0.006436779605064657	0.004675109164527385	0.003778175329849769	0.00045929878001516045	7.625658481629216e-05	3.479894506185582e-31	1.3915076806370052e-08	0.00788051498221762	0.023212836025631987	0.008884430290081582	0.006960313018539637	0.0028064846992492676	6.177061446237531e-05	0.005030685181263834	0.010999667888881959	0.0013603640371002256	0.004681347525547608	0.0005553181443247012	0.006581687793105662	0.015034921608748846	0.016225883286933255
BoChr[17]	6.645536957972098e-07	1.222290856972563e-07	2.094249164541121e-05	7.693444262457661e-07	5.137002784612029e-07	2.4871822455541094e-06	4.624645566430795e-06	7.181513253489649e-06	1.1786550706444963e-06	1.0895944889876997e-07	9.963638544748774e-05	7.925535894832581e-08	7.234883364333025e-06	8.900648371497855e-08	9.289726680399318e-09	1.1140689979751985e-06	3.1814352048317204e-08	0.017251203678989958	0.0144777211614651	2.3947756891606745e-07	1.447772556223713e-08	1.5483488853974727e-08	0.07272830521882236	4.997712283397736e-07	0.0007651834377211428	2.3476360152681397e-05	0.5789454082021035
BoChr[18]	4.849311197840933e-07	4.0057582582697646e-05	0.00027650441560947317	0.00039447461734551934	0.000479554109717852	0.00877893420407355	0.0012185069261220268	0.00022085043234859825	0.0017617157495003256	0.00023421790801387844	9.438667158934509e-05	0.00011068233369304032	1.073622685465736e-07	0.003742553001347648	0.00011940468385496672	0.0005963084956930854	0.008290883648373182	0.0038289587780262796	1.3800427467458576e-10	0.007664397150626882	0.03516907127687063	0.017687634273554558	4.33439828806037e-05	0.015829807233630578	0.06890097153728585	0.1379653143615331	0.0049135098920078234
BoChr[19]	1.252432950153981e-06	0.0002866477196072381	0.00013485193688691054	1.1837955633486886e-05	9.746085958646233e-06	0.0003694364590541782	0.008870106368022657	4.265292119498554e-09	3.5797333298263402e-06	8.064089581801698e-05	0.00011934072111934313	8.187565033068722e-08	5.257040229365689e-06	0.00013835703528395174	0.0033299164246358105	1.8403604889636328e-05	0.004113996699084742	0.008743764430582418	2.506342923745672e-05	0.007595912296716207	0.007157570139480018	0.01019777950977659	0.004406154328784737	5.385120981962643e-05	0.26428014510484493	0.013142373563890608	0.011063037372443976
BoChr[20]	2.799131083541795e-07	0.0003640798288378733	0.0003221761979156007	9.993674988329101e-05	0.0005799928603497938	0.00015831289235777036	0.008170707893143288	0.0005012929804226473	0.008349570504958326	0.0001473143894637019	0.0008897167136913306	6.600971289572044e-08	1.6031030714520874e-09	0.007615540462208532	0.02077045036712548	0.0009359184852887026	0.010969408986136955	0.004460280488103195	1.5839379727822233e-07	0.026922450413250337	0.019047946265573615	0.015821319196429613	0.001212592836474755	0.006605783221573347	0.043028277562519805	0.043354752038358126	0.023951198972936183
BoChr[21]	5.40583604316941e-05	7.006492321624086e-47	7.508028647862375e-06	0.001109534600940485	0.0009878766298430008	0.005486109924998459	0.00220727092540983	0.0015048893263986962	0.0046243916777208224	0.0014731192931412807	0.0006784287609209016	7.436119136400521e-05	0.0035814257733799426	0.0032534383476719242	0.004190552523690414	0.0008981375162069583	0.020679085804476926	0.0013677507499232889	6.402909144526348e-05	0.005909346150174457	0.0031016901737332602	0.003992227809503674	0.0015863386510318379	0.0028062041708491847	0.04368133352420812	0.02294743226188757	0.021580744115148036
BoChr[22]	6.127229733839279e-05	0.00014406402797021656	0.000314184237397086	0.0008436680260005858	0.0002083626901730895	0.005869690594435753	0.0017120749944415082	0.00014742901519639417	0.0007049091579994266	0.00034926690899980353	2.839317936674135e-05	0.0037131419575371183	8.407790785948902e-47	0.00582593694849062	0.006862070083152503	0.0008682137905998388	0.0003282287500132952	5.634034802824317e-05	0.0	0.003742605216301058	0.0014076837691840182	0.0042522973226585496	0.0013040407371863695	0.003968462135753725	0.07949328297533612	0.043322601578620376	0.022927190153496896
BoChr[23]	0.0007906090916196318	7.56652113712164e-05	0.00040077796899964826	0.0001411767899914551	0.0037924462614930834	0.006788165620549193	0.0005774011950444446	0.016990169406435208	0.02552224205716701	0.0062900367258339205	0.0009847472960299087	0.00010407162317839891	0.011501631041624591	0.008092938759125872	0.005325266713375996	0.004113957866386233	0.08072135655561681	0.0032764558342242944	6.184644437703279e-05	0.010889652895349542	0.007045208607333962	0.007149714983457968	1.0448407010699157e-08	1.1858542336469213e-05	0.02219933900436047	0.022030112082138658	0.04423073832760565
