Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.997	279.304	10.449%	46.643	7.791%	0.02373	0.996
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	21.64	4.634%	4.953	1.553%	0.02074	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	61.32	9.305%	10.724	3.568%	0.03694	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	34.379	6.973%	5.899	1.871%	0.04105	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.998	119.986	13.984%	21.5	6.599%	0.06255	0.998
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	33.35	6.862%	8.892	2.773%	0.04329	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	33.571	6.431%	6.649	2.131%	0.04158	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	23.548	5.108%	6.769	2.115%	0.02488	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.998	122.691	14.872%	22.208	6.663%	0.07021	0.998
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	65.862	9.11%	11.181	3.659%	0.04964	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	30.376	6.449%	6.753	2.126%	0.03281	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	21.701	4.465%	4.126	1.273%	0.02342	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	43.083	8.175%	8.764	2.729%	0.05254	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	1.0	69.759	11.417%	14.08	4.498%	0.05403	1.0
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.993	151.479	19.801%	36.621	12.009%	0.09471	0.993
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.997	189.165	9.544%	35.467	7.58%	0.02963	0.997
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.992	292.778	12.088%	66.111	12.805%	0.05173	0.989
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	34.755	6.722%	6.361	1.986%	0.04098	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.997	125.264	12.848%	25.002	7.74%	0.06588	0.997
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	81.495	11.073%	14.163	4.524%	0.05339	0.999
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.994	231.623	11.512%	49.401	11.236%	0.04407	0.991
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	32.397	6.218%	5.666	1.774%	0.04314	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.999	78.224	11.64%	14.98	4.827%	0.05982	0.999
