Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E
1eb62abc-7928-405b-84cc-f091ca5347b2	239	548	190	112	199
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	360	0	123	177	0
1f2a8889-4374-4037-bb56-0f20733380e3	92	1886	0	698	156
1f5e70c1-c5de-49e7-941a-46e11a4f4416	387	177	37	0	0
1f81a1b0-8089-44ef-87b5-b3359a407ad2	309	541	56	212	123
1f8d8720-30ca-4057-90f7-a34b8383eafe	445	0	0	17	5
1f967003-82d6-4932-a445-24fc25723594	146	849	322	0	170
1fd69adc-c623-11e3-bf01-24c6515278c0	416	0	61	58	0
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	248	637	225	33	162
1ff155dd-deb4-44e0-b3a2-e4875b618435	370	0	129	83	0
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	283	380	175	239	0
2009e5e7-1796-445b-8677-46b3804fe0bf	442	0	27	35	0
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	116	808	299	515	147
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	1811	307	305	217
209a9b10-7129-48fe-a899-d14ba17efe6f	441	71	0	16	0
20d1b88b-3ff6-4201-a748-6a993500c652	396	26	125	0	16
20e02396-e676-412d-9724-44a428919cdb	115	910	348	138	605
2102558b-87b0-447b-bb9a-e4ae9df8b75e	301	0	214	343	0
2109e1d4-c623-11e3-bf01-24c6515278c0	369	30	120	202	75
21205681-a0c7-48d0-81d4-0b7ef31158cf	226	426	258	259	125
2182ce2c-5941-4b65-9419-fc7966d5e6d5	416	0	72	103	8
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	308	278	215	0	82
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	443	0	4	28	2
221d0290-c623-11e3-bf01-24c6515278c0	390	208	45	0	0
22578b9f-78dc-464c-9bb9-382f033283d0	448	0	12	42	4
228fb827-c05e-494c-8a21-e1d925e100cb	416	139	15	79	35
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	203	592	156	557	249
22cd3875-a123-4f0d-8cd1-371958208ad6	442	0	0	29	16
22d67778-61fc-4f15-95b8-7e7c6cc7112b	406	23	82	58	3
22edd867-dcd6-42b5-92bb-025ceb84b106	239	690	219	213	159
230f53ef-be3f-495e-9b95-b0f670bd6908	443	11	0	26	24
2316ee90-c623-11e3-bf01-24c6515278c0	419	0	46	20	7
2321c412-7730-4694-bc8f-199d7e51a7f8	447	0	0	9	18
232b7754-b3c3-4530-9d24-3af40d9b2816	414	0	52	63	0
2399ab13-abfa-480e-9fda-7947edc420be	323	0	209	181	0
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	446	11	0	34	1
23d77176-dfed-4bee-ac96-9934377d8d81	90	1551	80	65	349
23d86395-9e20-4cf9-bf7e-f76544a1f772	413	128	21	78	43
23eb72d8-c622-11e3-bf01-24c6515278c0	418	0	54	47	0
23fa90d5-b273-4e2c-9c88-68aa57b60e97	445	0	0	1	10
241abdfd-e6de-4830-a233-4bbc5f622725	352	11	174	233	7
2425a532-f562-423a-88f5-228642f53875	457	20	0	26	5
2439ec74-1713-4d47-a5d9-886f69dddcb6	312	0	243	151	20
2468e58c-c623-11e3-bf01-24c6515278c0	266	472	154	96	150
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	444	0	0	1	10
24badf07-8615-48a3-8d6e-45c3d783f18d	402	63	42	135	182
24f887e1-ce82-40f3-9674-11102bd076c0	452	0	0	2	11
25103371-28ac-4f43-b0e2-2d376d0dcb84	307	271	188	1	203
25224aa0-cfdd-48ec-92e5-8f3992a3e574	128	1456	0	549	1284
252a1c43-f954-44d7-8e31-6bcd0157a05c	454	0	0	12	11
2564a262-03e8-467b-9ea2-f3ab38d75ae1	366	462	0	65	79
2572b0bc-c622-11e3-bf01-24c6515278c0	395	39	62	46	0
2584b428-c623-11e3-bf01-24c6515278c0	204	741	243	0	403
25bee010-cc99-4af0-ba2f-fe4dd308be33	447	62	0	0	0
25c002f7-e972-421a-b32d-7dd675d81931	445	0	0	1	10
25c32aca-6738-43ef-a103-243f2f9a3b43	261	821	96	132	77
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	230	115	314	212	0
25c99312-bf63-4654-a73a-03c3c1cd50b6	442	41	16	67	49
25cf7449-8c5b-403e-aa75-e2af158598e8	278	0	272	306	0
25e20393-752b-4796-9001-0e22ee04c586	411	1	75	67	0
25e4cad7-2403-4992-9cbc-433574673549	356	83	169	14	9
25e68b09-7d62-4449-a14a-8d09edd96db6	445	0	0	9	10
25f07374-313a-4100-9a60-3d21d2988fca	118	183	516	633	174
25f73b03-4ba8-47ba-ad80-6ccb82105c98	265	819	0	201	138
2660825c-68f0-4631-948e-6da158edbe9e	404	133	70	0	3
267a9862-17bd-4056-ba4a-1f373736ffbb	441	0	5	21	6
26c301a6-a597-4c24-9f6c-2293e5ae41c7	429	0	35	25	5
26de406e-c623-11e3-bf01-24c6515278c0	440	29	18	45	20
274723ac-2bc1-4e2c-b31a-1907217b9f84	454	24	0	3	5
27847313-3b1e-47f2-84f1-acadaf265cf3	388	137	64	0	0
278b2498-1d64-493b-ac43-3489ec86f313	414	0	45	86	0
2790b964-63e3-49aa-bf8c-9a00d3448c25	363	0	130	124	0
27b56bf2-7a9d-4061-98d4-61fe2761578c	253	331	247	345	279
27f87d1e-2c32-4beb-9677-62f7a286673d	133	1353	0	713	1199
27fcccdc-c622-11e3-bf01-24c6515278c0	379	65	123	58	0
280a069c-38e5-4300-a15c-2612301b70e3	352	0	152	97	0
2828e5e6-c623-11e3-bf01-24c6515278c0	415	10	54	50	0
282b45ee-4af2-4c61-9acc-286eaf8d661a	250	356	224	144	0
28839c75-90a8-493f-b658-8c63e0ebd324	237	11	299	650	0
289790a5-77bd-49a9-a1ec-478a8ecacd7f	375	0	141	91	3
28e81540-4744-4865-b627-c7c9d8a3c2b8	98	313	504	383	118
28f41a20-b6d6-4ecc-888f-72f779ad9af7	401	74	76	115	71
28f8d45f-4763-472e-9c4d-6787ba00164b	454	0	0	13	10
29127cde-548f-4c42-96cf-6f0020c3db9a	436	0	25	85	0
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	345	443	51	277	37
29548b5f-c88a-4908-8c46-e86483e75067	415	121	13	0	0
29578759-9ccb-4a24-b5b8-c45ebd4339d9	445	0	0	12	7
295aac88-c623-11e3-bf01-24c6515278c0	125	190	438	771	0
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	405	28	84	212	274
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	256	353	205	382	0
29fc38aa-f367-46a3-a14d-a5f657ad0caa	391	0	89	55	0
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	459	15	0	0	8
2a7f6aac-8f94-4815-8b94-0ea7db71135c	446	0	18	26	7
2a8d63eb-0174-4213-9214-413f391f512c	96	1113	139	866	153
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	432	0	27	19	1
2aeaab9f-4459-4be8-91e7-e0746cbd671c	403	16	76	106	12
2b000af3-2c9d-4eaa-af3f-8101b7425c37	207	359	400	290	446
2b02e3ad-4423-491e-993a-561e80dc7bcf	439	7	28	73	11
2b142863-b963-4cc9-8f8f-c72503c93390	288	537	25	305	251
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	445	0	21	18	11
2b3837b3-ee29-4a08-848e-1206404da986	376	321	90	68	0
2b40a733-7a63-4bb8-a953-95a4ee28f962	165	42	429	428	0
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	340	318	63	289	293
2b4feb84-89e4-4c38-8561-5ffab02c8132	141	160	460	542	0
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	337	0	159	167	0
2b569b88-c622-11e3-bf01-24c6515278c0	342	11	198	120	12
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	295	0	233	400	0
2b78de4e-4c8b-4adf-a058-3dae797e7881	93	1353	166	370	254
2bd56bba-c623-11e3-bf01-24c6515278c0	339	0	177	77	0
2bd9ccca-3fae-4b66-a762-6f30d6276222	291	90	250	204	0
2bde43e2-fd4e-413e-adc7-c50bca75d358	327	430	93	0	310
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	33	1483	164	937	317
2bff30d5-be79-4686-8164-7a7d9619d3c0	0	2451	158	241	420
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	445	0	0	9	7
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	390	34	98	93	0
2c3ada8b-9650-4859-9857-43209c0f7cea	406	0	65	43	0
2c48eefe-2a08-47bf-8e4d-cbaab6777150	341	121	141	409	211
2c581a74-7716-4c20-b366-a8e1d9a901f6	425	8	64	57	1
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	417	0	25	150	605
2c71d542-1653-4d97-8752-f2fd05c7e75d	436	104	19	6	163
2c9c50ff-01d9-4703-931b-04119178706f	349	0	135	200	0
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	146	181	402	429	0
2ccd028d-e7e0-4f77-a512-f658a31819a4	467	5	0	30	6
2cdc4cce-0877-4ec1-85f5-20c909912e65	416	114	6	13	0
2ce48f01-2f61-49d9-a56a-7438bf4a37d7	427	0	37	118	138
2d0e4b82-c623-11e3-bf01-24c6515278c0	407	0	76	89	0
2da2b745-068d-408c-9163-3b3a78d4aaed	422	0	35	91	0
2dd5eea1-42a1-4e8b-99ac-20399cc7e15c	460	0	0	18	7
2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac	398	20	105	88	0
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	452	0	8	21	9
2df17728-33e8-45ab-833b-ef68a5482daa	457	0	0	5	13
2dfe70fd-2650-49c0-b6eb-67df585d063b	444	0	0	1	10
2e0bbaf6-c623-11e3-bf01-24c6515278c0	368	38	132	21	5
2e43e0ca-54ea-482e-acf2-0048d9187a5c	264	463	203	139	0
2e66eb75-097c-4ad8-b2b3-9f5849dfd02f	347	69	164	33	96
2e69c886-535b-4ff0-9236-abf6799acdbd	315	199	191	22	0
2e76891c-b620-4cc0-9315-6f1217b09b1e	354	326	110	59	17
2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da	456	0	0	1	12
2ea2294d-fab9-43ae-a222-370487495b06	350	0	171	224	0
2ecd8358-c622-11e3-bf01-24c6515278c0	403	31	82	44	0
2f0a660c-ba3c-49bb-90f7-39b0034cea82	455	0	0	23	10
2f149d78-c623-11e3-bf01-24c6515278c0	383	162	64	0	0
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	339	68	142	174	71
2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2	447	0	12	25	8
2f79fe89-9d24-4fbe-ba5b-0ff6c3c4d663	321	0	195	178	0
2fdab641-d73b-4f9a-aa4c-c1944f131a69	402	7	115	52	13
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	315	421	130	17	162
2fe2433b-9a55-431f-a869-2b5a63e8e8fc	270	80	314	195	21
301d6ce3-4099-4c1d-8e50-c04b7ce91450	263	0	281	333	0
30376989-7edb-4863-9496-1789eccef8c4	427	116	0	0	0
303abbe5-4155-4a0d-bc3b-f8995261ca52	386	78	85	155	0
304c3e10-583c-421d-ab01-15c937d5014a	341	0	150	168	0
305a5074-5384-45a0-985d-289b178d09f6	404	118	41	17	0
30600994-c1ec-44c9-a620-3f6c617eb928	352	43	148	93	0
306ef5bc-97d0-4312-ae0e-343c4e31d869	333	0	179	210	0
309f5324-5608-4f62-b744-5ab268b70927	411	38	3	87	120
30a8f292-c623-11e3-bf01-24c6515278c0	376	39	101	106	46
30b9ab02-60f2-4974-85a9-874f247ae932	312	0	192	438	0
30dbe353-86d5-40ed-84c2-dbddf7beb17b	435	44	0	0	7
3166f1ae-678d-42ae-9d44-d3d25d6860c7	448	7	16	36	1
3189bc97-afd8-4daf-80c9-2d78a08228d3	460	7	0	11	8
31a70598-33be-4f09-9990-bd7594467802	443	0	26	23	4
31bc44b9-35ff-43fd-8a01-a834f3b1ce46	204	482	297	254	352
31bcfd64-c622-11e3-bf01-24c6515278c0	429	20	35	63	0
31c0c8f8-c623-11e3-bf01-24c6515278c0	393	8	84	44	0
31c75873-abb4-4d88-9e2f-07497a6c892d	211	902	110	449	293
31e63f89-a6a9-40fb-823d-f41587bd73d8	434	0	17	29	0
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	441	0	23	27	1
31f3ff14-7d74-447c-a5da-9ad8336c3f3f	146	304	470	197	132
322f0b01-2118-4dbe-aba1-3875a54ee71b	354	128	105	92	0
3232f77f-b745-4232-a802-6699b6356efd	420	9	46	108	0
324adcfa-3fba-45b9-99f0-9d41c0c54d79	447	0	0	0	10
3269608c-5dd7-452a-976a-31ac971aac2f	233	255	344	133	2
32a63b4f-3baa-4987-ad30-5bd0c0548088	432	67	0	0	0
32be40fa-c623-11e3-bf01-24c6515278c0	393	0	101	85	0
32d8c373-b5c8-420b-9808-8812b5501649	311	0	234	392	0
32fa6457-c8bd-4d26-8106-925baf13df68	292	763	24	48	185
33061bf5-9b99-4735-a810-f2d5eeef6873	410	40	47	86	71
33070975-0f35-4518-9ffb-4c6170c32534	373	153	108	2	0
335c721a-3653-471f-b0ec-6144fe868c6a	455	0	0	1	12
33992441-4f34-42f2-ba87-6ddd227f2250	218	207	365	290	115
339a2c94-55c9-4113-a706-b0971fa2784f	358	0	123	148	0
33a8693c-c623-11e3-bf01-24c6515278c0	405	17	70	58	0
33b7e799-ad10-498f-9948-8ce433311539	458	0	0	7	11
33b99e90-741d-43f2-804b-75721199a0dc	447	28	0	0	1
33bcd589-80db-4a58-8f83-a48cb60e0fda	366	118	95	127	35
33bf46dd-16b3-49c6-80d7-76caf27aa0f4	433	5	38	71	0
33de44a2-bec1-402d-872c-d78c1f2d52b3	360	0	121	220	0
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	48	176	550	1074	0
34030a28-c622-11e3-bf01-24c6515278c0	449	22	12	29	4
3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc	146	867	265	0	334
343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b	201	78	439	262	0
345a06d6-fa5c-4674-a847-88a6b537cf3c	445	0	0	8	8
34739bd6-b3be-441d-8cdb-e4233bf14080	464	0	0	6	10
34881c6b-f59f-42c0-9f29-9c5c47262ae6	47	785	470	651	116
34a445c2-1eb4-4a9f-8838-cddc2f82aae4	256	331	232	63	178
34ab4c57-5240-4af7-a329-a5ab55934fd4	441	0	9	61	0
34b0c838-bf6c-4d0f-8cd2-d2928adbb539	424	39	37	29	0
34c24482-c623-11e3-bf01-24c6515278c0	401	15	79	58	3
34d7b6cc-cfcf-4178-b075-f4d129ab18f7	361	216	30	0	101
351db483-a70e-496d-b70a-7449875121ee	349	0	0	776	1203
352fbbb4-88a5-4354-b1fa-3a01da3fbfa7	445	0	0	9	8
35553150-e4ef-4539-b220-259f2d634bd7	315	0	212	150	29
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	236	831	12	259	1365
35a74e53-16ff-4764-8397-6a9b02dfe733	266	158	195	442	750
35b951c0-edb0-47c4-9076-ede346ea7cb1	448	0	0	36	0
35c797fd-ca81-4cef-b6c4-7e3776f661b3	152	1151	0	212	1461
35cca3b8-c623-11e3-bf01-24c6515278c0	391	0	88	60	0
35ceba07-0759-4fbe-b076-af821a528cf0	257	0	294	239	0
35dc84c1-476c-4d48-ae23-622bf6e043ac	132	210	398	899	312
35e33a7a-c622-11e3-bf01-24c6515278c0	330	288	137	18	35
35eb6ecf-9514-4416-94b1-02200c0a1571	181	1035	105	98	492
35f82a33-bde2-47e2-8aba-ff1fd5920219	395	55	97	19	0
36160be6-368f-4cdb-b1ee-9ed5b64462fa	455	0	0	13	9
363d3a59-dce3-408d-a736-5c29ba9f9b6d	444	0	0	0	13
36680797-36de-413d-b2a1-8804ac1705e9	378	46	98	28	0
367fdef3-d7af-4996-932f-cc5087e843dc	456	0	0	21	6
368e592d-260c-4f58-81c4-a9f1e6177a4b	447	0	0	3	11
36962459-e81f-4b8c-a08d-df60ef3283a3	358	0	110	142	0
369c06f2-8904-49cb-99d1-dd297ed0cd0c	156	995	157	764	312
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	0	1253	85	1970	0
36d9c1aa-c623-11e3-bf01-24c6515278c0	329	425	40	94	474
36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8	334	52	178	102	0
371235d9-55b8-40a7-8cd6-baa7c2ad0493	272	201	225	198	76
3728982b-4547-4249-bd42-72a91d3fda8c	442	44	0	0	0
374cbd87-428e-4509-85c1-b7d3302c30a0	414	14	88	100	55
37522f18-77b2-4414-8df8-3c2c8048adba	208	1128	0	332	703
37c913e6-9ce5-4338-8849-b5bf7862d36a	447	0	0	0	11
37d0cf1b-1743-4852-8073-372b16b5c17d	383	7	120	57	0
37e5d47b-851b-47de-ba6a-fd2835644011	416	93	58	79	169
380593d8-c623-11e3-bf01-24c6515278c0	320	197	184	0	0
384ef419-ee94-4563-9237-236fddeb4b64	275	417	219	13	20
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	362	82	111	70	0
387c6519-6529-4074-a5ab-00f8052a5732	295	74	237	332	47
388a8875-c3f5-494e-8456-28be8d3626e1	377	0	90	77	0
38d8e626-c622-11e3-bf01-24c6515278c0	345	0	163	101	0
3914c02e-44ad-4c96-8464-61aa95b42c49	389	0	122	221	18
391a949d-217a-472c-a6d4-80e548039684	437	0	3	189	32
3933c60d-73d6-4f74-ae02-fd545fc1f092	264	747	0	499	377
3935af50-d992-4430-9909-e688347aead9	446	0	0	11	12
39458b0e-c623-11e3-bf01-24c6515278c0	351	0	147	108	0
39520be3-a2af-4189-acf4-9d239363333a	337	72	184	235	1
39a5d94d-e8c8-4057-be96-362ffbafb94d	455	0	0	21	7
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	365	0	133	155	0
39c476fd-273b-4136-874c-53352f1be008	415	62	71	63	11
39c55051-e1bc-4081-962a-17205645de45	450	30	0	72	2
39c6c3b3-4683-4d11-984c-ed589188da65	320	0	163	579	161
39d38c06-3779-4ca4-b103-1d096f93dae8	370	0	100	260	0
39e32615-0160-4f13-b330-50748f5d87ed	345	0	153	107	0
3a18aa52-b6e2-4d03-ad05-ef99d653f0e0	404	0	87	92	14
3a49a936-c623-11e3-bf01-24c6515278c0	403	23	68	74	0
3a551616-4840-4111-a8c5-b4aa773d82c2	44	893	576	271	265
3a5eaed6-fcfd-437a-b61c-fd3725c64717	297	686	0	162	142
3a6bce45-0431-49d8-82df-b1d9a738e5a6	194	966	113	225	180
3a81f733-b3a3-4578-b925-a663612bc92c	398	4	88	41	0
3ace181a-23bd-424e-a87e-e0c01a2a2cb8	459	0	0	0	12
3ad44032-01fb-4f84-b880-f01bb13a4359	454	8	15	27	0
3ae3ce4a-54ec-4c3b-83f2-845696ea0fa1	451	48	0	0	0
3afae3fb-2d87-4724-a589-d31cce1f4c28	457	0	0	0	12
3afb3f57-545a-4ed5-9461-2fcb28d89399	414	2	57	63	0
3b02a7a7-e5bc-4e77-b691-521603630b00	376	190	29	211	252
3b20d548-2a7d-4031-85a1-425ca7201d7a	0	1349	414	612	369
3b399659-8302-428a-9c97-1e7b455c9c2f	412	207	0	0	44
3b41cb48-c623-11e3-bf01-24c6515278c0	289	105	249	136	0
3b4ff158-c6d8-4a26-9568-0634ddb4a609	445	0	0	4	9
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	235	42	351	277	0
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	361	0	110	136	0
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	172	651	338	330	172
3b7810f7-f8ff-4d62-b766-3ba06170194c	450	0	7	99	5
3b8ab548-6669-4142-9612-cafded0d7a23	307	0	204	227	0
3bacc189-01b8-46cc-a442-f393c0f428c6	309	53	214	227	0
3baecfba-6977-4374-8bc9-22240abad9b5	446	0	0	17	4
3bb25b72-ceb1-4169-891e-339f22cb0f03	471	2	0	11	10
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	219	192	369	295	0
3bfbc33d-804b-4bb3-97ac-97563d77b13d	324	13	176	292	23
3c019b2f-52ec-40a8-99b5-98c1423ce627	425	0	56	147	21
3c2b1509-1eb9-4b79-9569-57810f291499	265	121	242	371	0
3c30b10e-c623-11e3-bf01-24c6515278c0	379	32	107	66	0
3c78970e-c622-11e3-bf01-24c6515278c0	433	80	0	0	0
3c86ba21-7b11-4ec7-9d20-a2325197c676	370	250	34	119	212
3c92c0e9-68e0-4354-8ed1-b6506878145d	398	0	71	108	0
3c963890-6e79-4b16-a4aa-bac04938b4d7	197	0	199	1431	2110
3d400522-c623-11e3-bf01-24c6515278c0	344	0	154	145	0
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	431	0	39	78	46
3da169e8-844a-4eee-b794-a2eb81db779a	324	87	218	149	58
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	88	1058	224	665	683
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	384	0	0	281	1468
3de261ea-6478-4f96-8ca1-30be130e945f	457	0	0	29	4
3e012b50-06d1-4120-971b-5e54139b00ee	327	52	203	299	73
3e1180a5-149c-4e6c-9a29-696e3ba567e3	444	0	0	1	10
3e2a85d0-c622-11e3-bf01-24c6515278c0	411	4	73	54	0
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	165	460	418	62	112
3e604a1c-b95f-44ff-9723-e2fac845da3b	306	56	251	141	11
3e68233a-c623-11e3-bf01-24c6515278c0	292	190	233	117	0
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	163	603	327	154	679
3e7a30e6-2202-40bd-bfc1-0383604050da	451	0	0	65	6
3e7ccab5-5b1d-4147-b907-77cab8f0837e	354	0	140	77	0
3e86e68b-d083-4450-b056-4cd0f8d4a084	413	14	78	59	0
3e8a2c90-e747-4a22-bc9e-0b062479fec2	454	0	0	21	8
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	438	9	16	33	0
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	265	165	279	101	0
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	440	0	24	49	0
3f039593-91d1-43cb-a06b-41e92f7e8d20	455	0	0	1	12
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	358	0	120	146	0
3f3aff50-d71b-44af-85d4-f81e813ea420	443	65	0	0	0
3f72f750-5666-44e7-acaf-a912d89475be	455	0	0	17	11
3f98d326-5676-4257-9af8-0a5f5d3c2527	217	737	146	399	613
3f99ae0e-c623-11e3-bf01-24c6515278c0	384	0	91	80	0
3faeb03e-c622-11e3-bf01-24c6515278c0	219	1207	0	366	0
3fb8f017-576f-4901-b8bf-3a58e5d43de3	390	54	78	117	0
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	384	244	27	0	27
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	449	8	1	116	15
4019c219-c51e-479f-8a9d-cfa6816ed696	427	61	5	118	100
40378b7a-a65d-4510-aaba-a34c4058fac7	344	299	116	12	0
408ed640-75f6-4346-bdd0-3b93c51adae5	431	0	40	35	0
40b1e928-c623-11e3-bf01-24c6515278c0	386	23	105	53	0
41027c0b-85af-4c78-bba0-0da63cd75fa9	189	0	463	599	1
41840dc1-5ea2-4f01-a0d4-8b65add641c8	300	226	147	111	0
418a3dec-96ff-4719-becb-e1a8260cce2f	310	327	171	106	51
418e916b-7a4e-4fab-8616-15dcec4d79f8	0	2173	50	852	743
41a7b031-d928-4a1f-891b-82fb3f6d548f	197	1095	0	859	626
41c565a9-d44a-447f-85c0-98f23bfee1b3	352	0	146	229	0
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	365	0	142	233	0
41dba8d1-8aad-474c-a82b-20b28ab818bd	347	0	151	95	0
41de507a-c623-11e3-bf01-24c6515278c0	327	51	195	136	0
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	339	58	107	416	373
42465bbd-289b-4e96-98fe-76809c5e1520	62	1059	477	9	468
4255582e-c622-11e3-bf01-24c6515278c0	331	0	187	249	0
42629ae0-9410-4fac-8df1-2c276467deb5	153	573	359	368	314
4283773c-c04b-4f33-a398-f3566f6d293a	225	563	246	0	101
428c100f-d7d0-4860-a8fc-2bae6a4bba95	301	420	158	85	9
429aad6f-816d-4739-baa3-b0ebf2fcd501	267	93	300	283	0
42a548f0-d86a-4273-8bda-be0fe6a53b20	220	0	393	380	0
42af8f74-fd4b-486d-bc11-db53cc471d62	197	42	394	268	0
42d20028-0ddc-4dac-9f05-d674f8915f21	400	0	97	115	0
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	387	0	78	74	0
42e92d78-c623-11e3-bf01-24c6515278c0	357	40	166	68	0
42f00950-09c9-461a-8423-d5b04a96af10	270	307	196	326	435
42f88b95-fa12-47c7-93f1-cf72f207291c	465	1	0	7	13
43206cb7-787d-4f68-8019-55e8585c4b4d	444	4	25	40	9
436af904-65b2-4196-ad8c-a4e98081ee41	440	98	0	0	10
43aa4123-0fe2-4071-8a81-cbdd0410b917	291	489	148	58	0
43b675e0-22e0-42d6-a060-afc93e22ac95	185	0	555	213	25
43be43cb-a367-4a74-94e4-973acafcf576	369	20	128	74	79
43bf37e0-3dbc-4360-818c-fc1356d77495	445	0	0	1	10
43d630aa-3890-401c-bf56-e3a9f325734f	446	0	0	29	5
43dadc68-c623-11e3-bf01-24c6515278c0	262	63	300	427	25
43f7a2e0-fec9-4e43-872d-18c6c946fa17	34	962	460	259	105
44083f54-0953-48e3-a704-11ad0988ad2e	255	0	263	738	0
441d2f21-b448-4fc8-8c54-9b85aca56237	345	128	106	192	97
44406493-37f4-48c7-961b-8714be50773a	459	18	0	0	6
446437de-c622-11e3-bf01-24c6515278c0	395	73	94	99	2
448af8b4-e071-48b0-a65b-b4ad17afdc0c	347	39	160	129	0
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	235	599	168	375	95
44e4f08a-c623-11e3-bf01-24c6515278c0	278	165	268	167	0
44eebc04-c027-45ae-beca-c4012b494f29	116	1451	0	1174	0
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	446	0	0	20	6
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	274	806	0	557	31
45348eff-4b09-4776-825e-b18de9dba937	451	0	3	71	1
45614404-2149-4468-848c-0796e3757d62	438	0	16	20	5
45a7949d-e63f-4956-866c-df51257032de	282	722	20	380	24
45aedf22-c622-11e3-bf01-24c6515278c0	379	15	101	111	0
45d0ccb2-641f-4348-b3a8-61f4113cd85b	249	0	429	85	15
45e16b70-c3ec-493e-86d1-505ffdf5056c	14	1370	358	807	377
460f7427-ebcf-404b-9e9e-e0278d0bca95	62	1513	134	519	442
461df2ae-fcf1-4b93-be0a-c14954fe7c42	354	74	145	124	0
4624fd20-e2ad-4826-b606-a694b04e1076	435	3	34	37	0
463bf060-8ba6-4a73-8173-172025f7b527	392	0	90	71	0
4652ae03-b096-42d0-bdfa-3f6281d4f023	323	502	47	50	162
46693a2b-5105-4770-a9e1-031dfedeb694	264	603	118	147	0
4679f37a-4f09-449b-a1d8-1f02847996da	107	31	573	476	0
467ef778-f481-44f3-9768-b9900252d2ba	164	132	466	275	0
468083cb-95c3-47c1-9d96-79bcf7bf3f26	382	0	123	104	0
469eddf2-6e02-46bf-820f-6296a2b776e2	431	0	26	23	4
46d35b82-e1b7-4d35-be5e-3a70fd47e421	390	31	70	96	0
46e166fe-3b20-49ad-98db-42c854c61c93	317	0	192	156	0
46e503ae-461d-443a-869b-f261c5570de1	445	0	0	9	7
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	215	0	363	250	0
47050918-c623-11e3-bf01-24c6515278c0	418	0	74	16	10
