Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E
6ce42746-88aa-485f-a1c4-1759aad95914	342	451	3	251	58
6ce66be0-c623-11e3-bf01-24c6515278c0	379	27	116	52	27
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	446	0	6	10	9
6d0851ba-271a-408f-bcc3-c104b452c9e5	356	0	145	92	0
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	394	230	0	0	0
6d325c96-8f5c-4064-9806-4364016da8a4	414	0	46	38	0
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	406	64	65	66	0
6d3d5531-16b4-46ec-bd7e-394946855d62	431	67	0	0	0
6d4a548a-7e30-4b6b-9a13-72827eed439c	361	318	42	2	0
6d7f44df-e9f0-4542-a6d8-d14ee7804002	328	605	17	7	1218
6d936ef9-b5df-44d3-831f-528bf8ddc131	275	0	384	17	42
6d9d7ffc-c622-11e3-bf01-24c6515278c0	344	198	113	0	0
6dac8ca0-f776-4ea2-85c4-aefba4966be7	231	248	302	299	408
6dbac113-d4cf-4db5-97c9-50fa400bb47e	254	165	260	160	0
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	315	422	145	0	142
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	460	7	14	29	1
6de41ac1-229b-40b9-a494-5588c284351d	394	0	90	197	0
6e26f98e-c623-11e3-bf01-24c6515278c0	382	4	135	50	6
6e516c4b-fee7-4336-8470-494588e645b3	459	11	0	2	8
6e599fcc-d79a-4e0f-b451-c20768c989f9	356	0	152	139	0
6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb	70	1777	0	660	0
6e776415-ddf4-4060-953f-08ef22441234	210	128	337	616	91
6e839eaf-1dbb-43f5-8846-c980e05540c7	0	2235	0	964	795
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	443	0	8	15	5
6ec4456e-c622-11e3-bf01-24c6515278c0	364	0	120	106	0
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	378	0	105	249	0
6f395380-c623-11e3-bf01-24c6515278c0	297	349	167	25	70
6f4d836f-e86f-4b12-9549-7117f59e3d4a	457	0	0	3	14
6f981023-4269-4e8e-a4ab-2c92bb27273c	149	12	490	512	0
6fc0cb07-9713-4355-8543-f85d1c5505c2	329	454	50	150	285
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	408	0	85	49	0
6ff16b0d-5966-4119-9bec-c9ebff804a37	393	0	64	79	0
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	0	1490	465	53	208
7034e5f6-c623-11e3-bf01-24c6515278c0	374	40	148	8	0
70422e6d-cb1f-4284-8be9-1d4517ffad60	377	37	124	102	25
706868b5-4920-433a-bea3-92e9bf83059b	225	414	235	337	451
706a1085-5994-4d04-b56b-d301c9ed5afa	445	0	0	16	6
7087a2b6-7fc4-45b0-8c48-248864f03deb	453	0	0	5	12
708e21ac-f529-4461-bc4f-d3a194a92b80	113	772	403	160	448
70990332-7702-45e2-84cb-8bbff773f160	449	1	0	11	11
70c2f91e-c622-11e3-bf01-24c6515278c0	414	2	81	45	4
70dd8453-11d3-4105-a8d0-6a755c52495d	301	293	230	0	25
7116cc90-f465-4e7e-aa27-48a83ed258e9	305	73	273	187	32
7117854b-6f0a-4a43-b66c-506a3e29377d	329	0	181	340	0
711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b	436	0	11	51	7
712ba532-fb1a-43fa-a356-b446b509ceb7	408	0	78	0	11
712e5f3c-c623-11e3-bf01-24c6515278c0	264	27	319	147	57
7158c9fd-a633-4fef-aa23-bd285f2a87a8	450	21	18	16	10
715f59dd-a80f-422d-988c-f73f4b987baf	431	10	50	212	86
7163a0f7-2c69-40b8-8857-8ab3f46f0acf	320	0	216	275	0
7181dd10-1371-4cb6-9219-a9542c62b854	196	0	516	191	15
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	451	0	8	13	10
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	390	77	75	78	110
71a2b4a2-88dd-4911-a67e-70b3309c4a12	200	1277	1	664	59
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	430	75	0	126	34
71fda5a9-7049-406f-9348-2c24f7ddf5f4	13	1543	239	677	559
72108583-5320-46ec-945f-5ff173d7dc15	283	336	202	129	76
72293a70-9dc8-4e4a-acdc-c74587a90420	454	0	0	0	11
7243992d-0763-4b75-8066-e8e5309d0193	458	22	0	0	5
724bf2b8-a246-4b6f-85f8-95824c03896e	462	0	2	38	6
7260f57c-c623-11e3-bf01-24c6515278c0	362	137	138	36	13
7266ec7b-4824-4b88-910e-e9bfb848d55f	401	70	58	172	137
729229fe-92b9-439b-acd2-b49159116a41	423	0	65	74	5
72a27124-24b9-41f7-a065-774fdf5f7d19	447	0	0	33	2
72a5e569-99d4-47bc-be1b-6296a5025080	418	0	62	59	0
72b62805-76f9-476a-b876-a781e69a2c90	444	0	0	1	10
72c22a8c-c622-11e3-bf01-24c6515278c0	333	0	177	265	0
72f0a49a-aec8-47e5-846a-956c4da1507c	58	2072	0	875	2958
72f82fbd-9838-4082-b605-bc3d80226f16	284	300	200	0	100
7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c	346	76	174	57	0
73058c80-607e-4b55-b112-8f8f6775d014	353	0	147	134	0
734a8251-9ecc-47f5-835f-846b67693ca6	323	0	260	71	39
7364a112-61b9-41c6-b85f-18c97c54cefd	445	0	0	24	6
73936e8b-c893-4afd-bd1f-be90c06a4869	298	422	157	0	0
73afad06-c623-11e3-bf01-24c6515278c0	257	364	273	146	17
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	419	0	52	40	0
74039acd-5aca-4c65-818c-3b577d295be0	342	149	62	148	550
7410c00d-ed0b-48dc-a4bf-eb76ac613980	182	257	353	474	14
741c4656-0fd0-416e-86c8-f6533b6c96f4	355	2	198	22	20
7456abd5-303e-4e6f-bf4e-47efefc7310f	155	608	270	389	666
745b8756-0eab-423f-8cde-e0ff1aaa6596	302	155	183	163	99
748d3ff3-8699-4519-8e0f-26b6a0581bff	350	100	104	245	122
74b57d2c-a83f-4798-b86b-a533975e4cc0	0	2142	0	1528	888
74db46a8-a499-4951-af33-1d53b7d1c9b4	455	0	0	1	12
74e5905f-6350-498a-9454-9ea0593d2f56	248	1151	0	432	989
74ec279a-c622-11e3-bf01-24c6515278c0	313	66	214	60	0
7512b38c-c623-11e3-bf01-24c6515278c0	316	82	194	289	60
754d26af-f184-497c-856a-cd1ea7a5115c	409	153	40	0	13
759d30b2-ddb8-49e2-a604-57ff9222d3a0	445	0	0	9	7
759e20be-6a2b-4c54-aca0-6d358598d6f5	444	0	0	8	9
75ad15b9-8f9c-40c1-9ca6-1e8454fbd310	301	549	97	121	0
75ba6722-1148-4a52-a9ed-68d890238205	233	479	257	74	0
75cd90ef-e884-4812-bbf3-5a524d95147e	223	0	342	353	0
75e1bdbc-474e-4367-9b4a-963b31f3b297	433	95	0	0	0
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	297	109	210	178	0
760881cc-c623-11e3-bf01-24c6515278c0	321	0	184	683	54
7625877a-7a2b-466f-944b-9e56689ad47b	285	8	269	157	0
764ded9e-c622-11e3-bf01-24c6515278c0	417	19	68	59	0
767517f2-f94c-44bb-9af6-36b662b166ef	456	0	0	21	6
76788f17-257d-47c7-ad85-ac5f959216b5	456	0	0	17	11
769e2ac9-a121-4b2a-a0fd-5f755b579811	440	0	9	26	2
76a0d9c9-5e69-44e8-9ed2-6d2e387803fc	330	0	197	165	0
7731ef7f-25bd-42f5-9a20-be249306a711	269	749	0	364	221
7789ef18-c623-11e3-bf01-24c6515278c0	214	24	358	238	0
77bf9514-88da-473b-9a91-f669ef3cd343	189	200	334	683	0
77c022d3-2f29-49d3-a1df-cc2e9407fd7f	26	215	564	1433	94
77ebe6d2-6537-49d3-849d-fe93e2cf52af	456	0	0	8	10
78100212-65aa-4365-8b64-4b33f77732d5	331	49	195	120	24
78103d9b-0b8a-431e-bb58-5c99fbea12e4	141	719	391	0	0
7815397b-aa39-4b79-bcaa-6859a3f115f8	459	0	0	0	14
783579bd-e29d-457c-8236-1a80b557600c	293	0	306	247	0
7866dfb2-46b3-42b4-905b-12f80593d6bd	159	735	228	21	184
786fc3e4-e2bf-4914-9251-41c800ebb2fa	328	0	176	119	0
78bc2608-c623-11e3-bf01-24c6515278c0	345	0	147	100	0
78bc4dfa-c622-11e3-bf01-24c6515278c0	426	3	48	33	0
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8	422	3	53	59	0
79133e29-ba0b-4e2f-a6d9-bf294c5144f0	444	0	0	1	10
79169c46-7049-4576-9885-63973db76ab9	456	0	0	8	10
79353875-9d86-4063-a8ea-1d998acb1e81	424	0	32	42	0
79524d64-8f4a-4889-b345-33198808b9de	442	0	25	43	1
796a8782-6d7e-47c8-b322-fcfe1dd240c8	401	33	78	59	11
7981bbf3-dceb-4d89-900c-555967e97921	346	84	150	37	0
79914ce9-04d8-4b0d-9f16-2e528044966e	119	0	701	188	48
79b23f34-c623-11e3-bf01-24c6515278c0	393	2	110	86	0
79e81ab3-5466-4324-9387-2de00d62315c	437	0	34	29	2
79eb7bba-f0d8-462c-add7-20a2fb7843e1	244	108	304	345	145
79fa8423-2014-4536-a1f9-cb48aed3c45f	445	0	0	32	5
7a4f6014-f7a2-459b-bc43-df164e73cbba	209	901	130	345	412
7a5d3b6b-be5a-4e55-9255-32a069b8af3d	369	184	79	98	0
7a6cb147-a576-446d-a605-fa846ea3d1ad	323	53	195	119	0
7a86abdc-d554-43bd-ad47-22d439c930ef	456	0	0	9	9
7a921087-8e62-4a93-a757-fd8cdbe1eb8f	128	0	511	648	0
7a95af21-ca7c-4596-9c83-66d11ca0c417	132	0	667	110	55
7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e	145	766	308	180	558
7ac3e543-3bc2-4a59-84fc-b5aa0def592c	429	92	21	5	0
7adcea71-1aed-450c-b0ff-b9d9820c6153	239	32	348	387	0
7ae3671f-bf98-4693-8f35-3b762c9121d4	468	0	0	13	9
7ae510f8-c622-11e3-bf01-24c6515278c0	379	22	109	91	0
7ae872a6-c623-11e3-bf01-24c6515278c0	310	80	194	145	61
7ae9b843-488f-459c-8c0d-c81dcae57f99	299	8	239	220	0
7b08e810-f3c9-4155-ac11-f45a3a4f8b41	213	422	261	179	0
7b0b60c7-5fa0-440e-937f-8d82119330d6	416	124	0	0	121
7b296706-b535-45a0-9a8e-4a34a8c33bb5	456	0	0	17	7
7b318282-5df4-42bc-b1e0-0e4a66ba9204	418	71	69	30	41
7b482f46-adcc-48ae-a4d6-17f4edd998dc	349	191	94	217	263
7ba70717-d65e-4a45-af79-60a976770526	333	64	212	97	0
7bc3209f-b349-49bf-9b3d-44ef870b586f	373	124	94	117	84
7bd3d112-d411-4ea8-a9a9-bd965f0fc943	431	0	42	117	13
7bd4d5e2-69ee-4264-93e4-2ba01418c460	326	167	74	12	0
7bdcb78a-c623-11e3-bf01-24c6515278c0	444	0	30	3	20
7c405ca0-c622-11e3-bf01-24c6515278c0	410	2	63	72	4
7c43c006-d917-4915-b304-65995b6c0d46	358	205	87	15	0
7c477f01-8000-49dc-a692-e47fc15e0b4f	459	11	0	28	0
7c5c2293-3f40-4ae3-8346-6a327b2abf4d	0	887	545	444	432
7cae6c0b-36fe-411b-bbba-093a4c846d84	313	0	183	141	0
7cb71498-6ada-43c6-912b-bad4f93cf580	283	0	270	173	0
7ccb9a4d-6f48-41c2-a630-27fde8c67d60	369	47	106	139	0
7ccee959-1e87-4a39-b6b3-840ddcb94995	301	0	246	129	0
7cd7fe38-c623-11e3-bf01-24c6515278c0	325	85	216	90	6
7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	380	243	0	196	356
7d04f401-3505-410c-8def-0348ecd8aae2	281	510	168	133	0
7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c	452	0	13	50	0
7d2da7ba-f57c-4083-9572-6fa98008083b	207	0	396	583	48
7d332cb1-ba25-47e4-8bf8-d25e14f40d59	34	1532	0	1740	4631
7d38018a-c622-11e3-bf01-24c6515278c0	419	48	57	20	0
7d52a9e7-b5a9-4519-96fd-e8be42a7890c	455	0	0	1	12
7d59205a-65ec-4341-9748-28639d82ed29	417	0	50	35	0
7d6fb1a7-7742-4b8c-9903-abff706240b5	354	0	143	110	0
7d734d06-f2b1-4924-a201-620ac8084c49	375	0	110	233	1148
7d7fff91-3f69-4123-b514-140ed3d9cd66	426	16	39	13	6
7dc3e035-c7ae-4164-a62b-9c2460812b05	386	15	111	78	4
7dc5f8ba-0080-43d3-8426-bd527a970761	141	905	317	137	340
7dd2dc62-0eb4-4d45-86f1-e9e9377181ca	253	0	364	457	18
7dddd413-d2c6-4f75-bbf6-3b202877546e	458	0	0	0	12
7df3a542-c623-11e3-bf01-24c6515278c0	275	213	213	149	0
7dfcfe29-3900-4d7b-8067-60c51584b0b1	443	0	0	2	13
7e036d40-b669-4929-a1e2-c4736e01a473	61	458	561	672	224
7e10e325-16d2-42df-b957-df4d3a9477d0	339	0	154	79	0
7e22401d-f4cd-44c5-8a01-b08a439e5a31	337	247	109	175	0
7e305f31-fbb0-4bce-894b-1dd85e303421	425	0	40	89	0
7e4d570e-f26b-41fb-84c5-2a6f7d668bb5	385	0	80	270	0
7e584ff6-0b81-4f85-81da-b8117afee326	241	349	200	281	289
7eac4710-c622-11e3-bf01-24c6515278c0	299	0	244	184	0
7eb0ee38-fbe2-49ea-ba63-aa13825eca6e	365	156	107	0	0
7eb0f792-858f-45d1-a908-125b02ea1506	230	296	286	341	97
7edc42d3-d08e-4360-a3e1-aeb57cfc6640	218	768	41	768	635
7ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b	406	0	90	73	13
7f031d71-3cb7-4744-86bd-a3beecfe166e	206	511	276	33	0
7f03cb4b-60b1-460c-b761-402e7ca09b0d	445	0	0	4	10
7f22b0f7-4040-4c84-939e-894c3050ef5d	441	0	12	36	3
7f42e118-aab6-438a-9e84-e7451fe12d7e	349	77	164	88	29
7f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2	259	2	327	238	0
7f795952-c623-11e3-bf01-24c6515278c0	425	92	28	2	0
7f7e007e-4b06-4328-b116-6dcdb2ad8181	445	0	0	12	12
7f9382a5-f6da-4fe8-93ad-6adc91f508fa	456	0	0	9	9
7f94d650-41b9-4664-bcde-dc8533e4602d	191	590	262	360	221
7fba5aac-c622-11e3-bf01-24c6515278c0	393	250	8	0	80
7fc7b316-f3d3-4e71-9417-423fe334e6bc	245	144	372	596	267
7fcd8af9-4d73-4c97-95cc-b30b09f21bb2	369	0	114	126	0
7fdd07a4-4a27-40c3-af92-a0074e6391f5	333	302	139	40	52
7fe96e71-436d-49d4-9e47-e104e1203568	328	0	219	151	0
801e67c8-c506-410a-bdf0-856a66e974f4	181	769	249	77	319
8044a282-bc2c-47c6-8a85-53c3b5eeb08f	430	0	48	27	10
804ffa2e-158b-447d-945c-707684134c87	426	0	52	51	0
8093649a-74d6-4832-9154-8cc0182fa381	207	881	78	449	384
80ab6c08-c622-11e3-bf01-24c6515278c0	445	0	0	1	10
80ebcecc-4a7a-40dd-914c-f0648a58095f	366	152	108	231	114
80f02aec-c07a-4bcb-b547-e60f8c33a7b1	208	127	344	335	0
81598359-24d5-4a8b-a6e6-7a6f94289119	327	274	131	102	0
819b4304-c622-11e3-bf01-24c6515278c0	381	148	0	310	1045
81a8b064-e735-455f-b2db-af7ae11daac4	0	1408	474	240	901
81b1e78c-6032-4ff4-b52a-83456b9450ea	390	183	32	0	0
81b4dd02-34ec-4ddc-8818-ed888a60ad88	455	0	6	59	7
81bb13fc-f082-4c0b-8066-1729f11ef617	451	45	0	0	1
81bc7f0c-865d-4801-a935-2ab04170df53	242	1	349	206	0
81c7a8c1-8a6a-4e78-a72c-f7c021c67ff7	382	43	106	97	0
81cc0f39-6677-4f2e-9a75-d30152b188f3	403	6	94	58	0
81d0d6bb-7319-4b67-bcf7-36df24e76b43	457	0	0	10	10
8282283d-247a-431d-9421-0fcc52f0a897	272	47	316	323	4
8294a969-59a1-4d3b-895b-f07e96bf9f7a	379	0	102	91	0
82aefe8e-c622-11e3-bf01-24c6515278c0	413	0	65	37	0
82b8cda8-fbff-455e-b0db-7ff6528bd6c8	320	302	111	107	81
82be6087-a491-42d4-9b48-6a10d1bace18	187	1407	5	84	501
82d2ea5f-ebdc-4907-a287-fe837fd6b59c	99	1259	298	0	595
82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6	424	0	31	187	0
836ec5a5-e385-4236-83e7-2641ee35db7f	314	0	195	266	0
83a1b304-2ec1-44ae-a9c5-8ad3a2a46a1f	429	32	52	28	10
83d57c5c-c622-11e3-bf01-24c6515278c0	398	33	79	66	0
83eca7b5-45bb-44c0-8afe-36f8988d0078	315	95	225	148	35
8404ef5b-7a64-47fe-98f9-3f63619d2d99	456	0	4	15	9
841eb82b-347d-4d7f-805f-3f3701a2983d	421	13	67	69	0
842df341-d34f-4ed6-928c-eaf15bf7f667	328	0	177	146	0
8454fe53-869d-41c8-b0c8-a7929d00eec3	221	417	259	347	41
84a0bc36-9f29-4b23-aee1-bf5ff71f697b	329	104	199	0	56
84a6ea88-eeb8-4060-a90c-e4abac013ad4	126	209	547	299	0
84aa2983-714b-49fd-af93-f18ed4d6a6cb	411	0	67	62	0
84ae4dd8-f661-46aa-9892-69742e2f3542	383	0	102	123	0
84c77098-03d0-4b22-afb1-797703e85c6c	182	1071	41	293	453
84ca6ab0-9edc-4636-9d27-55cdba334d7d	0	4036	0	848	698
84e601b7-dfa5-4cd5-9fef-07f03967a0d4	254	521	184	53	221
84fe77b4-f6cc-49bf-a6b9-1621ec9394f8	122	212	398	1018	0
850389d4-c622-11e3-bf01-24c6515278c0	390	39	110	72	0
85422a8e-2599-4dab-a257-150e380ecba8	445	0	0	4	9
85448d11-9f84-44b7-8ae3-a115f24bdb76	443	0	5	42	2
857a8354-9589-424e-98f4-98b9bfd6dcb0	450	0	1	18	5
858631eb-4e91-4aad-809c-c3948519313d	279	392	247	0	32
85d915b8-0184-4ec7-93ad-e9ffa2f5743b	432	0	20	30	0
85e29049-a5e8-49fa-a576-e113c7b2c2e3	354	253	37	425	17
85ed2434-da94-4333-90ca-6ca4691cbdd3	458	0	0	9	7
86386b36-2950-4479-b79f-4b347053c8bc	445	0	7	15	8
8658f4f5-9a50-4195-8ea3-227951977647	155	139	451	463	0
8659a35e-c622-11e3-bf01-24c6515278c0	358	185	132	4	0
866ecfe7-caa6-4565-9418-6b9d6c8a3b43	440	0	29	31	5
86874a67-aa86-45f1-be32-3b2722ebedec	123	53	716	135	61
8689b53c-8883-479c-85f6-d13b86272b5d	301	0	184	435	0
868c95ad-45df-4f8e-9553-b7c2c5679deb	433	113	0	0	0
8691c87f-2468-44bb-a670-3dccd6da33c6	364	322	70	23	91
86ae34f9-e16a-4593-8e55-b1296782bc1f	433	0	20	30	0
86cbb7ad-b22b-414f-a122-77d38c77207d	454	0	1	21	7
86f23897-dba0-4e89-8381-d174eaa6fcc1	8	2196	0	638	584
870e7aa5-a9c2-4c4e-afa8-36bb3bdc4eee	440	0	7	27	2
873ed251-fa44-465f-99e0-c90a42ea13d9	460	0	0	17	15
874f64e9-8a0d-4f88-92c4-7e831842b1d1	447	0	3	25	6
87671312-c622-11e3-bf01-24c6515278c0	341	73	151	311	53
878a7fe7-20ff-4651-9587-b4d6fd42e929	291	278	217	73	37
87e0b332-60f3-4d59-8c4e-691a820c9ee1	446	0	0	7	9
87e1ffee-a8cd-4d75-937e-ed415cf43546	313	0	204	234	0
880e6970-0131-4966-b13e-8614d33f0df7	449	7	12	18	4
88395c0e-4afe-434d-8b20-5a3eef8b7f00	444	0	5	7	17
8845fce6-e2b4-4929-942b-57096b0bbafc	441	2	0	42	5
8853cbee-7931-49a6-b063-a806943a10ad	381	0	133	75	21
8867bdef-3a8d-433e-b10f-d752e2cbb022	68	942	293	471	692
887616c5-06a7-4e83-948c-3546202349fb	264	0	308	301	0
8888e808-594b-4c76-b2e4-62aa56736f7c	0	1406	460	183	215
889fb525-5055-4408-a12e-17f1225c9d29	411	4	51	38	0
88bc38ba-ad1d-431e-a67e-0a5a23678386	352	5	176	142	0
88d5a8b2-daba-45ce-90bf-480fac85bf1d	364	38	147	157	0
88d82a42-c622-11e3-bf01-24c6515278c0	372	0	137	127	0
88e35d25-d98d-4576-8ebe-1cd74010ecd8	399	287	0	47	0
88f2c496-3eb4-4c03-b3a5-8d5a55803aaf	312	0	187	422	0
890e840c-1d1d-4874-a8eb-f9d9a2b50a1c	181	0	434	409	0
89195d56-1ef2-41df-b200-9f18e38f574a	139	763	391	0	18
8930735a-4eb4-4489-8513-d4b600c316ab	440	0	25	33	0
897a4500-6fb8-4e81-aa07-021a26d632fb	296	258	157	415	44
897ba508-d74b-46bf-8554-1210a66a36d1	302	137	196	237	167
89c48e53-c8a9-4518-b3b8-509cdcaff52b	344	351	101	6	1
89dad92e-5b3f-479a-a6da-a94ee7df7f8a	18	1581	0	1812	0
89f34810-19c6-47bc-981d-98498b013686	458	0	0	8	10
8a2580c3-9c89-4cb0-b94d-3eca15dac1c3	304	269	227	16	0
8a69f3ca-4e17-4daa-8722-a36316e345ba	71	268	547	570	0
8a6d6b2e-c622-11e3-bf01-24c6515278c0	419	0	35	52	0
8a8dd718-c46e-462a-9793-83d88f5caa7f	363	13	151	28	0
8a929c55-35a6-4645-bb70-4b85d281b139	315	361	104	109	0
8a9359de-b0ad-4a2d-a543-e3b982697db9	445	0	0	9	8
8b0c4c91-2d07-4a9b-97a1-d2bda003437e	362	38	120	167	55
8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	60	1415	0	1588	137
8bbe4006-be0a-4cd5-91f6-529100d4f06e	366	0	134	84	0
8bda75a6-86b9-458e-948b-05049b4c52ce	378	320	2	10	0
8be2b0f5-7bad-4720-b13c-e95b32bdb933	262	150	277	357	15
8be6b14d-286a-471b-a282-ab98bc6050c3	397	23	72	117	0
8c0a7dfa-6ec3-4262-b718-c3605722df37	260	0	338	177	0
8c233a11-3b2e-4273-bbe1-b5a5f5a351d5	394	0	112	93	14
8c4038b6-c02a-46db-9514-c13b88d9bf48	444	0	0	17	6
8c443bd0-7987-44de-b312-5b859e6d13a9	384	0	26	622	0
8c46a1df-1c10-4188-992a-a55b782494c9	372	0	95	79	0
8c4ebff2-8318-4046-98f5-da8f6b1a9e3b	456	42	0	5	0
8c5f9574-c622-11e3-bf01-24c6515278c0	422	86	32	0	0
8c619cbc-9e91-4716-9711-5236e55d8f46	326	0	230	256	2
8c850df7-d48e-4386-b3a5-cac5da865ea5	403	0	71	157	0
8ca665f8-fe78-48bf-8c0f-c606d92885d4	244	374	296	0	0
8cbd1752-7eea-46d3-8623-09e96dfb1fdf	429	70	0	15	0
8cce153d-953d-40c5-976b-60f6a143608c	435	0	18	26	4
8ce95cae-6adb-4bac-b072-94e2d9b70017	447	0	0	3	11
8cf713ff-256b-4411-a1b4-5bf6f445b747	423	2	42	80	0
8cf9b32d-3d6f-4898-8c7a-89511b754021	462	0	0	3	13
8d4cb709-c95c-4bdc-844b-c0bfa2a3028e	151	1164	184	205	84
8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d	271	146	261	359	108
8d67c121-37d0-4fc0-a349-2c9452589d65	371	25	138	119	39
8d7592e2-c622-11e3-bf01-24c6515278c0	365	0	126	104	0
8da641e4-9b12-4163-bd1e-9d5af91e5186	324	292	167	185	0
8dd14f0e-8601-4aa1-864c-3c49e768cdd1	94	253	495	695	93
8ddcf0d9-312f-4055-8984-55d463face34	421	0	29	81	0
8e03e773-5557-4e78-889b-4710c515378f	152	881	264	212	350
8e48aa43-6cd1-4aef-83ce-2451b1b86e8e	156	288	419	606	213
8e7fe8bb-6b3d-428f-a232-97e6042a0f39	382	0	114	138	0
8ea666b7-2b6e-4df8-9a9d-b8265b9749b4	285	729	135	0	111
8eb90ea4-c622-11e3-bf01-24c6515278c0	444	30	2	39	3
8efb116f-4ecf-4191-8ebf-90a94c1880cf	459	0	0	7	14
8f558713-f32b-403b-aedf-c79efeb41c67	141	843	378	193	770
8fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca	450	0	12	37	3
8fa7549d-d0a6-4216-9763-74b0f21c0fd7	457	0	0	7	13
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6	451	0	14	28	1
8fb7fcac-6c1d-40c2-9309-b53821cbef30	460	0	0	1	13
8fc11cb6-9d79-41c3-bb45-0dadda890e8d	232	0	315	451	0
8fc7a4cc-c25d-4372-bf17-2dae795e5596	448	0	0	51	5
8fd5e62c-c622-11e3-bf01-24c6515278c0	366	0	116	247	1025
8ff9b1b6-a498-47fe-a970-ab7cfb64e653	258	395	233	107	126
9011cf17-0783-4f9d-b355-4f0fc1a2e78b	346	49	146	189	0
9020b6a5-8325-4b0d-84d9-04371c857910	267	641	0	374	430
9032b7fe-e38a-4641-a45e-67041668adc4	17	352	604	1023	0
90611290-e44c-438e-91aa-f3b83dae3b71	103	197	366	961	0
906f6f1e-569d-4ce2-9273-1f305782f77f	421	117	0	0	0
9078333d-73d3-496a-9fc3-a94353b7e107	252	0	332	303	0
90883300-d4b6-45d7-af9a-4e4ce4104500	444	0	0	1	10
909f3c5d-89fc-419b-a654-75ac1dbb149f	457	0	0	1	14
90ab64be-2229-4a8e-b864-4260b6cb39e9	414	0	58	16	3
90b3c237-29a4-48b3-90b3-9f2c0ccb5928	384	25	98	266	194
90de4296-0223-4b9f-8abb-6db278bfc932	444	0	0	21	5
90fd404b-f734-41ed-a601-0f30e43625fc	244	155	328	181	0
91397d9c-3120-407f-8847-74b356943469	445	0	18	27	5
914421d2-898e-433e-bb66-b1710eaae2c7	340	62	189	240	6
915cbb43-9e00-433d-818f-531011bea57e	433	0	15	55	0
917564e4-c622-11e3-bf01-24c6515278c0	434	6	23	78	2
91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3	187	0	388	460	0
91f458e6-64b7-454d-a542-b0aa23638fd8	134	1157	0	649	1325
92126163-00c3-41f2-9ce6-7aad5f621407	444	0	0	17	9
924613ef-8732-4703-a387-136d37b2ba6b	443	0	0	13	8
924bcc4a-c982-43bf-8bbb-641dc983d65e	426	5	53	27	18
9258860c-a336-4075-996d-2ee0c18b281c	324	290	183	0	48
926a04de-ef57-4271-91db-e90de8aa8a1a	120	413	427	695	101
929f2216-6ab3-414f-a814-49b69d4b49d9	220	515	330	0	21
92dc0e0c-842f-40de-9c39-486b491ea80a	196	511	381	60	47
931b24da-5d6d-4c2d-8de9-ef32d6eb8565	0	2482	0	950	169
9321341c-c622-11e3-bf01-24c6515278c0	405	113	24	170	51
935b113e-f5ed-4a07-8e1d-1603daba7f40	107	687	389	490	247
93a49462-4bd3-4efa-87a5-69006abba5a0	357	292	92	0	114
93b51c61-6eea-4228-a102-840a2e118522	451	0	0	0	11
93be2990-bceb-45fd-aca5-3358d96e9d5a	420	0	36	38	0
93ff786e-0165-4b02-8d27-806d422e93fc	444	0	22	35	7
94108975-b7a0-40ba-ad39-e44cc62e8cc0	182	862	188	142	254
941fcb56-e059-403d-aab1-0692a3ecc45e	129	1009	312	0	535
94244f28-4ba2-4aa6-a0fb-0cd9b94bf9cc	469	0	0	0	14
94431626-c622-11e3-bf01-24c6515278c0	0	1009	544	474	7
94434272-4cbd-4b4d-bd98-44f18526dd69	454	0	0	14	7
945e6808-2887-4f32-ac32-8f9e00353bf6	394	23	90	42	81
94652d14-2e4d-4f4a-a4f7-8df77df788c0	396	49	52	218	113
94b5dc5a-701a-45e3-8f63-8231031a055a	462	0	0	5	12
94cf1801-a720-4b2f-aab5-0b76c8ccb242	457	0	0	3	14
