MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z
NC50[3]	0.0004786983341909945	2.9215234217616627e-06	5.9591652825474735e-06	0.000729713032123982	0.0	2.605787476528398e-07	0.0001193783095999379	0.0	3.0611830879934133e-07	7.5082601879294944e-06	7.400844716830335e-05	3.917625416955506e-05	6.291808131209109e-07	1.8694179332157113e-06	0.0	6.490448356544221e-10	0.0	1.8379974875415428e-10	4.6791853403505e-06	4.866063852162483e-06	1.6300684364978224e-06	6.968253192951579e-07	2.6098000524932274e-05	3.4332165461137266e-06	1.4933954185245567e-05	7.006492321624086e-47
NC50[4]	7.886660057629058e-05	8.884774975372878e-06	5.4883607735973785e-05	0.0015964536357205362	0.0	0.0	0.00017878623121987404	0.0	1.3331847731024026e-06	5.4976862106599355e-05	2.5083757203070434e-05	4.088231264631759e-09	5.280286518427601e-06	2.5659594937224027e-05	0.0	0.0	2.7486059479997495e-06	1.4333214494399727e-06	0.0005607846123803029	4.615769285010174e-06	1.2990405957680195e-06	0.0001286963347956771	0.0	3.099307832599152e-09	3.0819343419352663e-06	1.1299532404791535e-05
NC50[5]	1.6239339220618376e-05	1.6783700630185193e-06	0.0004620022508242982	0.0009773397004789785	1.1738330431398936e-06	2.7309511892568138e-05	0.0003428018796188326	0.0	5.618327175398008e-05	0.0	1.0171809208259219e-08	4.108668829871931e-06	2.2306691073481487e-06	9.620793212974377e-06	7.687547540626838e-06	2.6450448063002342e-05	1.8857179165934214e-05	4.2520522547420115e-05	0.0	1.2176495110907127e-05	0.00014504558497463905	1.8423302782437645e-05	2.1680532963728183e-05	1.3775551051367075e-05	3.7655011678907615e-05	0.00012701026351258913
NC50[6]	1.275298818463e-05	1.1277853045612574e-05	0.0008338432959862984	8.649142978583768e-05	5.0086006864091816e-05	6.447929304647992e-05	0.0005170436180333127	8.250206125012482e-05	8.645571745709902e-05	0.0	0.0	5.781703770253443e-05	3.532243697048187e-05	1.0416978038847447e-05	0.00015404910647459858	0.0004657895235146725	0.00013597138847217137	1.2123477063141763e-05	0.0	3.587361134123057e-06	1.7324334540020915e-05	1.4551313943229616e-05	1.190669252537191e-05	2.6727986332844013e-05	0.00014033226653964448	0.0001027090939601294
NC50[7]	5.6924742248298795e-06	1.1349567986371766e-05	0.00011403603932194528	2.6449030500508285e-06	0.0001666167512006922	2.9556694280472583e-05	0.00016851878385281793	0.00022873169852495324	0.00024789714575938147	6.558645281984355e-08	0.0	2.657957862766125e-06	3.067500187398764e-05	0.0	0.0004902295857047534	0.0005983199963941388	0.00012150911323260515	1.4634536055382342e-05	0.0	1.8235287003989243e-05	0.0	4.168802639469504e-05	2.8752697698450902e-05	6.1000784250779815e-05	4.14822233791412e-05	0.0004894180745857479
NC50[>7]	2.441952754452359e-05	8.039147363576583e-06	2.1472441849823555e-06	2.3575225348793084e-06	2.551853190050357e-05	1.7766117525752634e-06	4.564256963099922e-06	6.332874245425835e-05	3.316679943964118e-05	2.8596455240403883e-06	0.0	2.2531879366738393e-08	2.7848450010123927e-05	0.0	0.00022074266991110923	0.00013012886760236598	1.3746055788557144e-05	2.6160302513744684e-06	0.0	1.596261096032947e-06	0.0	2.9035887583184205e-12	7.458843493219902e-06	1.620159199191562e-06	8.929185785913062e-05	0.000272772626564457
BoChr[1]	4.840435300277335e-06	0.0020770473451293386	0.00083865413728024	6.031013423794286e-08	0.00124255314495263	0.003846204547731301	0.0011142781948259525	0.003184744805602382	0.0003651788364433265	0.00018829507575041316	8.551308005029619e-05	3.5746544606703417e-07	0.0004820808544751953	2.549136557584486e-05	0.0006952107521291318	0.0002846766136122553	7.120539608732611e-05	0.7561694922862262	0.004108318050333189	5.375527459694496e-06	0.00014531366931124835	0.0004490730946124982	0.00034849762859076247	0.004516178937991435	1.63360255187562e-05	2.5380208095814036e-05
BoChr[2]	4.910611250996677e-06	0.00012848483014892052	0.00306706259184633	2.7209858044940915e-07	0.012980155358372164	0.01565505504196448	3.4120344594157357e-09	0.0004981876034320037	0.005446830920891266	0.0016415485092782945	8.447430397451328e-07	0.005027386480273215	0.009887239397819358	0.0003324425423261346	0.02086717148325381	0.008621955221457683	0.22639888217985674	0.008666625048879932	0.00019264972100111244	0.020044329575250864	0.01065515179624981	0.0019910909895916973	0.006316138547845185	0.005166002730265831	0.0001134292841675233	0.02053191657939536
BoChr[3]	1.1211747468786725e-05	0.0007366539237438143	0.0016114000668576978	7.447599512111936e-05	0.0036551744171587864	0.010302729482347405	0.00045416149074625875	0.0006057483437412614	0.0014804672973346865	0.0040965005010914265	3.2254543233052325e-05	6.0804747692821545e-05	0.001379067954012353	0.0017085974239175617	0.005306299785140737	0.005935605921613567	0.3667195715689468	3.5777180164586753e-06	3.074784914058881e-07	0.041307442995643165	0.01700784120882482	1.6936617400610507e-05	0.00019643737955505003	0.0001319518376367115	0.003705254384597205	0.0006493103263756733
BoChr[4]	1.5527242605117842e-07	0.00012366851305340988	0.000849668887972399	0.00013592727409402982	0.0027677606838433307	0.004236838374952097	0.0004854887627629267	0.0038772060779730744	0.015273827671978189	0.003241650327375677	0.0010024749763807668	1.3514764125461102e-06	0.016462621795641893	0.014856804569966433	0.006378758625695333	0.010703266881833942	0.015419399027032554	0.01593536847925692	0.00445782033574897	0.10086490803175863	0.04705147270454504	0.00453253661111193	0.01648536806956997	7.26702039323257e-05	0.04291041253360287	0.03330894164076417
BoChr[5]	6.999708765587087e-07	0.0008934397574584793	0.0003262404001884411	3.9029674543248855e-05	0.001795765391301829	0.0012694384134125825	0.00985332819918181	0.0017274750536631369	0.013398629209734027	0.0010980851109747864	0.0018742810902698647	0.009464358609445842	0.015456370472179674	0.021852798354641854	0.002896942399819522	0.0434856664065239	0.025780499576912367	0.009155771112057159	5.9679433150431324e-05	0.09699050989446317	0.03201544839300942	0.026397098916899137	0.06865188243835313	5.20068402910186e-06	0.020417454092950597	0.09325758539996316
BoChr[6]	2.45420069086677e-06	0.00015196827794358315	0.00012430099918676153	4.826552348617952e-06	0.0006005185771128718	0.0013116124377052904	3.986766334447382e-08	0.0010406767582272255	0.005125118631552703	0.0010814027367466025	0.00016082611993204138	0.00022678290878112153	0.0001578110921094189	2.797252528479527e-08	0.0007212686295252901	0.003980597610338396	6.731051680233222e-06	0.007218535815934194	1.3867397173207103e-05	8.313038761280548e-06	0.631003415407613	0.007397981050652282	0.0032528694533477138	0.003512174992770551	1.1704582637969475e-05	0.00017510780856997422
BoChr[7]	5.348947790384528e-06	5.317642666605868e-05	9.136224135875008e-05	0.00012069002231401144	0.00037075926059796315	0.0034197535626242443	6.188877723536384e-06	0.00023518763692197408	0.0009494114702389046	3.0819622015982874e-05	1.198014960617222e-06	3.7762792564066674e-08	1.5874002820018335e-05	0.0004175699416676215	0.002596941046315018	0.004275950335312199	0.002220699438298268	0.005243641298205015	0.0004237955222518863	0.46660958229909566	0.019321046443060066	0.034225296209968274	2.996228218421493e-08	0.00018977824666350785	0.00012487137018856842	7.325925054479377e-06
BoChr[8]	1.8825589013005128e-07	6.252636295931021e-06	1.2130712494951013e-07	5.011658127859752e-07	0.0010181434455328962	0.0003136192541866946	6.064040507087778e-06	5.37115553301261e-06	3.2068376777309074e-06	1.5510734371028905e-05	2.881703254494046e-06	7.922631011827348e-08	4.023749760279401e-05	7.966254465796674e-07	0.0001412227042225043	7.339220387460942e-05	2.5800426579602768e-05	1.643208219137118e-08	0.7230747306346893	2.659094736844266e-05	5.6396626946218255e-05	2.681248802522659e-08	2.2888849771650574e-08	0.0030087078204256274	2.1652829308505799e-07	0.0002447041303414539
BoChr[9]	5.235195071007226e-08	0.0005679909338709681	0.0007132611350805282	0.00011487181331731655	0.00017400685041416057	0.0034987665450037864	0.0006198877330390396	0.0024871037679281473	0.0012804111016522768	0.0027854290458738796	9.265271851202072e-06	0.0002746545212204607	0.0011929538634550508	0.0014103709058696208	0.008951779153425826	0.016737136672698653	0.012590205380267817	9.719034086547396e-05	0.00012118429402552701	0.016491658990547654	0.005519753159846346	0.00011701037442435336	9.709679668155502e-05	0.0008041924605343808	0.2719073751661927	0.00719003354925917
BoChr[10]	4.378657738282054e-06	0.00031926926678503385	0.00040398791976564664	0.0005637862082348555	0.012609041757625903	0.004024593564248562	0.00566111578067165	0.012675798112421886	0.013644964945757086	0.003571841771339326	4.203895392974451e-47	0.009541598871477675	0.004085151931908584	0.0005123586598237572	0.014374237431179217	0.004313012710078609	0.044084210866581944	0.0028765622387994226	0.007327102702530031	0.006863218481983808	0.01739061765974199	0.00013813929558210704	0.007389302034234291	0.007519389067737592	0.012496116582122525	0.06660767897681628
BoChr[11]	2.1948641913849266e-07	7.880693204334052e-06	9.48311021567605e-05	1.0391835656973903e-07	0.00034786890012462017	0.0003636925950723	7.258219440155201e-07	0.000371444850712095	5.895163346020813e-05	1.4289122967447309e-05	9.04964029925856e-05	3.7970907370506787e-07	0.00019654857626199077	2.1979334938008237e-05	0.0014235375338123685	2.695951964355697e-06	0.00023991025642957676	0.008734860659142696	0.0077639638238340665	6.957532573688989e-09	2.1026013855576095e-07	0.6711040417540107	0.0037486798660564657	0.00020502032304765204	1.9769257713461973e-05	4.320969572101785e-08
BoChr[12]	1.462869692143709e-06	0.00073619703302764	0.0003397379701379322	3.229658119947132e-05	0.0007484603821850478	0.0006035681973106278	5.794940174557819e-08	6.415846247294233e-05	0.004062108819434474	0.0014761263786277	0.012733883703489258	3.5930731072016915e-08	3.1468625932825135e-06	2.9356747251640047e-10	0.0016112809400000837	0.006253805524450282	0.00010508793265399824	0.00278807326146612	9.624228622939767e-09	4.3007341618483966e-06	2.367025826279e-06	1.885194534234649e-05	0.5845531126856804	1.4928809440863944e-05	8.243690638878567e-09	7.330489863069372e-05
BoChr[13]	2.1696402430515516e-06	0.0007058132123682093	0.003776993265327663	0.0006809912361224968	0.0005528712460366511	0.002617044413241416	0.006290408201504718	0.0029740143957364394	0.013230631867371868	0.004381573418742235	4.203895392974451e-47	0.004826482581814559	0.006523511590747546	0.00017906668718353558	0.002775110624448658	0.017400382680502143	0.010101923362782515	0.0009192579304740889	0.00033011625810587476	0.005302813715958834	0.018312235316130625	0.00024567583575844763	0.004021026189329007	0.009220437898716937	0.024812949853930347	0.07459296367429459
BoChr[14]	3.437259939801152e-05	0.0034352244774265776	0.004137949969542296	0.0006289977023932281	0.0029937252455316354	0.00275318189087713	0.0024096819840577154	0.003763467786298591	0.0224692370457835	0.0007440419712116153	0.00027643635783987787	2.875357453959282e-05	0.012652976575220585	9.605641506482243e-05	0.0036278286291182137	0.009851791443092412	0.007693600209795477	0.0007155289121858744	8.565594706632148e-05	0.00046825799971138336	0.001970994696483146	0.0021865998073178614	0.006623762175304577	0.023151774632573632	0.005739643060034041	0.13043936888694133
BoChr[15]	3.2508825302814197e-08	0.002126301490657738	0.0025184812417856596	0.0003867124587813109	0.0036128520005442046	0.003191552162685488	0.0005113354295662021	0.005805750742438249	0.010943926715824302	0.0007899434433485897	0.0002004292500009983	0.00033313105537644103	0.013192888233413953	0.00027180548734577313	0.0011748296571465389	0.009121809091979455	0.012679820509411	0.000786389686547011	4.203895392974451e-47	0.00011672981527567572	0.0012802447813712104	0.003419678161810111	0.005587228239619435	0.006384982228664064	0.03381293564739394	0.04970842511401862
BoChr[16]	2.7451236617181962e-08	0.0042076161841396245	0.005635630786837282	0.0022470890595868553	0.0022827939067019544	0.006552742776766845	0.006783894695436174	0.004618295477994252	0.0044790920929199275	0.0008067229323360078	9.373114131449257e-05	0.00021106993779540062	0.0068118605739044555	0.00040313752368092536	0.009577138193853897	0.0248511044960469	0.003943176586544723	0.00020142785855568944	6.647754460573197e-05	0.000998217170126736	0.0011065032045604539	0.006783317160598017	0.000294192805304192	0.008905589685324742	0.007884831418159717	0.0056196010876738
BoChr[17]	1.4599713637331036e-06	1.5171643545170786e-05	6.117306823298918e-06	5.3595203000611495e-06	6.98176333905398e-08	1.2105296820086574e-05	0.00038980781884915384	5.267710928201809e-05	7.883074198184916e-07	2.1755102697857486e-05	2.3536277152460615e-05	4.087256397942372e-08	1.4823683820587994e-05	3.409602355090613e-08	6.40175782569739e-08	8.08904653289479e-06	3.529388699970275e-08	2.1343009170838396e-06	0.021205816529365196	3.461067999057866e-08	2.514037413415804e-05	0.041511979774992894	3.3783478752194936e-05	0.6063642760114564	0.0006994302558102029	3.7993121504605543e-06
BoChr[18]	6.467118805064676e-07	0.0003695640512362003	5.773874083097042e-05	0.0009253155304794427	0.001532290815715811	0.0026785320907066535	0.0013902372090287322	0.000468051803336067	0.006761719039342156	0.00029415892869289807	0.00015165737454459816	0.007151284974749412	0.01006681754240999	0.00034748811815512595	0.0009004901076203176	0.009657852986606218	0.00600677922285179	0.005631725333345905	1.6448533202151338e-10	0.015807555672910104	0.01102969544959862	2.4322633963720362e-05	0.0002409974079747723	0.01709413606891065	0.15249887223766387	0.03494892821570865
BoChr[19]	3.438471758432371e-07	0.0029890238281227253	0.00034006966415459414	0.00040754551176428675	3.309121986497132e-05	0.009289016121854416	0.023236543130014838	0.00030282444373508355	0.0009373985875775759	8.144120034874197e-05	0.00032319015630332835	0.010453266277124005	0.02763953912805139	3.9001892445753584e-05	0.0032699334160359683	0.02373297721800471	0.028417146139819847	0.013198460438290448	5.452188332811304e-08	0.013342751698650663	0.005033874633853017	0.008079837560653686	0.004573474628619087	0.025781873780856585	0.07220308667843967	0.008530701795945107
BoChr[20]	2.378658471491324e-07	0.0047597077411105195	0.0003410045283517604	7.414214823365018e-05	0.0004882039680732575	0.005875130958942503	0.022089066489913156	0.0007411214127932908	0.001706911159020592	7.367945967139634e-05	0.000804159027279976	0.0021381476847847124	0.01652987071730015	0.00275392085313797	0.0007601603984138095	0.03307119200348016	0.019120764970772218	1.745087160543335e-05	2.8601963464325307e-09	0.0200464762409851	0.014388188162524643	0.012317118061947702	0.0002008545770740966	0.010474858872372117	0.032285960811135016	0.024990522857417968
BoChr[21]	6.08207401170624e-06	0.00024200291285524143	5.5523691698908806e-05	0.0012106160860512927	0.0010000701098157626	0.002522302627554822	0.005663437891274015	0.004143288517547051	0.00376714872716434	0.0015202047719412803	0.0007967558320524404	0.001385447872048644	0.003290718467238069	0.0035687663020559056	0.00033426269299070556	0.005529050738292653	0.007158804888116492	0.0031400422457124933	3.3660684675851374e-05	0.001952600673539564	0.0013002830175041767	0.0016888913087586843	0.0012693899087724957	0.0054471390223380925	0.029243113937736778	0.06810057893311751
BoChr[22]	1.024617345761536e-05	0.0017986925809623246	0.0002729896440237667	0.001257968529807485	0.00040555448565697815	0.0016398640343641092	0.007860968209121211	0.0005281176666176179	0.007422997961828531	0.00037533525712206027	3.84973892833429e-05	0.003066767237642125	0.012325022195569772	3.931103796286541e-05	0.0021375871867940076	0.008586183995704759	0.0033713593075844982	0.0003293963871955796	1.6815581571897804e-46	0.00035007949777650214	0.0009656597052111238	0.0014395735131142117	0.0016784912428739638	0.01219760151359229	0.07217422253997938	0.013681539394214041
BoChr[23]	0.0006987545409761963	0.001277708215661868	2.1656088641464067e-07	0.00021286516582600613	0.0032285595636985854	0.0018888499217332288	0.00040628389820795974	0.015050989081485042	0.00228563431268757	0.005694514928887191	0.001037881793562141	4.6333225390511124e-08	0.0014026057685230242	0.009809771325000004	0.0012113503589742613	0.004592337093323149	0.01238741448472581	0.0005522123752314556	2.741542669859598e-06	0.002551262652820112	0.0021650750469665338	0.0006960123354970272	0.00048106965233776224	6.270516100016721e-05	0.004276419555745861	0.23433441750938072
