MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z
CNCP[1]	0.0	0.33573209077119825	0.08944976441022164	0.02137775800353438	0.2628535683872178	0.0234202105645175	0.08857434736099094	0.0008354819193482399	2.1019476964872255e-46	0.18180485244931333	8.407790785948902e-47	0.0047660194337368015	0.02200520008802414	0.32465704090893266	0.005979278460144997	0.06500898125265143	0.005611054352484644	0.00212710976600647	1.6255062186167877e-45	0.004860101761296611	0.001642865091562271	0.001521468460559845	0.008602894914802164	0.003138394335974226	0.0010238110268710444	0.0038624063410520647
CNCP[2]	1.66103843790566e-08	0.0030478113105178294	8.018235400086838e-08	5.010709465125274e-09	0.0005520771273323532	0.07949633649248229	0.000170564468297556	0.02452923006931087	0.33132132853728763	2.1284289175717518e-09	0.00100323815508645	0.000644820535826689	0.034830751480118355	0.018488998650880432	0.23503356562352223	0.003975849958254963	0.0025774911117601106	0.00012312150057264585	7.630387948668273e-07	0.002569143272381522	1.8415426779938571e-07	0.0006122727053173937	0.01318223257611629	0.0023228254637167435	1.1280784747214056e-07	0.0011848763751753921
CNCP[3]	2.138587162692218e-08	0.00010481698202966072	1.2226515565103569e-05	2.267921011024632e-09	0.001137812323317462	0.03291596969025704	0.00022579612807959392	0.1228589297621511	0.003737658210145014	3.721329286143771e-07	0.018422134975371592	4.7823444770106886e-05	0.021232618189375073	0.0015199166435900225	0.002831313099894688	0.0003287992125821404	0.0002982569374572108	3.6879420775903784e-07	0.00022566115638824157	0.0001692626262361241	0.0001369645143205389	0.00010726446499461418	0.01530106538244958	7.70789998121302e-07	2.829151890182402e-07	0.0002138863398165114
CNCP[4]	1.30544163020746e-07	6.296888448957816e-06	1.6801928737208982e-10	4.760895382815988e-08	1.6759529633324813e-44	0.014737076446982656	6.17369651934041e-08	0.05891439801082015	2.3220308719072697e-05	0.0	0.03243452266789973	2.031801761859242e-07	0.0068478400215920485	2.837631307556876e-05	0.001304157101704604	4.203895392974451e-47	3.0989162623882294e-05	6.8156179622747e-07	2.4631770770611186e-07	2.963096806070098e-06	1.2611686178923353e-46	3.047262055702049e-06	1.195621596309593e-05	3.112110798042766e-06	3.9446966411560423e-07	4.415290104589075e-06
CNCP[>4 & <=8]	1.2330608015531652e-07	8.299924445509532e-09	1.1228341051701471e-08	4.919115667689766e-08	3.967322470543877e-09	0.0004359631760573324	2.3392733314864246e-08	0.06099492971785367	1.401298464324817e-47	9.634630337984617e-10	0.10492687851190567	2.447171141284343e-09	0.0014766918323666012	2.0611315934004894e-08	0.0009240508144406511	1.3854475895413997e-08	9.792044011192047e-09	6.62807906337548e-10	2.6930877394804044e-08	3.293427825568074e-08	2.1256553850435013e-09	6.237826063681951e-08	8.705264349373465e-09	1.1870885145981447e-08	8.819763479550603e-09	1.9702527964682303e-09
CNCP[>8]	4.29521186084969e-07	1.4038554141393433e-09	1.8870338436727252e-07	4.256970961691309e-07	2.7158265858417964e-10	1.401298464324817e-47	9.631093741968577e-09	1.6886927980408473e-08	0.0	5.999421222746549e-07	0.10453473925590515	1.283280063197441e-07	7.891952975569438e-09	2.9449780152290828e-08	4.711032396853554e-08	3.540213153740979e-09	0.0	7.840128132841074e-07	0.0	1.401298464324817e-47	2.802596928649634e-47	1.748793891920286e-09	1.6745242737649516e-05	4.561810641234842e-08	1.957770777494261e-08	4.303138881311952e-07
OsCN[0]	0.03163473466603124	0.012566251236194344	0.00016859281808137894	0.00029269943837941686	0.029779756398234266	0.07942594920285048	0.013877744408588128	0.011759975819659303	0.0032673424407374946	0.0013514287485038461	0.1678530342876911	0.024242055911690014	0.45550625870004297	0.003648076264373933	0.0035583437191598934	0.011649166612305846	0.004173421805636495	0.005237112027165203	0.02085955071829356	0.013692939180362343	0.003102247098927222	0.012094363138547061	0.0019399454819384924	0.05136539772971967	0.016342642160557516	0.008669532435932725
OsCN[1]	2.9551661417315243e-06	0.018490433003871546	0.05258571682497859	0.018870753640367183	0.025244806749396956	0.033181111165322366	0.002575374925518032	0.11136284288018942	0.03153473349288106	0.00017063839361071585	0.018075677850283682	0.005060004699652154	0.020912358559762426	0.0250513467201381	0.0518922775844112	0.0321566424483899	0.025275746587586915	0.013500613111193549	0.00023224323987960815	0.015587055271313375	0.0077746923328231785	0.012492720704647305	0.04316161347521897	0.006712528506065256	0.004469306502830079	0.003601611480116844
OsCN[2]	3.5972578513668008e-09	0.007183677079883637	0.00013876958862965694	9.480187630735771e-05	0.01131294728955254	0.008659471253497414	0.01011607896798523	0.00015950546824815376	0.006283919786983461	0.0006819034763435639	0.004124229982844554	0.0003247741909294888	0.005796075666529745	0.008951690576341207	0.0010372156499579433	0.005128548387556293	0.0016974012573973617	0.0024157794112670676	0.003460363676898144	0.001511205481615434	0.002191981722092993	0.0026472356508261898	0.0043277694345948735	0.004723995965399702	0.007008724999199103	0.0011858133387886481
OsCN[3]	1.955935125005936e-09	0.008518884661607445	0.013000097051262855	0.0001883570334757678	0.006954675173401484	0.0014987452095019198	0.00022582499543204903	0.0018993308715289459	0.007091548659197144	0.0009138629439452295	2.6697199937189e-05	0.0008688681146723454	0.001687124141608365	0.013133171739173121	0.012691121920361183	0.0010524435676329347	0.0014359629669244709	0.000763442587741075	0.00011436903360390716	0.001951424913315469	0.000915890363685321	0.00048021347591102126	0.0025324171135639273	8.736348961065232e-05	0.0012990039437422063	0.0008587774079705923
OsCN[4]	2.8270183967116226e-08	0.004267684149672277	6.2610942613901e-05	6.667899240255792e-06	0.003877417960902676	0.0008865754117505276	0.001216394590883283	1.1866801141877659e-05	0.0015376340528018772	0.0013606876955282133	0.0	6.635483983465917e-05	0.0005088566249469295	0.0029083637488656676	0.00011621469238889403	0.0012047364416207529	0.0005242050221932004	0.0001154450662806994	0.0004921579863730585	0.00021286018389218953	0.00047130918963830484	0.00025647007500083417	0.00039631316805753157	0.0004432205097195663	0.0012395935139667812	0.0004443420347524807
OsCN[>4 & <=10]	8.54691497825799e-09	0.012320865181156932	0.0020357871310077514	0.0	0.005733251660130918	0.0001105294827743819	0.0	3.889100335072726e-06	0.0023751018654831545	0.005372074733642194	0.0	0.00016440750460112953	0.00012671084725468518	0.009400732219219207	0.0034026106242436072	0.001204208425466895	0.00010918871708781808	4.85633779317142e-05	1.401298464324817e-47	1.7518779495730998e-05	7.006492321624086e-47	2.6733221020549535e-05	0.0010857487284795298	1.5023358912458208e-09	2.3012457717186407e-10	2.440508222207427e-05
OsCN[>10]	4.285863631992015e-08	0.003008216864982387	0.0	9.443723136826065e-11	0.0003560683584652846	4.4562302292661114e-10	4.521106280144238e-06	0.0	1.9417244375246056e-05	0.0020544583955995678	2.4955647093261035e-09	7.027585230803268e-06	1.7171023743998147e-05	0.0018862368215923197	3.2931789474943683e-06	0.00012975860061799514	1.25033398035157e-08	4.344064270505043e-06	3.186336399245704e-06	2.903301781771006e-05	0.0	4.4656189857050776e-08	7.291087930530331e-05	5.159043894309434e-09	1.0199936895105566e-09	3.1855995885621266e-08
SS[<=2]	6.757466580076255e-08	0.0007845660670392362	0.0	1.547703133919498e-06	1.206826127599925e-06	0.0017084401240026637	1.016903162906148e-05	0.001342191836447455	0.0001519041926326281	1.945512428278562e-06	0.001392178823443828	0.000179408119562936	0.0010077429460412192	0.0038370752127980267	0.00027358499180991203	0.00020006841271651864	0.00016247271589236333	6.123348604404555e-05	1.6338247351086467e-05	0.0004884900690672111	0.00011495949584059418	0.00017776555273364637	0.0006136420276015997	0.0006808276325959242	0.00023294780103384484	0.0002867390013261684
SS[>2 & <=3]	1.6653536624389176e-07	0.0061950366787537755	9.682361934437722e-10	1.6565281374273287e-08	0.0	0.00021578436979044824	1.6756265267758862e-07	0.017133741524302925	1.9553489475576668e-07	1.756874326019897e-09	0.0019915254366787848	0.0016073402446579621	0.005435056029104856	0.02442866423126091	0.002363932889239284	0.0018118143001379394	0.0014676517617266788	1.769764126947848e-05	0.0	0.0007427559170326961	0.0007866381108760834	0.0009006844504538947	0.005081957658520082	0.00023005209648454527	7.589106578839288e-05	0.0006671324969502734
SS[>3 & <=4]	1.0819775499104622e-07	0.026356676565679322	2.780004138003278e-09	4.639708325315794e-09	2.870755745361132e-05	0.0001989370831637416	4.868514409395175e-09	0.06428727054733173	1.1621093364055923e-07	8.4773850855413e-06	0.00045936719540968173	0.006694181276011477	0.022425185481372692	0.11737645040583516	0.010259223027525195	0.0070770969568867735	0.0058669289459885475	0.0007885891233991061	1.5387960736745781e-06	0.0028690206122280416	0.003476991267957601	0.003848944908035676	0.0219635557271107	8.466955421226885e-09	8.438759223849956e-08	0.0028994989841555725
SS[>4 & <=5]	3.2838925145828314e-09	0.06049845522846681	0.0036042154865152222	1.3226559068879618e-07	5.5591235868632795e-05	0.002889447482695857	3.503246160812043e-46	0.007542755170422382	0.027840311143821735	0.002493117171412962	0.05423661133274436	0.003810753645688294	0.004273872193932107	0.30777641855180266	0.04083616087384172	0.005205874197256719	0.002403922516758854	0.003482040450935564	0.002198595045070438	0.011089177380980643	0.0010581097261919581	0.017563819546941754	0.08963795643051525	0.006096555498534002	9.857113241196203e-09	0.0026666048219810535
SS[>5 & <=6]	7.08801461968278e-11	0.21202412478625773	0.00392254907405033	0.006229819867703554	0.017469967083349486	0.059215403448811904	0.002346003087952795	0.007786838584579527	0.0855274057450724	0.059403820201437724	0.114890690818429	9.465353124937792e-07	0.050226030345461366	0.02591530606150627	0.021418295484036207	0.012417518158408712	0.0032389980832329	0.00050175866112113	0.00453097844246362	0.0006651919972613029	0.0013641486346023157	0.0015192348201526328	0.0013421829465900714	0.011396544785869288	0.007645159691687482	0.0032756893557970555
SS[>6 & <=7]	0.0	0.05836393961473507	0.004951227866113647	1.643022449420848e-43	0.2811042334139347	0.028967846600898132	0.03114990759436637	0.10082892059814184	0.05625787253569797	0.010159085403956283	0.028121396261267365	0.0008891526906518266	0.04281261415220797	0.0015794862691981203	0.0546315249397594	0.015000055089234365	0.005896604894943533	0.010100158081404515	0.010437087266931776	0.011112229339778424	0.03702587579495867	0.009144069779868098	0.009799136951332964	0.010723346041377226	0.018949998406832983	0.018014755795848034
SS[>7 & <=8]	0.015719593077665194	0.001599999597608388	0.15478610208258034	0.06532046848035918	0.051487313859761345	0.005893570676029757	0.12937575836782345	0.03943364184704159	0.013909634629040378	0.009335902203711157	0.0007829592487042319	0.02902082151079262	0.009027053480098902	0.0038995703689498743	0.04697097023780806	0.020427051195875436	0.056920435382053255	0.03344241454033181	0.025907965673056185	0.02257937708667555	0.032721633326727895	0.027673477550070203	0.004471188802096108	0.009953326750741514	0.011416965668432597	0.012151968461337677
SS[>8]	0.03766952464959559	3.945867557142435e-09	0.0002386766201183832	0.01827658051624894	0.0	7.720428163437987e-10	0.0009574994095659406	0.0	7.818820613181287e-10	0.0	0.0	1.3314598987790305e-08	1.0526828056356408e-07	1.1031213658085903e-08	4.420215589107102e-09	8.786978953345681e-09	0.0	3.0632568837063446e-09	0.0	0.0	7.006492321624086e-47	0.0	0.0002546685555142858	4.241556575301786e-07	2.1088309800632033e-07	4.0157635794457745e-09
NC50[<=2]	0.0014065621292684227	8.777018634109624e-09	0.0	0.0	0.0	3.457242564763874e-07	6.669696341887743e-09	0.0	0.0	1.585004185677974e-09	0.00011084916113475174	0.0	4.475406196434051e-05	3.571882786685722e-08	0.0	0.0	0.0	6.201033484032337e-06	1.401298464324817e-47	8.431578777390314e-09	4.8857856953077315e-06	3.0453104201910717e-07	5.2559469842715416e-05	0.00015110681148464025	5.168754818214438e-05	0.0
