MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P
BoChr[2]	3.879384530653063e-05	0.00826921065163333	0.022751884544268252	0.006594622020384122	0.018132555005895234	1.197764777316479e-07	0.004808778297738172	0.0	0.0046330900106841	0.003588139317580499	0.02398466752609238	0.005249351196689531	0.004719386187630618	4.203895392974451e-47	0.0034356921166181563	0.0
BoChr[3]	9.845334543270745e-05	0.008801953294616159	0.014609008846826184	0.004785135400572784	0.02510737138483819	0.0011017800332047045	0.006434477228594915	0.00016491192322333427	0.0068578646118993445	0.003369523325236514	0.009904486180720085	0.010580993715315117	0.015837395497178476	0.0025706913126805377	0.006219999877730515	0.008629792958880672
BoChr[4]	1.564326892466994e-08	0.0011545131678066412	0.006816157301523447	0.002376805799722206	0.003324318295377202	0.001374347010083574	0.004400126583770714	0.0019854517442695397	0.006441743817413225	0.009525565284308897	0.02095573544312714	0.023920248752260845	0.004237545132637024	0.03959961736224159	0.014550451658433303	0.0008485371490635884
BoChr[5]	5.287151821864455e-07	0.003186546643564299	0.00742310550878642	0.003468746828284566	0.0021154602890601382	0.0019015603483699814	0.0025228034812430165	0.006381217979753764	0.005468104565496787	0.0017584948711487415	0.029643140368280002	0.05968376626992466	0.019611261999968974	0.005082321999652777	0.013395005938734812	0.0058879565447568895
BoChr[6]	1.5128019140291382e-05	0.0025982609837275792	0.005138734828901761	0.007875545769150704	0.008189584274548878	0.0012342690584326022	0.004318223965676591	0.0019527794840713936	0.0048970998566571925	0.007082405612415528	0.03886207783859618	0.014187712218368382	0.0007276600314708048	0.01620074208039249	0.08788407156420021	0.012061485647928976
BoChr[7]	5.77932189454744e-05	0.002027599684584267	0.004739746430393197	0.0027940459961172336	0.0097457421426336	0.0023523489112888285	0.001010267221737564	0.0005915257100568205	0.005879310137624998	0.0028658561118953684	0.020930202831750587	0.04310024951435029	0.030802901997479638	0.011194242606173521	0.050164233877944754	0.01691068009386072
BoChr[8]	6.542608607951195e-07	9.742946830501142e-05	0.005527254212475708	0.00040241148003614666	0.0005321806601291389	0.0007925290640311758	0.000178492709449114	0.0005335764320194295	0.00042269715325385734	0.0022799757227489528	0.00021185650566936333	0.0006487707736080839	0.00013581511476553842	0.4057421514391899	7.036348723232777e-08	3.6430920099661536e-05
BoChr[9]	7.052158411391396e-07	0.0009166024054519539	0.0010924996075753438	0.005983985147536259	0.00891522840771446	0.007369018621920987	0.006560458902761717	0.0005435586549720028	0.007332166513425591	0.006667359734710772	0.01564839467585216	0.001498638734160025	0.012039645129922718	4.0215635672211646e-05	0.010631058019353077	0.015108341951854527
BoChr[10]	1.9671955965552268e-05	0.0020764673382385013	0.015635997735662387	0.002431076547654811	0.0061209839967250445	0.0007906456395517197	0.005773096535704098	0.0	0.005775104361891863	0.006264734016449438	0.01563154471456073	0.000143313916050829	0.0025084999948373366	0.02228113605424369	0.004242922023404389	0.0005569109343923628
BoChr[11]	1.106083274078351e-06	0.0001387696368376723	0.0035537895729227387	0.003195327155363621	0.0022746974773882834	0.0008277699433813268	0.0012184042467591966	0.006727489216700633	0.00729332562177744	0.004425225155960121	0.005859911300226912	0.003453811482384461	0.0018363095331097412	0.006349433762124006	0.17647678198332017	0.06777824513807093
BoChr[12]	8.325011347842804e-08	0.0003771742020454383	0.004347874446812341	0.005478155934341302	4.960882918788406e-05	0.0014976506353201558	0.0029403594156852233	0.03546668548521055	0.009923825685378205	0.00027056701925260996	0.041788313070796904	0.02339719228542812	0.056664968173017624	0.0036201847310056534	0.024383789941406667	0.013795248653270278
BoChr[13]	6.735425995102462e-06	0.0012076245978096267	0.0017488428684578894	0.004135803268958398	0.003733237143610495	0.0029736825223562846	0.007071605002647629	1.025807641569898e-05	0.001534670984738682	0.006151209784438834	0.0233803287869614	0.00028576701959536876	0.003610022657775573	0.00032340194982680257	0.002956287036067806	0.0004264260477793869
BoChr[14]	0.0001865227595406438	0.0016512723173362806	0.006234587050275877	0.005995795775670558	0.007082715240209338	0.0038633675745222717	0.0010195079998365345	0.0016129141189822516	0.0025502735332202063	0.007069307721208418	0.006671657986590072	0.00022623175318585708	0.004133241593985986	0.0020117889280663803	0.003921200665645302	0.005637156146274394
BoChr[15]	3.2266273914394186e-07	0.0008621555875313902	0.004506383808693499	0.004368946467384944	0.006171693282667547	0.0023678692315685624	0.0006718688182623112	0.000639706314104842	0.0013366995315357143	0.010044912174344063	0.0042624402490611425	0.0004029753898525477	0.003273938630882185	0.0011225122478208504	0.002544491874448056	0.01030375605027075
BoChr[16]	1.098562338719411e-07	0.004404233606765047	0.004085791669785977	0.006412071161903441	0.005824543630005792	0.004379045741011396	0.00022457108629168947	0.0008034065586429871	0.006160793383023702	0.004088182978593977	0.01080195386222657	6.603176472708583e-05	0.001724404861979565	0.00041533489362336693	0.00248441658603042	0.008808915769477607
BoChr[17]	7.136028353489474e-06	0.0002577588945799614	0.00011396053374527426	0.001167688295736845	0.00106570217651079	0.0008355167651362949	8.132115961376307e-05	0.001190029390122161	8.759744958675375e-05	0.0026251141884163017	0.000502073347052292	9.385981455309888e-06	0.0003528537380078589	0.02895143316947966	0.0002502987120656641	0.25053037550712587
BoChr[18]	4.453363471768057e-08	0.0002733137834002264	0.0018544750850287529	0.002944277742308259	0.008105680903115626	0.005820187774058354	0.0029791859665514587	0.000828761786390011	0.0005608809443947393	0.005495461796725181	0.011941522732787178	0.0021443068671364073	0.012132155311992392	0.003955491930246353	0.013282652536832728	0.01140878931630141
BoChr[19]	5.8224103089976606e-08	0.0004629817724097762	0.00023885246579283148	0.0063327185530404504	0.009642987576897894	0.0037648161869304887	0.00031645782919717644	0.0018427265987063057	4.503921642353248e-05	0.0012218692449000557	0.01919473154764603	0.0020872782657450272	0.006256507905274553	0.0019169401642848527	0.02259223706426212	0.04059444171944051
BoChr[20]	2.2836535800152548e-08	0.0010515259020062117	0.0030122633315369284	0.007351346166799431	0.00761885369909578	0.0014255747203738877	0.0001693114678460108	0.003207921799756974	0.0002615425288273343	0.0012547972970060168	0.021046520338176153	3.234403906390071e-05	0.005586685771677366	0.0014520105719566345	0.009271181783060457	0.026125193044809408
BoChr[21]	6.612896420996606e-05	0.00015039178833831102	0.001936841384786021	0.0005381604149670238	0.003346155396866379	0.003482308352831751	0.0035276944768259	0.001690910021570744	0.0001858399990669568	0.002767759814450983	0.007705509712395724	0.006630180453528283	0.0036373439521412364	0.002029468936379999	0.0013432380495942199	0.0008834854290762451
BoChr[22]	0.00015240876404046589	0.0006787410895049111	0.0005812835680990247	0.003105132873552066	0.004373668156185886	0.003336433534268508	0.00165701777805225	0.00012636747549312765	0.0009573346942116045	0.001465380492991244	0.006792451978544705	8.628167503047734e-05	0.004542461478633868	0.0013643561489880085	0.004076824531730381	0.014444128190807532
BoChr[23]	0.001184423930826597	9.583192178979515e-05	0.007216011370182982	0.0017866460828008712	0.0017794412113487923	0.00020112404894462088	0.007921232008375228	0.0034709419802675255	0.0007637256206362509	0.018623658926226198	0.012285806981764694	0.016674179299152457	0.0006857148045673967	0.002062659276416525	0.00025803324300795795	0.000255500040948391
