NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	388.912	32.701	80.621	20.448	0.164	0.964	20000.0
2	388.179	32.591	80.588	20.413	0.164	0.964	20000.0
3	388.418	32.603	80.631	20.42	0.164	0.964	20000.0
4	387.705	32.56	80.412	20.351	0.164	0.964	20000.0
5	388.585	32.617	80.605	20.406	0.164	0.964	30000.0
6	388.036	32.56	80.536	20.371	0.164	0.964	20000.0
7	387.971	32.533	80.439	20.364	0.164	0.964	20000.0
8	388.517	32.573	80.509	20.389	0.164	0.964	20000.0
9	388.442	32.578	80.445	20.363	0.164	0.964	20000.0
10	387.857	32.518	80.395	20.36	0.163	0.964	30000.0
11	388.513	32.61	80.522	20.38	0.164	0.964	20000.0
12	387.936	32.55	80.385	20.352	0.164	0.964	40000.0
13	387.869	32.557	80.494	20.371	0.163	0.964	20000.0
14	387.663	32.57	80.374	20.355	0.164	0.964	30000.0
15	388.11	32.553	80.375	20.344	0.164	0.964	30000.0
16	388.605	32.623	80.672	20.438	0.164	0.964	40000.0
17	387.518	32.54	80.452	20.392	0.164	0.964	20000.0
18	387.767	32.547	80.463	20.378	0.164	0.964	40000.0
19	388.427	32.597	80.542	20.375	0.164	0.964	30000.0
20	387.853	32.55	80.357	20.34	0.164	0.964	40000.0
21	388.884	32.663	80.646	20.436	0.164	0.964	40000.0
22	387.458	32.491	80.373	20.326	0.164	0.964	30000.0
23	388.408	32.602	80.562	20.367	0.164	0.964	20000.0
24	387.993	32.587	80.419	20.378	0.164	0.964	30000.0
25	388.317	32.589	80.391	20.37	0.164	0.964	20000.0
26	388.128	32.582	80.462	20.399	0.164	0.964	20000.0
27	388.046	32.569	80.344	20.338	0.164	0.964	20000.0
28	388.056	32.597	80.55	20.393	0.164	0.964	20000.0
29	388.183	32.567	80.524	20.391	0.164	0.964	20000.0
30	387.636	32.549	80.459	20.359	0.164	0.964	20000.0
31	387.845	32.553	80.335	20.319	0.164	0.964	20000.0
32	388.478	32.563	80.535	20.39	0.164	0.964	30000.0
33	388.026	32.55	80.483	20.375	0.164	0.964	20000.0
34	388.686	32.596	80.601	20.386	0.164	0.964	40000.0
35	388.105	32.593	80.361	20.38	0.164	0.964	30000.0
36	388.08	32.588	80.52	20.38	0.164	0.964	20000.0
37	388.504	32.623	80.538	20.403	0.164	0.964	30000.0
38	388.125	32.589	80.619	20.396	0.164	0.964	40000.0
39	388.02	32.57	80.462	20.373	0.164	0.964	20000.0
40	388.712	32.641	80.665	20.431	0.164	0.963	20000.0
41	387.963	32.604	80.411	20.392	0.164	0.964	20000.0
42	388.384	32.603	80.576	20.397	0.164	0.964	40000.0
43	387.606	32.536	80.407	20.353	0.163	0.964	20000.0
44	388.711	32.646	80.636	20.417	0.164	0.964	20000.0
45	388.361	32.62	80.645	20.429	0.164	0.964	20000.0
46	388.594	32.643	80.561	20.434	0.165	0.963	30000.0
47	388.319	32.591	80.36	20.341	0.164	0.964	20000.0
48	387.833	32.534	80.395	20.366	0.164	0.964	20000.0
49	387.372	32.521	80.314	20.359	0.164	0.964	20000.0
50	388.497	32.656	80.654	20.454	0.164	0.964	30000.0
51	388.37	32.586	80.565	20.402	0.164	0.964	30000.0
52	388.516	32.626	80.617	20.417	0.164	0.964	40000.0
53	388.389	32.586	80.625	20.434	0.164	0.964	20000.0
54	388.723	32.617	80.639	20.416	0.164	0.964	20000.0
55	388.095	32.592	80.518	20.385	0.164	0.964	30000.0
56	387.751	32.567	80.307	20.343	0.163	0.964	20000.0
57	387.208	32.526	80.289	20.332	0.164	0.964	30000.0
58	388.352	32.608	80.597	20.401	0.164	0.964	30000.0
59	388.733	32.602	80.585	20.395	0.164	0.964	20000.0
60	388.213	32.591	80.41	20.379	0.164	0.964	40000.0
61	387.958	32.566	80.485	20.401	0.164	0.964	20000.0
62	387.97	32.542	80.432	20.365	0.164	0.964	20000.0
63	387.721	32.557	80.563	20.39	0.163	0.964	20000.0
64	388.306	32.601	80.593	20.404	0.164	0.964	20000.0
65	387.854	32.557	80.512	20.401	0.164	0.964	30000.0
66	388.763	32.621	80.563	20.416	0.164	0.964	20000.0
67	388.236	32.57	80.504	20.375	0.164	0.964	20000.0
68	389.013	32.645	80.611	20.425	0.164	0.964	30000.0
69	388.159	32.597	80.465	20.364	0.164	0.964	20000.0
70	388.774	32.608	80.632	20.43	0.164	0.963	20000.0
71	388.081	32.583	80.546	20.408	0.164	0.964	20000.0
72	387.909	32.545	80.403	20.363	0.164	0.964	40000.0
73	387.659	32.542	80.469	20.369	0.164	0.964	20000.0
74	387.97	32.548	80.499	20.364	0.164	0.964	20000.0
75	387.216	32.492	80.34	20.34	0.163	0.964	20000.0
76	387.768	32.562	80.288	20.362	0.164	0.964	30000.0
77	388.633	32.62	80.68	20.423	0.164	0.964	20000.0
78	387.895	32.573	80.561	20.4	0.164	0.964	30000.0
79	387.737	32.525	80.398	20.372	0.163	0.964	30000.0
80	387.844	32.559	80.504	20.386	0.164	0.964	40000.0
81	388.274	32.589	80.439	20.375	0.164	0.964	30000.0
82	387.726	32.509	80.388	20.366	0.164	0.964	20000.0
83	388.109	32.599	80.586	20.391	0.164	0.964	40000.0
84	387.779	32.564	80.441	20.382	0.164	0.964	20000.0
85	388.179	32.616	80.492	20.421	0.164	0.964	20000.0
86	388.149	32.588	80.465	20.382	0.164	0.964	40000.0
87	387.947	32.553	80.472	20.364	0.164	0.964	30000.0
88	388.437	32.563	80.419	20.338	0.164	0.964	30000.0
89	388.037	32.609	80.34	20.371	0.164	0.964	20000.0
90	388.851	32.641	80.569	20.407	0.164	0.964	40000.0
91	387.772	32.568	80.531	20.383	0.164	0.964	20000.0
92	388.594	32.618	80.557	20.393	0.164	0.964	30000.0
93	388.494	32.63	80.514	20.401	0.165	0.964	30000.0
94	388.792	32.638	80.717	20.45	0.164	0.963	20000.0
95	388.188	32.616	80.66	20.437	0.164	0.964	40000.0
96	387.583	32.55	80.509	20.387	0.164	0.964	40000.0
97	388.347	32.567	80.467	20.383	0.164	0.964	40000.0
98	388.334	32.614	80.465	20.375	0.164	0.964	20000.0
99	388.086	32.599	80.49	20.393	0.164	0.964	20000.0
100	387.944	32.507	80.455	20.357	0.164	0.964	20000.0
