Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.964	854.539	31.969%	163.98	27.389%	0.0954	0.952
003819bc-c415-4e76-887c-931d60ed39e7	467	0.998	63.386	13.573%	17.763	5.568%	0.05549	0.998
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.992	208.095	31.577%	39.785	13.237%	0.14254	0.992
00493087-9d9d-40ca-86d5-936f1b951c93	493	0.999	65.762	13.339%	13.559	4.302%	0.07117	0.999
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.961	464.721	54.163%	97.99	30.078%	0.33328	0.958
005794f1-5a87-45b5-9811-83ddf6924568	486	0.998	91.686	18.865%	20.642	6.438%	0.12363	0.998
005e85a3-3571-462d-8dc9-2babfc7ace21	522	0.999	89.051	17.06%	15.778	5.058%	0.09789	0.999
007aab66-2f07-459d-8952-3041d6ea24a8	461	0.998	70.341	15.258%	19.676	6.147%	0.06597	0.998
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.968	423.675	51.355%	90.557	27.171%	0.30072	0.966
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.992	216.486	29.943%	41.563	13.6%	0.14769	0.991
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	0.999	58.399	12.399%	14.524	4.572%	0.09115	0.999
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	0.999	66.254	13.633%	17.798	5.489%	0.06152	0.999
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	0.999	94.956	18.018%	17.633	5.491%	0.11756	0.998
00c27940-c623-11e3-bf01-24c6515278c0	611	0.998	109.692	17.953%	20.64	6.593%	0.11284	0.998
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.974	298.254	38.987%	68.874	22.586%	0.25076	0.972
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.978	611.967	30.876%	107.194	22.911%	0.10539	0.975
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.967	736.479	30.408%	131.647	25.499%	0.11536	0.954
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	0.999	62.287	12.048%	11.53	3.6%	0.06459	0.999
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.986	311.149	31.913%	56.497	17.49%	0.15543	0.984
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.987	267.511	36.347%	56.257	17.969%	0.18645	0.986
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.98	506.041	25.151%	89.323	20.315%	0.0973	0.973
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	0.999	72.48	13.912%	13.143	4.116%	0.07438	0.999
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.995	159.044	23.667%	30.836	9.936%	0.13693	0.995
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.971	564.873	33.228%	102.694	25.206%	0.10897	0.965
02078f77-2b35-4fa3-ab02-2c017181295e	461	0.998	69.265	15.025%	19.948	6.231%	0.06811	0.998
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.926	700.331	40.764%	151.797	38.185%	0.19383	0.903
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.92	573.237	41.181%	140.156	40.017%	0.20256	0.9
02706819-bcab-4c49-a569-a4a8c60db1c0	474	0.998	68.147	14.377%	20.013	6.131%	0.05754	0.998
02917220-6a7a-46a1-8656-907e96bef88e	533	0.999	77.854	14.607%	13.474	4.394%	0.07637	0.999
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	0.998	65.035	14.016%	18.589	5.828%	0.08625	0.998
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	95.615	15.857%	17.25	5.516%	0.09095	0.998
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.993	213.72	29.519%	38.842	13.206%	0.13563	0.992
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.996	167.495	21.612%	28.426	9.32%	0.12113	0.996
030695f6-c623-11e3-bf01-24c6515278c0	883	0.986	291.168	32.975%	54.489	17.714%	0.14251	0.985
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	0.998	85.684	17.594%	22.597	6.945%	0.08629	0.998
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.991	214.656	35.48%	54.741	17.495%	0.25306	0.99
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	0.998	83.594	17.562%	22.163	6.775%	0.083	0.998
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	0.999	69.65	14.541%	16.407	5.162%	0.06798	0.999
03ad38a6-0902-4aaa-84a3-91ea88fa9883	518	0.999	79.683	15.383%	13.816	4.395%	0.07973	0.999
03b5268e-881e-49e7-824f-170c3fc8b11b	631	0.991	218.252	34.588%	51.197	16.843%	0.20137	0.991
03c3c692-8a86-4843-85ae-e045f0fa6f88	1705	0.973	437.747	25.674%	85.753	24.028%	0.07445	0.962
03c88506-d72e-4a44-a34e-a7f0564f1799	666	0.995	164.105	24.64%	34.81	11.186%	0.11389	0.994
03ced0ce-186a-4349-8d98-572c2bc90382	1711	0.963	520.592	30.426%	101.807	27.22%	0.1114	0.95
03cff38d-7e29-4409-a508-749bddb1b3df	1419	0.97	499.251	35.183%	85.265	24.766%	0.12332	0.962
041e3b42-c623-11e3-bf01-24c6515278c0	767	0.995	161.288	21.028%	30.156	9.931%	0.1008	0.995
04339769-517c-448d-a7ca-951f83608c60	697	0.992	223.354	32.045%	40.617	13.055%	0.21059	0.991
0448206f-3ade-4087-b1a9-4fb2d14e1367	3796	0.966	1310.267	34.517%	249.124	27.804%	0.10074	0.96
046d7386-95c8-4501-9e55-c85bec272a7a	1187	0.921	668.383	56.309%	149.06	41.258%	0.29192	0.911
047f9e4d-86b5-4943-aef5-68199bf29e8c	985	0.991	254.963	25.885%	42.394	13.721%	0.10785	0.99
04aa6b77-8074-480c-872e-a1a47afa5314	883	0.982	281.416	31.87%	55.159	18.703%	0.11898	0.98
04b570c2-3224-4e9b-81cc-089b4a7ff07a	486	0.999	65.313	13.439%	17.828	5.501%	0.07408	0.999
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	568	0.993	165.628	29.16%	39.984	13.032%	0.15779	0.993
04c09376-8756-41d9-bbca-f464170a8cfb	986	0.981	330.436	33.513%	67.608	20.727%	0.15345	0.979
04db8bef-8777-48ac-bc2e-3c9acb103f48	489	0.998	96.307	19.695%	22.665	7.213%	0.11984	0.998
05070acd-3ec1-44bb-9c32-26d3a483a72a	748	0.989	256.487	34.29%	47.531	15.549%	0.17149	0.988
051cb117-16fd-459e-81e5-002eca2b7eea	481	0.996	116.713	24.265%	30.715	9.613%	0.20019	0.996
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	702	0.988	257.178	36.635%	49.68	16.602%	0.18208	0.988
052665d1-ab75-4f40-be5a-b88154c8beed	1860	0.945	697.565	37.503%	140.324	32.789%	0.17978	0.927
05486349-24a4-4931-bf5f-c9fefe369af2	611	0.997	136.495	22.34%	28.186	8.947%	0.13327	0.997
0554ffe5-31f7-43f5-8372-2b73c9cf3527	523	0.997	110.008	21.034%	27.11	8.505%	0.11684	0.997
05616329-e7ba-4efd-87b1-d79cd0f7af3d	610	0.997	144.369	23.667%	28.891	9.346%	0.11773	0.997
0567d3e6-6278-4d0a-81ae-c084d73c6dd3	455	0.998	86.261	18.958%	24.227	7.517%	0.09844	0.998
05780d48-80e7-4d70-b00c-081f8a9519f2	593	0.998	123.97	20.906%	22.036	7.265%	0.10159	0.998
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	464	0.998	69.405	14.958%	19.032	5.948%	0.06542	0.998
05da3161-1444-4188-914d-19762de3a443	471	0.998	76.765	16.298%	21.408	6.539%	0.06762	0.998
06018aae-1107-4899-bd24-14e6b1f94709	461	0.998	69.265	15.025%	19.948	6.231%	0.06811	0.998
0609b182-0396-4755-b463-10f949c5b8bb	490	0.999	70.018	14.289%	16.031	5.115%	0.06106	0.999
0624eb1d-3aff-4037-a3c5-fc363a9edd02	472	0.999	56.628	11.997%	14.445	4.548%	0.05991	0.999
062e96d4-c623-11e3-bf01-24c6515278c0	738	0.996	161.824	21.927%	28.572	9.302%	0.11041	0.996
063cfacf-9933-4a2d-8921-0aeb76e12779	489	0.999	75.711	15.483%	15.807	4.984%	0.08365	0.999
