BP10MB[0],BP10MB[1],BP10MB[2],BP10MB[3],BP10MB[4],BP10MB[5],BP10MB[>5],BPArm[0],BPArm[1],BPArm[2],BPArm[3],BPArm[4],BPArm[5],BPArm[6],BPArm[7],BPArm[8],BPArm[9],BPArm[10],BPArm[>10 & <=20],BPArm[>20 & <=30],BPArm[>30],CN[0],CN[1],CN[2],CN[3],CN[4],CN[>4 & <=8],CN[>8],CNCP[0],CNCP[1],CNCP[2],CNCP[3],CNCP[4],CNCP[>4 & <=8],CNCP[>8],OsCN[0],OsCN[1],OsCN[2],OsCN[3],OsCN[4],OsCN[>4 & <=10],OsCN[>10],SS[<=2],SS[>2 & <=3],SS[>3 & <=4],SS[>4 & <=5],SS[>5 & <=6],SS[>6 & <=7],SS[>7 & <=8],SS[>8],NC50[<=2],NC50[3],NC50[4],NC50[5],NC50[6],NC50[7],NC50[>7],BoChr[1],BoChr[2],BoChr[3],BoChr[4],BoChr[5],BoChr[6],BoChr[7],BoChr[8],BoChr[9],BoChr[10],BoChr[11],BoChr[12],BoChr[13],BoChr[14],BoChr[15],BoChr[16],BoChr[17],BoChr[18],BoChr[19],BoChr[20],BoChr[21],BoChr[22],BoChr[23],type
287,17,17,1,0,0,0,23,10,8,3,3,1,0,0,0,0,0,0,0,0,2,12,32,27,5,0,0,5,50,4,0,0,0,0,13,10,2,0,2,1,0,0,0,1,6,14,9,37,11,0,0,0,0,0,1,0,1,1,2,1,1,3,4,2,1,4,4,1,3,2,4,2,1,1,1,1,1,1,3,0
278,6,14,8,4,1,5,34,0,4,1,0,0,0,1,0,0,0,5,1,0,2,63,70,2,0,0,0,15,114,0,0,0,0,0,15,5,0,0,0,2,3,0,1,7,12,35,38,31,13,1,0,0,0,0,0,0,22,6,0,0,0,1,1,0,14,1,15,0,0,0,0,2,0,1,0,0,0,1,3,0
314,0,0,1,0,0,1,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,27,0,0,0,0,22,9,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,6,2,8,16,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,12,17,3,3,0,1,32,2,5,0,3,1,1,1,2,0,0,1,0,0,7,29,54,2,5,0,0,10,54,15,3,1,0,0,16,11,2,3,0,2,1,0,1,0,6,18,27,35,10,0,0,1,0,0,0,0,5,0,2,0,1,1,0,0,8,3,4,3,1,0,0,0,1,0,6,0,1,3,1,0
318,2,2,0,0,0,0,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1,1,0,0,21,4,2,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,1,1,12,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
283,12,15,1,0,1,4,28,5,6,3,0,0,1,1,0,0,0,2,0,0,0,0,5,12,36,45,0,9,61,12,1,1,0,0,14,8,1,3,1,1,1,0,0,1,10,13,35,30,9,0,1,0,0,0,0,0,1,5,2,3,8,2,1,5,2,35,2,5,1,1,1,3,3,1,1,1,2,1,7,0
314,4,2,2,0,0,0,41,2,3,2,0,0,0,0,0,0,0,0,0,0,0,10,25,2,1,0,0,19,12,2,0,0,0,0,21,2,1,0,1,0,0,0,0,0,0,4,3,19,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0
299,10,10,0,1,1,1,33,2,8,1,1,2,0,0,0,0,0,1,0,0,0,20,34,14,10,1,0,12,29,12,12,2,0,0,16,10,1,4,1,1,0,0,0,0,10,23,5,27,14,1,0,0,0,0,0,0,1,2,2,0,3,2,1,19,0,0,0,0,0,2,0,0,8,0,0,0,1,1,1,0
248,20,36,4,2,2,10,17,2,9,1,4,2,3,1,5,0,1,1,0,2,17,13,53,63,34,69,2,3,72,125,16,8,6,0,35,29,9,10,3,4,1,1,6,12,46,70,44,66,6,1,0,0,0,0,0,0,11,5,17,6,1,6,89,7,8,8,4,3,2,4,1,5,3,4,1,8,1,1,3,0
300,9,6,1,0,0,0,34,3,7,2,0,0,0,0,0,0,0,0,0,0,2,10,31,4,0,0,0,12,21,3,0,0,0,0,16,7,0,1,0,0,0,0,0,1,3,6,2,20,15,0,0,1,0,0,0,0,0,2,1,0,2,1,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,2,1,0
279,24,7,1,1,2,2,27,10,2,3,0,0,1,1,0,1,0,1,0,0,5,19,35,13,15,5,0,7,27,29,7,6,0,0,30,10,2,1,1,0,0,0,1,5,4,13,24,34,11,0,0,1,0,0,0,0,3,0,0,0,1,3,6,1,8,0,0,14,1,1,3,1,5,1,5,1,0,2,1,0
308,2,4,0,2,0,0,41,0,2,0,2,1,0,0,0,0,0,0,0,0,2,5,29,3,1,1,0,18,11,6,1,0,0,0,19,5,0,1,0,0,0,0,0,0,3,6,4,15,13,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,2,1,0
296,11,7,0,0,1,1,30,5,7,2,0,1,0,0,0,0,1,0,0,0,0,0,5,5,24,18,11,11,18,7,1,4,2,8,25,6,2,0,0,0,0,0,2,2,9,4,6,27,13,0,0,0,1,0,0,0,6,4,1,3,3,1,1,4,2,2,1,4,1,1,1,1,11,1,4,1,2,3,0,0
195,49,42,9,8,5,8,8,3,6,0,5,3,4,4,4,1,1,5,1,1,6,27,61,76,76,59,14,0,143,93,22,7,17,14,74,55,6,7,4,4,0,6,10,29,44,66,72,91,1,0,0,0,1,0,0,0,22,18,8,13,6,12,13,11,8,6,53,12,1,2,6,5,8,8,24,10,1,1,10,1
318,2,2,0,0,0,0,45,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,24,0,0,0,0,21,5,1,0,0,0,0,21,2,0,0,0,0,0,0,0,0,2,1,1,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0
300,19,3,0,0,0,0,36,6,5,1,0,0,0,0,0,0,0,0,0,0,0,7,4,12,19,7,0,8,12,12,1,0,0,0,17,5,0,0,0,0,0,0,0,0,1,4,5,30,9,0,0,0,0,0,1,0,2,3,2,1,2,2,3,1,4,2,1,1,3,1,2,3,3,1,1,1,1,1,3,0
299,12,8,1,1,0,1,34,2,7,1,3,0,0,0,0,0,1,0,0,0,1,7,35,15,7,0,0,11,38,3,0,0,0,0,13,12,1,1,0,1,0,0,0,0,4,11,12,26,12,1,0,0,0,0,0,0,0,1,13,0,0,1,0,2,2,1,1,0,0,2,0,0,1,1,0,1,0,2,1,0
314,2,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,1,0,0,0,22,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,1,8,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
321,1,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,23,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
308,6,2,0,0,0,0,40,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,22,4,1,0,1,18,7,1,0,0,0,2,19,3,0,0,0,0,0,0,0,0,0,3,3,11,16,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,3,0,0,0,1,0,1,0
312,3,1,0,0,0,0,42,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,0,0,0,19,4,1,0,0,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,14,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
290,12,14,2,2,1,1,31,5,6,3,1,0,0,0,0,0,0,1,1,0,1,26,40,18,6,3,0,10,48,15,7,0,0,0,32,8,1,4,1,0,0,0,1,7,6,17,20,33,10,1,0,0,0,0,0,0,10,1,0,17,2,1,0,6,0,1,2,1,0,1,0,3,2,1,1,0,0,3,1,0
301,10,3,1,1,0,0,38,1,4,0,3,0,0,0,0,0,0,0,0,0,0,10,32,2,2,0,0,15,20,2,1,0,0,0,16,6,0,1,1,0,0,0,0,0,2,6,8,17,13,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,1,0,0,0,0,3,0,0,1,0,2,0
272,18,18,0,5,0,3,25,2,8,1,5,0,1,0,1,0,2,1,0,0,1,7,24,28,20,31,8,7,68,9,13,1,4,1,30,12,2,3,0,1,1,0,1,6,8,28,27,37,12,0,0,1,0,0,0,0,5,3,20,1,2,4,1,2,1,5,1,1,3,1,1,1,1,11,11,13,5,0,2,0
287,7,12,2,2,3,3,31,0,7,1,2,0,1,0,1,0,0,2,1,0,0,42,65,3,0,0,0,12,87,0,0,0,0,0,12,6,0,2,0,2,3,0,0,1,22,18,25,32,12,0,1,0,0,0,0,0,0,1,6,2,9,4,4,2,1,0,0,11,0,1,0,3,0,0,0,0,0,0,1,0
279,20,21,1,0,1,0,28,2,8,2,0,3,4,1,0,0,0,0,0,0,1,16,40,29,7,1,0,10,57,13,0,0,0,0,15,15,4,3,1,0,0,0,0,1,5,20,17,45,6,0,0,0,1,0,0,0,2,4,6,0,4,4,5,10,5,4,0,1,0,1,1,2,3,0,0,0,0,0,1,0
294,5,10,0,2,0,5,34,1,5,2,1,0,0,0,0,1,0,2,0,0,3,0,32,6,37,9,0,14,4,58,1,0,1,0,18,4,3,1,0,5,0,0,0,2,11,22,16,24,12,0,0,1,0,0,0,0,3,1,1,3,2,1,4,8,8,10,1,3,1,1,1,1,1,0,1,1,1,1,1,0
315,2,5,0,0,0,0,43,1,3,0,1,0,0,0,0,0,0,0,0,0,3,4,28,1,0,0,0,20,6,6,0,0,0,0,20,6,0,0,0,0,0,0,0,2,2,2,2,15,13,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
319,2,1,0,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,22,4,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,1,0,0,12,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
260,18,17,5,4,3,15,21,3,5,2,5,2,3,0,0,1,1,2,1,2,1,17,45,61,51,57,16,5,133,62,8,3,9,9,71,31,10,4,1,5,0,1,5,7,36,82,64,45,8,1,0,0,0,0,0,0,5,5,37,6,3,7,67,9,5,1,17,14,1,2,1,2,5,9,4,1,1,0,1,0
294,11,8,0,3,0,0,32,4,6,1,1,0,2,0,0,0,0,0,0,0,6,16,39,1,0,0,0,11,27,12,0,0,0,0,13,4,0,4,0,2,0,0,0,0,3,11,13,27,8,0,0,1,0,0,0,0,0,0,2,3,0,1,1,3,0,1,3,2,3,0,0,1,1,1,0,0,0,0,1,0
301,8,11,0,0,0,2,34,4,8,0,1,0,0,0,0,0,0,1,0,0,0,19,35,8,4,1,0,14,40,3,0,0,0,0,15,7,1,2,0,0,1,0,0,0,3,12,13,29,10,1,0,0,0,0,0,0,1,2,1,1,0,2,7,3,0,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0
309,5,6,0,2,0,0,38,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,3,9,25,12,0,14,17,6,2,0,0,0,15,8,1,0,1,0,0,0,0,1,4,8,1,23,12,0,0,0,0,1,0,0,2,3,3,6,1,1,3,1,1,3,1,3,4,1,1,4,1,2,1,1,1,1,1,0
319,1,2,0,0,0,0,45,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,21,3,0,0,0,21,3,2,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,2,1,11,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
311,4,1,0,0,0,0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,20,6,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,5,11,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
310,2,5,4,0,0,1,42,1,3,0,0,0,0,0,1,0,0,1,0,0,0,13,38,5,0,0,0,19,32,0,0,0,0,0,19,3,0,1,0,1,1,0,0,0,5,11,9,20,11,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0
293,5,13,1,3,0,1,30,1,9,0,3,0,2,0,1,0,0,0,0,0,0,25,48,2,0,0,0,9,52,0,0,0,0,0,9,7,0,3,0,4,0,0,1,1,7,12,15,28,11,0,0,0,1,0,0,0,0,4,1,3,1,3,0,1,0,0,1,1,2,1,3,1,2,0,2,0,0,0,1,0
289,20,11,2,0,0,0,30,4,10,1,2,1,0,0,0,0,0,0,0,0,1,19,32,12,6,2,0,8,38,7,3,0,0,0,15,12,2,0,1,0,0,0,0,2,7,9,4,41,9,0,0,0,1,0,0,0,4,1,2,5,4,4,3,2,2,1,0,2,1,1,0,1,1,2,1,0,1,1,1,0
195,33,41,21,10,4,12,9,3,5,2,2,4,4,4,2,0,0,5,4,2,2,6,22,39,61,172,74,1,124,109,34,18,45,23,137,59,12,5,1,3,0,5,9,21,37,100,120,82,2,0,0,0,1,0,0,0,8,19,34,8,41,18,15,45,3,19,51,19,8,4,3,8,9,6,14,12,2,7,1,0
217,23,38,8,8,4,24,16,1,5,2,4,1,4,0,2,0,1,6,3,3,11,132,136,88,54,13,9,4,306,42,45,5,17,4,50,22,5,9,5,9,8,1,0,10,99,143,121,68,1,0,0,1,0,0,0,0,21,19,9,27,5,19,12,76,8,24,3,8,15,3,3,7,13,0,0,1,1,0,32,0
211,24,43,15,16,3,10,13,2,4,1,6,2,7,2,1,1,1,6,1,1,2,94,129,76,22,25,0,2,262,42,5,4,11,0,28,49,11,13,1,12,2,0,0,5,34,120,110,78,1,0,1,0,0,0,0,0,8,63,33,3,6,12,6,17,4,10,7,2,2,3,4,14,5,0,3,2,3,5,6,0
280,16,16,2,2,0,6,26,3,10,0,3,1,4,0,0,0,0,0,0,1,2,7,39,28,51,5,0,7,35,70,0,3,0,0,17,14,2,4,1,6,0,0,1,5,20,27,32,38,9,0,0,1,0,0,0,0,5,11,6,1,3,5,1,1,3,25,1,1,3,2,1,3,4,2,3,1,5,1,5,0
211,39,45,6,12,1,8,12,3,3,3,6,1,5,4,3,1,1,5,1,0,3,17,46,96,68,48,0,1,177,55,10,7,5,0,44,48,11,7,2,5,0,2,4,13,30,60,79,88,2,0,0,0,0,0,1,0,20,11,23,19,13,7,23,7,8,7,9,11,5,8,3,6,13,12,8,6,6,5,1,0
227,40,33,7,7,4,4,13,3,8,4,5,2,3,2,1,0,3,3,1,0,1,14,37,65,60,53,2,1,118,60,17,8,5,0,46,35,11,5,2,2,0,1,4,10,25,45,63,81,3,0,0,0,0,1,0,0,18,27,8,16,15,7,4,13,16,6,10,8,3,6,2,4,4,4,8,6,2,4,3,0
222,38,39,8,9,3,3,13,1,6,5,4,4,5,2,1,1,3,2,1,0,1,12,33,56,70,65,3,1,118,71,11,10,5,1,54,45,10,3,2,1,0,1,2,13,27,43,69,82,3,0,0,0,0,1,0,0,18,22,8,22,15,7,4,10,15,9,14,9,4,5,2,4,7,4,8,6,6,4,3,0
219,41,40,10,9,1,2,12,2,7,6,5,3,2,2,3,3,0,2,1,0,1,9,32,54,69,62,3,1,111,75,7,9,3,1,40,50,10,4,0,1,0,0,0,5,23,47,72,80,3,0,0,0,0,1,0,0,19,24,6,18,11,7,6,10,17,13,6,10,3,5,2,4,5,4,8,6,6,4,3,0
281,14,14,3,3,0,1,31,0,6,0,5,0,2,0,0,0,1,1,0,0,0,26,42,21,3,0,0,10,53,16,0,0,0,0,13,7,0,2,1,5,0,0,2,4,2,18,25,31,10,1,0,0,0,0,0,0,0,1,17,1,0,3,8,4,0,1,2,2,5,0,0,0,2,0,0,2,1,0,1,0
216,39,44,6,5,2,10,11,2,9,1,5,9,0,1,3,0,0,4,0,3,5,112,147,50,16,1,0,2,283,22,2,0,0,0,39,30,12,8,3,6,5,0,8,28,70,66,70,86,3,0,0,1,0,0,0,0,8,18,7,4,14,8,6,47,3,19,5,6,10,3,0,5,5,3,3,3,1,1,4,1
131,27,62,19,47,11,25,8,1,1,0,3,0,3,1,3,0,2,16,7,3,5,65,222,237,82,36,0,1,567,52,1,3,0,0,28,66,9,18,10,23,8,0,1,27,141,145,237,96,0,0,0,0,0,1,0,0,59,39,20,15,22,21,28,34,13,22,32,19,11,12,8,10,12,14,9,4,3,4,13,1
220,42,36,7,7,1,9,15,2,5,4,5,3,5,1,0,0,0,5,2,1,4,93,130,57,13,3,0,4,256,19,1,0,0,0,28,36,11,8,3,8,1,0,2,24,54,60,76,81,3,0,0,1,0,0,0,0,16,17,2,3,13,8,5,45,0,15,7,4,8,2,0,4,4,2,3,3,2,0,6,1
114,28,68,27,44,16,25,7,1,1,0,2,2,5,1,2,0,2,12,6,7,2,34,286,298,68,29,0,1,647,40,1,5,0,0,44,55,11,11,3,24,14,2,1,7,30,290,301,86,0,0,0,0,0,0,1,0,32,29,28,47,27,23,27,33,11,19,20,23,17,14,4,17,10,5,9,11,3,3,18,0
218,43,36,11,8,4,2,12,1,7,6,4,4,4,3,2,0,1,3,1,0,1,11,35,58,80,52,5,1,139,62,14,0,3,0,46,39,5,7,1,4,0,0,2,8,29,43,79,78,3,0,0,0,0,1,0,0,16,26,6,23,14,7,12,8,14,9,5,8,5,7,2,4,7,4,8,8,6,4,3,0
290,13,14,4,1,0,0,35,0,5,0,5,0,2,0,0,0,0,1,0,0,0,27,38,16,0,0,0,11,40,17,0,0,0,0,12,9,0,2,0,2,1,0,1,2,0,15,20,34,9,1,0,0,0,0,0,0,0,1,17,1,0,3,1,4,0,1,2,2,3,0,0,0,2,0,0,2,1,0,2,0
211,38,29,14,8,5,11,14,2,5,5,3,1,2,1,3,4,0,2,2,2,2,12,16,23,70,107,80,1,118,55,36,14,36,28,106,50,7,4,1,3,0,5,2,20,22,76,112,72,1,0,0,0,1,0,0,0,14,53,21,2,30,11,13,39,4,23,5,17,9,2,1,3,9,6,4,17,5,3,3,0
218,26,38,14,14,4,8,14,3,4,0,6,4,7,0,0,1,1,7,0,1,2,90,116,74,25,39,1,2,251,38,5,17,12,0,55,30,9,18,6,7,2,0,1,3,41,129,95,76,2,1,0,0,0,0,0,0,9,94,25,3,6,10,6,13,4,9,6,1,3,3,3,12,4,0,3,2,3,5,6,0
218,22,36,5,8,4,29,18,1,3,3,2,1,5,0,2,0,0,5,3,5,19,149,153,81,38,40,13,5,351,52,15,31,16,4,42,25,5,11,4,16,6,1,2,19,131,156,110,73,1,0,0,1,0,0,0,0,19,29,7,30,13,21,18,89,3,26,5,13,16,5,3,3,1,0,0,1,0,0,37,0
224,24,30,5,6,6,27,18,2,5,1,4,1,3,0,1,0,0,7,3,3,16,112,134,99,51,14,21,4,313,54,24,2,14,16,58,34,8,10,5,13,6,1,3,10,89,161,119,62,2,0,0,1,0,0,0,0,17,26,7,21,7,20,11,69,11,50,2,8,15,3,2,7,1,0,0,1,1,0,33,0
98,18,76,29,48,12,41,6,0,2,0,4,1,0,2,2,0,0,14,11,6,5,81,286,294,95,53,2,0,722,61,2,6,0,1,29,72,12,20,8,30,13,1,2,70,187,168,289,99,0,0,0,0,0,0,1,0,49,52,23,18,35,25,40,32,14,25,37,32,21,18,19,13,13,20,12,6,8,4,12,1
104,20,79,22,48,18,31,6,0,3,1,3,0,1,0,2,0,4,12,10,6,7,92,275,268,94,43,0,0,695,56,4,0,0,0,36,63,15,22,7,26,15,0,5,74,171,151,286,92,0,0,0,0,0,0,1,0,49,44,30,21,33,19,36,34,21,23,37,31,14,15,8,11,15,21,9,6,5,7,13,1
111,31,74,24,36,19,27,7,1,2,0,2,1,3,3,2,2,1,12,5,7,1,32,277,298,70,36,0,1,646,37,3,4,0,0,45,49,12,12,4,18,16,0,5,5,22,296,298,88,0,0,0,0,0,0,1,0,30,34,28,37,30,25,27,40,11,16,14,24,18,14,7,17,7,5,8,12,4,3,25,0
279,13,17,4,2,0,7,27,2,8,0,3,2,3,1,1,0,0,0,0,1,2,12,45,38,59,6,0,8,46,83,8,1,0,0,31,12,5,5,3,6,0,1,6,21,24,28,33,40,9,0,1,0,0,0,0,0,5,12,8,1,3,7,1,1,3,43,1,1,3,4,1,3,4,1,3,1,5,1,5,0
284,15,13,3,2,0,5,28,2,8,1,6,1,1,0,0,0,0,0,0,1,3,8,36,26,47,8,0,8,32,63,6,3,0,0,25,12,5,7,2,1,0,1,2,7,18,24,29,38,9,0,0,1,0,0,0,0,5,7,3,1,3,5,1,1,3,31,1,1,3,3,1,3,4,1,3,1,5,1,5,0
226,37,31,9,8,2,9,15,3,5,4,6,3,2,0,1,1,1,4,2,1,5,95,125,52,14,3,0,4,252,17,1,0,0,0,32,33,7,10,1,6,3,0,3,20,47,68,74,79,3,0,0,1,0,0,0,0,15,14,2,3,11,5,5,50,0,15,9,3,8,2,0,5,4,2,3,3,1,0,8,1
210,21,41,5,12,4,29,20,0,3,0,3,0,4,0,1,2,1,6,2,6,11,165,172,94,66,11,24,6,381,54,50,6,17,11,51,29,6,5,2,13,11,1,8,36,129,170,122,76,1,0,0,1,0,0,0,0,24,31,23,30,8,24,17,93,9,34,0,11,15,4,3,8,1,0,0,1,0,0,34,0
220,20,34,7,15,6,20,19,0,5,1,5,1,2,0,2,0,0,6,3,4,10,135,146,83,51,9,19,5,328,40,31,6,19,5,47,28,6,4,2,7,10,1,4,15,100,146,112,73,2,0,0,1,0,0,0,0,18,27,19,28,7,18,15,72,8,24,1,8,15,2,2,7,1,0,0,1,0,0,33,0
219,18,39,10,10,4,22,20,1,3,1,3,1,3,3,0,0,2,5,2,4,16,140,132,58,63,32,14,5,321,40,49,13,4,4,49,28,12,8,2,13,6,0,2,15,105,139,122,71,1,0,0,1,0,0,0,0,21,16,6,25,8,21,18,102,3,28,7,13,17,4,2,1,1,0,0,1,0,0,28,0
209,27,38,6,11,6,25,16,3,3,1,1,6,3,0,2,1,0,4,4,4,13,80,97,108,91,77,50,4,205,182,32,15,41,17,115,63,21,16,4,8,3,1,3,35,117,158,124,76,2,0,0,1,0,0,0,0,25,23,10,50,10,24,26,116,3,41,9,7,12,7,6,6,2,1,4,1,2,1,32,0
216,24,32,4,17,5,24,20,0,3,0,5,1,1,1,1,1,2,5,3,5,15,147,154,84,55,8,19,5,335,52,39,4,16,12,43,25,9,9,1,10,10,1,3,12,111,160,117,76,2,0,0,1,0,0,0,0,19,27,13,28,10,20,19,80,8,27,2,10,15,2,3,8,1,0,0,1,0,0,34,0
218,21,35,6,15,6,21,20,1,2,0,5,2,2,0,3,0,1,5,3,4,11,139,144,83,54,9,15,6,335,40,32,4,15,5,42,24,6,6,2,10,10,1,2,14,101,144,120,71,2,0,0,1,0,0,0,0,21,28,17,28,5,18,16,70,11,27,0,8,15,3,2,7,1,0,0,1,0,0,32,0
254,8,41,4,9,3,3,20,1,7,2,5,1,2,2,2,1,2,2,1,0,40,43,101,1,11,2,0,5,82,84,5,3,0,0,13,26,5,10,3,4,1,0,1,7,50,35,37,66,2,0,0,1,0,0,0,0,5,7,6,8,9,22,3,2,0,3,6,8,1,4,2,1,1,1,0,0,4,0,1,0
281,21,5,4,0,2,3,28,7,2,2,2,2,0,0,2,0,0,0,1,0,0,1,7,22,40,31,7,6,54,17,6,2,3,3,42,10,4,2,0,0,0,1,0,6,6,28,30,29,8,0,1,0,0,0,0,0,2,3,1,1,1,9,4,1,1,3,1,4,2,2,1,5,2,15,28,1,4,9,1,0
276,25,10,4,3,2,2,29,5,5,0,5,1,0,0,0,0,1,1,1,0,2,32,37,25,10,9,3,6,42,45,2,1,1,3,33,13,4,2,1,0,0,0,1,3,8,22,36,39,9,0,1,0,0,0,0,0,4,3,1,3,5,1,4,0,1,1,24,0,4,1,0,1,8,1,0,11,2,0,5,0
305,10,7,0,0,0,0,33,8,6,0,1,0,0,0,0,0,0,0,0,0,0,1,11,12,20,4,0,11,19,5,0,0,0,0,16,7,0,1,0,0,0,0,0,1,0,4,6,25,12,0,0,0,0,1,0,0,3,2,1,3,1,1,1,3,3,0,1,3,2,5,1,0,2,1,1,1,1,1,0,0
301,8,5,2,0,0,0,34,3,6,3,0,0,0,0,0,0,0,0,0,0,1,11,32,3,0,0,0,12,23,1,0,0,0,0,17,6,2,0,0,0,0,0,1,0,4,5,0,24,13,0,0,1,0,0,0,0,0,3,1,1,0,1,1,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0
259,30,22,3,3,1,4,21,4,7,2,6,1,1,3,0,0,1,1,1,0,4,4,8,8,54,70,16,5,82,32,1,3,3,19,35,23,6,4,1,2,0,0,0,5,33,34,30,56,6,0,0,0,0,1,0,0,9,9,15,5,4,3,8,12,10,5,1,1,3,8,1,9,30,6,2,7,1,1,4,0
206,8,62,5,24,0,11,13,0,4,1,4,2,4,1,5,0,1,8,3,0,111,48,179,1,3,0,0,3,95,223,0,1,0,0,5,32,1,12,1,16,5,0,1,5,105,65,81,84,1,0,0,0,0,1,0,0,12,12,11,14,16,12,8,14,7,4,14,7,7,4,5,3,3,4,3,0,2,0,1,0
260,35,10,2,2,1,6,24,4,4,5,5,0,1,1,0,1,0,0,0,1,1,3,2,11,21,96,48,4,26,32,12,6,17,66,45,31,6,3,0,1,0,0,1,5,22,66,33,49,6,1,0,0,0,0,0,0,5,1,2,7,1,3,9,13,4,6,81,6,3,2,4,5,10,5,4,3,4,1,1,0
297,7,14,1,1,1,1,36,1,5,2,1,0,1,0,0,0,1,1,0,0,9,21,46,1,0,0,0,13,40,13,0,0,0,0,17,8,1,3,1,0,1,0,0,1,8,16,9,35,8,0,1,0,0,0,0,0,6,3,0,0,7,2,2,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,2,0
280,21,17,2,2,0,0,22,7,9,3,4,1,2,0,0,0,0,0,0,0,2,4,24,23,19,20,1,4,38,21,6,4,0,0,12,17,3,1,1,0,0,0,0,2,11,14,17,40,9,0,0,0,0,0,1,0,4,4,1,2,8,4,3,6,6,4,3,1,4,1,2,0,1,1,3,5,1,1,3,0
303,10,6,1,1,0,1,40,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,6,16,22,13,2,16,23,7,0,1,0,4,23,6,0,0,0,0,1,0,0,0,3,9,12,23,12,1,0,0,0,0,0,0,5,3,1,1,1,1,1,1,1,3,23,2,1,0,1,1,1,1,1,1,1,1,0,0
296,18,2,0,0,0,0,34,7,4,0,1,0,0,0,0,0,0,0,0,0,1,11,25,6,2,0,0,13,18,4,0,0,0,0,20,2,0,1,0,0,0,0,0,0,0,1,4,28,12,0,1,0,0,0,0,0,4,3,0,2,3,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
305,6,5,0,0,0,0,38,4,3,0,1,0,0,0,0,0,0,0,0,0,1,5,27,2,3,1,0,16,12,4,0,0,0,0,19,4,0,1,0,0,0,0,0,1,3,2,4,15,14,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,1,1,0,0
