BP10MB[0],BP10MB[1],BP10MB[2],BP10MB[3],BP10MB[4],BP10MB[5],BP10MB[>5],BPArm[0],BPArm[1],BPArm[2],BPArm[3],BPArm[4],BPArm[5],BPArm[6],BPArm[7],BPArm[8],BPArm[9],BPArm[10],BPArm[>10 & <=20],BPArm[>20 & <=30],BPArm[>30],CN[0],CN[1],CN[2],CN[3],CN[4],CN[>4 & <=8],CN[>8],CNCP[0],CNCP[1],CNCP[2],CNCP[3],CNCP[4],CNCP[>4 & <=8],CNCP[>8],OsCN[0],OsCN[1],OsCN[2],OsCN[3],OsCN[4],OsCN[>4 & <=10],OsCN[>10],SS[<=2],SS[>2 & <=3],SS[>3 & <=4],SS[>4 & <=5],SS[>5 & <=6],SS[>6 & <=7],SS[>7 & <=8],SS[>8],NC50[<=2],NC50[3],NC50[4],NC50[5],NC50[6],NC50[7],NC50[>7],BoChr[1],BoChr[2],BoChr[3],BoChr[4],BoChr[5],BoChr[6],BoChr[7],BoChr[8],BoChr[9],BoChr[10],BoChr[11],BoChr[12],BoChr[13],BoChr[14],BoChr[15],BoChr[16],BoChr[17],BoChr[18],BoChr[19],BoChr[20],BoChr[21],BoChr[22],BoChr[23],type
290,12,13,4,1,0,2,32,1,6,4,2,0,0,1,0,0,0,2,0,0,2,37,44,6,3,0,0,9,63,5,0,0,0,0,11,7,4,3,1,1,1,0,0,1,7,22,18,33,11,0,0,1,0,0,0,0,4,2,0,8,1,2,4,7,5,0,1,2,1,1,0,1,1,1,2,0,2,1,1,0
322,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0
309,4,6,0,1,0,2,39,3,3,0,2,0,0,0,0,0,0,0,1,0,1,17,37,8,2,0,0,15,40,1,0,0,0,0,18,6,0,1,1,0,1,0,0,2,4,17,9,19,14,1,0,0,0,0,0,0,1,0,1,1,1,0,5,13,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0
315,0,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,22,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0,8,16,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,24,11,3,2,0,0,28,4,10,1,1,0,0,0,0,0,0,2,0,0,0,30,40,7,6,3,0,8,54,6,1,2,0,0,20,8,1,3,0,0,1,0,0,3,3,16,19,37,8,0,1,0,0,0,0,0,11,0,0,2,2,0,0,5,3,0,0,2,1,2,1,7,1,1,4,2,1,0,1,0
233,49,17,5,6,1,5,13,11,6,1,1,2,4,2,1,2,0,2,0,1,0,13,45,56,55,26,1,1,109,38,22,2,0,2,55,19,7,4,1,2,0,0,5,6,18,44,53,66,4,0,0,1,0,0,0,0,10,5,15,35,8,5,1,17,3,1,9,3,2,2,1,3,2,3,4,7,1,2,12,0
318,3,1,0,0,0,0,45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,21,5,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,2,0,11,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
292,12,14,1,3,0,0,29,3,10,1,2,0,3,0,0,0,0,0,0,0,15,15,49,0,0,0,0,8,25,30,0,0,0,0,9,14,0,5,0,1,0,0,0,0,9,14,9,39,8,0,0,1,0,0,0,0,1,2,1,1,4,0,2,1,5,1,4,1,1,1,0,1,0,0,1,0,1,0,1,0
238,20,29,7,10,2,10,18,0,3,1,7,1,2,1,1,5,0,7,0,0,5,8,40,49,46,88,16,4,93,71,33,14,6,12,55,43,9,4,0,5,0,1,6,10,40,68,66,55,6,0,0,0,0,1,0,0,20,6,16,5,17,16,11,25,11,4,13,13,1,3,9,14,13,1,1,2,0,10,1,0
251,27,22,9,4,4,5,22,3,10,1,2,1,2,2,0,0,1,2,0,2,1,19,19,59,48,85,32,2,99,57,13,7,11,52,69,37,11,7,1,2,0,3,16,36,53,42,41,68,4,1,0,0,0,0,0,0,15,12,3,5,1,6,4,7,55,5,69,2,2,8,2,4,13,3,6,4,2,4,12,0
291,13,14,3,0,0,1,32,3,5,2,2,0,3,0,1,0,0,0,0,0,1,5,12,21,20,21,0,10,48,8,0,0,0,0,16,11,5,0,1,0,0,0,1,1,6,14,10,38,10,0,0,0,1,0,0,0,3,2,3,5,5,10,3,10,1,0,5,1,5,1,3,1,2,1,1,1,1,2,1,0
316,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,0,1,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
242,27,26,5,9,3,4,21,2,8,1,4,0,1,1,1,0,2,4,1,0,3,46,69,45,24,7,0,5,123,45,3,0,0,0,18,40,3,6,3,3,0,0,1,10,22,37,64,54,6,0,0,1,0,0,0,0,18,0,8,14,14,2,0,28,2,0,1,5,8,2,2,3,2,3,3,1,0,8,1,0
301,10,10,0,1,0,0,32,4,10,0,2,0,0,0,0,0,0,0,0,0,0,19,38,1,0,0,0,9,34,0,0,0,0,0,10,11,1,2,0,0,0,0,0,0,1,6,14,25,12,0,0,0,0,0,1,0,1,1,1,1,2,1,1,0,1,0,0,1,0,1,1,2,1,0,2,0,1,0,1,0
207,27,37,11,16,2,16,14,1,5,0,2,3,2,1,2,3,1,7,3,2,12,65,84,104,61,39,8,2,225,68,23,4,14,16,71,54,13,6,3,11,0,0,5,22,78,112,80,72,4,0,0,0,1,0,0,0,14,9,23,19,10,57,13,5,8,8,6,9,10,34,0,17,1,9,11,11,12,0,3,0
305,2,6,1,1,0,1,38,2,3,0,1,1,0,0,0,0,0,1,0,0,1,5,28,8,6,5,0,16,19,11,0,0,0,0,25,6,0,1,0,0,0,0,0,2,3,6,13,14,15,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,13,5,0,0,0,0,0
283,9,18,5,1,1,5,28,2,9,1,2,2,0,1,1,0,0,1,0,1,1,45,69,16,2,0,0,8,105,4,0,0,0,0,10,12,0,1,0,4,2,0,2,5,32,20,24,41,9,0,1,0,0,0,0,0,4,1,6,1,5,1,1,2,1,22,3,4,1,0,4,2,2,0,0,1,1,0,1,0
296,10,10,0,0,0,0,34,4,4,3,0,0,1,0,0,0,0,0,0,0,0,17,27,5,4,0,0,14,23,5,2,0,0,0,23,4,1,1,1,0,0,0,0,2,2,5,8,23,13,0,1,0,0,0,0,0,3,0,0,5,0,0,0,7,5,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
311,7,4,0,0,0,0,37,7,4,0,0,0,0,0,0,0,0,0,0,0,0,5,26,6,2,0,0,15,13,2,0,0,0,0,19,4,0,0,0,0,0,0,0,0,1,3,2,18,15,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
185,15,78,10,19,2,7,11,1,2,1,5,0,4,2,4,2,2,10,2,0,0,21,149,145,27,15,0,0,304,25,5,0,0,0,20,19,4,5,3,13,6,3,0,4,26,126,98,100,0,0,0,0,0,1,0,0,40,12,13,11,14,21,14,12,4,7,10,4,4,3,4,3,3,1,3,9,2,5,9,0
260,31,23,2,4,0,2,24,4,5,3,5,0,4,0,0,0,1,2,0,0,3,16,62,31,20,5,0,4,69,40,3,1,0,0,31,26,3,2,1,0,0,1,4,3,5,28,23,69,4,0,0,1,0,0,0,0,12,4,5,8,12,3,3,1,3,4,0,1,2,1,3,2,3,1,1,0,0,2,3,0
291,16,4,1,3,1,0,32,5,3,1,1,2,2,0,0,0,0,0,0,0,0,6,9,12,24,12,4,13,12,20,9,2,1,0,23,6,1,1,0,1,0,0,0,1,2,19,9,21,15,0,0,1,0,0,0,0,3,1,3,3,3,13,1,5,2,1,1,2,1,1,1,9,1,1,2,1,1,1,1,0
318,3,1,0,0,0,0,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,22,3,0,0,0,20,5,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,0,15,13,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
285,12,15,1,1,1,1,30,2,5,1,5,0,0,1,1,1,0,0,0,0,0,25,46,10,2,0,0,10,55,5,0,0,0,0,12,6,1,5,1,2,0,0,0,1,11,16,15,27,13,0,0,0,1,0,0,0,3,3,0,1,5,5,2,1,2,0,2,0,0,1,0,3,0,1,5,0,0,2,1,0
315,1,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,22,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,10,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2,1,0,0,0,0,45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,21,2,1,0,0,22,2,2,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0,11,16,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
314,4,3,1,0,0,0,41,3,3,1,0,0,0,0,0,0,0,0,0,0,2,3,25,5,2,0,0,17,7,4,2,0,0,0,20,3,1,0,0,0,0,0,0,1,2,3,2,18,11,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0
279,15,10,5,8,0,5,28,0,9,0,1,1,3,1,1,1,1,0,2,0,1,60,81,4,2,0,0,9,118,5,1,0,0,0,16,6,0,2,1,3,3,0,0,4,17,42,34,43,8,0,1,0,0,0,0,0,4,2,14,0,5,4,1,12,4,1,3,8,0,1,0,3,1,0,0,0,0,0,3,0
313,3,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0,20,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,1,11,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
293,7,13,2,1,0,0,31,2,8,2,1,0,2,0,0,0,0,0,0,0,0,15,41,10,0,0,0,11,43,0,0,0,0,0,13,6,0,1,1,3,0,0,0,0,8,8,11,29,10,0,0,1,0,0,0,0,2,1,2,3,1,0,1,3,0,4,1,1,0,0,0,3,2,0,0,1,0,0,0,0
233,21,36,8,6,4,8,14,1,7,2,5,4,2,1,0,1,2,5,1,1,7,33,73,65,43,49,10,0,142,67,18,8,9,13,56,35,9,9,2,6,0,0,7,15,22,92,75,65,4,0,0,0,1,0,0,0,9,13,10,2,19,18,2,9,5,1,6,16,10,44,1,2,3,13,1,7,5,4,7,0
303,5,2,4,1,1,0,40,2,1,0,0,0,1,0,1,0,1,0,0,0,1,18,27,6,1,0,0,18,25,4,1,0,0,0,23,2,1,0,0,2,0,0,0,1,1,11,10,16,14,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,0,0,8,0,0,0,0,5,1,0,0,1,1,0,0
282,19,9,2,2,1,1,27,6,5,2,3,1,0,0,1,0,0,1,0,0,2,20,34,15,7,9,0,7,31,19,7,2,5,0,30,12,1,1,0,0,0,0,1,3,4,19,18,32,10,0,0,1,0,0,0,0,2,2,1,5,1,0,1,10,5,0,0,2,1,0,0,1,3,8,7,1,2,0,1,0
231,51,23,6,6,2,3,12,7,7,4,3,6,2,1,2,1,0,3,0,0,5,63,74,31,16,6,0,2,155,9,5,2,0,0,22,18,5,6,3,7,0,0,0,12,16,34,58,73,2,0,0,0,1,0,0,0,6,10,21,7,2,10,3,8,6,2,4,1,2,1,2,5,13,2,8,3,1,2,1,1
202,40,47,16,7,3,1,7,4,7,2,6,3,3,1,0,5,3,5,0,0,3,64,111,57,15,4,0,0,209,19,3,0,0,0,10,40,8,6,0,11,0,0,1,15,30,51,66,90,1,0,0,0,0,0,1,0,12,6,7,3,7,4,6,19,12,6,4,10,4,5,2,8,6,2,2,5,1,3,9,1
283,14,19,0,0,0,0,25,3,13,1,3,1,0,0,0,0,0,0,0,0,0,7,42,17,6,2,1,6,37,8,5,0,2,0,7,19,0,2,0,0,0,0,0,0,5,14,8,38,10,0,0,0,0,1,0,0,5,2,1,3,2,1,1,3,3,0,1,0,2,2,1,2,1,0,1,1,0,0,1,0
309,3,4,0,0,0,0,40,3,2,0,1,0,0,0,0,0,0,0,0,0,3,1,27,2,1,0,0,17,4,7,0,0,0,0,20,4,0,0,0,0,0,0,0,0,2,5,0,14,13,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,1,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
269,25,11,5,2,0,4,23,5,6,3,3,1,0,1,1,1,0,2,0,0,2,8,35,34,25,19,3,5,73,19,5,1,1,4,29,13,6,1,4,0,0,1,0,5,9,28,31,41,11,0,1,0,0,0,0,0,3,2,5,0,2,1,8,19,1,3,1,3,1,3,2,2,1,18,3,9,0,0,4,0
250,16,34,4,5,1,6,16,3,11,3,3,1,0,1,1,2,1,3,1,0,0,2,31,36,72,45,0,2,90,64,4,5,0,0,25,38,4,6,0,2,0,0,1,17,31,27,48,56,6,0,0,0,1,0,0,0,18,4,14,11,4,27,5,11,3,6,2,10,14,5,2,3,1,1,3,3,3,4,1,0
77,35,30,26,21,21,112,7,1,1,0,0,0,0,1,1,0,1,10,6,20,0,32,152,257,325,714,160,0,1053,314,104,50,67,28,554,197,64,30,21,33,0,9,27,63,258,683,550,50,0,0,0,0,0,1,0,0,92,181,69,84,151,161,79,98,49,20,88,42,16,55,16,28,8,88,9,57,29,10,47,0
295,11,11,1,3,0,1,34,4,5,0,1,0,2,0,0,0,1,1,0,0,0,30,47,0,1,0,0,13,52,2,0,0,0,0,15,4,0,0,1,3,1,0,1,0,7,14,16,26,14,0,1,0,0,0,0,0,3,1,1,0,3,0,1,1,0,1,8,1,0,0,0,0,3,0,6,0,0,0,1,0
307,4,8,2,0,1,0,41,1,3,0,1,0,0,0,1,0,0,1,0,0,1,16,35,2,1,0,0,18,31,0,0,0,0,0,18,5,0,0,0,2,0,0,0,1,3,12,3,23,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,7,0,3,0,0,0,0,0,1,1,0
311,0,5,0,0,0,0,41,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,0,0,19,10,0,0,0,0,0,19,3,0,1,0,0,0,0,0,0,3,0,2,15,13,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
311,10,1,0,0,0,0,42,2,4,0,0,0,0,0,0,0,0,0,0,0,0,7,24,4,1,0,0,17,8,4,0,0,0,0,20,3,1,0,0,0,0,0,0,0,0,3,4,16,13,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
268,11,32,4,5,1,1,24,1,5,1,8,1,3,1,0,0,2,2,0,0,21,28,76,5,15,0,0,5,57,63,1,0,0,0,9,35,1,6,1,2,0,0,0,1,33,22,24,62,3,0,0,0,1,0,0,0,6,4,3,3,8,7,5,2,8,3,5,1,3,1,2,2,1,2,0,0,1,0,1,0
229,24,46,3,12,5,3,13,2,9,3,2,3,1,3,1,1,2,8,0,0,1,32,109,80,13,6,0,1,210,7,0,0,0,0,12,17,8,5,1,8,4,0,1,1,24,80,56,77,2,0,0,0,0,0,0,1,8,11,8,4,4,7,10,3,10,6,7,7,2,8,7,4,9,1,9,1,2,1,2,0
318,4,0,0,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,22,4,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,1,0,12,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
314,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,4,0,0,22,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,1,9,15,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,0,1,1,1,1,1,1,1,1,0
318,1,2,1,0,0,0,45,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,21,8,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1,2,2,12,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
310,3,3,0,0,0,0,42,1,2,0,1,0,0,0,0,0,0,0,0,0,3,2,26,1,0,0,0,19,6,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,1,3,1,13,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0
251,28,31,5,3,1,3,22,1,7,1,3,3,6,1,1,1,0,1,1,0,7,5,50,17,59,33,1,6,58,83,3,3,1,0,25,29,2,5,2,3,1,0,0,5,16,35,53,56,7,0,0,0,1,0,0,0,4,4,3,9,7,8,1,5,4,1,30,3,1,4,1,7,9,7,1,3,1,5,3,0
289,16,6,0,1,1,3,30,9,3,1,0,1,0,0,0,0,0,1,0,1,0,15,31,11,6,24,3,12,37,12,7,3,6,2,36,10,5,0,0,0,0,0,2,1,5,25,22,24,11,1,0,0,0,0,0,0,1,0,0,0,3,0,0,3,1,0,0,0,10,0,1,2,1,32,0,0,0,3,2,0
319,2,0,0,0,0,1,45,2,0,0,0,0,1,0,0,0,0,0,0,0,1,7,23,1,0,0,0,21,8,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,1,2,2,13,14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0
310,8,3,1,0,0,0,41,2,3,1,0,1,0,0,0,0,0,0,0,0,1,10,25,4,1,0,0,17,17,0,0,0,0,0,18,5,0,0,1,0,0,0,0,0,1,3,5,19,13,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,3,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0
306,2,6,1,0,1,0,39,1,3,1,0,1,0,1,0,0,0,0,0,0,0,9,30,6,0,0,0,16,22,0,0,0,0,0,17,3,1,0,1,1,0,0,0,2,3,6,4,14,16,0,1,0,0,0,0,0,1,4,3,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
226,46,33,5,6,0,0,12,6,4,4,7,2,2,5,2,1,0,1,0,0,3,51,71,31,12,6,0,2,123,22,3,1,2,0,13,26,5,2,1,7,0,0,0,9,23,19,45,76,2,0,0,0,0,0,1,0,7,5,7,4,6,5,6,14,4,6,8,2,3,4,4,5,4,1,5,0,1,1,1,1
308,3,4,1,0,0,0,39,2,3,2,0,0,0,0,0,0,0,0,0,0,2,5,28,1,1,0,0,16,11,3,0,0,0,0,19,4,0,0,0,0,0,0,0,0,1,6,4,11,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,2,1,0
292,16,5,3,0,0,0,33,4,6,1,1,1,0,0,0,0,0,0,0,0,0,20,34,2,2,0,0,10,31,4,0,0,0,0,15,3,1,1,2,1,0,0,0,2,1,11,6,28,10,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,2,2,0,1,4,1,1,3,3,0,0,0,0,1,1,0
316,4,2,0,0,0,0,43,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,25,1,0,0,0,19,8,0,0,0,0,0,21,3,0,0,0,0,0,0,0,1,0,2,1,13,15,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
322,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,25,15,2,2,1,0,27,3,7,3,2,1,0,0,0,2,0,1,0,0,0,16,32,22,17,10,0,7,52,21,1,0,0,0,28,11,4,2,0,0,0,0,1,2,7,16,19,44,8,0,0,1,0,0,0,0,7,0,2,0,3,13,12,6,0,1,3,2,2,0,1,2,4,0,3,0,1,3,0,0
313,1,2,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,20,5,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,1,1,0,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
322,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
312,7,2,1,0,0,0,39,5,3,1,0,0,0,0,0,0,0,0,0,0,1,8,26,3,0,0,0,15,13,1,0,0,0,0,21,3,0,0,0,0,0,0,0,0,2,4,0,18,14,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0
296,17,6,1,2,0,0,28,8,8,1,3,0,0,0,0,0,0,0,0,0,5,17,35,6,1,0,0,9,32,8,0,0,0,0,15,10,2,1,0,0,0,0,0,1,5,8,7,32,11,0,0,1,0,0,0,0,1,2,0,2,1,0,1,1,2,0,1,0,2,1,2,4,1,0,0,1,0,0,6,0
288,18,6,2,2,0,0,30,6,2,3,4,0,1,0,0,0,0,0,0,0,1,16,35,11,3,1,0,10,34,9,1,0,0,0,15,9,1,2,1,0,0,0,0,0,1,6,21,27,12,0,0,0,1,0,0,0,5,0,1,4,2,3,1,0,1,1,0,3,0,1,1,2,1,2,0,0,2,0,2,0
316,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
305,7,7,0,0,0,3,37,2,7,0,0,0,0,1,0,0,0,0,1,0,1,16,39,10,7,3,0,10,39,8,4,1,0,0,22,11,4,0,1,0,0,0,0,3,8,23,6,24,12,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,18,5,0,0,0,1,1,0,2,0,1,1,0,1,1,0
306,4,11,0,1,0,0,37,0,7,2,1,1,0,0,0,0,0,0,0,0,1,7,27,14,5,0,0,15,27,3,0,0,0,0,15,9,2,0,1,0,0,0,0,0,5,9,3,24,13,1,0,0,0,0,0,0,4,0,7,1,6,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
281,15,15,2,2,0,1,30,4,4,0,4,0,2,0,0,1,1,0,0,0,0,0,6,20,40,19,4,6,37,18,5,6,0,0,23,13,0,1,0,2,0,0,0,3,4,25,10,40,7,0,0,0,0,1,0,0,2,1,1,5,7,10,3,5,1,3,6,5,3,5,3,1,2,1,11,3,2,1,2,0
296,17,5,2,0,1,1,36,6,2,1,0,1,0,0,0,0,1,1,0,0,2,19,33,10,4,1,0,12,32,10,3,0,0,0,27,6,5,0,0,0,0,0,2,1,0,5,24,22,15,0,1,0,0,0,0,0,1,0,3,1,1,10,0,1,1,0,7,0,0,0,0,1,3,0,0,2,1,2,1,0
298,7,11,3,1,1,1,31,3,10,1,1,0,0,0,1,0,0,1,0,0,0,3,21,17,31,7,1,11,32,18,4,0,0,2,18,12,0,2,1,1,0,0,0,1,7,21,11,27,13,0,0,0,1,0,0,0,5,3,1,0,1,13,1,5,4,3,3,1,1,0,2,1,3,3,1,3,1,3,0,0
282,24,7,4,1,0,4,28,8,3,2,3,0,0,0,0,1,1,2,0,0,2,2,23,29,33,17,1,7,47,29,4,3,0,0,23,6,2,5,3,0,0,1,0,1,4,26,26,39,10,0,0,1,0,0,0,0,4,5,12,3,3,1,11,10,1,14,1,2,1,1,1,2,3,2,1,3,1,1,0,0
279,22,17,3,1,0,0,25,9,5,1,4,0,1,1,1,0,1,0,0,0,1,38,42,7,4,1,0,9,67,2,0,0,0,0,16,4,4,2,0,3,0,0,0,0,13,8,16,50,6,0,0,0,1,0,0,0,5,6,6,5,2,0,2,0,2,4,2,0,4,2,1,1,0,1,1,3,1,1,1,1
308,3,4,1,0,0,0,40,2,2,1,1,0,0,0,0,0,0,0,0,0,0,8,28,1,0,0,0,17,14,0,0,0,0,0,18,3,1,1,0,0,0,0,0,0,1,4,4,13,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0
310,1,5,0,0,0,0,41,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,27,0,0,0,0,18,10,1,0,0,0,0,18,3,1,0,0,0,0,0,0,0,1,3,4,12,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,2,0,0
303,7,6,0,0,0,0,37,2,7,0,0,0,0,0,0,0,0,0,0,0,1,15,24,2,0,0,0,13,19,0,0,0,0,0,16,5,0,1,0,0,0,0,0,2,1,3,2,19,15,0,0,0,1,0,0,0,0,1,1,2,1,1,0,2,1,1,0,1,0,0,0,1,1,0,0,1,0,3,1,0
228,16,49,4,18,1,6,17,2,5,1,4,0,5,0,4,0,2,7,1,0,43,52,143,6,24,1,0,4,111,132,0,2,0,0,4,40,1,22,0,9,0,0,2,2,58,60,64,82,1,0,0,0,1,0,0,0,15,17,13,7,6,3,8,3,7,11,5,7,4,8,1,1,3,0,2,0,2,1,1,0
313,8,0,0,0,0,1,40,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6,23,6,5,2,0,17,12,4,2,0,0,0,26,2,1,0,0,0,0,0,0,0,1,7,1,18,15,1,0,0,0,0,0,0,1,1,0,0,1,0,1,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
295,12,7,1,0,0,1,31,5,7,2,0,0,1,0,0,0,0,0,0,0,0,1,4,16,13,20,4,12,15,7,6,5,2,0,22,9,0,0,0,0,0,0,0,1,4,13,5,22,13,0,0,0,1,0,0,0,3,1,4,5,3,9,1,1,3,1,5,1,1,1,1,1,1,1,4,3,1,2,1,0
309,5,8,0,0,0,0,39,1,7,0,1,0,0,0,0,0,0,0,0,0,2,12,26,4,0,1,0,15,19,1,0,1,0,0,17,7,1,0,0,0,0,0,0,0,6,2,4,18,15,0,1,0,0,0,0,0,4,0,1,1,0,1,1,0,3,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0
