BP10MB[0],BP10MB[1],BP10MB[2],BP10MB[3],BP10MB[4],BP10MB[5],BP10MB[>5],BPArm[0],BPArm[1],BPArm[2],BPArm[3],BPArm[4],BPArm[5],BPArm[6],BPArm[7],BPArm[8],BPArm[9],BPArm[10],BPArm[>10 & <=20],BPArm[>20 & <=30],BPArm[>30],CN[0],CN[1],CN[2],CN[3],CN[4],CN[>4 & <=8],CN[>8],CNCP[0],CNCP[1],CNCP[2],CNCP[3],CNCP[4],CNCP[>4 & <=8],CNCP[>8],OsCN[0],OsCN[1],OsCN[2],OsCN[3],OsCN[4],OsCN[>4 & <=10],OsCN[>10],SS[<=2],SS[>2 & <=3],SS[>3 & <=4],SS[>4 & <=5],SS[>5 & <=6],SS[>6 & <=7],SS[>7 & <=8],SS[>8],NC50[<=2],NC50[3],NC50[4],NC50[5],NC50[6],NC50[7],NC50[>7],BoChr[1],BoChr[2],BoChr[3],BoChr[4],BoChr[5],BoChr[6],BoChr[7],BoChr[8],BoChr[9],BoChr[10],BoChr[11],BoChr[12],BoChr[13],BoChr[14],BoChr[15],BoChr[16],BoChr[17],BoChr[18],BoChr[19],BoChr[20],BoChr[21],BoChr[22],BoChr[23],type
314,5,1,1,1,0,0,44,0,3,0,0,0,0,0,1,0,0,0,0,0,0,9,29,0,0,0,0,20,14,0,0,0,0,0,20,3,0,0,0,1,0,0,0,0,4,1,4,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,1,0
260,15,21,4,6,3,13,27,2,3,1,5,1,0,0,4,0,0,1,1,3,8,112,126,3,0,0,0,8,225,0,0,0,0,0,9,6,0,5,0,6,6,0,0,4,78,57,48,58,4,0,1,0,0,0,0,0,8,4,5,21,28,15,4,2,18,1,2,1,8,2,0,0,0,1,0,0,1,0,1,0
276,18,11,3,3,0,5,28,2,4,1,3,0,4,0,0,1,1,2,0,0,2,16,50,23,10,19,7,8,71,19,0,6,2,6,44,7,6,3,1,1,0,1,2,9,8,36,26,34,11,0,0,1,0,0,0,0,1,0,0,0,0,1,7,3,8,2,0,9,3,3,0,0,3,10,16,0,3,5,3,0
278,8,29,2,2,0,3,23,2,11,3,6,0,1,0,0,0,0,1,0,1,0,12,62,30,24,6,0,6,75,31,4,0,0,0,16,25,3,6,0,2,0,0,0,1,13,44,22,51,3,1,0,0,0,0,0,0,35,3,3,3,3,3,4,2,3,2,0,1,0,1,0,2,0,1,1,0,2,1,1,0
314,1,0,0,1,0,0,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,21,5,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,1,2,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
285,10,18,0,2,0,1,29,0,9,2,3,0,1,0,2,0,0,0,0,0,3,30,45,4,1,0,0,9,58,2,0,0,0,0,9,14,0,4,0,2,0,0,0,1,1,21,11,40,9,0,0,0,0,1,0,0,3,0,5,2,1,1,3,1,3,1,3,1,4,0,1,2,3,3,0,0,0,0,1,0
248,17,41,7,6,2,1,17,2,6,5,8,1,1,1,0,2,1,4,0,0,2,49,80,39,15,1,0,4,137,23,1,1,0,0,19,37,5,7,2,2,0,0,0,8,24,42,43,65,4,0,0,0,1,0,0,0,17,4,3,5,8,17,6,9,3,7,2,4,2,0,1,5,3,3,0,0,2,2,2,0
304,6,6,3,2,0,1,39,0,6,0,0,0,0,0,2,0,0,1,0,0,2,19,42,2,0,0,0,15,36,5,0,0,0,0,17,7,0,0,0,3,0,0,0,2,6,12,8,24,13,1,0,0,0,0,0,0,7,1,4,1,1,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,1,0
307,3,2,0,0,0,4,41,1,2,0,0,0,0,0,0,0,1,0,0,1,0,5,27,11,9,28,0,19,47,6,2,2,0,0,25,9,0,1,2,2,0,0,1,3,4,30,14,14,14,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0
319,2,0,0,1,0,0,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,22,3,0,0,0,21,4,2,0,0,0,0,23,1,0,0,0,0,0,0,0,1,1,2,1,9,16,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
284,14,13,2,4,1,4,27,4,7,3,1,1,1,0,1,1,0,2,0,0,15,25,56,11,5,5,0,9,51,38,2,1,1,0,22,18,1,3,0,3,0,0,0,2,16,27,24,42,6,0,1,0,0,0,0,0,3,0,17,1,3,1,4,10,0,2,5,1,3,3,1,4,0,1,0,0,0,0,1,0
313,8,1,0,0,0,0,41,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,24,2,1,0,0,18,10,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,1,0,4,15,14,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
310,3,8,1,0,0,0,40,1,3,2,2,0,0,0,0,0,0,0,0,0,1,10,31,3,1,0,0,16,19,3,0,0,0,0,18,4,0,1,0,1,0,0,0,1,3,5,3,23,11,0,1,0,0,0,0,0,2,3,0,0,0,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0
317,1,2,0,1,1,0,44,1,1,0,1,0,0,1,0,0,0,0,0,0,1,6,26,4,1,0,0,21,8,5,1,0,0,0,24,3,1,0,0,0,0,1,1,0,0,5,4,10,17,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
314,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,21,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1,3,1,0,0,0,45,0,2,0,0,1,0,0,0,0,0,0,0,0,3,4,24,3,0,0,0,20,6,4,0,0,0,0,21,2,0,0,1,0,0,0,0,0,2,2,2,13,15,0,1,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
316,3,3,0,0,0,0,42,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,24,3,0,0,0,19,9,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,4,1,13,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
319,2,1,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,22,4,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,1,11,15,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,10,3,0,1,0,0,39,5,2,0,1,1,0,0,0,0,0,0,0,0,0,8,31,3,2,0,0,17,16,4,0,0,0,0,17,7,0,1,0,0,0,0,0,0,2,4,4,22,12,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
299,13,3,1,0,0,0,33,8,4,0,0,1,0,0,0,0,0,0,0,0,1,13,23,7,1,0,0,11,19,3,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,2,13,18,12,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,3,0,0,5,1,1,0,1,2,1,1,0,2,0,1,0
312,4,5,0,1,0,0,42,0,4,1,0,0,0,1,0,0,0,0,0,0,0,6,29,5,2,0,0,20,14,4,0,0,0,0,22,4,2,0,0,0,0,0,0,0,2,6,5,14,15,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
302,9,11,0,0,0,0,30,7,11,0,0,0,0,0,0,0,0,0,0,0,0,12,34,7,2,0,0,12,27,4,0,0,0,0,13,12,0,0,0,0,0,0,0,2,5,7,2,25,14,0,0,0,1,0,0,0,2,2,2,0,2,1,0,2,1,0,0,2,0,0,0,0,1,1,0,0,2,0,1,0
313,0,2,0,0,0,1,43,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,21,7,1,9,8,20,6,0,0,0,1,16,27,1,2,1,0,0,0,0,1,2,9,5,3,11,15,1,0,0,0,0,0,0,2,1,1,0,0,1,0,17,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
292,17,3,0,0,3,1,31,9,4,0,0,0,0,0,0,0,0,1,1,0,8,15,31,13,13,3,0,9,29,13,13,4,1,0,32,10,1,1,1,0,0,0,3,7,12,8,19,25,9,1,0,0,0,0,0,0,11,0,0,1,1,0,2,1,26,1,1,0,0,2,1,1,0,1,1,0,1,0,1,0
287,10,15,2,4,1,3,27,5,9,1,0,0,1,1,1,0,1,2,0,0,5,1,33,20,29,21,8,10,31,34,6,2,12,8,37,24,1,2,0,0,0,1,1,6,12,29,21,35,12,0,0,1,0,0,0,0,4,9,16,6,1,4,1,1,6,2,1,15,2,1,1,1,3,2,1,2,1,1,1,0
266,19,18,2,1,2,8,18,10,2,4,4,3,1,0,0,0,2,0,0,2,3,51,95,117,105,77,3,5,238,119,52,11,5,3,133,68,18,14,4,3,0,2,22,94,154,96,36,38,9,1,0,0,0,0,0,0,14,3,6,7,2,9,6,1,81,4,4,2,2,1,1,4,187,2,15,2,2,1,0,0
310,9,1,2,0,0,0,42,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,27,1,0,18,15,2,0,0,0,0,20,4,0,0,1,0,0,0,0,0,1,4,5,17,14,0,0,0,1,0,0,0,3,1,1,1,1,1,3,1,1,1,1,2,1,8,1,3,1,1,1,1,1,1,0,0
289,6,19,1,4,2,1,29,1,8,1,4,0,1,1,2,0,0,1,0,0,1,27,55,15,3,0,4,8,68,6,0,0,2,5,15,15,1,2,0,2,1,0,0,1,14,28,16,37,9,0,0,1,0,0,0,0,6,2,2,8,5,4,1,2,1,0,1,0,7,2,2,1,0,1,0,3,0,0,1,0
278,15,8,3,2,5,5,26,6,3,1,1,0,2,3,1,0,0,2,1,0,7,37,39,22,5,21,9,4,73,19,3,11,10,1,51,15,1,1,0,3,0,0,2,5,20,32,38,33,10,0,1,0,0,0,0,0,3,5,0,0,8,1,1,5,4,0,1,1,4,1,1,1,3,6,12,0,15,26,3,0
319,0,1,0,0,0,2,46,0,1,0,0,0,0,0,0,0,0,0,1,0,2,14,37,0,1,0,0,22,24,6,0,0,0,0,22,1,0,2,0,0,1,0,0,0,8,17,3,14,12,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,3,3,0,1,0,0,43,3,0,1,0,0,1,0,0,0,0,0,0,0,3,5,14,11,4,0,0,19,10,3,0,0,0,0,21,2,0,0,0,1,0,0,0,0,1,3,4,16,13,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,0,2,0,0,1,0,0,1,1,1,7,0
296,10,14,1,1,0,0,31,6,5,1,2,1,2,0,0,0,0,0,0,0,3,25,38,3,0,0,0,12,45,0,0,0,0,0,15,7,2,2,0,2,0,0,0,0,1,13,13,30,12,0,0,1,0,0,0,0,4,1,0,0,0,2,1,3,5,1,2,0,0,0,0,1,4,4,0,0,1,0,1,0
318,3,1,0,0,0,0,44,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,23,1,0,0,0,21,5,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,2,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
260,22,26,2,3,3,0,19,4,8,2,4,4,1,0,2,2,0,0,0,0,0,1,23,33,44,29,0,3,66,35,4,2,0,0,20,23,2,2,1,2,0,0,0,4,8,32,25,55,6,0,0,0,0,0,1,0,9,9,3,6,2,6,5,12,1,2,1,6,8,5,3,3,4,5,9,5,1,1,1,0
309,3,1,2,0,1,0,41,0,1,3,0,1,0,0,0,0,0,0,0,0,0,8,28,3,0,0,0,18,16,0,0,0,0,0,18,1,3,0,1,0,0,0,0,1,0,3,6,13,16,0,1,0,0,0,0,0,1,2,2,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,2,0,0,0,0,44,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,25,0,1,0,0,21,2,3,0,0,0,0,21,2,0,0,0,0,0,0,0,0,1,0,2,10,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
299,12,8,2,1,0,0,34,2,9,0,2,0,0,0,1,0,0,0,0,0,1,20,40,0,1,0,0,13,36,2,0,0,0,0,13,9,0,2,1,1,0,0,0,1,4,6,10,32,9,0,0,1,0,0,0,0,2,5,1,0,1,0,2,1,2,0,1,0,0,0,0,0,0,1,3,0,1,0,1,0
302,9,10,0,1,0,0,35,2,10,0,0,0,0,0,1,0,0,0,0,0,2,10,33,7,1,4,0,12,19,8,4,0,2,0,12,12,1,0,1,0,0,0,0,0,3,13,4,26,11,0,1,0,0,0,0,0,0,1,0,0,1,2,5,1,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
297,8,9,3,1,1,3,35,4,4,1,1,1,0,0,0,0,0,1,1,0,1,12,35,12,7,15,6,13,32,13,2,9,3,5,40,12,1,1,0,0,0,0,5,1,6,20,20,22,14,1,0,0,0,0,0,0,0,1,0,0,1,0,4,25,0,0,9,1,0,1,0,2,4,0,0,0,1,2,1,0
297,11,5,1,2,1,5,34,1,5,0,0,1,1,2,0,2,0,1,1,0,3,26,38,21,9,11,6,12,52,18,7,0,8,5,43,11,3,3,2,0,0,0,0,4,13,44,14,25,14,0,1,0,0,0,0,0,0,1,1,5,1,0,0,11,21,1,1,1,1,0,1,4,9,15,0,0,1,0,1,0
314,2,6,0,0,0,0,41,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0,18,14,0,0,0,0,0,18,5,0,1,0,0,0,0,0,0,2,2,4,18,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0
314,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,21,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,26,19,3,0,0,0,21,3,10,7,2,2,1,0,0,0,0,0,0,0,5,30,42,15,2,2,0,5,61,8,1,3,0,0,12,12,4,2,1,1,0,0,0,1,3,17,20,48,7,0,0,0,0,1,0,0,3,3,3,0,4,0,2,7,2,4,2,0,1,1,1,3,2,3,4,0,3,5,1,0
320,0,1,1,0,0,0,46,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,24,0,0,0,0,22,4,1,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,3,0,10,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
166,21,72,14,21,13,15,8,1,2,1,2,4,4,0,5,1,3,11,5,1,21,142,197,102,25,16,1,1,424,39,7,6,3,1,58,46,12,17,10,22,1,1,2,12,74,167,154,94,0,0,0,0,0,0,1,0,43,21,20,7,16,9,22,9,18,16,20,13,5,8,3,10,18,14,8,4,4,10,8,0
307,6,2,1,0,0,0,42,0,2,0,1,1,0,0,0,0,0,0,0,0,0,6,29,1,0,0,0,19,13,0,0,0,0,0,19,4,0,0,1,0,0,0,0,0,0,2,3,16,15,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
316,2,3,1,0,0,0,43,1,3,0,1,0,0,0,0,0,0,0,0,0,1,5,27,2,0,0,0,19,9,2,0,0,0,0,20,3,0,1,0,0,0,0,0,0,1,3,2,17,12,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
223,37,24,9,7,2,20,13,5,3,3,4,1,2,1,4,0,1,6,3,2,2,21,65,90,67,117,18,2,201,77,35,18,17,8,114,56,13,7,2,1,1,5,13,30,62,101,96,69,4,0,0,0,1,0,0,0,21,12,9,22,18,5,20,10,32,6,52,8,2,1,2,9,8,38,6,20,4,8,1,0
259,17,30,8,3,1,4,19,1,8,5,3,2,4,2,1,0,1,2,0,0,4,58,70,33,4,3,0,2,130,16,1,1,0,0,11,14,4,5,0,5,1,0,1,3,16,37,52,60,3,0,0,0,0,1,0,0,4,15,7,4,5,4,11,4,9,5,1,3,4,1,4,4,1,3,3,1,3,2,3,0
300,8,13,0,1,0,0,32,1,11,2,2,0,0,0,0,0,0,0,0,0,0,8,32,14,3,5,0,11,35,0,3,0,0,0,12,13,2,1,0,0,0,0,0,0,4,12,6,28,12,0,0,0,1,0,0,0,4,2,2,0,1,0,3,3,2,1,1,2,0,1,0,0,1,0,1,3,0,1,1,0
271,17,20,4,4,0,0,26,2,7,1,6,0,2,0,0,0,0,2,0,0,2,29,58,13,4,2,0,10,75,7,2,1,0,0,23,9,2,4,0,4,0,0,1,2,8,15,34,41,7,0,1,0,0,0,0,0,1,3,3,2,3,0,10,6,5,0,0,2,9,0,3,1,0,0,0,0,0,1,1,1
317,1,4,0,0,0,0,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,2,2,0,20,1,4,2,2,0,0,21,4,0,0,0,0,0,0,0,0,3,1,1,13,15,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
297,12,11,0,2,0,0,33,2,7,1,3,1,1,0,0,0,0,0,0,0,0,24,40,2,0,0,0,11,41,1,0,0,0,0,15,7,0,2,0,2,0,0,0,0,7,7,9,33,10,0,0,0,1,0,0,0,1,0,4,0,2,3,0,3,1,0,1,0,2,1,0,2,1,1,1,1,0,0,1,0
300,8,4,3,2,1,4,37,0,1,0,4,0,1,0,2,0,1,2,0,0,2,40,59,1,0,0,0,14,78,0,0,0,0,0,14,2,1,4,0,3,2,0,0,0,22,24,17,27,12,0,0,1,0,0,0,0,0,6,5,2,6,2,4,0,5,1,0,8,2,0,0,0,0,0,0,0,0,0,1,0
292,20,9,0,1,0,0,29,8,8,0,1,0,1,1,0,0,0,0,0,0,0,2,19,18,20,7,0,10,18,22,1,1,0,0,18,5,0,2,0,1,0,0,0,1,5,9,4,36,11,0,0,0,0,1,0,0,7,5,3,1,3,2,3,1,1,3,1,1,1,1,1,4,2,1,2,2,1,1,0,0
238,32,33,7,5,1,0,13,7,5,4,6,2,4,2,1,0,1,1,0,0,6,5,42,37,55,22,0,1,78,56,9,0,1,0,29,17,6,2,1,4,0,0,0,1,14,29,62,56,5,0,0,0,0,1,0,0,6,13,9,6,18,11,11,7,5,2,2,1,3,1,5,9,0,2,2,7,2,2,1,0
264,26,27,3,1,0,1,19,7,7,4,5,1,2,1,0,2,0,0,0,0,3,36,54,27,2,1,0,3,88,11,0,0,0,0,14,12,4,5,3,1,0,0,0,2,19,12,27,56,7,0,0,0,0,1,0,0,6,3,8,6,6,0,2,3,1,7,3,1,1,2,2,2,3,2,2,1,4,1,2,0
280,18,10,4,3,0,1,31,0,5,3,2,0,2,2,0,0,0,1,0,0,11,29,47,1,3,0,0,9,52,15,0,1,0,0,15,11,1,3,0,1,1,0,0,5,6,15,23,32,10,0,1,0,0,0,0,0,10,2,2,0,7,0,1,0,0,6,1,2,1,1,0,3,1,5,0,0,0,1,1,0
315,1,4,2,0,0,0,41,1,5,1,0,0,0,0,0,0,0,0,0,0,3,7,28,0,1,0,0,17,9,5,0,1,0,0,20,4,0,0,0,0,0,0,0,0,4,4,1,17,13,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0
316,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,6,7,1,0,2,12,37,0,5,0,1,0,1,0,0,0,0,2,1,1,3,19,33,24,63,103,92,13,122,32,18,44,97,0,145,43,10,4,2,6,0,0,5,34,114,114,36,19,15,1,0,0,0,0,0,0,3,8,2,0,1,0,2,265,2,0,1,1,0,0,0,0,1,0,15,0,0,1,1,0
306,6,9,1,0,0,0,35,2,8,3,0,0,0,0,0,0,0,0,0,0,1,12,28,8,2,0,0,14,21,6,0,0,0,0,15,7,2,0,1,0,0,0,0,0,2,9,4,23,13,0,0,1,0,0,0,0,3,1,0,1,2,2,1,3,0,0,0,1,0,3,0,2,0,1,0,0,0,1,1,0
304,7,10,1,0,0,0,36,3,6,0,2,0,1,0,0,0,0,0,0,0,0,10,26,10,6,2,0,12,28,1,0,1,0,0,19,10,0,0,0,0,0,0,0,0,9,3,6,24,12,0,1,0,0,0,0,0,7,2,1,0,4,0,3,2,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0
302,6,10,3,1,0,0,32,5,7,0,2,2,0,0,0,0,0,0,0,0,0,12,30,10,5,6,0,13,30,4,2,1,2,0,14,12,2,1,0,0,0,1,1,0,3,11,7,28,12,0,1,0,0,0,0,0,6,0,0,0,1,10,0,4,2,0,1,1,0,0,1,2,2,0,2,0,0,0,1,0
270,23,15,3,6,0,5,26,5,4,3,4,1,0,0,0,0,0,4,1,0,3,3,49,22,54,14,5,7,35,74,9,1,1,6,22,13,6,2,1,0,2,0,1,6,11,42,37,46,7,0,0,1,0,0,0,0,19,14,8,1,11,7,1,1,2,1,5,1,5,4,3,1,2,2,3,1,2,2,4,0
319,1,1,0,1,0,0,46,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,25,0,1,0,0,22,3,4,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,1,10,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
314,2,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,1,0,0,0,21,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,11,9,2,2,3,1,34,3,5,1,1,0,2,0,0,0,0,2,0,0,2,28,39,14,5,0,0,10,54,10,0,0,0,0,21,11,2,1,1,1,0,0,0,4,4,17,20,33,10,0,1,0,0,0,0,0,4,9,1,2,0,1,1,1,1,0,0,14,3,1,1,1,1,1,4,0,1,0,1,0
220,27,50,7,7,1,4,11,1,7,3,5,5,5,3,0,2,0,4,0,0,3,6,32,27,92,69,0,2,87,98,18,2,1,0,19,46,6,9,0,5,0,2,1,10,36,42,56,80,2,0,0,0,0,1,0,0,21,19,6,8,6,22,20,5,7,12,5,9,5,2,6,10,7,4,12,1,4,5,1,0
276,20,19,2,2,1,2,22,5,9,3,5,0,1,0,1,1,1,0,0,0,2,7,30,28,31,16,0,4,46,30,12,2,0,0,15,16,4,2,2,1,0,1,3,7,13,16,15,50,9,0,0,0,0,1,0,0,9,5,2,3,3,6,3,7,2,12,2,4,6,1,4,1,1,2,3,3,1,0,3,0
293,16,7,0,0,0,0,36,2,5,1,2,0,0,0,0,0,0,0,0,0,3,9,33,4,4,0,0,12,16,14,0,0,0,0,15,7,1,0,0,1,0,0,0,0,1,8,3,30,11,0,0,1,0,0,0,0,0,1,1,0,0,1,2,4,1,0,2,3,0,0,0,2,0,0,0,2,1,0,0,0
314,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,22,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,1,0,0,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,0,2,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,21,4,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,1,1,1,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,3,7,2,1,0,2,39,0,4,0,4,0,0,0,0,0,0,0,1,0,0,24,46,1,1,0,0,17,46,2,0,0,0,0,17,4,0,3,0,1,1,0,0,2,16,15,3,24,12,1,0,0,0,0,0,0,0,2,3,0,13,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0
291,16,6,6,1,2,0,32,4,5,2,2,0,2,0,0,0,0,1,0,0,3,25,35,7,6,5,3,9,41,6,5,2,4,2,27,6,1,1,1,1,0,0,0,0,5,18,15,35,11,0,1,0,0,0,0,0,1,0,3,1,7,0,0,2,1,5,1,4,5,0,1,0,2,12,0,0,1,0,1,0
223,21,44,9,9,3,13,18,1,3,1,1,4,2,1,3,4,2,6,1,1,10,58,111,61,40,39,8,3,216,48,19,10,9,1,59,51,3,13,3,6,1,1,3,15,58,98,70,78,4,0,0,0,1,0,0,0,26,7,11,8,6,7,10,9,26,7,5,0,5,4,6,8,41,2,2,9,0,4,12,0
317,3,1,1,0,0,0,45,0,2,0,1,0,0,0,0,0,0,0,0,0,1,6,25,0,0,0,0,21,8,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,1,3,14,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
312,3,1,0,0,0,0,43,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,20,5,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,2,1,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
304,6,4,0,0,1,1,37,4,3,0,0,1,0,0,0,1,0,0,0,0,1,12,27,6,2,0,0,15,21,2,2,0,0,0,18,3,0,0,1,1,0,0,0,0,2,10,6,13,17,0,1,0,0,0,0,0,2,0,0,4,0,2,1,2,0,0,0,0,0,0,0,1,5,0,0,0,3,0,1,0
240,18,40,6,10,2,0,14,2,10,2,6,1,3,2,2,0,1,3,0,0,8,76,97,7,1,0,0,1,156,10,0,0,0,0,5,13,3,3,1,6,4,0,0,0,15,62,39,70,3,0,0,0,0,1,0,0,4,4,7,2,2,3,10,8,6,2,11,5,6,1,8,0,4,1,1,1,1,3,2,0
299,11,2,1,0,0,3,37,5,1,1,0,1,0,0,0,0,0,0,0,1,2,20,38,21,17,0,0,12,57,15,3,0,0,0,40,14,2,0,0,1,0,1,2,5,11,35,8,23,13,1,0,0,0,0,0,0,1,0,44,1,1,3,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,0
