Samples	SBS80A	SBS80B	SBS80C	SBS80D
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	465	0	72	0
4b7a704b-e516-4275-be11-45cc935237e2	460	15	14	0
4b8943be-c623-11e3-bf01-24c6515278c0	248	834	118	301
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	456	6	35	5
4b91ece6-c9b2-4889-b18c-c63eb58eb061	446	3	21	0
4bae2f08-da75-4991-acb8-5ba9912f9131	449	5	7	0
4c027164-12de-456f-b933-6bc91f70b46f	417	0	283	15
4c183106-c622-11e3-bf01-24c6515278c0	455	7	29	14
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	174	26	702	442
4c3840df-9824-40db-879e-6d24adc8c155	297	185	57	241
4c3eda94-56f4-46d3-8c88-50d476e773f6	458	2	22	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	461	11	0	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	421	15	113	33
4c5228b5-bf31-4abd-a47c-d088e16dba13	308	60	153	293
4c59fb2d-21b6-4b09-8174-6102de736e4d	177	4085	1217	0
4c755527-3b5d-4d36-822d-990aa1003d6a	422	0	76	33
4c8afa82-c623-11e3-bf01-24c6515278c0	330	0	404	141
4cbe411b-b05e-46bd-bea8-126289a0866c	290	0	515	152
4ceeb025-2f16-4f80-b9b4-0151346349c6	450	0	24	12
4cfb0aee-6661-478a-8694-9d8ba15e46b7	384	103	0	127
4cff8590-559e-4204-8635-96e11bfeda68	404	84	120	101
4d11d7da-1204-437e-87b1-e8337a67c9a8	410	15	21	116
4d121008-0987-4142-a2b8-7dac58f3110a	447	0	40	12
4d1a4587-adb4-4a65-943e-f19efe8de142	449	5	54	5
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	417	0	114	67
4d409156-3a36-4c63-9ad6-b6af34f27b06	206	1176	1015	0
4d4eff82-ede0-47f1-b49a-ada025952114	340	0	240	137
4d690424-b015-46ae-885d-aa6d9031f66f	460	8	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	464	59	0	0
4d72d06d-b6af-4294-9eef-6e61e067761f	411	0	64	64
4d7f2c74-862b-4aad-98e1-fa831f14a905	385	69	142	130
4daa2708-d0db-40fe-a07a-763f003adcae	435	0	32	19
4dac9498-c623-11e3-bf01-24c6515278c0	382	0	100	111
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	379	0	121	101
4dc9b032-7f7b-486d-a12b-8461af89501d	195	207	101	494
4de7441f-a609-4a75-9fe7-17a647079ac1	460	27	34	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	451	47	0	0
4e596add-a7c5-4617-9649-b4ac6612e39c	459	9	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	265	937	100	231
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	413	0	50	41
4e8396f7-9506-4401-96b6-bb2e89557d59	184	520	395	346
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	222	921	68	321
4e913899-eeb8-4630-ba9d-41a81ced8069	121	627	79	551
4eac784b-084a-4106-9a76-2d9fbec57033	413	0	107	38
4ecbfd89-393f-4126-aa1c-951a2c23ef89	460	8	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	217	316	0	419
4ef20a13-f107-4654-adca-fc60b8f5be47	270	0	351	219
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	286	695	149	191
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	419	42	39	57
4f6f48bc-c622-11e3-bf01-24c6515278c0	356	316	5	122
4fdc8980-c623-11e3-bf01-24c6515278c0	339	130	128	199
50203cff-83f8-4884-8346-b91ef717d00e	449	7	5	0
5042b417-d14e-42bb-b6f3-de303346a252	401	70	0	99
5046f1b4-9d95-4841-ba30-691fa44719a2	224	357	0	454
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	269	98	164	287
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	205	540	30	441
50515723-b495-42a9-8750-e3da288bf6a3	451	0	54	2
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	343	376	322	81
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	458	10	24	10
50b61288-1412-4104-92e6-8b1a359ef399	218	385	484	265
50e3a421-9741-4cd8-911b-0f47ca518b6a	339	286	470	74
50eb58ba-c623-11e3-bf01-24c6515278c0	323	0	158	180
50ee360c-e3df-4888-9999-ebb88e271d08	342	338	87	93
50f4d836-79a9-4bc7-a63a-7aa29e41d418	419	0	62	28
51206157-94cc-4702-8247-c98283b487aa	461	6	15	0
513bafce-375c-49b0-ae75-6c607abd05d8	455	0	41	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	380	71	144	108
5174f450-0bf7-4237-a53e-844064f0e701	351	146	0	168
51800588-c622-11e3-bf01-24c6515278c0	375	0	100	109
5187e77d-f412-4303-8049-11d1aa1a0235	273	0	227	257
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	312	2088	392	0
518d6c1b-8234-40be-9560-6d383d5866fa	421	158	43	0
5193a482-6ed9-4504-bd7c-c8b9e4103577	320	0	256	174
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	250	451	6	436
51b25b37-f75c-4380-a0f6-5273e0b7ee33	170	0	553	431
51dd1a39-7349-442c-b7e1-7850fb800569	448	9	15	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	461	4	16	0
520b8ab2-c623-11e3-bf01-24c6515278c0	292	273	0	268
522dc834-8367-4f49-b93b-fcba91a2de7e	334	0	162	134
524bbd14-1e1f-479b-9a71-d27fce32d8bc	153	1124	287	444
5255d645-d3d2-422e-8449-046cd21f4935	233	203	730	264
526b3796-2cbd-4eec-8273-064b41456279	431	95	123	52
52910a60-bb15-4ba5-9d09-50d8ee6a445b	113	596	284	565
52d8ccfc-c623-11e3-bf01-24c6515278c0	333	275	200	192
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	448	7	6	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	378	0	127	101
5310f698-d31a-4628-84b4-dc9ac29722a5	387	44	76	128
532259b8-c622-11e3-bf01-24c6515278c0	217	163	226	396
532bec86-b8d3-41a1-ba17-913a7d378f66	209	430	604	323
534d941c-ec2d-47eb-b2dc-d3f856d0b151	456	20	7	0
53534b3c-cd15-4d68-a9b1-6902bb234c45	226	248	521	311
536dedba-46c4-4a21-b112-13c030b13069	332	0	167	150
537cccf2-fb25-448b-813e-ca5d5642b910	448	7	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	460	8	6	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	271	557	142	244
53bcbb68-addd-47fc-9910-cd1d3f38197d	100	810	629	377
53d32d8b-5649-42b0-8c52-2c39af2a961b	331	400	77	135
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	303	0	348	173
53df19a8-c623-11e3-bf01-24c6515278c0	299	315	162	235
53e6a756-bdcc-4217-afe7-27d776159544	410	0	52	71
54195db3-94a9-4538-8bb8-9953d936acd4	113	0	1088	404
541f91bd-7e9d-4348-9e78-45b948d8967e	402	22	66	93
54319e3d-c28f-4ba1-9c87-299d303e4de3	389	0	86	74
54354d24-c622-11e3-bf01-24c6515278c0	417	0	49	48
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	449	5	7	0
546b97b0-ab82-42a1-bbd2-241523278ec3	449	12	0	0
546b982f-60d9-43df-9761-09369afbee2d	429	410	163	0
54842328-9432-4820-8976-7964bf9bf147	448	7	6	0
54a77010-2f16-4da9-8ca0-746a51801a00	118	820	405	503
54cfd4b0-c623-11e3-bf01-24c6515278c0	373	0	81	126
54e78de0-d357-4125-a904-ab35e461572b	37	767	0	828
551d5082-ab6a-4674-af0d-ce408f589949	365	0	229	110
5533240d-8fed-440d-b781-6092785a77ce	280	378	0	290
55345803-83d4-4fdb-b0ee-328753801da1	403	14	256	64
554b9439-7e11-43ec-8bc3-448c59100b9e	144	776	163	485
558239c7-a160-4228-8fdf-a0a1d2f62133	318	228	0	227
559c30f2-8ae7-43c8-819c-800261065e06	441	37	22	0
55ada396-0878-4724-8ebe-00da367eed3d	183	47	720	359
55c75a2a-f3d2-4469-9d23-604cf539d548	450	59	0	0
55c82198-5be6-4cc5-b5b3-b707af234107	459	7	11	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	449	10	8	0
55e5497a-c623-11e3-bf01-24c6515278c0	396	0	89	79
561fd34c-7c7d-4df0-bbfc-3d31147ca562	355	0	153	114
56425c2e-6bbf-4b20-ba07-79a526dd4603	449	8	6	0
5650dc4e-8bce-4716-9199-cd5750d7a888	386	272	0	77
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	449	10	8	0
56681386-d407-4f53-ae4f-6c04437652f7	413	0	65	57
569393c8-e2fe-4580-a45b-81f1b1e01135	64	1985	1386	176
569ff1b4-de87-4309-8484-80549aaf9485	403	0	68	62
56c846d6-c622-11e3-bf01-24c6515278c0	441	13	58	21
56cc8740-b132-4cbc-b513-f0b5b2305ca6	203	899	398	315
56d4ea48-c623-11e3-bf01-24c6515278c0	379	0	82	107
56ddcb96-e90b-4fce-aa4c-c677bbfee488	325	2401	517	0
56e57223-264e-489d-bc9a-a07789065c40	429	0	38	36
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	311	140	169	172
5702affd-eafe-42a4-8f56-c1f22f8f184d	454	8	0	0
5714b52d-7048-41b5-8141-bf42d960abe4	459	8	7	0
571ce258-b453-4cac-b05e-05755791be84	456	8	19	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	448	0	40	0
5769ae11-5f1b-483f-b228-7584591c66e6	360	45	91	156
576a1741-8c65-40da-9f0f-b2ca805d70f3	340	0	215	154
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	443	5	38	8
578ba169-1d2f-4187-b174-082bbc6a5bd2	451	0	34	7
57947014-053e-4c34-b6a7-9e6f36f48010	459	8	7	0
5808f774-c623-11e3-bf01-24c6515278c0	268	0	248	299
581be6cf-9778-49c3-9c77-1316eaa78929	460	8	0	0
589daa3f-0b76-4c9c-b494-048955e36052	458	96	0	0
589e0aea-9057-4b8c-8af1-74c74fe46a38	440	0	99	25
58c7e9c3-1345-48c0-a758-0887358b8696	456	8	0	0
58d3e932-b4a3-4cac-a6ac-73160e354a15	303	1227	187	124
58e2453c-bb58-43a3-9642-705ec0e0bdbd	460	3	17	0
58f4ff52-c623-11e3-bf01-24c6515278c0	366	37	20	174
58faf969-bf37-4180-8807-2f44f2cc8eda	211	0	449	312
5912d4b3-2d5d-4b98-b967-1b4ff177097a	382	105	73	135
5935dd9d-d411-48f8-8512-aa73a63878b0	459	27	0	0
59632e7e-c622-11e3-bf01-24c6515278c0	242	266	281	316
5975deb5-00d2-4d18-b5c0-34ac9947fe11	364	0	64	155
597e4011-ea99-4356-b1d9-8cfe35db7c3b	359	0	132	126
59938f45-3e57-43d6-af3b-bb4968249e5a	327	0	130	224
59bfcb53-91c1-4dce-856a-f4afc8fa6224	449	7	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	276	16	80	389
59e2d6d1-debd-4796-ab0c-6a5673a990fc	458	34	0	0
5a51a6fc-c623-11e3-bf01-24c6515278c0	436	20	13	11
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	446	7	23	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	352	275	0	134
5a7f3c88-ef02-4e97-8009-5622245b6a09	415	143	31	23
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	409	12	20	74
5b178f44-c622-11e3-bf01-24c6515278c0	390	0	95	88
5b180356-cf58-4fad-a3d4-00fc12b43fcc	315	241	97	199
5b41e033-6df8-411e-a13b-59eeb8afbf9b	334	290	4	226
5b4b2312-acb5-4329-8d46-7f93213e3daf	453	0	46	0
5b560f4c-d2a3-43fa-b394-abef78bdefc1	275	16	342	262
5b7d5767-2037-4175-aec9-886776343181	317	1179	248	35
5bb37ffc-c623-11e3-bf01-24c6515278c0	389	130	0	108
5bcf473f-417d-47a5-9745-ac7faf830b1f	363	141	85	113
5bdca282-c671-48ff-b32b-2380996016c0	447	6	11	0
5beafbbb-4613-4bab-977a-11c865e13a84	438	74	90	8
5bebc389-de0d-45b8-9d2f-6476988c358a	467	9	0	0
5c02d399-07af-4573-a568-bc1b256bc8f8	460	8	0	0
5c156f63-6537-4d93-a6c2-4155618cf638	460	8	6	0
5c3def3a-b515-41f6-8157-681b963534e7	276	1171	605	242
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	355	0	150	128
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	456	7	35	0
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	304	0	303	189
5c9b8a2c-c623-11e3-bf01-24c6515278c0	359	0	115	108
5cbd429f-ffab-41ad-8016-422f1c922e99	447	86	16	0
5cc7c966-499e-49e3-b509-4eeb00ee03d4	24	618	0	822
5cf21488-c622-11e3-bf01-24c6515278c0	418	15	41	61
5d58b984-e0b8-4237-a576-0e9d4079599e	258	209	0	326
5d6ad982-bb01-4233-b8fa-d129460eec79	338	0	189	113
5d922e48-aa70-454d-9417-c9af686feebc	303	0	376	182
5d9ff58c-5702-48fc-a66a-d1276327fd49	55	916	0	754
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	1919	1620	272
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	350	0	260	145
5dce221a-c623-11e3-bf01-24c6515278c0	322	0	232	172
5deeaa45-4c1b-4ab2-a487-93c548838f68	448	7	0	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	461	16	4	3
5df489bc-6178-49e4-8a42-506f70300dff	311	301	0	265
5e9c69d2-c622-11e3-bf01-24c6515278c0	420	136	43	71
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	83	523	0	698
5ecc88f7-8391-4168-af11-07a6bf9b3652	462	15	0	0
5eddfb26-c623-11e3-bf01-24c6515278c0	204	137	227	498
5ee1dda9-2e84-4617-af09-2ae02873b44d	378	0	85	102
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	461	8	0	0
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	364	355	0	150
5f096d7b-a1ea-4cc2-af73-10108089ae84	420	0	58	40
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	460	9	24	4
5f18b334-6616-406f-8f33-0592b56c14e6	432	0	49	12
5f53bcda-2fd3-4574-9cc2-5efe353372b2	461	4	16	0
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	347	0	181	188
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	449	0	26	14
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	255	134	169	369
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	367	0	164	124
5fe83740-0688-46fe-97b4-4c7c8cfa206e	447	4	16	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	448	13	4	0
6012cb02-c623-11e3-bf01-24c6515278c0	359	47	108	148
603594e3-e427-494c-b9ee-e872d6629563	446	0	133	0
60413de1-6cd2-4f74-8180-3bdd394d6d16	295	1383	331	68
6051f40a-99e5-4461-9255-0e70d757b4d5	300	118	456	155
60525b38-c34b-479b-86d3-013c7e567b8f	2	1058	1037	503
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	460	8	0	0
606d7f5e-ff98-4245-a9ac-281f5074f97a	465	1	34	8
60aff7a0-4960-4ed1-922b-3233ccbfdba1	363	230	242	101
60c33e32-7e19-4e71-b075-a63fcf27e660	379	109	399	18
60e78c80-41a5-456a-9a81-9007d18fd72c	153	185	268	559
60f81dba-c623-11e3-bf01-24c6515278c0	369	60	113	147
616ff577-c5c3-432e-a857-f29901de119c	461	14	27	0
6172ca02-c622-11e3-bf01-24c6515278c0	379	0	143	149
61973578-4c0d-4a3f-b9c4-f96ceab24629	220	0	387	456
61a48c69-4f7d-4dc6-aff7-88a6c33137df	415	0	52	76
61cad26a-cbc6-4977-83b9-dc61e49f2861	300	11	454	224
61d941f1-87df-43af-8a29-b6809c809275	389	0	219	99
6218f366-d5d2-4289-a95e-eeedfae7523a	205	263	251	534
622eaa04-b8f9-471b-98b0-7befd119f14c	117	412	383	617
6239e340-d50c-45b1-a7ca-e1135671ae0f	458	7	12	0
626c9788-d70c-449b-b9dc-5e3f6fc00991	408	37	65	98
627823ec-c623-11e3-bf01-24c6515278c0	132	654	0	562
6297aa77-37a0-4f46-987b-32bd8653c0c2	410	2	62	65
62ac7c91-da99-4144-b927-e90528dcd8d4	448	2	18	0
62ea1264-47b6-4a6b-9fa6-779837f8e905	452	10	111	0
62fceb56-8c6e-4d20-9d2f-5b7042854d23	449	1	17	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	357	0	259	123
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	460	8	0	0
632f3eb0-c623-11e3-bf01-24c6515278c0	411	7	55	85
637208b2-d8b6-45a3-a389-6f34db18fea4	444	13	23	0
63762458-902a-4329-a823-703b54cb5f9d	380	0	120	89
638e80c7-9a6e-4a32-a621-fc4168e72343	448	10	0	0
63a907ff-1042-4f9c-a385-55a32b3e103b	457	31	29	7
63adc09c-e1b1-40dd-9c35-2f8276b656fc	352	49	160	157
63bc376e-5a3d-44fd-8d77-686dfc41e458	440	9	25	0
63d0c49d-918d-41fb-808a-1f8001981917	459	14	0	0
63db50d6-5ef2-44d0-9906-26eae74ecf44	339	3370	122	0
63ea274b-d42b-4787-9c54-8ee95ea376ec	448	7	0	0
63f5bb12-1b20-49d4-9e98-570e368f947d	457	8	19	0
63faa59e-6649-412e-823a-338d0662ec72	436	0	60	20
63fef3fe-c622-11e3-bf01-24c6515278c0	367	0	168	104
6400c324-2c94-477d-acb9-669d4ea46f1e	455	27	0	0
642e1379-1061-40bc-9a4c-f7c191e84d9d	195	532	421	369
64446aec-c125-4c81-b9cc-62482cb1aaed	450	0	74	9
644c669b-937b-4adc-81b9-6a1811cba9da	424	0	96	63
64623aaa-a274-4baa-8b71-958d9c8df733	2	1139	1105	504
6495e68e-1434-45d3-a03d-f286447dda79	208	308	322	371
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	198	616	532	341
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	445	9	10	0
64b80154-c623-11e3-bf01-24c6515278c0	396	0	86	101
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	448	7	0	0
64dd81e1-35fa-4579-8a4c-f7486adbb949	366	557	183	2
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	460	8	0	0
64f696a6-58b2-40a8-b848-fd775cd52529	467	13	1	0
6507e084-c038-4ba6-a431-fb9a53190d5f	422	25	60	71
650fe009-da01-4717-89df-9c95fafe3d7e	343	0	142	162
6527aa5a-c622-11e3-bf01-24c6515278c0	414	27	57	73
654dba9f-cfe5-4121-97c7-868613cdef53	339	60	75	195
6551ec26-4166-4d4f-bee2-444ea2466978	418	0	26	74
65723119-bdfe-46f0-b629-c171023abd71	398	932	668	0
65be412d-46c3-4cbf-9b46-b35351e53065	173	507	497	336
65d2dbc3-a163-4696-b246-47a430e66572	370	0	156	98
65f702b8-c623-11e3-bf01-24c6515278c0	357	17	31	168
65f9a820-f026-4a10-8bb7-1fbc3b38321e	224	80	582	281
6622f932-c622-11e3-bf01-24c6515278c0	447	8	42	20
66290cc6-1f1f-4a0b-83d1-423952da4840	398	161	0	83
66701395-5a53-41bb-866b-3bbf08bc33ab	448	22	0	0
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	168	0	943	330
66b4a1f3-480f-4050-96ac-920c1c080864	459	3	21	0
66d312fc-809d-428b-98e3-a29d211db35c	381	168	125	110
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	463	8	0	0
670f971f-a525-4ef8-91ba-610cfbaeb914	333	0	186	135
67189cd8-c623-11e3-bf01-24c6515278c0	391	33	40	100
6726c157-f688-491d-8b56-35628645df89	358	13	298	127
674819dc-c622-11e3-bf01-24c6515278c0	389	0	184	60
675a5a32-b405-4f03-bfcd-756343d1dfaf	392	185	0	72
6763f295-f2bf-4975-bea5-c1a490d9a1fa	446	0	42	11
6764e0a2-7a78-45c1-9189-6001c6518ce4	0	629	1523	502
6797443c-eb4a-4654-b957-c0056e5a4206	188	0	588	375
67a2e34f-454e-4253-8f22-262fc74d312c	448	7	6	0
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	439	2520	0	0
67f88cd9-ab77-4227-a8d7-5512246f9772	460	9	5	0
68054218-c623-11e3-bf01-24c6515278c0	127	0	938	457
681e2301-2057-40e4-ab63-934775d63faa	408	16	66	63
6821446e-8e76-46fe-b0b9-47feb46d2585	213	218	687	238
6847e993-1414-4e6f-a2af-39ebe218dd7c	460	9	5	0
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	145	551	497	405
6867811f-ac89-47da-b5dc-1270033c36e7	375	97	436	21
687baf0b-aed9-4ab2-adb6-556a1d177a24	417	3	41	52
68956108-2606-4696-b038-462b6c432398	461	12	0	0
68b7fdb1-22b5-4152-9e69-a41151640cd8	367	0	121	94
68ba1105-569a-4209-9b45-0e2d64931806	416	2	149	69
68c2a355-862c-4657-b296-5776ed8447b0	402	43	91	85
690e481c-c623-11e3-bf01-24c6515278c0	153	610	0	489
692dfa4f-45e5-4183-b5da-6650a1fbcabd	348	101	238	153
6947cd78-0a51-4949-8383-343f9122d953	410	0	63	39
6962bc97-fbb8-4220-a600-e3c251e245cb	225	610	310	252
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	342	114	519	121
69d6142c-3a16-46c9-8bed-1f4edc267c4d	457	15	8	0
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	398	0	95	86
69f37546-c622-11e3-bf01-24c6515278c0	407	0	65	68
69fe982d-6ab8-49b7-9efa-8349d60eb076	449	9	0	0
6a0d0c42-1884-4c6a-936a-678a822c0936	300	151	243	241
6a129b50-c623-11e3-bf01-24c6515278c0	252	233	99	306
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	116	870	399	479
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	379	0	97	77
6aba73ff-81e0-4f8d-ad12-e3136196e814	448	7	6	0
6ad44218-d34e-4126-bf56-1be2140cd3fb	411	51	73	64
6b20f942-7b89-497c-8a2e-ccce74d20ca9	366	124	211	91
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	254	345	202	270
6b50391f-d890-4ca0-b942-beab0f8bf1c9	314	0	149	180
6ba5f81a-b7a0-4c18-a112-2e11094eec85	435	31	53	7
6baee028-c622-11e3-bf01-24c6515278c0	274	0	291	283
6bbd66dd-efee-4d6e-b02f-f88e98526b82	416	0	85	62
6bd4bca3-e568-4d1b-8b42-401fdf13d751	440	0	69	0
6bdf00f6-670f-466e-87fb-e853e41f000e	335	30	38	215
6c306cbe-c623-11e3-bf01-24c6515278c0	332	208	88	193
6c31d730-1734-44ac-92b3-760981528723	250	642	338	225
6c642c0b-4dd0-406c-ac68-ea376802d61b	445	1	31	0
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	144	2707	1281	0
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	356	124	87	178
6c8e9197-fd16-4fed-bfda-e349cab26314	187	507	191	433
6c8f3dc9-21bf-4859-9599-231ac040eb7d	460	12	0	0
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	378	28	0	150
6ce42746-88aa-485f-a1c4-1759aad95914	327	353	345	80
6ce66be0-c623-11e3-bf01-24c6515278c0	386	35	68	112
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	450	11	9	1
6d0851ba-271a-408f-bcc3-c104b452c9e5	363	0	112	118
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	391	145	39	49
6d325c96-8f5c-4064-9806-4364016da8a4	419	0	47	32
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	411	16	99	75
6d3d5531-16b4-46ec-bd7e-394946855d62	438	60	0	0
6d4a548a-7e30-4b6b-9a13-72827eed439c	344	191	57	131
6d7f44df-e9f0-4542-a6d8-d14ee7804002	370	1805	0	0
6d936ef9-b5df-44d3-831f-528bf8ddc131	281	19	11	407
6d9d7ffc-c622-11e3-bf01-24c6515278c0	327	113	0	215
6dac8ca0-f776-4ea2-85c4-aefba4966be7	248	608	321	311
6dbac113-d4cf-4db5-97c9-50fa400bb47e	258	18	255	308
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	299	450	11	264
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	466	2	41	2
6de41ac1-229b-40b9-a494-5588c284351d	401	0	234	46
6e26f98e-c623-11e3-bf01-24c6515278c0	386	0	60	131
6e516c4b-fee7-4336-8470-494588e645b3	460	20	0	0
6e599fcc-d79a-4e0f-b451-c20768c989f9	360	0	167	120
6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb	83	1168	1099	157
6e776415-ddf4-4060-953f-08ef22441234	231	129	757	265
6e839eaf-1dbb-43f5-8846-c980e05540c7	63	2532	1373	26
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	445	5	18	3
6ec4456e-c622-11e3-bf01-24c6515278c0	369	0	127	94
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	393	0	297	42
6f395380-c623-11e3-bf01-24c6515278c0	286	288	75	259
6f4d836f-e86f-4b12-9549-7117f59e3d4a	460	14	0	0
6f981023-4269-4e8e-a4ab-2c92bb27273c	170	0	609	384
6fc0cb07-9713-4355-8543-f85d1c5505c2	328	638	182	120
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	411	0	60	71
6ff16b0d-5966-4119-9bec-c9ebff804a37	400	0	96	40
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	0	1216	249	751
7034e5f6-c623-11e3-bf01-24c6515278c0	375	12	20	163
70422e6d-cb1f-4284-8be9-1d4517ffad60	386	36	130	113
706868b5-4920-433a-bea3-92e9bf83059b	238	786	376	262
706a1085-5994-4d04-b56b-d301c9ed5afa	448	2	17	0
7087a2b6-7fc4-45b0-8c48-248864f03deb	454	15	1	0
708e21ac-f529-4461-bc4f-d3a194a92b80	99	1024	188	585
70990332-7702-45e2-84cb-8bbff773f160	449	16	7	0
70c2f91e-c622-11e3-bf01-24c6515278c0	418	0	53	75
70dd8453-11d3-4105-a8d0-6a755c52495d	278	225	0	346
7116cc90-f465-4e7e-aa27-48a83ed258e9	314	47	245	264
7117854b-6f0a-4a43-b66c-506a3e29377d	339	0	401	110
711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b	444	0	61	0
712ba532-fb1a-43fa-a356-b446b509ceb7	411	7	0	79
712e5f3c-c623-11e3-bf01-24c6515278c0	276	47	179	312
7158c9fd-a633-4fef-aa23-bd285f2a87a8	452	23	22	18
715f59dd-a80f-422d-988c-f73f4b987baf	446	103	234	6
7163a0f7-2c69-40b8-8857-8ab3f46f0acf	327	0	320	164
7181dd10-1371-4cb6-9219-a9542c62b854	208	0	226	484
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	456	11	13	2
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	400	175	83	72
71a2b4a2-88dd-4911-a67e-70b3309c4a12	167	879	928	227
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	428	85	152	0
71fda5a9-7049-406f-9348-2c24f7ddf5f4	0	1659	885	487
72108583-5320-46ec-945f-5ff173d7dc15	277	275	199	275
72293a70-9dc8-4e4a-acdc-c74587a90420	457	8	0	0
7243992d-0763-4b75-8066-e8e5309d0193	459	26	0	0
724bf2b8-a246-4b6f-85f8-95824c03896e	461	5	42	0
7260f57c-c623-11e3-bf01-24c6515278c0	356	91	63	176
7266ec7b-4824-4b88-910e-e9bfb848d55f	415	200	188	35
729229fe-92b9-439b-acd2-b49159116a41	429	0	86	52
