Samples	SBS80A	SBS80B	SBS80C	SBS80D
2182ce2c-5941-4b65-9419-fc7966d5e6d5	426	0	123	50
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	291	276	0	316
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	446	0	31	0
221d0290-c623-11e3-bf01-24c6515278c0	373	131	15	124
22578b9f-78dc-464c-9bb9-382f033283d0	455	0	51	0
228fb827-c05e-494c-8a21-e1d925e100cb	414	134	107	29
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	203	649	693	212
22cd3875-a123-4f0d-8cd1-371958208ad6	444	15	28	0
22d67778-61fc-4f15-95b8-7e7c6cc7112b	410	9	75	78
22edd867-dcd6-42b5-92bb-025ceb84b106	216	636	290	378
230f53ef-be3f-495e-9b95-b0f670bd6908	443	38	23	0
2316ee90-c623-11e3-bf01-24c6515278c0	423	4	23	42
2321c412-7730-4694-bc8f-199d7e51a7f8	451	20	3	0
232b7754-b3c3-4530-9d24-3af40d9b2816	417	0	75	37
2399ab13-abfa-480e-9fda-7947edc420be	333	0	217	163
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	445	8	39	0
23d77176-dfed-4bee-ac96-9934377d8d81	53	1423	227	432
23d86395-9e20-4cf9-bf7e-f76544a1f772	415	136	104	28
23eb72d8-c622-11e3-bf01-24c6515278c0	419	0	56	44
23fa90d5-b273-4e2c-9c88-68aa57b60e97	449	7	0	0
241abdfd-e6de-4830-a233-4bbc5f622725	364	0	284	129
2425a532-f562-423a-88f5-228642f53875	458	17	33	0
2439ec74-1713-4d47-a5d9-886f69dddcb6	325	0	184	217
2468e58c-c623-11e3-bf01-24c6515278c0	253	474	148	263
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	448	7	0	0
24badf07-8615-48a3-8d6e-45c3d783f18d	422	250	136	16
24f887e1-ce82-40f3-9674-11102bd076c0	454	11	0	0
25103371-28ac-4f43-b0e2-2d376d0dcb84	305	404	0	261
25224aa0-cfdd-48ec-92e5-8f3992a3e574	132	2536	569	180
252a1c43-f954-44d7-8e31-6bcd0157a05c	457	9	11	0
2564a262-03e8-467b-9ea2-f3ab38d75ae1	365	427	128	52
2572b0bc-c622-11e3-bf01-24c6515278c0	398	8	68	68
2584b428-c623-11e3-bf01-24c6515278c0	183	965	0	443
25bee010-cc99-4af0-ba2f-fe4dd308be33	456	53	0	0
25c002f7-e972-421a-b32d-7dd675d81931	449	7	0	0
25c32aca-6738-43ef-a103-243f2f9a3b43	231	620	248	288
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	240	0	308	323
25c99312-bf63-4654-a73a-03c3c1cd50b6	447	84	72	12
25cf7449-8c5b-403e-aa75-e2af158598e8	295	0	369	192
25e20393-752b-4796-9001-0e22ee04c586	413	0	80	61
25e4cad7-2403-4992-9cbc-433574673549	353	56	27	195
25e68b09-7d62-4449-a14a-8d09edd96db6	446	12	6	0
25f07374-313a-4100-9a60-3d21d2988fca	142	247	776	459
25f73b03-4ba8-47ba-ad80-6ccb82105c98	245	703	323	152
2660825c-68f0-4631-948e-6da158edbe9e	390	96	0	124
267a9862-17bd-4056-ba4a-1f373736ffbb	446	3	24	0
26c301a6-a597-4c24-9f6c-2293e5ae41c7	434	0	31	29
26de406e-c623-11e3-bf01-24c6515278c0	446	39	55	12
274723ac-2bc1-4e2c-b31a-1907217b9f84	456	26	4	0
27847313-3b1e-47f2-84f1-acadaf265cf3	385	59	31	114
278b2498-1d64-493b-ac43-3489ec86f313	422	0	104	19
2790b964-63e3-49aa-bf8c-9a00d3448c25	367	0	148	102
27b56bf2-7a9d-4061-98d4-61fe2761578c	258	514	400	283
27f87d1e-2c32-4beb-9677-62f7a286673d	179	2404	815	0
27fcccdc-c622-11e3-bf01-24c6515278c0	381	20	83	141
280a069c-38e5-4300-a15c-2612301b70e3	360	0	118	123
2828e5e6-c623-11e3-bf01-24c6515278c0	417	0	63	49
282b45ee-4af2-4c61-9acc-286eaf8d661a	239	166	246	323
28839c75-90a8-493f-b658-8c63e0ebd324	256	0	761	180
289790a5-77bd-49a9-a1ec-478a8ecacd7f	382	0	110	118
28e81540-4744-4865-b627-c7c9d8a3c2b8	110	275	510	521
28f41a20-b6d6-4ecc-888f-72f779ad9af7	410	122	138	67
28f8d45f-4763-472e-9c4d-6787ba00164b	459	7	11	0
29127cde-548f-4c42-96cf-6f0020c3db9a	443	0	103	0
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	329	321	374	129
29548b5f-c88a-4908-8c46-e86483e75067	408	68	7	66
29578759-9ccb-4a24-b5b8-c45ebd4339d9	448	5	11	0
295aac88-c623-11e3-bf01-24c6515278c0	144	0	1001	379
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	435	333	206	29
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	254	185	518	239
29fc38aa-f367-46a3-a14d-a5f657ad0caa	395	0	67	73
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	460	22	0	0
2a7f6aac-8f94-4815-8b94-0ea7db71135c	456	1	31	9
2a8d63eb-0174-4213-9214-413f391f512c	84	864	1142	277
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	435	0	23	21
2aeaab9f-4459-4be8-91e7-e0746cbd671c	410	14	130	59
2b000af3-2c9d-4eaa-af3f-8101b7425c37	222	753	299	428
2b02e3ad-4423-491e-993a-561e80dc7bcf	444	13	86	15
2b142863-b963-4cc9-8f8f-c72503c93390	286	623	400	97
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	451	10	19	15
2b3837b3-ee29-4a08-848e-1206404da986	358	203	125	169
2b40a733-7a63-4bb8-a953-95a4ee28f962	182	0	527	355
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	346	542	326	89
2b4feb84-89e4-4c38-8561-5ffab02c8132	154	0	715	434
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	345	0	201	117
2b569b88-c622-11e3-bf01-24c6515278c0	350	0	151	182
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	316	0	478	134
2b78de4e-4c8b-4adf-a058-3dae797e7881	63	1160	571	442
2bd56bba-c623-11e3-bf01-24c6515278c0	343	0	94	156
2bd9ccca-3fae-4b66-a762-6f30d6276222	299	7	278	251
2bde43e2-fd4e-413e-adc7-c50bca75d358	323	646	0	191
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	18	1300	1248	368
2bff30d5-be79-4686-8164-7a7d9619d3c0	0	2146	520	604
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	448	7	6	0
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	397	0	125	93
2c3ada8b-9650-4859-9857-43209c0f7cea	408	0	50	56
2c48eefe-2a08-47bf-8e4d-cbaab6777150	367	308	476	72
2c581a74-7716-4c20-b366-a8e1d9a901f6	429	0	72	54
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	454	708	35	0
2c71d542-1653-4d97-8752-f2fd05c7e75d	447	252	0	29
2c9c50ff-01d9-4703-931b-04119178706f	362	0	243	79
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	158	0	599	401
2ccd028d-e7e0-4f77-a512-f658a31819a4	465	10	33	0
2cdc4cce-0877-4ec1-85f5-20c909912e65	416	51	41	41
2ce48f01-2f61-49d9-a56a-7438bf4a37d7	470	113	137	0
2d0e4b82-c623-11e3-bf01-24c6515278c0	410	0	105	57
2da2b745-068d-408c-9163-3b3a78d4aaed	427	0	111	10
2dd5eea1-42a1-4e8b-99ac-20399cc7e15c	464	2	19	0
2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac	403	0	116	92
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	458	8	24	0
2df17728-33e8-45ab-833b-ef68a5482daa	461	14	0	0
2dfe70fd-2650-49c0-b6eb-67df585d063b	448	7	0	0
2e0bbaf6-c623-11e3-bf01-24c6515278c0	369	19	31	145
2e43e0ca-54ea-482e-acf2-0048d9187a5c	248	256	246	319
2e66eb75-097c-4ad8-b2b3-9f5849dfd02f	357	139	39	174
2e69c886-535b-4ff0-9236-abf6799acdbd	310	103	67	247
2e76891c-b620-4cc0-9315-6f1217b09b1e	339	225	112	190
2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da	459	10	0	0
2ea2294d-fab9-43ae-a222-370487495b06	361	0	267	117
2ecd8358-c622-11e3-bf01-24c6515278c0	408	0	66	86
2f0a660c-ba3c-49bb-90f7-39b0034cea82	455	11	22	0
2f149d78-c623-11e3-bf01-24c6515278c0	368	97	0	144
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	349	101	212	132
2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2	456	3	31	2
2f79fe89-9d24-4fbe-ba5b-0ff6c3c4d663	329	0	213	152
2fdab641-d73b-4f9a-aa4c-c1944f131a69	408	8	65	108
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	304	468	41	232
2fe2433b-9a55-431f-a869-2b5a63e8e8fc	279	30	261	310
301d6ce3-4099-4c1d-8e50-c04b7ce91450	280	0	400	197
30376989-7edb-4863-9496-1789eccef8c4	437	95	0	11
303abbe5-4155-4a0d-bc3b-f8995261ca52	388	34	201	81
304c3e10-583c-421d-ab01-15c937d5014a	352	0	203	104
305a5074-5384-45a0-985d-289b178d09f6	404	52	47	77
30600994-c1ec-44c9-a620-3f6c617eb928	357	0	129	150
306ef5bc-97d0-4312-ae0e-343c4e31d869	345	0	254	123
309f5324-5608-4f62-b744-5ab268b70927	417	164	78	0
30a8f292-c623-11e3-bf01-24c6515278c0	389	65	131	83
30b9ab02-60f2-4974-85a9-874f247ae932	331	0	518	93
30dbe353-86d5-40ed-84c2-dbddf7beb17b	437	49	0	0
3166f1ae-678d-42ae-9d44-d3d25d6860c7	452	1	46	9
3189bc97-afd8-4daf-80c9-2d78a08228d3	460	16	10	0
31a70598-33be-4f09-9990-bd7594467802	450	0	28	18
31bc44b9-35ff-43fd-8a01-a834f3b1ce46	207	735	281	366
31bcfd64-c622-11e3-bf01-24c6515278c0	434	0	82	31
31c0c8f8-c623-11e3-bf01-24c6515278c0	396	0	54	79
31c75873-abb4-4d88-9e2f-07497a6c892d	198	911	602	254
31e63f89-a6a9-40fb-823d-f41587bd73d8	440	0	34	6
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	447	0	32	13
31f3ff14-7d74-447c-a5da-9ad8336c3f3f	149	308	265	527
322f0b01-2118-4dbe-aba1-3875a54ee71b	361	19	156	143
3232f77f-b745-4232-a802-6699b6356efd	422	0	131	30
324adcfa-3fba-45b9-99f0-9d41c0c54d79	450	7	0	0
3269608c-5dd7-452a-976a-31ac971aac2f	227	122	209	409
32a63b4f-3baa-4987-ad30-5bd0c0548088	439	60	0	0
32be40fa-c623-11e3-bf01-24c6515278c0	397	0	100	82
32d8c373-b5c8-420b-9808-8812b5501649	326	0	460	151
32fa6457-c8bd-4d26-8106-925baf13df68	265	732	109	206
33061bf5-9b99-4735-a810-f2d5eeef6873	422	103	99	30
33070975-0f35-4518-9ffb-4c6170c32534	366	84	30	156
335c721a-3653-471f-b0ec-6144fe868c6a	459	9	0	0
33992441-4f34-42f2-ba87-6ddd227f2250	228	232	365	370
339a2c94-55c9-4113-a706-b0971fa2784f	370	0	178	81
33a8693c-c623-11e3-bf01-24c6515278c0	410	0	77	63
33b7e799-ad10-498f-9948-8ce433311539	460	12	4	0
33b99e90-741d-43f2-804b-75721199a0dc	448	28	0	0
33bcd589-80db-4a58-8f83-a48cb60e0fda	372	104	172	93
33bf46dd-16b3-49c6-80d7-76caf27aa0f4	437	0	87	23
33de44a2-bec1-402d-872c-d78c1f2d52b3	366	0	262	73
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	78	0	1351	419
34030a28-c622-11e3-bf01-24c6515278c0	450	19	36	11
3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc	115	979	0	518
343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b	211	0	341	428
345a06d6-fa5c-4674-a847-88a6b537cf3c	450	5	6	0
34739bd6-b3be-441d-8cdb-e4233bf14080	466	12	2	0
34881c6b-f59f-42c0-9f29-9c5c47262ae6	39	569	872	589
34a445c2-1eb4-4a9f-8838-cddc2f82aae4	253	399	94	314
34ab4c57-5240-4af7-a329-a5ab55934fd4	440	0	71	0
34b0c838-bf6c-4d0f-8cd2-d2928adbb539	426	16	43	44
34c24482-c623-11e3-bf01-24c6515278c0	407	4	73	72
34d7b6cc-cfcf-4178-b075-f4d129ab18f7	357	257	5	89
351db483-a70e-496d-b70a-7449875121ee	353	1364	611	0
352fbbb4-88a5-4354-b1fa-3a01da3fbfa7	450	5	7	0
35553150-e4ef-4539-b220-259f2d634bd7	326	11	178	191
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	249	2233	100	121
35a74e53-16ff-4764-8397-6a9b02dfe733	309	996	401	105
35b951c0-edb0-47c4-9076-ede346ea7cb1	444	0	40	0
35c797fd-ca81-4cef-b6c4-7e3776f661b3	179	2615	90	92
35cca3b8-c623-11e3-bf01-24c6515278c0	393	0	72	74
35ceba07-0759-4fbe-b076-af821a528cf0	270	0	286	234
35dc84c1-476c-4d48-ae23-622bf6e043ac	167	421	1083	280
35e33a7a-c622-11e3-bf01-24c6515278c0	318	213	63	214
35eb6ecf-9514-4416-94b1-02200c0a1571	161	1264	158	328
35f82a33-bde2-47e2-8aba-ff1fd5920219	396	15	38	117
36160be6-368f-4cdb-b1ee-9ed5b64462fa	457	8	12	0
363d3a59-dce3-408d-a736-5c29ba9f9b6d	447	10	0	0
36680797-36de-413d-b2a1-8804ac1705e9	381	9	49	111
367fdef3-d7af-4996-932f-cc5087e843dc	458	2	23	0
368e592d-260c-4f58-81c4-a9f1e6177a4b	451	10	0	0
36962459-e81f-4b8c-a08d-df60ef3283a3	368	0	172	70
369c06f2-8904-49cb-99d1-dd297ed0cd0c	153	986	986	259
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	5	668	2542	93
36d9c1aa-c623-11e3-bf01-24c6515278c0	334	845	68	115
36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8	338	4	140	184
371235d9-55b8-40a7-8cd6-baa7c2ad0493	279	191	262	240
3728982b-4547-4249-bd42-72a91d3fda8c	447	32	7	0
374cbd87-428e-4509-85c1-b7d3302c30a0	425	62	116	68
37522f18-77b2-4414-8df8-3c2c8048adba	226	1639	414	92
37c913e6-9ce5-4338-8849-b5bf7862d36a	450	8	0	0
37d0cf1b-1743-4852-8073-372b16b5c17d	384	0	70	113
37e5d47b-851b-47de-ba6a-fd2835644011	427	264	67	57
380593d8-c623-11e3-bf01-24c6515278c0	303	104	0	294
384ef419-ee94-4563-9237-236fddeb4b64	254	284	67	339
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	368	14	110	133
387c6519-6529-4074-a5ab-00f8052a5732	310	64	415	196
388a8875-c3f5-494e-8456-28be8d3626e1	382	0	91	71
38d8e626-c622-11e3-bf01-24c6515278c0	352	0	120	137
3914c02e-44ad-4c96-8464-61aa95b42c49	402	0	268	80
391a949d-217a-472c-a6d4-80e548039684	439	7	215	0
3933c60d-73d6-4f74-ae02-fd545fc1f092	270	932	627	58
3935af50-d992-4430-9909-e688347aead9	447	15	7	0
39458b0e-c623-11e3-bf01-24c6515278c0	358	0	130	118
39520be3-a2af-4189-acf4-9d239363333a	344	18	300	167
39a5d94d-e8c8-4057-be96-362ffbafb94d	458	3	22	0
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	373	0	184	96
39c476fd-273b-4136-874c-53352f1be008	418	43	86	75
39c55051-e1bc-4081-962a-17205645de45	448	21	85	0
39c6c3b3-4683-4d11-984c-ed589188da65	354	152	678	39
39d38c06-3779-4ca4-b103-1d096f93dae8	380	0	311	39
39e32615-0160-4f13-b330-50748f5d87ed	354	0	132	119
3a18aa52-b6e2-4d03-ad05-ef99d653f0e0	410	2	109	76
3a49a936-c623-11e3-bf01-24c6515278c0	407	0	96	65
3a551616-4840-4111-a8c5-b4aa773d82c2	26	849	391	783
3a5eaed6-fcfd-437a-b61c-fd3725c64717	277	607	261	142
3a6bce45-0431-49d8-82df-b1d9a738e5a6	168	834	359	317
3a81f733-b3a3-4578-b925-a663612bc92c	401	0	52	78
3ace181a-23bd-424e-a87e-e0c01a2a2cb8	463	8	0	0
3ad44032-01fb-4f84-b880-f01bb13a4359	459	3	36	6
3ae3ce4a-54ec-4c3b-83f2-845696ea0fa1	455	33	11	0
3afae3fb-2d87-4724-a589-d31cce1f4c28	461	8	0	0
3afb3f57-545a-4ed5-9461-2fcb28d89399	416	0	77	43
3b02a7a7-e5bc-4e77-b691-521603630b00	392	421	229	16
3b20d548-2a7d-4031-85a1-425ca7201d7a	0	1283	855	606
3b399659-8302-428a-9c97-1e7b455c9c2f	414	218	0	31
3b41cb48-c623-11e3-bf01-24c6515278c0	295	16	204	264
3b4ff158-c6d8-4a26-9568-0634ddb4a609	449	8	1	0
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	246	0	350	309
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	369	0	163	75
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	162	588	453	460
3b7810f7-f8ff-4d62-b766-3ba06170194c	449	0	112	0
3b8ab548-6669-4142-9612-cafded0d7a23	321	0	275	142
3bacc189-01b8-46cc-a442-f393c0f428c6	318	4	291	190
3baecfba-6977-4374-8bc9-22240abad9b5	447	3	17	0
3bb25b72-ceb1-4169-891e-339f22cb0f03	471	14	9	0
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	224	68	401	382
3bfbc33d-804b-4bb3-97ac-97563d77b13d	338	1	359	130
3c019b2f-52ec-40a8-99b5-98c1423ce627	436	8	177	28
3c2b1509-1eb9-4b79-9569-57810f291499	277	3	495	224
3c30b10e-c623-11e3-bf01-24c6515278c0	384	0	91	109
3c78970e-c622-11e3-bf01-24c6515278c0	441	72	0	0
3c86ba21-7b11-4ec7-9d20-a2325197c676	373	411	132	69
3c92c0e9-68e0-4354-8ed1-b6506878145d	405	0	131	41
3c963890-6e79-4b16-a4aa-bac04938b4d7	247	2455	1235	0
3d400522-c623-11e3-bf01-24c6515278c0	348	0	169	126
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	448	36	92	18
3da169e8-844a-4eee-b794-a2eb81db779a	336	102	189	209
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	90	1479	802	347
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	424	1709	0	0
3de261ea-6478-4f96-8ca1-30be130e945f	458	0	32	0
3e012b50-06d1-4120-971b-5e54139b00ee	342	79	366	167
3e1180a5-149c-4e6c-9a29-696e3ba567e3	448	7	0	0
3e2a85d0-c622-11e3-bf01-24c6515278c0	412	0	66	64
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	155	395	128	539
3e604a1c-b95f-44ff-9723-e2fac845da3b	314	15	187	249
3e68233a-c623-11e3-bf01-24c6515278c0	288	99	174	271
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	171	1200	124	431
3e7a30e6-2202-40bd-bfc1-0383604050da	451	0	71	0
3e7ccab5-5b1d-4147-b907-77cab8f0837e	358	0	92	121
3e86e68b-d083-4450-b056-4cd0f8d4a084	419	2	76	67
3e8a2c90-e747-4a22-bc9e-0b062479fec2	457	5	21	0
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	441	3	42	10
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	268	50	171	321
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	447	0	59	7
3f039593-91d1-43cb-a06b-41e92f7e8d20	460	8	0	0
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	365	0	175	84
3f3aff50-d71b-44af-85d4-f81e813ea420	451	57	0	0
3f72f750-5666-44e7-acaf-a912d89475be	456	11	16	0
3f98d326-5676-4257-9af8-0a5f5d3c2527	214	1199	436	263
3f99ae0e-c623-11e3-bf01-24c6515278c0	387	0	96	72
3faeb03e-c622-11e3-bf01-24c6515278c0	192	784	599	217
3fb8f017-576f-4901-b8bf-3a58e5d43de3	395	18	158	68
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	364	202	0	116
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	444	16	129	0
4019c219-c51e-479f-8a9d-cfa6816ed696	432	156	123	0
40378b7a-a65d-4510-aaba-a34c4058fac7	330	169	68	204
408ed640-75f6-4346-bdd0-3b93c51adae5	435	0	44	27
40b1e928-c623-11e3-bf01-24c6515278c0	389	0	72	106
41027c0b-85af-4c78-bba0-0da63cd75fa9	221	0	709	322
41840dc1-5ea2-4f01-a0d4-8b65add641c8	301	38	213	232
418a3dec-96ff-4719-becb-e1a8260cce2f	299	244	173	249
418e916b-7a4e-4fab-8616-15dcec4d79f8	0	2354	1104	360
41a7b031-d928-4a1f-891b-82fb3f6d548f	225	1521	1031	0
41c565a9-d44a-447f-85c0-98f23bfee1b3	366	0	274	87
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	375	0	279	86
41dba8d1-8aad-474c-a82b-20b28ab818bd	353	0	113	127
41de507a-c623-11e3-bf01-24c6515278c0	333	0	182	194
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	375	468	438	12
42465bbd-289b-4e96-98fe-76809c5e1520	34	1236	42	763
4255582e-c622-11e3-bf01-24c6515278c0	342	0	297	128
42629ae0-9410-4fac-8df1-2c276467deb5	151	711	452	453
4283773c-c04b-4f33-a398-f3566f6d293a	202	479	43	411
428c100f-d7d0-4860-a8fc-2bae6a4bba95	282	274	157	260
429aad6f-816d-4739-baa3-b0ebf2fcd501	280	0	382	281
42a548f0-d86a-4273-8bda-be0fe6a53b20	238	0	446	309
42af8f74-fd4b-486d-bc11-db53cc471d62	207	0	338	356
42d20028-0ddc-4dac-9f05-d674f8915f21	405	0	135	72
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	393	0	88	58
42e92d78-c623-11e3-bf01-24c6515278c0	361	0	96	174
42f00950-09c9-461a-8423-d5b04a96af10	281	699	336	218
42f88b95-fa12-47c7-93f1-cf72f207291c	465	18	3	0
43206cb7-787d-4f68-8019-55e8585c4b4d	449	10	47	16
436af904-65b2-4196-ad8c-a4e98081ee41	448	100	0	0
43aa4123-0fe2-4071-8a81-cbdd0410b917	271	295	147	273
43b675e0-22e0-42d6-a060-afc93e22ac95	198	0	248	532
43be43cb-a367-4a74-94e4-973acafcf576	382	83	83	122
43bf37e0-3dbc-4360-818c-fc1356d77495	449	7	0	0
43d630aa-3890-401c-bf56-e3a9f325734f	448	1	31	0
43dadc68-c623-11e3-bf01-24c6515278c0	276	32	518	251
43f7a2e0-fec9-4e43-872d-18c6c946fa17	15	696	441	668
44083f54-0953-48e3-a704-11ad0988ad2e	297	0	885	74
441d2f21-b448-4fc8-8c54-9b85aca56237	353	183	232	100
44406493-37f4-48c7-961b-8714be50773a	459	24	0	0
446437de-c622-11e3-bf01-24c6515278c0	397	38	134	94
448af8b4-e071-48b0-a65b-b4ad17afdc0c	356	0	173	146
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	222	466	512	272
44e4f08a-c623-11e3-bf01-24c6515278c0	276	78	226	298
44eebc04-c027-45ae-beca-c4012b494f29	114	899	1611	117
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	448	2	22	0
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	251	538	752	127
45348eff-4b09-4776-825e-b18de9dba937	448	0	78	0
45614404-2149-4468-848c-0796e3757d62	444	1	24	10
45a7949d-e63f-4956-866c-df51257032de	260	485	538	145
45aedf22-c622-11e3-bf01-24c6515278c0	383	0	138	85
45d0ccb2-641f-4348-b3a8-61f4113cd85b	256	0	98	424
45e16b70-c3ec-493e-86d1-505ffdf5056c	0	1292	1064	570
460f7427-ebcf-404b-9e9e-e0278d0bca95	39	1490	738	403
461df2ae-fcf1-4b93-be0a-c14954fe7c42	361	5	176	155
4624fd20-e2ad-4826-b606-a694b04e1076	436	0	46	27
463bf060-8ba6-4a73-8173-172025f7b527	395	0	84	74
4652ae03-b096-42d0-bdfa-3f6281d4f023	307	520	92	165
46693a2b-5105-4770-a9e1-031dfedeb694	241	325	288	278
4679f37a-4f09-449b-a1d8-1f02847996da	126	0	572	489
467ef778-f481-44f3-9768-b9900252d2ba	175	3	386	473
468083cb-95c3-47c1-9d96-79bcf7bf3f26	384	0	122	103
469eddf2-6e02-46bf-820f-6296a2b776e2	434	2	29	19
46d35b82-e1b7-4d35-be5e-3a70fd47e421	396	0	128	63
46e166fe-3b20-49ad-98db-42c854c61c93	327	0	187	151
46e503ae-461d-443a-869b-f261c5570de1	448	7	6	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	228	0	299	301
47050918-c623-11e3-bf01-24c6515278c0	422	7	16	73
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	458	7	15	0
47312f61-5ef4-4f25-9320-8fbb4758790e	0	2041	2889	0
473fe833-fcc6-485e-93d2-95e662c3ef53	448	7	0	0
475bca00-9089-4f50-8638-4e5e8aca6dcd	400	0	136	46
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	164	938	767	290
47b5d831-5287-4f62-b17a-6e5eff2e4184	327	235	218	165
47d77750-c622-11e3-bf01-24c6515278c0	216	0	487	383
47e5ff56-9534-4fcf-a593-33027e877f93	432	0	60	35
4808f9e1-452d-45eb-9b87-2f87c67d3452	400	0	127	55
4838b5a9-968c-4178-bffb-3fafe1f6dc09	299	220	100	231
483bb781-0179-42e1-bf9c-487b240769b8	449	20	0	0
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	1766	3318	0
4853fd17-7214-4f0c-984b-1be0346ca4ab	447	1	26	0
48624a82-c623-11e3-bf01-24c6515278c0	383	0	50	113
48a0da38-8147-40fe-b683-3f070413a792	47	534	0	895
48b15122-b1e9-4c30-8fc5-70a07686779a	437	35	27	4
48c33a30-557b-4ecf-8066-5b4b068b5e3a	400	0	138	68
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	268	204	157	289
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	448	7	26	0
4904d56f-0fe7-4482-8f6d-9e54d261f399	380	0	161	99
492694a7-bb41-4128-a909-c424e7fc0c9e	457	25	0	0
492b4e58-12e2-47b2-bd47-28f8607072fa	396	0	67	56
493e7008-551c-4c0e-b567-a0f31868629e	80	871	492	546
494701ce-05d4-440b-a65e-d925902b9d42	444	5	29	0
49795e42-c623-11e3-bf01-24c6515278c0	381	23	81	137
498ecf81-921d-4df9-a6a4-a625f484e823	460	9	5	0
49900a43-d42e-4052-a8cb-1563b82ad0a0	459	4	17	0
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	459	6	19	0
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	449	1	17	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	446	0	31	15
49dec0c2-8e75-4f44-a253-82b2ea605890	314	170	84	227
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	411	148	132	0
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	425	172	47	22
4a35b01f-5e19-4673-abea-d87fd1d605d0	448	19	0	0
4a4309b0-2aca-4d6a-ac50-039b28406bba	422	0	146	42
4a4e0397-8702-46ef-aaa8-3980f03a40bf	448	7	0	0
4a698352-25e6-4137-bef8-b6520d5b1b95	456	108	0	0
4a703d3e-c623-11e3-bf01-24c6515278c0	353	38	77	189
4a88981e-e409-440f-9bf0-71ca1bab8b4e	416	0	89	38
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	86	804	1235	266
4adc846a-42cb-4ebd-a954-e31eb29d7572	330	0	111	199
4b44b313-6f74-4233-bec4-7e41c91c77f1	340	0	250	116
