Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H
498ecf81-921d-4df9-a6a4-a625f484e823	460	0	0	1	7	2	1	3
49900a43-d42e-4052-a8cb-1563b82ad0a0	437	18	0	7	8	1	8	1
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	452	4	0	8	9	5	5	1
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	440	0	0	0	11	5	11	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	401	58	0	0	27	0	3	3
49dec0c2-8e75-4f44-a253-82b2ea605890	176	304	162	30	0	102	21	0
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	387	43	116	0	43	102	0	0
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	362	84	38	39	27	20	0	96
4a35b01f-5e19-4673-abea-d87fd1d605d0	451	0	2	11	0	0	0	3
4a4309b0-2aca-4d6a-ac50-039b28406bba	372	76	4	0	105	31	22	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	449	0	0	0	2	0	0	4
4a698352-25e6-4137-bef8-b6520d5b1b95	396	80	54	0	0	0	0	34
4a703d3e-c623-11e3-bf01-24c6515278c0	281	146	36	28	72	5	85	4
4a88981e-e409-440f-9bf0-71ca1bab8b4e	359	96	0	20	67	1	0	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	23	218	525	730	258	637	0	0
4adc846a-42cb-4ebd-a954-e31eb29d7572	218	239	4	5	120	0	54	0
4b44b313-6f74-4233-bec4-7e41c91c77f1	233	218	0	0	255	0	0	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	419	53	2	8	54	0	0	1
4b7a704b-e516-4275-be11-45cc935237e2	455	1	2	7	10	5	5	4
4b8943be-c623-11e3-bf01-24c6515278c0	147	215	366	102	90	167	142	272
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	423	31	0	0	30	0	11	7
4b91ece6-c9b2-4889-b18c-c63eb58eb061	431	11	0	0	8	11	9	0
4bae2f08-da75-4991-acb8-5ba9912f9131	446	0	0	2	8	0	4	1
4c027164-12de-456f-b933-6bc91f70b46f	381	39	0	84	156	48	0	7
4c183106-c622-11e3-bf01-24c6515278c0	407	67	5	1	21	1	0	3
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0	358	8	188	454	126	132	78
4c3840df-9824-40db-879e-6d24adc8c155	200	238	161	75	14	47	45	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	432	22	0	0	17	0	9	2
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	461	0	1	2	2	0	0	6
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	356	97	26	0	82	19	0	2
4c5228b5-bf31-4abd-a47c-d088e16dba13	235	158	71	3	155	29	162	1
4c59fb2d-21b6-4b09-8174-6102de736e4d	0	98	645	217	0	1908	399	2212
4c755527-3b5d-4d36-822d-990aa1003d6a	373	86	0	0	72	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	191	241	0	3	226	149	39	26
4cbe411b-b05e-46bd-bea8-126289a0866c	149	262	0	63	471	5	0	7
4ceeb025-2f16-4f80-b9b4-0151346349c6	407	55	0	0	18	0	2	4
4cfb0aee-6661-478a-8694-9d8ba15e46b7	301	164	87	0	0	26	36	0
4cff8590-559e-4204-8635-96e11bfeda68	401	12	41	113	50	23	69	0
4d11d7da-1204-437e-87b1-e8337a67c9a8	374	52	9	0	31	3	93	0
4d121008-0987-4142-a2b8-7dac58f3110a	401	61	0	8	28	0	0	1
4d1a4587-adb4-4a65-943e-f19efe8de142	423	25	0	22	22	11	10	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	345	130	1	0	111	0	11	0
4d409156-3a36-4c63-9ad6-b6af34f27b06	100	197	676	526	0	820	0	78
4d4eff82-ede0-47f1-b49a-ada025952114	200	271	9	0	209	25	0	3
4d690424-b015-46ae-885d-aa6d9031f66f	461	0	0	0	2	0	0	5
4d6bb438-86f0-4414-962f-2b1cebee4524	448	12	2	0	3	9	7	42
4d72d06d-b6af-4294-9eef-6e61e067761f	359	91	0	0	57	4	28	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	321	119	19	86	107	0	19	55
4daa2708-d0db-40fe-a07a-763f003adcae	397	52	0	0	28	0	8	1
4dac9498-c623-11e3-bf01-24c6515278c0	302	145	7	0	77	20	42	0
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	292	171	6	0	115	5	12	0
4dc9b032-7f7b-486d-a12b-8461af89501d	96	283	197	115	96	25	185	0
4de7441f-a609-4a75-9fe7-17a647079ac1	450	0	10	13	21	7	18	2
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	410	56	29	3	0	0	0	0
4e596add-a7c5-4617-9649-b4ac6612e39c	457	0	0	1	2	0	3	5
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	145	277	469	214	8	169	0	251
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	371	64	0	0	47	0	22	0
4e8396f7-9506-4401-96b6-bb2e89557d59	24	402	398	290	8	319	4	0
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	91	306	470	140	18	182	60	265
4e913899-eeb8-4630-ba9d-41a81ced8069	0	370	461	93	70	148	161	75
4eac784b-084a-4106-9a76-2d9fbec57033	358	98	0	0	102	0	0	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	461	0	0	0	2	0	0	5
4ed52e0c-c623-11e3-bf01-24c6515278c0	39	433	277	73	49	0	43	38
4ef20a13-f107-4654-adca-fc60b8f5be47	118	307	0	2	309	57	47	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	149	286	369	151	41	155	0	170
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	339	142	26	22	0	28	0	0
4f6f48bc-c622-11e3-bf01-24c6515278c0	260	201	203	36	0	45	0	54
4fdc8980-c623-11e3-bf01-24c6515278c0	224	228	94	6	101	52	55	36
50203cff-83f8-4884-8346-b91ef717d00e	448	0	0	1	9	0	0	3
5042b417-d14e-42bb-b6f3-de303346a252	310	179	63	3	0	12	3	0
5046f1b4-9d95-4841-ba30-691fa44719a2	81	343	297	0	0	110	204	0
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	125	325	98	122	58	56	34	0
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	55	346	267	134	59	39	136	180
50515723-b495-42a9-8750-e3da288bf6a3	418	37	0	20	28	4	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	251	164	194	133	127	161	0	92
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	437	13	0	7	10	7	28	0
50b61288-1412-4104-92e6-8b1a359ef399	38	383	312	232	130	257	0	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	241	141	129	109	322	92	0	135
50eb58ba-c623-11e3-bf01-24c6515278c0	217	206	9	0	99	59	71	0
50ee360c-e3df-4888-9999-ebb88e271d08	210	244	235	51	0	107	0	13
50f4d836-79a9-4bc7-a63a-7aa29e41d418	381	59	0	7	54	0	8	0
51206157-94cc-4702-8247-c98283b487aa	453	7	0	7	11	0	2	2
513bafce-375c-49b0-ae75-6c607abd05d8	416	47	0	0	28	3	0	2
51458c86-0fdd-470e-b059-1ffbffc92a7f	280	174	32	46	121	0	0	50
5174f450-0bf7-4237-a53e-844064f0e701	226	227	184	0	0	0	28	0
51800588-c622-11e3-bf01-24c6515278c0	294	164	0	32	77	2	15	0
5187e77d-f412-4303-8049-11d1aa1a0235	116	348	0	91	188	0	14	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	123	271	810	64	0	776	55	693
518d6c1b-8234-40be-9560-6d383d5866fa	365	82	90	27	0	56	0	2
5193a482-6ed9-4504-bd7c-c8b9e4103577	198	254	0	53	181	44	20	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	172	207	246	81	3	97	262	75
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	382	29	154	294	173	120	2
51dd1a39-7349-442c-b7e1-7850fb800569	440	0	0	11	2	8	11	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	454	5	0	3	16	0	1	2
520b8ab2-c623-11e3-bf01-24c6515278c0	126	357	250	9	0	14	53	24
522dc834-8367-4f49-b93b-fcba91a2de7e	189	273	1	59	72	36	0	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	78	225	692	135	33	453	261	131
5255d645-d3d2-422e-8449-046cd21f4935	37	333	28	104	322	325	110	171
526b3796-2cbd-4eec-8273-064b41456279	360	73	0	24	86	25	34	99
52910a60-bb15-4ba5-9d09-50d8ee6a445b	10	299	323	320	186	77	200	143
52d8ccfc-c623-11e3-bf01-24c6515278c0	207	237	94	118	63	113	49	119
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	446	0	0	7	4	1	2	1
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	287	177	12	15	89	22	4	0
5310f698-d31a-4628-84b4-dc9ac29722a5	332	106	41	17	47	29	63	0
532259b8-c622-11e3-bf01-24c6515278c0	5	457	165	92	61	144	78	0
532bec86-b8d3-41a1-ba17-913a7d378f66	77	269	167	232	245	286	123	167
534d941c-ec2d-47eb-b2dc-d3f856d0b151	430	29	8	0	10	0	0	6
53534b3c-cd15-4d68-a9b1-6902bb234c45	111	249	123	242	216	198	103	64
536dedba-46c4-4a21-b112-13c030b13069	240	174	0	0	154	20	61	0
537cccf2-fb25-448b-813e-ca5d5642b910	449	0	0	0	2	0	0	4
53ac794d-1067-43e0-8dc0-43b131f43ec5	458	0	0	7	6	0	1	2
53bb7112-3e38-45fe-a9c4-1b0871babf4a	174	227	247	240	48	73	25	180
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	345	553	347	27	583	30	31
53d32d8b-5649-42b0-8c52-2c39af2a961b	274	142	214	209	0	31	0	73
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	157	280	5	58	144	149	31	0
53df19a8-c623-11e3-bf01-24c6515278c0	104	403	219	43	0	194	6	42
53e6a756-bdcc-4217-afe7-27d776159544	355	101	2	0	52	0	23	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	290	0	405	502	321	87	0
541f91bd-7e9d-4348-9e78-45b948d8967e	342	106	25	18	28	27	37	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	322	133	0	0	90	0	4	0
54354d24-c622-11e3-bf01-24c6515278c0	346	118	1	0	35	6	2	6
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	445	0	0	4	7	0	4	1
546b97b0-ab82-42a1-bbd2-241523278ec3	443	0	4	0	2	0	11	1
546b982f-60d9-43df-9761-09369afbee2d	336	84	17	19	78	133	34	301
54842328-9432-4820-8976-7964bf9bf147	443	4	0	1	8	0	1	4
54a77010-2f16-4da9-8ca0-746a51801a00	12	313	519	297	16	416	208	65
54cfd4b0-c623-11e3-bf01-24c6515278c0	267	216	6	23	49	14	5	0
54e78de0-d357-4125-a904-ab35e461572b	0	211	485	98	18	184	548	88
551d5082-ab6a-4674-af0d-ce408f589949	285	152	0	0	200	32	35	0
5533240d-8fed-440d-b781-6092785a77ce	160	277	286	0	14	67	96	48
55345803-83d4-4fdb-b0ee-328753801da1	306	144	0	36	159	48	0	44
554b9439-7e11-43ec-8bc3-448c59100b9e	0	409	639	88	49	271	102	10
558239c7-a160-4228-8fdf-a0a1d2f62133	170	320	159	37	0	30	15	42
559c30f2-8ae7-43c8-819c-800261065e06	393	56	17	29	0	5	0	0
55ada396-0878-4724-8ebe-00da367eed3d	0	390	111	111	462	180	26	29
55c75a2a-f3d2-4469-9d23-604cf539d548	399	66	44	0	0	0	0	0
55c82198-5be6-4cc5-b5b3-b707af234107	457	0	0	0	14	0	2	4
55e520f4-0e4b-41a2-9951-c4e9f323100b	443	0	0	1	6	4	11	2
55e5497a-c623-11e3-bf01-24c6515278c0	320	140	0	13	38	34	19	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	273	151	0	36	76	47	39	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	448	0	0	8	5	0	1	1
5650dc4e-8bce-4716-9199-cd5750d7a888	324	134	175	24	0	24	0	54
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	437	0	1	0	3	6	20	0
56681386-d407-4f53-ae4f-6c04437652f7	345	121	0	0	61	0	0	8
569393c8-e2fe-4580-a45b-81f1b1e01135	0	207	1163	471	271	1203	1	295
569ff1b4-de87-4309-8484-80549aaf9485	338	111	6	33	44	0	0	1
56c846d6-c622-11e3-bf01-24c6515278c0	413	32	7	14	32	14	21	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	0	398	456	44	141	411	98	267
56d4ea48-c623-11e3-bf01-24c6515278c0	296	152	0	0	65	16	39	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	237	87	444	0	0	1051	79	1345
56e57223-264e-489d-bc9a-a07789065c40	398	30	0	0	31	5	39	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	125	348	126	78	2	113	0	0
5702affd-eafe-42a4-8f56-c1f22f8f184d	456	0	1	0	0	0	0	5
5714b52d-7048-41b5-8141-bf42d960abe4	448	7	0	7	5	0	5	2
571ce258-b453-4cac-b05e-05755791be84	419	43	0	2	11	0	0	8
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	416	31	0	4	16	13	8	0
5769ae11-5f1b-483f-b228-7584591c66e6	239	225	35	0	100	0	11	42
576a1741-8c65-40da-9f0f-b2ca805d70f3	211	255	0	0	175	41	27	0
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	413	30	3	5	21	9	13	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	419	32	0	0	27	1	13	0
57947014-053e-4c34-b6a7-9e6f36f48010	448	7	0	7	5	0	5	2
5808f774-c623-11e3-bf01-24c6515278c0	119	305	42	3	217	38	91	0
581be6cf-9778-49c3-9c77-1316eaa78929	461	0	0	0	2	0	0	5
589daa3f-0b76-4c9c-b494-048955e36052	437	18	0	18	0	13	0	68
589e0aea-9057-4b8c-8af1-74c74fe46a38	374	99	0	0	91	0	0	0
58c7e9c3-1345-48c0-a758-0887358b8696	458	0	1	0	0	0	0	5
58d3e932-b4a3-4cac-a6ac-73160e354a15	102	268	284	0	90	323	108	666
58e2453c-bb58-43a3-9642-705ec0e0bdbd	437	20	0	1	11	1	8	2
58f4ff52-c623-11e3-bf01-24c6515278c0	306	119	36	0	28	11	97	0
58faf969-bf37-4180-8807-2f44f2cc8eda	0	433	0	6	396	85	52	0
5912d4b3-2d5d-4b98-b967-1b4ff177097a	318	122	52	51	56	13	53	30
5935dd9d-d411-48f8-8512-aa73a63878b0	446	17	7	14	0	0	0	2
59632e7e-c622-11e3-bf01-24c6515278c0	66	386	238	95	36	233	51	0
5975deb5-00d2-4d18-b5c0-34ac9947fe11	266	186	25	0	58	6	42	0
597e4011-ea99-4356-b1d9-8cfe35db7c3b	278	175	0	0	143	0	21	0
59938f45-3e57-43d6-af3b-bb4968249e5a	233	182	0	0	140	9	117	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	450	0	0	0	2	0	0	4
59c18694-8a43-41dd-a6f6-52a20bc8dd54	220	124	33	0	116	8	260	0
59e2d6d1-debd-4796-ab0c-6a5673a990fc	436	26	6	22	0	0	0	2
5a51a6fc-c623-11e3-bf01-24c6515278c0	399	46	10	0	15	0	4	6
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	421	16	1	0	10	9	19	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	185	302	158	0	0	44	0	72
5a7f3c88-ef02-4e97-8009-5622245b6a09	338	117	95	24	0	38	0	0
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	337	133	23	7	15	0	0	0
5b178f44-c622-11e3-bf01-24c6515278c0	287	188	1	0	84	2	0	11
5b180356-cf58-4fad-a3d4-00fc12b43fcc	204	236	171	14	0	143	69	15
5b41e033-6df8-411e-a13b-59eeb8afbf9b	260	162	155	27	3	63	114	70
5b4b2312-acb5-4329-8d46-7f93213e3daf	426	24	0	0	31	8	10	0
5b560f4c-d2a3-43fa-b394-abef78bdefc1	72	380	18	42	234	64	17	68
5b7d5767-2037-4175-aec9-886776343181	200	165	477	168	117	229	0	423
5bb37ffc-c623-11e3-bf01-24c6515278c0	275	225	123	0	0	4	0	0
5bcf473f-417d-47a5-9745-ac7faf830b1f	291	159	103	90	0	58	1	0
5bdca282-c671-48ff-b32b-2380996016c0	444	0	0	5	7	3	4	1
5beafbbb-4613-4bab-977a-11c865e13a84	386	51	0	38	35	31	8	61
5bebc389-de0d-45b8-9d2f-6476988c358a	468	0	1	0	0	0	0	7
5c02d399-07af-4573-a568-bc1b256bc8f8	461	0	0	0	2	0	0	5
5c156f63-6537-4d93-a6c2-4155618cf638	443	16	0	0	9	0	0	6
5c3def3a-b515-41f6-8157-681b963534e7	243	0	456	0	0	839	487	269
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	278	150	0	12	107	35	51	0
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	423	38	0	17	13	5	0	2
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	190	237	0	3	282	35	49	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	262	197	0	9	113	0	0	1
5cbd429f-ffab-41ad-8016-422f1c922e99	361	107	56	8	0	17	0	0
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0	237	534	255	0	11	427	0
5cf21488-c622-11e3-bf01-24c6515278c0	350	120	20	10	14	15	6	0
5d58b984-e0b8-4237-a576-0e9d4079599e	145	244	172	0	0	72	160	0
5d6ad982-bb01-4233-b8fa-d129460eec79	255	165	7	39	130	30	14	0
5d922e48-aa70-454d-9417-c9af686feebc	142	305	22	28	238	102	8	16
5d9ff58c-5702-48fc-a66a-d1276327fd49	13	246	724	93	52	161	413	23
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	0	1144	1448	169	869	181	0
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	243	192	0	0	181	71	52	16
5dce221a-c623-11e3-bf01-24c6515278c0	186	279	6	38	217	0	0	0
5deeaa45-4c1b-4ab2-a487-93c548838f68	449	0	0	0	2	0	0	4
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	437	19	5	0	5	0	15	3
5df489bc-6178-49e4-8a42-506f70300dff	184	279	230	0	0	59	100	25
5e9c69d2-c622-11e3-bf01-24c6515278c0	354	125	89	0	0	76	26	0
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	293	490	0	0	142	379	0
5ecc88f7-8391-4168-af11-07a6bf9b3652	463	0	0	6	0	5	0	3
5eddfb26-c623-11e3-bf01-24c6515278c0	41	338	73	23	171	99	257	64
5ee1dda9-2e84-4617-af09-2ae02873b44d	303	134	0	0	53	29	46	0
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	462	0	0	0	1	0	0	6
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	292	156	173	107	0	0	17	124
5f096d7b-a1ea-4cc2-af73-10108089ae84	361	94	7	1	24	23	8	0
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	410	62	0	13	5	1	0	6
5f18b334-6616-406f-8f33-0592b56c14e6	396	49	0	6	34	3	5	0
5f53bcda-2fd3-4574-9cc2-5efe353372b2	449	6	0	5	13	0	7	1
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	262	179	6	92	125	3	48	1
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	407	60	0	0	21	0	0	1
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	105	318	87	73	94	71	140	39
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	252	208	0	20	123	18	8	26
5fe83740-0688-46fe-97b4-4c7c8cfa206e	440	0	0	8	5	7	7	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	430	17	0	0	5	0	7	6
6012cb02-c623-11e3-bf01-24c6515278c0	260	190	44	25	103	0	19	21
603594e3-e427-494c-b9ee-e872d6629563	411	45	0	10	70	43	0	0
60413de1-6cd2-4f74-8180-3bdd394d6d16	151	231	637	0	138	463	16	441
6051f40a-99e5-4461-9255-0e70d757b4d5	164	257	101	211	114	182	0	0
60525b38-c34b-479b-86d3-013c7e567b8f	0	168	727	522	405	560	135	83
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	461	0	0	0	2	0	0	5
606d7f5e-ff98-4245-a9ac-281f5074f97a	407	72	0	0	25	0	0	4
60aff7a0-4960-4ed1-922b-3233ccbfdba1	260	167	81	90	182	33	0	123
60c33e32-7e19-4e71-b075-a63fcf27e660	311	88	80	161	148	117	0	0
60e78c80-41a5-456a-9a81-9007d18fd72c	19	332	182	146	86	154	246	0
60f81dba-c623-11e3-bf01-24c6515278c0	292	155	54	32	82	25	41	8
616ff577-c5c3-432e-a857-f29901de119c	446	0	1	5	17	6	26	1
6172ca02-c622-11e3-bf01-24c6515278c0	272	193	0	22	117	7	35	25
61973578-4c0d-4a3f-b9c4-f96ceab24629	156	143	3	0	343	84	334	0
61a48c69-4f7d-4dc6-aff7-88a6c33137df	381	51	0	16	48	0	45	2
61cad26a-cbc6-4977-83b9-dc61e49f2861	104	349	26	0	228	192	54	36
61d941f1-87df-43af-8a29-b6809c809275	311	136	9	0	187	25	32	7
6218f366-d5d2-4289-a95e-eeedfae7523a	158	120	133	9	275	77	396	85
622eaa04-b8f9-471b-98b0-7befd119f14c	87	174	232	377	0	288	371	0
6239e340-d50c-45b1-a7ca-e1135671ae0f	443	13	0	8	8	0	2	3
626c9788-d70c-449b-b9dc-5e3f6fc00991	355	89	14	16	42	20	57	15
627823ec-c623-11e3-bf01-24c6515278c0	0	374	638	0	0	86	250	0
6297aa77-37a0-4f46-987b-32bd8653c0c2	356	92	13	15	48	0	15	0
62ac7c91-da99-4144-b927-e90528dcd8d4	431	11	0	0	16	0	9	1
62ea1264-47b6-4a6b-9fa6-779837f8e905	435	0	5	0	73	35	20	5
62fceb56-8c6e-4d20-9d2f-5b7042854d23	440	0	0	7	13	0	7	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	282	154	7	105	191	0	0	0
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	461	0	0	0	2	0	0	5
632f3eb0-c623-11e3-bf01-24c6515278c0	346	109	5	8	21	27	41	1
637208b2-d8b6-45a3-a389-6f34db18fea4	423	30	1	8	0	15	0	3
63762458-902a-4329-a823-703b54cb5f9d	303	152	9	9	112	0	4	0
638e80c7-9a6e-4a32-a621-fc4168e72343	448	0	0	2	1	3	0	4
63a907ff-1042-4f9c-a385-55a32b3e103b	412	61	13	27	0	11	0	0
63adc09c-e1b1-40dd-9c35-2f8276b656fc	281	147	62	58	120	15	35	0
63bc376e-5a3d-44fd-8d77-686dfc41e458	411	35	0	8	10	5	0	5
63d0c49d-918d-41fb-808a-1f8001981917	459	0	0	9	0	0	0	5
63db50d6-5ef2-44d0-9906-26eae74ecf44	103	72	218	0	0	825	516	2097
63ea274b-d42b-4787-9c54-8ee95ea376ec	449	0	0	0	2	0	0	4
63f5bb12-1b20-49d4-9e98-570e368f947d	454	0	0	17	9	3	0	1
63faa59e-6649-412e-823a-338d0662ec72	396	61	0	0	56	0	3	0
63fef3fe-c622-11e3-bf01-24c6515278c0	262	207	0	0	145	20	5	0
6400c324-2c94-477d-acb9-669d4ea46f1e	457	4	21	0	0	0	0	0
642e1379-1061-40bc-9a4c-f7c191e84d9d	70	294	335	167	53	384	169	45
64446aec-c125-4c81-b9cc-62482cb1aaed	421	31	0	23	55	0	1	2
644c669b-937b-4adc-81b9-6a1811cba9da	351	126	18	7	76	5	0	0
64623aaa-a274-4baa-8b71-958d9c8df733	84	0	597	756	359	547	235	172
6495e68e-1434-45d3-a03d-f286447dda79	54	344	218	122	116	203	122	30
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	27	336	229	224	156	347	132	236
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	446	0	0	4	4	7	1	2
64b80154-c623-11e3-bf01-24c6515278c0	304	165	9	0	51	27	22	5
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	449	0	0	0	2	0	0	4
64dd81e1-35fa-4579-8a4c-f7486adbb949	292	124	320	80	0	223	0	69
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	461	0	0	0	2	0	0	5
64f696a6-58b2-40a8-b848-fd775cd52529	468	1	1	1	6	0	0	4
6507e084-c038-4ba6-a431-fb9a53190d5f	345	116	0	0	61	0	14	42
650fe009-da01-4717-89df-9c95fafe3d7e	245	184	10	0	90	50	68	0
6527aa5a-c622-11e3-bf01-24c6515278c0	369	79	16	39	31	6	27	4
654dba9f-cfe5-4121-97c7-868613cdef53	228	228	66	31	16	51	49	0
6551ec26-4166-4d4f-bee2-444ea2466978	367	80	2	0	28	0	41	0
65723119-bdfe-46f0-b629-c171023abd71	391	0	316	0	153	725	68	345
65be412d-46c3-4cbf-9b46-b35351e53065	0	420	382	269	95	343	0	4
65d2dbc3-a163-4696-b246-47a430e66572	278	188	0	2	156	0	0	0
65f702b8-c623-11e3-bf01-24c6515278c0	290	130	35	0	44	0	74	0
65f9a820-f026-4a10-8bb7-1fbc3b38321e	77	294	77	115	216	279	101	8
6622f932-c622-11e3-bf01-24c6515278c0	415	37	0	20	22	3	17	3
66290cc6-1f1f-4a0b-83d1-423952da4840	322	140	66	36	8	0	0	70
66701395-5a53-41bb-866b-3bbf08bc33ab	447	0	0	18	0	3	0	2
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	0	342	0	195	639	196	69	0
66b4a1f3-480f-4050-96ac-920c1c080864	440	19	0	5	17	0	0	2
66d312fc-809d-428b-98e3-a29d211db35c	306	123	37	85	57	43	42	91
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	463	0	0	0	2	0	0	6
670f971f-a525-4ef8-91ba-610cfbaeb914	218	234	0	7	164	20	11	0
67189cd8-c623-11e3-bf01-24c6515278c0	317	132	19	4	19	23	37	13
6726c157-f688-491d-8b56-35628645df89	273	166	26	138	144	49	0	0
674819dc-c622-11e3-bf01-24c6515278c0	314	136	8	11	125	39	0	0
675a5a32-b405-4f03-bfcd-756343d1dfaf	248	233	105	0	0	30	0	33
6763f295-f2bf-4975-bea5-c1a490d9a1fa	414	35	0	0	37	0	13	0
6764e0a2-7a78-45c1-9189-6001c6518ce4	16	63	309	771	420	729	330	16
6797443c-eb4a-4654-b957-c0056e5a4206	0	387	0	206	183	258	117	0
67a2e34f-454e-4253-8f22-262fc74d312c	446	0	0	7	4	1	2	1
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	293	0	0	0	0	523	224	1919
67f88cd9-ab77-4227-a8d7-5512246f9772	459	0	0	1	9	0	0	5
68054218-c623-11e3-bf01-24c6515278c0	0	277	0	202	364	420	259	0
681e2301-2057-40e4-ab63-934775d63faa	338	117	13	7	44	14	10	10
6821446e-8e76-46fe-b0b9-47feb46d2585	67	310	174	317	226	262	0	0
6847e993-1414-4e6f-a2af-39ebe218dd7c	459	0	0	1	9	0	0	5
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	28	299	350	238	249	232	98	104
6867811f-ac89-47da-b5dc-1270033c36e7	302	96	76	162	162	131	0	0
687baf0b-aed9-4ab2-adb6-556a1d177a24	366	79	15	0	40	0	13	0
68956108-2606-4696-b038-462b6c432398	463	0	1	3	0	0	0	6
68b7fdb1-22b5-4152-9e69-a41151640cd8	276	169	0	0	68	45	24	0
68ba1105-569a-4209-9b45-0e2d64931806	345	119	23	23	123	0	0	3
68c2a355-862c-4657-b296-5776ed8447b0	391	10	24	68	27	32	69	0
690e481c-c623-11e3-bf01-24c6515278c0	0	406	486	117	21	22	122	78
692dfa4f-45e5-4183-b5da-6650a1fbcabd	247	205	84	74	171	34	0	25
6947cd78-0a51-4949-8383-343f9122d953	362	79	0	0	61	0	10	0
