Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H
072f4146-c623-11e3-bf01-24c6515278c0	429	24	5	0	14	0	16	1
074fd614-5d9c-4bcc-96ad-351aa14387e3	361	84	2	7	70	0	7	0
07531318-87e8-4db8-aa61-9b93597d063b	356	90	4	0	77	4	42	1
075fc96d-6742-4ef3-9369-482592ad3a2f	190	0	297	0	505	704	186	1876
07835447-5d7e-4828-80fd-89b063989c9a	323	116	49	4	113	24	22	20
079bcb09-a075-4313-9a3e-dd67734a8c5d	208	244	132	87	41	96	0	40
07a7c634-bd9a-4fc2-b9fe-87b060ec3d1f	427	4	0	0	90	36	0	0
07b5141f-ac79-439b-883b-b0183bbe7ff5	0	467	0	90	262	58	29	5
07d20658-3db4-47e7-877b-66536266edfc	218	230	6	25	190	20	37	0
07e0e938-f61f-477a-92a2-5b7e74b78943	181	256	16	23	55	135	116	0
07f16397-71bb-4594-ad4d-caa7d2baeabd	273	151	0	0	277	51	0	0
080ecc31-756a-4a1b-a51e-d632ac8219f7	164	267	486	133	23	263	0	148
08227616-02a5-46e8-9db1-f2d1d691ab23	35	380	301	185	0	77	94	145
0831e45e-c623-11e3-bf01-24c6515278c0	188	262	23	69	95	47	46	0
089be98d-c3c9-4fb4-aef2-7a8578a91d51	229	209	0	53	249	0	1	0
08ac57ec-0036-4134-a9bb-f22eaa27ab0d	226	210	6	59	303	32	0	0
08b5d0e4-4661-460e-a9f7-f2e687414711	324	51	170	0	0	10	146	0
08d2a566-8407-4e9b-836c-bf5e1e9f85b2	456	0	6	0	8	0	5	2
08e1d976-6c39-428e-a4c2-f655b675683e	412	23	0	0	17	2	54	0
08f7812b-0d74-42ba-985b-d0a027e8a80c	443	14	0	0	15	0	7	1
09497b9b-6fca-48cb-af97-161a3e434a51	0	8	2078	135	6	808	419	1669
09508a0d-ebe0-4fa1-b7b2-1710814181cd	0	0	4440	348	103	558	438	318
09537dce-c797-4b60-962a-d4c3cd6ab00a	444	13	6	0	10	0	0	2
0972bfcf-c6c6-48cc-b820-cdfa6279a4f3	189	226	387	130	84	288	0	117
097a7d36-905b-72be-e050-11ac0d482c9a	307	129	0	15	144	0	0	0
0980e7fd-051d-45e9-9ca6-2baf073da4e8	373	91	0	0	31	18	10	0
09bc8542-4ea1-4599-91b3-d606425b37e2	135	174	475	370	211	240	69	166
09cb8bc5-13ac-44ac-9b7d-6de143373570	220	240	228	0	9	123	63	50
09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523	104	303	0	0	495	31	0	0
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	298	127	6	0	100	0	52	0
0a9c9db0-c623-11e3-bf01-24c6515278c0	223	273	125	0	0	21	0	0
0ab4d782-9a50-48b9-96e4-6ce42b2ea034	299	164	9	21	116	9	1	0
0ae2193f-0d68-485a-b8c2-7568cbcce33e	394	37	7	31	30	18	29	0
0b19bee7-5281-4915-9d98-c20eb3e84ecf	94	333	20	147	373	12	4	4
0b29c893-03bf-4131-b192-c14a2788d411	315	162	80	0	0	22	0	0
0b6cd7df-6970-4d60-b7b5-85002a7d8781	444	15	2	6	5	2	10	2
0b811c6a-8f05-44bd-ac33-fb720d189e71	459	0	0	9	0	0	0	5
0ba8f2e2-935a-4123-86aa-6e7f5de85bf4	422	19	0	11	19	0	4	0
0bafd9ae-64b3-492d-a6fd-12aa8edefcbe	386	61	0	10	93	25	1	0
0bbc7ede-5022-4084-925c-d65baaf7abc2	91	325	278	63	141	62	79	244
0bd3a230-531e-44aa-9999-b8ed8da0176b	275	160	0	0	176	6	7	0
0be08326-c623-11e3-bf01-24c6515278c0	209	273	14	0	95	15	29	6
0bfd1043-5142-3662-e050-11ac0c486501	169	210	188	294	115	180	73	17
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	189	169	149	239	133	143	102	0
0bfd1043-7343-fdd0-e050-11ac0c484cab	0	326	666	339	60	50	68	531
0bfd1043-7344-fdd0-e050-11ac0c484cab	0	0	635	1499	785	1133	0	0
0bfd1043-7346-fdd0-e050-11ac0c484cab	190	218	224	54	7	60	155	0
0bfd1043-7ebf-aaec-e050-11ac0c482f39	99	200	188	303	714	416	35	139
0bfd1043-7ec1-aaec-e050-11ac0c482f39	26	292	193	310	613	242	51	0
0bfd1043-7ed6-9ccc-e050-11ac0c481957	224	157	204	32	4	76	190	0
0bfd1043-816e-e3e4-e050-11ac0c4860c5	8	0	524	1435	715	942	0	0
0bfd1043-8170-e3e4-e050-11ac0c4860c5	0	379	334	380	32	307	98	0
0bfd1043-8172-e3e4-e050-11ac0c4860c5	0	419	359	252	34	163	95	17
0bfd1043-8173-e3e4-e050-11ac0c4860c5	0	391	415	259	17	150	133	24
0bfd1043-8175-e3e4-e050-11ac0c4860c5	0	381	414	259	11	134	141	0
0bfd1043-8177-e3e4-e050-11ac0c4860c5	265	159	22	70	143	11	34	0
0bfd1043-817c-e3e4-e050-11ac0c4860c5	44	295	116	242	569	191	46	0
0bfd1043-817e-e3e4-e050-11ac0c4860c5	0	324	0	200	685	277	107	35
0bfd1043-8180-e3e4-e050-11ac0c4860c5	8	0	103	1257	682	1224	157	0
0bfd1043-8181-e3e4-e050-11ac0c4860c5	58	0	119	1070	483	983	162	0
0bfd1043-8183-e3e4-e050-11ac0c4860c5	8	333	0	264	572	236	88	14
0bfd1043-8187-e3e4-e050-11ac0c4860c5	50	0	209	1219	663	950	0	0
0bfd1043-8189-e3e4-e050-11ac0c4860c5	179	226	209	255	103	157	25	0
0bfd1068-3fc3-a95b-e050-11ac0c4860c3	0	402	397	305	43	175	60	0
0bfd1068-3fc5-a95b-e050-11ac0c4860c3	101	315	9	56	412	57	112	0
0bfd1068-3fca-a95b-e050-11ac0c4860c3	267	167	18	38	126	0	53	0
0bfd1068-3fcd-a95b-e050-11ac0c4860c3	253	144	220	145	148	227	51	55
0bfd1068-3fcf-a95b-e050-11ac0c4860c3	90	191	328	312	521	289	104	83
0bfd1068-3fd3-a95b-e050-11ac0c4860c3	1	379	435	363	89	0	0	469
0bfd1068-3fd5-a95b-e050-11ac0c4860c3	46	302	242	245	571	273	0	68
0bfd1068-3fd8-a95b-e050-11ac0c4860c3	62	230	184	163	811	569	91	169
0bfd1068-3fdd-a95b-e050-11ac0c4860c3	137	165	220	315	641	483	19	158
0bfd1068-3fdf-a95b-e050-11ac0c4860c3	0	0	127	1264	629	1310	177	0
0bfd1068-3fe1-a95b-e050-11ac0c4860c3	0	0	103	1244	678	1167	178	0
0bfd1068-3fe4-a95b-e050-11ac0c4860c3	184	177	198	260	130	172	107	0
0bfd1068-3fe6-a95b-e050-11ac0c4860c3	47	0	225	1224	639	947	0	0
0bfe2ac9-0aec-c248-e050-11ac0d487e1c	258	95	238	62	0	110	257	0
0bfe2ac9-0aee-c248-e050-11ac0d487e1c	250	147	206	40	2	64	174	0
0bfe2ac9-0af3-c248-e050-11ac0d487e1c	23	337	0	244	595	217	42	35
0bfe2ac9-0af5-c248-e050-11ac0d487e1c	79	160	173	245	885	602	144	181
0bfe2ac9-0af8-c248-e050-11ac0d487e1c	88	214	147	256	761	464	43	148
0bfe2ac9-0afa-c248-e050-11ac0d487e1c	212	173	193	219	76	185	89	0
0bfe2ac9-0afd-c248-e050-11ac0d487e1c	167	198	127	372	177	181	54	27
0bfe2ac9-0aff-c248-e050-11ac0d487e1c	168	223	243	250	99	182	37	0
0bfebf9f-c779-e57d-e050-11ac0d487827	88	221	240	261	776	401	23	147
0bfebf9f-c77d-e57d-e050-11ac0d487827	0	0	135	1257	620	1251	201	0
0bfebf9f-c77f-e57d-e050-11ac0d487827	107	34	597	303	212	427	516	351
0bfebf9f-c781-e57d-e050-11ac0d487827	206	126	187	301	105	115	166	0
0bfebf9f-c783-e57d-e050-11ac0d487827	165	174	208	272	119	192	155	0
0c0038ff-6cc4-b0b0-e050-11ac0d483d73	69	222	181	218	822	494	75	151
0c0038ff-6cc6-b0b0-e050-11ac0d483d73	101	200	167	287	776	466	23	108
0c0038ff-6cc8-b0b0-e050-11ac0d483d73	93	282	220	370	94	206	48	0
0c18a8b7-bad1-4aa4-a6df-472f89d9761c	449	0	0	0	2	0	0	4
0c39c03a-ec84-42c6-be69-8e98bc7a9f5a	0	243	845	238	0	192	334	60
0c7aca3f-e006-4de3-afc2-20b4f727d4fd	32	326	494	337	61	224	68	316
0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d	445	10	0	12	10	0	2	2
0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54	390	53	5	0	28	0	37	0
0cb4356c-b5d6-4541-b048-ff6d4b3a5d26	149	83	52	0	248	63	507	0
0cd60b96-eb2d-4687-9709-d1455ec45de7	165	285	134	114	26	58	21	62
0cdbabf2-c623-11e3-bf01-24c6515278c0	250	212	154	35	24	34	46	0
0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d	427	20	0	1	7	0	3	10
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	245	197	198	72	0	79	0	38
0d0793c1-df1b-4db1-ba36-adcb960cc0f5	0	157	597	720	14	344	283	92
0d259ac2-03d1-4814-9b0b-d05e3a6029b7	313	158	14	18	66	13	0	0
0d31a44f-1fc5-43a2-9633-36c4e650d3d2	376	73	26	8	38	12	23	3
0d569bd5-418d-4d72-87ca-8e14668c2119	358	78	0	24	42	25	10	0
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0	337	96	0	39	143	0	0	0
0dd0718d-5ddf-4c59-8c47-0f51303daeb5	229	263	109	39	0	73	3	27
0dd39eca-c623-11e3-bf01-24c6515278c0	263	199	0	0	90	0	8	0
0e1e628b-823a-4861-aa95-bed2fada7349	459	0	0	3	7	0	3	3
0e54cea2-d568-4a33-b9db-b698844e6ad9	232	180	119	77	112	0	93	27
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	132	298	229	198	53	0	21	287
0e6ca8dc-0f31-4675-95b1-5920576daeff	355	95	37	43	47	24	0	11
0e7ac212-0469-4f17-9432-205ab1831257	292	187	53	13	0	18	0	0
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	323	129	0	0	69	3	9	0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	50	447	319	0	22	139	0	92
0ead45d8-d785-4404-8319-2ef951e02e03	0	3	1085	493	0	379	747	22
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	0	0	155	0	313	79	1057	0
0ed63d84-d3fe-4289-9255-35f4a03b703b	456	0	0	10	0	10	5	1
0eeafcd6-c623-11e3-bf01-24c6515278c0	261	200	5	33	66	14	32	2
0ef92ff8-829f-425a-91d8-c594b6e22a2b	88	336	264	0	75	153	152	78
0efb6e20-236d-4640-9373-6fc03e67d090	447	0	0	1	1	0	3	4
0efee3f3-313b-44eb-b3b0-af975a1ded82	327	114	39	38	96	34	46	35
0f53e757-1823-409f-a0ea-249270728e15	411	0	209	0	0	306	0	46
0f6b355e-3898-4be6-be97-da0c3840a4ed	159	307	160	0	0	46	97	0
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	97	349	153	115	64	21	31	264
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	372	69	0	32	56	1	27	0
0fbd94b1-bb34-4620-841b-861a0b5e0c12	219	230	122	131	7	129	4	143
0fc63b79-7fff-441d-88fc-922d53c787ab	57	438	267	0	4	4	0	386
10136472-c623-11e3-bf01-24c6515278c0	458	0	0	0	10	0	0	6
1021b60d-f7b2-43b0-b2cc-f282d619d533	0	109	280	629	967	848	88	3
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	21	324	38	184	354	246	113	17
108749d2-5c62-4ef1-92df-aec6941ba53b	378	90	0	0	51	0	7	0
108b67d4-5d66-46da-8675-6acae643b76f	292	130	0	0	131	12	86	0
10ad692b-4c3d-42de-9b5e-4968441388b3	318	127	6	2	88	10	34	0
10bb1a92-901e-4a14-80f4-5e88f997754b	283	176	70	85	36	91	0	0
10cb8ac6-c622-11e3-bf01-24c6515278c0	173	297	111	31	9	56	55	0
10d15b7a-16d1-4953-aaef-f193ffa97f42	247	232	159	14	0	94	0	0
10db2142-c623-11e3-bf01-24c6515278c0	327	139	85	35	0	27	0	9
110b5f05-ded7-45ec-b0f6-a941c92d77dd	0	0	1234	1125	642	535	268	614
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	403	42	0	0	25	16	25	0
11473a98-d953-45f9-abf5-709b68a4bae8	297	173	8	0	49	0	0	4
1157a548-6770-4c89-a84c-bcf6f0e96ea8	381	62	6	2	31	4	23	0
1168944c-5451-4a18-8758-88bf5723bdd9	119	369	0	36	166	0	11	0
1193a9c4-5aab-4cd7-a690-60c96bd1172d	424	20	2	10	8	1	19	0
11ae45fb-05f6-425a-9295-d50d13407006	449	0	0	0	2	0	0	4
120f01d1-8884-4aca-a1cb-36b207b2aa3a	67	149	99	0	920	480	311	3
122bf0a9-8052-49da-a9d7-0e5de9ab7032	401	54	0	0	41	0	11	0
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	128	315	130	75	37	57	85	9
124d5b04-4588-44c3-9c00-61e064cf1bdb	149	289	99	50	141	41	46	87
126ee433-d345-4cac-882a-c91831a24690	98	218	27	0	323	21	282	0
127b0f7d-d24e-48b7-ac25-d3f14a43952d	0	339	0	218	299	220	148	0
12874085-a596-41ae-b4cd-817cb1ebb278	0	403	644	74	82	565	0	30
1292e13b-d7c6-447b-a227-9a8113215580	0	352	286	485	75	234	46	0
129459c1-38be-45da-bb87-18848c97c544	185	218	26	145	332	17	0	3
1295947c-c623-11e3-bf01-24c6515278c0	408	46	5	4	24	0	17	2
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	446	0	0	7	4	1	2	1
129de5b2-d9b0-4762-9ef8-72d98231fb50	51	376	24	47	292	164	64	30
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	443	9	0	15	0	4	0	2
12d7121a-0345-4808-a819-09d6e3227bd5	412	41	48	0	0	0	0	0
12f038e1-00af-4c64-a2e0-9e63323492ef	149	197	384	151	141	187	163	121
12f1ae2f-2666-45be-9742-f502d212373d	251	183	0	5	70	33	80	0
131332b2-ff51-4bd7-a626-aff2ecea6135	322	126	0	3	162	0	0	0
1327bbd4-a466-4e26-905f-cf91315f1cc8	200	275	188	62	0	141	0	0
132f7f2a-b902-4343-aa08-cf6a7af10b9a	436	26	3	1	23	0	0	6
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	450	0	1	2	1	0	1	5
134c9a92-e91e-4347-a9c4-727279edebb1	94	307	0	111	223	109	116	32
1358ff92-4db9-4e42-b63a-984a7bea425a	442	0	0	6	8	5	8	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	449	0	3	3	12	13	13	0
13bd2b30-c623-11e3-bf01-24c6515278c0	270	149	101	4	154	69	40	56
13c312ec-0add-4758-ab8d-c193e2e08c6d	325	146	45	0	0	3	0	0
13c62975-9f5e-4d40-a461-dceab08a31ec	226	232	31	37	112	48	0	0
13c7065e-6780-4571-978e-a7c13078ff50	406	62	1	0	20	0	0	4
13d05f7a-e16a-40ef-9a15-21257da2cf89	390	23	27	27	30	2	99	13
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	296	163	42	0	76	0	24	0
140d6ef7-0217-4d16-9add-215d0d14ba06	389	56	4	19	22	3	0	4
141918cd-3e23-45bc-96e1-b208c80f69e7	430	21	1	8	35	45	2	6
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	195	287	52	11	155	0	14	12
14334aea-2dae-428c-9d4a-1a37878dfc3f	250	182	55	74	62	120	42	5
1447c8cb-25d4-4092-8919-4df08f898d2d	397	67	0	9	44	16	0	1
145f2b89-8878-4390-b0f6-f09b02fb138a	183	283	62	71	152	44	0	0
145f6dbb-9744-44f7-8485-e440689de3fd	320	143	0	0	137	18	0	0
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	69	402	373	91	57	285	4	97
147e3496-514e-4da7-be42-7cd9be78ed04	451	0	0	0	10	3	15	61
148536ce-ee2a-4952-a19d-10d6f44146b9	395	67	36	0	0	16	0	0
1494bb16-f1f0-42a4-b10e-c383574cbc8b	429	18	6	0	23	11	0	4
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	96	348	87	185	68	138	6	0
14bf9bfb-14d6-4cac-a556-828f680e8a15	136	245	202	372	86	191	0	0
14c5b81d-da49-4db1-9834-77711c2b1d38	71	278	0	47	217	277	198	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	440	11	0	0	21	2	12	0
14dd86c1-dfb3-4124-a453-4d64223bc048	438	26	0	0	13	0	0	5
14ed7388-41ed-43d4-afb2-04cd6410d5d2	53	308	277	290	154	451	0	191
14f41457-25c3-4979-8515-4f33322039a5	449	1	15	0	7	0	5	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	22	344	298	163	28	169	213	147
154f80bd-984c-4792-bb89-20c4da0c08e0	432	9	0	0	14	2	10	0
15563a10-47a8-401d-a507-2c7101f7ae60	381	54	0	29	25	3	8	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	265	194	0	2	222	0	8	0
155873b2-e5de-405f-87f6-6de0d238b160	413	46	0	8	38	10	4	0
15678c3d-ce61-454d-849e-1d4ca358909b	328	118	36	17	56	10	24	0
15895218-c623-11e3-bf01-24c6515278c0	230	244	92	25	0	82	12	0
15a93657-0521-430a-a816-bf0842374b75	430	22	0	2	12	0	0	2
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	446	0	0	0	8	1	4	2
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	349	492	101	0	165	246	0
15daadb0-6b24-4248-9225-470dc08f1552	339	138	9	6	48	11	0	1
15dd024e-c0da-461a-84db-d01e60a22210	448	0	0	5	3	2	3	1
15e097e3-e468-466c-8e57-b59fba90bbf2	439	3	3	2	45	6	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	106	75	568	528	607	1239	39	28
15f90ef0-831b-40a3-98bd-ec226a9e8b26	144	263	47	123	239	81	46	0
15fd8dc8-c622-11e3-bf01-24c6515278c0	368	92	18	0	80	18	0	8
1659bae5-3140-4d05-891c-81b48277b2fc	30	314	726	289	140	587	0	131
16c6f975-48fd-4cda-946a-777cb922949d	327	106	0	0	239	32	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	47	295	537	394	295	228	14	10
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	62	399	215	154	57	99	0	54
16df7888-2480-4394-8856-d57a6ef371d2	44	419	287	52	16	358	0	235
170ad241-9e24-469b-b7ca-3fd783a89b21	12	384	363	222	141	214	69	12
1727e88b-df0a-4af2-9191-8c6061d98ad0	192	289	148	54	3	28	0	11
172c9864-c26d-4e9b-947a-e8ce761e996d	246	217	124	10	0	104	56	94
1776f326-b12f-4355-8107-80fa6fcd2159	312	152	15	9	132	0	0	1
178d0486-cb0d-4979-8bdf-bb3fe99149bd	443	0	6	0	7	0	7	1
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	446	0	0	0	7	2	5	1
17de5b12-c623-11e3-bf01-24c6515278c0	228	155	115	130	221	115	91	10
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	108	222	299	427	183	245	0	185
183b04f5-107f-496c-8e9a-8263dd00cffa	119	318	103	113	137	128	34	0
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	325	128	0	0	147	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	352	0	60	0	78	211	99	651
18f5e75e-c623-11e3-bf01-24c6515278c0	370	92	80	0	60	24	0	8
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	395	69	5	0	17	0	0	6
19085f7d-e6a6-406f-bd09-520a27e0283d	346	118	0	0	50	4	20	1
190eb791-383d-4e27-870d-e470630843e7	38	443	278	0	119	193	18	350
19233fd1-5229-466e-acf3-5882165758e0	449	0	0	0	2	0	0	4
1924d200-6929-4eef-8a7f-317f8fbab915	459	0	0	1	6	0	0	5
199bbb0f-996c-40c1-b06d-2066f04be778	410	30	7	14	3	10	27	0
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	384	80	0	0	32	0	4	1
19b6b9d6-6912-4b85-a4bf-52014bcb170b	346	119	4	40	15	50	7	16
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	136	240	13	113	156	312	125	10
19cd4360-8392-4bc2-ae88-fdc1335d886b	427	20	0	0	19	0	3	1
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	462	0	1	7	0	0	0	6
19def402-fb8d-4b27-90dd-ce9135a3c0a2	451	0	0	1	0	0	0	4
19fe27d8-c623-11e3-bf01-24c6515278c0	277	173	22	2	104	25	17	3
1a0ef226-41a5-4b56-9078-4b7834f0c976	254	200	189	106	0	10	18	54
1a134c18-ced3-4bae-9f15-5f0f09526639	434	10	0	8	3	3	6	1
1a319682-f55e-4e0b-8476-48a0bea6c265	293	148	0	0	188	9	30	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	17	1804	308	0	686	455	937
1a4633c4-72a0-4e30-8c4c-345e04337627	289	158	28	18	73	39	44	0
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	425	33	0	0	30	0	4	2
1a841850-fca0-48ab-8c78-db0bd5a64435	176	290	124	96	109	125	0	0
1ac15380-04a2-42dd-8ade-28556a570e80	92	25	0	0	448	1194	416	1613
