Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O
f925f24b-bffd-89ab-e040-11ac0d48682f	397	14	0	1	0	20	3	0	0	0	35	0	0	0	0
f926087f-0bec-1316-e040-11ac0c480a58	428	0	0	0	0	0	0	0	0	0	30	0	0	0	0
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	341	37	35	34	0	50	75	0	0	0	18	14	0	13	3
f92a78d1-90ff-70c8-e040-11ac0d485eca	437	0	0	0	0	5	5	1	0	0	26	0	0	0	0
f92b2c52-ed64-4594-e040-11ac0d48425c	424	1	0	0	0	5	0	0	0	0	29	0	0	0	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	440	2	0	0	0	0	3	0	0	0	29	0	0	0	0
f92c8821-daba-3727-e040-11ac0d480224	425	1	0	0	0	0	0	0	3	0	32	0	0	0	0
f92fde51-6a19-6641-e040-11ac0c484074	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	431	10	0	0	0	4	1	0	3	0	33	0	0	0	0
f938b6f4-a457-c624-e040-11ac0c486fad	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
f939f757-a415-ad44-e040-11ac0d4868e5	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
f93abbbf-5e13-9b85-e040-11ac0d485718	432	9	0	0	1	1	0	3	1	0	30	0	0	0	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
f93dd46d-4611-e84e-e040-11ac0c483323	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
f93f4445-6f19-403c-e040-11ac0d48556f	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
f940cea2-7e79-e422-e040-11ac0d483224	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	443	0	0	0	0	0	0	2	0	0	24	0	0	0	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	184	11	60	26	78	236	5	79	0	20	24	1	7	39	10
f9718c44-c622-11e3-bf01-24c6515278c0	238	56	27	0	96	153	15	0	40	0	2	5	10	49	11
f9837a56-7244-4846-a63d-266e6a92f168	221	110	18	0	35	140	65	6	21	2	16	4	8	2	4
f9854144-d92c-46da-ac87-9d1fd7efe67d	154	179	97	46	0	108	268	0	6	0	42	0	0	0	0
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	232	232	73	0	164	180	0	16	43	78	86	0	15	10
f98de26b-c7d6-435d-81fa-1f1869da9087	193	138	0	314	0	102	218	0	7	0	100	107	27	7	0
f9a81200-5381-496a-8062-099f9e793618	320	73	0	83	0	53	111	3	5	0	2	35	3	62	1
f9c07ba7-152a-f624-e040-11ac0c484cd5	376	12	6	0	0	45	13	1	4	0	29	0	0	0	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	268	137	20	4	0	59	102	0	0	0	19	0	0	0	1
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	266	85	36	0	0	74	117	0	0	0	32	17	0	0	9
f9c0a12c-2651-d9ea-e040-11ac0d483201	334	51	11	76	3	57	96	11	31	1	7	0	2	37	4
f9c1df10-25b8-c8ae-e040-11ac0d486375	360	46	0	2	0	34	25	0	0	0	32	0	0	0	3
f9c23ce8-7f1c-9417-e040-11ac0d482562	307	96	24	0	0	48	106	0	0	0	21	14	0	0	4
f9c23d09-74e4-07f9-e040-11ac0d482577	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
f9c26646-d2b0-cf30-e040-11ac0d483918	184	213	18	59	0	39	294	0	35	0	10	125	0	0	55
f9c39eb7-39a9-6626-e040-11ac0d4870c2	225	200	115	27	0	0	295	0	0	0	12	36	0	0	8
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	345	88	24	8	0	20	106	0	0	0	16	0	0	4	3
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	301	131	64	53	0	12	203	0	4	0	9	6	0	0	11
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	102	0	0	28	232	164	0	0	713	0	160	184	44	56	46
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	378	48	5	0	0	21	46	0	0	0	23	0	3	0	0
f9c51617-3fcb-91c5-e040-11ac0d484abf	295	104	16	4	0	33	206	0	0	0	19	95	0	0	11
f9c52187-2e82-d58a-e040-11ac0d484fc4	374	42	29	14	0	19	68	0	0	0	22	2	0	0	14
f9c52414-385d-8cc7-e040-11ac0d485037	361	47	16	0	0	34	55	0	1	0	26	0	9	0	0
f9c650e7-9053-78eb-e040-11ac0d4874bb	183	173	0	139	82	49	323	18	0	129	119	65	0	0	23
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	373	44	1	0	0	33	27	0	8	0	29	0	0	0	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	424	2	0	0	0	3	2	1	0	0	27	0	0	0	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	307	80	20	4	0	58	92	0	1	0	20	0	0	0	5
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	453	4363	1187	0	217	112	7	0	547	363	184	132	204
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	356	28	0	60	6	0	70	184	0	0	0	3	0	203	0
fa2c3620-7e82-4b12-b135-87986f0f2890	161	0	0	110	14	114	80	0	606	36	0	0	0	0	578
fa4d35e3-fc38-4e26-a9e0-521a648acec1	298	109	0	0	0	68	58	0	0	0	19	32	0	6	2
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	177	169	0	0	0	140	75	0	39	5	30	44	4	2	5
fa5e2900-95e7-4700-9707-a329cd0c77fd	452	0	0	0	0	0	13	1	0	3	8	0	0	0	2
fa676301-902f-473f-8313-5bff34ae549a	264	5	0	63	28	170	0	0	12	27	0	3	16	18	10
fa6a60f5-8949-4e01-9435-d3117601627f	171	53	53	0	185	188	5	148	21	85	32	23	0	31	33
fa718a69-7d09-424b-90a3-4839ba7dc9b2	356	90	0	0	15	4	0	1	51	0	39	0	0	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	425	2	0	0	0	0	1	0	0	0	33	0	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	168	185	1	31	78	107	11	0	77	0	29	26	29	12	19
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	443	0	0	0	0	0	0	1	10	0	24	0	0	0	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	355	25	6	0	0	72	34	15	5	0	31	0	4	0	0
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	159	0	393	778	471	64	203	111	27	154	40	153	92	4	54
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	203	108	15	119	135	136	118	67	124	24	0	56	0	0	10
fabf1f6c-c622-11e3-bf01-24c6515278c0	85	82	31	114	146	276	46	53	25	38	14	23	45	19	17
fae88d21-171c-4df4-b258-3c5948a1034b	411	0	4	0	0	35	14	9	11	2	2	0	4	2	0
faff4626-615b-416a-b7a6-9d177dcc94a9	100	216	84	50	198	126	0	0	36	51	0	27	49	14	14
fb0c6353-a90c-45e2-9355-7cd16cf756ff	58	78	75	227	361	243	33	19	198	104	49	78	33	18	19
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	365	19	1	29	0	48	9	0	0	0	37	0	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	394	27	0	3	0	22	21	3	14	0	21	0	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	272	134	0	38	0	61	83	2	29	6	24	22	0	0	0
fb9135d9-2acf-41dd-8552-359e6b8c9470	24	69	339	531	1090	49	69	1141	0	157	0	119	0	0	430
fbd899a0-c622-11e3-bf01-24c6515278c0	146	115	64	71	54	181	78	0	26	25	29	0	2	0	31
fbea74b5-b1a8-4767-af7c-e179ce8da071	436	0	0	0	0	9	11	3	0	0	19	0	0	0	0
fbf937f1-5f30-470c-8a77-46cd1c41e073	367	19	25	0	5	58	49	3	1	0	24	9	1	4	0
fc009c3d-66fc-4b9c-ae43-014607e3723a	318	59	0	0	0	84	40	0	4	1	21	0	0	0	0
fc249113-83d4-4abe-8c80-a4f7305dcd91	278	0	19	280	632	35	0	133	293	90	124	173	16	63	9
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	118	153	0	3	318	223	8	12	6	41	24	6	9	0
fc447d51-cdc2-a180-e040-11ac0c4846a4	48	0	489	677	618	0	198	337	150	333	147	38	77	203	170
fc447d53-24d1-c83d-e040-11ac0c4846a6	191	11	29	362	421	144	118	211	31	123	58	72	191	25	3
fc447d55-95d8-0b34-e040-11ac0d483afa	15	75	64	152	284	293	0	0	301	0	37	0	6	54	13
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	337	96	149	3	118	195	0	69	13	42	50	3	41	8
fc453f67-6623-4e8c-b519-0bd79e4d4651	62	257	0	309	183	159	24	0	0	0	0	240	28	28	16
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3	73	85	193	0	297	249	0	300	2	28	0	49	0	20	26
fc639186-8302-798e-e040-11ac0c484cec	119	167	78	68	58	167	152	56	4	12	0	53	22	0	3
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	170	282	228	196	145	74	0	186	47	76	95	33	65	48
fc68c24d-47ad-7961-e040-11ac0c48595c	0	215	422	133	28	107	263	0	54	0	101	90	18	0	37
fc68e599-6a40-61dc-e040-11ac0d48700d	150	131	177	209	409	67	49	223	19	102	18	0	8	157	40
fc6d77a9-121b-48ab-a899-713c3d1319a2	0	222	299	137	0	137	262	0	8	64	68	102	0	23	22
fc78685a-7053-152a-e040-11ac0c480ded	105	163	40	64	209	197	0	0	0	24	0	17	0	26	9
fc7eb420-5c13-20bd-e040-11ac0d484574	8	241	402	279	0	17	312	0	101	145	132	183	0	58	11
fc7f8eeb-9c40-123e-e040-11ac0c484061	152	0	128	532	275	102	49	195	278	49	193	0	110	103	63
fc806c50-2f6e-418d-e040-11ac0d485f01	34	202	291	84	210	73	136	292	76	113	35	63	10	127	77
fc812906-d3b6-4210-a842-96f095280cbf	420	6	0	6	0	0	0	0	0	0	35	0	0	0	0
fc8130df-18fe-c74d-e040-11ac0d485df2	387	6	5	0	25	43	28	5	4	12	9	0	0	5	26
fc8130df-1bc2-c537-e040-11ac0d485de6	330	17	67	114	77	57	67	29	49	48	0	0	6	24	0
fc8130df-1cdd-cade-e040-11ac0d485dec	429	0	3	0	0	4	1	0	3	0	28	0	0	2	0
fc8130df-1e8f-c879-e040-11ac0d485df4	342	43	110	24	0	7	187	0	0	0	11	0	0	24	0
fc8130df-1f21-c8f9-e040-11ac0d485dfc	299	0	12	7	47	135	0	0	0	0	0	14	12	23	15
fc8130df-2211-cfcc-e040-11ac0d485dde	0	292	150	0	0	154	226	0	0	7	41	110	0	0	13
fc8130df-24d9-32f1-e040-11ac0d485df0	419	0	21	0	7	10	4	5	0	12	16	0	3	16	3
fc8130df-2628-304a-e040-11ac0d485dfa	302	68	69	15	1	55	85	0	17	0	22	0	3	14	21
fc8130df-297f-34a3-e040-11ac0d485e02	378	24	2	12	0	35	34	0	12	4	24	0	0	0	12
fc8130df-2ca4-39d2-e040-11ac0d485e00	407	8	2	8	0	21	3	0	2	4	18	0	5	2	5
fc8130df-2d5f-3b53-e040-11ac0d485dee	246	45	75	294	97	73	251	49	75	14	4	0	66	0	47
fc8130df-2e39-3814-e040-11ac0d485de0	285	32	0	134	0	96	96	0	0	0	80	55	0	0	0
fc8130df-30a5-3e6a-e040-11ac0d485de2	0	182	234	148	61	206	191	0	53	27	45	33	5	25	33
fc8130df-3147-3e94-e040-11ac0d485df8	382	36	16	77	0	15	58	0	10	2	37	1	0	0	0
fc8130df-3225-3f96-e040-11ac0d485dfe	175	207	0	197	14	59	127	24	6	0	10	0	149	0	0
fc8130df-3361-3c8a-e040-11ac0d485dea	280	77	0	100	0	75	155	0	4	0	0	0	17	51	7
fc8130df-34f8-22c6-e040-11ac0d485de8	259	69	35	99	43	76	106	0	21	0	9	56	0	59	42
fc8130df-35ac-2304-e040-11ac0d485dda	0	188	307	1032	127	0	313	0	0	58	201	650	0	422	44
fc8130df-6860-7677-e040-11ac0d485ddc	0	110	161	0	204	318	0	0	42	0	0	41	3	23	53
fc8130df-6977-7704-e040-11ac0d485de4	319	9	0	27	7	68	34	111	31	0	9	0	0	55	76
fc8130df-6bec-7627-e040-11ac0d485e04	0	273	300	318	87	35	192	0	23	161	116	84	0	0	165
fc8130df-897d-5404-e040-11ac0d485e0a	304	23	64	259	119	61	144	65	29	19	57	11	51	0	0
fc8130df-8e4e-586b-e040-11ac0d485e08	305	0	0	55	68	77	2	190	78	0	0	0	0	103	90
fc8130df-8ec8-5b1e-e040-11ac0d485e06	0	248	74	111	165	166	17	0	214	55	86	51	13	52	7
fc8130df-90ba-5d94-e040-11ac0d485e0c	0	105	224	341	224	218	25	0	77	176	151	9	0	12	67
fc8130df-e399-e34d-e040-11ac0c483279	325	34	48	25	0	69	104	0	6	0	27	0	0	0	0
fc8130e0-08dd-b996-e040-11ac0c48327b	189	77	50	290	208	31	171	578	31	98	0	155	132	250	81
fc8130e0-095f-b953-e040-11ac0c483287	351	38	8	0	0	47	33	0	9	0	34	0	0	0	0
fc8130e0-096a-b991-e040-11ac0c48327d	348	16	0	0	3	66	26	9	18	19	27	0	0	26	2
fc8130e0-09f1-b964-e040-11ac0c48326e	162	0	184	122	185	170	29	431	133	0	0	0	90	0	31
fc8130e0-0b9c-bbc9-e040-11ac0c483266	342	1	0	24	0	32	88	165	30	0	0	0	0	175	12
fc8130e0-0bc1-bba7-e040-11ac0c483289	338	0	10	32	63	99	0	7	0	14	7	0	16	0	2
fc8130e0-0bfa-bba4-e040-11ac0c48328d	385	7	3	4	0	41	10	0	0	0	30	0	2	0	1
fc8130e0-0c53-b432-e040-11ac0c483283	416	2	15	0	6	16	0	0	0	3	20	0	0	5	2
fc8130e0-0d25-b475-e040-11ac0c483277	419	0	0	0	0	16	0	0	10	0	22	0	0	0	4
fc8130e0-0db6-b568-e040-11ac0c483281	396	0	8	0	0	34	8	0	3	0	30	0	1	0	0
fc8130e0-0dcf-b558-e040-11ac0c483285	249	15	40	14	45	175	5	5	7	17	6	0	11	7	28
fc8130e0-0e1f-b54d-e040-11ac0c48326c	67	11	281	798	557	79	76	573	153	221	152	143	160	20	137
fc8130e0-0f1a-b6eb-e040-11ac0c48328f	0	3	428	471	225	279	99	0	4	29	119	105	33	0	51
fc8130e0-0fde-b756-e040-11ac0c48328b	208	0	0	0	173	163	0	0	241	0	67	57	49	12	49
fc8130e0-a38a-23b9-e040-11ac0c48327f	31	40	605	254	313	139	125	0	17	97	114	176	116	8	48
fc8130e0-a39a-23b5-e040-11ac0c483270	336	46	2	2	0	61	64	0	0	0	23	13	0	0	0
fc8130e0-a538-dda3-e040-11ac0c483264	80	64	230	163	204	175	58	387	67	90	8	52	186	0	55
fc8130e0-a539-dda8-e040-11ac0c48326a	282	0	105	260	241	59	29	173	111	100	25	27	155	0	9
fc8130e0-a774-d834-e040-11ac0c483268	123	159	129	161	57	120	244	67	29	6	0	0	1	43	67
fc8130e0-a8b4-d80d-e040-11ac0c483272	248	8	0	23	76	185	2	0	27	11	1	6	52	0	12
fc8130e0-a94d-d9d0-e040-11ac0c483262	273	17	0	255	82	45	112	410	64	113	0	55	312	0	19
fc8130e0-ad63-b804-e040-11ac0d485e10	195	237	0	0	10	25	30	0	162	0	57	33	0	18	1
fc8130e0-ad66-b82e-e040-11ac0d485e0e	299	14	50	4	112	84	11	0	0	0	0	5	137	0	0
fc8130e0-ad8a-b832-e040-11ac0d485e14	416	0	39	8	56	11	38	67	36	21	1	0	0	0	0
fc8130e0-aed2-bb2f-e040-11ac0d485e12	187	82	65	139	53	151	103	0	28	9	19	0	12	42	28
fc8130e2-f2ef-d096-e040-11ac0c483293	228	32	37	26	27	187	0	0	0	4	0	12	19	24	6
fc8130e3-01ba-c740-e040-11ac0c483291	0	170	473	13	501	89	50	0	79	175	43	175	64	17	66
fc8130e3-023d-c7d4-e040-11ac0c483295	95	88	151	227	365	226	21	92	0	0	0	134	0	22	8
fc8130e5-18b8-ef38-e040-11ac0c483297	185	39	21	119	114	150	82	259	0	105	16	0	6	130	67
fc81312a-99ae-7672-e040-11ac0c4832a2	295	0	164	63	198	53	13	242	21	0	27	0	3	147	20
fc81312a-d451-38fb-e040-11ac0c4832a4	333	0	21	13	4	98	6	0	0	0	31	0	0	3	2
fc813235-5ed8-7695-e040-11ac0d485e3e	0	31	773	157	384	87	120	185	187	134	39	14	131	28	96
fc876f51-0577-3b53-e040-11ac0d48515e	415	8	9	14	0	0	34	0	0	0	36	0	0	0	0
fc876f5c-8339-bc9c-e040-11ac0d485160	295	105	38	63	0	0	368	0	0	9	31	137	0	0	0
fc876f66-ff0d-f338-e040-11ac0d485162	345	62	0	9	0	0	3	0	0	25	42	0	0	1	0
fc8edf46-2005-1af4-e040-11ac0d481414	102	0	415	251	201	0	160	13	359	461	289	0	185	24	51
fc93369d-3ffb-1b53-e040-11ac0c4852ba	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
fc93b9ab-760a-5223-e040-11ac0c482177	49	145	128	110	252	201	38	103	138	32	41	56	11	11	20
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	415	18	0	0	0	0	0	0	0	0	29	0	0	0	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	420	10	0	0	0	0	0	0	4	0	28	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	425	5	0	0	0	1	1	0	0	0	27	0	0	0	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	334	30	0	0	0	72	32	0	6	1	28	0	2	0	0
fc9500f3-e7d0-9820-e040-11ac0c48617e	366	0	0	0	0	64	13	4	18	0	21	0	0	0	0
fc950c33-faa4-0241-e040-11ac0c486786	328	60	0	90	94	30	46	172	32	0	5	13	57	0	0
fc95d5ce-6899-62f1-e040-11ac0c486011	119	161	27	0	0	197	99	0	0	3	15	43	0	5	3
fc962061-8ab0-42b3-e040-11ac0c4810cc	186	47	41	66	6	206	144	0	2	0	28	23	9	4	11
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	223	131	61	43	0	84	268	0	9	0	11	43	0	0	4
fc968a86-32e3-ee88-e040-11ac0d487adb	231	123	0	51	9	113	66	1	38	11	16	0	4	5	5
fc969f27-bdc6-cd03-e040-11ac0c48577e	272	103	44	50	2	71	149	0	2	3	0	0	18	0	2
fc96e36c-67f1-4c02-e040-11ac0d48393d	426	8	1	9	0	7	3	0	0	3	16	0	4	0	0
fc96f0df-ef04-411e-e040-11ac0d484291	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
fc975588-6e70-b496-e040-11ac0c484689	308	27	15	30	0	120	22	0	0	5	24	0	0	0	2
fc97c1c5-9f4a-be90-e040-11ac0c480992	253	114	0	28	9	96	69	1	20	4	31	11	0	0	0
fc990cee-3a1e-9d45-e040-11ac0c484ab3	313	9	17	6	5	112	16	0	7	18	43	0	0	0	3
fc99832e-a4ae-8259-e040-11ac0c48131c	384	0	9	0	0	46	12	3	1	0	28	0	0	0	2
fc998aec-57dd-eab2-e040-11ac0d48680a	427	0	0	0	0	0	0	1	0	0	30	0	0	0	0
fc99b734-7f61-88d1-e040-11ac0c482e88	420	0	0	0	0	8	0	2	2	0	32	0	0	0	0
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
fc9d5fc6-546f-27b7-e040-11ac0d485f87	433	4	2	0	0	4	4	0	0	0	27	0	0	0	0
fc9d5fc6-719b-0525-e040-11ac0d485f83	406	14	2	0	0	24	19	0	0	0	28	0	0	0	0
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	205	81	59	164	56	153	0	0	0	0	0	0	24	48	11
fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa	442	0	0	0	0	0	0	3	0	0	29	0	0	0	0
fc9d704c-0cfb-0407-e040-11ac0d486980	331	48	14	0	0	66	56	0	2	2	14	0	0	0	0
fc9d93b6-77c6-8719-e040-11ac0d487dec	321	53	14	9	0	60	47	0	0	8	31	0	0	0	0
fc9d93b6-92e8-acb7-e040-11ac0d487dee	275	170	3	19	2	27	116	0	27	0	13	0	2	0	8
fc9dbf68-4599-3c64-e040-11ac0d481623	176	124	91	211	21	104	183	10	29	32	32	0	23	58	0
fc9ef456-75a2-5967-e040-11ac0c484477	171	27	19	30	8	234	40	1	25	6	26	3	7	5	3
fc9f6916-da31-ab17-e040-11ac0c4808f3	0	109	618	344	391	124	55	43	25	6	112	86	28	39	41
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1	89	0	805	453	428	0	102	0	129	183	190	60	60	73	43
fc9f9295-01f6-a9e0-e040-11ac0d4845af	287	137	0	17	0	46	96	0	20	0	17	0	3	0	1
fc9f998b-cc72-f6ea-e040-11ac0c482425	373	86	0	19	0	0	112	0	0	0	4	33	2	7	0
fca04929-586a-0594-e040-11ac0c48099d	356	41	6	0	0	38	52	0	1	2	28	5	0	0	0
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	400	254	180	0	0	440	1	67	6	0	171	4	0	55
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	141	176	0	286	0	147	94	0	0	33	72	31	13	6	0
fca1c663-dec0-db39-e040-11ac0c486140	442	0	0	0	0	0	5	0	0	0	27	0	0	0	0
fca2d62f-2756-939e-e040-11ac0d4865e6	392	16	4	0	0	22	11	0	0	0	29	0	0	0	0
fca3f7d0-2231-661c-e040-11ac0c4832fd	118	10	55	102	311	215	26	714	63	190	0	100	0	34	66
fca6150f-d555-a29e-e040-11ac0d4873b2	39	182	230	434	434	114	167	382	13	141	21	162	65	13	51
fccb865d-83ed-4bfe-ad84-0689813ae977	363	0	0	0	0	71	11	2	0	0	24	0	3	0	4
fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c	39	235	36	140	4	195	89	0	4	0	78	65	0	18	16
fd163b56-1c2d-4e63-9fad-ba3221ae274b	410	24	0	0	0	12	5	0	0	0	29	0	0	0	0
fd504153-3cf6-44b9-99d5-21961ebac188	54	350	66	267	82	15	178	48	108	54	67	20	51	0	39
fd74de4d-6973-4597-a541-e8a13d80ad55	396	15	2	9	0	36	27	0	0	0	28	0	0	0	1
fdbd0277-ddbf-4cc5-8ec3-3644b9553627	171	27	78	16	133	225	17	21	33	17	32	0	29	0	17
fdf7dfb7-9285-46b3-be60-672164507705	247	62	0	36	0	132	106	0	0	0	29	15	0	7	0
fdf9a814-c622-11e3-bf01-24c6515278c0	361	44	1	0	13	35	19	0	5	0	15	6	0	0	29
fe04d042-a4cc-4a14-8197-415ea40951aa	0	161	283	86	0	212	248	0	79	24	55	65	0	10	6
fe083d2d-d088-4ac1-825b-8c5bbfe974ac	312	35	4	2	4	91	17	11	52	0	37	0	0	0	0
fe4611c2-bd37-4605-adfe-60efe0392b03	433	0	0	6	0	17	0	1	3	4	17	0	0	5	0
fe63d42b-d471-45b6-9bdf-1a3b55465d37	430	1	0	0	0	27	22	0	0	9	0	0	0	2	1
fe8c62a6-c113-46e8-ab91-fdb90bb6a59f	198	82	66	393	217	78	19	249	0	40	0	16	0	211	38
fe96d91c-3686-4125-af71-b8703a011ad4	143	24	68	432	206	189	32	10	26	89	6	0	87	155	42
fea5827b-251d-474b-8713-fc76db995fe7	0	124	288	0	376	166	0	0	253	110	48	100	0	79	37
fec30898-f86b-4207-aa78-de77142c8f50	337	7	0	0	0	93	24	3	4	1	31	0	0	0	1
feccc27e-5c2e-4339-8746-0945fee93c1e	276	81	16	92	31	69	82	44	34	0	19	14	11	61	23
feccee20-a62d-4152-b832-b9fdaca87a61	133	72	261	204	271	128	0	619	104	0	43	274	20	16	7
ff3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39	0	126	188	215	386	204	23	0	0	155	0	115	0	0	259
ff870342-f0d6-4450-8f9c-344c046a0baf	283	124	8	16	0	46	127	0	54	0	33	27	0	1	10
ffa976f0-aa60-4867-842e-361afa7d68ac	432	13	0	0	0	0	10	0	0	0	25	0	0	0	0
ffad9288-c622-11e3-bf01-24c6515278c0	126	131	63	171	0	168	262	4	27	0	40	83	0	0	12
ffb4f42b-58e9-40c3-8963-11804f041375	209	213	0	59	0	57	108	0	0	0	30	26	0	0	0
ffdd4feb-aca3-4104-b1e8-954d705a6450	235	54	26	40	47	159	0	0	33	0	32	2	5	4	4
ffe4bb51-e98a-41a7-a4e1-c3970386889c	256	104	116	0	0	69	134	0	31	0	8	17	2	9	0
PD10010a	0	341	190	12	229	10	0	152	143	403	116	29	19	22	16
PD10011a	65	70	388	0	368	164	4	78	2	178	83	0	0	21	19
PD10014a	0	221	530	0	77	11	173	56	96	476	120	0	0	38	36
PD11326a	50	0	1194	0	90	0	462	26	329	0	0	0	20	22	24
PD11327a	0	0	1241	0	465	0	0	545	650	145	85	0	19	0	30
PD11336a	300	77	60	15	27	37	42	57	26	13	38	0	76	0	0
PD11337a	110	279	83	19	0	4	145	100	150	269	50	0	33	32	22
PD11338a	15	386	0	0	11	0	3	32	107	413	227	0	0	0	0
PD11339a	5	358	107	0	230	53	0	299	51	284	0	0	25	73	93
PD11340a	0	85	524	114	310	151	16	214	49	332	156	0	0	43	27
PD11341a	164	74	90	0	1	203	115	0	50	11	4	0	0	17	2
PD11342a	2	320	15	1	0	129	31	18	216	244	63	15	7	26	13
PD11343a	0	250	224	29	193	92	0	143	82	425	0	0	33	110	52
PD11344a	0	352	135	0	33	0	228	105	143	470	156	0	17	0	0
PD11345a	51	26	737	155	365	0	0	422	162	469	78	0	165	68	70
PD11346a	73	111	522	0	167	0	0	548	44	378	67	0	186	105	103
PD11347a	37	321	115	0	29	0	85	119	149	386	153	0	32	0	51
PD11348a	8	333	131	0	47	0	127	75	165	460	155	0	66	18	22
PD11349a	55	39	616	0	244	35	0	458	178	346	126	0	54	53	133
PD11352a	47	410	23	21	0	0	120	0	114	193	81	43	8	0	14
PD11355a	90	0	45	141	3	337	72	0	13	6	49	0	9	0	8
PD11357a	35	291	159	0	187	82	20	25	23	331	8	52	26	84	23
PD11358a	0	364	119	37	0	0	69	0	238	397	211	0	0	0	0
PD11359a	0	423	51	30	0	0	166	0	118	308	158	44	0	0	7
PD11360a	49	155	202	0	134	144	0	211	85	290	47	0	28	115	6
PD11361a	0	384	58	0	0	0	90	0	450	300	136	18	0	0	16
PD11364a	0	239	87	108	107	154	23	0	173	304	27	15	27	61	29
PD11365a	9	222	165	92	89	171	0	0	113	201	1	23	20	78	47
PD11366a	26	348	82	0	293	58	0	0	119	119	33	112	13	75	58
PD11367a	73	318	129	56	76	0	138	51	145	204	71	0	24	0	67
PD11368a	66	126	439	168	286	0	93	264	144	525	18	0	0	109	88
PD11369a	119	107	329	217	133	10	6	329	62	375	140	0	130	0	60
PD11370a	20	426	2	47	4	0	38	0	115	250	158	53	0	0	25
PD11372a	98	310	103	0	46	0	136	12	96	279	69	11	0	39	11
PD11374a	0	337	171	0	0	0	218	180	141	486	69	0	0	20	26
PD11375a	65	345	0	0	20	31	35	68	153	250	126	0	0	0	18
PD11376a	98	217	110	13	0	41	42	74	142	364	103	0	0	31	35
PD11379a	161	58	140	137	23	184	175	14	59	25	16	0	29	0	34
PD11380a	65	364	41	38	39	0	76	8	143	275	95	18	19	29	5
