Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB	SBS80AC
37c913e6-9ce5-4338-8849-b5bf7862d36a	388	30	0	0	0	0	0	0	0	3	0	0	20	0	15	0	0	0	1	0	0	1	0	0	0	0	0	0	0
37d0cf1b-1743-4852-8073-372b16b5c17d	202	153	53	11	9	3	30	0	0	17	4	0	25	15	11	7	6	6	0	3	0	1	2	2	0	2	4	0	1
37e5d47b-851b-47de-ba6a-fd2835644011	233	159	0	15	0	14	4	46	40	18	53	32	32	15	48	0	2	0	1	1	100	0	0	0	0	0	0	0	2
380593d8-c623-11e3-bf01-24c6515278c0	93	186	52	0	20	74	114	8	32	10	0	0	17	27	0	12	3	5	5	1	7	1	13	1	4	4	5	5	2
384ef419-ee94-4563-9237-236fddeb4b64	63	198	9	38	53	105	116	27	51	7	23	4	32	39	27	68	0	3	17	10	6	3	27	1	1	9	5	0	2
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	164	171	42	19	29	21	43	0	6	16	10	0	25	28	6	0	2	2	0	13	0	6	0	0	5	9	6	0	2
387c6519-6529-4074-a5ab-00f8052a5732	86	172	105	153	59	12	56	9	18	77	11	18	36	22	24	37	10	6	15	4	7	1	1	0	14	2	0	9	21
388a8875-c3f5-494e-8456-28be8d3626e1	179	199	48	19	5	0	0	2	0	22	17	0	29	6	6	1	0	1	1	5	0	2	1	0	0	0	1	0	0
38d8e626-c622-11e3-bf01-24c6515278c0	151	166	94	16	5	0	46	0	0	34	24	0	32	9	10	1	5	3	3	3	1	0	3	0	0	1	0	1	1
3914c02e-44ad-4c96-8464-61aa95b42c49	138	231	42	39	40	0	0	2	0	46	55	31	32	25	0	11	4	5	2	0	0	13	4	0	4	0	25	0	1
391a949d-217a-472c-a6d4-80e548039684	301	97	4	82	0	0	0	0	0	44	17	30	27	0	5	0	0	0	1	0	45	1	0	0	0	1	0	4	2
3933c60d-73d6-4f74-ae02-fd545fc1f092	40	166	102	338	150	102	19	21	144	20	60	155	49	101	108	0	19	14	75	6	65	7	24	38	53	4	0	1	6
3935af50-d992-4430-9909-e688347aead9	370	49	0	2	0	3	0	0	0	0	0	0	26	1	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0
39458b0e-c623-11e3-bf01-24c6515278c0	205	119	76	9	28	0	29	8	0	37	23	0	29	8	7	0	7	2	2	1	8	0	1	0	1	4	1	0	1
39520be3-a2af-4189-acf4-9d239363333a	138	172	22	26	61	29	56	6	0	59	71	0	35	37	17	11	11	7	1	6	0	5	14	0	0	0	42	0	3
39a5d94d-e8c8-4057-be96-362ffbafb94d	354	75	0	4	0	0	0	0	0	10	0	0	22	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	211	141	35	48	33	10	25	0	0	48	10	0	34	0	8	10	9	1	6	6	0	1	1	0	0	6	0	6	4
39c476fd-273b-4136-874c-53352f1be008	288	94	13	11	21	17	31	4	0	30	8	0	18	25	24	11	5	0	3	0	1	0	5	0	1	10	2	0	0
39c55051-e1bc-4081-962a-17205645de45	351	57	5	36	2	0	5	0	1	11	6	0	21	11	14	0	0	0	0	7	0	0	0	0	0	0	0	27	0
39c6c3b3-4683-4d11-984c-ed589188da65	141	162	52	207	77	43	13	0	7	132	71	26	46	23	53	3	29	7	0	1	0	2	5	0	15	5	26	0	77
39d38c06-3779-4ca4-b103-1d096f93dae8	172	198	1	82	78	1	18	0	0	66	16	0	34	11	11	0	1	0	2	0	0	0	25	10	1	0	2	0	1
39e32615-0160-4f13-b330-50748f5d87ed	220	97	60	10	50	0	64	0	0	45	5	0	31	0	5	0	0	3	0	5	2	0	0	0	8	0	0	0	0
3a18aa52-b6e2-4d03-ad05-ef99d653f0e0	201	189	39	29	0	0	0	18	3	5	20	4	39	20	10	4	0	1	3	0	0	0	1	2	4	0	1	0	4
3a49a936-c623-11e3-bf01-24c6515278c0	211	162	45	36	0	1	18	0	5	12	4	1	25	13	12	0	0	3	1	0	0	1	10	0	0	0	0	8	0
3a551616-4840-4111-a8c5-b4aa773d82c2	0	72	222	97	149	238	16	142	99	69	154	52	50	149	74	115	55	21	22	21	2	15	38	0	17	10	115	0	35
3a5eaed6-fcfd-437a-b61c-fd3725c64717	64	123	138	135	96	37	85	0	175	3	51	102	0	54	10	0	0	32	15	10	21	14	68	0	45	2	0	0	7
3a6bce45-0431-49d8-82df-b1d9a738e5a6	58	51	221	231	125	137	36	49	193	17	34	36	26	77	91	0	24	21	67	51	19	11	15	40	12	6	0	16	14
3a81f733-b3a3-4578-b925-a663612bc92c	256	96	0	0	20	0	68	3	0	20	0	1	24	0	16	13	4	0	0	1	3	0	4	0	1	0	0	0	1
3ace181a-23bd-424e-a87e-e0c01a2a2cb8	406	24	0	0	0	0	0	0	0	6	0	0	18	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3ad44032-01fb-4f84-b880-f01bb13a4359	285	124	4	0	0	0	6	0	0	29	6	0	4	1	15	9	0	1	0	0	12	2	0	2	0	1	1	1	1
3ae3ce4a-54ec-4c3b-83f2-845696ea0fa1	347	69	0	2	0	4	20	0	0	3	0	0	14	16	15	0	0	0	0	1	0	1	1	0	1	0	2	2	1
3afae3fb-2d87-4724-a589-d31cce1f4c28	404	23	0	0	0	0	0	0	0	5	0	0	20	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3afb3f57-545a-4ed5-9461-2fcb28d89399	245	143	3	6	27	0	30	0	0	17	4	0	24	10	13	0	0	5	0	3	0	3	0	0	1	1	1	0	0
3b02a7a7-e5bc-4e77-b691-521603630b00	169	172	0	137	20	5	21	108	58	49	16	67	19	13	60	15	0	7	105	5	0	0	0	8	0	0	0	0	4
3b20d548-2a7d-4031-85a1-425ca7201d7a	0	0	209	268	311	193	0	307	254	102	187	0	83	151	134	56	122	39	33	48	104	25	13	28	24	34	3	0	16
3b399659-8302-428a-9c97-1e7b455c9c2f	292	67	30	18	19	21	43	0	52	0	0	27	0	15	19	0	1	1	19	4	4	1	12	0	1	1	1	1	14
3b41cb48-c623-11e3-bf01-24c6515278c0	75	138	86	37	46	14	154	6	11	49	7	0	24	33	25	13	5	7	5	0	0	6	20	2	12	0	0	3	1
3b4ff158-c6d8-4a26-9568-0634ddb4a609	377	40	0	0	0	0	0	0	0	1	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	43	121	118	46	101	5	150	0	3	75	31	0	40	32	24	17	28	4	6	8	22	2	0	0	0	1	9	0	19
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	167	193	29	44	33	0	28	0	0	43	9	0	29	0	6	7	2	0	2	0	6	2	0	0	1	1	0	3	2
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	18	85	154	176	78	141	146	61	95	76	76	44	40	110	66	33	44	14	8	16	27	50	51	9	17	26	0	0	2
3b7810f7-f8ff-4d62-b766-3ba06170194c	323	90	0	34	3	0	6	0	0	23	12	0	25	5	13	2	3	0	1	13	0	2	1	0	0	0	0	5	0
3b8ab548-6669-4142-9612-cafded0d7a23	182	78	83	50	72	0	86	0	0	76	19	0	36	0	9	0	0	2	1	12	0	1	2	0	7	0	15	6	1
3bacc189-01b8-46cc-a442-f393c0f428c6	85	199	94	88	42	30	35	0	0	56	10	0	40	21	26	1	13	6	1	3	0	4	24	16	5	2	0	0	2
3baecfba-6977-4374-8bc9-22240abad9b5	352	57	0	0	5	0	10	0	0	0	0	0	26	2	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3bb25b72-ceb1-4169-891e-339f22cb0f03	370	62	0	0	0	0	0	0	0	30	0	0	1	2	16	0	0	1	1	1	1	2	1	1	2	1	1	1	0
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	14	171	131	52	99	34	87	13	11	62	81	0	47	70	32	44	16	2	5	16	54	11	5	0	1	15	0	0	2
3bfbc33d-804b-4bb3-97ac-97563d77b13d	100	172	81	144	1	0	76	29	8	53	15	13	42	23	13	2	3	6	12	11	3	1	5	0	7	0	6	0	2
3c019b2f-52ec-40a8-99b5-98c1423ce627	260	112	9	44	0	0	52	0	1	38	32	0	22	11	22	19	0	0	3	2	0	0	0	7	0	5	0	7	3
3c2b1509-1eb9-4b79-9569-57810f291499	36	161	153	145	62	8	83	0	15	59	51	0	44	57	16	11	1	12	5	3	8	0	39	13	1	7	3	2	4
3c30b10e-c623-11e3-bf01-24c6515278c0	156	224	22	9	33	16	14	0	0	14	8	0	33	17	15	1	2	1	0	1	3	1	1	8	0	1	0	0	4
3c78970e-c622-11e3-bf01-24c6515278c0	304	109	0	0	1	14	6	0	10	2	1	0	2	19	16	0	0	2	5	1	3	1	3	4	1	1	2	4	2
3c86ba21-7b11-4ec7-9d20-a2325197c676	102	198	2	75	2	13	81	48	75	11	41	73	24	33	47	5	12	8	4	0	37	2	0	55	5	32	0	0	0
3c92c0e9-68e0-4354-8ed1-b6506878145d	232	137	0	26	33	0	55	0	0	37	1	0	26	0	13	0	0	0	1	0	2	1	0	0	8	0	0	2	3
3c963890-6e79-4b16-a4aa-bac04938b4d7	0	164	46	513	79	214	0	54	117	169	329	877	134	160	226	61	145	12	19	23	0	2	102	0	444	13	15	5	14
3d400522-c623-11e3-bf01-24c6515278c0	103	229	68	61	10	9	25	1	0	35	7	0	31	19	7	6	4	2	4	1	1	3	3	1	1	0	1	1	10
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	294	87	17	19	2	0	36	0	0	25	11	30	21	5	18	0	2	16	1	1	0	2	0	0	0	0	7	0	0
3da169e8-844a-4eee-b794-a2eb81db779a	121	164	27	16	36	31	102	68	22	66	49	0	30	2	36	0	0	1	3	3	0	30	1	9	2	5	11	0	1
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	0	0	208	421	253	199	20	99	192	69	62	276	71	116	175	58	73	58	8	3	10	15	38	219	9	18	0	37	11
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	324	0	0	24	0	24	0	100	82	23	154	662	77	45	192	11	106	65	0	0	0	49	20	0	175	0	0	0	0
3de261ea-6478-4f96-8ca1-30be130e945f	358	66	0	0	12	0	0	0	0	10	1	0	25	0	15	0	0	0	0	0	1	0	0	0	0	2	0	0	0
3e012b50-06d1-4120-971b-5e54139b00ee	122	171	70	108	80	4	18	7	0	26	13	95	60	48	0	15	0	1	2	2	20	0	0	0	0	0	92	0	0
3e1180a5-149c-4e6c-9a29-696e3ba567e3	386	30	0	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e2a85d0-c622-11e3-bf01-24c6515278c0	264	90	27	11	0	4	59	0	0	17	7	0	24	8	14	0	0	2	3	0	1	0	0	6	0	0	0	5	0
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	11	114	132	0	134	115	141	49	70	26	41	34	46	43	50	32	39	21	27	13	13	5	13	1	28	1	10	4	4
3e604a1c-b95f-44ff-9723-e2fac845da3b	99	154	148	38	15	7	59	11	18	36	27	2	33	24	23	13	16	1	8	3	0	3	9	5	0	1	3	8	1
3e68233a-c623-11e3-bf01-24c6515278c0	122	174	89	13	87	55	10	46	11	16	35	0	49	44	13	0	0	4	18	7	0	4	0	0	0	2	4	0	29
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	51	60	54	175	34	165	156	224	96	67	17	215	23	37	178	58	60	42	63	37	5	29	12	0	0	21	32	15	0
3e7a30e6-2202-40bd-bfc1-0383604050da	365	54	0	29	0	0	0	0	0	19	1	1	24	0	14	0	0	0	0	0	14	1	0	0	0	0	0	0	0
3e7ccab5-5b1d-4147-b907-77cab8f0837e	166	183	81	15	18	0	4	2	0	21	10	0	33	9	8	4	0	2	0	0	7	2	0	0	3	0	0	2	1
3e86e68b-d083-4450-b056-4cd0f8d4a084	278	131	9	2	40	16	0	6	0	23	1	0	30	1	15	0	0	0	0	1	8	0	0	0	0	0	0	0	3
3e8a2c90-e747-4a22-bc9e-0b062479fec2	355	74	0	6	0	0	0	0	0	7	0	0	23	0	16	0	0	0	0	0	1	0	0	0	0	0	0	1	0
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	288	126	0	1	10	0	0	0	0	8	6	0	23	9	14	0	0	0	0	1	8	0	0	0	1	0	0	0	1
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	36	175	52	15	83	48	174	8	14	42	1	0	34	34	23	5	7	3	5	7	0	6	9	6	4	1	0	0	18
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	332	77	0	0	13	0	19	0	0	17	11	0	26	0	13	0	0	0	0	0	0	0	0	0	0	5	0	0	0
3f039593-91d1-43cb-a06b-41e92f7e8d20	403	24	0	0	0	0	0	0	0	3	0	0	22	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	187	132	27	33	29	0	78	0	0	42	22	0	30	9	7	0	0	1	0	2	0	3	20	0	0	1	0	1	0
3f3aff50-d71b-44af-85d4-f81e813ea420	363	35	0	0	0	12	32	0	14	0	0	0	2	9	11	0	0	1	5	2	5	1	1	2	1	2	4	3	3
3f72f750-5666-44e7-acaf-a912d89475be	349	67	0	0	1	1	15	0	0	9	0	0	22	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f98d326-5676-4257-9af8-0a5f5d3c2527	0	60	146	280	30	175	179	43	185	8	116	295	60	72	76	11	12	14	33	0	14	26	9	103	6	46	105	0	8
3f99ae0e-c623-11e3-bf01-24c6515278c0	216	127	27	15	15	0	57	0	0	26	7	0	23	8	11	0	5	3	1	3	0	2	0	0	0	4	0	2	3
3faeb03e-c622-11e3-bf01-24c6515278c0	0	98	228	354	61	155	99	0	260	8	114	0	0	91	0	0	0	14	4	9	19	11	125	0	124	9	0	0	9
3fb8f017-576f-4901-b8bf-3a58e5d43de3	235	118	12	22	55	0	34	0	3	31	12	0	23	13	22	12	0	0	4	7	0	0	4	0	1	0	27	0	4
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	128	178	25	23	2	2	99	25	86	2	5	8	0	3	10	18	0	7	5	0	3	4	2	31	1	5	8	0	2
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	315	96	9	50	0	1	0	0	0	21	10	0	25	12	19	1	0	5	0	7	0	0	4	0	0	0	0	14	0
4019c219-c51e-479f-8a9d-cfa6816ed696	243	158	0	73	0	0	3	29	37	20	12	19	25	6	23	11	0	0	4	0	0	1	2	5	1	0	0	0	39
40378b7a-a65d-4510-aaba-a34c4058fac7	136	137	53	24	34	41	111	23	44	7	8	0	15	37	16	0	5	2	2	1	0	4	7	11	10	4	25	4	10
408ed640-75f6-4346-bdd0-3b93c51adae5	303	89	0	0	10	0	41	0	0	19	3	0	22	0	14	0	0	0	0	1	0	0	0	0	0	0	0	1	3
40b1e928-c623-11e3-bf01-24c6515278c0	182	163	49	10	0	0	49	3	4	13	12	0	24	18	15	2	1	5	4	3	0	3	1	0	1	1	0	3	1
41027c0b-85af-4c78-bba0-0da63cd75fa9	69	114	177	198	116	43	49	0	0	187	66	5	61	0	6	60	0	31	1	4	13	7	13	0	15	8	0	7	2
41840dc1-5ea2-4f01-a0d4-8b65add641c8	25	192	172	16	31	11	64	0	30	4	68	0	8	76	0	0	6	3	6	6	15	13	0	11	7	10	6	0	4
418a3dec-96ff-4719-becb-e1a8260cce2f	79	151	105	60	42	35	102	28	39	10	22	59	24	69	19	10	8	3	7	13	4	46	8	1	0	5	12	0	4
418e916b-7a4e-4fab-8616-15dcec4d79f8	0	0	148	907	67	392	0	361	545	17	179	75	118	90	143	74	31	121	57	42	173	47	19	53	48	30	0	29	52
41a7b031-d928-4a1f-891b-82fb3f6d548f	0	108	108	781	0	128	114	63	370	42	128	123	51	95	173	18	9	11	38	0	0	132	78	81	15	62	0	1	48
41c565a9-d44a-447f-85c0-98f23bfee1b3	202	132	60	32	44	1	37	0	0	71	67	0	39	1	5	0	0	0	10	1	0	5	1	0	4	14	0	0	1
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	200	136	41	62	65	0	41	0	0	67	21	2	26	12	8	6	2	1	1	29	0	5	0	0	0	1	14	0	0
41dba8d1-8aad-474c-a82b-20b28ab818bd	169	135	52	30	5	0	88	0	0	36	7	0	27	0	10	13	0	3	0	0	6	0	4	0	3	1	0	0	4
41de507a-c623-11e3-bf01-24c6515278c0	107	154	127	66	0	15	79	0	11	32	5	9	28	21	9	0	0	8	5	1	0	3	10	0	4	5	5	1	4
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	184	125	0	194	6	66	43	75	20	126	45	96	21	8	82	0	20	65	43	0	0	0	2	0	0	3	0	0	69
42465bbd-289b-4e96-98fe-76809c5e1520	0	20	291	120	47	286	67	169	230	0	100	128	52	69	96	49	39	49	30	63	0	24	42	30	4	19	51	0	0
4255582e-c622-11e3-bf01-24c6515278c0	121	158	56	104	31	0	95	7	0	73	4	0	28	9	11	8	1	2	2	1	0	0	2	0	4	0	48	0	2
42629ae0-9410-4fac-8df1-2c276467deb5	44	52	218	195	76	170	74	29	92	67	89	83	47	90	99	59	69	16	29	0	6	17	32	0	41	11	12	42	8
4283773c-c04b-4f33-a398-f3566f6d293a	79	17	159	53	56	40	199	101	168	6	22	40	6	0	9	20	0	11	1	23	0	25	41	0	5	18	27	3	6
428c100f-d7d0-4860-a8fc-2bae6a4bba95	79	193	96	34	66	100	43	0	68	32	49	0	20	37	26	0	27	3	18	9	0	7	14	2	18	1	5	22	4
429aad6f-816d-4739-baa3-b0ebf2fcd501	46	139	73	48	87	6	181	0	16	84	57	0	28	30	26	26	14	7	23	23	0	8	3	13	1	4	0	0	0
42a548f0-d86a-4273-8bda-be0fe6a53b20	71	120	133	100	71	29	90	0	0	117	65	0	49	6	0	54	0	6	10	0	23	7	10	0	1	14	0	17	0
42af8f74-fd4b-486d-bc11-db53cc471d62	18	65	117	60	79	0	260	5	0	80	27	0	28	40	4	28	22	8	6	16	9	3	9	4	1	9	1	1	1
42d20028-0ddc-4dac-9f05-d674f8915f21	187	207	27	39	0	0	0	0	0	31	24	0	30	0	13	26	4	5	1	5	0	3	7	2	0	1	0	0	0
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	211	172	37	13	8	0	6	0	0	20	17	0	32	3	9	0	4	0	0	0	1	3	0	0	1	0	0	2	0
42e92d78-c623-11e3-bf01-24c6515278c0	131	180	61	5	0	12	79	12	4	27	26	0	22	25	10	5	0	3	8	3	0	3	7	0	4	1	1	0	2
42f00950-09c9-461a-8423-d5b04a96af10	14	211	117	183	0	116	31	89	59	41	77	139	47	83	77	15	0	10	5	0	0	52	1	49	94	5	0	0	19
42f88b95-fa12-47c7-93f1-cf72f207291c	368	61	0	0	0	0	0	2	0	4	2	0	17	7	15	3	0	0	0	0	0	5	0	0	1	0	0	0	1
43206cb7-787d-4f68-8019-55e8585c4b4d	306	110	6	8	3	4	4	0	0	15	4	0	21	7	17	4	0	7	0	0	0	1	3	0	0	1	1	0	0
436af904-65b2-4196-ad8c-a4e98081ee41	303	122	0	0	0	31	1	0	33	0	0	0	2	6	10	0	0	5	6	1	13	1	1	0	1	1	8	2	1
43aa4123-0fe2-4071-8a81-cbdd0410b917	136	95	111	28	95	65	87	6	92	19	38	0	14	45	21	0	14	55	2	10	9	0	11	6	2	1	20	0	4
43b675e0-22e0-42d6-a060-afc93e22ac95	42	129	171	53	20	62	80	0	0	69	58	6	62	0	0	160	0	0	5	6	0	5	15	2	2	5	0	24	2
43be43cb-a367-4a74-94e4-973acafcf576	160	146	31	8	8	12	90	12	6	25	16	47	24	13	18	0	2	6	1	3	0	1	0	15	0	15	1	5	5
43bf37e0-3dbc-4360-818c-fc1356d77495	376	40	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43d630aa-3890-401c-bf56-e3a9f325734f	326	93	0	3	6	0	0	0	0	8	1	0	25	0	16	1	0	0	0	0	1	0	0	0	0	0	0	0	0
43dadc68-c623-11e3-bf01-24c6515278c0	53	206	109	202	38	88	30	6	0	88	33	4	66	27	6	20	0	6	21	0	11	3	1	17	4	0	2	0	36
43f7a2e0-fec9-4e43-872d-18c6c946fa17	0	0	177	28	311	113	151	119	168	36	134	0	61	128	80	19	57	63	23	21	44	2	29	0	11	13	0	18	14
44083f54-0953-48e3-a704-11ad0988ad2e	142	64	130	159	96	0	65	0	0	213	197	0	57	0	0	5	0	8	1	4	0	5	21	0	0	2	33	54	0
441d2f21-b448-4fc8-8c54-9b85aca56237	163	115	32	96	34	19	88	0	34	29	6	28	39	16	45	13	22	1	4	0	0	10	0	49	11	0	10	0	4
44406493-37f4-48c7-961b-8714be50773a	409	21	0	0	0	0	0	0	0	0	0	0	6	20	16	0	0	0	0	1	0	1	1	3	1	0	2	2	0
446437de-c622-11e3-bf01-24c6515278c0	263	84	12	42	17	28	77	7	2	41	0	0	23	11	21	0	0	16	3	0	0	0	0	4	0	4	4	3	1
448af8b4-e071-48b0-a65b-b4ad17afdc0c	175	138	40	14	58	9	60	0	0	50	17	0	20	18	12	14	0	4	5	7	12	0	0	12	1	0	3	6	0
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	0	152	141	179	123	106	116	0	82	23	93	70	55	117	47	0	0	13	25	16	29	21	4	16	1	11	5	0	27
44e4f08a-c623-11e3-bf01-24c6515278c0	76	177	179	108	0	77	27	14	11	22	17	2	52	34	15	0	0	40	3	4	3	6	3	0	1	0	4	3	0
44eebc04-c027-45ae-beca-c4012b494f29	0	0	330	687	215	161	0	0	176	58	214	0	65	283	51	0	30	39	35	73	52	23	60	26	31	56	0	7	69
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	346	65	0	0	5	0	5	0	0	8	1	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	72	119	75	365	61	91	90	84	101	40	97	9	41	134	32	0	0	14	5	0	52	21	15	0	8	15	0	127	0
45348eff-4b09-4776-825e-b18de9dba937	320	100	0	10	8	0	0	0	0	23	16	0	24	0	13	0	0	1	0	1	0	0	1	0	0	0	7	2	0
45614404-2149-4468-848c-0796e3757d62	308	86	0	0	0	0	28	0	0	7	1	0	22	3	16	0	0	0	3	1	0	1	0	0	0	0	0	0	3
45a7949d-e63f-4956-866c-df51257032de	72	155	93	217	155	88	38	0	124	30	69	19	38	88	40	0	16	3	5	23	35	0	27	30	2	5	5	3	48
45aedf22-c622-11e3-bf01-24c6515278c0	212	130	73	38	5	0	14	0	0	25	13	0	24	21	15	6	0	4	0	2	8	5	6	0	0	0	0	2	3
45d0ccb2-641f-4348-b3a8-61f4113cd85b	93	156	140	7	25	40	42	0	0	34	25	4	49	0	6	122	0	2	2	10	0	4	1	0	3	2	0	9	2
45e16b70-c3ec-493e-86d1-505ffdf5056c	0	30	183	282	378	206	0	107	250	80	268	92	92	195	101	40	169	19	17	107	63	31	40	89	23	21	8	25	10
460f7427-ebcf-404b-9e9e-e0278d0bca95	0	17	177	363	369	208	28	146	251	29	75	131	67	176	198	10	16	51	55	51	19	43	80	45	35	16	0	0	14
461df2ae-fcf1-4b93-be0a-c14954fe7c42	137	184	69	36	18	4	34	19	0	28	26	0	23	44	13	14	1	0	1	0	13	1	8	3	1	0	17	0	3
4624fd20-e2ad-4826-b606-a694b04e1076	281	107	4	7	0	0	39	0	0	11	3	0	23	6	16	0	0	1	3	1	1	5	0	0	0	0	0	0	1
463bf060-8ba6-4a73-8173-172025f7b527	239	133	60	15	12	0	7	0	0	14	8	0	29	14	8	0	6	2	1	0	0	3	0	0	0	0	0	2	0
4652ae03-b096-42d0-bdfa-3f6281d4f023	45	198	53	94	23	59	110	19	128	10	18	58	7	29	56	6	35	4	8	38	0	6	9	53	4	7	0	1	6
46693a2b-5105-4770-a9e1-031dfedeb694	54	103	194	158	66	78	106	0	103	9	8	0	10	76	10	0	3	16	8	3	21	7	9	1	7	6	6	60	10
4679f37a-4f09-449b-a1d8-1f02847996da	7	3	311	42	176	0	142	0	7	94	97	0	65	85	0	0	71	11	11	5	12	5	10	0	8	7	8	8	2
467ef778-f481-44f3-9768-b9900252d2ba	23	68	183	43	128	36	166	21	14	76	42	0	48	41	19	27	16	11	7	1	4	6	6	0	14	14	16	1	6
468083cb-95c3-47c1-9d96-79bcf7bf3f26	181	169	89	29	0	0	13	0	7	24	19	0	27	17	8	0	0	7	0	1	3	5	3	0	3	0	0	1	3
469eddf2-6e02-46bf-820f-6296a2b776e2	291	113	0	0	9	3	14	0	0	13	0	0	22	0	16	0	0	0	1	0	0	0	0	0	0	1	0	0	1
46d35b82-e1b7-4d35-be5e-3a70fd47e421	202	167	37	28	26	0	8	3	1	18	10	0	24	25	7	0	3	3	1	3	9	3	1	7	0	0	0	1	0
46e166fe-3b20-49ad-98db-42c854c61c93	145	141	120	71	10	0	44	0	0	58	0	0	26	0	2	9	4	3	1	8	0	5	1	0	1	4	7	1	4
46e503ae-461d-443a-869b-f261c5570de1	368	50	0	0	1	0	0	0	0	0	0	0	25	1	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	14	105	138	36	69	0	214	0	0	87	40	0	38	16	0	6	12	9	9	4	0	3	7	3	2	4	2	6	4
47050918-c623-11e3-bf01-24c6515278c0	264	140	26	0	0	15	0	0	0	8	3	1	27	2	14	10	0	1	3	0	0	2	1	0	1	0	0	0	0
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	364	62	0	0	2	0	0	0	0	8	1	0	22	1	17	0	0	1	0	0	0	0	1	0	0	1	0	0	0
47312f61-5ef4-4f25-9320-8fbb4758790e	0	0	110	1523	51	361	0	357	334	201	427	15	179	325	164	44	0	114	13	119	98	57	35	0	193	21	167	0	22
473fe833-fcc6-485e-93d2-95e662c3ef53	386	30	0	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475bca00-9089-4f50-8638-4e5e8aca6dcd	276	112	21	24	49	0	0	0	0	37	3	0	29	0	11	10	1	1	1	3	0	0	0	1	2	0	0	1	0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	10	0	216	283	139	58	83	74	170	98	104	165	58	84	92	25	94	33	4	0	0	38	20	253	6	48	0	0	4
47b5d831-5287-4f62-b17a-6e5eff2e4184	111	172	0	114	6	46	108	89	34	82	4	5	18	0	50	6	0	21	15	1	7	0	0	6	31	18	0	1	0
47d77750-c622-11e3-bf01-24c6515278c0	54	100	258	117	81	41	42	13	0	95	51	0	47	49	17	12	19	19	11	3	1	9	24	0	6	2	2	10	3
47e5ff56-9534-4fcf-a593-33027e877f93	275	106	0	0	10	0	56	0	0	25	8	0	17	4	16	0	0	2	5	1	0	0	0	0	0	1	0	0	1
4808f9e1-452d-45eb-9b87-2f87c67d3452	263	120	52	34	17	0	4	0	0	33	9	0	30	0	8	3	0	0	0	2	4	2	0	0	1	0	0	0	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	134	142	81	33	33	58	66	43	58	12	34	5	26	35	17	0	6	8	5	8	4	0	6	1	4	31	0	0	0
483bb781-0179-42e1-bf9c-487b240769b8	365	53	0	0	1	0	0	0	0	1	0	0	16	10	15	0	0	0	0	1	0	5	0	0	1	0	0	0	1
