Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB	SBS80AC
fc7f8eeb-9c40-123e-e040-11ac0c484061	35	165	54	374	79	316	28	121	90	63	81	114	93	126	139	0	7	3	29	2	0	0	226	0	12	16	45	0	11
fc806c50-2f6e-418d-e040-11ac0d485f01	0	55	192	93	165	88	109	117	127	66	85	191	47	51	113	40	62	57	40	0	17	33	14	3	0	31	18	1	8
fc812906-d3b6-4210-a842-96f095280cbf	354	64	0	1	2	0	0	0	0	0	3	0	26	2	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fc8130df-18fe-c74d-e040-11ac0d485df2	324	77	0	8	2	12	24	17	10	17	5	0	17	4	21	0	0	0	13	0	0	0	0	0	0	4	0	0	0
fc8130df-1bc2-c537-e040-11ac0d485de6	183	193	0	94	46	37	0	67	33	42	14	12	26	35	34	17	0	2	1	2	6	0	0	12	0	18	9	0	2
fc8130df-1cdd-cade-e040-11ac0d485dec	363	57	0	0	0	2	0	0	0	3	0	0	22	3	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0
fc8130df-1e8f-c879-e040-11ac0d485df4	263	95	12	91	106	1	17	0	0	86	0	0	35	0	4	0	0	20	1	0	0	5	1	0	0	5	0	6	0
fc8130df-1f21-c8f9-e040-11ac0d485dfc	235	128	0	0	13	31	53	0	17	0	6	0	4	25	10	0	0	4	6	3	2	3	1	0	1	1	2	17	2
fc8130df-2211-cfcc-e040-11ac0d485dde	72	0	242	31	122	0	154	0	6	110	82	0	46	26	1	2	30	6	10	4	13	5	1	0	8	5	7	9	1
fc8130df-24d9-32f1-e040-11ac0d485df0	354	57	0	0	8	1	4	11	3	9	0	0	14	11	22	0	0	3	1	0	0	1	16	0	1	0	0	0	0
fc8130df-2628-304a-e040-11ac0d485dfa	217	120	49	33	60	15	24	0	0	45	1	0	27	14	18	0	6	11	11	0	0	0	7	9	0	0	0	4	1
fc8130df-297f-34a3-e040-11ac0d485e02	317	76	10	17	6	8	20	0	0	19	1	0	23	5	16	1	5	0	6	3	0	0	4	0	0	0	0	0	0
fc8130df-2ca4-39d2-e040-11ac0d485e00	323	93	0	0	5	1	0	0	0	6	1	0	19	11	16	0	1	3	3	0	0	0	0	0	0	0	0	0	3
fc8130df-2d5f-3b53-e040-11ac0d485dee	162	104	18	305	76	65	49	23	34	119	12	15	46	25	44	16	45	0	27	38	0	0	0	77	10	8	0	0	18
fc8130df-2e39-3814-e040-11ac0d485de0	216	124	5	104	27	0	51	0	0	47	59	0	50	25	10	0	5	1	0	0	0	51	0	0	0	1	0	0	2
fc8130df-30a5-3e6a-e040-11ac0d485de2	0	49	192	131	152	44	189	11	31	101	44	0	43	67	22	23	12	14	16	18	2	16	19	5	5	7	6	19	5
fc8130df-3147-3e94-e040-11ac0d485df8	278	119	5	63	30	3	0	0	0	31	11	0	32	11	12	5	2	0	0	0	0	31	1	0	0	0	0	0	0
fc8130df-3225-3f96-e040-11ac0d485dfe	113	144	126	193	24	7	40	0	20	56	21	17	41	34	21	10	7	6	0	12	4	0	2	0	5	5	0	0	60
fc8130df-3361-3c8a-e040-11ac0d485dea	202	133	33	125	29	2	43	0	5	73	14	0	29	9	6	1	5	5	5	0	1	0	0	11	0	27	0	0	8
fc8130df-34f8-22c6-e040-11ac0d485de8	207	112	38	85	50	37	51	0	26	53	64	0	32	26	14	0	0	48	24	4	0	1	0	0	0	0	0	2	0
fc8130df-35ac-2304-e040-11ac0d485dda	0	0	239	533	424	0	0	0	235	123	727	0	209	337	15	20	74	30	40	18	53	6	5	9	14	227	0	0	4
fc8130df-6860-7677-e040-11ac0d485ddc	38	31	121	0	77	103	284	0	93	0	8	21	11	26	8	0	18	16	28	1	17	9	8	0	10	1	20	1	5
fc8130df-6977-7704-e040-11ac0d485de4	246	109	0	21	0	29	49	8	13	18	31	63	22	14	55	0	0	2	39	0	2	0	0	0	0	25	0	0	0
fc8130df-6bec-7627-e040-11ac0d485e04	0	0	312	206	263	8	66	0	101	96	100	0	90	121	29	39	139	10	91	8	1	19	9	21	2	11	5	7	0
fc8130df-897d-5404-e040-11ac0d485e0a	181	153	0	203	56	46	22	37	52	75	67	22	46	39	63	6	0	3	1	22	0	5	41	26	0	0	36	0	4
fc8130df-8e4e-586b-e040-11ac0d485e08	222	137	0	23	29	97	24	0	43	2	29	159	20	13	40	0	9	9	46	0	15	0	0	2	5	40	4	0	0
fc8130df-8ec8-5b1e-e040-11ac0d485e06	55	0	230	56	12	174	161	94	58	19	67	0	64	45	27	59	3	22	4	9	33	22	8	4	14	12	2	0	5
fc8130df-90ba-5d94-e040-11ac0d485e0c	11	50	140	192	154	103	175	94	119	14	55	9	84	99	31	27	79	22	36	32	20	13	20	2	4	14	20	3	7
fc8130df-e399-e34d-e040-11ac0c483279	259	91	12	53	42	3	52	0	0	49	3	0	29	1	13	0	0	2	0	12	0	0	0	2	2	4	0	9	0
fc8130e0-08dd-b996-e040-11ac0c48327b	76	117	53	237	34	97	56	130	163	80	230	355	35	54	197	0	73	11	46	10	0	1	27	117	15	118	4	0	5
fc8130e0-095f-b953-e040-11ac0c483287	284	96	15	3	18	8	27	0	0	17	3	0	28	0	11	0	0	1	0	0	0	0	4	0	2	0	0	0	3
fc8130e0-096a-b991-e040-11ac0c48327d	271	113	0	0	0	18	37	21	0	20	11	1	23	3	22	0	0	16	1	0	0	0	3	0	0	0	0	0	0
fc8130e0-09f1-b964-e040-11ac0c48326e	101	124	0	122	92	146	105	52	83	36	0	255	5	40	134	11	0	4	16	15	0	0	0	6	94	0	84	0	12
fc8130e0-0b9c-bbc9-e040-11ac0c483266	247	121	0	72	0	31	25	7	23	40	22	123	23	0	39	1	2	1	9	0	0	0	2	0	0	81	0	0	0
fc8130e0-0bc1-bba7-e040-11ac0c483289	245	131	0	21	5	13	36	15	29	1	0	1	14	17	25	0	0	2	1	0	0	1	1	21	1	1	0	4	3
fc8130e0-0bfa-bba4-e040-11ac0c48328d	301	107	0	0	9	0	9	0	0	6	1	0	24	6	13	0	0	2	1	0	0	0	0	0	1	0	0	0	3
fc8130e0-0c53-b432-e040-11ac0c483283	348	71	0	0	11	1	1	0	5	1	0	0	20	7	14	0	0	3	1	0	0	1	0	1	0	0	0	0	0
fc8130e0-0d25-b475-e040-11ac0c483277	348	69	0	0	0	3	0	0	0	4	0	0	21	4	16	3	0	0	3	0	0	0	0	0	0	0	0	0	0
fc8130e0-0db6-b568-e040-11ac0c483281	324	83	0	0	10	3	11	0	0	5	0	0	24	2	13	0	0	2	0	0	0	0	0	0	0	0	0	0	3
fc8130e0-0dcf-b558-e040-11ac0c483285	185	140	10	0	28	16	91	0	24	9	2	9	10	28	17	6	2	3	14	7	0	1	4	5	2	2	5	0	4
fc8130e0-0e1f-b54d-e040-11ac0c48326c	0	63	93	544	133	270	52	256	272	70	221	337	84	177	256	5	92	6	66	13	9	79	115	28	65	27	71	0	24
fc8130e0-0f1a-b6eb-e040-11ac0c48328f	0	42	71	313	300	82	220	7	111	55	83	9	66	159	33	0	29	10	26	8	15	3	43	0	23	3	0	118	17
fc8130e0-0fde-b756-e040-11ac0c48328b	198	83	25	0	0	265	107	1	54	0	47	7	60	13	29	0	23	6	24	2	34	0	13	0	6	4	0	7	11
fc8130e0-a38a-23b9-e040-11ac0c48327f	11	16	132	176	405	123	131	58	153	72	128	6	64	155	92	2	60	10	24	18	14	47	11	8	11	28	15	80	33
fc8130e0-a39a-23b5-e040-11ac0c483270	231	159	0	14	21	0	26	0	0	30	15	0	28	0	9	0	6	2	1	0	0	0	0	0	3	1	0	0	1
fc8130e0-a538-dda3-e040-11ac0c483264	22	105	66	119	133	98	156	74	128	25	66	289	33	68	117	15	90	22	26	0	18	6	24	20	4	2	5	25	63
fc8130e0-a539-dda8-e040-11ac0c48326a	148	171	0	175	32	136	0	125	92	45	73	89	22	87	121	19	8	1	4	73	0	3	69	0	0	5	31	13	34
fc8130e0-a774-d834-e040-11ac0c483268	0	218	95	183	126	25	65	11	33	117	33	40	37	25	36	17	19	10	36	9	0	2	23	27	0	19	0	0	0
fc8130e0-a8b4-d80d-e040-11ac0c483272	180	148	0	19	1	37	99	8	38	0	5	3	12	14	16	19	1	2	6	2	0	3	1	2	7	1	7	1	19
fc8130e0-a94d-d9d0-e040-11ac0c483262	128	183	15	221	0	65	24	26	95	50	101	296	44	49	141	21	98	19	13	12	14	0	0	0	0	5	23	0	114
fc8130e0-ad63-b804-e040-11ac0d485e10	128	131	181	0	0	98	3	7	0	23	34	0	53	0	13	49	0	3	1	7	8	8	5	0	0	8	1	7	0
fc8130e0-ad66-b82e-e040-11ac0d485e0e	235	123	0	23	45	41	46	2	69	1	10	2	11	10	26	0	0	7	1	2	0	1	2	0	1	1	3	0	54
fc8130e0-ad8a-b832-e040-11ac0d485e14	364	37	0	30	1	32	9	60	16	25	0	32	19	7	37	2	0	1	0	0	6	1	0	2	0	0	4	6	2
fc8130e0-aed2-bb2f-e040-11ac0d485e12	85	199	54	115	73	39	72	0	25	54	15	0	33	40	23	0	14	8	15	3	7	0	16	3	0	17	5	0	3
fc8130e2-f2ef-d096-e040-11ac0c483293	190	118	29	4	24	17	100	0	11	5	4	0	6	40	11	0	0	4	1	4	1	11	1	0	6	1	1	9	4
fc8130e3-01ba-c740-e040-11ac0c483291	0	0	221	20	288	205	117	115	247	35	88	10	37	77	71	10	92	38	38	30	16	26	23	22	42	11	12	1	23
fc8130e3-023d-c7d4-e040-11ac0c483295	18	191	37	175	125	64	115	2	196	6	52	78	17	41	28	0	31	36	7	62	0	37	3	54	47	4	0	0	3
fc8130e5-18b8-ef38-e040-11ac0c483297	123	126	1	99	0	18	118	135	89	35	74	159	31	27	76	7	7	2	37	18	0	4	9	30	0	64	4	0	0
fc81312a-99ae-7672-e040-11ac0c4832a2	177	128	0	81	85	75	32	86	97	4	12	159	21	16	82	0	0	10	11	10	0	57	33	14	6	50	0	0	0
fc81312a-d451-38fb-e040-11ac0c4832a4	262	108	0	4	15	2	51	0	1	5	0	0	21	14	18	0	0	4	1	0	0	1	1	0	0	0	3	0	0
fc813235-5ed8-7695-e040-11ac0d485e3e	0	0	118	126	432	224	93	191	151	94	74	100	37	149	165	44	0	31	48	52	75	36	48	6	16	11	14	0	31
fc876f51-0577-3b53-e040-11ac0d48515e	353	56	0	19	15	0	0	0	0	15	6	0	28	0	12	0	0	0	0	0	0	0	11	0	0	1	0	0	0
fc876f5c-8339-bc9c-e040-11ac0d485160	297	1	69	151	76	0	0	0	0	162	100	0	53	0	0	0	38	9	0	0	28	0	42	0	0	0	0	20	0
fc876f66-ff0d-f338-e040-11ac0d485162	266	101	30	2	6	0	0	1	1	2	1	0	31	7	11	0	22	2	0	0	0	0	0	0	0	4	0	0	0
fc8edf46-2005-1af4-e040-11ac0d481414	17	93	68	146	335	360	0	265	68	123	73	4	160	117	132	0	255	56	28	2	0	18	51	74	6	10	2	0	48
fc93369d-3ffb-1b53-e040-11ac0c4852ba	376	40	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc93b9ab-760a-5223-e040-11ac0c482177	0	149	103	105	81	122	123	58	126	14	20	58	42	20	46	65	37	12	13	0	0	10	8	18	55	16	30	0	4
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	376	40	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	376	40	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	352	61	4	0	0	0	0	0	0	2	0	0	24	1	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	359	60	0	0	0	2	0	0	0	1	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	369	46	0	0	0	0	3	0	0	3	0	0	22	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	233	151	0	12	6	1	32	2	0	15	0	0	25	0	14	4	4	0	0	0	0	1	1	0	0	0	1	0	3
fc9500f3-e7d0-9820-e040-11ac0c48617e	277	107	0	0	3	1	28	0	0	9	0	0	21	0	20	16	0	0	1	0	0	0	0	0	1	0	0	1	1
fc950c33-faa4-0241-e040-11ac0c486786	215	134	0	86	0	21	14	7	53	16	33	106	19	0	61	32	0	0	0	48	0	0	63	0	0	1	0	0	18
fc95d5ce-6899-62f1-e040-11ac0c486011	62	181	101	8	34	0	110	4	1	52	35	0	24	22	1	0	0	2	2	2	0	8	4	0	3	4	0	9	3
fc962061-8ab0-42b3-e040-11ac0c4810cc	154	108	24	80	42	4	143	0	6	67	31	0	30	16	9	1	0	0	5	0	0	0	1	9	0	9	9	21	4
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	137	156	65	108	85	5	45	0	0	124	44	0	39	0	0	1	4	10	4	7	0	3	3	9	0	2	18	8	0
fc968a86-32e3-ee88-e040-11ac0d487adb	110	212	65	50	9	20	46	5	0	36	6	0	27	14	15	17	7	3	2	1	10	3	5	0	3	1	6	0	0
fc969f27-bdc6-cd03-e040-11ac0c48577e	127	230	42	87	60	0	8	0	1	77	0	0	21	8	7	7	6	2	2	5	4	5	0	1	0	0	7	0	9
fc96e36c-67f1-4c02-e040-11ac0d48393d	352	67	0	0	2	0	0	0	0	6	4	0	18	8	14	0	0	0	0	0	1	1	0	1	1	0	1	0	1
fc96f0df-ef04-411e-e040-11ac0d484291	386	30	0	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc975588-6e70-b496-e040-11ac0c484689	229	134	9	10	18	0	58	0	0	16	7	0	20	21	12	0	0	1	1	1	0	3	3	1	4	0	4	1	0
fc97c1c5-9f4a-be90-e040-11ac0c480992	134	201	53	35	10	7	39	7	4	34	15	0	30	6	14	15	0	1	0	1	7	1	4	3	0	1	2	12	0
fc990cee-3a1e-9d45-e040-11ac0c484ab3	242	121	0	5	14	7	62	18	3	9	2	0	27	10	11	0	0	0	2	0	1	3	0	0	4	0	7	0	1
fc99832e-a4ae-8259-e040-11ac0c48131c	306	97	0	0	10	1	17	0	0	7	1	0	22	3	19	0	0	0	1	0	0	0	0	0	1	0	0	0	0
fc998aec-57dd-eab2-e040-11ac0d48680a	374	43	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0
fc99b734-7f61-88d1-e040-11ac0c482e88	350	66	0	0	0	3	0	0	0	0	0	0	24	1	18	0	0	0	0	1	0	0	0	0	0	1	0	0	0
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	376	40	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9d5fc6-546f-27b7-e040-11ac0d485f87	379	43	0	0	2	0	6	0	0	5	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9d5fc6-719b-0525-e040-11ac0d485f83	349	64	0	0	7	0	18	0	0	11	5	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	125	197	69	89	71	27	14	0	27	4	16	0	0	67	0	0	0	0	3	13	12	2	12	0	2	6	36	7	2
fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa	391	39	0	0	0	0	0	0	0	3	0	3	23	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0
fc9d704c-0cfb-0407-e040-11ac0d486980	242	136	7	0	30	0	34	0	0	29	10	0	22	0	8	4	0	0	1	5	0	0	1	0	0	0	3	1	0
fc9d93b6-77c6-8719-e040-11ac0d487dec	235	140	11	16	25	0	29	3	0	22	4	0	29	3	8	0	7	1	1	1	7	0	0	0	0	0	0	0	1
fc9d93b6-92e8-acb7-e040-11ac0d487dee	195	137	104	53	24	16	8	0	0	55	2	1	33	0	5	4	0	4	5	0	8	0	0	0	4	0	0	0	4
fc9dbf68-4599-3c64-e040-11ac0d481623	66	187	82	200	80	24	48	46	6	95	27	0	43	45	22	7	0	10	1	5	2	19	4	0	8	24	0	34	9
fc9ef456-75a2-5967-e040-11ac0c484477	94	182	11	13	16	20	129	0	0	27	10	0	19	29	17	3	0	3	1	1	11	7	2	3	1	0	0	5	1
fc9f6916-da31-ab17-e040-11ac0c4808f3	0	0	172	215	389	138	140	0	179	40	82	21	60	157	115	1	36	39	21	41	44	33	25	25	23	7	13	3	2
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1	0	59	108	256	565	242	0	99	174	80	107	0	103	209	142	0	96	53	24	63	65	34	32	10	1	19	44	21	9
fc9f9295-01f6-a9e0-e040-11ac0d4845af	197	151	76	45	12	7	21	0	0	45	4	0	31	0	7	10	0	4	1	0	5	0	0	0	4	0	0	0	4
fc9f998b-cc72-f6ea-e040-11ac0c482425	288	95	33	49	2	0	6	0	0	50	35	0	26	0	8	4	0	0	0	0	26	0	5	0	0	7	0	0	2
fca04929-586a-0594-e040-11ac0c48099d	241	167	0	6	27	1	2	0	0	24	12	0	29	0	9	0	4	0	1	1	0	1	0	3	0	0	0	0	1
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	0	334	253	176	0	75	0	2	205	126	0	50	37	16	104	29	12	29	26	22	9	6	13	8	3	0	37	6
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	88	149	132	178	36	0	54	0	0	54	58	7	52	65	0	0	16	12	0	6	0	14	1	61	10	2	0	0	4
fca1c663-dec0-db39-e040-11ac0c486140	386	42	0	0	0	0	0	0	0	5	0	0	23	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0
fca2d62f-2756-939e-e040-11ac0d4865e6	328	77	0	0	10	0	13	0	0	7	0	0	24	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	0
fca3f7d0-2231-661c-e040-11ac0c4832fd	0	204	0	104	25	92	94	174	196	0	43	526	20	0	105	17	137	36	36	3	0	11	8	79	25	21	0	46	2
fca6150f-d555-a29e-e040-11ac0d4873b2	5	86	124	354	107	97	108	100	213	90	107	252	42	107	126	20	136	45	24	13	168	13	6	16	43	4	0	24	18
fccb865d-83ed-4bfe-ad84-0689813ae977	296	85	0	0	0	0	39	0	0	9	0	0	19	4	18	0	0	0	3	0	0	1	0	1	0	0	0	0	3
fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c	17	151	172	81	44	10	119	0	8	48	77	0	50	56	10	3	0	11	8	6	10	17	12	0	1	4	3	0	1
fd163b56-1c2d-4e63-9fad-ba3221ae274b	357	54	9	0	0	0	14	0	0	5	0	0	23	1	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0
fd504153-3cf6-44b9-99d5-21961ebac188	33	72	300	216	28	92	19	71	17	105	76	0	62	60	73	20	7	9	18	43	5	0	19	21	2	5	12	8	6
fd74de4d-6973-4597-a541-e8a13d80ad55	327	78	0	16	4	0	22	0	0	14	1	0	24	2	15	0	0	1	1	5	0	0	4	0	0	0	0	0	0
fdbd0277-ddbf-4cc5-8ec3-3644b9553627	102	165	10	17	52	75	126	31	51	10	0	27	21	19	20	0	0	3	9	10	0	1	0	14	8	1	27	10	7
fdf7dfb7-9285-46b3-be60-672164507705	150	181	10	61	7	0	87	0	0	49	23	0	32	0	10	0	0	16	1	1	2	0	1	0	2	0	0	0	1
fdf9a814-c622-11e3-bf01-24c6515278c0	294	93	20	1	7	8	15	0	9	11	9	0	20	5	14	1	0	3	15	0	0	0	0	0	1	0	0	2	0
fe04d042-a4cc-4a14-8197-415ea40951aa	0	0	183	96	172	28	255	0	0	125	58	0	53	66	2	48	30	15	7	20	35	0	19	1	9	2	0	2	3
fe083d2d-d088-4ac1-825b-8c5bbfe974ac	222	135	3	12	0	16	51	9	0	7	0	1	29	1	22	37	0	0	0	6	0	0	0	0	1	0	13	0	0
fe4611c2-bd37-4605-adfe-60efe0392b03	370	59	0	0	0	0	1	0	0	3	0	0	18	10	15	1	0	0	0	0	0	5	1	1	1	1	0	0	0
fe63d42b-d471-45b6-9bdf-1a3b55465d37	360	61	1	0	0	0	10	0	0	26	0	0	4	0	16	4	1	1	1	2	3	0	1	0	0	1	0	0	0
fe8c62a6-c113-46e8-ab91-fdb90bb6a59f	113	149	32	287	69	14	47	58	164	0	66	186	29	54	55	9	13	106	26	23	0	55	20	0	0	31	0	0	1
fe96d91c-3686-4125-af71-b8703a011ad4	44	195	49	259	117	94	63	0	124	18	52	23	36	115	32	0	66	4	23	0	0	0	8	52	26	75	12	0	22
fea5827b-251d-474b-8713-fc76db995fe7	0	0	190	0	151	296	200	83	170	0	48	0	56	46	27	22	75	29	24	26	47	16	21	0	26	20	5	0	3
fec30898-f86b-4207-aa78-de77142c8f50	270	103	0	8	0	3	51	0	0	13	0	0	22	3	15	0	2	0	1	3	0	0	1	0	0	0	4	2	0
feccc27e-5c2e-4339-8746-0945fee93c1e	202	115	57	74	17	32	43	10	17	45	42	8	30	28	46	4	0	2	11	16	0	0	1	18	8	27	0	0	0
feccee20-a62d-4152-b832-b9fdaca87a61	81	91	80	175	127	120	72	48	150	12	86	395	30	87	138	27	62	32	5	26	99	8	0	22	172	7	0	0	0
ff3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39	32	65	105	172	115	51	167	175	253	8	130	0	13	61	26	0	23	21	143	28	0	1	11	0	1	11	10	44	5
ff870342-f0d6-4450-8f9c-344c046a0baf	217	104	71	53	27	21	28	0	0	57	21	1	39	0	6	30	4	1	6	4	0	1	9	0	1	5	0	23	0
ffa976f0-aa60-4867-842e-361afa7d68ac	363	66	0	2	0	0	0	0	0	8	1	0	23	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ffad9288-c622-11e3-bf01-24c6515278c0	0	247	60	189	88	8	77	0	0	129	70	0	51	31	11	12	0	7	9	17	0	3	1	0	8	4	0	64	1
ffb4f42b-58e9-40c3-8963-11804f041375	110	187	131	77	0	0	25	0	0	53	33	0	38	8	5	1	0	2	1	11	2	3	4	0	4	1	6	0	0
ffdd4feb-aca3-4104-b1e8-954d705a6450	180	133	30	11	22	38	89	0	19	3	8	3	25	24	12	5	1	3	1	11	6	3	5	0	0	0	0	6	3
ffe4bb51-e98a-41a7-a4e1-c3970386889c	175	120	72	34	88	5	40	0	0	67	14	0	26	13	16	25	3	14	1	10	0	5	0	0	1	0	7	7	3
PD10010a	1	31	310	3	49	95	29	321	128	16	37	117	65	46	37	96	102	39	12	14	10	11	14	33	27	6	0	18	15
PD10011a	0	113	28	32	163	68	169	310	168	2	23	26	40	25	70	25	0	24	18	15	0	29	16	10	9	23	23	0	11
PD10014a	0	0	276	10	290	29	36	330	50	124	19	38	62	99	57	83	124	27	23	28	38	19	18	2	18	18	7	8	1
PD11326a	25	0	79	39	877	187	0	50	0	280	0	0	60	130	118	109	0	38	21	25	29	30	15	2	25	16	37	24	1
PD11327a	0	0	0	0	585	382	0	742	48	95	0	110	73	100	424	258	0	39	33	46	45	39	38	0	45	28	38	6	6
PD11336a	195	133	39	44	28	16	19	44	14	23	0	26	31	14	44	17	0	3	1	0	0	0	3	48	1	1	0	0	24
PD11337a	33	131	221	59	33	41	0	202	15	82	17	72	57	24	24	97	74	16	14	12	4	0	14	16	5	19	0	1	13
PD11338a	37	57	329	0	0	24	0	290	42	12	0	34	114	0	0	72	129	6	4	4	3	14	0	1	12	7	0	3	0
PD11339a	34	62	308	0	39	126	3	211	110	14	0	265	15	37	24	0	91	13	46	17	48	14	15	21	6	21	7	23	8
PD11340a	2	0	125	104	235	90	171	341	148	25	6	160	62	100	63	42	54	27	15	31	34	15	26	27	37	21	19	32	9
PD11341a	79	193	43	17	83	24	114	9	3	62	0	0	23	17	3	18	0	6	2	2	0	4	2	0	8	8	6	4	1
PD11342a	22	90	279	0	0	67	36	152	0	33	9	17	48	44	5	129	58	8	7	23	0	14	7	13	11	10	0	15	3
PD11343a	21	0	281	0	55	88	90	342	111	33	32	142	15	89	0	30	67	19	28	19	0	28	14	24	17	37	26	8	17
PD11344a	23	15	330	51	66	49	0	382	31	125	39	90	97	0	0	83	100	13	6	37	6	5	8	44	4	4	3	5	23
PD11345a	5	0	168	136	341	226	0	490	143	39	0	311	47	182	148	10	84	14	38	48	82	24	49	54	24	43	15	15	32
PD11346a	18	64	155	0	311	121	0	306	113	17	0	482	39	107	76	0	94	21	55	23	41	27	34	7	4	49	55	27	58
PD11347a	43	33	298	14	38	53	17	321	38	63	17	84	90	25	35	88	94	10	32	12	0	7	6	0	3	27	0	4	25
PD11348a	31	18	326	36	36	47	7	343	56	76	38	43	93	35	34	113	130	13	17	8	1	10	14	0	11	34	0	2	35
PD11349a	1	21	116	0	320	138	67	350	134	4	8	347	68	109	131	104	68	40	70	22	65	26	40	0	14	21	4	20	29
PD11352a	1	125	339	15	40	51	0	77	18	64	40	2	71	17	4	50	106	13	9	3	0	2	3	0	3	5	4	4	8
PD11355a	14	216	0	110	41	7	196	3	0	37	3	1	32	47	10	7	0	7	5	1	10	4	3	3	4	3	2	2	5
PD11357a	21	108	248	0	55	93	31	265	76	29	45	51	16	53	0	0	58	21	12	15	31	26	10	5	15	17	16	20	9
PD11358a	0	8	405	7	57	53	0	252	17	33	38	19	123	28	0	175	134	21	9	4	6	16	10	0	3	8	0	4	5
PD11359a	29	29	403	33	50	47	0	174	15	84	58	0	103	15	0	53	139	8	9	14	6	9	2	0	8	3	8	2	4
PD11360a	36	66	176	0	80	83	100	241	76	22	2	156	26	48	49	44	68	28	5	0	3	19	19	28	32	29	23	1	6
PD11361a	19	0	372	0	45	101	2	140	20	32	26	9	114	1	0	336	150	10	16	7	0	13	16	1	8	8	4	0	2
PD11364a	23	82	281	8	58	153	43	172	51	45	39	0	38	88	0	16	100	17	14	18	6	6	15	6	14	13	26	13	9
PD11365a	33	72	258	0	88	101	69	124	40	32	48	3	17	105	15	32	41	20	22	10	15	13	30	1	3	9	9	17	4
PD11366a	0	120	294	0	37	205	28	112	120	11	72	12	39	26	32	0	49	20	28	6	20	28	16	5	7	17	9	23	0
PD11367a	8	124	255	98	70	72	1	168	39	73	7	28	67	22	36	77	71	3	37	30	0	9	2	23	5	16	0	0	11
PD11368a	0	57	188	142	201	98	0	399	156	83	21	187	33	109	86	93	135	89	50	41	20	15	43	21	32	8	9	0	10
PD11369a	42	79	147	191	117	45	13	354	83	35	0	219	63	128	114	48	91	14	32	39	10	25	19	7	35	1	9	2	55
PD11370a	81	4	396	0	0	71	0	144	21	33	58	0	90	39	0	24	103	5	15	4	0	11	9	0	10	6	0	8	6
PD11372a	0	167	232	4	62	27	0	220	39	75	58	3	62	11	18	71	71	17	10	6	0	11	3	16	4	23	0	0	0
PD11374a	0	3	308	0	93	0	47	361	34	140	37	155	64	0	0	126	101	13	24	12	28	8	15	10	9	31	15	8	6
PD11375a	43	101	262	0	0	45	24	159	33	24	7	59	78	0	10	103	86	16	14	4	16	4	3	0	8	5	0	7	0
PD11376a	32	125	199	0	34	44	9	274	15	41	21	71	63	47	7	85	92	38	20	2	0	18	8	16	6	2	0	1	0
PD11379a	90	155	42	140	110	37	100	35	4	92	12	14	34	44	15	17	0	2	19	24	0	4	3	22	4	4	16	7	9
