Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.984	586.892	21.956%	107.79	18.004%	0.07867	0.978
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	37.848	8.104%	9.128	2.861%	0.0437	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	90.993	13.808%	14.548	4.84%	0.05403	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	42.687	8.659%	7.37	2.338%	0.06029	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.995	186.239	21.706%	33.428	10.261%	0.12956	0.995
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	45.392	9.34%	9.878	3.081%	0.06524	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	51.982	9.958%	9.908	3.176%	0.05254	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	39.619	8.594%	9.437	2.948%	0.0499	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.998	154.256	18.698%	26.484	7.946%	0.09659	0.997
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	89.901	12.434%	14.977	4.901%	0.06616	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	45.948	9.755%	9.456	2.976%	0.04564	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	37.589	7.734%	7.675	2.367%	0.03676	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	50.397	9.563%	8.905	2.773%	0.07372	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	73.3	11.997%	16.004	5.112%	0.07975	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.985	259.708	33.949%	54.894	18.001%	0.17196	0.984
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.992	362.972	18.313%	61.355	13.114%	0.05428	0.991
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.985	458.76	18.941%	90.274	17.485%	0.08398	0.979
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	47.034	9.097%	8.01	2.501%	0.05313	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.993	226.381	23.219%	40.669	12.59%	0.12126	0.992
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	104.585	14.21%	16.982	5.424%	0.07421	0.998
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.987	384.488	19.11%	70.852	16.114%	0.06525	0.982
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	38.773	7.442%	6.067	1.9%	0.05067	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.998	117.145	17.432%	20.741	6.683%	0.08958	0.998
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.986	379.559	22.327%	67.502	16.568%	0.07827	0.983
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	36.477	7.913%	9.56	2.986%	0.05014	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.985	402.119	23.406%	73.725	18.546%	0.07911	0.981
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.966	364.535	26.188%	90.539	25.851%	0.1238	0.958
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	33.474	7.062%	8.291	2.54%	0.04177	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	0.999	60.256	11.305%	10.013	3.266%	0.05129	0.999
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	37.723	8.13%	9.129	2.862%	0.05547	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	78.339	12.992%	14.305	4.574%	0.08106	0.999
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.997	141.814	19.588%	21.947	7.462%	0.08764	0.997
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.997	147.93	19.088%	24.892	8.162%	0.105	0.996
