NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	219.84	19.49	43.543	11.352	0.08	0.99	70000.0
2	216.803	19.214	43.187	11.273	0.08	0.99	120000.0
3	219.703	19.42	43.494	11.319	0.08	0.99	60000.0
4	220.419	19.493	44.214	11.467	0.08	0.99	80000.0
5	219.53	19.431	43.707	11.378	0.08	0.99	90000.0
6	214.504	18.772	42.572	11.007	0.08	0.99	90000.0
7	222.959	19.634	44.618	11.538	0.08	0.99	100000.0
8	216.965	19.028	43.09	11.182	0.081	0.99	100000.0
9	220.507	19.475	43.789	11.382	0.08	0.99	50000.0
10	213.222	18.649	42.21	10.942	0.08	0.99	60000.0
11	219.691	19.293	44.056	11.384	0.08	0.99	40000.0
12	215.493	18.796	43.014	11.113	0.08	0.99	80000.0
13	220.969	19.399	44.037	11.388	0.079	0.99	80000.0
14	220.149	19.485	43.971	11.428	0.08	0.99	90000.0
15	220.439	19.39	43.891	11.372	0.079	0.99	90000.0
16	220.543	19.435	43.638	11.339	0.08	0.99	80000.0
17	219.624	19.43	43.43	11.333	0.08	0.99	100000.0
18	220.86	19.486	44.007	11.419	0.08	0.99	80000.0
19	218.168	19.32	43.404	11.301	0.08	0.99	90000.0
20	214.767	18.885	42.439	11.01	0.081	0.99	90000.0
21	214.212	18.791	42.973	11.148	0.081	0.99	60000.0
22	219.704	19.427	43.508	11.306	0.08	0.99	60000.0
23	219.405	19.284	43.519	11.264	0.079	0.99	130000.0
24	221.297	19.435	43.307	11.24	0.081	0.99	90000.0
25	223.282	19.613	44.559	11.54	0.079	0.99	80000.0
26	217.691	19.091	43.512	11.27	0.081	0.99	90000.0
27	220.442	19.415	43.777	11.355	0.079	0.99	80000.0
28	218.117	19.258	43.082	11.205	0.08	0.99	80000.0
29	214.468	18.931	42.108	10.956	0.081	0.99	130000.0
30	214.149	18.843	42.22	10.958	0.081	0.99	50000.0
31	224.113	19.699	44.65	11.54	0.08	0.989	80000.0
32	221.617	19.502	43.669	11.338	0.08	0.99	150000.0
33	221.851	19.615	44.45	11.575	0.08	0.989	60000.0
34	220.418	19.504	43.682	11.348	0.08	0.99	80000.0
35	221.858	19.588	44.143	11.487	0.08	0.99	60000.0
36	217.107	18.951	42.926	11.082	0.08	0.99	60000.0
37	213.393	18.747	42.557	11.034	0.08	0.99	130000.0
38	221.064	19.473	44.315	11.47	0.079	0.99	60000.0
39	219.989	19.399	43.779	11.347	0.08	0.99	50000.0
40	220.651	19.389	44.18	11.435	0.079	0.99	50000.0
41	218.151	19.341	43.259	11.289	0.08	0.99	60000.0
42	221.592	19.55	44.099	11.416	0.08	0.99	100000.0
43	220.755	19.514	43.869	11.408	0.08	0.99	70000.0
44	224.078	19.734	44.796	11.607	0.081	0.989	90000.0
45	221.008	19.46	44.151	11.44	0.079	0.99	70000.0
46	217.233	18.971	43.185	11.155	0.081	0.99	80000.0
47	221.913	19.551	44.095	11.447	0.08	0.99	70000.0
48	216.928	18.898	43.198	11.148	0.081	0.99	60000.0
49	218.764	19.16	43.05	11.141	0.081	0.99	70000.0
50	218.723	19.36	43.542	11.349	0.079	0.99	60000.0
51	220.933	19.517	43.775	11.376	0.08	0.99	70000.0
52	217.075	18.967	43.356	11.184	0.081	0.99	80000.0
