NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
53	213.856	18.657	42.627	11.007	0.08	0.99	70000.0
54	213.777	18.795	42.409	11.013	0.08	0.99	60000.0
55	219.083	19.376	43.554	11.325	0.08	0.99	110000.0
56	215.141	18.783	42.917	11.076	0.08	0.99	90000.0
57	220.422	19.482	43.966	11.428	0.08	0.99	60000.0
58	219.4	19.394	43.49	11.318	0.08	0.99	70000.0
59	221.35	19.376	43.809	11.313	0.08	0.99	50000.0
60	215.579	18.824	42.969	11.116	0.08	0.99	100000.0
61	219.2	19.41	43.67	11.361	0.08	0.99	80000.0
62	222.161	19.621	43.88	11.418	0.08	0.99	110000.0
63	220.261	19.433	43.71	11.346	0.079	0.99	60000.0
64	220.267	19.442	43.71	11.349	0.08	0.99	120000.0
65	221.713	19.568	44.372	11.535	0.08	0.989	70000.0
66	220.262	19.488	43.655	11.351	0.08	0.99	70000.0
67	216.089	18.979	42.737	11.09	0.081	0.99	60000.0
68	223.965	19.638	44.667	11.557	0.079	0.989	80000.0
69	219.882	19.468	43.715	11.343	0.081	0.99	80000.0
70	220.921	19.515	43.818	11.398	0.08	0.99	70000.0
71	222.045	19.632	44.754	11.649	0.08	0.989	120000.0
72	224.898	19.841	44.771	11.637	0.08	0.989	100000.0
73	218.99	19.425	43.712	11.384	0.08	0.99	90000.0
74	218.849	19.401	43.315	11.281	0.08	0.99	60000.0
75	218.536	19.068	42.913	11.059	0.08	0.99	70000.0
76	214.948	18.964	42.066	10.969	0.081	0.99	70000.0
77	215.455	18.975	42.032	10.93	0.081	0.99	70000.0
78	219.531	19.427	43.536	11.344	0.08	0.99	70000.0
79	213.552	18.769	42.21	10.959	0.08	0.99	80000.0
80	222.566	19.666	44.208	11.484	0.08	0.99	40000.0
81	213.995	18.788	42.621	11.03	0.08	0.99	40000.0
82	218.984	19.386	43.62	11.361	0.08	0.99	80000.0
83	221.684	19.479	44.172	11.425	0.08	0.99	70000.0
84	217.222	19.225	43.186	11.266	0.079	0.99	70000.0
85	221.876	19.566	44.167	11.468	0.081	0.99	50000.0
86	216.144	18.949	42.892	11.146	0.081	0.99	80000.0
87	217.829	19.283	43.206	11.247	0.08	0.99	70000.0
88	219.473	19.317	43.786	11.314	0.08	0.99	100000.0
89	221.897	19.557	44.145	11.46	0.08	0.99	50000.0
90	219.553	19.431	43.428	11.317	0.08	0.99	100000.0
91	219.207	19.164	43.208	11.14	0.081	0.99	50000.0
92	217.852	19.334	43.369	11.297	0.08	0.99	70000.0
93	220.874	19.526	44.036	11.43	0.08	0.99	80000.0
94	221.481	19.537	43.908	11.408	0.08	0.99	60000.0
95	218.601	19.39	43.509	11.345	0.08	0.99	70000.0
96	218.414	19.34	43.417	11.293	0.08	0.99	100000.0
97	219.757	19.431	43.463	11.317	0.08	0.99	80000.0
98	223.302	19.718	44.412	11.565	0.08	0.989	80000.0
99	215.614	18.894	42.844	11.087	0.081	0.99	60000.0
100	219.697	19.485	43.602	11.366	0.08	0.99	90000.0
