NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
35	212.934	18.734	41.947	10.924	0.075	0.99	100000.0
36	208.023	18.264	41.208	10.681	0.076	0.991	80000.0
37	212.24	18.782	42.021	10.931	0.075	0.991	120000.0
38	204.872	18.043	41.103	10.668	0.075	0.991	80000.0
39	211.059	18.783	42.138	11.027	0.075	0.991	70000.0
40	209.929	18.454	42.392	11.008	0.076	0.99	60000.0
41	207.443	18.287	41.403	10.776	0.075	0.991	90000.0
42	204.548	17.997	40.796	10.587	0.075	0.991	60000.0
43	206.687	18.112	41.274	10.688	0.075	0.991	50000.0
44	208.898	18.401	40.997	10.669	0.075	0.991	80000.0
45	211.507	18.802	42.391	11.043	0.075	0.991	100000.0
46	209.587	18.372	41.832	10.805	0.076	0.991	120000.0
47	205.29	18.079	40.708	10.576	0.076	0.991	130000.0
48	214.777	18.995	42.841	11.156	0.075	0.99	70000.0
49	210.717	18.666	42.169	10.99	0.074	0.991	110000.0
50	210.326	18.691	41.833	10.949	0.075	0.991	90000.0
51	205.877	18.158	41.062	10.681	0.076	0.991	50000.0
52	206.651	18.18	41.619	10.782	0.076	0.991	120000.0
53	209.36	18.611	42.075	10.973	0.075	0.991	80000.0
54	210.229	18.718	42.354	11.061	0.075	0.991	60000.0
55	206.348	18.262	40.945	10.661	0.076	0.991	70000.0
56	207.363	18.18	41.292	10.696	0.075	0.991	60000.0
57	200.439	17.582	39.996	10.386	0.076	0.991	70000.0
58	211.113	18.478	42.028	10.903	0.075	0.99	50000.0
59	213.179	18.848	42.516	11.069	0.075	0.99	110000.0
60	213.199	18.834	42.441	11.045	0.075	0.99	80000.0
61	208.684	18.341	41.854	10.875	0.076	0.991	100000.0
62	209.784	18.623	41.987	10.949	0.075	0.991	70000.0
63	212.604	18.866	42.634	11.104	0.075	0.991	70000.0
64	212.072	18.787	42.127	10.988	0.075	0.991	60000.0
65	210.071	18.532	41.457	10.766	0.077	0.991	100000.0
66	213.071	18.886	42.575	11.084	0.075	0.99	60000.0
67	214.861	18.96	42.71	11.074	0.075	0.99	80000.0
68	207.212	18.181	41.38	10.727	0.076	0.991	110000.0
69	209.923	18.577	41.56	10.802	0.075	0.991	70000.0
70	211.501	18.759	42.049	10.944	0.075	0.991	90000.0
71	209.473	18.628	41.927	10.953	0.075	0.991	90000.0
72	211.151	18.566	41.513	10.77	0.076	0.991	60000.0
73	204.413	17.986	40.721	10.595	0.075	0.991	50000.0
74	212.568	18.908	42.367	11.044	0.075	0.991	100000.0
75	210.24	18.697	42.546	11.06	0.075	0.99	150000.0
76	205.938	18.121	40.972	10.647	0.076	0.991	50000.0
77	209.852	18.5	41.877	10.874	0.074	0.991	80000.0
78	207.355	18.15	41.374	10.693	0.075	0.991	70000.0
79	202.553	17.897	40.701	10.602	0.075	0.991	100000.0
80	213.016	18.86	42.816	11.131	0.074	0.99	110000.0
81	210.07	18.728	41.986	10.972	0.075	0.991	110000.0
82	212.502	18.795	42.156	10.979	0.075	0.99	50000.0
83	212.075	18.877	42.069	10.992	0.075	0.991	60000.0
84	213.327	18.873	42.592	11.078	0.075	0.99	80000.0
85	211.805	18.806	42.255	11.04	0.075	0.991	120000.0
86	205.722	18.166	41.125	10.697	0.076	0.991	140000.0
87	207.57	18.2	41.561	10.741	0.075	0.991	60000.0
88	208.202	18.502	41.877	10.896	0.075	0.991	100000.0
89	210.1	18.436	41.777	10.824	0.076	0.991	110000.0
90	206.607	18.097	40.893	10.598	0.075	0.991	100000.0
91	211.417	18.685	42.171	10.946	0.075	0.991	90000.0
92	213.217	18.96	42.639	11.121	0.075	0.991	80000.0
93	208.003	18.271	41.434	10.748	0.076	0.991	100000.0
94	206.516	18.126	41.371	10.735	0.075	0.991	70000.0
95	203.949	17.974	40.75	10.592	0.075	0.991	80000.0
96	211.916	18.856	42.429	11.052	0.075	0.991	80000.0
97	213.769	18.913	42.701	11.127	0.075	0.99	70000.0
98	206.232	18.092	40.898	10.614	0.075	0.991	50000.0
99	208.038	18.267	41.329	10.722	0.076	0.991	90000.0
100	203.539	17.946	40.472	10.517	0.076	0.991	60000.0
