Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W
0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d	384	6	26	1	0	3	14	0	0	2	0	0	25	0	0	3	0	2	2	0	0	0	0
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	164	0	199	74	50	94	41	3	0	19	0	16	1	62	0	17	1	1	11	1	1	1	73
0d0793c1-df1b-4db1-ba36-adcb960cc0f5	0	197	0	417	110	337	67	36	72	196	88	183	37	181	98	27	23	71	0	10	45	12	0
0d259ac2-03d1-4814-9b0b-d05e3a6029b7	255	54	116	23	18	12	3	29	0	17	0	3	24	4	0	2	14	4	2	0	0	0	2
0d31a44f-1fc5-43a2-9633-36c4e650d3d2	335	33	47	2	15	8	11	22	14	14	11	0	19	4	6	3	1	2	2	3	0	0	7
0d569bd5-418d-4d72-87ca-8e14668c2119	310	34	68	17	18	0	2	12	0	22	0	9	32	0	1	2	3	3	3	1	0	0	0
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0	263	0	139	66	22	0	0	64	4	0	0	7	27	0	0	0	1	4	16	0	2	0	0
0dd0718d-5ddf-4c59-8c47-0f51303daeb5	135	64	220	28	50	0	44	5	0	13	10	0	11	100	0	19	2	1	8	1	25	4	3
0dd39eca-c623-11e3-bf01-24c6515278c0	162	50	212	16	8	1	2	43	3	5	0	10	24	0	4	2	3	4	7	2	2	0	0
0e1e628b-823a-4861-aa95-bed2fada7349	423	6	0	0	0	1	9	5	0	3	0	0	23	0	0	2	0	0	3	0	0	0	0
0e54cea2-d568-4a33-b9db-b698844e6ad9	152	0	202	73	0	32	35	66	109	71	0	0	18	8	0	2	5	0	17	7	0	43	0
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	73	85	190	118	7	147	209	3	56	112	10	9	32	10	32	59	4	12	9	4	0	35	2
0e6ca8dc-0f31-4675-95b1-5920576daeff	289	0	115	31	20	22	14	27	8	31	0	5	20	2	0	1	6	7	4	3	0	3	4
0e7ac212-0469-4f17-9432-205ab1831257	233	42	151	14	8	10	1	3	0	17	0	2	8	46	0	1	4	4	6	0	5	1	7
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	248	48	131	0	13	2	7	28	0	3	0	10	29	0	5	3	0	1	3	2	0	0	0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	0	149	269	72	30	199	51	13	0	0	0	84	0	69	34	0	10	16	54	10	0	0	9
0ead45d8-d785-4404-8319-2ef951e02e03	0	136	9	352	28	508	49	23	372	159	132	235	65	254	137	16	50	20	29	33	72	39	11
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	21	197	74	55	58	0	0	57	735	0	0	126	157	0	20	17	14	18	0	19	17	19	0
0ed63d84-d3fe-4289-9255-35f4a03b703b	420	7	0	1	4	2	8	1	0	8	0	0	23	0	0	1	1	0	4	2	0	0	0
0eeafcd6-c623-11e3-bf01-24c6515278c0	189	85	147	26	0	4	6	29	6	33	0	18	27	10	0	9	1	9	4	6	4	0	0
0ef92ff8-829f-425a-91d8-c594b6e22a2b	5	142	252	27	69	116	77	25	87	38	0	48	41	73	23	8	5	7	18	82	0	3	0
0efb6e20-236d-4640-9373-6fc03e67d090	414	3	0	0	0	1	9	0	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
0efee3f3-313b-44eb-b3b0-af975a1ded82	264	14	115	19	45	16	22	59	30	21	44	0	19	0	0	1	48	3	4	0	5	0	0
0f53e757-1823-409f-a0ea-249270728e15	370	0	0	0	215	143	24	5	0	0	0	0	12	0	0	0	0	0	2	201	0	0	0
0f6b355e-3898-4be6-be97-da0c3840a4ed	99	117	202	0	14	76	8	7	51	39	35	12	8	27	30	11	4	2	0	4	5	3	15
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	0	44	306	84	30	54	187	20	42	48	43	4	24	64	0	0	17	11	26	11	0	72	7
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	345	48	29	28	3	1	2	23	9	18	0	5	27	0	4	2	0	0	0	0	1	1	11
0fbd94b1-bb34-4620-841b-861a0b5e0c12	163	90	131	65	46	115	85	7	0	76	21	50	21	0	0	0	2	20	0	55	0	38	0
0fc63b79-7fff-441d-88fc-922d53c787ab	0	55	335	13	32	236	241	0	27	0	33	0	0	0	0	0	6	18	0	0	0	155	5
10136472-c623-11e3-bf01-24c6515278c0	424	0	0	1	0	2	10	8	0	1	0	0	22	0	0	2	1	0	3	0	0	0	0
1021b60d-f7b2-43b0-b2cc-f282d619d533	0	183	0	496	721	71	0	387	64	101	0	265	114	168	45	54	70	48	47	61	3	17	9
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	23	311	52	114	290	19	7	110	40	104	8	15	78	12	37	0	22	3	14	6	21	5	6
108749d2-5c62-4ef1-92df-aec6941ba53b	346	52	43	8	0	0	5	34	0	3	0	4	15	0	2	0	1	0	4	5	3	0	1
108b67d4-5d66-46da-8675-6acae643b76f	252	111	74	13	33	0	7	51	41	0	0	8	34	0	0	3	8	1	2	8	1	4	0
10ad692b-4c3d-42de-9b5e-4968441388b3	256	47	116	20	20	1	3	36	23	9	0	6	27	2	2	1	0	3	5	4	1	0	3
10bb1a92-901e-4a14-80f4-5e88f997754b	215	29	150	58	61	20	0	27	3	43	0	3	17	40	0	0	6	6	0	61	0	2	0
10cb8ac6-c622-11e3-bf01-24c6515278c0	78	83	253	20	21	55	0	7	23	45	23	17	22	34	0	6	5	9	0	11	3	5	12
10d15b7a-16d1-4953-aaef-f193ffa97f42	205	75	136	30	32	57	2	17	0	0	0	32	0	87	12	0	9	10	8	21	6	0	7
10db2142-c623-11e3-bf01-24c6515278c0	305	29	75	28	14	36	13	0	0	32	0	2	1	39	0	0	6	1	0	0	0	41	0
110b5f05-ded7-45ec-b0f6-a941c92d77dd	0	0	0	607	451	712	301	256	333	221	265	331	118	92	87	89	85	276	67	101	5	21	0
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	364	36	30	2	9	1	5	9	3	7	0	4	30	1	0	1	1	2	4	2	0	0	0
11473a98-d953-45f9-abf5-709b68a4bae8	211	9	191	15	0	3	8	25	6	20	0	0	22	0	1	6	5	0	4	1	4	0	0
1157a548-6770-4c89-a84c-bcf6f0e96ea8	322	20	74	13	0	5	5	11	5	1	0	5	27	6	0	0	0	0	4	0	10	0	1
1168944c-5451-4a18-8758-88bf5723bdd9	0	87	330	59	4	2	0	66	8	54	0	22	34	0	5	10	2	1	6	7	0	3	1
1193a9c4-5aab-4cd7-a690-60c96bd1172d	379	3	30	1	0	1	8	7	10	13	0	0	23	0	0	1	0	4	2	0	2	0	0
11ae45fb-05f6-425a-9295-d50d13407006	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	65	239	40	117	385	12	10	368	161	0	0	241	90	28	175	37	0	19	0	16	3	23	0
122bf0a9-8052-49da-a9d7-0e5de9ab7032	372	41	20	9	0	1	7	17	0	3	0	4	26	0	0	1	0	0	2	2	2	0	0
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	61	152	199	59	11	65	13	13	14	51	13	31	31	57	17	0	4	7	12	3	9	1	13
124d5b04-4588-44c3-9c00-61e064cf1bdb	67	101	215	50	53	44	73	41	40	43	0	17	39	22	16	1	0	7	7	0	0	18	48
126ee433-d345-4cac-882a-c91831a24690	55	251	119	52	102	0	0	108	170	0	0	5	63	0	10	3	0	2	6	12	8	3	0
127b0f7d-d24e-48b7-ac25-d3f14a43952d	0	321	50	152	67	0	0	132	0	176	0	161	70	19	15	6	8	15	0	8	11	13	0
12874085-a596-41ae-b4cd-817cb1ebb278	6	278	105	77	496	370	9	17	0	0	0	16	9	135	55	17	54	9	21	20	30	16	58
1292e13b-d7c6-447b-a227-9a8113215580	0	178	99	291	46	164	0	33	1	238	0	146	44	89	22	46	20	20	17	0	1	23	0
129459c1-38be-45da-bb87-18848c97c544	134	96	146	147	106	11	1	124	18	28	0	5	42	1	0	25	0	0	3	0	3	23	13
1295947c-c623-11e3-bf01-24c6515278c0	364	24	37	6	0	4	9	11	4	6	0	0	26	2	3	3	0	4	3	0	0	0	0
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	413	0	0	4	0	1	7	0	0	3	0	0	27	0	0	1	0	0	3	2	0	0	0
129de5b2-d9b0-4762-9ef8-72d98231fb50	44	276	110	36	173	17	14	115	21	70	0	31	40	7	18	19	13	4	9	2	7	10	12
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	409	0	0	0	0	0	8	0	0	33	0	0	10	0	0	2	1	0	4	5	1	0	0
12d7121a-0345-4808-a819-09d6e3227bd5	394	0	30	0	0	36	1	0	0	6	0	0	0	8	1	3	1	1	8	2	2	2	6
12f038e1-00af-4c64-a2e0-9e63323492ef	80	48	183	73	132	187	84	63	144	79	53	73	31	27	12	142	58	11	2	0	0	11	0
12f1ae2f-2666-45be-9742-f502d212373d	181	95	150	7	15	5	0	28	20	29	12	23	34	3	4	0	4	2	2	2	0	3	3
131332b2-ff51-4bd7-a626-aff2ecea6135	290	77	66	44	30	0	0	65	0	0	0	0	28	0	0	4	0	2	6	0	0	0	1
1327bbd4-a466-4e26-905f-cf91315f1cc8	169	111	130	65	98	59	12	2	0	0	0	13	0	106	0	2	12	3	2	4	5	0	73
132f7f2a-b902-4343-aa08-cf6a7af10b9a	396	4	25	3	0	3	11	14	0	7	0	0	22	0	1	1	0	2	3	0	3	0	0
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	418	0	0	0	0	1	8	1	0	2	0	0	22	0	0	1	0	0	7	0	0	0	0
134c9a92-e91e-4347-a9c4-727279edebb1	35	211	156	93	71	13	27	87	35	64	0	63	46	1	11	7	14	11	0	17	1	2	27
1358ff92-4db9-4e42-b63a-984a7bea425a	411	3	0	6	0	1	8	1	0	3	0	1	28	0	0	1	0	0	2	4	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	417	8	0	1	10	2	7	3	4	6	0	0	27	1	4	1	0	0	2	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	215	60	120	4	110	32	33	57	29	0	56	0	33	28	0	10	8	4	13	4	18	5	4
13c312ec-0add-4758-ab8d-c193e2e08c6d	287	10	116	0	0	14	5	0	0	36	0	0	2	27	3	2	4	3	4	1	1	1	3
13c62975-9f5e-4d40-a461-dceab08a31ec	167	82	166	49	51	20	1	48	0	15	0	10	24	13	0	0	29	2	1	3	0	3	2
13c7065e-6780-4571-978e-a7c13078ff50	347	0	75	3	0	2	7	17	0	7	0	0	19	0	2	2	0	1	10	0	0	0	1
13d05f7a-e16a-40ef-9a15-21257da2cf89	337	4	45	0	0	0	0	33	50	20	38	12	15	2	0	0	0	5	45	0	0	5	0
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	225	53	145	23	7	11	9	33	12	0	0	2	25	21	15	4	0	0	4	4	0	1	7
140d6ef7-0217-4d16-9add-215d0d14ba06	317	0	89	14	5	1	11	8	4	14	0	0	24	0	0	1	0	0	3	0	2	0	4
141918cd-3e23-45bc-96e1-b208c80f69e7	393	12	14	4	35	2	9	11	0	12	0	4	30	0	7	1	0	0	3	7	4	0	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	115	81	222	25	39	19	7	65	20	23	32	0	22	1	11	10	0	4	9	4	0	9	8
14334aea-2dae-428c-9d4a-1a37878dfc3f	196	86	107	9	83	25	11	30	36	95	0	22	27	1	7	14	2	22	0	4	3	0	10
1447c8cb-25d4-4092-8919-4df08f898d2d	352	19	47	6	16	0	7	25	0	16	0	2	19	0	1	3	1	3	4	0	0	0	13
145f2b89-8878-4390-b0f6-f09b02fb138a	126	92	180	60	67	15	4	61	28	51	0	0	25	16	0	4	0	10	7	41	0	8	0
145f6dbb-9744-44f7-8485-e440689de3fd	255	55	126	11	44	3	3	67	6	0	0	4	20	0	0	4	4	1	0	15	0	0	0
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	42	167	186	110	110	241	71	29	24	57	0	112	8	42	72	0	3	2	0	82	0	2	18
147e3496-514e-4da7-be42-7cd9be78ed04	422	2	0	0	0	0	53	2	5	0	0	8	29	0	0	1	0	16	2	0	0	0	0
148536ce-ee2a-4952-a19d-10d6f44146b9	351	10	57	7	0	0	6	9	0	0	0	7	12	37	2	2	1	1	2	3	3	1	3
1494bb16-f1f0-42a4-b10e-c383574cbc8b	370	0	41	0	12	3	11	11	2	2	0	0	25	1	0	1	1	2	3	0	0	0	6
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	46	154	182	92	97	9	0	28	0	114	0	30	25	77	0	30	13	5	25	0	0	1	0
14bf9bfb-14d6-4cac-a556-828f680e8a15	64	66	179	233	130	89	8	31	0	128	0	47	37	87	0	22	24	25	8	22	1	22	9
14c5b81d-da49-4db1-9834-77711c2b1d38	84	340	0	31	128	0	0	66	23	124	0	137	87	0	33	4	4	1	0	10	6	10	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	409	23	0	3	0	1	8	11	0	0	0	3	24	0	0	1	0	0	2	0	1	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	404	15	8	0	0	1	10	10	0	4	0	0	20	0	3	2	0	0	3	1	1	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	47	174	86	170	355	157	146	28	0	125	0	67	42	46	152	0	19	18	9	24	0	22	37
14f41457-25c3-4979-8515-4f33322039a5	415	0	0	0	0	2	9	11	7	0	0	0	16	6	2	3	0	0	3	3	0	0	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	0	220	144	96	15	189	111	19	78	131	34	113	37	62	17	32	15	4	11	24	0	4	28
154f80bd-984c-4792-bb89-20c4da0c08e0	398	20	0	0	3	2	9	4	0	0	0	0	26	0	2	1	0	0	2	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	337	15	54	23	4	0	3	2	0	19	0	1	34	0	1	2	3	0	1	0	1	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	196	50	173	67	12	0	0	93	3	0	0	30	33	0	17	0	0	2	1	0	14	0	0
155873b2-e5de-405f-87f6-6de0d238b160	375	20	27	11	0	0	6	19	0	13	0	10	24	0	11	0	1	0	2	0	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	273	27	108	12	20	15	9	22	29	32	2	0	26	0	0	7	3	0	2	0	0	0	2
15895218-c623-11e3-bf01-24c6515278c0	144	53	213	14	33	32	0	8	8	45	0	24	16	51	7	4	1	7	3	6	0	0	16
15a93657-0521-430a-a816-bf0842374b75	388	4	22	3	0	1	8	6	0	4	0	0	24	0	2	1	1	1	3	0	0	0	0
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	418	2	0	1	0	1	8	1	0	0	0	0	26	0	0	1	0	0	2	0	0	1	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	188	156	74	100	219	18	0	208	108	0	10	24	94	32	26	10	15	10	16	20	16	9
15daadb0-6b24-4248-9225-470dc08f1552	261	13	147	8	11	5	6	27	4	25	0	0	20	0	0	4	1	4	3	7	3	3	0
15dd024e-c0da-461a-84db-d01e60a22210	413	1	1	2	0	1	8	1	0	5	0	0	25	0	0	1	1	0	3	0	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	398	0	16	12	14	3	7	15	0	0	0	0	29	0	0	0	1	0	2	0	1	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	23	170	0	182	1085	161	44	183	104	279	51	163	140	197	111	70	34	46	55	0	1	15	76
15f90ef0-831b-40a3-98bd-ec226a9e8b26	69	111	194	95	92	20	2	93	47	68	0	36	38	0	0	36	14	13	3	0	0	6	6
15fd8dc8-c622-11e3-bf01-24c6515278c0	310	18	90	3	34	7	12	41	10	7	0	0	19	0	0	1	1	2	8	0	2	0	19
1659bae5-3140-4d05-891c-81b48277b2fc	68	168	36	162	536	325	70	38	71	70	62	11	20	177	0	16	30	16	7	0	42	166	126
16c6f975-48fd-4cda-946a-777cb922949d	289	52	67	54	59	0	0	92	2	0	0	23	35	0	12	12	7	0	0	0	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	0	39	197	236	320	176	9	95	67	49	201	0	40	131	46	8	5	29	16	25	6	4	121
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	45	172	169	104	84	72	51	36	5	69	0	0	1	105	6	7	7	9	6	0	19	63	10
16df7888-2480-4394-8856-d57a6ef371d2	48	228	137	25	267	197	174	6	0	84	0	34	0	52	47	0	12	10	0	19	0	14	57
170ad241-9e24-469b-b7ca-3fd783a89b21	7	269	104	133	237	169	10	31	41	65	66	0	40	102	13	13	21	13	20	6	11	7	39
1727e88b-df0a-4af2-9191-8c6061d98ad0	85	28	281	56	0	59	23	12	4	31	0	14	11	61	0	15	3	2	10	25	0	5	0
172c9864-c26d-4e9b-947a-e8ce761e996d	232	85	73	0	15	44	83	15	45	75	0	44	0	35	24	5	10	1	4	6	7	0	48
1776f326-b12f-4355-8107-80fa6fcd2159	255	45	115	42	18	4	7	61	10	0	0	7	18	2	0	2	0	0	4	5	1	1	24
178d0486-cb0d-4979-8bdf-bb3fe99149bd	413	0	1	2	0	3	9	1	3	0	0	0	26	1	0	1	1	0	3	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	415	2	0	1	0	1	8	1	0	0	0	1	27	0	0	1	0	0	3	0	1	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	180	120	78	68	142	1	22	94	46	24	37	22	35	66	0	93	22	10	4	0	0	1	0
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	83	115	78	261	257	128	151	55	24	115	29	13	41	96	53	5	7	51	4	35	14	15	39
183b04f5-107f-496c-8e9a-8263dd00cffa	56	143	199	75	104	42	0	57	6	68	11	26	31	50	23	7	6	5	9	30	2	2	0
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	292	66	72	44	17	0	0	57	0	0	0	10	30	0	8	3	1	0	0	0	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	318	14	14	0	122	84	451	12	77	0	0	59	56	0	0	20	48	0	0	35	83	0	58
18f5e75e-c623-11e3-bf01-24c6515278c0	303	6	100	14	26	33	14	33	21	0	0	4	17	15	0	0	1	7	11	0	2	0	27
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	336	7	80	1	0	3	11	9	2	9	0	0	23	0	3	2	1	0	4	1	0	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	286	53	97	0	0	1	6	26	3	9	0	12	24	3	0	5	0	1	8	2	3	0	0
190eb791-383d-4e27-870d-e470630843e7	9	184	212	27	78	206	220	62	17	64	5	90	15	43	28	5	4	9	19	34	18	57	33
19233fd1-5229-466e-acf3-5882165758e0	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	425	1	0	0	0	1	10	4	0	0	0	0	23	0	0	2	0	0	4	0	0	0	1
199bbb0f-996c-40c1-b06d-2066f04be778	365	10	35	0	2	0	4	6	17	20	0	0	22	0	0	8	3	7	2	0	0	0	0
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	336	35	60	1	1	1	8	15	0	10	0	2	25	0	0	1	0	1	5	0	0	0	0
19b6b9d6-6912-4b85-a4bf-52014bcb170b	300	59	63	3	34	0	21	11	0	49	0	0	22	6	4	2	7	0	5	10	0	1	0
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	107	256	46	10	276	0	21	21	30	135	0	21	85	26	6	0	22	4	7	6	0	10	16
19cd4360-8392-4bc2-ae88-fdc1335d886b	382	8	28	2	2	2	9	7	0	0	0	0	26	0	0	1	0	0	3	0	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	427	0	0	0	0	1	9	0	0	16	0	0	13	0	1	1	0	0	5	2	1	0	0
19def402-fb8d-4b27-90dd-ce9135a3c0a2	416	0	0	0	0	1	9	0	0	0	0	0	24	0	0	1	0	2	3	0	0	0	0
19fe27d8-c623-11e3-bf01-24c6515278c0	191	49	175	13	45	3	10	38	15	12	0	0	31	11	7	2	3	6	7	0	0	5	0
1a0ef226-41a5-4b56-9078-4b7834f0c976	189	6	152	59	0	70	51	12	47	59	37	4	7	29	1	25	2	3	5	0	0	1	72
1a134c18-ced3-4bae-9f15-5f0f09526639	401	10	5	3	0	1	8	0	0	7	0	0	25	0	0	1	0	0	3	0	0	0	1
1a319682-f55e-4e0b-8476-48a0bea6c265	246	86	98	32	46	0	2	72	14	0	0	9	34	0	0	15	3	3	0	2	6	0	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	54	4	153	519	1064	545	0	479	0	403	128	0	83	143	87	93	64	112	96	50	106	24
1a4633c4-72a0-4e30-8c4c-345e04337627	219	51	140	17	32	9	3	31	32	34	0	9	27	3	0	11	1	0	2	0	1	7	20
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	398	29	4	4	2	1	8	14	0	3	0	0	23	0	0	1	0	0	2	0	2	3	0
1a841850-fca0-48ab-8c78-db0bd5a64435	114	89	187	53	117	48	1	46	13	68	24	8	23	32	18	0	1	6	3	28	0	4	37
1ac15380-04a2-42dd-8ade-28556a570e80	89	161	0	0	460	207	858	305	110	157	0	402	78	29	0	0	187	4	23	0	718	0	0
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	277	5	68	128	88	44	43	61	54	2	0	0	31	45	0	0	65	1	4	0	0	0	30
1aff91a6-1b0f-4575-8f4b-4e064a50b886	78	213	80	140	170	121	25	13	0	127	0	28	20	64	4	38	3	14	22	12	0	7	22
1b06afe2-c623-11e3-bf01-24c6515278c0	265	0	115	53	49	37	10	28	22	14	7	0	26	28	0	0	4	3	3	15	0	9	21
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	261	83	84	30	19	0	0	41	0	0	0	3	30	0	0	0	2	0	1	1	3	1	8
1b1780d5-06da-40ee-9e15-02631a68027b	124	126	175	51	26	0	0	86	0	0	0	20	30	0	3	2	10	1	2	0	2	0	9
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	381	6	27	0	0	0	8	29	5	4	4	0	3	0	3	4	1	2	3	1	0	2	8
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	352	19	25	21	42	19	8	8	12	10	29	0	34	11	0	22	1	4	4	0	0	6	8
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	180	161	61	7	67	98	37	10	120	59	0	54	26	82	22	17	0	37	5	13	6	0	5
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	0	138	106	342	270	62	56	170	137	32	74	14	96	158	41	5	51	27	19	8	40	1	34
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	72	100	188	224	80	0	0	223	56	0	0	64	58	0	5	0	0	0	10	28	21	0	0
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	411	8	5	9	0	1	8	7	0	0	0	0	25	0	0	1	0	0	3	2	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	426	0	0	0	0	1	9	0	1	2	0	0	24	0	0	1	0	0	7	0	0	0	0
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	378	16	33	0	0	2	11	11	0	10	0	1	23	0	0	1	0	0	3	0	1	5	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	339	19	65	31	14	0	2	27	0	0	0	0	30	0	4	0	1	0	5	0	1	0	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	129	210	157	152	126	85	32	0	87	0	25	35	54	26	13	10	20	9	14	6	1	48
1bea3a72-3b73-4072-a6bb-96a90119d3ac	184	0	169	7	0	3	13	0	4	0	7	0	16	26	0	3	0	2	7	5	0	3	4
1c00925b-7328-4db0-b930-04aab2d80719	72	72	252	94	110	146	17	11	0	37	0	19	8	51	19	7	27	18	0	6	0	6	7
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	33	101	167	279	126	290	19	20	0	121	0	121	4	110	69	0	28	16	5	52	30	5	10
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	280	19	113	12	0	1	3	11	5	21	0	4	29	0	0	2	3	0	3	2	2	1	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	6	0	0	52	1618	998	615	233	225	365	134	758	197	282	0	259	256	53	29	15	353	53	154
1c1c6494-c623-11e3-bf01-24c6515278c0	350	7	55	21	0	2	7	26	6	7	0	0	20	0	0	9	0	3	4	0	0	0	0
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	112	176	145	61	174	0	0	167	5	0	0	67	46	0	18	7	4	2	2	8	0	4	17
1c300960-e51c-4477-8fdd-026c7e545dc4	414	3	0	0	0	1	9	0	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	10	156	252	95	17	5	0	99	7	73	0	42	26	0	24	3	3	1	3	4	1	6	3
1c9fbe26-1447-4335-aaab-06d6bb3e2741	112	42	228	71	38	85	29	21	54	35	10	12	24	44	4	11	2	4	25	20	1	1	30
1cb25b72-3726-4f12-9e22-f5c7e4b05681	314	37	66	0	10	11	3	7	22	36	7	0	19	0	0	5	1	5	0	13	1	0	0
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	291	0	227	406	537	481	27	61	0	0	182	5	93	67	202	14	45	0	6	0	216	0
1d0617e8-2725-4411-b50f-e46ea1d43242	331	90	18	0	37	0	3	28	1	7	0	8	26	0	10	1	0	6	0	1	0	7	0
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	371	39	16	0	9	1	6	12	0	0	0	0	27	0	2	0	0	0	1	0	0	1	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	208	0	144	183	707	297	0	212	79	246	173	0	48	42	89	42	22	25	52	47	42	132
1d325d84-a3a0-4802-9842-76cb21cecb1c	399	8	4	3	42	2	3	14	0	32	0	3	12	13	9	0	1	0	2	17	6	0	0
1d4a091d-fe65-49c0-8810-5a95243b108a	159	74	150	77	65	50	0	21	0	79	0	22	14	55	13	0	4	8	12	0	0	0	23
1d6c9181-a02f-4c35-85b3-65dc5808f50e	209	26	176	39	0	0	5	47	0	0	0	1	24	0	2	3	0	2	4	0	2	3	0
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	136	116	168	42	23	0	7	60	141	0	0	22	45	0	10	0	2	11	0	1	4	13	0
1d97ba51-d981-4986-9f71-c2b6cb9961c3	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
1daefc49-5248-4948-87ce-0ec19a248ef9	74	86	250	0	41	102	41	14	127	0	6	2	8	111	0	28	3	13	0	31	2	7	12
1db83e80-bdf7-4d8d-8008-bd8406d641fc	169	110	131	22	30	0	67	34	20	39	0	16	25	5	50	11	2	5	2	0	0	4	0
1dbdbb2c-c623-11e3-bf01-24c6515278c0	150	114	162	11	21	65	23	5	15	6	62	24	7	91	10	4	36	6	1	7	0	20	0
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	294	0	391	231	586	9	38	0	98	0	164	0	0	40	110	44	36	15	35	24	9	5
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
1de83d45-8492-4b83-9055-a9f43b823f91	395	25	10	3	6	2	10	11	0	6	0	0	25	0	2	1	0	0	3	0	0	0	0
