NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
91	238.298	20.863	47.156	12.181	0.09	0.988	60000.0
92	240.313	20.992	47.788	12.34	0.091	0.988	70000.0
93	237.148	20.898	46.657	12.129	0.092	0.988	100000.0
94	238.563	20.906	47.208	12.218	0.091	0.988	40000.0
95	237.292	20.843	46.967	12.163	0.091	0.988	60000.0
96	239.334	20.905	47.432	12.27	0.09	0.988	60000.0
97	240.026	21.028	47.638	12.363	0.091	0.988	70000.0
98	238.526	20.877	47.241	12.206	0.091	0.988	50000.0
99	240.928	21.085	47.571	12.319	0.091	0.988	120000.0
100	238.297	20.843	47.094	12.162	0.091	0.988	60000.0
