NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	169.614	15.523	35.352	9.368	0.057	0.994	170000.0
2	171.108	15.429	34.827	9.159	0.058	0.994	100000.0
3	179.407	16.176	36.725	9.65	0.057	0.993	70000.0
4	179.221	16.043	36.543	9.545	0.057	0.993	60000.0
5	167.978	15.17	34.529	9.068	0.058	0.994	80000.0
6	181.895	16.151	37.206	9.683	0.059	0.993	120000.0
7	165.992	14.845	34.579	9.074	0.057	0.994	70000.0
8	177.34	16.073	36.617	9.654	0.057	0.993	70000.0
9	169.397	15.119	34.993	9.155	0.057	0.994	150000.0
10	166.41	14.822	33.87	8.885	0.058	0.994	80000.0
11	178.345	16.159	37.009	9.725	0.058	0.993	110000.0
12	167.509	15.0	34.604	9.092	0.057	0.994	70000.0
13	174.084	15.515	35.872	9.355	0.057	0.993	90000.0
14	174.803	15.593	35.647	9.335	0.058	0.993	90000.0
15	173.05	15.302	35.289	9.195	0.058	0.993	110000.0
16	169.738	15.089	35.033	9.168	0.057	0.994	110000.0
17	166.447	15.02	34.176	8.985	0.058	0.994	80000.0
18	165.912	14.69	34.414	9.002	0.057	0.994	90000.0
19	177.032	15.867	36.036	9.423	0.058	0.993	70000.0
20	165.085	14.611	34.062	8.885	0.058	0.994	170000.0
21	164.89	14.765	34.046	8.955	0.058	0.994	90000.0
22	170.631	15.164	35.002	9.147	0.057	0.994	70000.0
23	171.534	15.311	35.431	9.249	0.057	0.993	70000.0
24	174.016	15.665	35.269	9.275	0.057	0.994	120000.0
25	166.228	14.758	34.134	8.957	0.057	0.994	150000.0
26	177.567	15.963	36.282	9.528	0.058	0.993	120000.0
27	169.238	14.981	34.625	9.006	0.056	0.994	140000.0
28	164.112	14.671	33.836	8.882	0.057	0.994	60000.0
29	172.365	15.428	35.536	9.324	0.057	0.993	90000.0
30	169.712	15.064	34.769	9.097	0.057	0.994	120000.0
31	171.668	15.263	35.422	9.228	0.057	0.993	110000.0
32	177.512	15.916	35.897	9.411	0.057	0.993	80000.0
33	171.057	15.378	35.341	9.282	0.058	0.994	70000.0
34	169.601	15.15	34.715	9.07	0.058	0.994	100000.0
35	171.889	15.361	34.992	9.184	0.056	0.994	160000.0
36	173.462	15.596	35.859	9.374	0.057	0.993	80000.0
37	169.277	14.986	35.171	9.164	0.058	0.993	120000.0
38	172.655	15.41	35.714	9.332	0.057	0.993	70000.0
39	171.406	15.258	34.895	9.153	0.058	0.994	130000.0
40	168.04	15.086	34.513	9.083	0.057	0.994	80000.0
41	171.877	15.445	35.322	9.295	0.057	0.993	80000.0
42	169.075	15.228	35.02	9.163	0.058	0.994	100000.0
43	171.554	15.267	35.693	9.303	0.057	0.993	100000.0
44	163.047	14.547	33.646	8.826	0.057	0.994	90000.0
45	176.327	15.891	36.55	9.58	0.057	0.993	100000.0
46	171.687	15.243	35.429	9.271	0.059	0.993	110000.0
47	168.021	14.982	34.851	9.105	0.057	0.994	90000.0
48	160.519	14.354	33.116	8.697	0.057	0.994	130000.0
49	176.01	15.713	35.796	9.371	0.058	0.993	70000.0
50	179.706	16.219	36.681	9.641	0.058	0.993	100000.0
51	170.284	15.208	34.988	9.189	0.057	0.993	130000.0
52	175.859	15.875	36.36	9.506	0.058	0.993	60000.0
53	164.237	14.663	33.833	8.898	0.058	0.994	100000.0
54	170.288	15.204	34.571	9.067	0.058	0.994	130000.0
55	170.805	15.372	35.798	9.371	0.057	0.993	110000.0
56	170.093	15.376	34.904	9.184	0.058	0.994	100000.0
57	172.103	15.419	35.023	9.205	0.058	0.994	80000.0
58	174.188	15.507	35.9	9.378	0.058	0.993	100000.0
59	175.891	15.848	36.379	9.536	0.058	0.993	100000.0
60	170.071	15.01	34.986	9.116	0.058	0.993	110000.0
61	170.631	15.235	35.062	9.193	0.057	0.994	120000.0
62	170.914	15.276	34.627	9.105	0.058	0.994	150000.0
63	174.558	15.845	35.98	9.479	0.057	0.993	70000.0
64	171.868	15.305	35.153	9.194	0.057	0.993	60000.0
65	172.426	15.311	35.785	9.358	0.058	0.993	90000.0
66	168.746	15.027	34.681	9.064	0.058	0.994	160000.0
67	171.492	15.41	35.488	9.318	0.057	0.993	110000.0
68	162.979	14.566	33.793	8.867	0.057	0.994	90000.0
69	167.611	14.913	34.584	9.019	0.057	0.994	90000.0
70	176.005	15.733	36.149	9.453	0.057	0.993	70000.0
71	167.452	15.066	34.44	9.059	0.057	0.994	120000.0
72	173.208	15.615	35.554	9.358	0.058	0.993	110000.0
73	169.984	15.26	34.826	9.117	0.057	0.994	80000.0
74	171.472	15.493	35.453	9.319	0.057	0.994	100000.0
75	171.561	15.193	35.394	9.225	0.058	0.993	80000.0
76	168.972	15.097	34.618	9.077	0.057	0.994	160000.0
77	176.477	15.688	36.579	9.515	0.057	0.993	80000.0
78	172.569	15.149	34.463	8.947	0.059	0.993	110000.0
79	175.293	15.878	36.488	9.605	0.057	0.993	80000.0
80	178.562	15.933	36.452	9.544	0.057	0.993	100000.0
81	165.162	14.79	33.792	8.876	0.058	0.994	120000.0
82	172.673	15.3	35.795	9.329	0.058	0.993	80000.0
83	170.468	15.343	35.304	9.291	0.056	0.994	90000.0
84	167.117	14.857	34.688	9.086	0.057	0.994	60000.0
85	167.546	15.093	34.62	9.123	0.058	0.994	110000.0
86	173.69	15.551	35.692	9.357	0.058	0.993	140000.0
87	169.886	15.084	35.28	9.207	0.058	0.993	160000.0
88	171.511	15.409	35.429	9.274	0.057	0.994	140000.0
89	175.167	15.645	35.593	9.315	0.057	0.993	80000.0
90	170.389	15.313	34.976	9.187	0.057	0.994	70000.0
91	169.58	15.179	34.357	9.002	0.058	0.994	80000.0
92	169.353	15.1	34.853	9.103	0.058	0.994	130000.0
93	178.612	16.084	36.677	9.621	0.058	0.993	100000.0
94	170.737	15.212	35.081	9.153	0.058	0.994	100000.0
95	169.402	15.23	34.238	9.038	0.058	0.994	90000.0
96	160.943	14.381	32.905	8.668	0.057	0.994	80000.0
97	169.357	15.039	34.844	9.102	0.058	0.994	90000.0
98	162.129	14.442	33.012	8.646	0.058	0.994	150000.0
99	165.436	14.694	34.216	8.987	0.057	0.994	120000.0
100	164.616	14.614	33.505	8.78	0.058	0.994	90000.0
