NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
66	235.241	20.633	46.843	12.135	0.088	0.988	80000.0
67	236.157	20.626	47.0	12.143	0.088	0.988	100000.0
68	234.438	20.54	46.322	11.991	0.088	0.988	70000.0
69	234.763	20.584	46.772	12.096	0.088	0.988	80000.0
70	233.822	20.514	46.294	11.991	0.088	0.988	50000.0
71	232.29	20.392	46.095	11.932	0.088	0.989	50000.0
72	233.695	20.593	46.152	11.978	0.088	0.989	50000.0
73	232.356	20.218	45.973	11.839	0.089	0.989	50000.0
74	229.467	19.986	45.583	11.764	0.089	0.989	60000.0
75	231.824	20.208	45.4	11.721	0.089	0.989	60000.0
76	235.329	20.63	46.454	12.049	0.088	0.988	80000.0
77	233.477	20.48	46.196	11.96	0.088	0.988	70000.0
78	234.281	20.562	46.413	12.045	0.088	0.988	60000.0
79	232.56	20.459	45.934	11.913	0.088	0.989	70000.0
80	231.772	20.325	45.991	11.895	0.087	0.989	50000.0
81	233.622	20.5	46.351	12.003	0.088	0.988	50000.0
82	235.717	20.648	46.636	12.078	0.088	0.988	120000.0
83	236.13	20.774	46.697	12.138	0.088	0.988	60000.0
84	232.374	20.35	46.086	11.923	0.087	0.989	50000.0
85	231.552	20.155	45.951	11.871	0.089	0.988	100000.0
86	232.162	20.366	45.964	11.894	0.088	0.989	60000.0
87	230.368	20.246	45.477	11.796	0.088	0.989	110000.0
88	229.99	19.881	45.892	11.787	0.089	0.988	60000.0
89	230.142	20.105	45.556	11.814	0.089	0.989	70000.0
90	232.915	20.325	45.888	11.852	0.089	0.988	80000.0
91	234.427	20.5	46.46	11.985	0.088	0.988	50000.0
92	234.627	20.566	46.519	12.033	0.087	0.988	80000.0
93	231.466	20.178	45.638	11.781	0.089	0.989	50000.0
94	232.551	20.45	46.037	11.94	0.088	0.989	80000.0
95	235.184	20.606	46.789	12.122	0.088	0.988	80000.0
96	234.39	20.566	46.714	12.088	0.088	0.988	80000.0
97	233.223	20.501	46.104	11.963	0.088	0.989	50000.0
98	235.6	20.627	46.889	12.128	0.088	0.988	90000.0
99	235.147	20.622	46.764	12.107	0.088	0.988	70000.0
100	233.764	20.506	46.146	11.927	0.088	0.989	70000.0
