NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	229.1	19.936	45.506	11.739	0.089	0.989	80000.0
2	231.786	20.293	46.05	11.903	0.087	0.989	70000.0
3	233.544	20.533	46.101	11.951	0.088	0.989	90000.0
4	227.861	19.821	45.496	11.726	0.089	0.989	60000.0
5	233.251	20.451	46.316	11.975	0.088	0.988	40000.0
6	231.871	20.321	45.619	11.815	0.087	0.989	40000.0
7	234.423	20.543	46.499	12.033	0.088	0.988	90000.0
8	234.29	20.565	46.242	11.992	0.089	0.988	70000.0
9	236.27	20.708	46.575	12.067	0.089	0.988	80000.0
10	234.01	20.479	46.443	12.022	0.087	0.988	100000.0
11	233.592	20.447	46.423	11.992	0.088	0.988	80000.0
12	235.488	20.607	46.851	12.121	0.088	0.988	70000.0
13	233.709	20.4	46.351	11.952	0.088	0.988	40000.0
14	233.824	20.558	46.336	11.999	0.088	0.989	120000.0
15	233.443	20.39	46.239	11.933	0.087	0.988	60000.0
16	230.81	20.054	46.007	11.873	0.089	0.988	80000.0
17	235.601	20.793	46.553	12.138	0.089	0.988	90000.0
18	233.626	20.459	46.198	11.959	0.088	0.989	50000.0
19	233.774	20.461	46.355	11.968	0.087	0.988	80000.0
20	235.094	20.578	46.823	12.106	0.088	0.988	50000.0
21	232.337	20.469	45.849	11.908	0.088	0.989	50000.0
22	236.378	20.73	46.812	12.143	0.089	0.988	70000.0
23	232.752	20.489	45.944	11.895	0.088	0.989	60000.0
24	232.338	20.436	45.971	11.916	0.088	0.989	80000.0
25	232.133	20.32	45.99	11.888	0.087	0.989	60000.0
26	233.033	20.522	46.08	11.962	0.088	0.989	70000.0
27	233.918	20.496	46.452	12.036	0.087	0.988	80000.0
28	230.04	20.21	45.387	11.765	0.088	0.989	60000.0
29	234.238	20.534	46.362	11.999	0.088	0.988	80000.0
30	235.091	20.619	46.733	12.116	0.088	0.988	100000.0
31	235.212	20.6	46.386	11.982	0.088	0.989	60000.0
32	234.769	20.587	46.516	12.064	0.088	0.988	60000.0
33	234.977	20.605	46.407	12.019	0.088	0.989	90000.0
34	233.486	20.524	46.402	12.041	0.088	0.988	60000.0
35	236.362	20.667	46.927	12.163	0.087	0.988	100000.0
36	230.761	20.257	45.668	11.83	0.088	0.989	100000.0
37	235.399	20.634	46.601	12.057	0.088	0.988	70000.0
38	235.012	20.59	46.953	12.148	0.088	0.988	60000.0
39	234.083	20.439	46.305	11.947	0.088	0.988	50000.0
40	233.083	20.419	46.321	11.972	0.087	0.989	60000.0
41	231.667	20.479	45.647	11.891	0.088	0.989	60000.0
42	235.344	20.714	46.59	12.104	0.088	0.988	80000.0
43	235.579	20.609	47.015	12.162	0.087	0.988	50000.0
44	232.921	20.516	45.996	11.944	0.088	0.989	90000.0
45	233.37	20.477	46.187	11.991	0.088	0.988	70000.0
46	233.381	20.511	45.986	11.932	0.089	0.989	50000.0
47	232.381	20.427	45.86	11.902	0.088	0.989	70000.0
48	232.508	20.425	45.767	11.88	0.088	0.989	130000.0
49	232.09	20.353	46.033	11.913	0.088	0.989	70000.0
50	235.848	20.677	46.873	12.154	0.088	0.988	70000.0
51	233.248	20.492	46.297	11.986	0.088	0.988	60000.0
52	232.602	20.231	46.255	11.922	0.089	0.988	70000.0
53	233.723	20.526	46.215	11.996	0.088	0.988	90000.0
54	237.022	20.74	47.194	12.22	0.088	0.988	80000.0
55	234.832	20.598	46.734	12.104	0.088	0.988	90000.0
56	232.761	20.543	45.829	11.911	0.088	0.989	70000.0
57	233.732	20.505	46.432	12.014	0.087	0.989	50000.0
58	229.907	19.926	45.578	11.752	0.089	0.989	70000.0
59	233.85	20.439	46.4	11.968	0.088	0.988	100000.0
60	230.804	20.281	45.564	11.824	0.088	0.989	90000.0
61	233.33	20.551	45.989	11.959	0.088	0.989	70000.0
62	235.91	20.645	46.836	12.111	0.088	0.988	70000.0
63	231.272	20.432	45.45	11.837	0.088	0.989	70000.0
64	232.186	20.36	45.999	11.888	0.088	0.989	60000.0
65	235.05	20.617	46.797	12.117	0.088	0.988	80000.0
