Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.985	625.151	23.388%	105.341	17.595%	0.08875	0.98
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	32.553	6.971%	7.19	2.254%	0.03506	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.998	106.386	16.144%	18.252	6.073%	0.05834	0.998
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	36.991	7.503%	5.925	1.88%	0.05583	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.994	191.832	22.358%	35.264	10.824%	0.14732	0.994
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	38.837	7.991%	8.243	2.571%	0.05941	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	49.605	9.503%	9.079	2.91%	0.05413	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	31.797	6.897%	6.768	2.114%	0.04191	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.997	162.318	19.675%	28.484	8.546%	0.10811	0.996
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	93.958	12.996%	16.318	5.34%	0.07374	0.998
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	40.776	8.657%	7.656	2.41%	0.04281	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	28.434	5.851%	4.938	1.523%	0.03252	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	51.134	9.703%	8.845	2.754%	0.07186	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	79.434	13.001%	16.473	5.262%	0.08054	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.986	255.658	33.419%	54.138	17.753%	0.16036	0.985
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.991	394.668	19.913%	67.147	14.351%	0.05713	0.989
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.982	528.606	21.825%	97.738	18.931%	0.09535	0.975
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	44.378	8.584%	7.411	2.314%	0.05368	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.992	219.587	22.522%	42.168	13.054%	0.12991	0.991
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.998	108.709	14.77%	17.832	5.696%	0.07472	0.998
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.989	352.877	17.539%	64.298	14.624%	0.06134	0.986
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	50.474	9.688%	8.321	2.606%	0.05772	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.997	130.516	19.422%	23.486	7.568%	0.09791	0.997
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.987	389.482	22.911%	68.029	16.698%	0.06925	0.983
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	31.698	6.876%	7.445	2.325%	0.04069	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.977	450.592	26.228%	87.197	21.935%	0.08633	0.97
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.961	411.088	29.532%	96.655	27.597%	0.13273	0.951
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	27.536	5.809%	6.156	1.886%	0.03155	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	1.0	55.785	10.466%	9.149	2.984%	0.04829	1.0
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	32.541	7.013%	7.229	2.266%	0.04829	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	84.509	14.015%	14.874	4.756%	0.0853	0.999
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.996	165.442	22.851%	25.916	8.811%	0.09856	0.996
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.996	168.588	21.753%	28.828	9.452%	0.12609	0.995
030695f6-c623-11e3-bf01-24c6515278c0	883	0.994	190.01	21.519%	33.737	10.968%	0.10689	0.993
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	1.0	33.681	6.916%	6.336	1.947%	0.04087	1.0
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.996	118.793	19.635%	26.417	8.443%	0.10812	0.996
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	1.0	34.942	7.341%	7.461	2.281%	0.05528	1.0
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	1.0	42.566	8.886%	8.967	2.821%	0.04385	1.0
03ad38a6-0902-4aaa-84a3-91ea88fa9883	518	1.0	42.971	8.296%	7.004	2.228%	0.05648	1.0
03b5268e-881e-49e7-824f-170c3fc8b11b	631	0.997	129.578	20.535%	23.686	7.792%	0.08385	0.997
03c3c692-8a86-4843-85ae-e045f0fa6f88	1705	0.985	325.317	19.08%	60.895	17.063%	0.05636	0.979
03c88506-d72e-4a44-a34e-a7f0564f1799	666	0.999	93.008	13.965%	14.865	4.777%	0.06338	0.999
03ced0ce-186a-4349-8d98-572c2bc90382	1711	0.991	295.156	17.25%	50.84	13.593%	0.05213	0.987
03cff38d-7e29-4409-a508-749bddb1b3df	1419	0.988	318.689	22.459%	53.452	15.526%	0.06402	0.985
041e3b42-c623-11e3-bf01-24c6515278c0	767	0.996	137.17	17.884%	28.003	9.222%	0.08918	0.996
04339769-517c-448d-a7ca-951f83608c60	697	0.997	135.3	19.412%	25.264	8.12%	0.11959	0.997
0448206f-3ade-4087-b1a9-4fb2d14e1367	3796	0.988	779.394	20.532%	142.967	15.956%	0.06657	0.985
046d7386-95c8-4501-9e55-c85bec272a7a	1187	0.991	233.874	19.703%	47.496	13.146%	0.08504	0.99
047f9e4d-86b5-4943-aef5-68199bf29e8c	985	0.994	205.617	20.875%	33.734	10.918%	0.09572	0.993
04aa6b77-8074-480c-872e-a1a47afa5314	883	0.995	180.054	20.391%	30.274	10.265%	0.11412	0.994
04b570c2-3224-4e9b-81cc-089b4a7ff07a	486	1.0	26.039	5.358%	4.81	1.484%	0.03302	1.0
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	568	0.999	81.56	14.359%	16.185	5.275%	0.06452	0.999
04c09376-8756-41d9-bbca-f464170a8cfb	986	0.991	229.687	23.295%	43.48	13.33%	0.157	0.99
04db8bef-8777-48ac-bc2e-3c9acb103f48	489	1.0	47.252	9.663%	8.438	2.685%	0.05542	1.0
05070acd-3ec1-44bb-9c32-26d3a483a72a	748	0.996	141.377	18.901%	26.581	8.696%	0.11032	0.996
051cb117-16fd-459e-81e5-002eca2b7eea	481	0.999	59.229	12.314%	16.417	5.138%	0.07915	0.999
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	702	0.998	104.209	14.845%	16.631	5.558%	0.08869	0.998
052665d1-ab75-4f40-be5a-b88154c8beed	1860	0.968	521.78	28.053%	108.496	25.352%	0.12529	0.958
05486349-24a4-4931-bf5f-c9fefe369af2	611	0.999	72.432	11.855%	15.011	4.765%	0.0741	0.999
0554ffe5-31f7-43f5-8372-2b73c9cf3527	523	0.999	51.865	9.917%	11.502	3.608%	0.05272	0.999
05616329-e7ba-4efd-87b1-d79cd0f7af3d	610	0.998	101.86	16.698%	19.784	6.4%	0.08543	0.998
0567d3e6-6278-4d0a-81ae-c084d73c6dd3	455	1.0	32.57	7.158%	8.26	2.563%	0.03693	1.0
05780d48-80e7-4d70-b00c-081f8a9519f2	593	0.999	76.009	12.818%	11.96	3.943%	0.06229	0.999
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	464	1.0	24.208	5.217%	5.025	1.57%	0.0393	1.0
05da3161-1444-4188-914d-19762de3a443	471	1.0	24.343	5.168%	5.643	1.724%	0.02698	1.0
06018aae-1107-4899-bd24-14e6b1f94709	461	1.0	31.698	6.876%	7.445	2.325%	0.04069	1.0
0609b182-0396-4755-b463-10f949c5b8bb	490	1.0	42.085	8.589%	6.951	2.218%	0.0465	1.0
0624eb1d-3aff-4037-a3c5-fc363a9edd02	472	1.0	39.721	8.415%	7.294	2.297%	0.0429	1.0
062e96d4-c623-11e3-bf01-24c6515278c0	738	0.998	131.906	17.873%	23.21	7.557%	0.08428	0.997
063cfacf-9933-4a2d-8921-0aeb76e12779	489	1.0	33.58	6.867%	5.994	1.89%	0.05241	1.0
0664753b-7566-41e0-8006-7009c6735406	1373	0.977	459.035	33.433%	92.555	23.145%	0.11246	0.975
068f4f69-d2fe-4f25-912e-ca7d4623efb6	544	1.0	48.384	8.894%	7.942	2.501%	0.04294	1.0
06dad93a-4b67-49b3-8fa5-f2546e22bae7	967	0.995	182.559	18.879%	30.135	9.903%	0.08794	0.995
06ecd127-6c24-422d-a7fb-bf5aee1b8b7b	685	0.997	122.977	17.953%	22.199	7.383%	0.11109	0.997
072f4146-c623-11e3-bf01-24c6515278c0	489	1.0	35.977	7.357%	6.839	2.122%	0.04406	1.0
074fd614-5d9c-4bcc-96ad-351aa14387e3	531	1.0	58.99	11.109%	9.748	3.165%	0.05596	1.0
07531318-87e8-4db8-aa61-9b93597d063b	574	0.999	73.158	12.745%	13.168	4.165%	0.08356	0.999
075fc96d-6742-4ef3-9369-482592ad3a2f	3758	0.963	1139.655	30.326%	223.795	27.031%	0.12783	0.95
07835447-5d7e-4828-80fd-89b063989c9a	671	0.997	116.472	17.358%	24.635	8.044%	0.12001	0.997
079bcb09-a075-4313-9a3e-dd67734a8c5d	848	0.994	199.846	23.567%	32.747	11.02%	0.10626	0.993
07a7c634-bd9a-4fc2-b9fe-87b060ec3d1f	557	0.999	69.844	12.539%	15.733	4.923%	0.10718	0.999
07b5141f-ac79-439b-883b-b0183bbe7ff5	911	0.998	123.834	13.593%	20.245	6.837%	0.04187	0.997
07d20658-3db4-47e7-877b-66536266edfc	726	0.997	133.118	18.336%	23.178	7.641%	0.0736	0.997
07e0e938-f61f-477a-92a2-5b7e74b78943	782	0.998	122.689	15.689%	19.98	6.562%	0.05555	0.998
07f16397-71bb-4594-ad4d-caa7d2baeabd	752	0.998	138.704	18.445%	25.444	8.03%	0.09298	0.997
080ecc31-756a-4a1b-a51e-d632ac8219f7	1484	0.965	459.785	30.983%	96.785	26.2%	0.13401	0.956
08227616-02a5-46e8-9db1-f2d1d691ab23	1217	0.991	226.643	18.623%	41.153	13.446%	0.05973	0.989
0831e45e-c623-11e3-bf01-24c6515278c0	730	0.998	119.529	16.374%	18.747	6.271%	0.07002	0.998
089be98d-c3c9-4fb4-aef2-7a8578a91d51	741	0.998	122.217	16.494%	19.862	6.518%	0.09406	0.998
08ac57ec-0036-4134-a9bb-f22eaa27ab0d	836	0.996	156.916	18.77%	27.544	8.744%	0.09099	0.996
08b5d0e4-4661-460e-a9f7-f2e687414711	701	0.993	189.755	27.069%	41.309	13.323%	0.10702	0.993
08d2a566-8407-4e9b-836c-bf5e1e9f85b2	477	1.0	25.054	5.252%	5.15	1.579%	0.03182	1.0
08e1d976-6c39-428e-a4c2-f655b675683e	508	1.0	36.858	7.256%	6.094	1.896%	0.04012	1.0
08f7812b-0d74-42ba-985b-d0a027e8a80c	480	1.0	29.735	6.195%	5.791	1.78%	0.03638	1.0
09497b9b-6fca-48cb-af97-161a3e434a51	5123	0.979	1055.229	20.598%	223.965	20.431%	0.04641	0.971
09508a0d-ebe0-4fa1-b7b2-1710814181cd	6205	0.963	1888.679	30.438%	409.419	27.152%	0.08306	0.953
09537dce-c797-4b60-962a-d4c3cd6ab00a	475	1.0	41.659	8.77%	9.014	2.829%	0.0588	1.0
0972bfcf-c6c6-48cc-b820-cdfa6279a4f3	1421	0.982	312.486	21.991%	68.169	18.899%	0.09334	0.978
097a7d36-905b-72be-e050-11ac0d482c9a	595	0.999	81.739	13.738%	15.132	5.003%	0.08432	0.999
0980e7fd-051d-45e9-9ca6-2baf073da4e8	523	1.0	46.387	8.869%	8.224	2.585%	0.04981	1.0
09bc8542-4ea1-4599-91b3-d606425b37e2	1840	0.987	384.247	20.883%	67.569	16.423%	0.08858	0.983
09cb8bc5-13ac-44ac-9b7d-6de143373570	933	0.992	184.739	19.801%	37.67	12.24%	0.08845	0.992
09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523	933	0.99	248.901	26.677%	48.975	14.795%	0.12462	0.989
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	583	0.999	84.114	14.428%	15.132	4.992%	0.06568	0.999
0a9c9db0-c623-11e3-bf01-24c6515278c0	642	0.999	82.34	12.826%	13.037	4.357%	0.04567	0.999
0ab4d782-9a50-48b9-96e4-6ce42b2ea034	619	0.999	87.092	14.07%	16.264	5.216%	0.08421	0.999
0ae2193f-0d68-485a-b8c2-7568cbcce33e	546	0.999	65.525	12.001%	11.552	3.718%	0.06458	0.999
0b19bee7-5281-4915-9d98-c20eb3e84ecf	987	0.996	154.513	15.655%	26.308	8.372%	0.06844	0.996
0b29c893-03bf-4131-b192-c14a2788d411	579	0.997	107.546	18.574%	23.996	7.603%	0.08561	0.997
0b6cd7df-6970-4d60-b7b5-85002a7d8781	486	1.0	29.024	5.972%	4.875	1.5%	0.04021	1.0
0b811c6a-8f05-44bd-ac33-fb720d189e71	473	1.0	29.823	6.305%	5.78	1.766%	0.04265	1.0
0ba8f2e2-935a-4123-86aa-6e7f5de85bf4	475	1.0	39.318	8.277%	7.507	2.37%	0.04692	1.0
0bafd9ae-64b3-492d-a6fd-12aa8edefcbe	576	0.999	77.037	13.374%	14.734	4.61%	0.09468	0.999
0bbc7ede-5022-4084-925c-d65baaf7abc2	1283	0.992	214.557	16.723%	41.725	12.958%	0.07024	0.989
0bd3a230-531e-44aa-9999-b8ed8da0176b	624	0.999	105.926	16.975%	21.43	6.978%	0.0785	0.999
0be08326-c623-11e3-bf01-24c6515278c0	641	0.999	67.666	10.556%	10.845	3.603%	0.04187	0.999
0bfd1043-5142-3662-e050-11ac0c486501	1246	0.995	212.708	17.071%	34.108	10.171%	0.04717	0.995
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	1124	0.995	208.287	18.531%	34.988	10.883%	0.06098	0.994
0bfd1043-7343-fdd0-e050-11ac0c484cab	2040	0.981	420.866	20.631%	81.108	19.16%	0.05822	0.974
0bfd1043-7344-fdd0-e050-11ac0c484cab	4052	0.97	1355.049	33.441%	301.474	26.435%	0.09923	0.966
0bfd1043-7346-fdd0-e050-11ac0c484cab	908	0.991	218.518	24.066%	40.344	13.225%	0.09538	0.99
