Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.987	557.007	20.838%	96.754	16.16%	0.05206	0.982
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	27.631	5.917%	6.281	1.969%	0.03271	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.998	106.079	16.097%	19.833	6.599%	0.06231	0.998
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	42.693	8.66%	6.96	2.208%	0.05834	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.991	207.929	24.234%	44.418	13.634%	0.15063	0.99
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	41.941	8.63%	8.662	2.701%	0.06778	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	65.77	12.6%	13.343	4.277%	0.07482	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	26.702	5.792%	5.95	1.859%	0.03439	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.993	207.628	25.167%	41.083	12.327%	0.13078	0.992
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.998	124.691	17.246%	22.469	7.352%	0.08813	0.997
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	40.531	8.605%	7.034	2.214%	0.04414	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	31.997	6.584%	5.825	1.797%	0.03472	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	56.19	10.662%	9.778	3.045%	0.07495	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.998	101.613	16.631%	19.912	6.361%	0.1059	0.998
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.984	266.179	34.795%	57.171	18.748%	0.17111	0.982
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.986	471.711	23.8%	79.753	17.046%	0.08226	0.982
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.983	517.498	21.367%	95.811	18.558%	0.09226	0.976
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	50.013	9.674%	8.586	2.681%	0.0576	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.991	224.018	22.976%	44.328	13.723%	0.13721	0.989
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.997	129.453	17.589%	26.526	8.472%	0.091	0.996
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.989	343.509	17.073%	65.461	14.888%	0.06745	0.985
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	51.811	9.945%	9.136	2.861%	0.05903	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.995	156.609	23.305%	29.887	9.631%	0.13673	0.995
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.988	375.937	22.114%	64.685	15.877%	0.06135	0.984
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	27.872	6.046%	7.08	2.211%	0.03391	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.97	483.753	28.158%	97.641	24.562%	0.11266	0.96
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.947	489.342	35.154%	112.936	32.245%	0.16232	0.933
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	29.282	6.178%	7.168	2.196%	0.02795	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	0.999	63.945	11.997%	11.058	3.606%	0.05609	0.999
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	27.782	5.988%	6.708	2.103%	0.04022	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	84.098	13.947%	15.365	4.913%	0.08563	0.999
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.994	186.506	25.76%	31.326	10.65%	0.12374	0.994
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.996	171.339	22.108%	28.665	9.399%	0.12154	0.995
030695f6-c623-11e3-bf01-24c6515278c0	883	0.992	206.552	23.392%	38.741	12.594%	0.11561	0.991
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	1.0	44.017	9.038%	9.15	2.812%	0.06118	1.0
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.995	131.457	21.728%	30.01	9.591%	0.12627	0.995
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	1.0	39.364	8.27%	8.691	2.657%	0.05326	1.0
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	1.0	41.256	8.613%	7.883	2.48%	0.04685	1.0
03ad38a6-0902-4aaa-84a3-91ea88fa9883	518	1.0	52.035	10.045%	8.688	2.764%	0.06236	1.0
03b5268e-881e-49e7-824f-170c3fc8b11b	631	0.996	144.295	22.868%	27.523	9.055%	0.09422	0.996
03c3c692-8a86-4843-85ae-e045f0fa6f88	1705	0.985	314.551	18.449%	61.157	17.136%	0.05427	0.979
03c88506-d72e-4a44-a34e-a7f0564f1799	666	0.998	103.799	15.585%	17.798	5.719%	0.07453	0.998
03ced0ce-186a-4349-8d98-572c2bc90382	1711	0.99	308.358	18.022%	52.609	14.066%	0.05641	0.987
03cff38d-7e29-4409-a508-749bddb1b3df	1419	0.984	368.734	25.985%	61.885	17.975%	0.07605	0.98
041e3b42-c623-11e3-bf01-24c6515278c0	767	0.996	152.811	19.923%	28.982	9.544%	0.09594	0.995
04339769-517c-448d-a7ca-951f83608c60	697	0.997	141.608	20.317%	26.368	8.475%	0.13038	0.996
0448206f-3ade-4087-b1a9-4fb2d14e1367	3796	0.989	708.697	18.67%	136.517	15.236%	0.05828	0.985
046d7386-95c8-4501-9e55-c85bec272a7a	1187	0.985	268.556	22.625%	61.727	17.085%	0.09335	0.983
047f9e4d-86b5-4943-aef5-68199bf29e8c	985	0.994	206.566	20.971%	35.072	11.351%	0.09343	0.993
04aa6b77-8074-480c-872e-a1a47afa5314	883	0.992	204.366	23.145%	38.674	13.113%	0.09591	0.991
04b570c2-3224-4e9b-81cc-089b4a7ff07a	486	1.0	30.134	6.2%	5.497	1.696%	0.03651	1.0
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	568	0.997	112.66	19.835%	23.844	7.771%	0.08226	0.997
04c09376-8756-41d9-bbca-f464170a8cfb	986	0.988	264.892	26.865%	51.141	15.679%	0.18822	0.986
04db8bef-8777-48ac-bc2e-3c9acb103f48	489	0.999	60.497	12.372%	11.142	3.546%	0.06935	0.999
05070acd-3ec1-44bb-9c32-26d3a483a72a	748	0.993	178.345	23.843%	35.652	11.663%	0.13004	0.993
051cb117-16fd-459e-81e5-002eca2b7eea	481	0.998	62.577	13.01%	19.219	6.015%	0.0964	0.998
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	702	0.997	134.919	19.219%	23.749	7.936%	0.09241	0.997
052665d1-ab75-4f40-be5a-b88154c8beed	1860	0.966	537.095	28.876%	111.533	26.062%	0.13458	0.956
05486349-24a4-4931-bf5f-c9fefe369af2	611	0.998	81.917	13.407%	18.139	5.758%	0.08785	0.998
0554ffe5-31f7-43f5-8372-2b73c9cf3527	523	0.999	61.947	11.845%	13.543	4.249%	0.05986	0.999
05616329-e7ba-4efd-87b1-d79cd0f7af3d	610	0.998	90.911	14.903%	18.276	5.912%	0.07742	0.998
0567d3e6-6278-4d0a-81ae-c084d73c6dd3	455	1.0	28.014	6.157%	7.609	2.361%	0.03179	1.0
05780d48-80e7-4d70-b00c-081f8a9519f2	593	0.999	82.145	13.852%	12.962	4.273%	0.06699	0.999
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	464	1.0	25.631	5.524%	6.185	1.933%	0.03498	1.0
05da3161-1444-4188-914d-19762de3a443	471	1.0	25.518	5.418%	6.398	1.954%	0.02803	1.0
06018aae-1107-4899-bd24-14e6b1f94709	461	1.0	27.872	6.046%	7.08	2.211%	0.03391	1.0
0609b182-0396-4755-b463-10f949c5b8bb	490	1.0	44.389	9.059%	7.728	2.466%	0.05146	1.0
