NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	257.975	22.386	51.602	13.263	0.101	0.986	70000.0
2	257.787	22.313	51.232	13.158	0.101	0.986	40000.0
3	258.351	22.376	51.562	13.252	0.101	0.985	40000.0
4	257.4	22.308	51.286	13.154	0.101	0.986	60000.0
5	257.946	22.368	51.331	13.201	0.101	0.986	40000.0
6	257.043	22.224	50.997	13.08	0.101	0.986	60000.0
7	257.84	22.315	51.23	13.146	0.101	0.986	90000.0
8	258.172	22.345	51.302	13.168	0.101	0.986	40000.0
9	257.497	22.271	51.133	13.119	0.101	0.986	40000.0
10	257.852	22.314	51.241	13.164	0.101	0.986	40000.0
11	258.677	22.439	51.5	13.258	0.102	0.985	40000.0
12	257.548	22.313	51.405	13.205	0.1	0.986	60000.0
13	257.754	22.297	51.414	13.193	0.1	0.986	30000.0
14	258.12	22.375	51.322	13.183	0.101	0.986	50000.0
15	257.434	22.278	51.309	13.168	0.101	0.986	60000.0
16	258.036	22.33	51.228	13.161	0.101	0.986	80000.0
17	257.831	22.328	51.506	13.239	0.101	0.985	50000.0
18	257.698	22.295	51.474	13.222	0.1	0.985	50000.0
19	257.936	22.33	51.219	13.137	0.101	0.986	50000.0
20	257.2	22.266	51.096	13.113	0.101	0.986	100000.0
21	258.245	22.362	51.625	13.271	0.101	0.985	30000.0
22	257.791	22.279	51.488	13.207	0.1	0.985	50000.0
23	258.052	22.353	51.58	13.238	0.1	0.986	70000.0
24	258.502	22.407	51.395	13.192	0.102	0.986	60000.0
25	257.405	22.266	51.37	13.199	0.1	0.986	70000.0
26	257.489	22.327	51.51	13.247	0.101	0.985	50000.0
27	257.799	22.303	51.402	13.203	0.1	0.986	60000.0
28	257.567	22.291	51.137	13.12	0.101	0.986	100000.0
29	257.434	22.269	51.357	13.193	0.1	0.986	50000.0
30	258.233	22.398	51.255	13.193	0.101	0.986	80000.0
31	257.547	22.317	51.329	13.173	0.101	0.986	70000.0
32	257.617	22.272	51.171	13.135	0.101	0.986	40000.0
33	257.606	22.317	51.243	13.164	0.101	0.986	60000.0
34	257.912	22.338	51.501	13.215	0.101	0.986	50000.0
35	258.13	22.366	51.562	13.265	0.1	0.985	80000.0
36	258.092	22.312	51.587	13.24	0.1	0.985	70000.0
37	257.343	22.311	51.339	13.188	0.101	0.986	40000.0
38	257.443	22.302	51.505	13.227	0.1	0.986	30000.0
39	258.088	22.317	51.499	13.215	0.101	0.985	70000.0
40	257.512	22.302	51.302	13.17	0.101	0.986	50000.0
41	257.677	22.335	51.153	13.158	0.101	0.986	40000.0
42	257.772	22.302	51.215	13.134	0.101	0.986	50000.0
43	257.111	22.282	51.461	13.231	0.1	0.985	50000.0
44	258.559	22.376	51.695	13.273	0.101	0.985	70000.0
45	258.262	22.367	51.406	13.194	0.101	0.986	60000.0
46	258.418	22.383	51.641	13.283	0.101	0.985	60000.0
47	257.28	22.275	51.086	13.113	0.101	0.986	50000.0
48	257.23	22.225	51.043	13.096	0.101	0.986	80000.0
49	257.547	22.306	51.485	13.236	0.1	0.985	40000.0
50	257.84	22.332	51.526	13.26	0.1	0.985	50000.0
51	258.158	22.381	51.638	13.273	0.101	0.985	40000.0
52	257.97	22.353	51.54	13.236	0.101	0.985	30000.0
53	257.598	22.28	51.47	13.236	0.1	0.985	50000.0
54	257.474	22.262	51.402	13.199	0.1	0.986	50000.0
55	258.165	22.337	51.447	13.208	0.101	0.985	60000.0
56	258.433	22.444	51.638	13.255	0.101	0.986	50000.0
57	256.575	22.252	51.046	13.121	0.101	0.986	40000.0
58	258.378	22.374	51.32	13.181	0.101	0.986	50000.0
59	258.559	22.388	51.431	13.214	0.101	0.985	60000.0
60	257.765	22.322	51.175	13.141	0.101	0.986	90000.0
61	257.693	22.3	51.462	13.228	0.1	0.985	40000.0
62	258.011	22.359	51.225	13.176	0.101	0.986	50000.0
63	256.925	22.227	51.31	13.168	0.1	0.986	40000.0
64	257.04	22.263	51.081	13.119	0.101	0.986	60000.0
65	258.062	22.348	51.573	13.255	0.101	0.985	100000.0
66	257.456	22.329	51.201	13.168	0.101	0.986	40000.0
67	257.744	22.321	51.153	13.146	0.101	0.986	40000.0
68	258.295	22.324	51.301	13.168	0.101	0.986	90000.0
69	257.008	22.269	51.319	13.173	0.1	0.986	40000.0
70	257.457	22.273	51.436	13.216	0.101	0.985	40000.0
71	257.698	22.317	51.54	13.244	0.1	0.986	30000.0
72	257.553	22.29	51.387	13.187	0.101	0.986	40000.0
73	257.978	22.364	51.544	13.243	0.101	0.986	80000.0
