Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.985	583.473	21.828%	104.198	17.404%	0.061	0.98
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	28.409	6.083%	6.138	1.924%	0.03153	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	88.444	13.421%	15.898	5.29%	0.05591	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	44.802	9.088%	7.601	2.411%	0.06077	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.987	249.566	29.087%	54.462	16.717%	0.17599	0.986
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	40.387	8.31%	8.584	2.677%	0.06705	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	0.999	71.884	13.771%	15.522	4.976%	0.07743	0.999
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	24.741	5.367%	5.355	1.673%	0.03241	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.99	239.302	29.006%	49.133	14.742%	0.14751	0.989
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.996	146.116	20.21%	28.121	9.202%	0.10025	0.996
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	41.06	8.718%	7.086	2.23%	0.04444	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	31.507	6.483%	5.601	1.728%	0.03453	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	58.433	11.088%	9.781	3.046%	0.07761	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.998	101.058	16.54%	20.317	6.49%	0.10586	0.998
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.984	267.896	35.019%	57.101	18.725%	0.17471	0.983
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.987	456.587	23.037%	77.656	16.598%	0.08196	0.983
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.983	504.331	20.823%	96.005	18.595%	0.10145	0.976
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	52.321	10.12%	9.304	2.905%	0.05664	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.991	227.92	23.376%	44.383	13.74%	0.14194	0.989
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.994	163.642	22.234%	35.049	11.195%	0.10639	0.994
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.987	383.625	19.067%	70.738	16.089%	0.06767	0.982
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	0.999	58.852	11.296%	10.699	3.35%	0.06564	0.999
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.996	146.518	21.803%	29.2	9.409%	0.14537	0.995
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.99	341.362	20.08%	58.901	14.457%	0.09806	0.987
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	24.763	5.372%	6.373	1.991%	0.02947	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.97	492.077	28.642%	96.925	24.382%	0.115	0.961
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.957	418.94	30.096%	101.779	29.06%	0.1313	0.946
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	25.757	5.434%	6.228	1.908%	0.02401	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	0.999	74.529	13.983%	13.352	4.355%	0.06347	0.999
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	26.224	5.652%	6.2	1.944%	0.03811	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	84.184	13.961%	15.239	4.873%	0.08729	0.999
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.994	185.367	25.603%	31.032	10.55%	0.12405	0.994
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.996	170.393	21.986%	28.368	9.301%	0.12372	0.996
030695f6-c623-11e3-bf01-24c6515278c0	883	0.993	192.94	21.851%	35.771	11.629%	0.11343	0.992
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	1.0	39.812	8.175%	8.273	2.543%	0.05351	1.0
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.996	127.948	21.148%	28.645	9.155%	0.11835	0.996
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	1.0	37.683	7.917%	8.32	2.543%	0.05536	1.0
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	1.0	42.547	8.882%	8.532	2.685%	0.04717	1.0
