NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
46	137.676	12.535	29.115	7.719	0.046	0.996	110000.0
47	145.536	13.303	30.22	8.037	0.046	0.995	130000.0
48	146.59	13.314	31.06	8.16	0.046	0.995	90000.0
49	145.849	13.421	30.493	8.131	0.046	0.995	110000.0
50	136.185	12.391	29.129	7.742	0.045	0.996	160000.0
51	141.436	12.797	29.73	7.867	0.046	0.995	110000.0
52	139.249	12.626	29.433	7.787	0.047	0.995	120000.0
53	139.187	12.536	28.948	7.683	0.046	0.996	100000.0
54	146.442	13.093	30.553	8.008	0.047	0.995	140000.0
55	140.697	12.915	29.932	7.961	0.046	0.995	80000.0
56	137.322	12.555	29.436	7.793	0.046	0.996	90000.0
57	142.281	13.088	30.66	8.14	0.045	0.995	120000.0
58	141.143	12.921	30.519	8.1	0.045	0.995	150000.0
59	137.034	12.347	28.582	7.592	0.047	0.996	120000.0
60	142.813	13.132	29.83	7.937	0.046	0.995	170000.0
61	139.964	12.735	29.871	7.936	0.046	0.995	90000.0
62	145.368	12.818	30.656	7.972	0.047	0.995	140000.0
63	144.475	13.009	31.106	8.184	0.046	0.995	160000.0
64	150.988	13.572	31.758	8.365	0.047	0.995	100000.0
65	144.058	12.988	30.421	8.043	0.047	0.995	160000.0
66	135.812	12.25	28.573	7.576	0.047	0.996	80000.0
67	146.573	13.194	30.796	8.127	0.047	0.995	90000.0
68	147.435	13.293	31.054	8.203	0.046	0.995	110000.0
69	148.673	13.14	32.044	8.326	0.047	0.994	110000.0
70	133.159	12.154	28.101	7.492	0.045	0.996	130000.0
71	143.158	13.15	30.168	8.024	0.047	0.995	60000.0
72	145.654	13.303	30.82	8.18	0.046	0.995	80000.0
73	136.684	12.403	28.986	7.708	0.046	0.996	90000.0
74	138.442	12.411	29.597	7.799	0.046	0.995	160000.0
75	138.894	12.562	29.719	7.82	0.046	0.995	100000.0
76	141.822	13.034	30.389	8.096	0.048	0.995	160000.0
77	140.851	12.643	29.862	7.849	0.047	0.995	100000.0
78	143.518	13.016	30.237	7.993	0.046	0.995	80000.0
79	145.491	13.207	30.644	8.093	0.046	0.995	110000.0
80	146.06	13.189	31.445	8.269	0.046	0.995	120000.0
81	148.708	13.498	31.396	8.289	0.047	0.995	130000.0
82	139.169	12.423	29.113	7.693	0.046	0.995	100000.0
83	146.38	13.365	30.789	8.128	0.046	0.995	130000.0
84	144.127	12.992	30.692	8.084	0.046	0.995	130000.0
85	141.34	12.692	29.623	7.838	0.047	0.995	90000.0
86	138.637	12.433	29.148	7.69	0.047	0.996	120000.0
87	149.216	13.643	31.357	8.27	0.048	0.995	120000.0
88	144.697	13.159	31.116	8.216	0.046	0.995	110000.0
89	149.397	13.742	31.466	8.391	0.046	0.995	110000.0
90	141.751	12.842	30.099	7.953	0.046	0.995	90000.0
91	139.787	12.656	29.7	7.882	0.046	0.995	90000.0
92	142.097	12.844	30.26	7.961	0.046	0.995	100000.0
93	147.927	13.477	31.47	8.319	0.046	0.995	120000.0
94	144.835	12.902	30.498	7.965	0.046	0.995	100000.0
95	146.748	13.256	30.59	8.092	0.046	0.995	160000.0
96	146.719	13.026	30.493	7.961	0.047	0.995	70000.0
97	142.303	12.901	29.59	7.826	0.047	0.995	140000.0
98	147.773	13.282	30.806	8.12	0.047	0.995	60000.0
99	137.299	12.539	29.721	7.923	0.045	0.995	90000.0
100	143.263	12.742	30.257	7.936	0.047	0.995	100000.0
