NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	144.531	13.085	31.023	8.169	0.046	0.995	110000.0
2	144.49	13.161	31.472	8.304	0.045	0.995	110000.0
3	135.283	12.362	28.467	7.597	0.046	0.996	80000.0
4	143.565	12.935	29.687	7.828	0.047	0.995	100000.0
5	140.564	12.781	29.373	7.777	0.047	0.996	110000.0
6	143.635	12.972	30.28	7.981	0.047	0.995	120000.0
7	134.546	12.291	29.103	7.764	0.045	0.996	100000.0
8	145.578	12.983	30.632	8.056	0.046	0.995	180000.0
9	134.753	12.198	28.38	7.527	0.045	0.996	90000.0
10	144.736	13.116	30.497	8.056	0.046	0.995	120000.0
11	139.998	12.814	29.697	7.925	0.046	0.996	110000.0
12	148.248	13.164	31.044	8.109	0.048	0.995	100000.0
13	137.395	12.415	29.52	7.775	0.046	0.996	70000.0
14	141.086	12.798	30.379	7.992	0.046	0.995	140000.0
15	138.001	12.18	28.848	7.52	0.047	0.995	100000.0
16	152.207	13.745	32.263	8.479	0.046	0.995	100000.0
17	137.742	12.386	29.012	7.68	0.047	0.996	110000.0
18	142.836	12.765	30.598	8.054	0.046	0.995	60000.0
19	140.957	12.65	29.835	7.846	0.047	0.995	120000.0
20	145.552	13.403	30.455	8.087	0.046	0.995	140000.0
21	143.215	12.901	29.802	7.865	0.047	0.995	120000.0
22	145.375	13.059	30.621	8.046	0.047	0.995	160000.0
23	136.992	12.431	29.611	7.808	0.046	0.996	80000.0
24	139.194	12.618	29.283	7.768	0.047	0.996	220000.0
25	136.012	12.336	28.876	7.663	0.045	0.996	110000.0
26	134.243	12.313	28.254	7.533	0.046	0.996	90000.0
27	139.414	12.621	29.854	7.903	0.046	0.995	140000.0
28	140.655	12.551	29.885	7.799	0.046	0.995	80000.0
29	147.179	13.345	31.28	8.242	0.046	0.995	100000.0
30	147.474	13.162	31.279	8.169	0.047	0.995	80000.0
31	137.523	12.536	29.356	7.791	0.046	0.996	80000.0
32	142.606	13.045	30.232	8.022	0.045	0.995	180000.0
33	136.581	12.439	29.397	7.812	0.046	0.996	130000.0
34	145.125	12.841	31.349	8.166	0.047	0.995	80000.0
35	148.958	13.624	30.834	8.166	0.047	0.995	90000.0
36	145.522	12.859	30.575	7.954	0.047	0.995	100000.0
37	148.852	13.667	31.737	8.389	0.045	0.995	100000.0
38	145.9	13.43	30.081	7.994	0.047	0.995	60000.0
39	140.667	12.748	29.588	7.804	0.047	0.995	70000.0
40	143.594	13.004	31.117	8.213	0.046	0.995	120000.0
41	144.529	13.125	30.368	8.02	0.046	0.995	130000.0
42	138.949	12.552	30.016	7.914	0.046	0.995	130000.0
43	137.115	12.35	28.986	7.658	0.046	0.996	100000.0
44	143.203	12.887	29.726	7.836	0.047	0.995	90000.0
45	143.857	13.076	30.613	8.111	0.046	0.995	120000.0
