Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.997	284.16	10.631%	47.438	7.923%	0.02333	0.996
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	28.514	6.106%	8.611	2.699%	0.02135	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	52.581	7.979%	9.549	3.177%	0.03337	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	39.403	7.992%	7.222	2.291%	0.04392	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.999	115.262	13.434%	20.699	6.354%	0.06047	0.999
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	43.716	8.995%	13.004	4.056%	0.04966	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	35.866	6.871%	6.493	2.081%	0.04421	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	32.69	7.091%	10.013	3.128%	0.02913	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.999	113.425	13.748%	20.438	6.132%	0.06228	0.998
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	1.0	57.588	7.965%	9.334	3.054%	0.04012	1.0
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	26.771	5.684%	7.017	2.209%	0.02578	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	23.062	4.745%	4.956	1.529%	0.02129	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	42.622	8.088%	9.04	2.815%	0.06007	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	61.172	10.012%	11.613	3.71%	0.05267	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.994	130.971	17.12%	34.305	11.249%	0.0832	0.993
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.998	175.255	8.842%	33.077	7.07%	0.02681	0.997
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.992	276.666	11.423%	64.283	12.451%	0.05056	0.989
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	31.056	6.007%	5.586	1.744%	0.03772	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.997	121.443	12.456%	23.353	7.229%	0.05612	0.997
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	69.864	9.492%	11.903	3.802%	0.04911	0.999
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.994	230.234	11.443%	48.239	10.971%	0.04168	0.992
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	33.941	6.515%	5.657	1.771%	0.03854	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.999	74.692	11.115%	14.982	4.828%	0.05201	0.999
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.997	181.835	10.696%	30.815	7.563%	0.03253	0.997
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	30.897	6.702%	9.424	2.944%	0.02627	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.997	145.435	8.465%	31.548	7.936%	0.03387	0.996
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.991	238.554	17.138%	46.717	13.339%	0.04421	0.989
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	28.446	6.001%	7.871	2.411%	0.02455	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	1.0	41.356	7.759%	6.994	2.281%	0.03509	1.0
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	29.953	6.455%	8.48	2.658%	0.02476	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	1.0	58.313	9.67%	9.843	3.147%	0.04734	1.0
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.999	72.532	10.018%	11.732	3.989%	0.0416	0.999
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.998	96.879	12.501%	18.737	6.143%	0.06664	0.998
030695f6-c623-11e3-bf01-24c6515278c0	883	0.998	99.478	11.266%	17.665	5.743%	0.05043	0.998
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	1.0	30.844	6.333%	7.854	2.414%	0.02869	1.0
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.999	66.526	10.996%	15.843	5.063%	0.04226	0.999
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	1.0	36.819	7.735%	9.142	2.795%	0.04499	1.0
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	1.0	33.495	6.993%	8.393	2.641%	0.02957	1.0
03ad38a6-0902-4aaa-84a3-91ea88fa9883	518	1.0	33.49	6.465%	5.877	1.87%	0.0394	1.0
03b5268e-881e-49e7-824f-170c3fc8b11b	631	0.999	74.829	11.859%	16.298	5.362%	0.0436	0.998
03c3c692-8a86-4843-85ae-e045f0fa6f88	1705	0.997	163.167	9.57%	26.44	7.409%	0.02709	0.996
03c88506-d72e-4a44-a34e-a7f0564f1799	666	1.0	55.87	8.389%	9.171	2.947%	0.04293	1.0
03ced0ce-186a-4349-8d98-572c2bc90382	1711	0.997	158.545	9.266%	29.84	7.978%	0.02956	0.996
03cff38d-7e29-4409-a508-749bddb1b3df	1419	0.997	157.209	11.079%	26.932	7.823%	0.0325	0.996
041e3b42-c623-11e3-bf01-24c6515278c0	767	0.999	69.803	9.101%	10.647	3.506%	0.03865	0.999
04339769-517c-448d-a7ca-951f83608c60	697	0.999	95.016	13.632%	17.309	5.563%	0.06211	0.999
0448206f-3ade-4087-b1a9-4fb2d14e1367	3796	0.999	289.401	7.624%	45.021	5.025%	0.02051	0.998
046d7386-95c8-4501-9e55-c85bec272a7a	1187	0.999	122.685	10.336%	19.826	5.488%	0.03629	0.999
047f9e4d-86b5-4943-aef5-68199bf29e8c	985	0.998	124.583	12.648%	21.446	6.941%	0.06238	0.997
04aa6b77-8074-480c-872e-a1a47afa5314	883	0.998	85.209	9.65%	16.236	5.505%	0.03654	0.998
04b570c2-3224-4e9b-81cc-089b4a7ff07a	486	1.0	22.625	4.655%	5.151	1.589%	0.02238	1.0
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	568	0.999	60.834	10.71%	12.794	4.17%	0.03107	0.999
04c09376-8756-41d9-bbca-f464170a8cfb	986	0.995	123.061	12.481%	31.789	9.746%	0.07307	0.995
04db8bef-8777-48ac-bc2e-3c9acb103f48	489	1.0	39.577	8.093%	7.893	2.512%	0.03254	1.0
05070acd-3ec1-44bb-9c32-26d3a483a72a	748	0.999	73.196	9.786%	14.644	4.791%	0.05565	0.999
051cb117-16fd-459e-81e5-002eca2b7eea	481	1.0	32.064	6.666%	8.208	2.569%	0.02727	1.0
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	702	0.999	78.015	11.113%	12.156	4.062%	0.04677	0.999
052665d1-ab75-4f40-be5a-b88154c8beed	1860	0.995	262.392	14.107%	46.936	10.967%	0.04731	0.993
05486349-24a4-4931-bf5f-c9fefe369af2	611	0.999	55.015	9.004%	13.193	4.188%	0.05677	0.999
0554ffe5-31f7-43f5-8372-2b73c9cf3527	523	1.0	43.176	8.255%	9.565	3.001%	0.04015	1.0
05616329-e7ba-4efd-87b1-d79cd0f7af3d	610	1.0	54.143	8.876%	9.209	2.979%	0.03912	1.0
0567d3e6-6278-4d0a-81ae-c084d73c6dd3	455	1.0	38.103	8.374%	13.994	4.342%	0.03541	1.0
05780d48-80e7-4d70-b00c-081f8a9519f2	593	1.0	51.456	8.677%	8.983	2.962%	0.0426	1.0
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	464	1.0	31.345	6.755%	8.827	2.759%	0.0268	1.0
05da3161-1444-4188-914d-19762de3a443	471	1.0	32.455	6.891%	10.305	3.148%	0.02653	1.0
06018aae-1107-4899-bd24-14e6b1f94709	461	1.0	30.897	6.702%	9.424	2.944%	0.02627	1.0
