MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X
BPArm[>30]	6.499120361880272e-08	0.0	0.0	0.0032736312865745275	6.489205497928197e-05	0.0010415247341001078	9.894688307099387e-06	0.0	4.480555624363447e-05	5.079572267732146e-06	0.0028498273104196415	1.2279502925593987e-08	0.001084829622176322	0.0007798553850426515	0.0	6.478442344814539e-05	1.8154749704990537e-06	3.871258813887834e-05	1.2532750502032285e-05	4.536756550805876e-05	0.0	0.0	2.3743696301608e-05	0.0
CN[0]	1.3771775083171178e-06	8.27481047718237e-07	0.0009362055532051272	1.401298464324817e-47	0.0012959356811753598	0.0	0.008782408047900302	0.007477201297189744	0.09184725553249812	0.0030408506746934273	7.969240475606473e-09	0.00424258584247724	0.00490209323675062	0.007833228151499725	1.401298464324817e-47	0.0012311120331287384	7.007422784255368e-09	0.0052470550439606715	3.156028888229301e-08	0.003986971412354574	1.3773696565522186e-08	1.6467703858324965e-08	0.00451667864907197	1.2779273292906623e-07
CN[1]	0.0007236379705161732	7.515565065139285e-05	6.608261623224498e-05	0.0009749035884219647	0.0013364262066322486	0.0	0.001120672857969751	0.016839997947983	0.02072321974808901	0.4372231252491474	1.401298464324817e-47	0.0028652937378197407	0.0022779588096499288	0.0038518113281739374	0.00021348460262335018	0.00030927284820801763	0.0002750042100127814	0.0009332326255708079	8.458478747058962e-05	0.0010585433574150226	0.0027288092952951993	0.00019579541669386913	0.001885473228758201	2.9174783216809884e-05
CN[2]	0.007334338927931831	7.532246527262032e-06	0.028880288392406195	0.05200737293882412	0.007104454527064372	0.00026205207587616525	0.004554762483353138	0.007690286600682387	0.03426097232730162	0.23012165757347247	0.0002987529442179948	0.7623447941243648	0.009246648094307083	0.008454251167589974	0.0048192069229890735	0.001381011247143113	0.0009003190973105443	0.006605388252716539	0.001269710782225228	0.0036033765418027196	0.00015972425872623857	2.1279893085544718e-15	0.009524441717283666	0.0004378837433501138
CN[3]	5.971450970032599e-08	0.003244875865000161	1.401298464324817e-47	0.09906113446850213	0.022119155761105114	0.00024423972630204676	0.0770359519086378	0.03222559687051103	0.0006436953693628311	0.0	0.001771656012861058	0.003945401725730768	0.005464129916950205	0.02763114606303219	0.2770257456405375	0.06261836111260437	0.08164701329281401	0.01609603864631937	0.07774166412389888	0.02511933543200601	0.04493114598150498	0.07552601078148541	0.02434713515166095	0.036232782770939595
CN[4]	5.783856720231739e-09	0.00011150183770212153	0.0	0.004899501842229488	0.002620375747931689	0.1498523610830307	0.0037166980725679365	0.0074226364694629865	0.044501296328671745	0.0	0.004165401113919505	9.441454837713085e-06	0.001915789514285251	0.009439393290903802	0.26797592634521605	0.0032606958754498694	0.012753826040261073	0.0058116191608317035	0.011888337941196668	0.0074963581372877695	0.014995371546980092	0.020876628706803724	0.016435667658324746	0.030463894617215034
CN[>4 & <=8]	5.252820224686209e-08	1.3219745298442831e-10	1.6760950849459278e-09	4.777186447313397e-08	0.0002822456126735997	0.29035967357773873	4.576361648481636e-08	0.0717583770127419	9.685572117525965e-06	0.0	0.04170613563178854	0.00048419515309433336	0.00021126626696601813	0.03049422784714821	0.01444644765889362	0.0024613366620663156	2.6984453946328696e-05	0.0008940697635244277	1.6749153754602807e-06	1.1644196842297561e-07	0.0011816429471430468	8.737766739841391e-07	4.776270588010417e-07	9.93634477310934e-07
CN[>8]	1.0933543068025742e-07	4.7309942274864624e-09	5.64490306942389e-09	1.6023410154275552e-10	1.078036473423083e-09	0.002040736871130946	7.728885975666344e-10	4.311007410938927e-05	3.4565208029135876e-09	4.039684800005716e-09	0.2158532337844372	7.006492321624086e-47	6.228142703452837e-08	0.0009318697025386769	0.0	1.2204149157923894e-09	9.0311094650135e-09	8.18845586536554e-08	3.5118503660669376e-09	5.6872166948718215e-06	5.515383435295007e-08	1.6318940865289733e-10	0.00013493204023859562	6.333014624715361e-08
CNCP[0]	0.04947452036513823	0.00028229743212691003	1.217127416996533e-05	0.0	1.3607387663796545e-05	0.0	0.00012075662612915039	0.00022320952067538257	0.0006513241110837953	7.955842420415138e-09	0.0	4.177682548618833e-05	3.047300735488534e-05	0.0018053813010919838	0.0	2.0709231030195952e-05	0.0	6.435090908780694e-05	1.401298464324817e-47	6.303720991127193e-05	0.0	0.0	6.675257600250006e-05	2.344925746911031e-09
CNCP[1]	0.0	0.025021190557964063	0.08422126803576248	0.36918478429317475	0.24532034076750278	0.01488546473877251	0.10401977339255723	0.0009966894052922727	8.407790785948902e-47	0.1592770883379694	5.605193857299268e-47	0.015549641717225313	0.3361129900813103	0.004633983742226064	0.003943743708205148	0.005288338066338945	0.00016181869432330132	0.007228826889113407	0.005476290683704974	0.002123637944459915	0.0003385806456208427	0.007832289390765329	0.007834614673629402	0.0015521234832704066
CNCP[2]	7.330095364022071e-09	1.1813573403963378e-08	0.0007051612230569937	2.005229143497702e-05	0.002773187015176006	0.13170183296837082	0.011049392043016084	0.019559987428365275	0.3579104270040989	1.0673843320319065e-09	0.0008965870496470258	0.008812713916312801	0.017550635651746912	0.03558975575434974	0.07550465179268227	0.002695215896860077	2.815082941656099e-06	0.006791480869403728	0.0019791465997732265	0.0025501477266357143	0.0010580513339553477	1.6608033604370575e-07	0.02685198956528069	0.007299953788169687
CNCP[3]	1.6946550789320723e-08	8.383364686892491e-09	6.988446621392086e-08	4.007201641798019e-07	0.002404277697052919	0.03259539454171687	0.0001818626489360753	0.11552488807588816	0.002803890392959758	1.0875101329794746e-05	0.019736549991375796	0.00038035524873052394	0.0023639486014872093	0.019553805110175553	0.0005294744813078722	0.00015943183017498087	5.628853755183627e-05	1.911802084599401e-05	6.9320947829965e-07	0.00023350804942058828	0.00013672190238168014	1.1217475912417285e-06	0.009363836004982317	4.240300776245931e-06
CNCP[4]	1.319440076663625e-07	1.074976499282343e-07	2.802596928649634e-47	7.601992209060882e-09	8.160688080849354e-05	0.013907466134178748	2.0760600499158955e-07	0.05601190891116858	0.00032056040885571237	0.0	0.031901797875761986	6.164821925551678e-05	3.631940919092358e-05	0.006884008468241803	0.0	4.257720569000867e-08	7.437593154691058e-08	1.650030751193299e-05	1.385839777867659e-07	4.346711534708447e-08	9.976166302294586e-07	9.486109053113978e-07	1.3568834951911412e-05	4.313905535289209e-06
CNCP[>4 & <=8]	1.1801408749789744e-07	3.9436643617385414e-08	1.1162123332297823e-08	2.954083200279456e-10	2.5161057806144527e-08	0.0008332220129534621	1.2733036998113789e-08	0.06011789605021477	5.4329275922526676e-09	3.641456647329733e-10	0.10054697893559933	1.7745651703648947e-08	2.5877363007964506e-08	0.0014916032200898855	2.802596928649634e-47	4.637023363534252e-08	2.709157225031639e-08	1.4045435712262133e-08	5.315727094057365e-09	1.2124998320928171e-08	1.2114996394529954e-07	1.3737531094903943e-08	1.6691894266784857e-09	6.68245168355952e-08
CNCP[>8]	1.9198063490932783e-07	1.4918119213280788e-07	1.8262029045645888e-07	0.0	4.858145530306502e-10	9.475400020164671e-11	3.9499790820407554e-08	3.602595127993879e-08	8.258809608656612e-09	4.085931245922936e-07	0.09900619372725487	2.894448950829798e-07	7.0183359384135e-08	3.426859876753951e-08	4.983755088616703e-09	6.015508802192926e-10	0.0	1.3176079220736102e-07	6.389468865108938e-10	2.0438414369436943e-05	4.117447076623648e-09	6.550749276357237e-09	0.0001736353764531629	3.546808401200252e-08
OsCN[0]	0.03430451176440681	0.0002729437919335999	0.00018427412144505568	0.011510921369388406	0.03078159200295002	0.07806700483895838	0.021445856864541302	0.006861736106012048	0.005840310239873382	0.002788312588302238	0.17406637214124202	0.03182621670886877	0.0024142515623526697	0.37167512138619024	0.0035080801881849765	0.003680451647061873	0.02171337684482945	0.0037543468469122708	0.007570801540506292	0.006032271028962299	0.015993839391927635	0.019511200414844183	0.0033378647496977772	0.05281279586723403
OsCN[1]	5.9164434627136855e-06	0.012727819759747945	0.05432356082368642	0.011250151456333696	0.028569661593064666	0.03407069735694677	0.009333585491403937	0.11369622640311718	0.04566608030349016	1.6792197711765767e-05	0.018712946670129894	0.010305001610424825	0.031238752882927656	0.01706653419039938	0.028555294450652583	0.0183854207066637	0.002524165704380721	0.023087793201159838	0.020783640739987903	0.010107155332658607	0.015822168256077022	0.00726711668598001	0.03709188513690606	0.011112846306589293
OsCN[2]	5.200889781065144e-09	0.0010377683280967177	0.0002466748445294797	0.0069958700107622465	0.010715449117706157	0.008819773370632902	0.010935598254266097	4.50146064395085e-05	0.004002857898613546	0.0007458109685844563	0.0042373844743997325	0.00025449754318181307	0.009311057240411173	0.005397334121284843	0.0015240124437207213	0.0020692412488961054	0.0033392843043043284	0.001485605932382441	0.0013908624409009463	0.0022956977763823262	0.002279994018288107	0.006206096921816879	0.0032311227235108575	0.0035944300663470585
OsCN[3]	2.6491362303815434e-09	0.00012204322731122374	0.01129706481937319	0.00842510753202987	0.007110176804708317	0.0025977505585137806	0.0013296324487706102	0.0024949234296218494	0.013314761917572469	0.0009107557808651024	3.256415748182917e-05	0.0012932509975959953	0.014817367423092946	0.0013296138720466466	0.001165772142918513	0.0009909186924171606	0.00011570132781344	0.0019781079759968634	0.001912679024117523	0.0006618734325044749	0.00019045404355271244	0.0015898201114552734	0.0022311828903639253	6.352276660891221e-05
OsCN[4]	2.8683767827608618e-08	7.789894141041031e-05	7.66474553529406e-05	0.004794572737300769	0.003631773491506465	0.0009113118777440832	0.001567491815669655	0.0	0.0007942721921426785	0.0012130573779930388	2.7431661874288694e-06	7.151007580542767e-05	0.003045323090045713	0.0005564760204564223	0.0005469370905996129	0.00013564583505967675	0.0004951576922644695	0.0007521332615738174	0.0001776304063241696	0.0004821155440117818	0.00022662842284112194	0.0005379231194365274	0.00045248064583574887	0.00027949886469286867
OsCN[>4 & <=10]	1.2989762945281314e-08	0.0	0.0011867395521403523	0.01427648092765594	0.004497086122864857	0.00038027759896067434	0.00042243049053467983	5.605193857299268e-47	0.004664781635365216	0.005151636773221923	2.802596928649634e-47	0.0006039623936787297	0.008057843811402563	0.00011560624814592302	0.0006187502358082497	0.00018011685360761476	0.0	0.00041130886296741664	0.00020052559751746913	0.00024354818277060985	8.936044760048389e-06	2.910429523012681e-05	0.001219032321275506	0.0
OsCN[>10]	4.3729192960029196e-08	1.1386106990585176e-09	0.0	0.003440080557145393	0.00014578065046619849	0.0	4.8718662611122455e-05	0.0	2.2911535432321718e-05	0.0019046986230432594	1.5984890905595962e-06	0.00011196756831200361	0.0009723578647390241	2.8117270360894507e-08	3.010563846591374e-05	2.74691719229736e-05	2.80931929921735e-06	7.422666233346754e-05	4.07743047206921e-05	3.554508734161743e-05	0.0	0.0	0.0002110781909785686	3.84052697199877e-09
SS[<=2]	7.110241718066845e-08	4.782064615564963e-06	1.0284128892834588e-06	6.965685198792926e-05	0.0	0.0014414081230643206	2.6239182655274363e-05	0.0016465968021657318	9.196246776809857e-05	1.4060589342079765e-06	0.001409656468022149	0.00027599625647212634	0.00531989910640732	0.0003504273907356392	4.7028251730694135e-05	0.00015852521943088505	3.655323953846157e-05	1.8079383576150576e-05	0.0004747459300024559	2.108523272909224e-05	8.661198877234711e-05	0.0003917823712171753	0.00033004163211444395	0.0005682826655437623
SS[>2 & <=3]	1.4769539733450187e-07	9.969615160088096e-09	0.0	6.748786563122166e-05	0.0	9.400923052619525e-05	1.4799618597294283e-09	0.02333127817288073	3.441023839201307e-09	2.159101677534636e-07	0.002058769360567112	0.002557900320059332	0.03423434221470416	2.9150121939380824e-05	2.802596928649634e-47	0.0007548727840185165	1.401298464324817e-47	3.3043268246046865e-08	0.0006252181612450158	2.802596928649634e-47	3.399605475351564e-08	0.001134889910636474	0.0016851346924944997	0.00023564076103880894
SS[>3 & <=4]	1.0711959008258276e-07	5.259532009915802e-10	0.0	0.00033297286598013895	3.988882643686242e-05	4.457458421939009e-05	2.6212347073185373e-05	0.08574247898657206	3.5292371467932073e-07	3.873380411574701e-05	7.448461381699189e-05	0.010636248327939342	0.16470295271145005	4.6383267257965595e-06	1.97577774017077e-06	0.003036031085676356	8.581156199785833e-07	1.7226991685674877e-05	0.0026108213926454484	1.5388469162758157e-06	1.1072972056408244e-05	0.002783975606312197	0.006979465885509377	9.671658716570164e-06
SS[>4 & <=5]	1.235921666120632e-09	0.0	0.005425228552049755	0.051308805730414235	2.0442470849957317e-06	0.006063060077278664	0.006101548727622041	0.006498564515495673	0.049781789168191606	0.003408889612836461	0.05838254259899259	0.0031105345519709714	0.26486614074150566	0.0035617843477200495	0.008504999112337827	0.0042892479179568	0.0005435633732929545	0.004982787786639164	0.019148638778777847	0.0042687879952254095	0.010826079323573662	0.0017101240158081054	0.08708448204237368	0.002937733338221733
SS[>5 & <=6]	7.522193712361513e-10	0.0038844342307364243	0.0029774415795691313	0.21624768547713757	0.01228259926661849	0.07715787600372818	0.0022599646635353566	0.003935289669316262	0.06869439794681967	0.0572763263451615	0.11072103552520275	0.003301202692091465	0.010657438872258354	0.047378073309831785	0.007908245507248352	0.0029026014544069768	0.004734260591142743	0.002994641486511682	0.0017401972708830727	0.002810915101072169	0.00215192483748496	0.011531936660648548	0.0024987655677551858	0.011661586596393388
SS[>6 & <=7]	4.3650398851013964e-11	0.0006747378814543481	0.0024300472308823374	0.07174722007941454	0.2624381744861603	0.04041993116051965	0.04165035947691649	0.09011026618483356	0.07369310359470546	0.013295881475041895	0.027204286120831967	0.004547704367432744	0.001047971397638321	0.04768535562325269	0.004485948583455707	0.01173983429525266	0.010917351863774412	0.015707950937836942	0.0046505668852478265	0.04295550786390628	0.013924216018263068	0.006129571571464112	0.011508266020966867	0.014747973578698153
SS[>7 & <=8]	0.01597834164276719	0.07234072322025895	0.15099386528134345	0.0014334854066850944	0.059930212730541825	0.004840081148248068	0.11493729260028886	0.042595171807333826	0.03207069735741243	0.008978723326125423	0.0007323127450945321	0.02903428596294403	0.002436277921581165	0.005145465426012062	0.02125685841703671	0.0332248180147144	0.022880583873484284	0.044912182105181275	0.018615574781864295	0.02644385593249808	0.0299216421502634	0.012209540549665974	0.005182582756970078	0.00705362906388476
SS[>8]	0.03756687819957733	0.01665602398570627	0.00022832206534069145	3.216554260720983e-09	0.0	3.9396486073428605e-10	2.0211423811167252e-05	0.0	1.3719632097064505e-09	0.0	0.0	7.325653115231035e-09	1.1857653454683259e-08	8.36710223151028e-07	1.107391618404563e-09	0.0	0.0	8.495383951867552e-10	0.0	0.00017046380509441405	1.987939945991002e-10	5.442478197892342e-08	2.8392696069801104e-08	4.616916285726802e-08
NC50[<=2]	0.0013894764194265009	2.588133707348561e-10	0.0	1.0786036330312499e-07	0.0	5.399653978166441e-08	0.0	0.0	6.561164056506641e-11	1.4073330145691899e-09	9.928194895536535e-05	0.0	1.556028193361314e-07	5.077039051684551e-05	0.0	7.566601874771095e-06	0.0	0.0	5.0084977232245366e-09	4.767759271970817e-06	2.1012711528101137e-07	0.0	4.521719724817352e-05	2.8739549157315024e-05
NC50[3]	0.00046397234371397644	0.000764647909636551	1.0906031942728434e-05	1.76653326252163e-06	0.0	4.4857062624600185e-08	2.0372698822122003e-05	0.0	0.0	1.3149622682322448e-05	6.533649261619923e-05	4.286113176590334e-05	1.2167032574161852e-06	1.3379875450425516e-05	2.3285974872777616e-07	1.3823070048601948e-08	5.446926132535168e-06	3.772944200619577e-08	1.6408275734391963e-06	8.327977411681787e-07	3.6173895714597393e-06	3.6001656934558924e-06	2.0036223811885633e-05	1.6042841751584546e-06
NC50[4]	8.399007411838966e-05	0.0015232281445059926	6.882766694616294e-05	1.661651796780461e-05	0.0	1.5391758552141254e-07	4.8914453509496524e-05	0.0	0.0	9.010672094760253e-05	2.1435251677530688e-05	3.3325157721719734e-06	1.2196902425785083e-05	2.2380649852493662e-06	5.390194928622804e-07	5.080201736973322e-06	0.0005157001854425402	8.135191674227826e-06	2.1396455122157932e-06	1.3692651846213266e-05	0.00011848498560823373	1.1666403024719329e-05	0.0	5.804669344797731e-06
NC50[5]	1.7057674982048356e-05	0.0009706757467938587	0.0005029783266627943	4.6498393658112036e-07	1.6312277512042782e-06	2.5852909146824033e-05	0.000149863382155786	0.0	1.8982427375537902e-05	8.601066656410694e-07	1.4079846621939397e-10	8.613344452612636e-06	3.1589288890288004e-06	3.4056280623566696e-05	1.377474091896147e-05	2.9860550285195343e-05	0.0	5.3394963615929215e-05	1.504294188634958e-05	0.00016721413178022004	2.5720124243235886e-05	4.366208922874648e-05	5.725158474888341e-05	2.3672593088122084e-05
NC50[6]	1.1079123299815308e-05	8.088885965293002e-05	0.0008670155031722971	0.0	4.492099727329446e-05	2.0572649100198957e-05	0.0004722842198327726	8.895183507185877e-05	5.0467071666844276e-05	0.0	0.0	3.665151560767299e-05	0.0	8.547955241766658e-06	0.0005077934770292814	4.96473687235266e-06	0.0	0.00017540353366072737	2.0344823845448445e-05	7.949836911762986e-05	3.872199566103518e-05	0.00019944886316157096	3.6669419496320186e-05	4.136966308578849e-05
