MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X
NC50[7]	7.213989695316059e-06	5.162427778606649e-06	7.05333155747212e-05	9.73894841990841e-06	0.00024831393067497486	1.471895186114125e-05	0.00021731324199606662	0.00025470523564280256	0.0001919285881541555	1.613681875065609e-06	0.0	2.995412602331271e-05	7.465481139661279e-06	8.449673586596873e-05	0.0006998093480089551	4.853706923313439e-06	0.0	0.00013571312548741333	4.455924320922122e-05	5.326736321890735e-05	8.541944622578513e-05	3.248307732938827e-05	6.150535314361605e-05	9.276945735127384e-05
NC50[>7]	2.4774756259375863e-05	2.1824967685901698e-06	1.2576525088459078e-06	4.232502348600065e-10	3.878175778525561e-05	1.7711901455186307e-06	1.766581685640034e-05	8.560965327998104e-05	8.342916594837851e-05	4.457712146064274e-06	0.0	3.7413264072370113e-05	5.170332493502627e-06	7.69890453503308e-05	0.00010512525862525379	8.293098653666675e-07	0.0	6.599145544225138e-05	3.1999079514992704e-05	3.078554889839325e-05	4.8229688627676734e-05	6.103049496841706e-05	5.094300044916622e-05	3.752596524002172e-05
BoChr[1]	5.632523698935188e-06	6.905856354560313e-05	0.00030579091306232265	0.0006103994804208597	0.0006002628862504977	0.0021207935744100657	0.0007730018702100949	0.0029984414155008253	0.00021222272443084368	0.0009999354007331983	5.010156436824342e-05	0.00016959661434269975	0.0005057177598735925	0.0002018666730037496	0.002935747851435859	0.7527842300385237	0.007085140568008973	0.0007678320548350722	1.3362899142786103e-05	5.280160415633761e-05	0.0004546807010052157	3.018180872338405e-07	0.00048674667303611916	8.011999272602023e-05
BoChr[2]	1.0241795605031579e-05	1.3872302341155774e-05	0.004446508382320462	0.0003493477215970131	0.01955083440243186	0.01647723893614071	0.021599382988711113	0.0013737937368023267	0.0026323082840129077	0.0031066080010896256	1.401298464324817e-47	0.007665287476368831	0.0014290219203296605	0.007697444065926007	0.025277976251053644	0.00015160495220783331	0.0002014570248303471	0.14716870225194725	0.023091589602988166	0.0007605706167555581	0.004764738981889991	0.016666952967643738	0.0009998779766944744	0.004454161317495391
BoChr[3]	8.821641179801443e-06	0.0002590154742189377	0.0030568367896983816	0.0007242354413954575	0.005562925024864178	0.010876955544356005	0.0014022275419270614	0.0008007146405832399	0.0025781886101958625	0.00449021298400349	3.822709485880705e-05	0.0005479725641193432	0.002010150701527351	0.003108341435367804	0.005578927668868045	1.6201070593524492e-06	4.572224888725884e-06	0.30467105853369275	0.05391551269801898	0.020139522358804073	2.4010888932482608e-05	0.0038334815116580377	0.00014822659407304428	0.00032596583776649637
BoChr[4]	1.971081569218658e-07	4.0263231262507304e-05	0.000496902127163481	0.0010243227006381072	0.0021328759872141514	0.005906806136641904	0.015849122368754395	0.004791035418992067	0.0044914269541689615	0.00476205713580665	0.001654271812952004	0.009175752502867169	0.005018006180625301	0.014716608273130483	0.022904706689944588	7.895939624239491e-05	0.007390461429400669	0.04699295943343593	0.06231087829843105	0.033061820731291484	0.0019506437863901739	0.017095890124935807	0.02119027997746173	0.014312050125814295
BoChr[5]	2.4489175821384988e-06	0.00011590248183209084	0.00021447597327254542	0.000883505268530449	0.0018850400935674042	0.0025318951725949034	0.011319320655819708	0.000874721876305955	0.0021713928651980177	0.001312207733679438	0.0020719498626482658	0.005513552881391868	0.014199362701981535	0.02622471716037436	0.018061499496226964	0.006609833591479308	3.642585679926924e-05	0.02422232370619919	0.13882889763840695	0.012776156955761307	0.0035198137316421805	0.024306904007526917	0.12728309067240753	0.010568866781960295
BoChr[6]	5.432847522607864e-06	6.3959819535597265e-06	0.00023304002413492952	0.0004581345059094414	0.0018618823956365602	0.001575841829775707	0.00017856318035523345	0.0015831209823933135	0.0022882523777543675	0.0008943802612186299	5.66817414299936e-05	1.7878047862498792e-05	1.0224719220312846e-08	0.0006426445357023395	0.00925160207040965	0.003735152104662468	0.00011975945574621783	8.179648193986126e-05	3.5665220332912266e-05	0.5389179144197206	0.021712734593123104	3.1720629236371424e-05	4.122652047939882e-05	0.0034839690518538944
BoChr[7]	8.041690838345161e-06	2.3734516316054056e-05	0.0002494545238218571	0.00017579779958491583	0.0010912830236025162	0.003505011984076816	0.0007430646766180615	0.000655920704473254	0.0012592869737470913	0.0002558642135519085	0.00010135692566111132	0.0002812253545631371	1.4830373471841642e-05	5.398609845758081e-06	0.004409484300937631	0.0024398858913346542	0.004534067962028003	0.003418345137028602	0.4253013247158378	0.0002523734997776372	0.021867962199954346	4.90239571820079e-09	0.00029700186472748414	0.007809826022741007
BoChr[8]	3.76727117794573e-07	5.651998302376171e-06	2.092596964686777e-07	0.0003687376919516341	0.0005908619782766197	0.00044622482444728865	0.0007810141727892753	0.0012678413335522345	3.873248854392025e-07	3.1272476661618143e-05	5.010097828788771e-06	2.245113572472474e-05	1.0818719853809255e-05	3.317367716959961e-05	7.15249162335877e-05	3.2800737092341953e-06	0.6924667802453041	0.0004303675529322386	1.6759663467096284e-07	3.404032342694748e-05	8.606106179120509e-07	1.8246408603270994e-05	1.743202438398448e-07	3.64584683321161e-06
BoChr[9]	2.1865260937503628e-07	0.00031434889438216375	0.0004024919261249771	0.0009301821276978006	0.00059048555461779	0.0028485393810967707	0.012283985241888647	0.0024656532946067955	0.004307523292227487	0.0035361824365145746	8.323343918497983e-05	6.63822211802767e-05	0.0008044241894299375	0.0822921702037263	0.008258578841867035	0.000392751755392045	8.850831182613205e-05	0.03819659461680587	0.028180340202844868	0.027435442920553825	9.412540595300722e-05	0.09044363789726674	0.0008590778591825554	0.0075922521570737445
BoChr[10]	2.7222690522288316e-06	0.0008283445534803491	0.0006633694754248154	0.000549845374916913	0.01459930870192693	0.004736506166827894	0.0047056819219075405	0.006971970243444048	0.004133182852053352	0.005563082988934309	0.0	0.0003837871783886726	0.0011944874933256244	0.01448319467960637	0.025730652772713043	4.14667182485573e-05	0.008803396288577866	0.033931422846165876	0.01912554617640126	0.022681360327987933	0.007004546951479824	0.0031021873572010155	0.0025295644532889127	0.008085377854295075
BoChr[11]	4.5241188139756726e-07	1.0146193558213667e-07	4.382138327313712e-05	3.958700761297247e-06	0.0003834361937816541	0.00041197822681407015	3.0326098078745643e-05	0.00031480424932251176	0.0011202416719655966	4.2471556800660924e-05	0.00014230598481102	1.7717559148173384e-07	2.839290685217457e-05	0.00037662085171646427	2.9927474012331834e-05	0.015865200207249318	0.007461148878518977	6.824088981998614e-05	2.3626906901928984e-06	0.00016903083970692782	0.6152663686023948	5.157521809792966e-06	0.0070501555193145824	0.00020461109050579467
BoChr[12]	2.3779967866377484e-06	3.2620637364288994e-05	6.393838116189e-05	0.0010497434688289341	0.001719857844061532	0.0007790462218354202	0.000981054617218753	0.00011171811986563196	0.0024987702294081513	0.002586050710212484	0.02251046917652714	0.00020630181041958218	0.00014610198556592736	6.455506155829127e-06	0.017146500980247552	0.0029062488193012633	3.764194271518306e-06	0.00020737805217682203	2.825703602180596e-06	1.7693905115451174e-05	3.6060811414718895e-09	1.1471006523610036e-05	0.4549555403832346	2.664668129304937e-06
BoChr[13]	1.2803121565654884e-06	0.0011159982391888978	0.0004869000552921676	0.0008519177072118822	0.0012830067417422342	0.0021182550409415677	0.010845600578351232	0.003956171946493079	0.0013314250831903962	0.0064904896054029495	5.301031051203609e-06	0.006425399287516118	4.2265210668261945e-05	0.014552577979726493	0.022259942316355533	0.008464051416729462	0.00041844414891187395	0.03104603857877578	0.00028476572931481316	0.026256216131732905	0.00538489492610097	0.012912715297940167	0.01495043697171928	0.004130226754790272
BoChr[14]	5.80488342757568e-05	0.0015807902278925211	0.0015830445430538732	0.001275564781449745	0.004545145226404712	0.003454075009939146	0.003578451306414081	0.003350587486565928	0.001583451712748456	0.0008437713254420487	0.0003296822134852917	0.00032903450357640195	0.00021710710843535707	0.02627177960690723	0.011014974815460193	0.002663012920140773	0.00021030642413734314	0.028983957739656036	0.007053377985721454	0.01042439021590667	0.014821000129151685	0.015025499182952444	0.0263253504534185	0.020138103594091773
BoChr[15]	1.3925098414357962e-08	0.0005468308528224241	0.00034978665719894103	0.0005283728377072805	0.004170112573950746	0.0036182765869703813	0.0010766583023445265	0.006567667409490241	0.0009486291518185385	0.000904129609048141	0.0001475322118517397	0.000182694455097554	0.0008627189409273405	0.017933963180301687	0.008788197507132911	0.0036209060333396792	4.203895392974451e-47	0.023792644212929447	0.007505023074027406	0.00661690676253329	0.009975120465363717	0.013474493243877532	0.01726016238150578	0.02183458213532447
BoChr[16]	7.504719271134164e-07	0.0021259990499208925	0.0046084234462767885	0.0027082593616796656	0.0029175372297868306	0.004688159519573674	0.012145762992465921	0.00437742179055931	0.00593667890811048	0.0007664811983729436	0.0001863432937534526	0.000443173386156559	0.0	0.009835247575969683	0.018161124330617895	8.482415229082108e-05	3.542805265169591e-05	0.0076403833169888455	0.001144766127690673	0.005904294049518419	0.0081277460756246	0.01817143354099244	0.0025609767553396523	0.0072475123771619165
BoChr[17]	9.855814904469184e-07	2.610790453498879e-06	7.477558803259399e-07	2.1965264508584497e-05	3.448843325856133e-08	7.610127095583191e-06	3.982060096569914e-06	0.00011392618968484512	4.501708827778291e-08	1.0762581342449551e-05	3.2346649779839396e-05	3.4336657690337435e-08	4.843156104424873e-06	1.307713651210208e-08	0.00013462059800486065	2.4802961216493833e-06	0.020043326478263533	4.586732629097377e-06	9.995837106990406e-08	1.0071731049791747e-07	0.030615947825018128	0.0008762093525507542	3.7200416421237596e-06	0.5626277518147436
BoChr[18]	1.754623329411111e-07	0.0006042272170995133	0.00013124774512920823	0.000509420912614047	0.0010785540630672231	0.0026034921822268233	0.010998782840273051	0.0006470918478495236	0.0005006951813675187	0.0008466672246873941	0.00017355742286436992	0.00022711775522897082	0.0009106817466206918	0.026878661717157585	0.0026545753454797704	0.00750958350980838	3.7619411585865235e-10	0.019051112876666075	0.008028071683086327	0.02388560686191795	0.006993532072254869	0.09532831864066083	0.015315332906346377	0.012204570932760178
BoChr[19]	2.6608925683957453e-07	3.726287984728849e-07	0.00022747455678940654	0.00031142868107329465	8.107761407725178e-06	0.004949936999329143	0.0009182607896893573	2.7336641892361512e-08	6.706176985784573e-06	3.6983003485439397e-07	0.0003204352397876953	7.03429634540953e-08	0.00028547204991873353	0.00027564538534671003	0.004963097436492172	0.003950119589067214	2.420073055731109e-08	0.011897874445120922	0.0022823805496179437	0.009722695532474006	0.008846724579544229	0.2156806704657521	1.0938944587149542e-05	0.022999114154660917
BoChr[20]	6.341034583634553e-08	3.270588661596463e-05	0.00018474210874302343	0.0006318824604095496	0.0008278243757173698	0.00430180470567354	0.010377486401748364	0.000536302676121494	0.00022630796200559189	0.00010543715635332518	0.0008477657716633047	3.177615614191609e-08	1.297457252746881e-10	0.009973240457923183	0.01698480123178669	1.2790131620477041e-09	1.5829479025342153e-08	0.02206307406390664	0.014580251476162171	0.02511658990948277	0.01448033348347849	0.0826366794545013	0.0034126985681100486	0.006278935978895887
BoChr[21]	1.8777515260262056e-05	0.0017253975537530274	0.00014397499151527882	3.5524276427167936e-08	0.001589429814745813	0.0019515604550974786	0.009184833553295562	0.0014103707304457208	0.00012558926858673657	0.0015946502743037173	0.000858204424557698	0.003831950872859977	0.00463042113797826	0.007279061742919169	0.004930714519713004	0.003474810359912226	7.81789516668141e-05	0.015395090831127832	0.000670830172020942	0.010286451237483089	0.005078049341391306	0.03061699789022441	0.005359399532383229	0.014531981986613119
BoChr[22]	1.1463025626436974e-05	0.0014504734761237614	0.0002473256096595833	0.0004004730490749863	0.0005889288275284343	0.0010428908533241022	0.004331334298580885	0.00026532144271186554	0.0007856092235592005	0.0005201265301856584	4.176690215899725e-05	2.724675441186264e-05	0.0001283051064092433	0.016171438766849632	0.0022835340375198143	0.0014613802907115314	9.146755530764494e-10	0.011552077466330957	0.0027595098678739305	0.006344014343993649	0.007694908490084345	0.07211789867755215	0.0034096433196162935	0.007126929767752763
BoChr[23]	0.0008809374670359205	0.00034272377776368935	3.525873479858888e-05	0.0010031581505958798	0.0043146962147337575	0.0017892798245156883	0.014440750742636795	0.017831139842517878	0.00021952933136470064	0.007932060531498806	0.0018673102282910576	0.020855678161325022	0.009274651746632471	0.015251192205888203	0.01195747529464244	8.310528397004191e-08	2.0829917366782524e-05	0.03314307798314324	0.009705722002635505	0.020089494422116196	0.0056498378294054415	2.3902092139262975e-05	0.014166143730694527	0.02799806947206001
