MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I
BoChr[7]	0.000187376657789855	0.005511237838072702	0.010189373077593546	0.007127440420445055	0.00030165044125169516	0.027099747192114592	0.006528961451840587	0.001958435464482591	0.004215124605907477
BoChr[8]	1.0432102573174617e-05	0.0035372456267668893	0.010384025726016901	0.028479937402474887	0.005782317590603725	0.001448286384838866	0.003123602208797852	0.017728225507731565	0.025331615577451883
BoChr[9]	3.080746618099539e-05	0.004411375937634148	0.015039021422853693	0.0006382557867618743	0.00885772418929264	0.002281112955970457	0.004348257807869246	0.00031753437524457696	0.006449398248918143
BoChr[10]	4.046820864516576e-05	0.0010171631879347842	0.010959102399647236	0.015943210888653993	0.005796282642986626	8.394730684813112e-05	0.005422552970703692	0.0	0.0021268264943500982
BoChr[11]	1.2187452483436445e-06	0.0026632617643267053	0.005237278666506775	0.005342471520707477	0.0032109298176394674	0.00826893098243028	0.008938036868348717	0.024269831781037112	0.02148901870532427
BoChr[12]	3.846672862350964e-08	0.004409549165284261	0.0002618744847859489	0.006637827015074435	0.0015001144279929008	0.01648244493640959	0.004117670274299598	0.042800468113273385	0.002010337870451622
BoChr[13]	5.798669981601279e-05	0.0038887930824421345	0.006136422817362473	0.005859517168719321	0.0039026790927164257	0.0018728460982674732	0.0025185522372703417	3.674093208279073e-05	0.0025932542265397463
BoChr[14]	0.000363912848115433	0.002517253240803257	0.007783085214905441	0.007664464395493269	0.0019664561851221885	0.000602817640901776	0.0025697759559261614	0.00235054123273585	0.0036635166386258786
BoChr[15]	6.978666909240872e-08	0.0018889267364284024	0.0061446013604290785	0.005288714608177543	0.0012663164391935311	0.0008221332593166153	0.002746362177131232	0.0012377414338040683	0.006931023561628535
BoChr[16]	1.2651550188635953e-06	0.005318567352369428	0.005891375581268221	0.005610841021407396	0.0005279807530316435	0.002429675997385203	0.005781499176518992	0.0013767639576778897	0.005442629618919455
BoChr[17]	0.00011568790419892006	0.004679541021080205	0.003265272051564843	0.0007749231843627058	0.0025974176008513403	0.0031791910535088163	0.00315211275818001	0.017911638034830302	0.043694881678093225
BoChr[18]	6.526517637297502e-06	0.0024211599573027345	0.014225434907712043	0.0005971024685979489	0.006367913067078916	0.0005419641944126852	0.000555162014279631	0.0016623301888466812	0.0019387756090145558
BoChr[19]	3.8262945733225087e-08	0.004495612079811906	0.0125958564307075	0.00029591564332065445	1.1971688829248706e-05	0.00656703079330919	0.0004927392322861124	0.0034367304206534754	0.012273447614279575
BoChr[20]	2.1870142030699924e-08	0.003277972760886314	0.00777313511702232	0.005413984964834526	5.848120906681695e-05	0.0025208297978200635	0.0008772640983988822	0.005573569816078816	0.01080723634094431
BoChr[21]	0.00018982166016940028	0.0017895812675124034	0.005603363121626899	0.0012978465050036902	0.0034439343442500105	0.001494670990796294	0.0007410896648070774	0.0022005408784025347	0.0014308990951394662
BoChr[22]	0.00025568796845618633	0.0019694963440997524	0.006986269564367831	0.00027835315930133217	0.0029518981563160197	0.0006233884026005403	0.0006516228396867518	0.00024605294711361656	0.004569238756033678
BoChr[23]	0.0012493659812025726	9.282413195251138e-05	0.0024268413323008152	0.00929201022721827	0.004813388023467269	0.006623029879447131	0.005958883711136878	0.004531766120344401	0.006642143334629509
