MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB
CNCP[4]	1.4425867794543024e-07	6.558278039747734e-08	3.221733229139545e-06	0.00032889714648035804	0.0	3.498296926807143e-08	0.01654341410959262	8.911198769368412e-05	0.06389316784683614	0.0	0.03274452434852719	4.768186965691256e-06	1.8216880036222623e-46	0.00486635460951641	8.207755448097487e-07	0.0006729563200951815	1.0658229121635055e-08	5.605193857299268e-47	6.84752908752806e-08	4.441245938124894e-07	9.784810998781166e-08	8.637490736873587e-08	1.1743378979911512e-07	4.7071852161906235e-07	0.0009321878028513511	1.0344119260707885e-06	1.439911692386886e-06	3.4267416561741585e-06
CNCP[>4 & <=8]	1.362412268157698e-07	6.124820535413633e-08	5.790621901979876e-09	6.710272260610495e-05	1.981035993026126e-09	4.495655113956332e-08	0.0006375217462055005	1.0903753455693277e-11	0.06540851952616322	2.802596928649634e-47	0.10524803057312965	4.6962975321918065e-08	1.2327294882652495e-08	0.0009895220074882616	1.440893445447955e-08	6.470674314584812e-08	5.659660473611439e-09	9.043594673130429e-09	2.1873260753865673e-08	1.5999261790966556e-08	7.417558745503629e-08	7.739555520913654e-09	1.7075151994699534e-08	1.4683472500109929e-08	0.0009246420123711374	5.572575645373945e-10	5.1110128396203435e-09	2.1271696297731068e-08
CNCP[>8]	4.3508409104831e-07	5.11810728731632e-07	2.1816001421370857e-07	0.0	1.401298464324817e-47	2.1118468462866247e-08	0.0	2.1309863029728147e-09	2.286775120721729e-09	4.5111168525124865e-07	0.10646300688385964	1.5403751421061428e-08	1.3285137750562726e-07	4.021466306625143e-09	8.79108835505349e-09	4.804055579343824e-08	3.883793553427495e-10	0.0	0.0	1.8313018301796547e-09	3.969059105699557e-06	5.367349231732988e-10	1.5318259793701828e-05	5.212475553406648e-09	2.802596928649634e-47	0.00014958045600821368	5.45165366432343e-07	1.3976695925066452e-08
OsCN[0]	0.026733780342367935	0.00017212619811554753	0.0005843082442879676	0.01659072466821118	0.02090898132998836	0.011639263209626678	0.08481202318670254	0.007520352800978751	0.010969003255513598	0.001341947151231589	0.16327163189649582	0.004282420835227754	0.01688167459403372	0.541028067022562	0.008207009298388836	0.002004997945315215	0.003251828988979706	0.005023949140992935	0.018627186187975094	0.010179554842320436	0.004407434402792048	0.0057840788415753856	0.014061542668464676	0.01097973775789828	0.011360315587087588	0.0037741343397647144	0.004537783101188115	0.04536043153838559
OsCN[1]	0.0	0.020960538119543345	0.0524501440115273	0.011507142200425733	0.024467863691970706	0.0026107725279871374	0.03391069011762738	0.034046996652177766	0.11743035458028317	0.00012991723604500294	0.017068645802792163	0.02338921531569232	0.004850838359238493	0.014699823970631768	0.045667133518477385	0.054181764051318165	0.02507019919693051	0.01084469627650599	2.938312648748109e-12	0.005002175346383682	0.0223827860386937	0.01158531881752424	0.0030388273664812004	0.0072743769836874275	0.013624511755239795	0.042710490822792054	0.0029534517880620116	0.007353978780017185
OsCN[2]	1.1444464753651573e-09	0.0	0.00015561556676402688	0.007306513877119869	0.012347035764541943	0.008504902587737888	0.010047138895606622	0.006420574910853267	6.326737318886444e-05	0.0005837196657296317	0.004286407406721082	0.010076681617742339	5.342969445653786e-05	0.0050112844551474115	0.005064003699770865	0.000695003337050366	0.0017389555628648167	0.0018818844648120876	0.0029457962678136346	0.002485693944029215	0.0012922949114295079	0.0009039927420420724	0.00529456121118712	0.0066573623752287855	0.0022972053497941403	0.004238328844836587	0.0004031374517069869	0.004602233560618228
OsCN[3]	5.004366228078538e-09	0.00024007681175135077	0.01393678552868721	0.008346399345173268	0.006569105734786263	0.00010749657405540348	0.001297624612707304	0.007238000182398991	0.001651115296408534	0.0005533585331299662	5.592408531811088e-05	0.013587476941756904	0.0007592873329266082	0.0010119579605135875	0.0012924616046527148	0.012873977232375182	0.0018071199886940115	0.0005591095306888903	0.00022170534365118058	0.00037678142235449743	0.002649497628399361	0.0014225454738107145	0.0012274363414530854	0.002290737850980804	0.0003153568002744579	0.0019712678018015658	0.0005649535336908684	0.0003202005207822367
OsCN[4]	2.9458962451656133e-08	1.9269711160063708e-10	0.00016255776048637927	0.004696858964161947	0.004251911921601277	0.0008744022758764913	0.0008068549726885976	0.0014441854159986179	2.581500739324838e-06	0.0012216242182455518	8.666115172673016e-07	0.0032464544696267695	2.0636534241162963e-05	0.00038080765357417334	0.0011603615352007203	3.398558616027003e-05	0.0007211224582334807	9.829381485587874e-05	0.0005276290020492582	0.0006621501762893978	4.240337597742894e-05	0.0008356253774838642	0.00036247209873701	0.00147860869291776	0.0001980689431547944	0.0003407947001824141	0.00014967211722250796	0.00029753987789035816
OsCN[>4 & <=10]	1.4256864147021986e-08	2.7277733849473405e-10	0.002217285012447974	0.013626424386166036	0.005730262265715282	2.212537708601303e-09	4.568965639919042e-05	0.0017993008147254841	0.0	0.004485550820089656	0.0	0.010365445812713005	0.0003834859876173269	3.320227548265109e-05	0.0008389841104640539	0.0032337078243836	0.00011124192038550972	2.8848827350884677e-05	1.401298464324817e-47	1.401298464324817e-47	6.51645919447219e-10	0.0006199704133522132	3.3517511042191474e-08	1.080401115994434e-44	1.5414283107572988e-46	0.0006872617177742769	4.6473445536321377e-10	0.0
OsCN[>10]	5.808682409735866e-08	3.3223351181277393e-10	0.0	0.0034438435325864704	0.0002612962609137759	0.0	0.0	2.236002145536986e-06	0.0	0.002035838772569605	1.9669368356289853e-11	0.001672343312529847	3.5874594690062306e-05	8.477458735001164e-10	5.805089248401174e-05	2.9385425688932544e-06	0.0	4.3324413390166685e-10	1.421776474330727e-08	6.308265909638066e-10	6.728775758801931e-10	0.00029054156915155006	0.0	0.0	0.0	4.879136247622817e-05	3.6868128177047764e-08	0.0
SS[<=2]	6.56354976857898e-08	1.5509609882613518e-06	4.6547852727840675e-09	0.0001294008251215928	0.0	7.437913115637684e-06	0.0019567975730751643	0.00029588874166165625	0.0014369203749811277	3.5390143921176786e-07	0.0014526221019332296	0.0034162107736106116	9.168886118743558e-05	0.0005805904192597211	0.0006243220819851558	0.0005689844116568565	0.00011933680839320005	9.023912902648711e-05	1.335966750048101e-05	0.00010276806320828059	0.000992589901421752	0.0008926602359187186	0.0004440132757167703	0.0003983817784660459	0.00019383876912343112	0.00015612100716680288	1.3334251129890617e-05	0.0008631135513360277
SS[>2 & <=3]	1.7399206736712358e-07	2.1682398044786665e-08	7.600493745485437e-10	9.551715239802916e-05	0.0	1.4230671752102352e-09	0.00015090611312022163	0.0011699107824844556	0.01841495207233642	4.972687506210604e-10	0.002038758216713177	0.02211510990456338	0.0007953150541217368	0.0035608013488919	0.005241603031754494	0.005199465469927045	0.0009706506150727279	2.1669983107130973e-06	0.0	0.0008990816287560221	0.004020176994598898	0.004129971043412303	0.0008034339454704309	0.0017287731825236109	0.0008921779692173005	0.0014700426275831547	6.264142484724289e-09	0.0017762182528823093
SS[>3 & <=4]	1.1845021666179179e-07	1.0456325227892194e-09	4.203895392974451e-47	0.00030020995772247263	2.988132487935502e-07	1.6141388362623635e-09	0.00013783436268568038	0.004929779096710223	0.06756230769027896	2.500185514790587e-05	0.0005415327698732708	0.1111335684416872	0.003352044817748947	0.01493176593059232	0.02234310135203799	0.02129504401351653	0.0040777063001863215	4.575274319904566e-06	6.011940631021062e-05	0.003751683473208942	0.016486360259854962	0.017637485350146562	2.5170502229165946e-08	0.007196891656417392	0.0038218559668664865	0.005865486985211774	0.0009284895205173882	0.006572624519467354
SS[>4 & <=5]	5.085090284961957e-09	4.4953650351828856e-05	0.0022286619423289265	0.04197763021705441	8.407790785948902e-47	9.312313981354237e-05	0.003194160070775465	0.024932838093923236	0.007295778012537943	0.0011873623614093276	0.05909596005465453	0.32794262178242206	0.0009589058732863442	0.0030543230848039116	0.0023260906481941267	0.04989339511351829	0.00025202712728514596	0.0004288769042987613	0.0001127289925348407	1.1911036946760945e-45	0.0025787616277418123	0.0323268343793913	1.1803956466541114e-12	0.002137646285635812	0.01123064900734164	0.07097617998984106	5.059894500902829e-07	0.005394307146235064
