MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB
SS[>5 & <=6]	5.0777564375437125e-11	0.008177173894203377	0.003453513396489143	0.2563254037499428	0.008957059625536203	0.00011156621389091015	0.06060408897829499	0.09091678036974617	0.004263120167888701	0.057265063057701474	0.1173021000623703	0.015401473185047507	2.1019476964872255e-46	0.037452270445487344	0.005337898879181342	0.018166650999337435	0.0014105874300003051	0.0014633699133992195	0.004395418849252337	0.0034477041475474836	0.0015240748650872105	0.006053617078293181	0.012389476974299832	0.005356625172425993	0.005348694402330936	0.00458452758401279	0.0016779113250231603	0.012181925634391888
SS[>6 & <=7]	0.0	3.919794224208856e-05	0.0024728581868112085	0.0696577338055539	0.29187065780162813	0.019878978209994784	0.0264688836162191	0.07493848106823861	0.11482257924042642	0.00735127329075226	0.028164403524715453	1.156654441729188e-05	0.00012893601320683955	0.04523207299876958	0.012528324255135885	0.0486826583015045	0.00837435394525528	0.004815086099212636	0.00834459185677749	0.03653897364138368	0.003968248588415939	0.0051348937040313555	0.002697451692408766	0.01799238437248993	0.01024316038942061	0.009819321638381706	0.012050223185053808	0.007026167793979421
SS[>7 & <=8]	0.016485968107008375	0.05628147652372718	0.15902968720998614	0.001140831863516776	0.05572831522827399	0.14409821648150684	0.0029650260606592692	0.012459954034756504	0.03776740975769515	0.009815370724318213	0.0006681421051286886	0.005126725734189466	0.02685280765428244	0.013413527414836111	0.019984453181623743	0.04396652448107488	0.057621552970522315	0.034421984426444396	0.026568392768967896	0.03242220450301178	0.020131486982402608	0.010041799112452406	0.017602099236100913	0.01619819434343299	0.02868712120107375	0.0030609458745281316	0.02052807089090493	0.006271902336743482
SS[>8]	0.03639290723182967	0.021773514139201266	0.0002110056459657983	3.672725341630212e-09	4.893442512366714e-20	0.0018926611372535262	1.0261202909589429e-09	4.719614921100401e-10	0.0	1.401298464324817e-47	0.0	3.2623958201583036e-09	7.086201492256805e-09	3.004985229981827e-07	2.6142517217664363e-09	4.2890558660246826e-10	0.0	7.313074359416305e-09	1.401298464324817e-47	7.986092392897604e-07	1.1226342394365929e-07	4.133353002089279e-09	0.0005726286741640507	5.605193857299268e-47	2.718888367780892e-09	5.1483722813827645e-08	0.0005192524179560109	2.265185656824542e-09
NC50[<=2]	0.0015168170258402823	6.682848496808447e-11	0.0	1.4858279266949382e-07	0.0	0.0	2.885387948481366e-07	1.8799353185272593e-11	0.0	1.7016869247044043e-10	0.00011205065860300678	4.325892639656104e-08	1.2410554006692109e-09	0.00018266242928802968	0.0	0.0	0.0	1.0587733411995259e-05	1.837293012840746e-08	3.967425300743344e-05	2.895755796089361e-05	1.5837911999661003e-08	6.605782232327328e-09	7.291276233445387e-08	7.288489922263608e-07	4.857153677618964e-05	0.0	3.813998529277996e-05
NC50[3]	0.00047572009221767073	0.0007727088684623595	4.8555617384637985e-06	3.727424115531619e-06	0.0	0.0002116161584576659	5.965284710640617e-11	0.0	0.0	8.157139123546874e-06	7.296773607635032e-05	2.3039893885146156e-06	1.6037899968068812e-08	2.8334011801334216e-06	0.0	1.2312108310652547e-09	2.3574054331731985e-07	3.7244419104354163e-09	5.925902970105312e-06	0.0	3.4262242668781085e-06	3.2890799282370155e-06	1.6562008303040443e-05	1.121146644951665e-05	2.5815958011321526e-08	1.801509736836436e-05	1.1372041764445966e-06	2.37915332945704e-08
NC50[4]	6.490433351252989e-05	0.001465677813757793	6.944914919586154e-05	1.4035289075309265e-05	0.0	0.00039262230227905093	7.711611793581596e-11	0.0	0.0	3.369516276507056e-05	2.3633606311843636e-05	1.676799530741846e-05	1.3423570948134512e-07	1.13958078691212e-05	1.401298464324817e-47	0.0	3.807647299254313e-06	0.0	0.0005783389067983081	3.265286795794964e-07	5.474582940223627e-07	4.829162153328071e-06	6.681751619908027e-05	0.0	0.00015690397763592045	1.081372715816542e-09	3.446236027230043e-05	0.0
NC50[5]	1.5536978737848984e-05	0.0010000298003092212	0.0004197487195415306	0.0	5.897369555896148e-07	0.00038106491381853405	2.8052823236066615e-05	5.328796066972785e-05	3.640120121417567e-07	0.0	0.0	9.896162409859244e-06	1.9918668912168868e-05	4.030456389443771e-05	1.7364446161565184e-05	1.2244933233835909e-05	3.105866405348934e-05	2.393837261479348e-05	1.475629978813231e-06	0.00015946067038951598	1.1188211828994099e-05	2.321968140861941e-05	9.703541158472716e-05	5.916977235756349e-05	3.203803869837429e-05	4.079034260939806e-06	0.00015183544165893182	2.762750518741086e-06
NC50[6]	1.6241125241478473e-05	3.919722138192583e-05	0.0009944417420774698	0.0	2.2752591469847873e-05	0.000517477499593042	1.701118995262263e-05	8.923743914311721e-05	5.7028912269743156e-05	0.0	0.0	1.0877902277570683e-05	2.1024001252669677e-05	7.448020545382406e-05	0.0003522164544381212	0.00010256749577592927	3.889562794412923e-05	1.439719900304226e-05	0.0	3.8126951864114743e-06	2.8361405202304013e-06	0.00010617991409532123	0.00019034195461472336	0.00022818775245582402	1.0574129410088062e-05	6.335522746667266e-05	9.168607566179432e-05	4.838751861825585e-05
NC50[7]	4.98271009206519e-06	1.3955530607923095e-06	0.00015632896674972586	5.888519444852137e-07	0.00019461902220019311	0.00011471395197645506	2.8644566191360353e-06	0.00015132828887317373	0.0001563922037782106	3.4859386772723156e-08	0.0	4.402384438435547e-06	1.1878624210055478e-05	6.972690254180237e-05	0.0005324920891325747	0.0005254882235897185	0.00011461514139227803	0.0	0.0	2.0484901129691478e-05	2.185728935842235e-05	0.00015194637162494474	0.0002682681971329615	0.00014890349170286753	1.209031674079597e-05	5.744002522988012e-05	0.0005071607312130766	0.0
NC50[>7]	2.5058131069499722e-05	9.830643499597613e-07	5.194838340685237e-06	1.5039992584675587e-11	2.26769826636497e-05	2.5749075883441106e-06	2.9042683813429447e-11	4.513340979457325e-05	4.7480719510057945e-05	1.572601953423458e-06	0.0	0.0	2.3018060134631922e-05	9.696538902180585e-05	9.377754962699215e-05	0.00024246759312518407	2.661617461318766e-05	5.089365862076534e-10	0.0	6.014434791659085e-06	1.5921184792633268e-05	7.79211964539428e-05	0.00014001417393180837	0.00010208892289952587	5.894849059906448e-06	3.418925190585398e-05	0.0002627700743325079	6.24398399651227e-10
BoChr[1]	1.685784072869012e-07	1.2941484650674795e-06	0.0005569542475694788	1.4959370250088974e-05	0.0007742707480312546	7.909917108023023e-05	0.003018791673926872	0.0006349640004294335	0.0006913941504822746	0.00032809017654628596	9.055841038393117e-05	7.534636305909004e-05	4.290224186576099e-08	1.36098463108425e-05	1.9833261601631865e-05	0.0012853201143985648	0.0025285668022597086	0.8449614216759801	0.0038993173570142825	0.00013449148536382022	6.108950988683898e-06	6.260132431744644e-05	1.858389308617675e-05	1.4581299228281333e-06	3.754420961830121e-05	0.0005636485241895498	0.00015547995102329205	0.0010219646938345558
BoChr[2]	7.849394650825126e-06	0.00011219163420925771	0.0018668058031159496	0.0009141531973369155	0.007365366153082959	0.0003097139789656467	0.01246506487503952	0.006340922101629891	0.0006854974513620249	0.0021694454339210977	5.283385284826636e-10	0.0006888992885100009	0.00036078677903311984	9.17684395595586e-05	0.01551253283117827	0.007472321835933968	0.1916064394870648	5.9866920570357254e-05	0.00017195258127793544	0.0011233391612768173	0.015648056544802388	0.01771059776989489	1.2268010721179224e-05	0.03215899130778408	0.00030016465523790756	0.001060633320836537	0.1024100717513565	0.007330377057456046
BoChr[3]	4.130389349099595e-06	2.0596045545460128e-05	0.0010210589225974332	0.00021945579945495953	0.0022422706333260667	0.00016099928990385593	0.007001601473318777	0.0002574083385121462	0.0004891239077467951	0.001962959375418247	5.5589543494973804e-05	0.0010666959291225275	0.0003551490594685563	0.0022217134990826833	0.00164603058917362	0.004263038966122821	0.43153895885393007	1.4628390341637764e-05	2.7166998860343908e-05	0.008128718087283566	0.058861853225867705	0.010271457710928838	0.009607122159046029	0.005622125032682632	1.4710979611347596e-05	6.392684096320199e-05	0.0009554498149730568	0.00036292077558812695
BoChr[4]	3.8783910882966846e-07	3.091770361517663e-08	0.0010138142984236964	0.0001211932772590154	0.001096054329996487	0.0016719113869747204	0.0011353728221030655	0.009571804684844528	0.0025016635121627396	0.002291007694407785	0.0005932972046326501	0.0030348437353970637	0.00776563316936631	0.0010003759763798459	0.00931446093139404	0.0050235636205932365	0.03191920671260675	0.005586912009278965	0.012424252249487311	0.01493592677538146	0.02376682698443762	0.16174001083272344	0.0169508739698057	0.0608263096981905	0.00025868342229939945	0.008208538825130462	0.03553912507272741	0.0035944751049390078
BoChr[5]	1.611485233942514e-06	1.5403089334640185e-05	0.00020159449411857842	0.0007674246847178752	0.0010588551801109958	6.84673805349778e-05	0.00028326003382913185	0.001835350262896025	0.0011410268365406229	0.0008601507428432731	0.0010956966745107538	0.00598978496999691	3.6522047851915566e-05	2.7951478894563667e-05	0.00597643254889197	0.00269391924502123	0.009002269329417308	0.0032884869937044713	2.4172179906173165e-05	0.017713561580843838	0.07274404991797949	0.4388250993821339	6.457453849955108e-05	0.0002832175421822379	0.004404105327014918	0.015363026591442248	0.00017400785179395585	1.0489214851241997e-07
BoChr[6]	5.573955893138915e-06	2.8218923906031537e-07	0.0002806491258334809	0.00044862186458640113	0.0008451201780785092	0.00019787231354815305	0.001028584739304996	0.0007654617967407658	0.0009136300683584553	0.0004174435548914518	3.626928496907796e-06	4.07370430160251e-05	4.359003287393242e-08	0.00013357541391730848	0.0019891232727377852	0.0013549922352443032	0.00046932428500544445	6.524691202330574e-06	1.4161807325117888e-07	0.6845997204478215	2.046322930724244e-05	0.00011599858212556399	1.589564812464023e-05	1.5073907623667226e-05	0.012798561767877725	0.004148998450682348	0.0021211523482362175	1.333583408753003e-05
BoChr[7]	2.485339505549078e-06	5.017179040299524e-05	0.00022966093627395877	6.596514134425895e-07	2.8759431248149834e-05	1.3799352707621893e-07	0.001739900395524418	0.00019922051753398266	0.00013979761719053727	6.020144671192919e-05	1.707959905491585e-06	0.0001839788242252305	0.00011602063119640544	2.1632972393568337e-08	0.003258604802084903	0.0016046089466340546	0.0008332755565462199	0.0035005886789122435	0.0019914551448185084	4.045586109990601e-05	0.6071986668770666	0.0007839990811834597	4.222569880789344e-05	6.135033787549063e-05	0.01634756985196111	1.6411639892734674e-09	4.669298131751987e-06	0.0003198000273793156
BoChr[8]	2.087866769891894e-07	1.5241107579555545e-07	1.3142801069676582e-07	4.0376367430959594e-07	1.8708592334916936e-05	1.1610183230814642e-07	5.9607060404043374e-05	3.4575919825174285e-08	2.1754622367243596e-05	4.359415187214978e-08	1.0695513704478107e-05	1.5281367366231262e-07	4.8341157514868325e-08	1.9016820890974472e-06	2.0593897385517998e-05	4.824984136841828e-06	6.097233940325027e-06	5.656551865269699e-07	0.7628243333101272	0.00013475062420393729	1.4723887646704735e-05	8.023988799933662e-05	4.48398875007656e-05	2.768266102673643e-06	4.628322722108948e-06	2.3378638995228186e-05	5.407769558974692e-05	2.7960227297435478e-05
BoChr[9]	7.284875899848941e-08	0.00012756869560123007	0.0005262701352302558	0.0003970295607757368	0.00038220807986821494	0.0011524531110513258	0.0017612904737150748	0.002330582454745092	0.0014169047340744712	0.00149898333128645	6.89350475147954e-05	0.0006426914031199647	2.0656233228697613e-08	0.0019578291559263937	0.004473704718826497	0.007132684282841737	0.02574596365257829	0.0001124245240311339	0.00010344942573432342	0.002818157052715064	0.003905399414648379	0.007011406596051639	0.021282059396484337	0.33623508276054054	0.0002259159941066758	2.1213512416724532e-05	0.0005471349795645963	0.0003164928655280397
BoChr[10]	4.400308961507449e-06	0.0003375121787272839	0.00080753687170386	0.0007721510840770228	0.00908824916836256	0.0006995329690960972	0.0011287269013517372	0.01598328952254568	0.005663949791932996	0.0030636991802945736	3.791465985614195e-10	0.00023717870298696652	1.0519731202869309e-05	0.0028387594925359315	0.017970999466048312	0.004664211499938062	0.03410965738632413	5.085730605777685e-07	0.005944083887325142	0.02130078688569941	0.006830987527661247	0.0032381337967201064	1.7886562918789667e-07	0.07266439744267955	0.00022868369756835706	0.0041640481867194976	0.09136956043559984	6.719252244693053e-05
BoChr[11]	3.2359422577954435e-07	1.4100086705326477e-07	0.0002644203795846067	0.000655748049026074	9.304108329509411e-05	4.842849951826267e-05	0.00013783553168318088	2.783627737292379e-06	0.0013002714761613638	2.1963769498401355e-05	3.864023366582919e-05	1.2259136787025617e-05	3.970445015907155e-08	9.685621646029955e-06	1.6001279125834254e-05	0.0003845492990484235	0.00023739983736347295	5.7602958148826815e-05	0.007693369731599171	4.806687724794084e-05	9.958881918809727e-08	1.538482529740567e-05	9.094966392935873e-08	3.7591444774310874e-05	0.7588765492855728	0.004297677405309048	1.9907629977872803e-05	0.0006692860971091821
BoChr[12]	2.724382776184697e-06	8.206341899226644e-05	7.40321669289877e-05	0.00035869006154873583	0.0017340793233127894	0.00011836105617515357	8.37804583496356e-05	0.002221698342404953	3.8050345154249125e-05	0.0006036704365274536	0.008976750583722277	1.8430586807924309e-06	0.00011442497654698965	3.435485946161954e-06	0.003240209376510384	0.0005480047141970257	0.0023956957838261344	2.723847434115814e-05	1.1587978859383406e-08	2.8178981712453453e-05	2.3659849587964743e-07	1.4350259787105912e-05	4.084729070390117e-08	5.948011879879428e-06	4.016814179761723e-08	0.677347844839096	1.8252659047692834e-05	2.3279099423643145e-05
BoChr[13]	6.142213609161562e-07	0.0003149403323477884	0.003975037724040789	0.0003379655549780658	0.00017126425547486112	0.0016875503390079416	0.0010483690412019665	0.006909111756597497	0.001756265660917613	0.00405955599809876	5.896837462771032e-11	1.712876927443929e-05	2.4868297852758126e-05	0.009326275041255841	0.011597420127963706	0.0023498778027017764	0.013099552004565761	0.00016196106422817992	0.0002441660300364907	0.026723555354926133	0.0034126652277609803	0.024628236585778326	0.024447466846554775	0.023084928281612207	0.0009101859480142593	0.007085923924681745	0.09995874850279166	0.003688714182897037
BoChr[14]	4.046569764699415e-05	0.0006354744640842114	0.0010435181199793231	0.001873721537908537	0.0031948020761964724	0.002649116478352198	0.0031940817546694867	0.01388083923032184	0.0034225835266305537	0.0008970715380639405	0.00025003127344161766	7.540698121033529e-08	0.005430311407470346	0.018462275360156627	0.012968518932876805	0.002980546827560384	0.006770085334264038	0.0044136592245484964	0.00018533912871966158	0.0002951234672218561	0.0020538591551625984	0.0315486711897546	0.04405902037999482	0.015713831881629545	0.006720956223136021	0.012527317190542817	0.05939589471710889	0.0026087370589156934
BoChr[15]	5.610347436846297e-08	0.00017203970658691503	0.0004506317658028351	0.00010487763272237815	0.003604795207668161	0.0005825421231315886	0.002801801920259095	0.008963991673825368	0.004862786009716728	0.0008261870066931465	0.00011623193051491399	0.00044144866103200007	0.004108750620874275	0.009981138400909657	0.010055100929021989	0.0017447492926202079	0.012523022292118071	0.0032137656747306662	1.5414283107572988e-46	0.002121800034460719	0.003360398743426032	0.019535794465091766	0.03245303168287137	0.03190694969927734	0.00290026109482028	0.010372844392089178	0.02463264044957803	0.004312895954055876
BoChr[16]	8.63056896509562e-07	0.0012774769851931467	0.008008310256218464	0.0028253316532936877	0.0018099237088472365	0.0036386174661890893	0.0068228966087040275	0.003676516829873435	0.0034220361316693016	0.00032903018559409246	0.00010482587424966993	7.879685171019446e-10	9.232834528390299e-05	0.015475188374178401	0.027217590122108958	0.010381403513551674	0.002187491232921033	3.094068722077736e-05	2.9299564666729338e-05	0.0025219297695863573	0.000644432781264186	0.0046271744307231095	0.03288355321466264	0.009905244594642397	0.005383829795682686	0.002485325158049818	0.0068285412679506404	0.006672475267237132
BoChr[17]	1.0226898053034006e-06	3.447202427276252e-05	4.155612610752257e-06	3.257912557376552e-06	1.2675433587776893e-05	3.899698809428642e-07	1.7014165408745117e-06	7.189642666998871e-08	2.6102872681479928e-05	3.2758449352988806e-05	5.383040478383424e-05	1.41521308382735e-06	7.280251946201608e-08	2.121746213038459e-07	5.225502044831473e-06	3.707421300565178e-05	1.8691553264426798e-08	0.008682530334628851	8.677746726830867e-08	1.2581881036302548e-06	1.2741879222291558e-08	1.041601470086028e-08	0.0001778553638562046	2.070225636184376e-08	0.007691506291499922	0.004260450094681494	1.4530406778289714e-05	0.7387279132008553
BoChr[18]	6.24373072226625e-07	0.000165985904687318	0.0032855502322523124	0.00025547836387929124	0.000974257715363644	0.0007660425514814584	0.0019449277352841321	4.494129220120158e-05	0.00015999005183752856	0.0002795776527669069	0.00011473406336050264	0.0001936678959126681	4.286950421761304e-08	0.012564570408005954	0.0039934224408903415	0.0008563780902057694	0.01804617631457404	4.54553841354155e-05	5.133165359438863e-10	0.01055285288276289	0.024315028660474382	0.025265465971535405	0.06145693249917817	0.11689946220931546	0.001994352848048635	0.00872236787353021	0.02666006440026786	1.4360476933488186e-05
BoChr[19]	7.969437391519562e-07	0.00010512011282022949	0.00019396488727221775	4.734619365505566e-05	4.657422326525884e-05	6.493229771510122e-05	0.008372134700285458	3.577208982257219e-05	1.0790124185255933e-08	0.0002710382691214619	5.201421776326787e-05	6.589769874916218e-06	1.0723887079677752e-07	8.32727554218593e-05	0.004578877123564587	0.00012234726208193436	0.006819128082175751	0.004765235445702132	3.411890535431894e-08	0.00873018657827747	0.006084531857266384	0.009974976815931385	0.26466298428565355	0.0028538003383370408	0.006557964384555816	0.000264673674502095	7.236217125953903e-05	0.018210811105722938
BoChr[20]	1.4433178159634076e-07	0.00010107930249368735	0.0033898405022519105	0.0002661368098600292	0.0005127344219153556	0.00017151582320210857	0.007612289718243233	0.003889939922870269	0.00019065479189194433	3.9708705372731856e-05	0.0005469377455237279	6.991197660966009e-05	2.73659461136333e-08	0.01733213419058	0.022373484668771083	0.0008034102364567275	0.011604244185046752	7.938586542763914e-06	2.0472447026520512e-08	0.01347072323922383	0.007950644833663359	0.017324986555633047	0.09885356949635515	0.02847091290756447	0.007210145273153706	0.006391933006892785	0.009076804906191149	0.0041626972766459856
BoChr[21]	1.1270065987125654e-05	0.0007241705779329877	0.0027591392397880556	3.6440494004637005e-05	0.00057452197621501	0.0012693299577389273	0.0014338717241398058	0.0013736999629020375	0.0010501784706139006	0.000921114805723846	0.000638617435776041	0.0020602142943740276	2.3952632091095437e-08	0.015432842587627107	0.0014867527485694155	0.0007231342286193865	0.005992803189481322	6.447001086286264e-05	8.242008403314572e-05	0.0013940540932027142	6.296976411249489e-05	0.002656533435781512	0.029185727935987414	0.02278796526220958	0.002625037655891447	0.004160244305730459	0.08647104891089726	0.002127501770737581
BoChr[22]	6.4361772390908456e-06	0.0007306299300744001	0.001522157935487485	0.0002190177625794476	0.00028647781814981953	0.00042948406756252664	0.0008120773468559861	0.0033039989546693248	7.046720913990612e-05	0.00023205862140237343	2.6714958131179856e-05	2.015323843806982e-05	2.5370110932527723e-05	0.009203099250782935	0.0024408361491289553	0.000806186301054197	0.0013834107252995763	0.00037042302670343475	2.802596928649634e-47	0.00029155026018656827	0.00037596470095564884	0.007190632936716384	0.0872481284554783	0.04767817511260258	0.001150094456061197	0.005860207507012092	0.0160776745426989	0.005468620416522753
BoChr[23]	0.0007560652830470538	0.0001763914978014114	5.514310899457087e-08	0.0006433843228080672	0.002873804533805977	0.00010322150627196435	0.0005515373525323142	0.0007545112769992457	0.014551867902124904	0.005562463031472143	0.0009150480694287854	0.007899310416005728	6.384478065030175e-08	0.0003369650408978231	0.003319138293866781	0.0022295741296462822	0.004887212854170374	2.351861432714486e-08	0.00020420155072130796	0.005500976605466956	0.0009177405957976799	0.007845369816900956	4.941836735383731e-09	0.0021366013831663933	0.0006423387468682051	0.0005583542260753047	0.2784600341692567	2.1972103330796243e-05
