Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.996	299.623	11.209%	51.525	8.606%	0.03114	0.995
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	27.451	5.878%	5.647	1.77%	0.03017	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	81.055	12.3%	14.354	4.776%	0.04776	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	41.711	8.461%	7.119	2.259%	0.05341	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.997	134.019	15.62%	26.898	8.256%	0.08857	0.997
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	42.979	8.843%	9.719	3.031%	0.05755	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	42.218	8.088%	8.106	2.598%	0.04968	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	31.086	6.743%	8.17	2.552%	0.04106	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.997	146.209	17.722%	27.725	8.319%	0.08191	0.997
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	72.409	10.015%	12.328	4.034%	0.05322	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	43.157	9.163%	10.21	3.214%	0.04454	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	30.0	6.173%	5.984	1.846%	0.03332	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	51.207	9.717%	8.95	2.787%	0.06318	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	84.864	13.889%	16.03	5.121%	0.07524	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.992	167.179	21.853%	39.603	12.987%	0.13061	0.991
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.996	274.532	13.851%	44.848	9.585%	0.04464	0.995
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.989	355.384	14.673%	76.532	14.823%	0.06816	0.985
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	50.542	9.776%	8.956	2.797%	0.05805	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.994	194.445	19.943%	36.047	11.159%	0.09822	0.994
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	88.872	12.075%	15.856	5.064%	0.06716	0.999
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.992	309.377	15.377%	56.492	12.848%	0.05575	0.989
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	38.217	7.335%	7.238	2.267%	0.04452	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.999	88.213	13.127%	16.22	5.227%	0.07198	0.999
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.998	194.791	11.458%	29.727	7.296%	0.03386	0.997
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	27.431	5.95%	6.277	1.961%	0.03363	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.994	226.426	13.18%	42.951	10.804%	0.05192	0.993
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.988	264.05	18.969%	54.735	15.628%	0.06304	0.985
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	30.097	6.35%	6.462	1.98%	0.03626	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	1.0	47.625	8.935%	7.75	2.528%	0.04103	1.0
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	31.325	6.751%	7.219	2.263%	0.03604	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	90.506	15.009%	15.35	4.908%	0.07526	0.999
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.997	140.414	19.394%	22.619	7.69%	0.08033	0.997
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.997	145.864	18.821%	25.241	8.276%	0.09177	0.997
030695f6-c623-11e3-bf01-24c6515278c0	883	0.998	121.37	13.745%	20.341	6.613%	0.06771	0.998
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	1.0	34.943	7.175%	7.111	2.186%	0.03987	1.0
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.998	87.259	14.423%	18.05	5.769%	0.06045	0.998
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	1.0	39.547	8.308%	8.077	2.469%	0.05373	1.0
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	1.0	35.181	7.345%	7.009	2.205%	0.03619	1.0
03ad38a6-0902-4aaa-84a3-91ea88fa9883	518	1.0	40.032	7.728%	6.846	2.178%	0.04782	1.0
03b5268e-881e-49e7-824f-170c3fc8b11b	631	0.999	83.137	13.175%	15.542	5.113%	0.0492	0.999
03c3c692-8a86-4843-85ae-e045f0fa6f88	1705	0.993	233.072	13.67%	41.54	11.64%	0.03622	0.99
03c88506-d72e-4a44-a34e-a7f0564f1799	666	1.0	62.606	9.4%	9.819	3.155%	0.05045	1.0
03ced0ce-186a-4349-8d98-572c2bc90382	1711	0.994	223.922	13.087%	39.428	10.542%	0.04061	0.993
03cff38d-7e29-4409-a508-749bddb1b3df	1419	0.997	166.069	11.703%	26.05	7.566%	0.03415	0.997
041e3b42-c623-11e3-bf01-24c6515278c0	767	0.999	78.433	10.226%	12.67	4.172%	0.04036	0.999
04339769-517c-448d-a7ca-951f83608c60	697	0.999	107.319	15.397%	18.828	6.052%	0.08122	0.999
0448206f-3ade-4087-b1a9-4fb2d14e1367	3796	0.994	570.533	15.03%	100.206	11.184%	0.03963	0.993
046d7386-95c8-4501-9e55-c85bec272a7a	1187	0.994	180.087	15.172%	38.437	10.639%	0.06179	0.993
047f9e4d-86b5-4943-aef5-68199bf29e8c	985	0.996	175.391	17.806%	29.524	9.556%	0.07383	0.996
04aa6b77-8074-480c-872e-a1a47afa5314	883	0.999	91.528	10.366%	14.373	4.873%	0.07681	0.999
04b570c2-3224-4e9b-81cc-089b4a7ff07a	486	1.0	26.113	5.373%	4.911	1.515%	0.03609	1.0
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	568	0.999	72.589	12.78%	13.052	4.254%	0.0385	0.999
04c09376-8756-41d9-bbca-f464170a8cfb	986	0.994	195.539	19.832%	37.659	11.545%	0.08735	0.993
04db8bef-8777-48ac-bc2e-3c9acb103f48	489	1.0	48.68	9.955%	9.71	3.09%	0.04944	1.0
05070acd-3ec1-44bb-9c32-26d3a483a72a	748	0.999	102.094	13.649%	18.006	5.89%	0.06978	0.999
051cb117-16fd-459e-81e5-002eca2b7eea	481	0.999	55.425	11.523%	13.81	4.322%	0.05477	0.999
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	702	0.999	93.805	13.363%	14.633	4.89%	0.06303	0.999
052665d1-ab75-4f40-be5a-b88154c8beed	1860	0.976	444.088	23.876%	94.09	21.986%	0.10662	0.969
05486349-24a4-4931-bf5f-c9fefe369af2	611	0.999	67.938	11.119%	14.556	4.621%	0.0712	0.999
0554ffe5-31f7-43f5-8372-2b73c9cf3527	523	1.0	50.484	9.653%	9.295	2.916%	0.04504	1.0
05616329-e7ba-4efd-87b1-d79cd0f7af3d	610	0.999	71.444	11.712%	13.484	4.362%	0.05489	0.999
0567d3e6-6278-4d0a-81ae-c084d73c6dd3	455	1.0	31.583	6.941%	9.143	2.837%	0.03475	1.0
05780d48-80e7-4d70-b00c-081f8a9519f2	593	0.999	67.875	11.446%	11.248	3.708%	0.05255	0.999
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	464	1.0	27.676	5.965%	6.268	1.959%	0.03448	1.0
05da3161-1444-4188-914d-19762de3a443	471	1.0	31.452	6.678%	7.589	2.318%	0.03758	1.0
06018aae-1107-4899-bd24-14e6b1f94709	461	1.0	27.431	5.95%	6.277	1.961%	0.03363	1.0
0609b182-0396-4755-b463-10f949c5b8bb	490	1.0	35.676	7.281%	5.795	1.849%	0.03717	1.0
0624eb1d-3aff-4037-a3c5-fc363a9edd02	472	1.0	43.027	9.116%	9.618	3.028%	0.04605	1.0
062e96d4-c623-11e3-bf01-24c6515278c0	738	0.997	130.908	17.738%	24.599	8.009%	0.09645	0.997
