Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q
f8f749b7-547d-49fa-9da2-44eed962b6fd	204	61	159	25	202	132	26	27	90	129	0	98	7	0	23	0	0
f8f7f274-dd98-3bb0-e040-11ac0c483fcd	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f8f9d9b8-abdd-1afb-e040-11ac0d480523	304	18	37	96	0	70	138	0	10	0	38	0	38	0	0	0	2
f8fae6e5-93b5-7233-e040-11ac0c4830e7	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f8fb791c-08b4-b6e1-e040-11ac0d4868f3	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
f9012277-55c4-2486-e040-11ac0c48236f	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f901353f-fdeb-5a55-e040-11ac0c482e89	437	0	0	0	0	0	4	4	0	0	0	0	26	0	0	0	0
f901c7f7-891e-8ec1-e040-11ac0c480829	436	0	0	0	0	0	0	4	0	0	0	0	28	0	0	0	0
f9020478-c741-6776-e040-11ac0d481228	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f9031d03-def1-24b4-e040-11ac0c486570	424	0	0	3	0	0	1	0	0	0	0	0	31	0	0	0	2
f9039bd6-8fa6-37cb-e040-11ac0d486d06	431	0	0	0	0	3	2	3	0	0	2	0	29	0	0	0	3
f903cfe2-c082-1bf6-e040-11ac0d4809f7	423	0	0	0	1	0	0	1	4	0	0	0	30	0	2	0	0
f9052bfc-94a0-cb29-e040-11ac0c48284a	387	21	0	0	7	29	8	5	16	0	0	0	29	0	2	1	0
f90a074e-d82f-f6bb-e040-11ac0d487334	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f90b298a-0546-6c36-e040-11ac0c487a0b	436	0	0	0	0	0	4	5	0	0	0	0	26	0	0	0	0
f90cab09-6797-eccb-e040-11ac0d486aa3	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f90d51f8-3bc4-2e66-e040-11ac0d484d19	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f90dbdbf-f8cd-e0d8-e040-11ac0c482576	420	8	0	0	0	0	0	3	13	0	1	0	31	3	0	0	0
f90f8204-4d65-04fa-e040-11ac0c4841bb	427	0	0	0	0	0	0	3	0	0	0	0	25	0	2	0	0
f9101872-d864-c508-e040-11ac0c4818b5	421	17	0	4	0	4	14	0	0	2	0	0	25	0	0	0	0
f9116dda-19f4-9e1b-e040-11ac0c4872b8	425	0	0	0	0	0	0	4	0	0	0	0	29	0	0	0	0
f91661d6-a2b5-fac2-e040-11ac0d4852fd	412	8	4	0	0	8	1	0	0	0	1	0	33	0	0	0	0
f91a9af2-7909-099e-e040-11ac0c484205	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f91ba748-5a05-e738-e040-11ac0c486a08	388	9	0	3	1	42	19	2	6	1	0	0	24	0	0	2	2
f91bde65-233d-2218-e040-11ac0c480a33	417	7	4	0	0	3	0	2	0	0	0	0	31	0	0	0	0
f91d1645-9b68-edbb-e040-11ac0c4854d8	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f91faa2e-ea53-bef4-e040-11ac0d485f5d	405	9	0	0	1	13	0	4	4	0	0	0	29	0	0	0	0
f920200e-f349-3730-e040-11ac0d4825cc	421	0	0	0	0	5	1	1	0	0	1	0	32	0	0	0	0
f920ef57-c942-d2e1-e040-11ac0d481706	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f921b592-fa4d-49f7-b773-81a0e903aaed	286	60	0	23	1	102	53	2	10	0	2	0	25	0	4	0	0
f92268fe-7a92-51e8-e040-11ac0d48733a	408	0	3	0	0	15	4	3	0	0	2	0	30	0	0	2	0
f925f24b-bffd-89ab-e040-11ac0d48682f	394	10	6	0	0	24	1	1	0	0	0	0	33	1	0	0	0
f926087f-0bec-1316-e040-11ac0c480a58	425	0	0	0	0	0	0	3	0	0	0	0	30	0	0	0	0
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	332	32	37	36	0	55	61	0	0	0	21	2	26	0	2	16	0
f92a78d1-90ff-70c8-e040-11ac0d485eca	431	0	0	0	0	7	5	4	0	0	0	0	26	0	0	0	1
f92b2c52-ed64-4594-e040-11ac0d48425c	420	0	0	1	0	7	0	3	0	0	0	0	28	0	0	0	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	438	1	1	0	0	0	3	3	0	0	0	0	28	0	0	0	0
f92c8821-daba-3727-e040-11ac0d480224	422	0	0	0	1	0	0	1	4	0	0	0	31	0	0	2	0
f92fde51-6a19-6641-e040-11ac0c484074	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	426	6	0	0	1	8	2	3	4	0	0	0	31	0	0	0	1
f938b6f4-a457-c624-e040-11ac0c486fad	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f939f757-a415-ad44-e040-11ac0d4868e5	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f93abbbf-5e13-9b85-e040-11ac0d485718	425	6	0	0	5	5	0	4	0	2	0	0	30	0	0	0	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f93dd46d-4611-e84e-e040-11ac0c483323	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f93f4445-6f19-403c-e040-11ac0d48556f	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
f940cea2-7e79-e422-e040-11ac0d483224	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	440	0	0	0	0	0	0	4	0	0	0	0	25	0	0	0	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	181	25	19	48	57	217	12	82	1	16	0	57	11	44	7	0	3
f9718c44-c622-11e3-bf01-24c6515278c0	234	64	0	24	75	137	18	4	39	0	1	50	6	32	8	10	0
f9837a56-7244-4846-a63d-266e6a92f168	213	112	0	21	35	137	57	3	18	0	10	6	21	5	4	2	8
f9854144-d92c-46da-ac87-9d1fd7efe67d	135	173	78	108	0	121	225	0	5	0	0	0	42	11	0	2	0
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	225	75	213	0	158	153	0	15	20	108	56	67	15	10	14	0
f98de26b-c7d6-435d-81fa-1f1869da9087	187	139	308	0	0	91	185	3	15	0	137	37	77	6	0	7	21
f9a81200-5381-496a-8062-099f9e793618	307	75	92	0	5	50	95	1	4	0	36	13	16	0	0	57	0
f9c07ba7-152a-f624-e040-11ac0c484cd5	371	8	0	10	0	48	11	3	4	2	0	0	29	0	0	0	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	258	136	13	28	0	58	86	0	0	0	4	0	26	0	1	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	255	73	2	46	0	86	95	0	0	0	33	0	38	0	8	0	0
f9c0a12c-2651-d9ea-e040-11ac0d483201	326	53	84	17	8	55	82	7	25	2	2	6	19	0	4	31	0
f9c1df10-25b8-c8ae-e040-11ac0d486375	354	42	8	0	0	38	19	0	0	2	3	0	32	0	4	0	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	295	89	3	33	0	53	88	0	0	0	25	0	29	1	4	0	0
f9c23d09-74e4-07f9-e040-11ac0d482577	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
f9c26646-d2b0-cf30-e040-11ac0d483918	172	202	83	33	0	44	246	0	40	0	124	0	35	5	48	0	0
f9c39eb7-39a9-6626-e040-11ac0d4870c2	201	186	48	126	0	17	245	0	0	0	47	0	32	10	6	0	0
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	329	82	16	28	0	24	90	0	0	0	3	0	24	16	2	0	0
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	283	122	61	78	0	21	169	0	0	0	24	0	27	0	9	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	166	0	16	0	119	60	9	0	690	0	164	353	122	0	30	0	0
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	371	46	7	9	0	22	38	0	0	0	0	0	26	0	0	0	5
f9c51617-3fcb-91c5-e040-11ac0d484abf	287	85	14	30	0	47	167	0	0	0	105	0	38	0	10	0	0
f9c52187-2e82-d58a-e040-11ac0d484fc4	364	36	17	33	0	24	55	0	0	0	13	0	29	0	13	0	0
f9c52414-385d-8cc7-e040-11ac0d485037	352	43	4	21	0	37	45	0	1	0	6	0	29	0	0	0	11
f9c650e7-9053-78eb-e040-11ac0d4874bb	162	157	172	0	94	63	268	0	0	129	64	0	96	80	18	0	0
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	369	41	0	8	1	34	23	0	7	0	1	0	30	0	0	0	1
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	419	0	0	0	0	7	2	4	0	0	0	0	27	0	0	0	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	296	76	15	25	0	63	76	0	1	0	3	0	27	0	5	0	0
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	3976	506	1053	0	216	82	2	0	491	391	377	299	165	104	107
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	341	37	66	0	37	0	57	166	0	0	33	0	6	25	0	142	0
fa2c3620-7e82-4b12-b135-87986f0f2890	222	0	131	0	7	34	128	10	588	14	0	66	0	0	499	0	0
fa4d35e3-fc38-4e26-a9e0-521a648acec1	289	110	0	0	0	62	51	0	0	0	34	16	23	5	2	0	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	170	173	0	0	0	128	68	0	36	0	44	28	30	4	4	2	3
fa5e2900-95e7-4700-9707-a329cd0c77fd	444	0	0	0	0	0	13	3	0	3	0	0	14	0	2	0	0
fa676301-902f-473f-8313-5bff34ae549a	277	24	58	0	0	124	0	0	16	23	2	81	0	0	6	2	3
fa6a60f5-8949-4e01-9435-d3117601627f	159	55	0	47	182	193	5	130	18	84	13	0	27	79	30	0	6
fa718a69-7d09-424b-90a3-4839ba7dc9b2	345	93	0	0	14	0	0	4	47	0	0	12	39	2	0	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	426	0	0	0	0	0	0	1	0	0	3	0	31	0	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	171	193	19	7	48	69	22	6	75	0	26	90	22	0	14	0	11
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	438	0	0	0	0	0	0	4	10	0	0	0	26	0	0	0	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	348	23	0	10	3	74	31	15	5	0	0	2	28	0	0	0	8
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	152	32	670	364	366	33	208	137	29	101	207	277	32	3	38	16	38
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	196	126	100	23	138	118	110	58	117	16	70	0	12	7	11	6	7
fabf1f6c-c622-11e3-bf01-24c6515278c0	88	101	89	26	112	238	53	63	25	24	41	110	9	0	10	3	22
fae88d21-171c-4df4-b258-3c5948a1034b	401	0	0	0	0	31	15	9	8	2	0	6	10	6	1	0	5
faff4626-615b-416a-b7a6-9d177dcc94a9	91	245	47	75	172	94	4	0	40	39	24	60	0	21	13	5	35
fb0c6353-a90c-45e2-9355-7cd16cf756ff	66	112	182	73	294	187	53	30	188	82	81	163	32	25	14	4	7
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	363	15	29	3	0	51	6	0	0	0	5	1	35	0	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	386	24	7	0	0	25	18	5	13	0	1	0	26	0	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	265	137	45	2	2	59	70	1	27	6	24	0	30	2	0	0	1
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	127	361	416	1149	42	40	1057	0	45	356	0	0	0	383	0	42
fbd899a0-c622-11e3-bf01-24c6515278c0	131	121	85	58	54	187	65	0	23	29	0	0	31	0	29	2	7
fbea74b5-b1a8-4767-af7c-e179ce8da071	427	0	0	0	0	10	11	5	0	0	0	0	22	1	0	2	0
fbf937f1-5f30-470c-8a77-46cd1c41e073	357	19	3	24	3	56	44	5	2	0	11	12	22	4	0	2	1
fc009c3d-66fc-4b9c-ae43-014607e3723a	311	59	0	0	0	86	38	0	3	3	0	0	23	0	0	0	4
fc249113-83d4-4abe-8c80-a4f7305dcd91	269	0	189	44	639	35	0	102	273	39	253	67	111	0	7	117	0
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	106	7	149	8	326	191	2	9	0	43	10	39	15	0	7	9
fc447d51-cdc2-a180-e040-11ac0c4846a4	34	0	644	450	649	29	175	266	110	320	135	85	132	143	149	124	40
fc447d53-24d1-c83d-e040-11ac0c4846a6	179	19	329	40	458	153	87	170	20	80	148	0	61	0	2	107	137
fc447d55-95d8-0b34-e040-11ac0d483afa	33	100	130	79	215	231	0	0	279	0	0	162	40	6	8	11	0
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	334	154	94	0	96	173	0	63	3	59	45	46	26	7	24	0
fc453f67-6623-4e8c-b519-0bd79e4d4651	76	274	238	0	127	88	38	6	0	0	244	193	0	0	9	13	0
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3	57	100	0	169	290	254	0	283	4	25	50	17	0	41	26	0	6
fc639186-8302-798e-e040-11ac0c484cec	102	171	75	78	66	177	128	49	3	1	59	0	17	0	2	15	16
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	180	197	237	137	119	89	21	176	31	106	185	55	38	39	28	7
fc68c24d-47ad-7961-e040-11ac0c48595c	0	190	156	383	26	121	222	0	49	0	104	38	90	31	35	11	12
fc68e599-6a40-61dc-e040-11ac0d48700d	114	132	201	170	440	108	25	175	0	97	49	0	46	36	40	126	0
fc6d77a9-121b-48ab-a899-713c3d1319a2	0	207	131	282	0	141	219	0	5	26	152	65	74	0	21	21	0
fc78685a-7053-152a-e040-11ac0c480ded	98	188	52	37	186	170	0	0	0	12	25	50	0	8	7	21	0
fc7eb420-5c13-20bd-e040-11ac0d484574	0	238	234	394	0	15	262	0	89	74	267	126	125	0	11	54	0
fc7f8eeb-9c40-123e-e040-11ac0c484061	175	0	525	139	207	59	71	217	267	64	0	254	115	0	46	52	38
fc806c50-2f6e-418d-e040-11ac0d485f01	0	203	84	268	245	113	108	257	55	94	100	0	57	95	72	62	10
fc812906-d3b6-4210-a842-96f095280cbf	421	3	8	1	0	0	0	0	0	1	1	0	32	0	0	0	0
fc8130df-18fe-c74d-e040-11ac0d485df2	378	6	1	7	26	43	27	4	2	12	0	6	15	0	22	6	0
fc8130df-1bc2-c537-e040-11ac0d485de6	318	24	122	59	81	57	58	18	38	56	0	0	17	0	1	35	1
fc8130df-1cdd-cade-e040-11ac0d485dec	423	0	0	2	1	4	2	1	3	0	0	0	27	7	0	0	0
fc8130df-1e8f-c879-e040-11ac0d485df4	317	36	44	110	0	26	156	0	0	0	0	0	24	32	0	3	0
fc8130df-1f21-c8f9-e040-11ac0d485dfc	308	12	6	12	20	100	0	0	2	0	9	80	0	5	10	0	0
fc8130df-2211-cfcc-e040-11ac0d485dde	0	272	0	154	0	155	190	0	0	0	131	20	54	0	13	4	0
fc8130df-24d9-32f1-e040-11ac0d485df0	412	0	0	15	1	7	8	8	0	13	0	23	16	8	2	2	1
fc8130df-2628-304a-e040-11ac0d485dfa	288	70	27	64	2	58	75	0	15	0	0	8	25	20	19	0	1
fc8130df-297f-34a3-e040-11ac0d485e02	372	23	17	3	1	34	30	1	11	5	0	4	25	0	11	0	0
fc8130df-2ca4-39d2-e040-11ac0d485e00	401	8	8	1	0	18	4	0	1	2	0	5	20	6	5	0	6
fc8130df-2d5f-3b53-e040-11ac0d485dee	234	53	319	89	102	76	217	39	66	16	0	0	26	0	41	9	49
fc8130df-2e39-3814-e040-11ac0d485de0	281	26	133	4	0	100	79	0	0	0	70	0	63	12	2	6	2
fc8130df-30a5-3e6a-e040-11ac0d485de2	0	180	154	213	45	196	169	0	48	21	48	61	42	25	27	14	0
fc8130df-3147-3e94-e040-11ac0d485df8	375	38	76	21	0	11	52	0	11	0	7	1	31	8	1	2	0
fc8130df-3225-3f96-e040-11ac0d485dfe	158	209	214	10	27	61	105	18	0	0	4	0	30	0	0	1	131
fc8130df-3361-3c8a-e040-11ac0d485dea	268	78	120	9	6	76	130	0	2	0	0	0	15	0	6	54	2
fc8130df-34f8-22c6-e040-11ac0d485de8	243	69	105	30	43	80	90	0	18	0	36	0	20	103	37	0	0
fc8130df-35ac-2304-e040-11ac0d485dda	0	145	909	308	200	0	172	0	0	0	806	68	260	0	48	426	0
fc8130df-6860-7677-e040-11ac0d485ddc	0	108	0	129	161	311	1	0	45	0	41	93	6	17	43	0	0
fc8130df-6977-7704-e040-11ac0d485de4	307	5	26	0	26	76	25	101	22	0	21	0	24	0	66	47	0
fc8130df-6bec-7627-e040-11ac0d485e04	0	258	295	292	100	39	152	0	20	117	180	38	114	0	149	0	0
fc8130df-897d-5404-e040-11ac0d485e0a	290	27	242	75	131	65	122	55	22	6	55	13	55	0	0	9	39
fc8130df-8e4e-586b-e040-11ac0d485e08	303	0	41	10	69	69	5	184	72	0	26	35	6	0	76	72	0
fc8130df-8ec8-5b1e-e040-11ac0d485e06	0	249	94	69	143	144	23	0	198	51	57	84	72	45	6	23	1
fc8130df-90ba-5d94-e040-11ac0d485e0c	0	98	298	208	203	217	16	0	70	157	84	82	116	7	58	15	0
fc8130df-e399-e34d-e040-11ac0c483279	314	30	37	49	1	78	88	0	5	0	1	0	29	0	0	6	0
fc8130e0-08dd-b996-e040-11ac0c48327b	169	70	253	70	305	67	122	535	15	46	274	0	40	0	72	259	44
fc8130e0-095f-b953-e040-11ac0c483287	345	35	0	15	0	50	29	0	9	0	0	0	32	1	0	0	4
fc8130e0-096a-b991-e040-11ac0c48327d	340	18	0	0	9	64	25	6	14	18	0	1	25	37	3	0	0
fc8130e0-09f1-b964-e040-11ac0c48326e	161	0	120	165	180	172	41	412	122	0	0	38	0	27	24	0	75
fc8130e0-0b9c-bbc9-e040-11ac0c483266	328	4	50	0	23	40	72	149	25	0	2	0	9	0	9	158	0
fc8130e0-0bc1-bba7-e040-11ac0c483289	333	0	32	6	57	95	0	5	0	16	0	16	12	0	2	1	13
fc8130e0-0bfa-bba4-e040-11ac0c48328d	381	5	6	3	0	42	7	0	0	0	0	0	28	4	2	0	5
fc8130e0-0c53-b432-e040-11ac0c483283	410	2	1	12	5	15	0	0	0	2	0	9	21	6	2	0	0
fc8130e0-0d25-b475-e040-11ac0c483277	414	0	0	0	0	16	0	1	10	0	0	0	25	0	5	0	0
fc8130e0-0db6-b568-e040-11ac0c483281	389	0	0	10	0	35	7	0	3	0	0	0	29	2	0	0	5
fc8130e0-0dcf-b558-e040-11ac0c483285	243	24	13	29	33	164	9	10	7	15	0	34	7	2	24	3	7
fc8130e0-0e1f-b54d-e040-11ac0c48326c	62	49	695	272	521	47	82	559	138	174	238	209	107	0	113	63	99
fc8130e0-0f1a-b6eb-e040-11ac0c48328f	0	14	435	381	166	268	96	3	7	9	123	198	79	14	41	0	12
fc8130e0-0fde-b756-e040-11ac0c48328b	228	0	0	0	128	124	0	4	232	0	62	138	56	0	39	0	8
fc8130e0-a38a-23b9-e040-11ac0c48327f	0	51	233	519	260	172	114	18	20	60	202	192	83	0	38	49	72
fc8130e0-a39a-23b5-e040-11ac0c483270	329	41	5	8	0	63	52	0	0	0	20	0	28	0	1	0	0
fc8130e0-a538-dda3-e040-11ac0c483264	60	75	129	219	211	191	43	377	51	50	110	64	36	0	49	0	154
fc8130e0-a539-dda8-e040-11ac0c48326a	287	0	226	95	211	41	46	169	100	91	54	105	19	0	5	15	112
fc8130e0-a774-d834-e040-11ac0c483268	103	166	177	138	69	129	208	55	21	0	23	0	22	0	58	37	0
fc8130e0-a8b4-d80d-e040-11ac0c483272	247	15	21	0	70	174	3	0	25	7	7	21	7	0	10	0	44
fc8130e0-a94d-d9d0-e040-11ac0c483262	252	34	226	0	134	56	83	393	44	58	137	0	41	0	18	0	281
fc8130e0-ad63-b804-e040-11ac0d485e10	184	241	0	0	5	12	30	0	151	0	36	39	56	0	1	13	0
fc8130e0-ad66-b82e-e040-11ac0d485e0e	289	21	12	43	115	90	11	0	0	0	13	0	1	0	0	0	121
fc8130e0-ad8a-b832-e040-11ac0d485e14	406	0	14	35	61	13	33	59	27	28	0	0	17	0	0	0	0
fc8130e0-aed2-bb2f-e040-11ac0d485e12	175	89	153	65	51	153	87	0	24	9	0	24	27	0	25	34	2
fc8130e2-f2ef-d096-e040-11ac0c483293	232	47	24	27	0	153	4	0	0	3	3	84	0	13	2	1	9
fc8130e3-01ba-c740-e040-11ac0c483291	0	166	11	409	449	91	49	0	81	144	174	123	41	70	56	10	41
fc8130e3-023d-c7d4-e040-11ac0c483295	78	106	212	123	345	227	22	73	0	0	102	16	0	115	7	3	0
fc8130e5-18b8-ef38-e040-11ac0c483297	171	23	106	25	140	171	53	224	0	97	59	0	39	0	57	128	0
fc81312a-99ae-7672-e040-11ac0c4832a2	276	3	77	149	209	72	8	219	13	14	5	22	24	15	19	121	0
fc81312a-d451-38fb-e040-11ac0c4832a4	325	0	14	15	4	99	5	2	0	0	0	8	27	8	3	0	1
fc813235-5ed8-7695-e040-11ac0d485e3e	0	35	153	672	316	96	129	186	161	128	45	188	39	31	79	21	87
fc876f51-0577-3b53-e040-11ac0d48515e	413	4	19	14	0	0	27	0	0	0	3	0	34	0	0	2	0
fc876f5c-8339-bc9c-e040-11ac0d485160	296	83	66	73	0	0	300	0	0	0	172	0	56	0	0	0	0
fc876f66-ff0d-f338-e040-11ac0d485162	340	59	10	0	0	3	0	0	0	23	8	0	38	0	0	6	0
fc8edf46-2005-1af4-e040-11ac0d481414	104	0	235	391	177	0	149	10	330	431	101	155	201	46	43	2	136
fc93369d-3ffb-1b53-e040-11ac0c4852ba	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
fc93b9ab-760a-5223-e040-11ac0c482177	28	154	120	111	258	212	31	82	126	35	39	0	42	46	17	26	8
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	411	16	1	0	0	2	0	3	0	0	0	0	29	0	0	0	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	418	9	0	0	1	0	0	2	4	0	0	0	28	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	419	2	0	0	0	6	1	3	0	0	0	0	28	0	0	0	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	329	27	7	0	0	74	25	0	6	4	0	0	28	0	0	0	5
fc9500f3-e7d0-9820-e040-11ac0c48617e	360	0	0	1	0	66	11	5	16	0	0	0	25	0	1	0	1
fc950c33-faa4-0241-e040-11ac0c486786	315	54	76	6	106	36	34	159	24	0	42	0	22	0	0	9	44
fc95d5ce-6899-62f1-e040-11ac0c486011	110	165	6	24	0	189	85	0	0	0	41	16	20	5	4	7	0
fc962061-8ab0-42b3-e040-11ac0c4810cc	177	43	76	39	11	213	119	0	2	0	33	0	31	0	9	16	4
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	210	125	60	73	0	88	224	0	9	0	52	0	25	8	3	0	0
fc968a86-32e3-ee88-e040-11ac0d487adb	224	131	56	1	3	101	60	3	35	11	0	18	20	5	4	1	0
fc969f27-bdc6-cd03-e040-11ac0c48577e	264	116	65	51	1	59	135	0	5	0	0	0	1	0	2	0	17
fc96e36c-67f1-4c02-e040-11ac0d48393d	421	8	8	0	0	3	5	0	0	2	0	7	18	1	0	0	4
fc96f0df-ef04-411e-e040-11ac0d484291	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
fc975588-6e70-b496-e040-11ac0c484689	303	30	30	11	0	115	20	0	0	5	0	9	21	7	2	0	0
fc97c1c5-9f4a-be90-e040-11ac0c480992	246	117	33	3	13	92	59	0	19	2	16	3	31	1	0	1	0
fc990cee-3a1e-9d45-e040-11ac0c484ab3	310	6	12	14	5	115	12	0	7	24	0	6	34	0	3	0	1
fc99832e-a4ae-8259-e040-11ac0c48131c	379	0	1	10	1	47	10	5	2	0	0	0	27	0	2	0	1
fc998aec-57dd-eab2-e040-11ac0d48680a	425	0	0	0	0	0	0	4	0	0	0	0	29	0	0	0	0
fc99b734-7f61-88d1-e040-11ac0c482e88	414	0	0	0	3	9	0	4	2	0	0	1	29	0	0	2	0
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
fc9d5fc6-546f-27b7-e040-11ac0d485f87	428	0	0	4	0	8	4	2	0	0	0	0	28	0	0	0	0
fc9d5fc6-719b-0525-e040-11ac0d485f83	402	8	0	6	0	28	15	0	0	0	4	0	30	0	0	0	0
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	226	106	139	64	0	77	0	0	0	0	10	174	0	0	2	3	0
fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa	439	0	0	0	0	0	0	6	0	0	0	0	29	0	0	0	0
fc9d704c-0cfb-0407-e040-11ac0d486980	323	46	0	20	0	68	48	0	1	0	6	0	21	0	0	0	0
fc9d93b6-77c6-8719-e040-11ac0d487dec	316	49	14	18	0	64	37	0	0	8	4	0	33	0	0	0	0
fc9d93b6-92e8-acb7-e040-11ac0d487dee	263	169	32	15	2	23	100	0	23	0	0	0	25	2	7	0	1
fc9dbf68-4599-3c64-e040-11ac0d481623	160	132	228	88	26	104	160	1	22	37	0	9	32	29	1	52	13
fc9ef456-75a2-5967-e040-11ac0c484477	168	34	28	13	0	221	39	4	23	6	1	31	19	10	3	0	5
fc9f6916-da31-ab17-e040-11ac0c4808f3	0	98	312	535	328	133	58	48	23	0	114	174	82	64	32	11	9
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1	78	0	390	731	346	17	108	5	115	146	137	265	133	57	34	27	26
fc9f9295-01f6-a9e0-e040-11ac0d4845af	275	138	30	1	0	46	82	0	18	0	0	0	26	4	1	0	3
fc9f998b-cc72-f6ea-e040-11ac0c482425	358	77	26	0	0	7	92	0	0	0	40	0	22	0	0	14	0
fca04929-586a-0594-e040-11ac0c48099d	351	37	0	13	0	39	42	0	2	0	15	0	30	0	0	0	0
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	376	207	256	0	0	384	0	73	0	183	12	25	11	48	2	1
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	131	191	272	0	0	127	85	0	0	23	41	23	54	34	0	3	15
fca1c663-dec0-db39-e040-11ac0c486140	437	0	0	0	0	0	6	2	0	2	0	0	27	0	0	0	0
fca2d62f-2756-939e-e040-11ac0d4865e6	388	11	0	8	0	26	9	0	0	1	0	0	30	0	1	0	0
fca3f7d0-2231-661c-e040-11ac0c4832fd	113	21	64	69	330	212	12	683	55	170	136	0	12	41	59	27	0
fca6150f-d555-a29e-e040-11ac0d4873b2	20	202	373	225	397	102	156	369	8	92	175	129	40	78	42	0	40
fccb865d-83ed-4bfe-ad84-0689813ae977	357	0	0	0	0	72	10	3	0	0	0	0	24	0	5	0	7
fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c	29	239	133	33	0	184	76	0	6	0	73	45	60	21	14	6	0
