Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q
4d4eff82-ede0-47f1-b49a-ada025952114	181	115	20	30	15	157	131	0	0	0	33	0	8	8	3	8	8
4d690424-b015-46ae-885d-aa6d9031f66f	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	422	0	0	0	0	14	6	29	3	5	0	1	25	0	2	5	11
4d72d06d-b6af-4294-9eef-6e61e067761f	341	82	8	0	0	32	31	0	7	0	6	0	28	4	0	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	287	52	4	76	0	82	69	50	26	0	0	20	25	0	35	0	0
4daa2708-d0db-40fe-a07a-763f003adcae	370	32	1	0	0	34	12	4	0	0	0	0	32	1	0	0	0
4dac9498-c623-11e3-bf01-24c6515278c0	284	101	35	0	0	68	39	0	26	0	0	0	23	6	2	3	6
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	265	76	11	0	2	113	71	0	15	0	14	1	19	6	0	1	7
4dc9b032-7f7b-486d-a12b-8461af89501d	58	88	17	104	75	246	23	0	113	21	32	121	80	0	12	7	0
4de7441f-a609-4a75-9fe7-17a647079ac1	427	3	9	4	2	2	14	3	12	3	0	0	27	15	0	0	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	401	0	0	3	4	35	0	6	0	0	0	42	0	0	2	0	5
4e596add-a7c5-4617-9649-b4ac6612e39c	436	0	0	0	0	0	0	4	0	0	0	0	28	0	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	147	57	162	129	388	164	0	120	0	193	49	5	10	19	0	90	0
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	350	53	8	0	0	31	23	0	5	3	1	0	30	0	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	33	304	294	159	218	59	6	0	0	27	24	198	0	36	16	67	4
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	89	190	172	87	294	103	0	220	85	5	0	71	5	155	56	0	0
4e913899-eeb8-4630-ba9d-41a81ced8069	0	279	112	108	312	125	32	70	124	0	32	78	10	31	14	39	12
4eac784b-084a-4106-9a76-2d9fbec57033	335	50	4	14	0	54	56	0	0	0	11	0	28	0	1	3	2
4ecbfd89-393f-4126-aa1c-951a2c23ef89	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	10	47	0	89	134	356	6	44	57	2	0	106	47	0	9	45	0
4ef20a13-f107-4654-adca-fc60b8f5be47	110	268	72	41	0	73	163	0	15	0	41	0	30	3	0	0	24
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	138	56	73	134	304	197	42	79	0	31	79	0	0	55	26	13	94
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	310	34	13	5	4	99	1	4	0	0	14	41	15	10	3	0	4
4f6f48bc-c622-11e3-bf01-24c6515278c0	250	71	15	48	132	108	11	53	10	0	18	61	0	0	18	4	0
4fdc8980-c623-11e3-bf01-24c6515278c0	197	134	54	0	55	113	51	25	30	15	10	24	31	9	48	0	0
50203cff-83f8-4884-8346-b91ef717d00e	420	0	0	0	0	6	3	3	0	0	0	0	29	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	296	61	9	0	23	92	1	0	14	15	0	39	3	3	5	0	9
5046f1b4-9d95-4841-ba30-691fa44719a2	69	246	26	0	179	139	26	1	108	31	47	86	0	0	36	41	0
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	96	138	37	82	49	193	35	0	16	3	31	72	24	13	23	5	1
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	21	159	64	81	156	220	11	134	79	83	6	63	41	0	72	0	26
50515723-b495-42a9-8750-e3da288bf6a3	394	20	14	11	0	25	10	0	0	0	0	0	31	2	0	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	231	11	163	86	143	140	69	42	0	40	27	16	28	19	11	96	0
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	415	21	3	2	0	7	8	1	13	0	3	2	26	1	0	0	0
50b61288-1412-4104-92e6-8b1a359ef399	14	155	251	163	210	237	69	0	2	0	44	89	15	82	21	0	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	226	36	178	104	76	116	167	106	40	0	0	0	33	7	16	28	36
50eb58ba-c623-11e3-bf01-24c6515278c0	198	205	79	0	8	51	34	0	18	0	0	4	40	6	6	1	11
50ee360c-e3df-4888-9999-ebb88e271d08	207	87	63	49	185	130	0	0	0	0	36	23	0	36	18	26	0
50f4d836-79a9-4bc7-a63a-7aa29e41d418	360	41	4	13	0	29	26	0	0	0	2	0	31	0	0	0	3
51206157-94cc-4702-8247-c98283b487aa	429	3	0	3	0	8	6	2	0	0	3	0	28	0	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	391	24	7	0	0	27	17	2	0	0	0	0	24	0	4	0	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	252	7	4	49	17	158	88	30	10	38	5	0	9	7	17	0	12
5174f450-0bf7-4237-a53e-844064f0e701	232	91	0	0	88	102	0	0	61	0	0	87	0	0	2	2	0
51800588-c622-11e3-bf01-24c6515278c0	264	70	7	27	0	112	39	0	1	3	14	2	33	1	4	7	0
5187e77d-f412-4303-8049-11d1aa1a0235	70	120	10	92	0	261	87	0	0	0	36	4	57	6	8	0	6
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	169	45	207	11	730	106	24	377	0	266	599	102	0	16	140	0	0
518d6c1b-8234-40be-9560-6d383d5866fa	366	0	48	19	40	49	0	11	0	0	10	68	0	0	0	0	11
5193a482-6ed9-4504-bd7c-c8b9e4103577	167	118	62	45	0	162	93	0	8	5	24	5	35	17	0	9	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	122	68	43	1	139	204	21	32	97	166	48	57	46	0	67	2	30
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	212	177	106	13	189	135	0	38	30	86	45	74	0	35	14	0
51dd1a39-7349-442c-b7e1-7850fb800569	415	6	2	2	0	3	2	0	1	1	4	0	28	1	0	0	7
51e5a835-eb48-4640-87d0-f40f5e2bff18	429	2	0	2	0	8	11	2	0	0	1	0	26	0	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	135	203	0	16	153	108	0	11	15	49	0	63	0	30	13	4	33
522dc834-8367-4f49-b93b-fcba91a2de7e	144	29	60	29	0	263	37	0	0	3	1	26	29	8	1	0	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	31	118	240	28	405	150	57	0	133	158	139	0	11	0	13	0	525
5255d645-d3d2-422e-8449-046cd21f4935	0	369	294	38	42	64	136	118	16	0	123	27	79	16	22	52	34
526b3796-2cbd-4eec-8273-064b41456279	333	95	42	7	0	12	34	85	12	0	9	0	39	0	33	0	0
52910a60-bb15-4ba5-9d09-50d8ee6a445b	17	136	125	215	132	164	129	117	173	97	0	107	0	29	37	79	1
52d8ccfc-c623-11e3-bf01-24c6515278c0	181	104	73	51	50	128	48	75	0	66	48	72	21	0	10	73	0
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	423	0	1	2	0	2	0	1	0	0	0	0	32	0	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	260	68	23	12	1	112	51	0	8	0	13	12	23	6	11	0	6
5310f698-d31a-4628-84b4-dc9ac29722a5	310	62	27	7	15	70	25	0	40	9	13	16	28	5	0	8	0
532259b8-c622-11e3-bf01-24c6515278c0	0	258	136	47	103	209	27	0	27	37	36	83	19	2	5	0	13
532bec86-b8d3-41a1-ba17-913a7d378f66	16	254	233	133	139	126	103	122	42	0	150	69	84	0	95	0	0
534d941c-ec2d-47eb-b2dc-d3f856d0b151	399	0	0	0	5	36	4	5	0	1	0	0	29	0	2	0	2
53534b3c-cd15-4d68-a9b1-6902bb234c45	59	203	213	101	84	123	112	22	45	52	63	28	47	13	128	13	0
536dedba-46c4-4a21-b112-13c030b13069	228	218	55	0	0	15	80	0	22	0	0	0	30	0	0	1	0
537cccf2-fb25-448b-813e-ca5d5642b910	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	436	0	0	3	0	1	3	2	0	0	0	0	29	0	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	139	0	77	168	158	223	14	124	35	72	41	65	40	0	3	34	21
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	362	391	211	473	0	17	0	0	41	219	57	0	80	45	20	0
53d32d8b-5649-42b0-8c52-2c39af2a961b	237	9	64	125	153	138	4	43	27	0	0	18	8	6	106	5	0
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	132	261	214	0	0	73	45	0	0	7	0	30	42	3	2	3	12
53df19a8-c623-11e3-bf01-24c6515278c0	105	236	109	14	116	122	9	41	0	13	53	123	0	44	5	4	17
53e6a756-bdcc-4217-afe7-27d776159544	321	34	4	2	1	88	25	0	11	2	4	0	34	5	0	2	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	251	211	326	0	71	249	0	0	0	247	74	107	0	15	13	41
541f91bd-7e9d-4348-9e78-45b948d8967e	320	70	32	2	0	54	12	0	22	1	0	31	29	0	0	0	10
54319e3d-c28f-4ba1-9c87-299d303e4de3	299	83	3	9	0	71	57	0	0	0	0	0	25	0	1	1	0
54354d24-c622-11e3-bf01-24c6515278c0	316	35	2	0	0	87	24	3	1	0	5	5	23	1	9	0	3
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	420	0	0	2	0	5	1	1	0	0	0	0	32	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	424	0	0	0	1	0	0	1	4	0	0	0	31	0	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	311	63	40	6	21	11	51	183	9	0	74	0	17	0	0	162	54
54842328-9432-4820-8976-7964bf9bf147	415	0	0	0	0	10	2	3	0	0	0	0	29	0	2	0	0
54a77010-2f16-4da9-8ca0-746a51801a00	4	228	322	154	236	101	12	83	105	134	86	239	27	37	6	29	43
54cfd4b0-c623-11e3-bf01-24c6515278c0	225	33	9	12	0	193	24	0	9	0	19	13	32	2	7	0	2
54e78de0-d357-4125-a904-ab35e461572b	0	356	26	114	248	0	16	121	310	12	107	163	40	28	23	65	3
551d5082-ab6a-4674-af0d-ce408f589949	266	132	38	6	1	57	113	0	19	0	36	0	31	3	0	2	0
5533240d-8fed-440d-b781-6092785a77ce	127	53	12	7	133	233	3	67	110	0	46	92	27	0	32	0	6
55345803-83d4-4fdb-b0ee-328753801da1	286	101	63	28	0	56	91	29	3	2	19	0	19	0	8	5	27
554b9439-7e11-43ec-8bc3-448c59100b9e	0	315	247	92	383	107	4	58	127	0	34	168	0	0	20	0	13
558239c7-a160-4228-8fdf-a0a1d2f62133	142	29	26	14	82	255	0	25	16	68	7	54	17	4	6	11	17
559c30f2-8ae7-43c8-819c-800261065e06	380	15	6	18	0	27	2	0	0	0	0	38	7	0	0	0	7
55ada396-0878-4724-8ebe-00da367eed3d	0	315	307	92	49	102	209	31	44	0	0	32	61	14	8	15	30
55c75a2a-f3d2-4469-9d23-604cf539d548	399	11	0	0	15	25	0	2	0	0	1	51	0	0	1	2	2
55c82198-5be6-4cc5-b5b3-b707af234107	435	3	0	0	0	0	9	3	0	0	1	0	26	0	0	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	420	6	4	0	1	0	0	1	0	2	0	0	33	0	0	0	0
55e5497a-c623-11e3-bf01-24c6515278c0	290	85	24	0	0	74	16	0	0	0	17	11	33	10	4	0	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	252	128	47	22	0	58	35	0	3	5	25	14	33	0	0	0	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	420	0	0	2	0	7	3	1	0	0	0	0	27	0	0	3	0
5650dc4e-8bce-4716-9199-cd5750d7a888	310	19	3	35	126	93	0	34	15	2	14	20	18	0	0	43	3
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	413	14	2	0	2	0	0	0	4	0	0	0	32	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	318	45	0	10	1	84	38	7	0	0	0	0	25	0	0	0	7
569393c8-e2fe-4580-a45b-81f1b1e01135	0	194	1163	167	716	0	117	200	113	121	113	191	20	117	30	135	214
569ff1b4-de87-4309-8484-80549aaf9485	306	0	0	32	0	115	35	0	7	8	0	0	17	4	0	0	9
56c846d6-c622-11e3-bf01-24c6515278c0	388	28	17	6	2	19	16	2	9	0	0	0	31	15	0	0	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	0	259	274	32	353	155	84	178	52	11	97	0	22	222	8	26	42
56d4ea48-c623-11e3-bf01-24c6515278c0	270	102	12	0	0	83	37	0	8	3	13	3	30	4	3	0	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	254	0	461	0	313	0	0	971	0	201	405	257	114	176	38	42	11
56e57223-264e-489d-bc9a-a07789065c40	377	46	7	0	0	10	15	0	17	0	1	0	30	0	0	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	104	64	63	52	61	259	22	0	0	0	36	99	0	22	0	10	0
5702affd-eafe-42a4-8f56-c1f22f8f184d	435	0	0	0	0	0	9	4	0	0	0	0	12	0	0	2	0
5714b52d-7048-41b5-8141-bf42d960abe4	422	2	0	3	0	12	2	3	0	0	0	0	30	0	0	0	0
571ce258-b453-4cac-b05e-05755791be84	388	0	0	0	0	49	8	5	0	0	0	0	26	0	0	3	4
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	388	19	10	0	0	22	7	0	1	0	4	0	29	0	0	0	8
5769ae11-5f1b-483f-b228-7584591c66e6	216	87	0	18	26	143	56	29	15	0	10	0	21	3	17	1	10
576a1741-8c65-40da-9f0f-b2ca805d70f3	203	190	50	11	0	86	113	0	12	5	16	0	1	21	0	1	0
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	388	32	6	2	4	9	10	0	0	0	2	0	29	12	0	0	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	401	45	4	0	0	0	14	1	0	0	0	0	27	0	0	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	422	2	0	3	0	12	2	3	0	0	0	0	30	0	0	0	0
5808f774-c623-11e3-bf01-24c6515278c0	99	182	93	15	9	173	105	0	69	19	0	3	32	5	0	4	7
581be6cf-9778-49c3-9c77-1316eaa78929	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
589daa3f-0b76-4c9c-b494-048955e36052	404	14	0	0	5	7	0	46	0	0	17	0	24	0	37	0	0
589e0aea-9057-4b8c-8af1-74c74fe46a38	366	80	0	0	0	23	77	1	0	2	12	0	0	0	0	3	0
58c7e9c3-1345-48c0-a758-0887358b8696	437	0	0	0	0	0	15	4	0	0	0	0	5	0	0	0	3
58d3e932-b4a3-4cac-a6ac-73160e354a15	100	17	144	0	202	210	42	424	118	0	138	0	15	0	0	431	0
58e2453c-bb58-43a3-9642-705ec0e0bdbd	413	15	1	0	0	12	4	2	0	0	0	0	30	0	0	3	0
58f4ff52-c623-11e3-bf01-24c6515278c0	280	111	0	0	28	55	8	0	34	5	15	3	36	2	20	0	0
58faf969-bf37-4180-8807-2f44f2cc8eda	0	327	0	84	0	134	236	0	0	0	148	6	21	6	6	0	4
5912d4b3-2d5d-4b98-b967-1b4ff177097a	271	0	0	32	13	139	39	17	27	53	17	17	29	24	2	0	15
5935dd9d-d411-48f8-8512-aa73a63878b0	430	0	2	4	0	9	0	3	0	0	0	25	5	0	3	0	5
59632e7e-c622-11e3-bf01-24c6515278c0	59	204	186	20	86	164	30	0	48	17	42	177	7	32	26	1	6
5975deb5-00d2-4d18-b5c0-34ac9947fe11	247	98	15	0	0	99	32	5	33	0	0	26	19	0	5	0	4
597e4011-ea99-4356-b1d9-8cfe35db7c3b	257	100	0	32	3	96	83	0	11	0	8	0	27	0	0	0	0
59938f45-3e57-43d6-af3b-bb4968249e5a	206	178	0	0	3	86	89	0	54	0	35	0	28	0	2	0	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	426	0	0	0	0	0	0	3	0	0	0	0	27	0	0	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	190	208	0	0	4	49	60	4	147	0	27	0	43	6	4	19	0
59e2d6d1-debd-4796-ab0c-6a5673a990fc	418	0	5	6	0	18	0	4	0	0	0	32	0	0	3	0	6
5a51a6fc-c623-11e3-bf01-24c6515278c0	368	0	0	0	4	57	7	6	7	0	0	0	27	0	2	0	2
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	399	25	9	0	2	5	0	0	4	0	0	0	32	0	0	0	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	181	152	39	0	144	133	0	36	0	17	3	3	0	27	26	0	0
5a7f3c88-ef02-4e97-8009-5622245b6a09	337	18	37	14	31	61	0	8	4	0	0	80	0	15	3	0	4
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	304	4	0	6	7	129	13	0	13	3	0	5	19	0	2	0	10
5b178f44-c622-11e3-bf01-24c6515278c0	265	68	10	0	0	120	63	6	11	0	0	0	3	0	3	19	5
5b180356-cf58-4fad-a3d4-00fc12b43fcc	184	144	105	0	61	90	0	16	65	0	10	61	4	0	11	2	99
5b41e033-6df8-411e-a13b-59eeb8afbf9b	236	113	45	12	71	82	0	72	63	29	7	71	31	12	1	0	9
5b4b2312-acb5-4329-8d46-7f93213e3daf	404	37	8	0	0	0	18	1	0	0	2	0	27	0	0	0	2
5b560f4c-d2a3-43fa-b394-abef78bdefc1	47	203	93	41	11	202	116	49	22	0	29	6	27	1	22	18	8
5b7d5767-2037-4175-aec9-886776343181	178	80	242	138	405	89	21	276	0	0	41	0	39	0	48	48	174
5bb37ffc-c623-11e3-bf01-24c6515278c0	265	79	6	0	80	108	0	0	0	49	0	24	0	2	9	5	0
5bcf473f-417d-47a5-9745-ac7faf830b1f	269	48	59	44	33	91	4	0	23	21	5	55	3	0	1	0	46
5bdca282-c671-48ff-b32b-2380996016c0	423	0	1	2	0	2	0	1	0	0	4	0	31	0	0	0	0
5beafbbb-4613-4bab-977a-11c865e13a84	348	44	40	0	0	29	14	45	5	0	6	0	32	0	47	0	0
5bebc389-de0d-45b8-9d2f-6476988c358a	446	0	0	0	0	0	15	5	0	0	0	0	5	0	2	0	3
5c02d399-07af-4573-a568-bc1b256bc8f8	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
5c156f63-6537-4d93-a6c2-4155618cf638	419	2	0	0	0	15	6	4	0	0	0	0	26	0	2	0	0
5c3def3a-b515-41f6-8157-681b963534e7	179	0	109	0	245	82	107	20	98	198	464	58	68	0	2	0	664
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	258	121	39	12	0	63	55	0	20	0	17	7	32	1	1	4	3
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	395	0	9	4	0	44	9	0	0	2	0	1	26	0	0	2	6
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	171	168	66	41	0	104	136	0	28	0	27	0	46	0	0	1	8
5c9b8a2c-c623-11e3-bf01-24c6515278c0	230	60	0	30	0	145	62	0	0	0	7	0	29	0	5	14	0
5cbd429f-ffab-41ad-8016-422f1c922e99	360	2	5	15	9	65	0	0	0	0	9	79	0	0	1	1	3
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0	163	0	225	318	158	0	0	246	93	49	134	35	25	7	11	0
5cf21488-c622-11e3-bf01-24c6515278c0	330	66	13	0	7	53	13	0	3	0	0	18	15	8	5	0	4
5d58b984-e0b8-4237-a576-0e9d4079599e	160	257	0	0	87	8	0	0	77	0	55	129	0	20	0	0	0
5d6ad982-bb01-4233-b8fa-d129460eec79	228	110	42	32	0	68	70	0	5	0	9	0	21	0	3	10	42
5d922e48-aa70-454d-9417-c9af686feebc	121	221	141	15	18	111	116	7	6	0	17	0	31	13	18	12	14
5d9ff58c-5702-48fc-a66a-d1276327fd49	11	246	119	142	374	92	0	93	338	0	7	158	35	78	13	19	0
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	0	527	966	757	0	112	0	0	312	477	310	89	117	99	42	3
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	226	190	92	0	0	49	90	18	18	0	17	3	35	13	4	0	0
5dce221a-c623-11e3-bf01-24c6515278c0	151	21	0	66	0	263	136	0	23	0	29	0	19	0	18	0	0
5deeaa45-4c1b-4ab2-a487-93c548838f68	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	412	6	0	0	4	23	0	3	3	1	0	0	32	0	0	0	0
5df489bc-6178-49e4-8a42-506f70300dff	169	96	10	0	177	184	24	0	19	110	30	24	5	20	3	6	0
5e9c69d2-c622-11e3-bf01-24c6515278c0	342	48	38	0	26	43	7	2	25	26	18	61	0	14	20	0	0
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	415	26	38	292	0	0	0	242	0	77	191	0	21	0	2	0
5ecc88f7-8391-4168-af11-07a6bf9b3652	440	0	2	0	0	0	0	3	0	0	3	6	23	0	0	0	0
5eddfb26-c623-11e3-bf01-24c6515278c0	7	285	64	7	39	157	93	47	92	62	45	39	53	47	16	13	0
5ee1dda9-2e84-4617-af09-2ae02873b44d	286	134	26	0	0	36	22	0	3	0	14	4	35	3	2	0	0
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	438	0	0	0	0	0	0	4	0	0	0	0	25	0	0	2	0
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	280	75	0	95	74	55	0	115	38	0	0	85	12	0	8	0	32
5f096d7b-a1ea-4cc2-af73-10108089ae84	331	32	22	0	0	69	8	0	3	0	0	9	30	0	0	0	14
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	380	0	0	1	0	64	13	4	0	2	0	4	17	6	0	4	2
5f18b334-6616-406f-8f33-0592b56c14e6	368	19	8	4	0	40	16	0	0	1	1	0	30	5	1	0	0
5f53bcda-2fd3-4574-9cc2-5efe353372b2	426	17	0	1	0	0	9	3	0	0	0	0	25	0	0	0	0
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	230	74	0	72	0	128	79	0	26	9	31	19	25	6	17	0	0
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	379	7	0	0	0	61	12	1	0	0	0	0	29	0	0	0	0
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	84	272	56	43	62	104	51	22	38	36	31	37	27	10	7	26	21
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	227	83	22	21	0	135	72	16	4	10	17	0	23	10	3	0	12
5fe83740-0688-46fe-97b4-4c7c8cfa206e	415	4	7	0	0	8	0	0	0	0	0	0	33	0	0	0	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	406	12	0	0	2	11	0	5	0	0	0	0	29	0	0	0	0
6012cb02-c623-11e3-bf01-24c6515278c0	239	67	0	37	34	122	66	7	9	18	7	0	16	34	5	0	1
603594e3-e427-494c-b9ee-e872d6629563	385	22	25	7	0	30	47	0	0	0	28	4	23	0	8	0	0
60413de1-6cd2-4f74-8180-3bdd394d6d16	173	50	342	0	493	106	69	242	52	20	78	0	13	0	0	439	0
6051f40a-99e5-4461-9255-0e70d757b4d5	143	134	207	125	44	138	68	0	0	3	27	114	14	0	12	0	0
60525b38-c34b-479b-86d3-013c7e567b8f	0	192	820	303	378	13	85	105	251	25	0	124	113	26	32	74	59
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
606d7f5e-ff98-4245-a9ac-281f5074f97a	394	27	0	0	0	33	36	1	0	9	0	1	0	1	2	4	0
60aff7a0-4960-4ed1-922b-3233ccbfdba1	246	23	41	91	60	137	114	82	26	28	34	0	11	0	9	1	33
60c33e32-7e19-4e71-b075-a63fcf27e660	287	0	177	107	28	108	81	8	0	0	2	67	29	0	0	1	10
60e78c80-41a5-456a-9a81-9007d18fd72c	13	192	207	40	0	196	54	0	234	29	0	151	0	17	8	16	8
60f81dba-c623-11e3-bf01-24c6515278c0	266	54	31	20	19	109	50	8	33	11	0	12	24	42	3	7	0
616ff577-c5c3-432e-a857-f29901de119c	422	7	0	1	0	7	14	2	12	4	6	1	26	0	0	0	0
6172ca02-c622-11e3-bf01-24c6515278c0	254	88	0	27	0	116	80	17	21	8	27	9	11	3	2	4	4
61973578-4c0d-4a3f-b9c4-f96ceab24629	133	286	27	63	0	17	181	0	159	0	118	0	68	0	0	11	0
61a48c69-4f7d-4dc6-aff7-88a6c33137df	357	39	0	24	0	37	24	3	22	0	0	0	33	0	1	3	0
61cad26a-cbc6-4977-83b9-dc61e49f2861	83	254	183	0	21	128	113	14	14	5	44	11	38	0	39	11	31
61d941f1-87df-43af-8a29-b6809c809275	288	69	36	16	0	83	107	2	27	12	22	0	24	0	2	3	16
6218f366-d5d2-4289-a95e-eeedfae7523a	125	212	84	0	18	59	168	86	275	54	34	0	22	0	116	0	0
622eaa04-b8f9-471b-98b0-7befd119f14c	57	164	131	191	31	99	37	0	184	93	149	242	31	24	53	18	25
6239e340-d50c-45b1-a7ca-e1135671ae0f	416	0	0	5	0	20	4	3	0	0	0	0	29	0	0	0	0
626c9788-d70c-449b-b9dc-5e3f6fc00991	326	53	11	4	2	62	33	13	29	16	11	11	22	0	7	2	6
627823ec-c623-11e3-bf01-24c6515278c0	0	371	70	4	468	83	0	1	184	0	0	81	0	38	14	26	8
6297aa77-37a0-4f46-987b-32bd8653c0c2	330	33	11	8	2	70	25	0	17	0	0	2	26	0	9	0	6
62ac7c91-da99-4144-b927-e90528dcd8d4	409	21	1	0	0	0	8	2	0	0	0	0	27	0	0	0	0
62ea1264-47b6-4a6b-9fa6-779837f8e905	404	12	25	0	0	0	48	5	15	0	5	0	28	31	0	0	0
62fceb56-8c6e-4d20-9d2f-5b7042854d23	420	5	0	7	0	0	4	0	0	0	0	0	31	0	0	0	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	257	38	45	101	0	128	102	0	14	0	0	0	32	18	4	0	0
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
632f3eb0-c623-11e3-bf01-24c6515278c0	319	83	4	1	4	48	18	2	8	0	17	15	24	12	1	0	2
637208b2-d8b6-45a3-a389-6f34db18fea4	391	0	12	0	0	34	0	0	0	0	0	1	27	0	3	2	10
63762458-902a-4329-a823-703b54cb5f9d	280	53	11	25	5	106	62	0	10	2	8	0	25	0	0	2	0
638e80c7-9a6e-4a32-a621-fc4168e72343	424	0	0	0	0	0	0	3	0	0	0	0	30	1	0	0	0
63a907ff-1042-4f9c-a385-55a32b3e103b	390	16	12	7	0	38	10	2	5	4	0	25	5	0	3	2	5
63adc09c-e1b1-40dd-9c35-2f8276b656fc	257	46	31	54	18	111	61	0	35	13	11	24	32	1	0	0	24
63bc376e-5a3d-44fd-8d77-686dfc41e458	377	0	9	0	0	49	3	5	0	0	0	0	29	1	0	0	1
63d0c49d-918d-41fb-808a-1f8001981917	436	0	0	3	0	0	0	3	0	0	0	1	24	0	1	0	5
63db50d6-5ef2-44d0-9906-26eae74ecf44	114	0	0	0	448	138	0	1382	0	250	735	126	182	397	59	0	0
63ea274b-d42b-4787-9c54-8ee95ea376ec	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
63f5bb12-1b20-49d4-9e98-570e368f947d	433	0	6	9	0	2	3	1	0	0	0	0	30	0	0	0	0
63faa59e-6649-412e-823a-338d0662ec72	374	51	6	0	0	22	34	1	0	0	0	0	25	0	2	1	0
