MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U
OsCN[2]	3.6699968242182024e-09	0.0006184792786370963	0.01286626205430366	0.007132812256459147	0.0023430155939422547	0.008785138033563272	0.00415471465617884	0.000820182550761678	6.454431597376242e-05	0.003488658109345124	0.001342348875125826	0.0006564290813318921	0.009225285863986982	0.004316420747042285	0.0025730468241567904	0.004611527059194316	0.0032941186449977912	0.00352724079178266	0.007190594530314343	0.003194434659658898	0.005171979468282419
OsCN[3]	2.1566845176401727e-09	0.008905166597105562	0.0054889020300470295	0.008484296479728072	0.0	0.0020594679855629777	3.092801962338854e-05	0.0012935363035008868	0.0031252367155684625	0.01407353206537664	0.001755435439575379	0.0015171592222384333	0.01433521845843643	0.0027113056042591933	0.001789054950766058	0.0007263601403939496	0.000913670750617257	0.00014761868127390542	0.0022321168888070632	0.0004215791604372043	0.0005464746490770267
OsCN[4]	2.4402811455992434e-08	7.066761012538337e-05	0.003361779551778454	0.004545257427380421	0.00017839219712186604	0.0008227265282039351	7.006492321624086e-47	0.0015322042958661169	0.0	0.0005798516656068387	0.0006916923019218757	0.000205779155183734	0.002994159185618628	0.0009611736784313507	0.0004629235972129209	0.0005870053891919157	0.00013794749033899955	0.0005331384294186137	0.0009874044805837912	0.00039446539107792947	0.00032767156732858876
OsCN[>4 & <=10]	1.1455497967993722e-08	0.0006451933307835134	0.0028752786662334983	0.01328467262967024	0.0	9.435646556084976e-05	3.450685180723667e-06	0.006498023071845736	2.2797943965997547e-05	0.004839968264568597	0.0004948047741092765	0.0006469898774672033	0.007683626220386941	0.0004788913838709874	0.0010971466101818805	2.2420775429197074e-46	0.00010403889357121443	2.802596928649634e-47	0.0013008909918221434	0.00020157346125067476	8.111887145787478e-05
OsCN[>10]	4.22763492458067e-08	0.0	0.00011294640126449095	0.002949107814929448	2.5287539173746155e-10	0.0	3.957918773433988e-07	0.002235185054410067	0.0	1.6102518196703385e-05	6.35942178631943e-06	6.598389579146158e-05	0.0008499563361078799	5.5272625759243964e-05	0.00032082628333171217	3.07381952779906e-09	9.945400062294496e-06	6.928661155924942e-08	0.0001791633215600008	2.8349954620603414e-05	0.0
SS[<=2]	7.698326786709231e-08	7.817887080818764e-07	1.401298464324817e-47	9.310226377067466e-05	9.34994275191059e-06	0.0014145006242324597	0.0013892496726475656	1.5272768132490455e-06	0.0018626874731853605	0.00011293551273183766	8.133522764183e-05	0.00012537903835038833	0.005249303366026652	0.00011663718265744193	0.0002948280944559656	0.0001506511001480357	0.00010544576807888007	1.5610552751468276e-05	2.7714415532500426e-05	0.00010353067478291678	0.0006377879530424716
SS[>2 & <=3]	1.4133376531333396e-07	3.5109534501920336e-10	0.0	0.00015103980305555709	3.2413809591957943e-09	0.0002868121721574469	0.0022623624435527743	1.9790892480386903e-10	0.024885657809011627	0.00043231706135610004	3.37826477903036e-09	0.0010137355797201408	0.03252450979930927	2.0970644464775034e-05	1.2518987859948539e-05	0.00011044364226989955	2.2420775429197074e-46	0.00016028278349722314	8.151056283161595e-05	9.43668518971208e-08	0.000253306636035262
SS[>3 & <=4]	1.0090053578437619e-07	3.74430712213325e-09	0.00013536893113105463	0.000583616556937585	2.2920741393761546e-09	0.00023600595982202323	0.00044311289921097343	7.337761239140762e-05	0.09221840016892656	0.0017767473588450856	2.239066390075095e-08	0.004266891566335431	0.16008053321377816	2.0718151390042293e-07	1.203084500048135e-05	4.344025239406933e-46	7.691195150982822e-08	0.0013992310474310442	1.704432300954295e-05	1.3158982731333362e-07	3.622055828600424e-08
SS[>4 & <=5]	1.4833312722561942e-09	0.003840616622561015	0.0	0.05435952492058277	0.0	0.00294232630286252	0.05218403576873243	0.004621051255283568	0.01067445502238634	0.048589438112676395	0.0032071528051787366	0.002816078371070037	0.25332896105945113	0.009369331789202988	0.02794510545356328	0.0005235597678984097	0.008308325083953747	0.0036971479338097878	0.06012263583397285	0.020630415984340834	0.00693417857631794
SS[>5 & <=6]	1.882445088696727e-11	0.003585525446034381	0.006473718900233507	0.19260829765349627	0.002574576518964103	0.09008079414197709	0.1053894928470254	0.06779349275182416	0.003688753880560398	0.05874664889852284	0.010070547929911342	0.0037660900880039884	0.017975864904001354	0.008118075748466777	0.017775981928513738	0.009241921940270808	0.003714539296925068	0.0111738458538631	0.008683098778128624	0.0068863213134669156	0.02796459305088815
SS[>6 & <=7]	0.0	0.0009793313080444933	0.21957966536283494	0.07300467767543523	0.0015390433836364537	0.05054195438278839	0.029178629903617546	0.025688173654773314	0.0778701219521496	0.07090149581898003	0.01037571647457543	0.012645341213828683	0.000332927443087101	0.023709571272930104	0.01606512269063387	0.03649069541553672	0.01536193672312038	0.016091424806907072	0.03246532379707787	0.01784145668553676	0.02358992363243308
SS[>7 & <=8]	0.015974149266257884	0.14002919763326646	0.07568176483735442	0.0029500322892426416	0.08654096430167556	0.0030065065160488303	0.000358853154466547	0.008135857549671732	0.045182237500503104	0.03648545564527012	0.0232725322683564	0.03388660291898357	0.003793924668359561	0.04656431501623956	0.01469033133420453	0.020692414266787605	0.03150497774898327	0.020263643636135385	0.04384312688722275	0.02821927908263265	0.013458382567782819
SS[>8]	0.03685743545657715	0.0011137620202332599	0.0	3.984048386751482e-09	0.013795974819184948	1.6406325187290348e-10	0.0	0.0	0.0	9.187911709229724e-11	9.254992328067146e-11	1.2888230518370846e-08	1.3825966789227096e-08	4.426402480106617e-09	3.6311797657617717e-09	1.947457818118892e-08	3.1055326132900517e-09	0.0	4.9595004583125046e-08	7.891804889226251e-07	2.9648368879975352e-08
NC50[<=2]	0.0013687877648044377	0.0	2.3022295181363006e-10	3.4431069448892517e-07	5.890883514325651e-10	4.678784430556249e-08	9.555437134288525e-05	2.0812444645468275e-09	0.0	0.0	0.0	0.0	5.098539117387446e-07	8.981418208264813e-08	6.2418745372383455e-09	2.9288782618763774e-06	8.220929437969816e-06	1.2926603867313702e-06	2.6643475998469057e-05	4.192712298392687e-05	1.4924997595002765e-05
NC50[3]	0.000514548116188962	1.2530811053679258e-05	0.0	2.9264404220707975e-06	0.0005795144271542085	1.0022479364124592e-06	7.941297261595536e-05	2.4034235633165758e-05	0.0	0.0	0.0	4.841916340758701e-08	2.819041264494615e-06	5.528623863710891e-06	5.725138097716354e-06	7.522798232528771e-06	1.1254067544541614e-09	9.63023633012483e-06	1.4071366717232081e-05	1.9605290610513746e-06	3.2935384246890464e-06
NC50[4]	0.00010715913980718029	0.0002035813801921904	0.0	1.2578341052273956e-05	0.0013006795245746616	1.3473244598571909e-06	1.9195213408238487e-05	0.00010752201388505967	0.0	0.0	0.0	1.9902958570128248e-08	1.4062162108530174e-05	2.7104153559776025e-06	6.635130803260836e-06	1.3035113911428197e-05	4.6563934301957486e-06	0.0005309891230253072	5.852310423506424e-06	9.662550102632395e-05	7.1450281757279295e-06
NC50[5]	2.273877036238048e-05	0.0006276440277360962	4.779168185997662e-07	1.61751390724163e-06	0.0008908936880470719	2.545863315443597e-05	0.0	1.401298464324817e-47	0.0	1.0714947221579508e-05	3.289815098668214e-05	9.627903083888611e-06	7.473552680430373e-06	5.532930070657471e-06	1.2577257458588064e-05	4.0792786117407334e-05	1.3066067578577645e-05	0.0	3.207055878127641e-05	1.2503664308027851e-05	2.3341783076880062e-05
NC50[6]	9.654463743480335e-06	0.0007002840109635144	0.00011786495675409015	8.163913370129449e-07	0.0002149980679678265	9.01525523531177e-06	0.0	0.0	0.0001037139183956981	6.610691206422103e-05	0.0006021131324564521	4.7497635699969006e-05	7.476623764546275e-11	0.00016262545960740837	4.782974548867003e-05	6.676530065305997e-05	1.505054669491912e-05	0.0	0.00024092514623589523	1.192161565995775e-05	4.181766714960844e-05
NC50[7]	7.3471974011596335e-06	2.7810014125151383e-05	0.0002701851004093214	1.129633943292907e-05	2.213755691548691e-05	5.084293729851197e-06	0.0	2.1515752303002956e-06	0.000265596750741679	0.00019554661306234067	0.0006560417156028464	6.493683208987022e-05	3.182660788297653e-05	6.597629559109918e-05	9.487228558332284e-05	9.745912524181222e-05	2.5052278069779276e-05	0.0	0.00017236918665531676	3.1342801594291814e-06	6.806676394335298e-05
NC50[>7]	2.496098484130016e-05	4.967476989747865e-09	3.7940403997329676e-05	5.039448831278825e-07	2.185947503348107e-06	0.0	0.0	2.4020177997385872e-06	9.47124401826116e-05	7.443111039584505e-05	0.00012087069477302314	5.593773596132223e-05	0.0	6.819033547060816e-05	2.954478305167374e-05	2.4179075954897655e-05	1.3769949088366928e-05	3.924834679480682e-11	3.214449085637394e-05	7.905100405309895e-06	6.543096669505921e-05
BoChr[1]	1.6316334626365059e-06	0.0009307468388060514	0.004218711292377425	0.0012598500640915644	0.00024227513304621694	0.003663066141108244	0.00011085783226200352	0.0003374185834881957	0.005932137478944508	0.0015415215707677585	0.0019189960945429432	6.629527943189815e-05	0.0029648537494381434	0.0003257747142405602	0.00028521102284746915	2.427242301942932e-05	0.6112244958430528	0.003640773190818468	0.00197688335850569	7.709417388943655e-09	0.0002699160892826047
BoChr[2]	1.7930594240928023e-05	0.003097112046637367	0.01523992337302616	0.002781640638350353	3.6890370301989604e-06	0.013792131022232175	1.0676019428501604e-08	0.0036124497004425393	0.0030476394768913905	0.0036387958790972874	0.025565672835601846	0.0004198161547459696	0.0018014773013029003	0.12432671965085718	0.012256926148903866	0.0009057870879769325	0.00010446560262721505	0.00011667438880749614	0.01462705310376549	0.00023479077204207498	0.0007311460525784242
BoChr[3]	2.6451227326167447e-05	0.00138436599837525	0.009004679112965977	0.0014717254911199326	0.00032402901162981835	0.013423053906454485	0.00014785893408159723	0.005075692371106868	0.0016491572077494254	0.0042551161035261605	0.006422201656224473	0.0002600005716898579	0.007282850113057155	0.19934511986209727	0.034171656581054324	0.016348405327322978	5.605193857299268e-47	3.1746054712584734e-05	0.00371039480473172	0.0026736241906806413	0.00037277121800542544
BoChr[4]	1.849009156007497e-08	0.000593965126826177	0.003806035307763409	0.002080097486720547	0.000383647175991646	0.00316173057376961	0.0019124298958290353	0.005022344803983056	0.00546995812728569	0.004889716516484839	0.03088722612664128	0.0030052678748820226	0.007536234567689442	0.013120868378519219	0.05823680040783401	0.026207150657187414	0.008258429800159775	0.01947045454005263	0.004196445864373447	0.014965623593488716	0.002145021589710012
BoChr[5]	7.818978172724478e-07	0.00041779253360384557	0.0026198943659028573	0.0016777842887436437	0.00013126673379014963	0.0011576506107328298	0.003141745014211941	0.0012270563914708532	0.0022742425318665483	0.0020799854685671446	0.011800501613103052	0.0002948008158065818	0.013927022526647584	0.01264300041675142	0.1533632843196392	0.03927500912449034	0.005544233305980128	6.535018546856008e-06	0.04289400906858642	0.0298418816388011	0.0002658783927002162
BoChr[6]	3.2149038241713334e-06	0.00038627197935916515	0.002040285289863521	0.0028391609203777517	0.000555057048702281	0.002710655401750116	0.0007815173530525632	0.003739501178854201	0.0041068920767971485	0.0026051219956564186	0.03014026920944199	0.00029566190955378625	0.00039121239874618575	0.001002921425343972	0.0034563880318007278	0.2772105953154545	0.01670041055662317	0.0033962792033767285	0.0034380372140271477	0.032042302157374185	0.006935826397831757
