NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	229.494	20.3	45.394	11.814	0.086	0.989	80000.0
2	227.453	20.023	45.048	11.704	0.085	0.989	70000.0
3	230.471	20.269	45.836	11.889	0.085	0.989	90000.0
4	228.308	20.117	45.896	11.9	0.086	0.989	100000.0
5	226.544	19.988	44.93	11.674	0.085	0.989	70000.0
6	225.945	19.9	44.548	11.563	0.085	0.989	60000.0
7	229.114	20.092	45.543	11.769	0.085	0.989	40000.0
8	225.751	19.598	45.029	11.62	0.086	0.989	90000.0
9	225.154	19.681	44.668	11.581	0.087	0.989	90000.0
10	227.524	20.013	45.032	11.693	0.085	0.989	40000.0
11	226.342	19.811	44.863	11.617	0.087	0.989	80000.0
12	228.765	20.17	45.251	11.743	0.086	0.989	80000.0
13	229.937	20.228	45.545	11.791	0.085	0.989	80000.0
14	232.852	20.518	46.246	12.024	0.086	0.988	70000.0
15	225.469	19.647	44.199	11.396	0.086	0.989	80000.0
16	228.647	20.029	45.372	11.735	0.084	0.989	60000.0
17	230.383	20.216	45.741	11.852	0.085	0.989	100000.0
18	228.896	20.079	45.487	11.761	0.085	0.989	70000.0
19	229.811	20.153	45.624	11.792	0.085	0.989	70000.0
20	230.746	20.339	45.742	11.909	0.085	0.989	110000.0
21	222.472	19.435	44.07	11.382	0.086	0.989	80000.0
22	228.114	20.072	45.33	11.726	0.085	0.989	70000.0
23	229.4	20.216	45.616	11.856	0.085	0.989	100000.0
24	228.141	20.028	45.105	11.675	0.085	0.989	40000.0
25	230.14	20.216	45.483	11.803	0.085	0.989	90000.0
26	230.123	20.336	45.78	11.933	0.086	0.989	70000.0
27	230.714	20.249	45.531	11.816	0.085	0.989	90000.0
28	228.353	19.974	45.293	11.687	0.084	0.989	100000.0
29	231.649	20.361	46.019	11.93	0.085	0.989	90000.0
30	230.357	20.269	45.906	11.904	0.085	0.989	60000.0
31	228.106	20.09	44.999	11.661	0.085	0.989	80000.0
