NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
32	228.617	20.047	45.07	11.68	0.085	0.989	90000.0
33	230.683	20.262	45.903	11.905	0.085	0.989	120000.0
34	230.107	20.307	45.444	11.785	0.086	0.989	80000.0
35	230.55	20.248	45.73	11.858	0.085	0.989	60000.0
36	229.226	20.102	45.594	11.788	0.085	0.989	70000.0
37	228.725	20.203	45.132	11.735	0.085	0.989	80000.0
38	229.643	20.199	45.636	11.863	0.085	0.989	90000.0
39	228.677	20.11	45.314	11.742	0.085	0.989	90000.0
40	229.42	20.203	45.319	11.799	0.085	0.989	60000.0
41	223.265	19.462	44.599	11.536	0.086	0.989	70000.0
42	228.286	20.177	45.127	11.731	0.085	0.989	40000.0
43	229.715	20.249	45.605	11.829	0.085	0.989	90000.0
44	232.112	20.426	45.908	11.912	0.086	0.989	80000.0
45	231.9	20.457	45.93	11.965	0.086	0.989	50000.0
46	225.353	19.678	44.507	11.517	0.087	0.989	100000.0
47	222.772	19.381	44.215	11.39	0.085	0.989	80000.0
48	225.82	19.696	44.445	11.507	0.086	0.989	70000.0
49	226.418	19.963	44.708	11.624	0.086	0.989	60000.0
50	232.0	20.298	46.131	11.949	0.085	0.989	60000.0
51	229.455	20.131	45.457	11.754	0.085	0.989	90000.0
52	228.47	19.953	45.406	11.729	0.087	0.989	70000.0
53	227.218	19.969	44.721	11.581	0.086	0.989	70000.0
54	231.743	20.283	46.158	11.947	0.084	0.989	70000.0
55	231.425	20.313	46.091	11.926	0.086	0.988	120000.0
56	229.154	20.264	45.22	11.751	0.085	0.989	60000.0
57	228.566	20.057	45.403	11.745	0.084	0.989	80000.0
58	225.465	19.728	44.193	11.453	0.087	0.989	70000.0
59	229.018	20.166	45.216	11.743	0.085	0.989	40000.0
60	229.556	20.16	45.575	11.798	0.085	0.989	90000.0
61	226.543	19.875	44.366	11.514	0.086	0.989	90000.0
62	230.442	20.245	45.871	11.892	0.085	0.989	60000.0
63	226.724	19.962	44.73	11.606	0.085	0.989	90000.0
64	224.363	19.575	44.713	11.567	0.087	0.989	70000.0
65	231.862	20.357	46.233	11.976	0.085	0.989	70000.0
66	229.816	20.119	45.555	11.774	0.086	0.989	60000.0
67	228.927	20.067	45.417	11.728	0.085	0.989	70000.0
68	230.588	20.266	45.716	11.882	0.086	0.989	60000.0
69	229.896	20.22	45.608	11.806	0.085	0.989	60000.0
70	227.53	20.077	44.594	11.624	0.086	0.989	80000.0
71	224.223	19.516	44.484	11.494	0.086	0.989	80000.0
72	229.241	20.235	45.19	11.756	0.085	0.989	70000.0
73	229.184	20.107	45.474	11.751	0.085	0.989	90000.0
74	221.985	19.34	44.236	11.393	0.086	0.989	60000.0
75	224.313	19.481	44.702	11.518	0.085	0.989	50000.0
76	226.846	19.953	44.884	11.661	0.085	0.989	60000.0
77	227.902	20.025	45.102	11.683	0.085	0.989	70000.0
78	223.908	19.53	44.515	11.528	0.086	0.989	80000.0
79	226.591	19.995	45.101	11.694	0.085	0.989	60000.0
80	228.124	20.163	45.192	11.75	0.085	0.989	100000.0
81	226.341	19.993	44.686	11.622	0.085	0.989	50000.0
82	223.306	19.488	44.01	11.388	0.086	0.989	80000.0
83	227.291	19.998	45.06	11.675	0.085	0.989	110000.0
84	229.751	20.29	45.58	11.886	0.085	0.989	90000.0
85	232.05	20.372	46.364	12.025	0.085	0.988	70000.0
86	229.128	20.178	45.408	11.783	0.085	0.989	60000.0
87	230.852	20.276	45.813	11.847	0.085	0.989	70000.0
88	231.341	20.247	45.882	11.877	0.085	0.989	80000.0
89	230.193	20.221	45.582	11.804	0.085	0.989	40000.0
90	229.623	20.29	45.658	11.884	0.086	0.989	60000.0
91	231.758	20.311	46.114	11.912	0.085	0.989	100000.0
92	229.651	20.212	45.457	11.806	0.085	0.989	80000.0
93	229.143	20.206	45.313	11.775	0.086	0.989	70000.0
94	228.785	20.125	45.405	11.771	0.086	0.989	90000.0
95	230.382	20.251	45.649	11.838	0.086	0.989	80000.0
96	229.542	20.228	45.386	11.783	0.085	0.989	80000.0
97	228.78	20.141	45.208	11.733	0.085	0.989	90000.0
98	228.983	20.168	45.57	11.837	0.085	0.989	60000.0
99	231.18	20.33	45.779	11.875	0.086	0.989	50000.0
100	229.321	20.195	45.55	11.838	0.085	0.989	140000.0
