MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L
NC50[3]	0.0005910290119936689	0.0	0.0001510799261198237	6.543688323290553e-07	1.0822188930065258e-06	4.463879014888317e-05	3.110638121973652e-06	5.4957625422247244e-06	9.888470442140474e-05	0.0	2.8063898662367137e-06	2.358998620614727e-05
NC50[4]	0.00017651274325544363	1.1326827120683448e-09	0.000768260772456415	1.227226938738113e-08	0.0002074239053126803	0.00012075134492285144	3.444925114308717e-06	1.226136494324237e-05	2.1774698280232487e-05	0.0	1.6962502377282364e-05	0.00020926178497218117
NC50[5]	2.2870077652363817e-05	5.45680862718001e-10	0.0008064832411582756	6.956230746264502e-06	0.00046802062995993766	4.16077384768343e-10	7.533621159252491e-06	8.55732134591225e-06	2.206398969095691e-07	1.020860849693328e-05	2.3017320186533574e-05	1.57690749805095e-06
NC50[6]	2.9358139489588096e-06	0.0001804734880806791	0.0004892659408992018	1.838111353381855e-05	0.0004896167184051592	6.920698126577918e-08	5.322177790321736e-05	8.087181959064438e-06	0.0	0.0002177227720579289	8.548540631181823e-05	6.656564146396704e-06
NC50[7]	9.156359066366804e-06	0.0003822502647381043	0.00011262199992415844	1.1324897455367022e-05	7.966101134998738e-05	4.929654702223729e-09	4.8336699281179565e-05	1.3779504288280454e-06	0.0	0.0002315493120615386	0.00010890431091468145	1.1829393333755433e-05
NC50[>7]	2.719736001381534e-05	7.559238400020262e-05	1.5742064905996945e-05	1.2050799899077092e-08	7.331628383369093e-06	1.1094748315798597e-06	1.3401594691964114e-05	1.0523123705752368e-10	0.0	9.140443773786978e-05	2.231460982010103e-05	8.223409544516614e-06
BoChr[1]	9.929099591716727e-06	0.016919215849506557	0.0037465995249365276	0.016608231499063795	0.007302770849344569	0.0018397587904595224	0.023685207947855814	0.02627833829314782	0.008740965515059429	0.021295534767293418	0.013084228490753844	0.028676428994803445
BoChr[2]	5.867163594675873e-05	0.02087468907928269	7.745952141704038e-05	0.02240941988769919	0.009294447328138632	0.004536462183168628	0.005830141184194488	0.006963994603411266	1.401298464324817e-47	0.0037729712287972437	0.0027672766060277353	0.0009117515012621879
BoChr[3]	0.0001004248985183409	0.0080345136806136	0.0006711323617491871	0.030489112753421067	0.006058866918569148	0.011938622768502683	0.0049478818113129815	0.009554300240130799	9.104545312081491e-05	0.004152324903155233	0.004216173469176283	0.00020801580714760348
BoChr[4]	1.0018962900426587e-08	0.010497579822163062	0.00277623281758624	0.006888023017527303	0.001546483857673593	0.004057416219220613	0.003455879575558356	0.01981361724669114	0.0022235556253508548	0.008545106204910552	0.009645662580151355	0.021187982989940794
BoChr[5]	1.1351744424792364e-06	0.00809703206496124	0.004352734565618448	0.003949979208409786	0.0019430756307299629	0.002726180571084153	0.005361497169942595	0.04247462883970002	0.009399226855312009	0.004773919069848489	0.012783253103261814	0.0012426724657416343
BoChr[6]	3.0361601536466054e-05	0.0092879146568157	0.002141003438211035	0.01650872940546833	0.004110099977281153	0.005897945626818749	0.017537678626839012	0.0013317364240509554	0.003877568001335021	0.0072724979555641766	0.016651712725770266	0.0191899119259324
BoChr[7]	0.00011235941400536742	0.007414379833353451	0.004583651797504551	0.011545988762227353	0.0033079186572285836	0.0009705246713910754	0.01016277255723253	0.03166758184641367	0.0011495688751165288	0.006947219640884441	0.010873005666153403	0.016797823018277994
BoChr[8]	7.656643607578673e-07	0.014153038719724731	0.0013386335726596598	0.003554341044683085	0.0003374078591598795	0.0023856258693422737	0.0021833564519512906	0.006981455159351828	0.003102614987344383	0.0061064481759621	0.009941369807066992	0.18250839746557176
BoChr[9]	6.5167334447302495e-06	0.0010383610467165935	0.007880674163461663	0.011952126242686063	0.0007493294717278332	0.007545544827298727	0.008691101851577515	0.002748782414710149	0.0004674240222362869	0.009291840834630421	0.005164758553728461	0.0034459015822505988
BoChr[10]	2.4020912678537344e-05	0.015502130025997757	0.0010744922533194767	0.01011719114787411	0.0025882885764319497	0.006385671934622223	0.0024551461868395565	0.00012930257551488467	0.0	0.005506557524495292	0.00521592830948066	0.010788276595866364
BoChr[11]	1.41252315442153e-06	0.006680992558108585	0.0013554012617262856	0.0018835585466028348	0.0030477560809163504	0.0005175491455579895	0.017021819881498354	0.010304102180651802	0.012278775045477692	0.006154607434196078	0.05654464559632743	0.04981371821835637
BoChr[12]	2.8354571484090483e-08	0.006857485991249632	0.004295385984369205	0.00040943601513390607	0.0021840229273358603	0.0011303902021311352	0.0080963133322075	0.014731254356693868	0.0477308400934362	0.0008903741871006333	0.021268944965559058	0.0004555763362441212
BoChr[13]	2.1271305273389273e-05	0.003815040297340602	0.004653402512485627	0.005936226150370203	0.0014374191973185598	0.005375867870461661	0.004552591111878428	0.0009626643614554098	3.889158790513793e-05	0.006210519211599604	0.001671242689335493	0.0016247990558123432
BoChr[14]	0.00033731127494746716	0.007356102518970147	0.00289465931788429	0.007221998393069953	0.002504362012841739	0.0012714292842793196	0.006097749281907454	0.00014814897644100712	0.0023354053625484995	0.0035228052135789765	0.0029928542822017334	0.0016142370946181472
BoChr[15]	5.627207446179394e-08	0.004914381603011862	0.002545272600109456	0.0060225129267200824	0.0007965177818005032	0.0010776187394731095	0.004991604082169943	0.0006581422882300103	0.0010321248787658987	0.008207332898164168	0.002192463730352756	0.001644335372108941
BoChr[16]	6.764321407626283e-07	0.005301943349186331	0.005456861036363989	0.005285721555410418	0.004833924060404935	0.00014084159206390835	0.007406307621158539	0.0009318003485553206	0.0012821691183444272	0.003735052671381709	0.005715911908482667	0.00335804859455493
BoChr[17]	2.983379596919189e-05	0.00032959542336529277	0.003098470008351484	0.0004576729314374717	0.0010756103531402133	0.00020345247689975977	0.026675199419524915	0.0007401800950708371	0.006218322300538655	0.008600771548608747	0.03167114682010869	0.07067559577801971
BoChr[18]	2.972428367382651e-06	0.0010829952091580709	0.005268666118570457	0.012256509646831545	0.00017482202441897242	0.005646156078411195	0.0036406431759921113	0.0012592291839246172	0.001345821645531231	0.003429844923148266	0.002418493531222339	0.002544097909703851
BoChr[19]	3.1950688322290863e-07	0.00021682193764193297	0.005652412605741404	0.012919839329551906	0.0009159017407127483	6.997560610358278e-05	0.013855493065067037	0.004726519072358286	0.00309339187022033	0.005488653368556698	0.005583725434058238	0.008382037088318839
BoChr[20]	1.6374162667420756e-08	0.004769156656693667	0.003429409999798736	0.007107309424318373	0.0018972362565450177	6.397943632407532e-05	0.013725787841540295	0.0013706041684096082	0.0046602443675544695	0.002298839934254815	0.005626554636950301	0.00809587015537545
BoChr[21]	0.00011949056220672105	0.0016510073982194129	0.0035171744058607145	0.004986719373846427	4.333229531766847e-05	0.0034380342277290765	0.001103351325764379	0.004197253670135979	0.001737225519027561	0.0029570396573399193	0.0006454831670271232	0.0010543976784387712
BoChr[22]	0.00022244185724844102	0.0002894764837765251	0.003191915697825607	0.005831109917198774	0.00035097864529234414	0.002577231218747329	0.006012355468410533	0.000358568512367583	0.00024383779424170423	0.002330620174179785	0.0024641848602294826	0.002815055680146896
BoChr[23]	0.001252696166629903	0.008761000059967045	0.00015473843027954934	0.003014455249067396	0.00023748483159579336	0.005903071401116904	0.0014010625278751832	0.011869403485616204	0.0036995331682555845	0.016211456513847224	0.000842831868576468	0.001882480650092475
