Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y
0c7aca3f-e006-4de3-afc2-20b4f727d4fd	54	55	156	162	162	216	141	82	23	73	165	19	124	97	35	117	48	19	20	10	18	18	35	9	0
0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d	398	9	9	1	3	0	8	0	4	0	1	25	0	1	0	19	0	0	0	0	3	0	0	0	0
0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54	326	68	29	3	0	0	8	0	11	16	2	27	4	0	0	17	0	1	0	1	0	0	0	0	0
0cb4356c-b5d6-4541-b048-ff6d4b3a5d26	84	107	222	56	31	6	0	0	69	269	14	79	27	0	63	1	5	2	38	5	2	8	14	0	0
0cd60b96-eb2d-4687-9709-d1455ec45de7	83	194	79	37	58	51	66	0	11	17	50	22	44	47	0	17	23	25	5	1	12	7	8	8	0
0cdbabf2-c623-11e3-bf01-24c6515278c0	162	186	56	22	37	56	5	50	11	0	4	21	62	8	5	3	2	8	0	7	2	12	6	1	29
0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d	370	40	3	0	0	0	3	0	1	0	7	25	0	0	0	17	0	1	1	0	0	0	0	0	0
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	155	177	0	46	63	89	54	0	3	0	28	2	43	21	10	32	1	1	12	0	1	1	2	3	85
0d0793c1-df1b-4db1-ba36-adcb960cc0f5	0	0	192	102	391	308	123	112	31	59	61	37	170	143	160	55	23	68	26	79	17	13	35	2	0
0d259ac2-03d1-4814-9b0b-d05e3a6029b7	259	90	46	21	12	9	55	0	24	0	0	24	2	8	1	13	13	4	1	0	0	0	0	0	0
0d31a44f-1fc5-43a2-9633-36c4e650d3d2	300	91	22	19	2	4	0	14	20	14	2	21	6	11	0	20	1	2	1	6	3	0	0	0	0
0d569bd5-418d-4d72-87ca-8e14668c2119	278	106	27	15	22	0	0	0	11	0	0	32	0	14	11	12	2	3	1	1	1	0	0	1	0
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0	263	113	0	22	61	0	34	0	55	4	0	29	0	0	6	7	1	4	0	0	0	0	2	14	0
0dd0718d-5ddf-4c59-8c47-0f51303daeb5	108	248	56	27	37	6	6	0	6	0	51	12	77	44	3	0	2	1	18	0	3	4	20	10	4
0dd39eca-c623-11e3-bf01-24c6515278c0	140	228	36	9	15	0	27	0	37	4	0	24	0	3	10	10	2	4	1	3	1	0	1	5	0
0e1e628b-823a-4861-aa95-bed2fada7349	416	0	10	0	0	0	0	0	6	0	1	22	0	1	0	19	0	0	0	0	0	0	0	0	0
0e54cea2-d568-4a33-b9db-b698844e6ad9	150	163	0	7	62	17	95	1	57	90	24	20	39	28	0	31	5	0	0	0	6	35	0	10	0
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	50	199	69	23	103	119	92	30	2	59	182	29	19	60	0	64	4	11	45	23	4	29	0	2	0
0e6ca8dc-0f31-4675-95b1-5920576daeff	260	132	0	28	26	14	27	0	23	10	0	21	3	17	1	29	6	7	0	0	2	3	0	0	3
0e7ac212-0469-4f17-9432-205ab1831257	211	171	33	2	11	14	21	0	3	0	0	9	27	28	3	12	3	4	1	0	1	1	3	4	1
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	231	144	37	14	0	0	22	0	24	0	0	29	0	0	10	16	0	1	1	3	1	0	0	0	0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	90	106	136	32	30	193	162	0	8	0	70	0	56	0	72	0	9	15	3	24	10	0	0	53	0
0ead45d8-d785-4404-8319-2ef951e02e03	0	6	168	34	330	443	47	153	24	294	50	67	341	115	208	79	48	21	13	111	32	37	50	20	38
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	27	89	159	121	41	0	0	0	28	788	9	159	0	0	78	0	12	18	19	16	8	19	13	0	0
0ed63d84-d3fe-4289-9255-35f4a03b703b	408	6	10	6	0	0	0	0	2	0	1	23	0	5	0	17	1	0	0	0	1	0	0	2	0
0eeafcd6-c623-11e3-bf01-24c6515278c0	171	164	74	2	23	2	34	0	25	7	0	26	6	21	19	17	1	8	6	0	4	0	2	1	0
0ef92ff8-829f-425a-91d8-c594b6e22a2b	30	190	122	80	0	96	115	14	21	65	56	40	92	27	41	42	5	7	3	19	67	5	0	9	0
0efb6e20-236d-4640-9373-6fc03e67d090	407	0	5	0	0	0	0	0	1	0	0	24	0	0	0	19	0	0	0	0	0	0	0	0	0
0efee3f3-313b-44eb-b3b0-af975a1ded82	235	148	0	51	20	10	15	44	51	31	12	22	1	13	0	23	45	3	0	0	0	1	3	1	0
0f53e757-1823-409f-a0ea-249270728e15	372	0	0	227	0	126	0	0	2	0	15	16	0	0	0	40	0	0	0	0	174	0	0	0	0
0f6b355e-3898-4be6-be97-da0c3840a4ed	94	205	100	17	0	74	42	27	5	58	16	10	18	35	5	1	3	2	12	24	4	3	4	1	9
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	26	227	30	34	54	46	136	52	17	24	168	24	74	30	0	31	16	11	0	0	14	59	0	21	0
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	321	60	42	4	32	0	2	0	21	10	0	28	0	10	5	10	0	0	1	4	0	1	1	0	5
0fbd94b1-bb34-4620-841b-861a0b5e0c12	124	190	76	38	87	106	8	21	7	0	96	22	0	50	47	7	2	19	1	0	47	31	0	1	5
0fc63b79-7fff-441d-88fc-922d53c787ab	19	262	10	26	0	218	146	28	0	36	254	0	0	0	0	0	5	17	0	0	9	122	1	3	0
10136472-c623-11e3-bf01-24c6515278c0	411	5	0	0	0	0	5	0	8	0	1	22	0	0	0	21	1	0	0	0	0	0	0	0	0
1021b60d-f7b2-43b0-b2cc-f282d619d533	0	0	236	654	534	87	0	0	333	84	0	126	96	180	240	50	64	46	49	38	49	16	0	42	0
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	64	0	303	270	121	17	94	11	92	49	15	78	0	84	0	1	20	4	0	25	6	5	15	13	10
108749d2-5c62-4ef1-92df-aec6941ba53b	320	74	45	0	8	0	0	0	30	0	0	16	0	1	7	15	1	0	0	1	4	0	2	2	0
108b67d4-5d66-46da-8675-6acae643b76f	248	70	102	42	4	0	26	0	42	45	1	34	0	0	4	13	7	1	2	0	5	4	0	1	0
10ad692b-4c3d-42de-9b5e-4968441388b3	250	116	37	23	15	0	30	0	31	24	0	28	2	5	4	10	0	3	0	1	3	0	0	3	0
10bb1a92-901e-4a14-80f4-5e88f997754b	210	139	23	54	57	21	47	0	24	0	0	19	30	39	5	8	6	5	0	0	51	3	0	0	0
10cb8ac6-c622-11e3-bf01-24c6515278c0	85	222	67	20	14	53	76	20	5	23	4	22	28	34	15	2	5	8	6	0	7	4	3	1	8
10d15b7a-16d1-4953-aaef-f193ffa97f42	193	140	68	25	20	63	26	0	16	0	0	0	58	32	30	18	8	9	2	10	15	1	3	6	3
10db2142-c623-11e3-bf01-24c6515278c0	301	63	27	12	23	38	38	0	0	0	10	3	22	31	1	12	6	1	0	0	0	33	1	0	0
110b5f05-ded7-45ec-b0f6-a941c92d77dd	6	0	0	554	560	509	0	430	230	351	91	112	163	196	223	422	82	262	39	76	83	29	0	0	0
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	339	60	29	9	2	0	0	0	8	4	0	29	0	6	5	15	1	1	0	0	1	0	0	2	0
11473a98-d953-45f9-abf5-709b68a4bae8	233	113	4	0	0	0	97	0	22	6	0	21	2	4	0	19	5	0	2	0	1	0	2	0	0
1157a548-6770-4c89-a84c-bcf6f0e96ea8	299	94	16	0	10	3	6	0	10	4	0	27	7	1	8	16	0	0	0	0	0	0	6	2	0
1168944c-5451-4a18-8758-88bf5723bdd9	63	191	77	14	30	0	169	0	54	10	0	32	0	18	15	7	2	1	7	0	5	3	0	3	0
1193a9c4-5aab-4cd7-a690-60c96bd1172d	359	45	0	1	1	0	8	1	7	10	1	23	0	6	0	17	0	4	0	0	0	0	1	0	0
11ae45fb-05f6-425a-9295-d50d13407006	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	67	53	238	408	127	14	12	0	318	143	0	104	65	0	213	22	1	19	32	149	21	22	1	0	0
122bf0a9-8052-49da-a9d7-0e5de9ab7032	365	22	37	3	2	0	15	0	15	0	0	26	0	0	5	15	0	0	0	0	1	0	1	0	0
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	66	181	142	2	56	66	63	7	12	12	21	29	46	43	29	2	4	7	2	12	2	1	7	12	12
124d5b04-4588-44c3-9c00-61e064cf1bdb	56	211	83	66	32	33	88	7	35	40	52	37	27	28	6	39	0	7	0	14	0	16	0	1	24
126ee433-d345-4cac-882a-c91831a24690	61	118	225	114	43	0	31	0	86	181	5	65	0	0	0	0	0	3	5	7	9	3	6	7	0
127b0f7d-d24e-48b7-ac25-d3f14a43952d	14	14	310	66	143	7	164	0	110	8	0	69	0	102	151	0	7	15	7	8	7	11	9	2	0
12874085-a596-41ae-b4cd-817cb1ebb278	6	123	255	444	92	336	0	0	14	2	25	15	107	58	0	26	51	9	16	42	17	14	21	19	106
1292e13b-d7c6-447b-a227-9a8113215580	25	23	176	39	271	160	217	0	25	15	0	42	54	147	127	22	19	20	39	16	0	20	4	17	0
129459c1-38be-45da-bb87-18848c97c544	166	75	90	104	134	7	104	0	104	16	0	44	6	15	0	16	0	0	21	0	0	19	3	2	0
1295947c-c623-11e3-bf01-24c6515278c0	347	48	21	1	2	0	13	0	10	3	1	26	5	1	1	20	0	4	1	2	0	0	0	0	0
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	399	12	0	0	3	0	0	0	0	0	0	27	0	1	1	17	0	0	0	0	1	0	0	0	0
129de5b2-d9b0-4762-9ef8-72d98231fb50	72	66	256	176	29	11	90	10	97	26	8	41	0	47	18	13	13	4	15	10	3	8	5	6	24
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	405	6	0	0	0	0	0	0	1	0	0	11	0	25	0	18	1	0	1	0	3	0	1	1	0
12d7121a-0345-4808-a819-09d6e3227bd5	393	18	0	0	0	35	16	0	0	0	0	0	0	7	0	16	1	1	2	1	1	1	1	5	3
12f038e1-00af-4c64-a2e0-9e63323492ef	80	163	32	151	68	152	80	71	52	138	70	34	47	50	45	60	54	11	114	10	0	11	0	0	0
12f1ae2f-2666-45be-9742-f502d212373d	155	179	82	16	9	4	23	10	24	23	0	34	0	21	21	10	4	1	0	1	1	3	0	1	0
131332b2-ff51-4bd7-a626-aff2ecea6135	267	95	68	32	48	0	0	0	56	0	0	30	0	0	0	3	0	2	4	0	0	0	0	7	1
1327bbd4-a466-4e26-905f-cf91315f1cc8	179	114	103	81	56	76	46	0	2	0	12	0	61	39	9	5	11	3	5	0	6	0	5	4	49
132f7f2a-b902-4343-aa08-cf6a7af10b9a	383	31	3	4	0	0	13	0	12	0	1	22	2	1	0	21	0	1	0	0	0	0	1	0	0
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	405	6	0	0	0	0	0	0	3	1	0	22	0	0	0	20	0	0	0	0	0	0	0	3	0
134c9a92-e91e-4347-a9c4-727279edebb1	0	219	194	63	108	12	20	0	75	39	28	47	0	48	62	8	13	11	7	9	10	3	0	0	16
1358ff92-4db9-4e42-b63a-984a7bea425a	402	2	6	0	3	0	3	0	2	0	0	27	0	0	4	17	0	0	0	0	3	0	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	401	16	6	11	0	0	0	0	3	4	1	28	1	4	0	15	0	0	0	3	0	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	163	189	40	114	0	16	0	65	51	14	11	35	46	12	0	45	9	3	5	0	6	6	8	5	0
13c312ec-0add-4758-ab8d-c193e2e08c6d	280	104	2	0	0	15	43	0	0	0	0	4	14	28	0	15	4	3	1	2	1	1	0	2	0
13c62975-9f5e-4d40-a461-dceab08a31ec	189	104	73	53	32	20	86	0	40	0	0	24	5	10	5	10	27	2	0	0	3	3	0	0	0
13c7065e-6780-4571-978e-a7c13078ff50	352	42	0	0	0	0	40	0	15	0	0	19	0	0	0	19	0	1	0	0	0	0	0	5	0
13d05f7a-e16a-40ef-9a15-21257da2cf89	316	64	3	0	3	1	0	31	31	51	2	17	4	14	12	15	0	4	0	0	0	4	0	39	0
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	216	145	46	9	15	9	31	0	29	3	3	26	29	0	3	14	0	0	2	12	4	1	0	1	3
140d6ef7-0217-4d16-9add-215d0d14ba06	297	101	0	8	11	0	13	0	7	5	1	24	0	8	0	20	0	0	0	0	0	0	1	0	1
141918cd-3e23-45bc-96e1-b208c80f69e7	373	33	10	36	3	0	4	0	10	1	0	30	0	10	6	21	0	0	0	5	4	0	2	0	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	129	179	63	46	9	11	86	40	55	12	1	24	11	8	0	16	0	4	8	7	4	7	0	6	0
14334aea-2dae-428c-9d4a-1a37878dfc3f	161	152	73	85	23	18	32	0	26	40	7	29	0	66	15	17	2	21	11	4	2	0	2	0	4
1447c8cb-25d4-4092-8919-4df08f898d2d	349	36	15	21	0	0	37	0	22	0	0	20	0	7	1	17	1	3	1	0	0	0	0	1	3
145f2b89-8878-4390-b0f6-f09b02fb138a	160	103	85	67	44	10	108	0	51	21	1	26	21	28	0	12	0	10	2	0	34	7	1	4	0
145f6dbb-9744-44f7-8485-e440689de3fd	243	131	44	51	8	2	21	1	57	6	1	22	0	0	3	7	4	1	3	0	13	0	0	0	0
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	94	102	158	104	101	228	100	0	23	42	91	10	20	50	98	2	3	3	1	57	67	2	0	3	19
147e3496-514e-4da7-be42-7cd9be78ed04	411	4	2	0	0	0	0	0	3	6	41	28	0	0	9	21	0	15	0	0	0	0	0	0	0
148536ce-ee2a-4952-a19d-10d6f44146b9	324	86	5	0	2	2	0	0	8	0	0	14	29	8	9	15	1	1	1	2	2	1	2	0	2
1494bb16-f1f0-42a4-b10e-c383574cbc8b	353	58	0	14	0	0	0	0	10	0	2	25	4	2	0	20	1	1	0	0	0	0	0	0	1
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	79	121	148	80	94	23	101	0	23	0	0	26	44	95	23	0	12	5	28	0	0	0	0	26	0
14bf9bfb-14d6-4cac-a556-828f680e8a15	65	153	67	110	231	91	108	0	26	0	3	38	52	109	40	28	23	24	18	0	21	20	0	5	0
14c5b81d-da49-4db1-9834-77711c2b1d38	54	77	333	111	61	0	0	0	58	23	0	87	0	92	139	0	4	1	6	24	6	9	3	0	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	390	18	20	0	0	0	0	0	10	0	1	25	0	0	5	17	0	0	0	0	0	0	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	390	21	12	0	0	0	7	0	10	0	0	20	0	0	0	21	0	0	0	1	0	0	0	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	13	146	165	317	210	155	14	0	25	10	148	46	6	113	52	22	18	18	0	125	22	20	0	6	73
14f41457-25c3-4979-8515-4f33322039a5	399	13	0	0	0	0	0	0	11	3	2	17	9	0	0	18	0	0	2	1	2	0	0	0	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	15	98	193	49	47	151	162	76	15	71	80	34	74	69	89	64	14	4	25	6	19	4	0	4	21
154f80bd-984c-4792-bb89-20c4da0c08e0	379	20	15	4	0	0	0	0	4	0	2	26	0	0	0	16	0	0	0	1	0	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	327	51	13	4	20	0	25	0	2	0	0	33	0	8	1	10	3	0	1	1	0	0	1	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	221	107	46	18	52	0	73	0	78	5	0	34	0	0	26	4	0	2	0	14	0	0	11	0	0
155873b2-e5de-405f-87f6-6de0d238b160	359	38	18	2	9	0	11	0	17	0	0	25	0	5	11	15	1	0	0	8	0	0	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	266	95	17	26	3	7	49	9	18	24	2	27	9	15	0	16	3	0	3	0	0	0	0	0	0
15895218-c623-11e3-bf01-24c6515278c0	118	235	43	24	19	33	30	0	8	2	2	17	43	44	24	4	1	7	4	4	4	0	0	3	16
15a93657-0521-430a-a816-bf0842374b75	377	21	2	0	0	0	17	0	6	0	0	24	0	0	0	18	1	1	0	1	0	0	0	0	0
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	404	4	4	2	0	0	0	0	2	0	1	26	0	0	0	17	0	0	0	0	0	1	0	0	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	27	93	175	99	55	188	134	3	0	165	37	27	139	66	0	7	10	15	22	23	17	14	15	11	11
15daadb0-6b24-4248-9225-470dc08f1552	254	130	6	16	3	2	47	0	23	5	0	21	0	12	0	14	1	4	3	0	5	3	2	1	0
15dd024e-c0da-461a-84db-d01e60a22210	397	13	0	0	0	0	4	0	2	0	0	25	0	1	1	18	1	0	0	0	0	0	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	377	31	0	17	9	0	0	0	13	0	0	29	2	0	0	18	1	0	0	0	0	0	1	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	30	0	227	1000	254	139	0	56	163	112	12	146	134	314	114	87	32	43	55	79	0	14	0	29	150
15f90ef0-831b-40a3-98bd-ec226a9e8b26	60	189	96	93	97	16	71	0	79	50	0	40	0	43	28	17	14	13	30	0	0	5	0	2	0
15fd8dc8-c622-11e3-bf01-24c6515278c0	297	90	9	38	0	2	31	0	36	8	3	21	6	2	0	20	1	1	0	0	0	0	1	4	14
1659bae5-3140-4d05-891c-81b48277b2fc	0	155	148	498	179	287	2	77	35	52	42	28	175	136	0	93	29	15	11	0	9	139	32	2	73
16c6f975-48fd-4cda-946a-777cb922949d	279	80	51	63	57	0	0	0	79	0	1	38	2	0	22	2	7	0	11	11	0	1	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	6	167	25	293	221	155	116	205	87	31	0	46	148	75	0	45	6	28	6	47	27	5	9	12	60
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	68	122	168	67	94	71	92	0	30	0	51	3	87	67	0	10	6	9	6	3	0	51	17	6	12
16df7888-2480-4394-8856-d57a6ef371d2	76	88	217	248	35	188	71	0	7	0	177	0	26	60	16	0	11	10	0	22	12	8	7	4	128
170ad241-9e24-469b-b7ca-3fd783a89b21	16	92	265	201	132	151	55	61	28	28	17	40	98	72	0	21	20	12	11	3	7	6	7	17	57
1727e88b-df0a-4af2-9191-8c6061d98ad0	126	179	22	0	28	55	126	0	10	0	18	10	53	22	12	16	3	3	10	0	21	4	1	6	0
172c9864-c26d-4e9b-947a-e8ce761e996d	191	132	67	27	0	40	34	1	13	54	70	3	24	63	34	32	10	1	4	21	6	1	8	2	13
1776f326-b12f-4355-8107-80fa6fcd2159	261	94	37	24	30	2	49	0	52	11	0	20	3	0	5	15	0	0	2	0	4	1	1	2	8
178d0486-cb0d-4979-8bdf-bb3fe99149bd	395	16	0	1	0	0	0	0	1	1	2	26	4	0	0	17	1	0	0	0	0	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	406	4	4	0	0	0	0	0	1	0	0	26	0	0	3	17	0	0	0	0	0	0	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	149	124	116	126	80	0	0	33	83	26	14	38	72	43	19	32	21	9	78	0	0	2	0	0	0
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	4	189	108	232	280	113	2	35	49	24	128	43	75	104	3	55	8	49	2	43	31	13	15	0	64
183b04f5-107f-496c-8e9a-8263dd00cffa	52	189	139	94	77	42	62	6	50	7	0	32	35	63	21	11	6	5	5	17	26	2	3	8	0
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	285	68	63	19	39	0	19	0	49	0	0	31	0	0	10	7	0	0	3	7	0	0	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	288	58	0	129	0	81	0	0	7	82	434	59	7	0	62	49	47	0	22	0	22	0	64	0	40
18f5e75e-c623-11e3-bf01-24c6515278c0	270	123	2	28	14	25	0	0	28	17	8	19	20	0	3	19	1	6	0	0	0	0	0	4	47
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	320	83	1	0	0	0	24	0	9	2	0	23	1	3	0	23	1	0	0	1	1	0	0	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	268	109	45	0	0	0	18	0	23	2	0	24	4	4	14	16	0	1	3	0	1	0	2	5	0
190eb791-383d-4e27-870d-e470630843e7	0	214	162	103	0	170	80	38	53	17	182	16	47	44	75	73	4	9	0	18	30	45	14	9	36
19233fd1-5229-466e-acf3-5882165758e0	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	415	2	2	0	0	0	3	0	5	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0
199bbb0f-996c-40c1-b06d-2066f04be778	332	70	3	5	1	0	0	0	6	18	1	23	0	13	0	12	3	7	6	0	0	0	0	1	0
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	318	74	27	3	0	0	15	0	13	0	0	25	0	3	3	18	0	1	0	0	0	0	0	1	0
19b6b9d6-6912-4b85-a4bf-52014bcb170b	261	116	51	32	12	0	0	0	10	2	15	23	0	37	0	16	7	0	1	2	8	1	0	3	0
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	65	124	240	245	49	0	0	0	19	40	28	83	0	116	11	0	21	4	2	0	5	8	0	10	35
19cd4360-8392-4bc2-ae88-fdc1335d886b	363	46	5	4	0	0	2	0	6	0	0	26	0	0	0	18	0	0	0	0	0	0	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	424	0	0	0	0	0	0	0	2	0	0	14	0	12	0	21	0	0	0	0	1	0	1	1	0
19def402-fb8d-4b27-90dd-ce9135a3c0a2	412	0	0	0	0	0	0	0	0	0	0	24	0	0	0	19	0	1	0	0	0	0	0	0	0
19fe27d8-c623-11e3-bf01-24c6515278c0	149	223	39	45	14	0	10	0	34	11	0	31	14	13	0	21	3	5	0	4	0	4	0	3	0
1a0ef226-41a5-4b56-9078-4b7834f0c976	200	105	0	7	44	58	92	44	10	43	44	8	35	29	0	24	2	3	20	0	0	2	0	1	60
1a134c18-ced3-4bae-9f15-5f0f09526639	378	28	8	0	1	0	0	0	1	0	0	25	0	3	2	19	0	0	0	0	0	0	0	0	0
1a319682-f55e-4e0b-8476-48a0bea6c265	240	95	79	52	29	0	22	0	61	15	1	35	0	0	4	8	3	3	13	0	2	1	5	0	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	6	22	602	75	883	29	495	0	436	470	8	213	0	50	243	89	62	61	109	75	90	40	78	71
1a4633c4-72a0-4e30-8c4c-345e04337627	180	184	39	32	28	6	2	0	27	34	2	28	1	20	7	10	1	0	8	0	0	6	0	0	34
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	384	15	26	6	0	0	6	0	13	0	0	23	0	0	0	17	0	0	0	0	0	3	1	0	0
1a841850-fca0-48ab-8c78-db0bd5a64435	132	140	73	117	41	41	109	30	40	16	0	24	23	56	0	14	2	6	0	15	26	4	0	2	9
1ac15380-04a2-42dd-8ade-28556a570e80	46	62	186	491	0	165	0	0	264	130	731	87	33	168	435	281	183	7	0	0	0	3	516	0	0
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	245	103	2	83	120	33	22	2	55	36	24	34	66	12	0	41	62	2	0	0	0	0	0	0	4
1aff91a6-1b0f-4575-8f4b-4e064a50b886	81	73	206	156	140	123	99	0	11	0	17	20	21	113	16	41	3	13	31	1	9	5	1	19	2
1b06afe2-c623-11e3-bf01-24c6515278c0	249	116	0	45	51	28	20	10	25	8	8	27	41	8	0	12	4	3	0	0	13	7	0	1	33
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	227	133	68	18	34	0	0	0	36	0	0	31	0	0	4	5	2	0	1	0	1	1	3	1	2
1b1780d5-06da-40ee-9e15-02631a68027b	125	163	115	28	43	0	45	0	73	0	0	31	0	0	19	4	10	1	3	1	0	0	1	1	4
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	356	55	1	0	0	0	4	2	28	5	0	5	0	4	0	22	1	1	1	2	1	2	0	0	1
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	318	66	10	40	21	13	0	32	8	9	0	34	14	13	0	27	1	4	18	0	0	6	0	1	0
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	146	114	145	72	2	85	19	6	9	103	27	28	95	56	45	33	0	35	14	16	9	2	4	2	0
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	13	70	144	245	314	50	98	87	149	81	39	100	198	58	15	43	49	26	6	37	8	6	29	13	3
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	60	205	95	88	233	0	6	0	188	64	0	63	0	0	64	0	0	0	5	6	16	1	15	15	5
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	392	23	6	0	7	0	0	0	8	0	1	24	0	0	0	18	0	0	0	0	1	0	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	419	1	0	0	0	0	1	0	1	2	0	24	0	0	0	20	0	0	0	0	0	0	0	3	0
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	354	53	11	3	0	0	8	0	10	0	0	24	0	4	2	22	0	0	0	0	0	4	0	0	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	314	93	12	14	32	0	0	0	24	0	0	30	0	0	0	10	1	0	0	4	0	0	1	3	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	21	117	112	147	115	112	215	0	24	1	74	34	46	48	13	31	10	20	11	16	10	2	6	3	51
1bea3a72-3b73-4072-a6bb-96a90119d3ac	189	141	0	0	0	3	38	4	0	0	5	15	25	4	0	15	0	2	1	0	5	3	0	3	0
1c00925b-7328-4db0-b930-04aab2d80719	97	192	61	98	88	143	85	0	8	0	29	10	32	38	10	0	25	18	9	12	5	5	0	1	13
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	61	99	111	114	264	281	132	0	17	0	19	5	68	107	102	41	26	15	0	53	47	5	29	8	2
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	272	106	13	1	9	0	33	0	10	5	0	28	0	10	5	10	3	0	1	0	2	1	1	1	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	40	12	0	1639	91	832	0	281	201	279	447	208	224	473	641	406	241	51	209	0	4	59	239	0	78
1c1c6494-c623-11e3-bf01-24c6515278c0	328	72	3	3	19	0	10	0	23	6	0	21	1	2	1	18	0	3	6	0	0	0	0	1	0
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	125	125	164	179	61	3	49	0	142	6	0	50	0	0	57	0	4	2	6	17	9	4	0	5	7
1c300960-e51c-4477-8fdd-026c7e545dc4	407	0	5	0	0	0	0	0	1	0	0	24	0	0	0	19	0	0	0	0	0	0	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	34	189	142	23	82	4	121	0	84	10	0	27	0	33	36	6	3	1	2	17	4	6	1	1	4
1c9fbe26-1447-4335-aaab-06d6bb3e2741	110	203	33	37	64	75	62	11	18	49	27	25	47	25	8	22	2	4	9	3	14	1	1	18	35
