MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M
OsCN[2]	3.628261158183932e-10	0.006854817082057707	0.011116553617175668	0.0003470316214952618	0.006635963020380586	0.004558077963301912	0.003315995004231809	0.004058073029154912	0.0006989814277039841	0.0018344137805737404	0.00639092155295657	0.007535214431700296	0.007366306834155694
OsCN[3]	0.0	0.002823815278679831	0.003551077247102512	0.007816768473712727	0.008606929292436689	3.9598961448064076e-05	0.004037790511501953	2.3932848453114275e-05	0.005608585307491012	0.00921915133922834	0.006965697743289638	0.002683418331746955	0.0024416878984106914
OsCN[4]	2.372127023697601e-08	0.0011314598278477205	0.0022803273019962943	3.588119288906455e-05	0.003863369229948148	0.000340742200241948	0.002796682973857969	5.605193857299268e-47	8.226848555750621e-05	0.00025810785219363195	0.0014928592924843543	0.0008309174447094847	0.0013331818364099638
OsCN[>4 & <=10]	1.4037161901736539e-08	0.0004964718475890528	0.0011431712320700172	0.00022982672635407653	0.011195025822962635	0.0	0.008763149133883416	0.0	0.00033471800794359296	0.0031250697209651433	0.00475116879585471	0.0006966635530716303	0.0010501771902954714
OsCN[>10]	4.581817009352562e-08	5.361731307829132e-09	1.9334640101813515e-05	0.0	0.0020069238092401066	1.4034112538752197e-10	0.0024270344898104667	1.6885465803362365e-09	3.3585406011837903e-10	1.0933355753568463e-05	0.0006967276912015352	2.0741902439880277e-05	9.860267463782435e-05
SS[<=2]	7.702821530841675e-08	0.0008772669243626297	0.0	1.7790791961260766e-05	0.0003600623903230371	1.557541269406215e-05	5.247355829443023e-06	0.0014799091126769782	0.0023933198387385344	0.0001404248894095872	0.002402171195280971	0.0008252270453681376	0.0007094717332106409
SS[>2 & <=3]	8.141380045900704e-08	0.00014743211931261157	0.0	0.00037565662525594233	0.0010281607880905596	0.0	1.3603388242522385e-08	0.003729037569719367	0.027396906403339756	0.0016326397813231264	0.010655594985785229	0.0009311331873804818	0.002824746600754168
SS[>3 & <=4]	3.0487309770066415e-08	7.632639244889105e-05	4.81135373320285e-09	0.0013603232670766374	0.006903058719655064	1.310206272364667e-09	0.00016130532015004917	0.003909249245915181	0.10766462199886519	0.007121569341621879	0.06127278665278412	0.002640999101800503	0.01635380202094602
SS[>4 & <=5]	4.723459956501585e-12	0.0022648245134111672	0.00010769976302981377	0.0032584273113832295	0.05364137656288222	8.999832346034964e-10	0.02018678278011066	0.048583905062347416	0.028397509719143274	0.0368414789554663	0.16062450964003802	0.02874471569583319	0.04412391604681476
SS[>5 & <=6]	1.1217283768516495e-11	0.07481419711839407	0.0023202965355775163	5.541575141251087e-05	0.13037022834643722	9.351842105388641e-05	0.08704261176288128	0.0907502280548215	0.0026871476764790715	0.025498393373563886	0.025904937470514845	0.0688046690208715	0.06519400564427087
