NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
58	191.172	16.898	38.707	10.079	0.065	0.992	80000.0
59	179.871	15.886	36.521	9.502	0.064	0.993	110000.0
60	176.821	15.649	35.943	9.409	0.064	0.993	60000.0
61	190.359	17.077	38.983	10.225	0.063	0.992	60000.0
62	184.35	16.405	37.608	9.825	0.063	0.993	70000.0
63	183.564	16.332	37.384	9.742	0.063	0.993	140000.0
64	185.864	16.776	37.471	9.829	0.065	0.993	80000.0
65	187.035	16.56	37.992	9.908	0.064	0.992	60000.0
66	188.497	16.675	38.166	9.921	0.064	0.992	80000.0
67	184.697	16.466	37.286	9.773	0.064	0.993	120000.0
68	185.76	16.434	37.824	9.848	0.063	0.992	60000.0
69	173.396	15.42	35.017	9.196	0.064	0.993	80000.0
70	187.844	16.655	37.878	9.887	0.064	0.992	120000.0
71	188.425	16.66	38.026	9.905	0.064	0.992	90000.0
72	181.934	16.039	37.376	9.716	0.064	0.993	110000.0
73	190.411	17.111	38.912	10.197	0.063	0.992	80000.0
74	181.652	16.141	36.935	9.655	0.063	0.993	100000.0
75	189.359	16.879	38.552	10.034	0.064	0.992	100000.0
76	183.07	16.186	36.923	9.648	0.063	0.993	110000.0
77	186.047	16.49	37.373	9.736	0.064	0.993	140000.0
78	177.892	15.907	36.336	9.514	0.064	0.993	90000.0
79	190.921	17.192	39.236	10.275	0.064	0.992	90000.0
80	176.849	15.651	35.879	9.371	0.064	0.993	80000.0
81	178.893	15.812	36.539	9.54	0.064	0.993	90000.0
82	187.503	16.596	37.424	9.772	0.064	0.993	120000.0
83	181.67	16.144	36.55	9.555	0.064	0.993	100000.0
84	181.854	15.963	36.841	9.584	0.063	0.993	90000.0
85	178.563	15.842	36.161	9.483	0.064	0.993	70000.0
86	190.893	17.132	38.352	10.062	0.064	0.992	60000.0
87	192.733	17.225	39.594	10.314	0.064	0.992	90000.0
88	184.411	16.304	37.707	9.781	0.064	0.992	50000.0
89	181.617	16.044	36.495	9.515	0.063	0.993	80000.0
90	182.509	16.254	36.675	9.584	0.064	0.993	70000.0
91	187.288	16.63	37.854	9.885	0.063	0.992	70000.0
92	185.664	16.449	37.619	9.785	0.063	0.993	110000.0
93	178.531	15.847	36.409	9.531	0.064	0.993	70000.0
94	182.916	16.337	37.064	9.722	0.063	0.993	140000.0
95	181.624	16.155	36.86	9.626	0.063	0.993	100000.0
96	172.758	15.301	35.0	9.142	0.064	0.993	150000.0
97	186.663	16.694	38.345	10.069	0.064	0.992	80000.0
98	189.605	16.975	38.656	10.115	0.063	0.992	150000.0
99	188.09	16.688	38.03	9.932	0.064	0.992	130000.0
100	184.307	16.433	36.915	9.679	0.064	0.993	150000.0
