NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	183.392	16.364	36.736	9.623	0.064	0.993	80000.0
2	181.153	16.196	36.969	9.689	0.063	0.993	70000.0
3	187.915	16.765	38.485	10.082	0.064	0.992	90000.0
4	180.264	16.131	37.081	9.675	0.064	0.993	70000.0
5	184.39	16.675	37.849	9.958	0.064	0.993	60000.0
6	178.147	15.918	36.413	9.533	0.063	0.993	70000.0
7	182.024	16.235	37.318	9.758	0.063	0.993	80000.0
8	185.826	16.558	37.508	9.797	0.063	0.993	130000.0
9	183.294	16.264	37.473	9.751	0.064	0.993	80000.0
10	187.919	16.637	37.909	9.912	0.063	0.992	110000.0
11	183.162	16.359	36.96	9.674	0.065	0.993	160000.0
12	182.706	16.187	36.999	9.649	0.063	0.993	80000.0
13	186.939	16.561	37.544	9.779	0.063	0.993	90000.0
14	184.269	16.082	37.425	9.667	0.065	0.992	110000.0
15	187.035	16.558	37.88	9.855	0.064	0.992	120000.0
16	192.196	17.2	38.954	10.175	0.064	0.992	100000.0
17	186.887	16.597	38.259	9.968	0.064	0.992	90000.0
18	185.731	16.503	37.271	9.711	0.064	0.993	140000.0
19	182.088	16.321	36.827	9.66	0.064	0.993	90000.0
20	179.747	15.926	36.551	9.548	0.064	0.993	100000.0
21	186.889	16.701	37.449	9.809	0.063	0.993	60000.0
22	183.109	16.162	37.357	9.667	0.065	0.993	90000.0
23	187.712	16.878	37.923	9.928	0.064	0.993	60000.0
24	183.125	16.323	37.03	9.686	0.064	0.993	90000.0
25	187.307	16.552	37.581	9.808	0.064	0.992	110000.0
26	185.799	16.533	37.697	9.87	0.064	0.993	80000.0
27	190.607	16.86	38.805	10.09	0.064	0.992	90000.0
28	183.241	16.271	37.21	9.699	0.064	0.993	100000.0
29	190.728	17.113	38.816	10.18	0.064	0.992	60000.0
30	189.304	16.966	38.264	9.997	0.063	0.992	100000.0
31	191.825	17.106	38.654	10.076	0.063	0.992	120000.0
32	187.097	16.608	38.03	9.93	0.064	0.992	100000.0
33	183.966	16.322	37.816	9.853	0.063	0.993	80000.0
34	186.174	16.449	37.325	9.719	0.064	0.993	90000.0
35	183.798	16.378	37.284	9.757	0.064	0.993	70000.0
36	190.543	16.809	38.782	10.042	0.064	0.992	70000.0
37	181.292	16.121	36.264	9.501	0.064	0.993	70000.0
38	192.559	17.27	38.727	10.153	0.065	0.992	100000.0
39	184.264	16.425	37.373	9.76	0.064	0.993	110000.0
40	185.602	16.449	37.498	9.785	0.064	0.993	70000.0
41	186.034	16.644	37.149	9.748	0.064	0.993	80000.0
42	186.628	16.544	37.361	9.741	0.064	0.993	80000.0
43	183.764	16.31	37.175	9.707	0.064	0.993	80000.0
44	182.314	16.208	36.571	9.562	0.064	0.993	160000.0
45	184.813	16.353	37.159	9.699	0.064	0.993	70000.0
46	190.961	16.723	38.062	9.876	0.066	0.992	100000.0
47	186.21	16.61	37.95	9.91	0.064	0.992	50000.0
48	189.917	17.015	38.311	10.054	0.063	0.992	60000.0
49	186.991	16.679	37.926	9.933	0.064	0.992	190000.0
50	187.296	16.903	37.998	10.011	0.063	0.993	90000.0
51	189.526	16.748	38.449	9.98	0.064	0.992	100000.0
52	182.762	16.154	37.209	9.691	0.065	0.993	100000.0
53	187.566	16.561	37.989	9.893	0.064	0.992	120000.0
54	191.351	16.964	38.636	10.072	0.063	0.992	80000.0
55	184.399	16.347	37.719	9.806	0.063	0.993	70000.0
56	185.26	16.396	37.38	9.752	0.063	0.993	90000.0
57	184.18	16.392	37.094	9.695	0.064	0.993	70000.0
