Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.996	311.9	11.669%	50.407	8.419%	0.04535	0.995
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	34.547	7.398%	8.306	2.604%	0.03816	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	65.893	9.999%	10.831	3.604%	0.04207	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	46.147	9.36%	7.798	2.474%	0.05846	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.997	140.723	16.401%	27.664	8.491%	0.08175	0.997
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	45.993	9.464%	11.089	3.458%	0.05882	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	41.957	8.038%	7.792	2.498%	0.05088	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	35.068	7.607%	9.087	2.839%	0.04754	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.997	140.381	17.016%	26.236	7.872%	0.08423	0.997
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	72.851	10.076%	11.816	3.866%	0.05355	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	46.829	9.942%	10.908	3.433%	0.0489	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	32.432	6.673%	6.471	1.996%	0.03639	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	54.851	10.408%	10.018	3.12%	0.06995	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	90.614	14.83%	16.801	5.367%	0.08025	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.991	170.905	22.341%	40.552	13.298%	0.11765	0.991
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.996	273.522	13.8%	44.776	9.57%	0.04189	0.995
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.989	335.348	13.846%	74.807	14.489%	0.06479	0.985
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	52.992	10.25%	9.583	2.992%	0.05971	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.995	197.651	20.272%	35.698	11.051%	0.09391	0.994
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	85.09	11.561%	14.972	4.782%	0.06266	0.999
