Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.997	271.84	10.17%	46.518	7.77%	0.02535	0.996
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	26.072	5.583%	5.934	1.86%	0.02783	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	77.528	11.764%	12.978	4.318%	0.04607	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	38.369	7.783%	6.738	2.138%	0.04802	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.998	136.307	15.887%	25.907	7.952%	0.07393	0.998
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	38.86	7.996%	9.898	3.087%	0.05135	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	38.321	7.341%	6.997	2.243%	0.045	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	24.395	5.292%	7.086	2.214%	0.02761	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.998	128.066	15.523%	23.893	7.169%	0.0732	0.998
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	71.997	9.958%	12.368	4.047%	0.05266	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	35.582	7.555%	8.027	2.527%	0.0356	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	24.481	5.037%	4.151	1.28%	0.02865	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	47.768	9.064%	9.124	2.841%	0.06089	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	89.597	14.664%	17.722	5.661%	0.07431	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.993	151.506	19.805%	37.06	12.153%	0.10146	0.992
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.997	221.325	11.167%	39.544	8.452%	0.03461	0.996
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.991	346.541	14.308%	68.734	13.313%	0.059	0.988
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	41.883	8.101%	7.105	2.219%	0.05051	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.995	157.289	16.132%	31.732	9.823%	0.08574	0.995
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	86.864	11.802%	15.413	4.923%	0.06025	0.999
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.993	252.832	12.566%	50.398	11.462%	0.04573	0.991
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	34.884	6.696%	5.688	1.781%	0.04477	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.999	83.771	12.466%	15.404	4.964%	0.0662	0.999
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.998	176.478	10.381%	27.472	6.743%	0.03103	0.998
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	24.119	5.232%	5.686	1.776%	0.02949	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.996	186.04	10.829%	36.491	9.179%	0.04459	0.995
